"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"49","2015-09-04 02:32:30-03","MNHN","RECOLNAT_MNHN_P","P02930967","PreservedSpecimen",NA,NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Mexia, Y.",NA,"1930","4","22",NA,"Brasil","Minas Gerais","Viçosa","Agricultural College Lands. North slope of Barbado.","-42.8819007873535","-20.7539005279541","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02930967' target='other'> <mi>dwc_moreinfo</mi></a>","P02930967","P02930967_01",NA,"710",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,"4614",NA,NA
"50","2021-01-29 17:16:16-03","UFMG","BHCB","199622","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Ferreira, VL; Bragioni, TLS; Santos, GVA","194","2019","02","27","Southern America","Brasil","Minas Gerais","Lagoa Santa","Gruta da Lapinha","-43.958889","-19.561389",NA,"Afloramento de calcário, em fissura no maciço.","BHCB199622",NA,NA,"763","763",NA,NA,NA,"-43.958889","-19.561389",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:36:20-03","UFMG","BHCB","66394","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Oliveira, JE","327","1941","05","04","Southern America","Brasil","Minas Gerais","Tombos","Fazenda da Cachoeira.","-42.0228004455566","-20.9046993255615",NA,"Muito frequente. Capoeira.; Flor amarela, trepadeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16749","auto",NA,NA,NA,NA,NA
"52","2020-12-11 11:36:20-03","UFMG","BHCB","122927","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Valente, A; Almeida, K; Garcia, RO; Pífano, DS; Castro, RM","295","2003","02","24","Southern America","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos.","-43.0106010437012","-21.5400009155273",NA,"Árvore ca. 3m na borda da mata na encosta rochosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20981","auto",NA,NA,NA,NA,NA
"53","2015-08-27 14:58:00-03","MO","MOBOT","2975129","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas|J. Carneiro","Hatschbach 75673","2003","6","26","South America","Brazil","Bahia","Santo Antônio de Jesus","Serra da Jibóia.","-39.2613983154297","-12.9688997268677",NA,NA,NA,NA,"Pétala Gomes Ribeiro (HUEFS)",NA,NA,NA,NA,NA,NA,NA,"16527","auto",NA,NA,NA,"1",NA
"54","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","21923",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","A. M. Assis; et al","912","2003","07","16",NA,"Brasil","Espírito Santo","Santa Teresa","Serra do Gelo","-40.778508","-19.983314",NA,"Planta escandente. Frutos verdes. Bordo de mata. Expedição Científica Comitê Bacia do Rio Sta Mª Rio Doce.","MBML021923","MBML021923","Pétala G. Ribeiro/02-05-2013",NA,NA,NA,NA,NA,"40W46'42,63","19S58'59,93",NA,NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","2700",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","J. M. Vimercat","40","1984","04","16",NA,"Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,"Planta escandente com flores avermelhadas.","MBML002700","MBML002700","Pétala G. Ribeiro/02-05-2013",NA,NA,NA,NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","41694",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","A. M. Assis; K.F.O. Faria","1677","2008","05","23",NA,"Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637806","-19.233972",NA,"Escandente, com espinhos. Corola vermelha. Estames verde e vermelhos. Borda. Floresta Estacional Semidecidual #?# estagio inicial de regeneração.","MBML041694","MBML041694","Pétala G. Ribeiro/02-05-2013",NA,NA,NA,NA,NA,"40W38'16,1","19S14'2,3",NA,NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","39115",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","D.R. Couto","743","2008","07","28",NA,"Brasil","Espírito Santo","Alegre","Oriente/ Paraíso","-41.5331001281738","-20.763599395752",NA,"Liana, frutos verdes. Vegetando próximo a ponte do Palmito. Nome vulgar = Arranha-gato.","MBML039115","MBML039115","Pétala G. Ribeiro/02-05-2013","650","650",NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA
"58","2021-03-03 13:56:18-03","UFF","NIT","NITw296","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","A.F.N. Brandes","72","2005","12","11",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estrada para Hotel Simon, após Centro de Visitantes, lado direito, subindo. Parque Nacional do Itatiaia","-44.616389","-22.449722",NA,"Liana com caule cilíndrico, DAP= 5,8cm e DAB= 8,2cm. Coleta de caule a 1,5m da base e folhas. Habitat: Mata Altântica","NITw00002864",NA,NA,"874","874",NA,NA,NA,"44º36'59''W","22º26'59''S",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-03 13:56:18-03","UFF","NIT","NITw299","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","A.F.N. Brandes","82","2005","12","16",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Ponte da Maromba, ao lado do começo da trilha para cachoeira Véu da Noiva. Parque Nacional do Itatiaia","-44.621389","-22.433056",NA,"Árvore com aproximadamente 14m de altura. Coleta de folhas e frutos. Habitat: Mata Altântica","NITw00002863",NA,NA,"1100","1100",NA,NA,NA,"44º37'17''W","22º25'59''S",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-03 13:56:18-03","UFF","NIT","NITw300","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","A.F.N. Brandes","86","2005","12","17",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Ao lado do início da trilha Barbosa Rodrigues. Parque Nacional do Itatiaia","-44.608056","-22.466389",NA,"Liana com caule cilíndrico, DAP=5,6cm. Coleta de folhas e caule a 1,5m da base.","NITw00002862",NA,NA,"809","809",NA,NA,NA,"44º36'29''W","22º27'59''S",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-03 13:56:18-03","UFF","NIT","NITw295","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","A.F.N. Brandes","62","2005","11","10",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Próximo ao Centro de Visitantes, +/- 100m de distância. Parque Nacional do Itatiaia","-44.616389","-22.448889",NA,"Liana com caule cilíndrico, DAP= 8,8cm. Coleta de frutos, caule a 1,5m do solo e caule a 1,5m da base. Habitat: Mata Altântica","NITw00002865",NA,NA,"870","870",NA,NA,NA,"44º36'59''W","22º26'56''S",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-03 13:56:18-03","UFF","NIT","NITw182","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","A.F.N. Brandes","3","2005","05","15",NA,"Brasil","Rio de Janeiro","Itatiaia","Abrigo 3.","-44.5633010864258","-22.4960994720459",NA,"Liana com DAP= 8,1cm, secção de caule a 1,5m da base.","NITw00002866",NA,"Arno F.N.Brandes e Marli Morim","795","795",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","1593968","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","B. Lutz & D. Cochran","29295","1935","5",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Hora Forbruja, State of Ono [interpreted]",NA,NA,NA,NA,"US02210659","US02210659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","2973451","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","E. P. Heringer","18173","1981","4","27","South America - Neotropics","Brazil","Distrito Federal",NA,"Manhuacu, MG",NA,NA,NA,NA,"US02210658","US02210658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","3724477","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","J. F. A. Baumgratz, M. G. Bovini, L. Jordão, B. Luna & P. Abreu","1289",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Barra Mansa. Fazenda Boa Esperança, crescendo na borda do remanescente.","-44.2686","-22.4911",NA,NA,"US03270748","US03270748_01",NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","1544183","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Y. Mexia","4614","1930","4","22","South America - Neotropics","Brazil","Minas Gerais",NA,"State of Minas Gerais, Agriculture College Lands, North slope of Barbabo",NA,NA,NA,NA,"US02210660","US02210660_01",NA,"710",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"67","2020-05-08 11:10:56-03","UEFS","HUEFS","60274","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Oliveira, J.E.de","327","1941","05","04",NA,"Brasil","Minas Gerais","Tombos","Fazenda da Cachoeira.","-42.0228004455566","-20.9046993255615",NA,"Capoeira.","HUEFS0060274",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,NA,NA,"16749","auto","Rosanae",NA,NA,NA,NA
"68","2020-05-08 11:10:56-03","UEFS","HUEFS","196652","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Dionisio","295","1942","05","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos.","-42.9655990600586","-22.4122009277344",NA,NA,"HUEFS0196652",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,NA,NA,"38539","auto","Rosanae",NA,NA,NA,NA
"69","2020-05-08 11:10:56-03","UEFS","HUEFS","13603","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Queiroz, L.P.de","3239","1993","06","18",NA,"Brasil","Bahia","Castro Alves",NA,"-39.466667","-12.85",NA,NA,"HUEFS0013603",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,"39W28'","12S51'0''",NA,NA,"Rosanae",NA,NA,NA,NA
"70","2020-05-08 11:10:56-03","UEFS","HUEFS","193705","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Queiroz, L.P.de","15663","2012","06","14",NA,"Brasil","Bahia","Igrapiúna","Reserva Ecológica Michelin, Vila 5, ca. 5 Km SW do Centro de Pesquisa (CEB).","-39.203889","-13.82",NA,"Floresta Ombrófila Densa","HUEFS0193705",NA,"P.G.Ribeiro & L.P.Queiroz","223","223","2018","05",NA,"39W12'14''","13S49'12''",NA,NA,"Rosanae",NA,NA,NA,NA
"71","2020-05-08 11:10:56-03","UEFS","HUEFS","196648","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Lima, M.P.M.de","322","1994","09","15",NA,"Brasil","Rio de Janeiro","Itatiaia","Caminho em direção ao abrigo Macieras.","-44.566667","-22.25",NA,NA,"HUEFS0196648",NA,"P.G.Ribeiro & L.P.Queiroz","1800","1800","2018","05",NA,"44W34'0''","22S15'0''",NA,NA,"Rosanae",NA,NA,NA,NA
"72","2020-05-08 11:10:56-03","UEFS","HUEFS","196563","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Brandes, A.F.N.","72","2005","12","11",NA,"Brasil","Rio de Janeiro","Itatiaia","Estrada para o Hotel Simond após o Centro de visitantes.","-44.610278","-22.448333",NA,NA,"HUEFS0196563",NA,NA,"874","874",NA,NA,NA,"44W36'37''","22S26'54''",NA,NA,"Rosanae",NA,NA,NA,NA
"73","2020-05-08 11:10:56-03","UEFS","HUEFS","196649","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Sylvestre, L.","1103","1994","09","22",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha para os Três Picos, partindo do Hotel Repouso.","-44.583333","-22.25",NA,NA,"HUEFS0196649",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,"44W35'0''","22S15'0''",NA,NA,"Rosanae",NA,NA,NA,NA
"74","2020-05-08 11:10:56-03","UEFS","HUEFS","196651","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Lima, H.C.de","3518","1989","04","18",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Área de Proteção Ambiental de Macaé de Cima. Distrito de Macaé de Cima, estrada para o Hotel Fazenda São João, Km 6-8.","-42.05","-22",NA,NA,"HUEFS0196651",NA,"P.G.Ribeiro & L.P.Queiroz","1300","1300","2018","05",NA,"42W3'0''","22S0'0''",NA,NA,"Rosanae",NA,NA,NA,NA
"75","2020-05-08 11:10:56-03","UEFS","HUEFS","196653","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Brandes, A.F.N.","3","2005","05","15",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Abrigo 3.","-44.607222","-22.455",NA,NA,"HUEFS0196653",NA,"P.G.Ribeiro & L.P.Queiroz","795","795","2018","05",NA,"44W36'26''","22S27'18''",NA,NA,"Rosanae",NA,NA,NA,NA
"76","2020-05-08 11:10:56-03","UEFS","HUEFS","197097","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Gomes, J.M.L.","1872","1993","05","23",NA,"Brasil","Espírito Santo","Domingos Martins","Panelas.","-40","-20",NA,"Mata Atlântica.","HUEFS0197097",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,"40W","20S",NA,NA,"Rosanae",NA,NA,NA,NA
"77","2020-05-08 11:10:56-03","UEFS","HUEFS","204410","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Assis, A.M.","1677","2008","05","23",NA,"Brasil","Espírito Santo","Colatina","Jequitibá ( Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637778","-21.317222",NA,"Floresta Estacional Semidecidual - estagio inicial de regeneração.","HUEFS0204410",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,"40W38'16''","21S19'2''",NA,NA,"Rosanae",NA,NA,NA,NA
"78","2020-05-08 11:10:56-03","UEFS","HUEFS","233976","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Baumgratz, J.F.A.","1289","2013","05","08",NA,"Brasil","Rio de Janeiro","Barra Mansa","Fazenda Boa Esperança, crescendo na borda do remanescente.","-44.268611","-22.491111",NA,"Remanescente de Floresta Estacional semidecidual alterado, situado entre áreas de pastagens.","HUEFS0233976",NA,"M.P.Morim","650","650","2017","06",NA,"44W16'7''","22S29'28''",NA,NA,"Rosanae",NA,NA,NA,NA
"79","2020-05-08 11:10:56-03","UEFS","HUEFS","24509","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Hoehne, F.C.",NA,"1927","04","20",NA,"Brasil","São Paulo","São Bento",NA,NA,NA,NA,NA,"HUEFS0024509",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"80","2020-05-08 11:10:56-03","UEFS","HUEFS","196561","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Lima, H.C.de","5020","1995","03","18",NA,"Brasil","Rio de Janeiro","Macaé","Área de Proteção Ambiental de Macaé de Cima. Estrada para Macaé de Cima, cerca de 2KM antes do Hotel Fazenda São João, próximo a plantação de Eucalipto.","-41.7868995666504","-22.3708000183105",NA,"Mata de Enconta.","HUEFS0196561",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,NA,NA,"47209","auto","Rosanae",NA,NA,NA,NA
"81","2020-05-08 11:10:56-03","UEFS","HUEFS","196650","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Correia, C.M.B.","71","1990","08","07",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, proximidades do Sítio do Sr. Bob.","-42.5311012268066","-22.2819004058838",NA,NA,"HUEFS0196650",NA,"P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,NA,NA,"33190","auto","Rosanae",NA,NA,NA,NA
"82","2020-05-08 11:10:56-03","UEFS","HUEFS","59148","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Pifano, D.S.","247","2001","12","05",NA,"Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador.","-43.3502998352051","-21.7642002105713",NA,NA,"HUEFS0059148","HUEFS0059148","P.G.Ribeiro & L.P.Queiroz",NA,NA,"2018","05",NA,NA,NA,"36144","auto","Rosanae",NA,NA,NA,NA
"83","2020-05-08 11:10:56-03","UEFS","HUEFS","204387","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Couto, D.R.","743","2008","07","28",NA,"Brasil","Espírito Santo","Alegre","Oriente/ Paraíso.","-41.5331001281738","-20.763599395752",NA,NA,"HUEFS0204387",NA,"P.G.Ribeiro & L.P.Queiroz","650","650","2018","05",NA,NA,NA,"26101","auto","Rosanae",NA,NA,NA,NA
"84","2020-05-08 11:10:56-03","UEFS","HUEFS","176321","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Lima, M.P.M.","463","2005","09","10",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Último Adeus.","-44.5633010864258","-22.4960994720459",NA,NA,"HUEFS0176321",NA,"P.G.Ribeiro & L.P.Queiroz","780","780","2018","05",NA,NA,NA,"19648","auto","Rosanae",NA,NA,NA,NA
"85","2019-09-04 18:22:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Piptadenia","loefgreniana","Piptadenia loefgreniana",NA,"A. Löfgren & G. Edwall","2470","1894","4","26","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA
"86","2019-01-23 10:14:10-02","F","FMNH-SEEDPLANTS","V0360958F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Piptadenia","loefgreniana","Piptadenia loefgreniana",NA,"A. Löfgren & G. Edwall","2470","1894","4","26","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0360958F","V0360958F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA
"87","2019-09-04 18:53:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha",NA,"L. Riedel","2912","1834","10",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"88","2015-03-07 03:53:25-03","F","FMNH-SEEDPLANTS","V0165698F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0165698F","V0165698F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"89","2015-07-31 13:43:46-03","F","FMNH-SEEDPLANTS","V0165866F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0165866F","V0165866F_01","P. G. Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"90","2015-07-31 13:43:09-03","F","FMNH-SEEDPLANTS","V0165873F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha",NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0165873F","V0165873F_01","P. G. Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"91","2020-07-23 12:14:41-03","CEPLAC","CEPEC","2917","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Piptadenia","loefgreniana","Piptadenia loefgreniana",NA,"J. P. Lanna","1445","1967","06","01",NA,"Brasil","Bahia","BUERAREMA","Prox. a Sao Jose.","-39.2997016906738","-14.959400177002",NA,NA,NA,NA,"G. P. Lewis",NA,NA,NA,NA,NA,"0*0'0","0*0'0","14251","auto",NA,NA,NA,NA,"11/03/1988"
"92","2019-11-01 15:00:34-03","UnB","UB","140412","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Heringer, EP","3422","1954","06","02","Southern America","Brasil","Minas Gerais","Manhuaçu",NA,"-42.0335998535156","-20.2581005096436",NA,NA,NA,NA,"Ribeiro, PG",NA,NA,"2013","05","07",NA,NA,"32626","auto",NA,NA,NA,NA,NA
"93","2019-11-01 15:00:34-03","UnB","UB","140411","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Benth.","Oliveira, JE","327","1941","05","04","Southern America","Brasil","Minas Gerais","Tombos","Fazenda Cachoeira","-42.0228004455566","-20.9046993255615",NA,"Flor amarelada.; Trepadeira.",NA,NA,"Ribeiro, PG",NA,NA,"2013","05","07",NA,NA,"16749","auto",NA,NA,NA,NA,NA
"94","2021-02-04 09:01:44-03","IBt","SP","54281","S","Plantae",NA,NA,"Fabaceae","Piptadenia","loefgreniana","Piptadenia loefgreniana","Hoehne","Krieger, L","CESJ1094","1944","07","20",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"95","2019-11-21 10:06:21-03","IBt","SP","2143","S","Plantae",NA,NA,"Fabaceae","Piptadenia","loefgreniana","Piptadenia loefgreniana","Hoehne","Loefgren, A; Edwall, G","CGG2470","1894","04","26",NA,"Brasil","São Paulo","São José do Barreiro","Faz. São Miguel. Capoeira","-44.5699996948242","-22.6399993896484",NA,"Frutex lenhoso, trepad. Inlforescência subescandente","SP000934","SP000934","Hoehne, FC",NA,NA,"1918",NA,NA,NA,NA,"30784","auto",NA,"Holotype",NA,NA,NA
