"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","locality","recordNumber","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","typeStatus","sex"
"11","2016-09-30 15:46:00-03","NY","NYBG","2210889","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus",NA,NA,NA,NA,NA,"C. A. Cid Ferreira","1980","07","16","Brazil","Pará","Oriximiná","-56.5784955","-1.3418401",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345232' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Rio Trombetas, margem esquerda do lago Erepecu, ao longo do lago","1531","South America","sheet","NY02210889","NY02210889_01",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","868710","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus phyllanthus","(L.) Haw.","M. W. Kimnach",NA,NA,NA,"D. C. Daly","1991","11","08","Brazil","Acre","Xapuri","-68.33","-10.75",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92433' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Rio Acre @ 3 hours by boat downstream from Xapuri and 1 hr walking inland from left bank","7205","South America","sheet","NY00868710","NY00868710_01","phyllanthus",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1188820","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus phyllanthus","(L.) Haw.","M. Kimnach",NA,NA,NA,"P. J. M. Maas","2001","10","14","Brazil","Acre","Mâncio Lima","-72.9267","-7.555",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=267490' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Along Rio Moa, Volta da Aurora","8919","South America","sheet","NY01188820","NY01188820_01","phyllanthus",NA,NA,NA,NA,NA
"14","2016-09-29 23:29:00-03","NY","NYBG","00996950","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus",NA,NA,NA,NA,NA,"J. Ramos","1967","10",NA,"Brazil","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139491' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Collected near the base camp of the expedition. (c. 270 km N of Xavantina.)","R. & S.138","South America","sheet","NY00996950","NY00996950_01 NY00996950_02",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1103067","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus phyllanthus","(L.) Haw.","M. W. Kimnach",NA,NA,NA,"W. W. Thomas","1987","12","07","Bolivia","Santa Cruz","José Miguel de Velasco","-60.72","-13.98",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1212395' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado","5738","South America","sheet","NY01103067","NY01103067_01","phyllanthus",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01198548","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.","P. A. Meyers",NA,NA,NA,"A. M. Amorim","1998","09","13","Brazil","Bahia","Porto Seguro","-39.2033815","-16.8700182",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268735' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Parque Nacional de Monte Pascoal. Área limite entre o PARNA e a Reserva Indígena Barra Velha, da tribo Pataxó","2502","South America","sheet","NY01198548","NY01198548_01",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00996958","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.","D. R. Hunt",NA,NA,NA,"G. T. Prance","1973","10","19","Brazil","Mato Grosso",NA,"-55.7608333","-15.4436",NA,NA,NA,"720","720",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139515' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Between Buriti and Chapada dos Guimarães.","19224","South America","sheet","NY00996958","NY00996958_01",NA,NA,NA,NA,NA,NA
"18","2016-09-30 15:46:00-03","NY","NYBG","2210883","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus",NA,NA,NA,NA,NA,"M. B. Silva","1969","09","10","Brazil","Pará","Santarém","-54.7081","-2.4433",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345226' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Santarém, Km 70 da estrada do Palhão, Ramal de Caetetu.","2541","South America","sheet","NY02210883","NY02210883_01",NA,NA,NA,NA,NA,NA
"19","2016-09-30 15:46:00-03","NY","NYBG","2210897","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus",NA,NA,NA,NA,NA,"W. A. Archer","1943","04","17","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345242' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"East of Fazenda Urucurituba, on Rio Tapajós, opposite Fordlandia.","8419","South America","sheet","NY02210897","NY02210897_01 NY02210897_02",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2210895","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"G. T. Prance","1967","02","19","Brazil","Roraima",NA,NA,NA,NA,NA,NA,"1000","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345240' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Serra Tepequem, beside Igarapé Paiua","4551","South America","sheet","NY02210895","NY02210895_01",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1495737","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"W. E. Broadway","1907",NA,NA,"Trinidad and Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1734384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Trinidad","27690","South America","sheet","NY01495737","NY01495737_02",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2210896","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"J. Revilla","1978","04","22","Brazil","Amazonas",NA,"-60.5484867","-3.0340263",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345241' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Rio Negro, Praia Grande","4115","South America","sheet","NY02210896","NY02210896_01 NY02210896_02",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2210892","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"C. A. Cid Ferreira","1979","08","17","Brazil","Amazonas","Itapiranga","-58.7269878","-2.3065914",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345237' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Rio Uatumã, em frente ao Ig. Stª Luzia, 1 Km da margem direita do rio","449","South America","sheet","NY02210892","NY02210892_01",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","41669","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus phyllanthus","(L.) Haw.",NA,NA,NA,NA,"B. C. Bennett","1988","08","29","Ecuador","Morona-Santiago",NA,"-78.15","-2.52",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92435' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Centro Shuar Yukutais. 10km S Sucua, scarp above Rio Upano, S chacras D. Antich","3369","South America","sheet","NY00041669","NY00041669_01","phyllanthus",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1065839","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"Illegible collector name","1921","07","29","Bolivia",NA,NA,NA,NA,NA,NA,NA,"1158","1158",NA,"[Collector is either C. E. White or G. E. White.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1244232' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Cañamina.",NA,"South America","sheet","NY01065839","NY01065839_01",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2210881","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"B. A. Krukoff","1934","11","07","Brazil","Amazonas","Humaitá","-62.5","-7",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345224' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Basin of Rio Madeira: on plateau between Rio Livramento and Rio Ipixuna.","7286","South America","sheet","NY02210881","NY02210881_01",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2210886","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"G. Davidse","1980","04",NA,"Brazil","Pará","Marapanim","-47.68","-0.62",NA,NA,NA,"2","20",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345229' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Just east of the fishing village of Camara which is ca. 11 km NW of Marudá","17879","South America","sheet","NY02210886","NY02210886_01",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01528072","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus phyllanthus","(L.) Haw.",NA,NA,NA,NA,"M. A. Baker","1986","02","25","Ecuador","Morona-Santiago",NA,"-78.12","-2.3",NA,NA,NA,"1160","1160",NA,"Programa Nacional Forestal - MAG. Herbarios QAME-QCNE-MO -NY; ayuda de USAID <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92436' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Oeste de la ciudad del Macas","6644","South America","sheet","NY01528072","NY01528072_01","phyllanthus",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1495738","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"W. E. Broadway","1911","10","30","Trinidad and Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1734387' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Trinidad","27690","South America","sheet","NY01495738","NY01495738_01",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","645309","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.","M. H. Nee",NA,NA,NA,"M. H. Nee","1992","06","24","Brazil","Amazonas","Manaus","-59.8109597","-2.4350611",NA,NA,NA,"50","125",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=326574' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Ca. 80 km NNE de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 34 km leste na ZF3, Fazenda Esteio. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva No. 1109","42872","South America","sheet","NY00645309","NY00645309_01",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00996951","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"H. S. Irwin","1964","09","03","Brazil","Distrito Federal","Brasília","-48.0638","-16.01719",NA,NA,NA,"700","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139493' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Parque Municipal do Gama, ca. 20 km S of Brasília.","5899","South America","sheet","NY00996951","NY00996951_01",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2210888","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"G. T. Prance","1971","02","24","Brazil","Roraima",NA,"-63.117","3.517",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345231' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Rio Uraricoeira between Igarapé Cutalba","10684","South America","sheet","NY02210888","NY02210888_01",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2210891","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"G. T. Prance","1977","02","15","Brazil","Amazonas",NA,"-63.4447","-4.2081",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345236' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Rio Solimões, Lago de Coari, west shore","24441","South America","sheet","NY02210891","NY02210891_01",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00996955","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.","D. R. Hunt",NA,NA,NA,"H. S. Irwin","1970","03","10","Brazil","Minas Gerais",NA,"-44.13","-17.57",NA,NA,NA,"610","610",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139504' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Ca. 3 km E. of Cantoni","27302","South America","sheet","NY00996955","NY00996955_01",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2210894","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.",NA,NA,NA,NA,"G. T. Prance","1974","03","15","Brazil","Amazonas",NA,"-61.29","-4.7086",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2345239' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Margin of Igapó Açu at crossing with BR 319, Manaus-Porto Velho Road.","20588","South America","sheet","NY02210894","NY02210894_01",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","679858","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.","J. E. Madsen",NA,NA,NA,"T. Læssøe","1983","04","13","Ecuador","Napo",NA,"-75.5","-0.9",NA,NA,NA,"200","200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847227' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Río Napo, 1km upstream from Nuevo Rocafuerte.","43570","South America","sheet","NY00679858","NY00679858_01",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","645297","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.","M. Kimnach",NA,NA,NA,"J. N. Rose",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fruit painted Nov. 4, 1921 Not necessarily collected on that date <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=326587' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Brasilia","47207","South America","sheet","NY00645297","NY00645297_01",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00996947","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus phyllanthus","(L.) Haw.","M. Kimnach",NA,NA,NA,"C. A. Cid Ferreira","1985","10","14","Brazil","Mato Grosso","Santa Terezinha","-50.503101348877","-10.4696998596191",NA,NA,"95884",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139486' target='other'> <mi>dwc_moreinfo</mi></a>","auto","Depois na Rod. para o Povoado de Vila Rica, a 73 km S do Povoado, estr. do Roncador.","6455","South America","sheet","NY00996947","NY00996947_01","phyllanthus",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00996948","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus phyllanthus","(L.) Haw.","M. Kimnach",NA,NA,NA,"C. A. Cid Ferreira","1985","10","17","Brazil","Mato Grosso","São Felix do Araguaia","-50.6693992614746","-11.6171998977661",NA,NA,"290331",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139487' target='other'> <mi>dwc_moreinfo</mi></a>","auto","Estr. da Faz. Sta. Cecília, a 15 km N do cruz. das estr. BR 158 e MT-285 (Posto da Mata); 15 km da BR 158.","6523","South America","sheet","NY00996948","NY00996948_01","phyllanthus",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00996945","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus phyllanthus","(L.) Haw.","M. W. Kimnach",NA,NA,NA,"H. S. Irwin","1964","08","23","Brazil","Minas Gerais","Burití","-46.4302778","-15.6171",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139483' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Fazenda Furquilho Novo.","5477","South America","sheet","NY00996945","NY00996945_01","phyllanthus",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00996946","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","(L.) Haw.","R. Kiesling",NA,NA,NA,"H. S. Irwin","1964","08","23","Brazil","Minas Gerais","Burití","-46.4302778","-15.6171",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139485' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Fazenda Furquilho Novo.","5477","South America","sheet","NY00996946","NY00996946_01",NA,NA,NA,NA,NA,NA
