"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","sex"
"114","2021-01-14 15:31:21-03","MN","R","123009","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","Trinta, E.F.","Maria Honorina","49","1968","07","18",NA,"Brasil","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"1970","03","31",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"115","2021-01-14 15:31:21-03","MN","R","123008","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","Trinta, E.F.","Segadas-Vianna, F.","4639","1968","05","14",NA,"Brasil","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"1970","03","31",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"116","2021-01-14 15:31:21-03","MN","R","123005","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","Trinta, E.F.","Silva, Z.L.","14","1968","05","19",NA,"Brasil","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"1970","03","31",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"117","2021-03-31 13:40:24-03","MN","R","232517","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","Mauva, G.","Bove, C.P. 409; Moura, R.; Mauva, G.; Gil, A.; Herdy, L.; Anjos, R. & Borré, L.",NA,"1999","02","03",NA,"Brasil","Rio de Janeiro","Restinga de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Maricá",NA,NA,"2000","06","13",NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA
"118","2021-01-14 15:31:24-03","MN","R","97381","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Trinta, E.F.","Freire Allemão, F.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"R010047741","R010047741_001",NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2016-02-02 14:38:30-02","BGBM","B","B 10 0244168","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & F.Girard",NA,"Meyer","730","1899",NA,NA,"Middle and South America","Brazil",NA,"Matto Grosso.",NA,NA,NA,"Flora von Matto Grosso; maybe collected by Pilger? <a href=http://herbarium.bgbm.org/object/B100244168 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100244168","B100244168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"120","2019-02-15 11:44:23-02","IPA","IPA","30413","S","Plantae","Plantae",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A. St.-Hil. & Girard","Guedes, F.M.","Andrade-Lima","74-7832","1974","09",NA,"Southern America","Brasil",NA,"Nordeste - Excursão Academia Brasileira de Ciências.",NA,NA,NA,NA,"IPA0030413",NA,NA,NA,NA,"2017","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-02-15 11:44:23-02","IPA","IPA","47212","S","Plantae","Plantae",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Guedes, F.M.","Barreto, R.; Cavalcanti, G.; Cavalcanti, G.","s.n.","1979","03","05","Southern America","Brasil","Paraíba","Praia de Lucena","-34.8689002990723","-6.9002799987793",NA,NA,"IPA0047212",NA,"Lucena",NA,NA,"2017","04","17",NA,NA,NA,NA,"14386","auto",NA,NA,NA,NA
"122","2019-02-15 11:44:23-02","IPA","IPA","7082","S","Plantae","Plantae",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Taylor, P.","Pickel, B.","3161A","1935","01","16","Southern America","Brasil","Pernambuco","Prazeres","-35.0147018432617","-8.11277961730957",NA,NA,"IPA0007082",NA,"Jaboatão dos Guararapes",NA,NA,"1975","08",NA,NA,NA,NA,NA,"16392","auto",NA,NA,NA,NA
"123","2019-02-15 11:44:23-02","IPA","IPA","4937","S","Plantae","Plantae",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Taylor, P.","Pickel, B.","3161","1932","12","08","Southern America","Brasil","Pernambuco","Prazeres, pântano do rio das velhas.","-35.0147018432617","-8.11277961730957",NA,NA,"IPA0004937",NA,"Jaboatão dos Guararapes",NA,NA,"1975","08",NA,NA,NA,NA,NA,"16392","auto",NA,NA,NA,NA
"124","2019-02-15 11:44:23-02","IPA","IPA","7958","S","Plantae","Plantae",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Guedes, F.M.","Andrade-Lima","55-2079","1955","06","19","Southern America","Brasil","Pernambuco","Granja São Luis","-34.9063987731934","-7.83416986465454",NA,"Erva paludosa; flor amarelo-queimado.","IPA0007958",NA,"Igarassu",NA,NA,"2017","04","17",NA,NA,NA,NA,"24709","auto",NA,NA,NA,NA
"125","2020-11-20 11:08:06-03","IPA","IPA","93696","S","Plantae","Plantae",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Gallindo, F.","Torres, A.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.; Santos, B.Y.M.; Camurça, L.M.; Costa, K.M.; Dantas, J.I.M.","143","2019","01","18","Southern America","Brasil","Rio Grande do Norte","APA de Jenipabu, Dunas e Restinga","-35.307201385498","-5.70556020736694",NA,"Material Botânico em estudo na UFRPE, para Levantamento Florístico dos quatro substratos em áreas de dunas e restingas da APA Jenipabu #?# RN - PPGB - Deptº de Botânica sob a orientação da Profa. Dra. Ana Virginia Leite.; Herbácea, cerc","IPA0093696",NA,"Extremoz",NA,NA,"2019","08","14",NA,NA,NA,NA,"13555","auto",NA,NA,NA,NA
"126","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023902","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","C. Proenca","R. S. Oliveira; J. A. N. Batista","293","1998","4","1",NA,"Brazil","Tocantins","Porto Nacional. 6-7 km de Porto Nacional para Palmas.","-48.414268","-10.70753",NA,"Sistema Herbario UB 8043-8; Erva. Flor Amarela. Ocasional. Coordenadas P.I.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:45:19-03","UFMS","CGMS","27219","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","V.J. Pott","S.N. Moreira; V.J.Pott","220","2008","05","24",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667",NA,"Fruto castanho. Habitat: Campo úmido de Vereda com buriti em domínio de Cerrado Habito: Erva anfíbia; 0,20-0,30m de altura","CGMS1056657",NA,"Terenos","504","504","2009","05","24","-54,79","-20,5566667",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:45:19-03","UFMS","CGMS","76004","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"S.N. Moreira; V.J. Pott, A. Pott & J.B. Fabri","1332","2012","12","19",NA,"Brasil","Mato Grosso do Sul","Reserva Cisalpina.","-51.9613889","-21.2577778",NA,"Flor amarela. Habitat: Nos veios de água em Nascente com Mauritia flexuosa (buriti) com solo encharcado/histossolo. Mais ou menos 20cm de profundidade. Habito: Erva anfíbia até 30cm.","CGMS1108959",NA,"Brasilândia","265","265",NA,NA,NA,"-51,9613889","-21,2577778",NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-04-07 11:45:19-03","UFMS","CGMS","76005","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"S.N. Moreira; V.J. Pott, A. Pott & J.B. Fabri","1502","2013","05","21",NA,"Brasil","Mato Grosso do Sul",NA,"-54.89","-18.185",NA,"Flor amarela. Habitat: Solo orgânico enxarcado. Relevo plano deprimido. Campo graminoso úmido com Mauritia flexuosa em domínio de Cerrado. Pantanal. Habito: Erva anfíbia até 50cm.","CGMS1108960",NA,"Coxim","240","240",NA,NA,NA,"-54,89","-18,185",NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-04-07 11:45:19-03","UFMS","CGMS","13656","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","V.J. Pott","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","7000","2004","04","07",NA,"Brasil","Mato Grosso do Sul","Fazenda Pedra Branca, paliteiro próximo ao Rio Sucuriú e buritizal.","-52.7611111","-19.2622222",NA,"Flor amarela. Em filetes de água, na sombra de gramíneas e cyperáceas altas (1,0-1,2 m de altura). Habitat: Vereda de buriti (Mauritia flexuosa) em vale, ao longo de paliteiro (árvores mortas por assoreamento). Solo hidromórfico aren","CGMS1043108",NA,"Chapadão do Sul","420","420","2004","04","13","-52,7611111","-19,2622222",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-04-07 11:45:19-03","UFMS","CGMS","14034","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","V.J. Pott","E.L. Jacques; A. Sciamarelli; A. Cavalcante; C.S.C. Arruda; F.G. Kuhn","1231","2004","04","15",NA,"Brasil","Mato Grosso do Sul","Fazenda Nova Ponte.","-51.0138889","-19.3047222",NA,"Flor amarela. Planta apresenta floração. Mesofítica. Ripária.","CGMS1043488",NA,"Paranaíba",NA,NA,NA,NA,NA,"-51,0138889","-19,3047222",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-04-07 11:45:19-03","UFMS","CGMS","76962","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","V.J. Pott","V.J. Pott; A. Pott","10095","2008","02","27",NA,"Brasil","Mato Grosso do Sul","Ribeirão Poção, Fazenda Umuarama, a leste de Água Clara.","-52.5391666","-20.4866666",NA,"Flor amarela. Fruto verde, imaturo. Ocorre nos veios d#?#água na base das gramíneas. Material em álcool 70%. Habitat: Campo graminoso encharcado de vereda com buriti. Solo arenoso orgânico. Relevo levemente inclinado. Habito: Erva aquá","CGMS1109950",NA,"Três Lagoas","325","325","2008","02","27","-52,5391666","-20,4866666",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-04-07 11:45:19-03","UFMS","CGMS","23654","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard",NA,"S.N. Moreira; V.J.Pott","191","2008","05","07",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667",NA,"Flor amarela. Fruto verde imaturo. Habitat: Campo úmido de Vereda com buriti em domínio de Cerrado Habito: Erva Anfíbia","CGMS1053068",NA,"Terenos","504","504",NA,NA,NA,"-54,79","-20,5566667",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-27 13:49:51-03","UFS","ASE","14267","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Carregosa, T","Santos, LAS; Monteiro, SHN; Melo, DS","50","2009","09","24","Southern America","Brasil","Sergipe","Lagoa em frente a UFS.","-37.206389","-11.014722",NA,"Flor amarela, sépalas esverdeadas.; Flor amarela, sépalas esverdeadas.; Solo alagado.","ASE0021728","ASE0021728","São Cristóvão","47","47","2010","03","23","-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-27 13:49:51-03","UFS","ASE","14662","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Carregosa, T","Santos, LAS","44","2010","01","23","Southern America","Brasil","Sergipe","BRaço do rio em frente a UFS.","-37.206389","-10.921189",NA,"Flores amarelas, sépalas esverdeadas.; Flores amarelas, sépalas esverdeadas.; Solo alagado","ASE0022885","ASE0022885","São Cristóvão",NA,NA,"2011","05","18","-37.206389","-10.921189",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-27 13:49:51-03","UFS","ASE","18367","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Guedes, F.M.","Prata, AP; Costa, SM; Nascimento - Júnior, JE","2167","2009","11",NA,"Southern America","Brasil","Bahia","Vereda de Dois Riachos","-43.141389","-11.089444",NA,NA,"ASE0024865","ASE0024865","Barra",NA,NA,"2018","11","07","-43.141389","-11.089444",NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-27 13:49:51-03","UFS","ASE","24031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Carregosa, T","Farias, MCV; Pereira, OJ; Santos, E","102","2012","04","24","Southern America","Brasil","Sergipe","Lagoa Sangradouro","-36.855833","-10.737778",NA,"Flores amarelas. Coordenadas: 741869; 8821546; Flores amarelas. Coordenadas: 741869; 8821546; Restinga","ASE0029326","ASE0029326","Pirambu",NA,NA,"2013","07",NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-27 13:49:51-03","UFS","ASE","26879","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Carregosa, T","Nascimento - Júnior, JE","1125","2011","08","12","Southern America","Brasil","Sergipe","Dunas no Povoado Jatobá.","-37.038611","-10.908889",NA,NA,"ASE0031356","ASE0031356","Barra dos Coqueiros",NA,NA,"2012","09",NA,"-37.038611","-10.908889",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-27 13:49:51-03","UFS","ASE","40715","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Felix, GJ","Felix, GJ; Oliveira, EVS; Santos-Neto, AM","130","2016","05","12","Southern America","Brasil","Sergipe","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253",NA,"Erva aquática.; Restinga","ASE0042266",NA,"Santo Amaro das Brotas",NA,NA,"2018","04","16","-37.031","-10.5253",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-27 13:49:52-03","UFS","ASE","14283","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Guedes, F.M.","Santos, LAS","38","2010","01","23","Southern America","Brasil","Sergipe","BRaço do rio em frente a UFS.","-37.206389","-10.921189",NA,"Flor amarela apresentando calcar, sépalas avermelhadas.; Flor amarela apresentando calcar, sépalas avermelhadas.; Solo alagado.","ASE0022884","ASE0022884","São Cristóvão",NA,NA,"2018","11","07","-37.206389","-10.921189",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-27 13:49:52-03","UFS","ASE","19207","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Guedes, F.M.","Farinaccio, MA; Rodrigues, LC; Vale, CO; Menezes, AA; Barbosa, JIS","B792","2010","12","02","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, &nf;Área aberta da Mata do Crasto.","-37.425861","-11.385528",NA,"Erva em local alagado, ramos castanhos. Flores amarelas.; Erva em local alagado, ramos castanhos. Flores amarelas.; Mata Atlântica.","ASE0025574","ASE0025574 ASE0025574_1","Santa Luzia do Itanhy",NA,NA,"2018","11","07","-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-08-20 10:16:51-03","UNICAMP","UEC","118903","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Carregosa, T","Moraes, MD; Silva, GP; Oliveira, RC; Valls, JFM","605","2001","03","22",NA,"Brazil","Mato Grosso do Sul","Rodovia MS 306, Margem do Córrego Fundo, local brejoso.","-51.1907997131348","-19.6772003173828",NA,"Flores amarelas, perfumadas.","UEC034710",NA,"Paranaíba",NA,NA,"2013","04","08",NA,NA,NA,NA,"84424","auto",NA,NA,NA,NA
"143","2019-08-20 10:16:51-03","UNICAMP","UEC","109977","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Anderson, LO","Faria, AD; Passos, L","s.n.","1998","06",NA,NA,"Brazil","São Paulo","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"UEC062114","UEC062114","Cananéia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"144","2021-03-01 16:32:54-03","UNICAMP","UEC","154774","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Costa, SM; Barbosa, TDM; Cabral, FN","7602","2010","09","16",NA,"Brazil","Roraima","PARNA Viruá, Estrada Perdida, próximo a 2ª bueira","-61.128101348877","1.81611001491547",NA,"Erva aquática, ca. 20 cm. Corola amarela, cálice verde; Lagos marginais a estrada perdida, em campina arbustivo-graminosa","UEC083664","UEC083664","Caracaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA
"145","2021-03-01 16:32:54-03","UNICAMP","UEC","154773","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Costa, SM; Barbosa, TDM; Azambuja, CAP; Cangani, KG","7468","2010","09","15",NA,"Brazil","Roraima","PARNA Viruá, Grade do PPBio, entre L1-L2/N2-N3","-61.128101348877","1.81611001491547",NA,"Erva palustre, ca. 20 cm. Folhas filiformis, cálice verde, corola amarela; Mancha pequena de campina e em campinarana arbórea adjacente","UEC083660","UEC083660","Caracaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA
"146","2021-03-01 16:32:54-03","UNICAMP","UEC","154770","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Costa, SM; Amaral, MCE; Bittrich, V; Cabral, FN","826","2011","01","19",NA,"Brazil","Roraima","Parque Nacional do Viruá, após a 3ªbueira na Estrada Perdida","-61.128101348877","1.81611001491547",NA,"Erva aquática/palustre, ca. 40 cm. Flor amarela com ponta do esporão e cálice vináceos; esporão formando ângulo de 90° com o lobo inferior da corola.; área de areial de campina, após a 3ª bueira, com parcos pontos rasos de alagamento","UEC083658","UEC083658","Caracaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA
"147","2019-08-20 10:16:54-03","UNICAMP","UEC","154769","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Costa, SM; Cangani, KG","868","2011","01","24",NA,"Brazil","Roraima","Parque Nacional do Viruá, grade do PPBio","-61.128101348877","1.81611001491547",NA,"Erva palustre, com até 30 cm. Crescendo principalmente sobre solo mais exposto de grãos finos. Flor de corola amarela, cálice esverdeado ou avermelhado; folhas filiformes diminutas. Folhas formando cobertura considerável sobre o solo (","UEC083663","UEC083663","Caracaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA
"148","2021-03-01 16:32:54-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Cabral, FN; Barbosa, TDM; Costa, SM; Rocha, M","521","2012","10","03",NA,"Brazil","Roraima","Parque Nacional do Viruá, Na piçarreira.","-61.128101348877","1.81611001491547",NA,"Erva palustre/aquática. Flor amarela.; Campinarana arbustiva.",NA,NA,"Caracaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA
"149","2021-03-01 16:32:54-03","UNICAMP","UEC","154772","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Costa, SM; Cangani, KG","874","2011","01","25",NA,"Brazil","Roraima","Parque Nacional do Viruá, Próximo a 2ª bueira","-61.128101348877","1.81611001491547",NA,"Erva palustre, com até 30 cm. Flores de corola amarela, esporão evidente formando ângulo de 90° em relação ao lobo inferior da corola; cálice verdce oiu vináceo; folhas filiformes diminutas; Campinarana arbustiva a graminosa (N 1°23'54","UEC083662","UEC083662","Caracaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA
"150","2019-11-19 14:08:13-03","UFRPE","PEUFR","831","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl.","F. M. Guedes","A. Lima","2079","1955","06","19",NA,"Brasil","Pernambuco","Granja São Luiz","-34.9063987731934","-7.83416986465454",NA,"Erva paludosa; flores amarelo queimado.","PEUFR000831",NA,"Igarassu",NA,NA,"2017","05","10",NA,NA,NA,NA,"24709","auto",NA,NA,NA,NA
"151","2020-04-22 16:21:12-03","UFPB","JPB","52721","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Silva, CV","Silva, CV","19","2012","10","26","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Capim Azul","-36.256389","-6.705806",NA,"; HABITAT: Área de tabuleiro. Alagado.; DESC: Erva de flor amarela com corola marrom. Planta carnívora.","JPB0052721",NA,"Mamanguape","143","143","2012","10","26","-36.256389","-6.705806",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-05-27 09:25:07-03","UFPB","JPB","51311","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Silva, CV","Silva, CV","7","2012","07","28","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Capim Azul","-36.238","-6.702967",NA,"; HABITAT: Área de tabuleiro. Charco.; DESC: Erva de flor amarela com corola marrom. Planta carnívora.","JPB0051311",NA,"Mamanguape","140","140","2012","07","28","-36.238","-6.702967",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-06-19 20:31:41-03","UFPB","JPB","16033","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Rivadavia-Lopes, F","Felix, LP; Santana, ES","JPB16033","1989","02","01","Southern America","Brasil","Paraíba",NA,"-35.125833","-6.838889",NA,"; DESC: Erva ereta, flor amarela.",NA,NA,"Mamanguape","35","35","2003","02","07","-35.125833","-6.838889",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-06-23 19:50:03-03","UFPB","JPB","17727","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Moura, OT","636","1991","08","18","Southern America","Brasil","Paraíba",NA,"-34.863056","-7.115",NA,NA,NA,NA,"João Pessoa","47","47",NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-06-25 21:38:11-03","UFPB","JPB","18041","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Felix, LP; Sousa, MA","3985","1991","06","13","Southern America","Brasil","Paraíba",NA,"-35.125833","-6.838889",NA,NA,NA,NA,"Mamanguape","35","35",NA,NA,NA,"-35.125833","-6.838889",NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-04-22 16:21:12-03","UFPB","JPB","32179","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl",NA,"Brasil, RNA; Lima, JR; Barros, RB; Lima, IB","223","2002","11","30","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Área I, Tabuleiro, em Fontainha.","-35.141944","-6.741944",NA,"; DESC: Flor amarela.",NA,NA,"Mamanguape",NA,NA,NA,NA,NA,"-35.141944","-6.741944",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-04-22 16:21:12-03","UFPB","JPB","43684","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Guedes, FM","Thomas, WW; Lima, JR; Pessoa, MC; Ferreira, LAF","15043","2009","12","15","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Área I - Capim Azul.","-35.0875","-6.808889",NA,"; HABITAT: Open savana over sand, with stream and seepage slope.; DESC: In damp areas of seepage slope; flowers yellow.",NA,NA,"Rio Tinto","158","158","2012","04","23","-35.0875","-6.808889",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-04-22 16:21:12-03","UFPB","JPB","45229","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","juncea","Utricularia juncea","Vahl","Guedes, FM","Melo, AV de; Chagas, ECO; Gomes-Costa, GA; Viana, JL; Alves, M; Barbosa, MR; Santos, SO","500","2010","09","26","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Capim Azul","-35.118056","-6.706111",NA,"; DESC: Erva de corola amarela. Cálice grande e marron. Coletada em área de solo enxarcado, próxima a área de mata.",NA,NA,"Mamanguape",NA,NA,"2012","10","26","-35.118056","-6.706111",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-06-27 10:25:26-03","UFES","VIES","40814","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","erectiflora","Utricularia erectiflora","A.St.-Hil. & Girard","Soares, A.S.","Pereira, O.J.; Oliveira Filho, N.E.","8002","2013","11","28",NA,"Brasil","Rio Grande do Norte",NA,"-35.307201385498","-5.70556020736694",NA,NA,"VIES040814","VIES040814","Extremoz",NA,NA,"2014",NA,NA,NA,NA,NA,NA,"13555","auto",NA,NA,NA,NA
