"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","individualCount","class","typeStatus","fieldNumber","sex"
"46","2020-09-02 16:35:18-03","Cenargen","CEN","72133","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","T. E. C. Meneguzzo","Ezechias Paulo Heringer","16211","1976","10","18",NA,"Brasil","Zoológico de Brasília","Exsicatas","Brejo margem da mata ciliar. Planta terrestre que surge após o fogo com influência de 30 cm portando do solo, flores pálidas. Doação da Universidade de Brasília. Plantas do Brasil (17431).","CEN00072133","CEN00072133","DF","BRASILIA","-47.9296989440918","-15.7797002792358","2009","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA,NA,NA
"47","2019-10-07 09:20:06-03","UEFS","HUEFS","68176","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.",NA,"Smidt, E.C.","203","2001","08","06",NA,"Brasil","Morro do Cruzeiro.",NA,NA,"HUEFS0068176","HUEFS0068176","Bahia","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"48","2019-07-09 12:43:37-03","F","FMNH-SEEDPLANTS","V0434664F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera",NA,NA,"G. G. Hatschbach","13101","1965","11","8","South America","Brazil",NA,NA,NA,"V0434664F","V0434664F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"49","2019-11-01 15:15:31-03","UnB","UB","3784","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.","Meneguzzo, TEC","Heringer, EP","9695","1963","12","05","Southern America","Brasil","Horto do Guará",NA,"Erva; Cerrado aberto.","UB0019797","UB0019797","Distrito Federal","Brasília","-47.95","-15.833333","2009","12","20","-47.95","-15.833333",NA,NA,"1020","1020",NA,NA,NA,NA,NA,NA
"50","2019-11-01 15:15:31-03","UnB","UB","87873","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.","Meneguzzo, TEC","Walter, BMT","2294","1994","11","25","Southern America","Brasil","Fazenda Água Limpa",NA,NA,"UB0019800","UB0019800","Distrito Federal","Brasília","-47.9","-15.933333","2009","12","20","-47.9","-15.933333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-01 15:15:31-03","UnB","UB","87874","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.","Meneguzzo, TEC","Heringer, EP","16211","1976","10","18","Southern America","Brasil","Zoológico",NA,NA,"UB0019801","UB0019801","Distrito Federal","Brasília","-47.941944","-15.846111","2009","12","20","-47.941944","-15.846111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:15:31-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.","Smidt, EC","Irwin, HS","s.n.9","1970","03","21","Southern America","Brasil",NA,NA,"21 January - 30 March 1970","UB0018934","UB0018934",NA,NA,NA,NA,"2002","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-01 15:15:31-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.","Singer, RB","Buzatto, CR; Singer, RB","511","2009","02","12","Southern America","Brasil","Parque Nacional de Itatiaia",NA,NA,"UB0018933","UB0018933","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"19648","auto","1400","1400",NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","oestrifer","Stenorrhynchos oestrifer","(Rchb.f. & Warm.) Cogn.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","In campis ad Lagoa Santa prov. Minas Geraës",NA,"Floret Novembri ad Decembrem",NA,NA,"Minas Gerais","Lagoa Santa","-43.8897","-19.6272",NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","oestrifer","Stenorrhynchos oestrifer","(Rchb.f. & Warm.) Cogn.",NA,"Claussen, P","339",NA,NA,NA,"Southern America","Brazil","in eadem prov. loco haud indicato.",NA,"Floret Novembri ad Decembrem.",NA,NA,"Minas Gerais","Lagoa Santa","-43.8897","-19.6272",NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:52:19-03","UFRGS","ICN","015191","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.","Pabst, G","Dutra, J","1191","1937","01","13","América do Sul","Brasil","Fazenda Caraúna",NA,NA,"ICN00040834",NA,"RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-08 12:52:19-03","UFRGS","ICN","021386","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.","Hoehne, W","Magalhães, M","1093",NA,NA,NA,"América do Sul","Brasil","Campo arenoso, S. Cipó K 128",NA,"Flor alva.; Nas rochas, alto S Lavras Novas","ICN00040833",NA,"MG","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-08 12:52:19-03","UFRGS","ICN","160664","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb. f. & Warm.) Schltr.","Singer, RB","Buzatto, CR; Singer, RB","511","2009","02","12","América do Sul","Brasil","Parque Nacional de Itatiaia",NA,NA,"ICN00040835",NA,"RJ","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"19648","auto","1400","1400",NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:13:40-03","IBt","SP","3137","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Mamede, MCH","Gehrt, A","103","1919","02","08",NA,"Brasil","Campo do C. do Leitão",NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","2011","03",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:40-03","IBt","SP","37520","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Mamede, MCH","Mello Barreto","s.n.","1934","01","04",NA,"Brasil","Serra do Taquaril",NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","2011","03",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:13:40-03","IBt","SP","29054","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Smidt, EC","Regnell, A","I421",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Minas Gerais","Caldas","-46.386100769043","-21.9235992431641","2002","10",NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:13:40-03","IBt","SP","221777","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.",NA,"s.col.","s.n.","1970","04","14",NA,"Brasil","Morro do Cristo",NA,NA,NA,NA,"Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:13:40-03","IBt","SP","221781","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.",NA,"s.col.","s.n.","1969","05","14",NA,"Brasil","Morro do Cristo",NA,NA,NA,NA,"Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:13:40-03","IBt","SP","221780","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.",NA,"s.col.","s.n.","1969","05","14",NA,"Brasil","Morro do Cristo",NA,NA,NA,NA,"Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:13:40-03","IBt","SP","35314","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Hoehne, FC","Hoehne, FC; Gehrt, A","s.n.","1936","05","12",NA,"Brasil","Pedra Grande",NA,NA,NA,NA,"São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:13:40-03","IBt","SP","276663","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Catharino, ELM; Shirasuna, RT","Meirelles, ST","s.n.","1995","03",NA,NA,"Brasil","Pedra Grande",NA,NA,NA,NA,"São Paulo","Atibaia","-46.5499992370605","-23.1100006103516","1995","04","19",NA,NA,"21675","auto","1400","1400",NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:13:40-03","IBt","SP","79646","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Singer, RB","Pires, AS","s.n.","1952","03","06",NA,"Brasil","Pedra Bela",NA,NA,NA,NA,"São Paulo","Bragança Paulista","-46.5400009155273","-22.9500007629395","2000","12","13",NA,NA,"17597","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:13:40-03","IBt","SP","29056","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.",NA,"Edwall, G","CGG6005","1902","03","08",NA,"Brasil","Brejo no mato.",NA,NA,"SP009646","SP009646","São Paulo","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:13:40-03","IBt","SP","306719","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Singer, RB","Kirizawa, M","3340","1997","03","28",NA,"Brasil","Ca. 2 km do refúgio de montanha Fundação Pedra de Baú",NA,NA,NA,NA,"São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","2000","11","16",NA,NA,"18089","auto","1600","1600",NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:13:40-03","IBt","SP","288550","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Singer, RB","Tamashiro, JY; et al.","885","1995","04","13",NA,"Brasil","Rampa de voo da Pedra do Bauzinho",NA,NA,NA,NA,"São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","2000","11","16",NA,NA,"18089","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:13:40-03","IBt","SP","119007","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Singer, RB","Hell, KG","2290","1968","03",NA,NA,"Brasil","Butantã",NA,NA,NA,NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","2000","12","13",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:13:40-03","IBt","SP","4304","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Singer, RB","Gehrt, A","s.n.","1923","03","01",NA,"Brasil","Jaraguá",NA,NA,NA,NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","2000","11","16",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:13:40-03","IBt","SP","13411","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Singer, RB","Hoehne, FC","s.n.","1925","03","28",NA,"Brasil","Sumaré",NA,NA,NA,NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","2000","11","16",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:13:40-03","IBt","SP","13412","S","Plantae",NA,NA,"Orchidaceae","Pelexia","oestrifera","Pelexia oestrifera","(Rchb.f. & Warm.) Schltr.","Hoehne, FC","Hoehne, FC","s.n.","1925","03","28",NA,"Brasil","Sumaré",NA,NA,NA,NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2010-08-16 16:43:31-03","AMES","HU-HERB","AMES 00105080","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","oestrifer","Stenorrhynchos oestrifer minor","Kraenzlin",NA,"E. L. Ekman","426","1907","11","30","South America","Argentina","Posadas, locis siccus graminosis prope La Granja pradium","Sheet",NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA,NA,"Type","426","undetermined"
