"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"45","2020-12-20 21:16:28-03","UFV","VIC","026359","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(Linnaeus) Linnaeus",NA,"Gastim; Silva, R.R. da","s.n.","2001","12","07",NA,"Brasil","Rio de Janeiro","Sumidouro",NA,NA,NA,"Brácteas escapaisvinho, brácteas primárias de vinho a avermelhadas, brácteas florais verdes de bordos e ápice vermelhos, sépalas verdesde ápice arroxeado, pétalas arroxeadas, semelhante á espécie típica porém de folhas eretas.","VIC026359","VIC026359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0037825","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Vell.",NA,"L. J. Alves; M. L. Guedes, M. R. Fonseca, N. G. Jesus, E. Saar","9","2000","3","30",NA,"Brazil","Bahia","Uaua. Serra do Jeronimo.","7",NA,NA,"Erva, 0.25 m. Folhas cartaceas, basilares. Inflorescencia terminal, botoes esverdeados.",NA,NA,NA,"-39.3322","-9.72305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:32:50-03","UFJF","CESJ","64927","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"V.J.Silva","3","2013","10","25","América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,"Planta epífita. Escapo ereto com brácteas castanho-avermelhadas, inflorescência composta, pétalas roxas","CESJ064927",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"48","2019-11-21 14:32:50-03","UFJF","CESJ","56933","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A.P.G. de Faria","A.P.G. de Faria","235","2010","10","22","América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,NA,"CESJ056933",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713","2010","10","22",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"49","2020-07-02 18:52:17-03","UFJF","CESJ","56927","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.C.D.Dias","L.C.D.Dias; A.P.G. de Faria","11","2010","10","22","América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,"Folhas com bainha castanha na face adaxial (de dentro). Lâmina verde coberta por tricomas acinzentados. Brácteas do escapo castanho-avermelhadas até o meio, verdes em direção ao ápice. Brácteas florais verdes com ápice avermelhados. Sépalas verdes com ac","CESJ056927",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713","2010","10","22",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"50","2020-07-02 18:52:17-03","UFJF","CESJ","56926","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.C.D.Dias","L.C.D.Dias; A.P.G. de Faria","10","2010","10","22","América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,"Folhas com bainha castanha na face adaxial (de dentro). Lâmina verde coberta por tricomas acinzentados. Brácteas do escapo castanho-avermelhadas até o meio, verdes em direção ao ápice. Brácteas florais verdes com ápice avermelhados. Sépalas verdes com ac","CESJ056926",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713","2010","10","22",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"51","2020-07-02 18:52:17-03","UFJF","CESJ","56925","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.C.D.Dias","L.C.D.Dias; A.P.G. de Faria","09","2010","10","22","América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,"Folhas com bainha castanha na face adaxial (de dentro). Lâmina verde coberta por tricomas acinzentados. Brácteas do escapo castanho-avermelhadas até o meio, verdes em direção ao ápice. Brácteas florais verdes com ápice avermelhados. Sépalas verdes com ac","CESJ056925",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713","2010","10","22",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"52","2019-11-21 14:32:50-03","UFJF","CESJ","54829","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A.P.G. de Faria","C.O. Silva; et al.","14","2000","09","12","América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,"Erva epífita, heliófila. Folhas verdes com manchas marrons, bainha marrom na face interna, verde escuro na face externa. Brácteas do escapo marron-avermelhadas. Brácteas florais verdes até a metade e vermelhas em direção ao ápice.","CESJ054829",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713","2017","08","07",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"53","2019-11-21 14:32:50-03","UFJF","CESJ","50246","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A. P. G. de Faria","T.M. Machado; F.S. Souza; A.L. Santiago","61","2008","04","05","América do Sul","Brasil","Minas Gerais","Mata do Krambeck, Sítio Malícia. Perto do lago.",NA,NA,NA,"Frutos verdes.","CESJ050246",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713","2010","06","29",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"54","2020-07-02 18:52:17-03","UFJF","CESJ","58435","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","F.C. Favoreto","F.C. Favoreto; Campanharo; I.F.; Alves; A. F.; Luiz Antônio","96","2011","07","11","América do Sul","Brasil","Espírito Santo","RPPN Cafundó, Porteira da plantação de eucalipto, s 20° 43' 53,2 WO 41° 13' 44,2","77","77",NA,"Epífita, mésica.Folhas verdes acizentadas, escapo verde com sombras vermelhas, bracteas do escapo da base semelhantes às folhas, as do ápice avermelhadas, bracteas primárias e bracteas florais verdes com ápice vermelho, sépalas verdes com apículo amarron","CESJ058435",NA,"Cachoeiro de Itapemirim","-41.228944","-20.731444","2011","10",NA,"-41.228944","-20.731444",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:32:50-03","UFJF","CESJ","58447","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","F.C. Favoreto","F.C. Favoreto; Ademar","112","2011","08","16","América do Sul","Brasil","Espírito Santo","FLONA de Pacotuba, Estrada próxima à lavoura de seringueira do INCAPER.20°45'12.4S 41°17'15.0W","79","79",NA,"Epífita, heliófila. Folhas verdes-acizentadas, face adaxial da bainha arroxeada, escapo e brácteas do escapo verdes. Bracteas primárias vermelhas, brácteas florais e sépalas verdes com ápice vermelho, Pétalas roxas","CESJ058447",NA,"Cachoeiro de Itapemirim","-41.2875","-20.753444","2011","10",NA,"-41.2875","-20.753444",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:32:50-03","UFJF","CESJ","59893","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","F.C. Favoreto","F.C. Favoreto; Luiz Antônio","140","2012","03","16","América do Sul","Brasil","Espírito Santo","RPPN Cafundó, Terceiro fragmento às margens do Rio Itapemirim (fragmento da juzante),",NA,NA,NA,"Erva epífita em árvore sobre rochas do leito do rio, heliófila. Folhas verdes acinzentadas, face adaxial da bainha castanha, escapo verde, brácteas do escapo, brácteas florais, sépalas e frutos concolor","CESJ059893",NA,"Cachoeiro de Itapemirim","-41.231","-20.753361","2012","05",NA,"-41.231","-20.753361",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:32:50-03","UFJF","CESJ","71944","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L. Menini Neto","D.E.F. Barbosa; H.R. Pereira Filho","471","2017","08","18","América do Sul","Brasil","Minas Gerais","RPPN Usina Maurício, Floresta semidecidual","250","250",NA,"Epífita sobre mangueira a cerca de 3m. Frutos imaturos verdes. Próxima a Usina velha.","CESJ071944",NA,"Itamarati de Minas","-42.832778","-21.470278","2017","08","18","-42.832778","-21.470278",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:32:50-03","UFJF","CESJ","58036","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"M.C.Tagliati; et al.","9","2010","10",NA,"América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,NA,"CESJ058036",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"59","2019-11-21 14:32:50-03","UFJF","CESJ","63719","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"V.J.Silva","3","2013","10","25","América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,"Planta epífita. Escapo ereto com brácteas castanho-avermelhadas, inflorescência composta, pétalas roxas","CESJ063719",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"60","2019-11-21 14:32:50-03","UFJF","CESJ","58038","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"M.C.Tagliati; et al.","8","2010","10",NA,"América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,NA,"CESJ058038",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"61","2019-11-21 14:32:50-03","UFJF","CESJ","54828","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","F.C. Favoreto","C.O. Silva; et al.","12","2000","09","12","América do Sul","Brasil","Minas Gerais","Mata do Krambeck",NA,NA,NA,"Erva epífita. Folhas com bainhas marrons na face interna; lâminas verdes. Coletada em frutos.","CESJ054828",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713","2012","09",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"62","2019-11-21 14:32:50-03","UFJF","CESJ","50246","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","T.M. Machado","T.M. Machado; et al.","61","2008","04","05","América do Sul","Brasil","Minas Gerais","Mata do Krambeck, Sítio Malícia. Perto do lago.",NA,NA,NA,"Frutos verdes.","CESJ050246",NA,"Juiz de Fora","-43.3502998352051","-21.7642002105713","2008","08","20",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"63","2019-11-21 14:32:50-03","UFJF","CESJ","71952","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L. Menini Neto","D.E.F. Barbosa; G.A. Basílio","504","2017","09","17","América do Sul","Brasil","Minas Gerais","RPPN Usina Maurício, Floresta semidecidual","250","250",NA,"Epífita entre 40cm e 4m. Folhas verdes com bainha castanha, brácteas do escapo castanho avermelhadas, brácteas florais verdes com ápice avermelhado, flores lilases. Borda de floresta a margem de leito seco.","CESJ071952",NA,"Itamarati de Minas","-42.832778","-21.470278","2017","09","17","-42.832778","-21.470278",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-27 13:46:40-03","UFS","ASE","15787","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Costa, SM","Costa, SM","635","2009","10","17","Southern America","Brasil","Sergipe","Serra da Guia",NA,NA,NA,"Sobre árvore. erva epífita, ca. 30 cm. Frutos imaturos.; Sobre árvore. erva epífita, ca. 30 cm. Frutos imaturos.; Brejo de altitude","ASE0006160",NA,"Poço Redondo","-37.690283","-9.798472","2009","10",NA,"-37.690283","-9.798472",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-27 13:46:40-03","UFS","ASE","21358","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Oliveira, DG","Oliveira, DG; Almeida, ES; Gonçalves, FB","310","2011","08","31","Southern America","Brasil","Sergipe","Povoado Lagoa Grande, Fazenda São Pedro, lado esquerdo da estrada principal em direção ao Assentamento São Judas Tadeu",NA,NA,NA,"Epífita. Inflorescências fechadas, tonalidade verde. Folhas lisas.; Epífita. Inflorescências fechadas, tonalidade verde. Folhas lisas.; Caatinga","ASE0006169",NA,"Porto da Folha","-37.413494","-10.036122","2011","10","17","-37.413494","-10.036122",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-27 13:46:40-03","UFS","ASE","24359","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Oliveira, EVS","Gomes, LA; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","458","2012","04","20","Southern America","Brasil","Sergipe","RVS Mata do Junco",NA,NA,NA,"Epífita com cerca de 30 cm. Flores liláses.; Epífita com cerca de 30 cm. Flores liláses.; Solo arenoso-argiloso. Mata Atlântica.","ASE0006719","ASE0006719","Capela","-37.051444","-10.519472","2015","06","16","-37.051444","-10.519472",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-27 13:46:40-03","UFS","ASE","25364","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Silva, RN","Silva, RN; Oliveira, DG","21","2012","07","16","Southern America","Brasil","Sergipe","Fazenda São Pedro",NA,NA,NA,"Planta de hábito epífito; Planta de hábito epífito; Caatinga","ASE0006174",NA,"Porto da Folha","-37.415833","-10.038333","2012","07",NA,"-37.415833","-10.038333",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-27 13:46:40-03","UFS","ASE","19497","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Machado, WJ; Carregosa, T; Melo, DS","945","2010","10","20","Southern America","Brasil","Sergipe","Ass. Raimundo Monteiro",NA,NA,NA,"Epífita.; Epífita.; Caatinga.","ASE0006165",NA,"Monte Alegre de Sergipe","-37.3343","-10.0138",NA,NA,NA,"-37.3343","-10.0138",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-27 13:46:40-03","UFS","ASE","25966","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Conceição, GG; Silva, RN; Cardoso, DS; Dias, DM; Monteiro, BCGC; Cos","Prata, AP; Cardoso, DS; Conceição, GG; Costa, NF; Miguel, RS; Santos, E; Dias, DM; Monteir","3532","2012","12","12","Southern America","Brasil","Sergipe","Assentamento Cachoeirinha, Entrada na Fazenda de Zé Banquista, em frente a casa do cunhado de Rubens de Gaspar. Antiga Fazenda Malhada Vermelha.",NA,NA,NA,"Epífita. Cálice verde e corola lilás. Brácteas da inflorescência amarelas.; Caatinga","ASE0006176",NA,"Nossa Senhora da Glória","-37.355278","-10.0975","2012","12","12","-37.355278","-10.0975",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-27 13:46:40-03","UFS","ASE","26457","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Silva, ACC","Prata, AP; Déda, RM; Gomes, LA; Santos, E; Freire, GS; Silva, ACC; Farias, MCV; Melo, LMS","3562","2013","01","27","Southern America","Brasil","Sergipe","Cerca de 2 km da sede do município. Fazenda do Sr. Nivaldo. Primeira entrada a direita após a Câmara Municipal",NA,NA,NA,"Hérbacea epífita.; Caatinga.","ASE0006175",NA,"Canhoba","-36.967222","-10.113667","2013","02",NA,"-36.967222","-10.113667",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-27 13:46:40-03","UFS","ASE","28304","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Farias, MCV; Santos, E; Déda, RM; Melo, LMS; Fonseca, JAR","309","2012","11","08","Southern America","Brasil","Sergipe","Fazenda Dr. Belmiro, Rodovia SE-170, direção Tobias Barreto, lado direito.",NA,NA,NA,"Frutos vinaceos e sementes aladas.; Mata de transição.","ASE0006180",NA,"Riachão do Dantas","-37.734222","-11.033222",NA,NA,NA,"-37.734222","-11.033222",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-27 13:46:40-03","UFS","ASE","29504","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Rocha, LP","Rocha, LP; Freire, GS; Santos, E","53","2013","09","10","Southern America","Brasil","Sergipe","Assentamento Nossa Senhora Aparecida",NA,NA,NA,"Epífita em . Botões florais.; Caatinga","ASE0001091",NA,"Nossa Senhora da Glória","-37.419819","-10.103511","2013","10",NA,"-37.419819","-10.103511",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-27 13:46:40-03","UFS","ASE","33345","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Oliveira, EVS","Oliveira, EVS; Déda, RM; Freire, GS; Santana, PS","496","2015","01","22","Southern America","Brasil","Sergipe","Fazenda Santa Maria da Lage, Reserva Legal",NA,NA,NA,"Caatinga arbustiva-arbórea. Erva. Epífita. Cerca de 30 cm. Flores azuis. Fruto não observado.; Caatinga","ASE0005171",NA,"Poço Verde","-38.1833","-10.7083","2015","01","22","-38.1833","-10.7083",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-27 13:46:40-03","UFS","ASE","37854","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Prenazzi, LGP","Santos, E; Farias, MCV; Prenazzi-Padua, LG","192","2014","02","06","Southern America","Brasil","Sergipe","Fazenda de Dr. Belmiro",NA,NA,NA,"Frutos castanhos.; Mata de transição","ASE0038935","ASE0038935","Riachão do Dantas","-37.7247","-11.0688","2014","02","11","-37.7247","-11.0688",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-27 13:46:40-03","UFS","ASE","8675","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Coffani-Nunes, JV","Prata, AP; Lemos, IC; Costa, SM; E.Silva, E; E.Sampaio","1344","2006","08","26","Southern America","Brasil","Sergipe","Serra da Guia",NA,NA,NA,"Epífita, 70 cm.; Epífita, 70 cm.; Campo de altitude","ASE0006154",NA,"Poço Redondo","-37.87","-9.981944","2008","07","26","-37.87","-9.981944",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-27 13:46:40-03","UFS","ASE","9029","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.O.F. de Souza","M.Ibrahim; et al.","11","2006","07","20","Southern America","Brasil","Pernambuco","Pedra do Guariba",NA,NA,NA,"epífita. 80. cm. Flores em botão.; epífita. 80. cm. Flores em botão.; Caatinga","ASE0006155",NA,"Agrestina","-35.993889","-8.381944","2007","05","23","-35.993889","-8.381944",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-27 13:46:40-03","UFS","ASE","19398","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Déda, RM; Melo, DS; Louzada, R; Oliveira, R","5","2010","10","28","Southern America","Brasil","Sergipe","Assentamento Santa Maria da Lage",NA,NA,NA,"Caatinga.","ASE0006167",NA,"Poço Verde","-38.11","-10.423",NA,NA,NA,"-38.11","-10.423",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-27 13:46:40-03","UFS","ASE","16827","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Versioux & sousa","Melo, DS; Santos, LAS; Menezes, IRN","60","2010","01","13","Southern America","Brasil","Sergipe","Serra de Itabaiana, Areias brancas",NA,NA,NA,"Planta epífita; folhas ca. 20-25 cm; inflorescência jovem.; Planta epífita; folhas ca. 20-25 cm; inflorescência jovem.","ASE0006163",NA,"Areia Branca","-37.1854","-10.4529","2014","01",NA,"-37.1854","-10.4529",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-27 13:46:40-03","UFS","ASE","15577","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Melo, DS","Nascimento - Júnior, JE; Melo, DS; Menezes, IRN; Silva, AC; Souza, CAS","693","2008","11","17","Southern America","Brasil","Sergipe","Refúgio da Vida Silvestre Mata do Junco",NA,NA,NA,"Floresta.","ASE0006159",NA,"Capela","-37.0309","-10.3012","2012","05","14","-37.0309","-10.3012",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-27 13:46:40-03","UFS","ASE","23501","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Prata, AP; Campos, DA; Carregosa, T","2924","2012","02","14","Southern America","Brasil","Sergipe","Faz. Lameiro",NA,NA,NA,"Epifita. Coordenadas UTM: 10º 35' 1,4 W 37º 34' 1,3 S; Epifita. Coordenadas UTM: 10º 35' 1,4 W 37º 34' 1,3 S","ASE0006172",NA,"Frei Paulo","-37.3203","-10.3258",NA,NA,NA,"-37.3203","-10.3258",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-27 13:46:40-03","UFS","ASE","1645","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Versioux & sousa","Carneiro, EM","164","1981","11","11","Southern America","Brasil","Sergipe","Faz. Serras Pretas",NA,NA,NA,"Epífita. Flores liláses com inflorescências terminais. Unicata.; Epífita. Flores liláses com inflorescências terminais. Unicata.; Mata de Caatinga hipoxerófila.","ASE0006157",NA,"Frei Paulo","-37.3203","-10.3258","2014","01",NA,"-37.3203","-10.3258",NA,NA,NA,NA,NA,NA,NA
"82","2019-11-27 13:46:40-03","UFS","ASE","25936","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Conceição, GG; Silva, RN; Cardoso, DS; Dias, DM; Monteiro, BCGC; Cos","Prata, AP; Cardoso, DS; Conceição, GG; Costa, NF; Miguel, RS; Santos, E; Dias, DM; Monteir","3517","2012","12","11","Southern America","Brasil","Sergipe","Urnicó.",NA,NA,NA,"Epífita de 60 cm.; Caatinga.","ASE0006177",NA,"Gararu","-37.421611","-10.107056","2012","12","11","-37.421611","-10.107056",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-27 13:46:40-03","UFS","ASE","25949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Conceição, GG; Silva, RN; Cardoso, DS; Dias, DM; Monteiro, BCGC; Cos","Prata, AP; Cardoso, DS; Conceição, GG; Costa, NF; Miguel, RS; Santos, E; Dias, DM; Monteir","3510","2012","12","11","Southern America","Brasil","Sergipe","Urnicó.",NA,NA,NA,"Epífita de 50 cm Presença de inflorescência jovem.; Caatinga.","ASE0006178",NA,"Gararu","-37.421611","-10.107056","2012","12","11","-37.421611","-10.107056",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-27 13:46:40-03","UFS","ASE","19125","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Mello, DS","Carregosa, T; Santos, V; Conceição, GG; Pereira, TC;","78","2010","05","26","Southern America","Brasil","Sergipe","Assentamento Adão Negro",NA,NA,NA,"Epífita de ca. 25cm.; Epífita de ca. 25cm.; Caatinga","ASE0006164",NA,"Nossa Senhora da Glória","-37.2512","-10.1306","2011","02","15","-37.2512","-10.1306",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-27 13:46:40-03","UFS","ASE","22566","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Carregosa, T","Carregosa, T; Santos, V","194","2011","04","05","Southern America","Brasil","Sergipe","Assentamento Adão Preto",NA,NA,NA,"Epífita; Epífita; Caatinga.","ASE0006171",NA,"Nossa Senhora da Glória","-37.2512","-10.1306","2012","02",NA,"-37.2512","-10.1306",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-27 13:46:40-03","UFS","ASE","32746","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Figueiredo, MA; Farias, MCV; Santos, E; Santana, JP","45","2014","06","25","Southern America","Brasil","Sergipe","Fazenda Dr. Belmiro, Mata de transição",NA,NA,NA,NA,"ASE0004915",NA,"Riachão do Dantas","-37.4329","-11.0408",NA,NA,NA,"-37.4329","-11.0408",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-27 13:46:40-03","UFS","ASE","21858","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Versioux & sousa","Carregosa, T; Nascimento - Júnior, JE; Campos, DA; Matos, GMA; Santos, LRO","186","2011","03","11","Southern America","Brasil","Sergipe","Fazenda Mercador",NA,NA,NA,"Erva epífita.; Erva epífita.; Caatinga hipoxerófila.","ASE0006170",NA,"Simão Dias","-37.484","-10.4418","2014","01",NA,"-37.484","-10.4418",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-27 13:46:40-03","UFS","ASE","682","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Versioux & sousa","Fonseca, MR","318","1979","12","03","Southern America","Brasil","Sergipe","Faz. Campo Grande",NA,NA,NA,"epífita sobre jurema (mimosa sp.).; epífita sobre jurema (mimosa sp.).","ASE0006151","ASE0006151_1","Tobias Barreto","-37.5953","-11.1103","2014","01",NA,"-37.5953","-11.1103",NA,NA,NA,NA,NA,NA,NA
