"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"138","2008-05-27 22:02:00-03","MO","MOBOT","1853358","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"M. Kessler","Kessler 4157","1993","7","23","South America","Bolivia","La Paz","río Bilipisa, valle del río Machariapo. disturbado (dominado por Anadenanthera)","1200.00000000",NA,NA,NA,NA,NA,"Franz Tamayo","-68.43333","-14.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2016-04-29 09:25:00-03","MO","MOBOT","1923960","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","A. Fuentes (USZ)","Alfredo F. Fuentes|Narel Paniagua Zambrana|L. Cayola|Susan Whitehead|Ramiro Cuevas","Fuentes Claros 5821","2003","11","9","South America","Bolivia","La Paz","Parque Nacional Madidi, entre Puca Suchu y Virgen del Rosario.","910.00000000",NA,NA,NA,NA,NA,"Franz Tamayo","-68.69","-14.5777778",NA,NA,NA,NA,NA,NA,NA,NA,"03-12","2",NA,NA
"140","2011-02-28 13:04:00-03","MO","MOBOT","2381417","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"José M. Manzanares|Walter Till","Manzanares Vilaplana 7996","2003","2","16","South America","Ecuador","Imbabura","Carretera Salinas a Paramba.","910.00000000",NA,NA,NA,NA,NA,"Ibarra","-78.46333","0.85388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2011-02-28 13:11:00-03","MO","MOBOT","2383027","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.M. Manzanares (QCNE)","José M. Manzanares","Manzanares Vilaplana 1038","1989","8",NA,"South America","Ecuador","Imbabura","carretera Salinas - Lita.","1800.00000000",NA,NA,NA,NA,NA,"Ibarra","-78.15","0.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2011-02-28 13:11:00-03","MO","MOBOT","2383037","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.M. Manzanares(QCNE)","José M. Manzanares","Manzanares Vilaplana 1034","1989","8",NA,"South America","Ecuador","Imbabura","carretera Salinas - Lita.","1800.00000000",NA,NA,NA,NA,NA,"Ibarra","-78.15","0.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2009-07-09 17:05:00-03","MO","MOBOT","2453703","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Gert G. Hatschbach","Hatschbach 18095","1967","12","10","South America","Brazil","Paraná","Rio Paranapanema, São Antonio to Caiuva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2014-11-17 15:23:00-02","MO","MOBOT","2716101","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E. J. Gouda (U)","George S. Bunting|Ronald L. Liesner|Romer León|Victor M. Ibarra Z.","Bunting 12049","1982","11","9","South America","Venezuela","Zulia","Cuenca del río Guasare, alrededores del Destacmento Guasare No. 1 (La Yolanda), en la Hacienda Doña Clara, 5 km al noreste del Destacamento, en vecindad de La Piscina(Caño Rechazo), en bosque húmedo original","200.00000000","250.00000000",NA,NA,NA,NA,NA,"-72.4916666","10.8694445",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"145","2013-08-23 04:12:00-03","MO","MOBOT","3008796","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Julio C. Betancur B.","Betancur B. 1853","1990","5","11","South America","Colombia","Antioquia",NA,"530.00000000",NA,NA,NA,NA,NA,"Santa Fé de Antioquia","-75.81666","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2008-05-27 22:02:00-03","MO","MOBOT","3014713","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.B. Smith","Boris A. Krukoff","Krukoff 10516","1939","7","1","South America","Bolivia","La Paz","San Bartolome, near Calisaya. Basin of Rio Bopi.","750.00000000","900.00000000",NA,NA,NA,NA,"Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2013-06-02 05:38:00-03","MO","MOBOT","3108597","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","H. Luther (SEL)","Efraín Suclli","Suclli Montañés 2395","2005","11","18","South America","Peru","Cusco","Dist. Lares. Sector Lacco Yavero. Bosque húmedo intervenido","2100.00000000",NA,NA,NA,NA,NA,"Calca","-72.3","-12.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","3302000","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","P. Wilkin","Gwilym P. Lewis","Lewis 3712","1997","11","8","South America","Ecuador","Azuay","Pasaje-Giron, km 54. Vegetation: dry canyon, cactus scrub with Euphorbiaceae and Bromeliaceae.","1000.00000000",NA,NA,NA,NA,NA,NA,"-79.4","-3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2014-11-17 11:54:00-02","MO","MOBOT","3481912","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Eric J. Gouda (U)","Gloria Calatayud","Calatayud Hermosa 4543","2007","9","16","South America","Peru","Cusco","Distrito Quellouno, Tupac Amaru. Bosque seco secundario.","899.00000000",NA,NA,NA,NA,NA,"La Convención","-72.49972","-12.42777",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"150","2008-05-27 22:02:00-03","MO","MOBOT","600915","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","W. Till (WU)","John M. MacDougal|Julio C. Betancur B.|et al.","MacDougal 4062","1989","2","15","South America","Colombia","Antioquia","Mpio. de Amalfi: valley of Río Porce, 1-5 km SE of Puerte Acacias (bridge over Río Porce) towards Amalfi. Tropical dry forest. Specimen treated with ethanol.","700.00000000","950.00000000",NA,NA,NA,NA,"Argelia","-75.16666","6.85",NA,NA,NA,NA,NA,NA,NA,NA,"55","7",NA,NA
"151","2013-01-22 05:51:00-02","MO","MOBOT","601389","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Fernández","Fernández 1709",NA,NA,NA,"South America","Venezuela","Bolívar","Dtto. Cedeno. Río Cuchivero.","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2013-10-05 06:32:00-03","MO","MOBOT","604730","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","FVG (B.K.Holst)","Ronald L. Liesner|Ángel C. González","Liesner 5581","1978","7","25","South America","Venezuela","Bolívar","Junction of Río Paragua and Caroni. San Pedro de las Dos Bacas, forest along river, open areas and wet savannah.","200.00000000",NA,NA,NA,NA,NA,NA,"-62.98333","6.98333",NA,NA,NA,NA,NA,NA,NA,NA,"486",NA,NA,NA
"153","2011-06-10 10:23:00-03","MO","MOBOT","604748","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Julian A. Steyermark|et al.","Steyermark 114514",NA,NA,NA,"South America","Venezuela","Delta Amacuro","N of Pedernales","15.00000000",NA,NA,NA,NA,NA,NA,"-62.23333","9.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2014-07-29 10:40:00-03","MO","MOBOT","604757","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Gerrit Davidse|Ángel C. González","Davidse 16455","1979","3","27","South America","Venezuela","Delta Amacuro","13-14 km SE of Piacoa, along a trail to the Río San José.","100.00000000",NA,NA,NA,NA,NA,"Tucupita","-62.05","8.5333333",NA,NA,NA,NA,NA,NA,NA,NA,"79-35","1",NA,NA
"155","2011-06-10 12:53:00-03","MO","MOBOT","605523","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A. Steyermark & B. Holst","Bruce K. Holst|Julian A. Steyermark|Bruno J. Manara","Holst 1997","1985","3","31","South America","Venezuela","Bolívar","34-36 kms. ESE de Paso de Caruachi, Río Caroní hacia Upata. Aprox. 62º30'W, 8º00'N, alt. 400 m. Lado de quebrada seca.","400.00000000",NA,NA,NA,NA,NA,NA,"-62.5","8",NA,NA,NA,NA,NA,NA,NA,NA,"85-34","2",NA,NA
"156","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","26586",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Jacq. ex Griseb.","C. M. Vieira/20-06-2002","G. Martinelli; et al","15748","1999","08","16",NA,"Brasil","Espírito Santo","Fazenda Cafundó",NA,NA,NA,"Erva epífita, ciófila, folhas verdes concolores cobertas por indumento argênteo; infl. Com escapo e brácteas escapais vinosas cobertas por indumento argênteo; brácteas primárias vermelhas com indumento; raque verde; brácteas florais ve","MBML026586","MBML026586","Cachoeiro do Itapemirim","-41.244167","-20.74",NA,NA,NA,"41W14'39","20S44'24",NA,NA,NA,NA,NA,NA,NA
"157","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","35471",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Jacq. ex Griseb.","T.S. Coser/22-06-2011","A. P. Fontana; L. Kollmann & K. A. brahim","3149","2008","04","24",NA,"Brasil","Espírito Santo","Santa Mônica, Torres de celular da Claro, beira da estrada","216","216",NA,"Epífita, na sombra. Frutos verdes.","MBML035471","MBML035471","Muqui","-41.293083","-20.909",NA,NA,NA,"41W17'35,1","20S54'32,4",NA,NA,NA,NA,NA,NA,NA
"158","2020-09-03 12:03:27-03","MBML","MBML-HERBARIO","46852",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Jacq. ex Griseb.","Vitor C. Manhães","V.C. Manhães; D.R. Couto; A.P. Fontana","115","2008","09","09",NA,"Brasil","Espírito Santo","Reservatorio Derivação - Ilhas do resgate (São João do Norte, Ilhas pluviais do Rio Itapemirim braço norte, PCH Santa Fé, Barragem de Derivação).",NA,NA,NA,"Epífita. Folhas verdes, folhas centrais verde-vinácea. Escapo verde-vináceo, brácteas escapais de base vináceo e ápice verde; bráctea floral verde-amarelado e ápice vermelho-rósea. Flor de corola lilás.","MBML046852","MBML046852","Alegre","-41.496111","-20.668611",NA,NA,NA,"41W29'46","20S40'7",NA,NA,NA,NA,NA,NA,NA
"159","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","47046",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Jacq. ex Griseb.","A.P. Fontana/31-10-2010","A. P. Fontana","7247","2010","10","31",NA,"Brasil","Bahia","Serra do Monte Santo, caminho para Santuário de Santa Cruz, caatinga. Campo rupestre. Savana Estépica. Planossolo solódico","730","730",NA,"Epífita. Inflorescência verde","MBML047046","MBML047046","Monte Santo","-39.33975","-10.437639",NA,NA,NA,"39W20'23,1","10S26'15,5",NA,NA,NA,NA,NA,NA,NA
"160","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","48674",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Jacq. ex Griseb.","A.P. Fontana/02-11-2013","A. P. Fontana; J.I. Fontana","7870","2013","11","02",NA,"Brasil","Bahia","Serra do Monte Santo, caminho para o Santuário de Santa Cruz. Caatinga.","780","780",NA,"Epífita. Inflorescência seca","MBML048674","MBML048674","Monte Santo","-39.338889","-10.430278",NA,NA,NA,"39W20'20","10S25'49",NA,NA,NA,NA,NA,NA,NA
"161","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","49040",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Vell.","A.P. Fontana/21-06-2014","A. P. Fontana; R.P. Fontana, L. Kollmann, E. Leme e V. Leme","8170","2014","06","21",NA,"Brasil","Espírito Santo","Pedra do Souza. Inselbergue as margens do rio Doce. Divisa com o municício de Aimores-MG. Floresta Estacional semidecidual com elementos de caatinga.","425","425",NA,"Epífita. Inflorescência com brácteas vermelhas amareladas. Frutos verdes.","MBML049040","MBML049040","Baixo Guandu","-40.966944","-19.489722",NA,NA,NA,"40W58'1","19S29'23",NA,NA,NA,NA,NA,NA,NA
"162","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","42292",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","Jacq. ex Griseb.","T.S. Coser/14-06-2012","D.R. Couto","341","2007","10","02",NA,"Brasil","Espírito Santo","Pacotuba","100","100",NA,"Epífita. Flores lilás, brácteas escapais vermelhas, brácteas florais vermelhas no ápice e verde na base. Vegetando na borda da mata da Araponga. RPPN Cafundó","MBML042292","MBML042292","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA
"163","2021-03-04 11:04:09-03","UFRB","HURB","25800","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Costa, G.; Santos, J. & Rodrigo","3883","2020","03","12",NA,"Brasil","Bahia",NA,"210","210",NA,"epífita, frutos marrons","HURB000025800",NA,"São Gonçalo dos Campos","-38.979722","-12.3425",NA,NA,NA,"38º58'47W","12º20'33S",NA,NA,NA,NA,NA,NA,NA
"164","2021-03-04 11:04:09-03","UFRB","HURB","25933","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.H.Souza","Souza, E.H.; Cavalcante, B.P.","245","2019","07","01",NA,"Brasil","Bahia","BA 052, próximo a entrada da cidade; Orquidário Ir. Delmar",NA,NA,NA,"planta epífita, folhas lanceoladas acinzentadas, inflorescência esverdeada e flores azuladas.","HURB000025933","HURB000025933","Morro do Chapéu","-41.143611","-11.562056",NA,NA,NA,"41º08'37W","11º33'43,4S",NA,NA,NA,NA,NA,NA,NA
"165","2021-03-04 11:04:42-03","UFRB","HURB","11856","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Costa, G.; Carvalho, D.N.","2028","2016","10","01",NA,"Brasil","Bahia","Morro do Mucambo;",NA,NA,NA,NA,"HURB000011856",NA,"Conceição do Coité","-39.2827987670898","-11.5638999938965",NA,NA,NA,"39º12'","11º30'",NA,"39025","auto",NA,NA,NA,NA
"166","2021-03-04 11:04:42-03","UFRB","HURB","22131","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.H. Souza","Carvalho, A.A.; Souza, E.H.","PE0029","2018","09","22",NA,"Brasil","Bahia","BA 026, Estrada Amargosa-Milagres; Serra do Jatobá",NA,NA,NA,NA,"HURB000022131",NA,"Milagres","-39.8588981628418","-12.8699998855591","2018","12",NA,NA,NA,NA,"24432","auto",NA,NA,NA,NA
"167","2021-03-04 11:04:42-03","UFRB","HURB","7346","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","R.A.Pontes","Fonseca, W.O.; Pece, G.A.","50","2012","06","10",NA,"Brasil","Bahia","Vale do Capão, Parque Nacional da Chapada Diamantina; Próx. Pousada das Fadas",NA,NA,NA,NA,"HURB000007346",NA,"Palmeiras","-41.5588989257812","-12.5289001464844","2017","12","08",NA,NA,NA,"20767","auto",NA,NA,NA,NA
"168","2021-03-04 11:04:42-03","UFRB","HURB","25005","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","M.M.Leodegário","Leodegário, M.M.; Souza, E.H.","50","2019","09","15",NA,"Brasil","Bahia","Pedra Redonda;",NA,NA,NA,"epífita, folhas verdes, inflorescência passada","HURB000025005","HURB000025005","Santa Terezinha","-39.5233001708984","-12.771900177002","2019","09",NA,NA,NA,NA,"25196","auto",NA,NA,NA,NA
"169","2021-03-04 11:04:42-03","UFRB","HURB","15634","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","R.A.Pontes","Costa, G.; Correia, F.; Nonato, A.; Araujo, R.J.; Dias, L. & Hilo, E.","2630","2017","07","07",NA,"Brasil","Bahia","Pedra Redonda;",NA,NA,NA,NA,"HURB000015634",NA,"Santa Terezinha","-39.5233001708984","-12.771900177002","2017","12","08",NA,NA,NA,"25196","auto",NA,NA,NA,NA
"170","2020-06-15 15:29:41-03","UNESP-RC","HRCB","61775","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Favoreto, F.","Marcusso, G.M.","285","2013","10","31",NA,"Brasil","São Paulo","Escola do Meio Ambiente","850","850",NA,"Holoepífita",NA,NA,"Botucatu","-48.459069","-22.926061",NA,NA,NA,"48º27'32.65W","22º55'33.82S",NA,NA,NA,NA,NA,NA,NA
"171","2020-06-15 15:29:41-03","UNESP-RC","HRCB","63652","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Marcusso, G.M.","Marcusso, G.M.","603","2014","09","04",NA,"Brasil","São Paulo","Escola do Meio Ambiente","850","850",NA,"Holoepífita",NA,NA,"Botucatu","-48.458636","-22.925589","2014","10",NA,"48º27'31.09W","22º55'32.12S",NA,NA,NA,NA,NA,NA,NA
"172","2020-06-15 15:29:41-03","UNESP-RC","HRCB","63668","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Marcusso, G.M.","Marcusso, G.M.","619","2014","10","03",NA,"Brasil","São Paulo","Escola do Meio Ambiente","850","850",NA,"Holoepífita",NA,NA,"Botucatu","-48.458636","-22.925589","2014","10",NA,"48º27'31.09W","22º55'32.12S",NA,NA,NA,NA,NA,NA,NA
"173","2021-01-26 13:52:58-03","IMA","MAC","6165","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"G.L.Esteves; R.P.Lyra-Lemos; I.S. Moreira; M.N.R.Staviski; R.S.Nascimento","1838","1987","08","12",NA,"Brasil","Alagoas","Margem da AL-201, Mata da Marreca.",NA,NA,NA,"Epífita, sobre árvore ca. 3 m. Frutos verdes.; Restinga.","MAC0006165",NA,"Piaçabuçu","-36.431328","-10.407311","1999","05",NA,"-36.431328","-10.407311",NA,NA,NA,NA,NA,NA,NA
"174","2021-01-26 13:52:58-03","IMA","MAC","52992","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.C.O.Chagas","Chagas-Mota; E.S.França; W.T.C.C.Santos","11082","2011","08","19",NA,"Brasil","Alagoas","Pedra Talhada.",NA,NA,NA,"Epífita. Infrutescência verde.; Caatinga.","MAC0052992",NA,"Minador do Negrão","-36.8647003173828","-9.30527973175049","2011","08","19",NA,NA,NA,"11111","auto",NA,NA,NA,NA
"175","2021-01-26 13:52:58-03","IMA","MAC","42713","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.C.O.Chagas","Chagas-Mota; M.B.Santos; E.G.Santos Júnior","4233","2009","07","10",NA,"Brasil","Alagoas","Serra do Gugi",NA,NA,NA,"Epífita. Infrutescência verde.; Brejo de Altitude.","MAC0042713",NA,"Santana do Ipanema","-37.2453002929688","-9.37833023071289","2009","07","10",NA,NA,NA,"22938","auto",NA,NA,NA,NA
"176","2021-01-26 13:52:58-03","IMA","MAC","33336","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.C.O.Chagas","Chagas-Mota","979","2008","08","02",NA,"Brasil","Alagoas","Serra Dois Irmãos.",NA,NA,NA,"Epífita. Frutos verdes.; Mata Pluvial Atlântica.","MAC0033336",NA,"Viçosa","-36.2407989501953","-9.3713903427124","2008","08","02",NA,NA,NA,"18701","auto",NA,NA,NA,NA
"177","2021-01-26 13:52:58-03","IMA","MAC","38319","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.C.O.Chagas","Chagas-Mota; L.M.Leão","3031","2009","04","23",NA,"Brasil","Alagoas","Serra do Grude.",NA,NA,NA,"Erva epífita. Infrutescência verde.; Caatinga.","MAC0038319",NA,"Inhapi","-37.7486000061035","-9.22138977050781","2009","04","23",NA,NA,NA,"22926","auto",NA,NA,NA,NA
"178","2021-01-26 13:52:58-03","IMA","MAC","44750","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.C.O.Chagas","Chagas-Mota","6254","2009","10","18",NA,"Brasil","Alagoas","Serra das Pias, Fazenda Barra Nova.",NA,NA,NA,"Epífita. Flores cremes.; Agreste.","MAC0044750",NA,"Palmeira dos Índios","-36.627498626709","-9.40721988677979","2009","10","18",NA,NA,NA,"19641","auto",NA,NA,NA,NA
"179","2021-01-26 13:52:58-03","IMA","MAC","37619","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","E.C.O.Chagas","Chagas-Mota; S.P.Gomes","2334","2009","03","27",NA,"Brasil","Alagoas","Serra das Pias, Fazenda Fortaleza.",NA,NA,NA,"Epífita. Vestígios de escapo floral.; Brejo de Altitude.","MAC0037619",NA,"Palmeira dos Índios","-36.627498626709","-9.40721988677979","2009","03","27",NA,NA,NA,"19641","auto",NA,NA,NA,NA
"180","2021-02-04 10:26:52-03","UFRPE","HST","7782","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A.Siqueira-Filho","A.M.Miranda; L.P.Félix, S.C.Rodrigues","1800","1994","06","19",NA,"Brasil","Pernambuco","Serra de Catimbau",NA,NA,NA,"Epífita; flores arroxeadas; brácteas estéreis roxas, as férteis verdes; frutos verdes.","HST007782",NA,"Buíque","-37.1557998657227","-8.62306022644043","1998","08","19",NA,NA,NA,"38964","auto",NA,NA,NA,NA
"181","2021-02-04 10:26:52-03","UFRPE","HST","8541","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","J.A.Siqueira Filho","L.P.Félix; A.M.Miranda, J.Semir et R.Perreira","8416","1998","06","11",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Epifíta; folhas roxo-acinzentadas; brácteas e frutos imaturos verdes.","HST008541",NA,"Camocim de São Félix","-35.7619018554688","-8.35861015319824","2000","02","08",NA,NA,NA,"7991","auto",NA,NA,NA,NA
"182","2021-02-04 10:26:52-03","UFRPE","HST","22932","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","L.Fiorato","L.P. Félix; M. de Paula","6496","1994","04","02",NA,"Brasil","Pernambuco","Sovacão",NA,NA,NA,"Epífita; folhas com face abaxial verde-acinzentadas eadaxial verde-brilhante; bracteas e frutos verdes. Frequente.","HST022932",NA,"Camocim de São Félix","-35.7619018554688","-8.35861015319824","2008","02","27",NA,NA,NA,"7991","auto",NA,NA,NA,NA
"183","2021-03-01 11:55:15-03","UFPE","UFP","21984","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Baracho, GS","Baracho, GS; Siqueira-Filho, JA; Leme, EMC; Vio, APA","749","1998","08","27",NA,"Brasil","Paraíba",NA,"450","450",NA,"Planta florida ca. 68cm compr., epífita, isolada ou reunida em pequenos grupos e sintópica com outras espécies do gênero. Escapo floral ca. 55cm, 37cm até a formação de 6 ramos florais, terminais. Em frutificação, com frutos elipsóides","UFP021984",NA,"Gurinhém","-35.424444","-8.216667","1998","08","27","-35.424444","-8.216667",NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 11:55:15-03","UFPE","UFP","21431","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Baracho, GS","Baracho, GS; Rocha, EA","727","1998","06","05",NA,"Brasil","Paraíba",NA,"460","460",NA,"Indivíduo em pequena população, sintópica com T.recurvata, epífita em Cereus jamacaru a ca. de 4m de altura. Planta florida ca. 25cm, com floração passada, em frutificação. Escapo floral palhoso, ca. 25cm, com infrutescência terminal.;","UFP021431",NA,"Campina de Dentro","-35.783333","-6.633333","1998","06","05","-35.783333","-6.633333",NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 11:55:15-03","UFPE","UFP","18700","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.",NA,"Siqueira-Filho, JA; Campelo, MJA; Lopes, AVF","613","1997","06","09",NA,"Brasil","Pernambuco",NA,"85","85",NA,"Encontrada no chão da mata. Frutos imaturos, esverdeados. Inflorescência com ca. 60cm de comp. Material em cultivo no Bromeliário Biouniverso sob nº128.; Encontrada no chão da mata. Frutos imaturos, esverdeados. Inflorescência com ca.","UFP018700",NA,"São Lourenço da Mata","-35.233333","-8.066667",NA,NA,NA,"-35.233333","-8.066667",NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 11:55:15-03","UFPE","UFP","22814","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Tillandsia","polystachia","Tillandsia polystachia","(L.) L.","Baracho, GS","Baracho, GS","801","1998","12","08",NA,"Brasil","Paraíba",NA,"350","350",NA,"Planta florida ca. 26-38cm compr., epífita em Pilosocereus sp. (Cactaceae), isolada ou reunida em pequenos grupos e sintópica com outras espécies do gênero. Alguns indivíduos ainda com início de floração. Flores liláses.; Planta florid","UFP022814",NA,"Queimadas","-35.983333","-7.533333","1998","12","08","-35.983333","-7.533333",NA,NA,NA,NA,NA,NA,NA
