"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","monthIdentified","continentOcean","dayIdentified","individualCount","preparationType","typeStatus","class","order"
"49","2020-12-11 11:43:19-03","UFMG","BHCB","179112","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-20.256111","-43.663056","-20.256111",NA,NA,"Monocotyledon","Ravenna",NA,"2656","2015","10","07","BHCB055121","BHCB055121",NA,"Erva terrestre, flores rosas.; Solo arenoso em Campo Rupestre Quartzítico.",NA,"2015","11","Southern America",NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:43:19-03","UFMG","BHCB","6323","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Grandi, TSM; et al.","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667","-43.666667","-19.816667",NA,NA,"Monocotyledon","Ravenna",NA,"1905","1985","08","15",NA,NA,NA,"Campo;herbáceo;",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:43:19-03","UFMG","BHCB","73765","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Viana, PL","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056","-43.983611","-20.093056","1400","1400","Monocotyledon","Ravenna",NA,"256","2001","09","25",NA,NA,NA,"Erva. Floresceu aprox. 50 dias após queimada. Flores rosas",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:43:19-03","UFMG","BHCB","98531","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mendes, MS; Rezende, SG","Brasil","Minas Gerais","Ouro Preto","Área da CVRD - região de Potreiro.","-43.5080986022949","-20.2875003814697",NA,NA,"1100","1100","Monocotyledon","Ravenna",NA,"1049","2006","02","08","BHCB055112","BHCB055112","44599","Campo rupestre sobre afloramento de canga.","auto","2007","12","Southern America",NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:43:19-03","UFMG","BHCB","92601","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mota, RC da; Sobral, M","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG, Próximo da Facudade de Letras.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"2722","2004","10","08","BHCB055114","BHCB055114","17082","Eerva terrestre, flores róseas.; Gramado.","auto","2006","10","Southern America",NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:43:19-03","UFMG","BHCB","98399","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Echternacht, LA; et al.","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro., Alto das Serra da Canoa.","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"1066","2005","10","29","BHCB012687","BHCB012687","18828","Terrestre ereta. Flor lilás, verticilos reprodutivos amarelos. Indivíduo solitário.; Em Mata Semidecídua secundária.","auto","2011","06","Southern America",NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:43:19-03","UFMG","BHCB","92386","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mota, RC da; Salino, A; Andrade, L","Brasil","Minas Gerais","Aiuruoca","Matutu.","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"2507","2004","10","10","BHCB012689","BHCB012689","27460","Terrestre; ovário verde-acastanhado, perianto rosado, anteras amarelas.; Em afloramento de granito.","auto","2011","06","Southern America",NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:43:19-03","UFMG","BHCB","24463","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus",NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"s.n.",NA,NA,NA,NA,NA,"20553",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:43:19-03","UFMG","BHCB","24463","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus",NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"s.n.",NA,NA,NA,NA,NA,"20553",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:43:19-03","UFMG","BHCB","18986","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Grandi, TSM; Porto de Paula, LM","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"20","1990","10","01",NA,NA,"14750",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:43:19-03","UFMG","BHCB","17423","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Wykrota, JLM; Faria, JMPC","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"15","1987","09","27",NA,NA,"14750",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:43:19-03","UFMG","BHCB","62337","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mota, RC da; Marques, A","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"343","2001","06","01",NA,NA,"22051","Erva coletada sobre afloramento rochoso; flores lilases.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:43:19-03","UFMG","BHCB","113718","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Batista, JAN; Munhoz, ACD","Brasil","Minas Gerais","Caeté","Serra da Piedade, Vertente norte.","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"1648","2006","09","09","BHCB055107","BHCB055107","22051","Erva terrestre. Bulbo completamente enterrado. Frequente. Tépalas róseas, estames amarelos, estigma branco.; Manchas de solo entre blocos de rocha.","auto","2010","12","Southern America",NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:43:19-03","UFMG","BHCB","40049","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Vasconcelos, MF de; Corgosinho, PHC","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,"1650","1650","Monocotyledon","Ravenna",NA,"s.n.","1997","11","01",NA,NA,"11966","Campo rupestre. Herbáceo.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:43:19-03","UFMG","BHCB","67089","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mota, RC da","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Monocotyledon","Ravenna",NA,"895","2000","08","20",NA,NA,"11966","Planta coletada em campo rupestre; erva; flores lilases.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"64","2018-06-29 16:20:00-03","MO","MOBOT","3031844","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Howard S. Irwin|R.M. Harley|Eunice Onishi","Brazil","Minas Gerais",NA,"Steep slopes and outcrops with generally rocky surface, iron-rich soil in pockets and crevices, summit of Serra da Piedade, c. 35 km E. of Belo Horizonte, near BR-31.",NA,NA,NA,NA,"2000.00000000",NA,NA,"Ravenna","J. Dutilh (UNICAMP)","Irwin 30639","1971","1","18",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"65","2018-06-19 11:22:00-03","MO","MOBOT","3031998","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Gerald L. Smith|Vicente Ferreira Lima|John G. Stutts|N.F.F. MacLeish","Brazil","Minas Gerais",NA,"45 km SE of Belo Horizonte. Cerrado with soil of canga-MnFe ore.",NA,NA,NA,NA,NA,NA,NA,"Ravenna","A. Campos-Rocha","Smith 978","1980","10","1",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"1",NA,NA,NA,NA
"66","2019-06-10 10:10:02-03","FZB-BH","BHZB","4276","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mendonça, M.P. et al.","Brasil","MG","Nova Lima","Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,"P.L. Viana",NA,"2003","09","16",NA,NA,"29211","Rupícola.Campo ferruginoso - Canga","auto","2004","12",NA,"21",NA,NA,NA,NA,NA
"67","2019-06-10 10:10:02-03","FZB-BH","BHZB","2690","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Ordones, J. et al.","Brasil","MG","Bocaína","Serra do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,"273","2000","08","20",NA,NA,NA,"Afloramento rochoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-04 10:24:50-03","UFRPE","HST","6087","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","irwiniana","Zephyranthes irwiniana","A.M.Miranda; et al.","Brasil","Pernambuco","Cruzeiro do Nordeste","distrito de Algodões",NA,NA,NA,NA,NA,NA,NA,"(Ravenna) Nic.García",NA,"2608","1997","02","21","HST006087",NA,NA,"Erva; flores róseas; frutos imaturos verdes, na maturação amarronzados, sementes negras.",NA,"2020","11",NA,NA,NA,NA,NA,NA,NA
"69","2020-09-02 16:19:17-03","Cenargen","CEN","113589","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Aécio Amaral-Santos","Brasil","TO","BABACULANDIA","Estrada Babaçulândia - Wanderlândia, cerca de 18 km, entrada à direita cerca de 18 km em direção à Fazenda Jatobá.","-47.643055","-7.0741666","-47.643055","-7.0741666","190","190",NA,"Ravenna","A. C. Amaral-Lopes","3248","2009","09","26","CEN00113589",NA,NA,NA,NA,"2011","05",NA,NA,"2","Exsicatas",NA,NA,NA
"70","2020-09-02 16:19:17-03","Cenargen","CEN","109629","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Leide Rovenia Miranda de Andrade","Brasil","GO","BARRO ALTO","Área da mineradora Anglo American.","-49.036111","-15.105","-49.036111","-15.105","781","781",NA,NA,NA,"9","2017","10","11","CEN00109629",NA,NA,"Degradado. Base de encosta; muitas rochas esparsas Substrato: Fortemente antropizado; presença de pequenas pedras de quartzo com malacacheta. Folhas filiformes, pedicelos verde-vináceos; solo rico em Ni. Doação",NA,NA,NA,NA,NA,"1","Exsicatas",NA,NA,NA
"71","2020-09-02 16:19:17-03","Cenargen","CEN","75709","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Andrielle Câmara Amaral","Brasil","DF","BRASILIA","APA da Cafuringa","-47.966666","-15.4575","-47.966666","-15.4575",NA,NA,NA,"Ravenna","A. C. Amaral-Lopes","33","2006","10","11","CEN00075709","CEN00075709",NA,"População com mais de 100 indivíduos. Cor das flores variando de branca ao rosa claro algumas vezes apresentando estrias róseas mais escuras. Estames de tamanhos diferentes. Polén amarelo.",NA,"2018","02",NA,NA,"4","Exsicatas",NA,NA,NA
"72","2020-09-02 16:19:17-03","Cenargen","CEN","72530","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Aécio Amaral-Santos","Brasil","TO","DARCINOPOLIS","Estrada saída Leste de Darcinópolis, fazenda do Sr. Anderson, margem do rio Curicaca.","-47.583888","-6.7072222","-47.583888","-6.7072222","162","162",NA,"Ravenna","A. C. Amaral-Lopes","3105","2008","09","06","CEN00072530","CEN00072530",NA,NA,NA,"2008","08",NA,NA,"2","Exsicatas",NA,NA,NA
"73","2020-09-02 16:19:17-03","Cenargen","CEN","76940","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","D. Cardoso - HUEFS","Brasil","BA","TUCANO","Brasil - Bahia- Tucano - Povoado Pedra Grande, na estrada para a Serra do Pai Miguel, caatinga arbustiva sobre o solo arenoso","-38.773611","-11.123333","-38.773611","-11.123333","224","224",NA,"Ravenna","A. C. Amaral-Lopes","2231","2007","12","20","CEN00076940","CEN00076940",NA,"Erva geófita, bulbo branco, flores com pétalas róseas. foto. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (131295). Feira de Santana - Bahia.",NA,"2016","05",NA,NA,"1","Exsicatas",NA,NA,NA
"74","2020-09-02 16:19:17-03","Cenargen","CEN","79359","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Fabiana de Góis Aquino - CPAC","Brasil","GO","BARRO ALTO","Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Cerrado ralo, formando um mosaico com Campo sujo, Laterita, Relevo: área aplainada, meia de encosta, Lat. 15º06'31,1 S Long. 49º01'15,0 W","-49.020833","-15.108611","-49.020833","-15.108611","663","663",NA,"Ravenna","F. G. Aquino","99","2008","10","28","CEN00079359","CEN00079359",NA,"Erva, Solo com alto teor de Ni e baixa disponibilidade do mesmo",NA,"2008","10",NA,NA,"1","Exsicatas",NA,NA,NA
"75","2020-09-02 16:19:17-03","Cenargen","CEN","79361","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Fabiana de Góis Aquino - CPAC","Brasil","GO","BARRO ALTO","Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Campo sujo, formando um mosaico com Cerrado ralo, Laterita, Relevo:variando de forte ondulado a ondulado, Lat. 15º06'04,4 S Long. 49º00'38,4 W","-49.010555","-15.101111","-49.010555","-15.101111","663","663",NA,"Ravenna","F. G. Aquino","101","2008","10","02","CEN00079361","CEN00079361",NA,"Erva, Solo com alto teor de Ni e alta disponibilidade do mesmo. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).",NA,"2008","10",NA,NA,"1","Exsicatas",NA,NA,NA
"76","2020-09-02 16:19:17-03","Cenargen","CEN","79440","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Fabiana de Góis Aquino - CPAC","Brasil","GO","BARRO ALTO","Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Lat. 15º03'35,57 S Long.48º56'40,04 W","-48.944444","-15.059722","-48.944444","-15.059722","663","663",NA,"Ravenna","F. G. Aquino","184","2008","10","02","CEN00079440","CEN00079440",NA,NA,NA,"2008","10",NA,NA,"1","Exsicatas",NA,NA,NA
"77","2020-09-02 16:19:17-03","Cenargen","CEN","87025","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Marcelo Fragomeni Simon","Brasil","MG","SAO ROQUE DE MINAS","Serra da Canastra, 6 km de São João Batista.","-46.660277","-20.191111","-46.660277","-20.191111","1372","1372",NA,"Ravenna","A. C. Amaral-Lopes","2011","2013","08","23","CEN00087025","CEN00087025",NA,"Erva crescendo de bulbo. Corola lilás, anteras amarelas, gineceu branco. Frequente em área queimada.",NA,"2015","03",NA,NA,"1","Unicata",NA,NA,NA
"78","2020-09-02 16:19:17-03","Cenargen","CEN","87524","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","João Benedito Pereira","Brasil","MA","CAROLINA","Entrada à esquerda da BR-010 Carolina - Estreito, balneário Encontro das Águas.","-47.471944","-7.0236111","-47.471944","-7.0236111","170","170",NA,"Ravenna","A. C. Amaral-Lopes","240","2010","08","22","CEN00087524","CEN00087524",NA,NA,NA,"2010","10",NA,NA,"2","Exsicatas",NA,NA,NA
"79","2020-09-02 16:19:17-03","Cenargen","CEN","87599","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","João Benedito Pereira","Brasil","TO","DARCINOPOLIS","Cachoeira do rio Curicaca, margem direita.","-47.584166","-6.7075","-47.584166","-6.7075","170","170",NA,"Ravenna",NA,"329","2010","11","22","CEN00087599",NA,NA,"Mudas coletadas em 22/11/2010 e mantidas em cultivo no Cenargen. Material devidamente herborizado em 04/11/2013.",NA,NA,NA,NA,NA,"1","Unicata",NA,NA,NA
"80","2020-09-02 16:19:17-03","Cenargen","CEN","97693","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Anderson Cássio Sevilha","Brasil","MA","CAROLINA","Parque Nacional Chapada das Mesas. Gleba 2 - Vale do Ribeirão das Mortes.","-46.975833","-7.3808333","-46.975833","-7.3808333","303","303",NA,"Ravenna","A. C. Amaral-Lopes","5525","2015","10","22","CEN00097693","CEN00097693",NA,"Estames amarelos.",NA,"2017","05",NA,NA,"2","Exsicatas",NA,NA,NA
"81","2020-09-02 16:19:17-03","Cenargen","CEN","99857","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Glocimar Pereira-Silva","Brasil","TO","GOIATINS","Estrada Goiatins - Carolina via balsa, entroncamento para a balsa do Didi, km 04.","-47.339166","-7.6813888","-47.339166","-7.6813888","200","200",NA,"Ravenna","A. C. Amaral-Lopes","14633","2009","09","23","CEN00099857","CEN00099857",NA,"Área de influência indireta.",NA,"2011","05",NA,NA,"3","Exsicatas",NA,NA,NA
"82","2020-09-02 16:19:17-03","Cenargen","CEN","40537","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Marcus Vinicius Martins","Brasil","BA","CORRENTINA","Na casa do Srº. Zeca, no bairro Sucuiú, localidade rural do município de Correntina.","-44.6366996765137","-13.3432998657227",NA,NA,"660","660",NA,"Ravenna","A. C. Amaral-Lopes","267","1995","10","23","CEN00040537","CEN00040537","182507",NA,"auto","2008","02",NA,NA,"3","Exsicatas",NA,NA,NA
"83","2020-09-02 16:19:17-03","Cenargen","CEN","93108","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","A. S. Lima","Brasil","SP","SALTO","Beira do rio; -23.2008 N; -47.2869 L. (coordenadas: Municípios).","-47.2799987792969","-23.2000007629395",NA,NA,NA,NA,NA,"Ravenna","A. C. Amaral-Lopes",NA,"1943","11","05","CEN00093108","CEN00093108","11681","Doação do Instituto de botânica de São Paulo. Herbário IAC 7.316.","auto","2011","06",NA,NA,"1","Exsicatas",NA,NA,NA
"84","2020-09-02 16:19:17-03","Cenargen","CEN","79364","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Fabiana de Góis Aquino - CPAC","Brasil","GO","BARRO ALTO","Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Cerrado ralo, formando um mosaico com Campo sujo, Laterita, àrea aplainada, base de encosta, Lat. 15º05'53,0 S Long. 49º00'05,1 W","-49.001388","-15.098055","-49.001388","-15.098055","663","663",NA,"Ravenna","F. G. Aquino","104","2008","10","02","CEN00079364","CEN00079364",NA,"Solo com alto teor de Ni e baixa disponibilidade do mesmo",NA,"2008","10",NA,NA,"1","Exsicatas",NA,NA,NA
"85","2021-03-15 18:24:20-03","USP","SPF","160518","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Mello-Barreto, HL","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,"Ravenna",NA,"8809","1938","02","19","SPF00160518","SPF00160518","22051","Flor rósea&nf;Forma e dimensões: herbácea&nf;Freqüência: muito; Campo.","auto",NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"86","2019-11-13 11:14:17-03","USP","SPF","228413","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Nakajima, JN","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"Ravenna","Oliveira, RS","325","1994","04","19","SPF00228413",NA,"57119",NA,"auto","2013","03",NA,NA,NA,NA,NA,NA,NA
"87","2019-10-07 09:19:43-03","UEFS","HUEFS","150760","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Rezende, S.G.","Brasil","Minas Gerais","Vazante","Área da Votorantin Metais, Morro da Usina.","-46.853333","-17.961389","46W51'12''","17S57'41''","674","674","Angiospermae","Ravenna",NA,"2156","2007","10","17","HUEFS0150760","HUEFS0150760",NA,"Campo limpo de cerrado de solo raso com alta concentração de zinco, herbácea.",NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae","Asparagales"
"88","2019-10-07 09:19:43-03","UEFS","HUEFS","38053","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Miranda, A.M.","Brasil","Pernambuco","Cruzeiro do Norte","Algodões Distrito de Algodões.",NA,NA,NA,NA,NA,NA,"Angiospermae","Ravenna","A.C.Amaral","2608","1997","02","21","HUEFS0038053","HUEFS0038053",NA,NA,NA,"2011","06",NA,NA,NA,NA,NA,"Lilianae","Asparagales"
"89","2019-01-25 15:38:03-02","IAC","IAC","7316","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","A.S. Lima","Brasil","São Paulo","Salto",NA,"-47.2869","-23.2008","-47.2869","-23.2008",NA,NA,NA,"Ravenna","Amaral-Lopes. Andrielle Câmara","s/nº","1943","11","05",NA,NA,NA,NA,NA,"2011","06",NA,"05",NA,NA,NA,NA,NA
"90","2019-11-01 15:12:43-03","UnB","UB","105762","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Gottsberger, IS; Campos, CJ","Brasil","São Paulo","Botucatu","18 km ao norte de Botucatu, estrada São Manuel - Piracicaba.","-48.416667","-22.75","-48.416667","-22.75","550","550","Monocotyledonae","Ravenna","Amaral, AC","16-22874","1974","08","22","UB0000333","UB0000333",NA,"Flor Rosa; Cerrado aberto, queimado em julho de 1974.",NA,"2011","06","Southern America",NA,NA,NA,NA,NA,NA
"91","2019-11-01 15:12:43-03","UnB","UB","184461","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Pereira, JB; Michelon, B; Amaral, JP; Oliveira, WL","Brasil","Maranhão","Carolina","Entrada à esquerda da BR-010 Carolina - Estreito, balneário Encontro das Águas","-47.471944","-7.023611","-47.471944","-7.023611","170","170","Monocotyledonae","Ravenna","Amaral, AC","240","2010","08","22","UB0000334","UB0000334",NA,"Erva com 30cm de altura. Flor rosa; Cerrado. Relevo Suave inclinado. Solo arenoso",NA,"2010","10","Southern America",NA,NA,NA,NA,NA,NA
"92","2019-11-01 15:12:43-03","UnB","UB","184464","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Santos, AA; Pereira, JB; Amaral, JP","Brasil","Tocantins","Filadélfia","Beira das Rainha. Lado esquerdo da cidade","-47.506667","-7.345556","-47.506667","-7.345556","169","169","Monocotyledonae","Ravenna","Amaral, AC","3214","2009","09","22","UB0000332","UB0000332",NA,"Erva terrestre. Flor rosa. População enorme; Cerrado antropizado. Relevo plano. Solo arenoso",NA,"2011","05","Southern America",NA,NA,NA,NA,NA,NA
"93","2019-11-01 15:12:43-03","UnB","UB","184468","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Santos, AA; et al.","Brasil","Tocantins","Darcinópolis","Estrada saída Leste de Darcinópolis, fazenda do Sr. Anderson, margem do rio Curicaca","-47.583889","-6.707222","-47.583889","-6.707222","162","162","Monocotyledonae","Ravenna","Amaral, AC","3105","2008","09","06","UB0000331","UB0000331",NA,"Herbácea com 40cm de altura. Flor rosa; Cerrado. Relevo plano. Solo arenoso",NA,"2008","08","Southern America",NA,NA,NA,NA,NA,NA
"94","2019-11-01 15:12:43-03","UnB","UB","187240","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Santos, AA; Pereira, JB; Amaral, JP","Brasil","Tocantins","Babaçulândia","Estrada Babaçulândia - Wanderlândia, cerca de 18km, entrada à direita cerca de 18km em direção à Fazenda Jatobá","-47.643056","-7.074167","-47.643056","-7.074167","190","190","Monocotyledonae","Ravenna","Amaral, AC","3248","2009","09","26","UB0000330","UB0000330",NA,"Erva terrestre. Flor rosa.; Cerrado. Relevo plano. Solo arenoso",NA,"2011","05","Southern America",NA,NA,NA,NA,NA,NA
"95","2020-07-29 09:06:14-03","UnB","UB","217069","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Fagg, CW","Brasil","Distrito Federal","Núcleo Bandeirante","Quadra 17, cj 14, lote 02","-48.098528","-15.937778","-48.098528","-15.937778",NA,NA,"Monocotyledonae","Ravenna",NA,"2409","2017","01","16",NA,NA,NA,"estudos farmacologicas, planta cultivada bulbos de CENAGEM; erva, 20 cm de altura, flores lilas; cerrado ss",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"96","2019-11-01 15:12:43-03","UnB","UB","105760","PreservedSpecimen","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Irwin, HS; Harley, RM; Onishi, E","Brasil","Minas Gerais","Catas Altas","Serra da Caraça, Serra do Espinhaço","-43.4075012207031","-20.0746994018555",NA,NA,"1500","1500","Monocotyledonae","Ravenna","Amaral, AC","28958","1971","01","23","UB0000329","UB0000329","11966","Plantas restritas principalmente às fendas rochosas com solo.; Erva acaulescente 0,12m. Flor Lilás rosado; Encostas íngremes rochosas inferiores. Topologia: íngreme.","auto","2011","06","Southern America",NA,NA,NA,NA,NA,NA
"97","2019-05-06 11:51:46-03","UFU","HUFU","6099","S","Plantae","Amaryllidaceae","Habranthus","irwinianus","Habranthus irwinianus","Nakajima, J.N.; Romero, R. & Simão, D.","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"Ravenna","Oliveira, R.S.","438","1994","08","21","HUFU00053253","HUFU00053253","57119","Herbácea, ca. 0,10m. Tépalas róseas, anteras amarelas e estilete róseo.; Campo limpo, 1 mês após queimada, latossolo vermelho.","auto","2013","03",NA,NA,NA,NA,NA,NA,NA
