"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","occurrenceRemarks","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","barcode","imagecode","infraspecificEpithet","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","minimumDepthInMeters","maximumDepthInMeters","individualCount","relatedCatalogItem","fieldNumber","sex"
"99","2019-11-13 11:17:17-03","USP","SPF","72651","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Zappi, DC","80","1989","02","07",NA,"Brasil",NA,NA,"SPF00072651",NA,NA,"São Paulo","Piedade","-47.4199981689453","-23.7099990844727",NA,NA,"Zappi, DC",NA,NA,"30307","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:17:17-03","USP","SPF","13378","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Hoehne, W","s.n.","1945","10","24",NA,"Brasil","Parque do Estado",NA,"SPF00013378",NA,NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Zappi, DC",NA,NA,"53584","auto",NA,"1989","09","01",NA,NA,NA,NA,NA,NA,NA
"101","2019-11-13 11:17:17-03","USP","SPF","48100","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Zappi, DC","1","1987","11","22",NA,"Brasil",NA,NA,"SPF00048100",NA,NA,"São Paulo","Sorocaba","-47.4500007629395","-23.5",NA,NA,"Taylor, NP",NA,NA,"17154","auto",NA,"1993","11","29",NA,NA,NA,NA,NA,NA,NA
"102","2021-02-26 21:16:37-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Coleta do projeto Identificação de indicadores dos sistemas tradicionais de produção da pecuária na fronteira BR-BO.","Carniello, MA; Carniello, MA","1274","2007","10","06","América","Brasil","Serra Tamandaré",NA,NA,NA,NA,"Mato Grosso","Mirassol D'Oeste","-58.0957984924316","-15.6750001907349",NA,NA,"Carniello, MA",NA,NA,"35984","auto",NA,"2007","10",NA,NA,NA,NA,NA,NA,NA,NA
"103","2014-04-04 18:26:52-03","PNFM","IRAI","5163","S","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.","Herbácea, 2 m, flor alba, espínhos pretos. Cultivada","Ristow, R.","1998","2011","12","20",NA,"Brasil","Rodovia da Uva, próximo à ponte do Rio Atuba",NA,"IRAI00005163",NA,NA,"Paraná","Curitiba","-49.220306","-25.363472","915","915","Ristow, R.","-49.220306","-25.363472",NA,NA,NA,"2011","12","26",NA,NA,NA,NA,NA,NA,NA
"104","2019-10-07 09:18:38-03","UEFS","HUEFS","159689","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Campo degradado.","Melo, E.","7747","2010","02","25",NA,"Brasil",NA,NA,"HUEFS0159689","HUEFS0159689",NA,"Rio Grande do Sul","Santo Antônio das Missões","-55.611944","-28.576389",NA,NA,"M.Machado","55W36'43''","28S34'35''",NA,NA,"Caryophyllanae","2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-07-12 11:27:22-03","IAC","IAC","57182","S","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.",NA,"D.A. Rodrigues; L.C. Bernacci; E.G. Fabri","27","2019","02","13",NA,"Brasil","IAC - Fazenda Santa Elisa",NA,NA,NA,NA,"São Paulo","Campinas","-47.077171","-22.87025",NA,NA,"L.C. Bernacci","-47.077171","-22.87025",NA,NA,NA,"2019","02","13",NA,NA,NA,NA,NA,NA,NA
"106","2020-07-23 12:01:19-03","CEPLAC","CEPEC","5070","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus",NA,NA,"T. S. dos Santos","363","1969","01","31",NA,"Brasil","Km 10 Rod. Itaju/Palmira.",NA,NA,NA,NA,"Bahia","ITAJÚ DO COLÔNIA","-39.7243995666504","-15.1424999237061",NA,NA,"M. de Sena",NA,NA,"26963","auto",NA,NA,NA,NA,NA,NA,NA,NA,"21/01/1980",NA,NA
"107","2020-07-23 12:01:19-03","CEPLAC","CEPEC","152550","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus",NA,"<ll>dwc_commonname:</ll>","E. Mello","7747",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Rio Grande do Sul","SANTO ANTÔNIO DAS MISSÕES","-55.2277984619141","-28.5114002227783",NA,NA,"E. Mello",NA,NA,"51320","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-09-18 09:19:38-03","UNISANTA","HUSC","12366","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Cacto com porte arbóreo com 5m de altura, botões florais verdes e frutos alaranjados.; Afloramentos rochosos em Mata Atlântica.","O.J.G Almeida; J. Silva; Coffani-Nunes, J.V.","65","2019","01","15",NA,"Brasil","Reserva Biológica Serra do Japi",NA,NA,NA,NA,"São Paulo","Jundiaí","-46.92575","-23.221083",NA,NA,"O.J.G.Almeida","-46.92575","-23.221083",NA,NA,NA,"2019","01",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-13 16:04:34-03","UNISANTA","HUSC","8493","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.","Arbusto; Praia e dunas","Rollo, T.C.","94","2007","06","18",NA,"Brasil","Fisionomia de praia e dunas, face voltada para o oceano atlântico",NA,NA,NA,NA,"São Paulo","Ilha Comprida","-47.5400009155273","-24.7399997711182",NA,NA,"Magenta, M.A.G.",NA,NA,"49747","auto",NA,"2007","10",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-17 17:06:59-03","UEM","HUEM","7450","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Planta desenvolvendo-se em solo seco. O miolo é utilizado na medicina tradicional na produção de xarope para tratar bronquite.","I.Tanaka","149","1998","09","30",NA,"Brasil","rio Ivinhema, Fazenda do Dr. Edmundo, Lagoa do Finado Raimundo.",NA,"HUEM000028463",NA,NA,"Mato Grosso do Sul","Jateí","-54.3025016784668","-22.4818992614746",NA,NA,"In Flora do Brasil",NA,NA,"85335","auto",NA,"2020","11","11",NA,NA,NA,NA,NA,NA,NA
"111","2020-11-04 17:28:49-03","UEM","HUEM","12672","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Planta com cladódios altos, aproximadamente 4 metros; indivíduo pequeno; frutos vermelhos","Odair José; Souza, LA","1","2006","06",NA,NA,"Brasil","Câmpus sede da Universidade Estadual de Maringá, Horto didático",NA,"HUEM000002776","HUEM000002776",NA,"Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-07-02 15:55:11-03","UEM","HUEM","2208","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Flores de coloração creme; brácteas externas rosadas","I.M.M. Domingos","1","1992","10","21",NA,"Brasil","travessa da Av. Mandacaru, bairro Mandacaru",NA,"HUEM000002777","HUEM000002777",NA,"Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-11-04 17:28:49-03","UEM","HUEM","36127","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Presença de flores.","Santos E.S.","s.n.","2020","02","03",NA,"Brasil","Universidade Estadual de Maringá, Campus sede, próximo ao bloco I12. Bloco da geografia.",NA,"HUEM000027739",NA,NA,"Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,"Zappi D.",NA,NA,"19250","auto",NA,"2020","05",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-11-04 17:28:49-03","UEM","HUEM","36126","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Planta com uma flor e um fruto.","Ribeiro S.C.","s.n.","2020","02","03",NA,"Brasil","Zona Urbana, Rua PC Assis, ao lado do número 318. Zona 6.",NA,"HUEM000027738",NA,NA,"Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,"Zappi D.",NA,NA,"19250","auto",NA,"2020","05",NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-10 11:38:29-03","UNILA","EVB","2908","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","Flor de Cor Rosa. Habitat: Jardim Cultivado. Habito: Suculenta","Huergo, E.M.; Lima, L.C.P.","109","2018","12","11",NA,"Brasil","Jardim Belvedere II. Rua Belo Horizonte.",NA,"EVB002908","EVB002908",NA,"Paraná","Foz do Iguaçu","-54.579444","-25.478889","200","200","Huergo, E.M.","54º34'46''W","25º28'44''S",NA,NA,NA,"2019","02","05",NA,NA,NA,NA,NA,NA,NA
"116","2020-11-12 16:58:42-03","UEL","FUEL","29976","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Medri, C","470","1997","10","11",NA,"Brasil","Salto das Orquídeas",NA,NA,NA,NA,"Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"Soller, A",NA,NA,"21990","auto",NA,"2011","08","22",NA,NA,NA,NA,NA,NA,NA
"117","2020-11-12 16:58:42-03","UEL","FUEL","7858","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Dias, MC; et al.","479","1989","12","12",NA,"Brasil","Fazenda Iapó, Vale do Rio Iapó. Saltinho",NA,NA,NA,NA,"Paraná","Tibagi","-50.4136009216309","-24.5093994140625","1","1","Soller, A",NA,NA,"56988","auto",NA,"2011","08","22",NA,NA,NA,NA,NA,NA,NA
"118","2019-10-03 10:03:30-03","UFSCar","SORO","2746","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Franco, F.F.; Marsola, E.M.; Rocha, N.M.; Pilon, F.; Mello, F.G.; Rodrigues, G.L.; Dias, V.C.",NA,"2011","11","11",NA,"Brasil","S90V1",NA,NA,NA,NA,"São Paulo","Salto","-47.316667","-23.283333",NA,NA,NA,"47°19'W","23°17'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2018-08-09 21:10:56-03","UFMT","UFMT","9351","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.","altura de 60 cm, ereta.; Floresta decidual e rochas de calcário.","Dubs, B.","2628","1999","12","06",NA,"Brasil","Serra das Araras, Vale do Currupira, mineração Itaipú.",NA,"UFMT00009351",NA,NA,"Mato Grosso","Cáceres","-56.864444","-15.039722",NA,NA,"Eggli","-56.864444","-15.039722",NA,NA,NA,"2000","02",NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-04 15:42:45-03","IF","SPSF","39901","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum. in Mart.","COLETA: Cactos, 6,5 m. Flores brancas com manchas vináceas.; GEOGRAFIA: Floresta Estacional Semidecidual. Seguindo pela estrada após o experimento de peroba (sentido leste).;","F.M.Souza & N.M.Ivanauskas & N. Guerin & A.Dário & D.Souza","991","2007","11","28","América do Sul","Brasil","Estação Ecológica de Bauru",NA,NA,NA,NA,"SP","Bauru","-49.079444","-22.238889","573","573","G.A.D.C. Franco",NA,NA,NA,NA,"Magnoliopsida","2008","01","11",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-04 15:42:45-03","IF","SPSF","42719","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum. in Mart.","COLETA: 2m, flor branca, brácteas vináceas.; GEOGRAFIA: Trilha do Canyon - Lajeado;","R.Cielo-Filho","1039","2009","10","29","América do Sul","Brasil","Estação Experimental",NA,NA,NA,NA,"SP","Itapeva","-49.07","-24.062222",NA,NA,"G.A.D.C. Franco",NA,NA,NA,NA,"Magnoliopsida","2009","11","26",NA,NA,NA,NA,NA,NA,NA
"122","2021-03-04 15:42:45-03","IF","SPSF","42720","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus",NA,"COLETA: 3m, flor branca, brácteas vináceas.; GEOGRAFIA: Trilha do Canyon - Lajeado;","R.Cielo-Filho","1040","2009","10","29","América do Sul","Brasil","Estação Experimental",NA,NA,NA,NA,"SP","Itapeva","-49.07","-24.062222",NA,NA,"G.A.D.C. Franco",NA,NA,NA,NA,"Magnoliopsida","2009","11","26",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-04 15:42:45-03","IF","SPSF","44670","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum. in Mart.","COLETA: Flores em botão, petalas brancas, bractea amarelo vináceo; GEOGRAFIA: Lageado;","R.Cielo-Filho & J.B.Baitello & C.R.Lima","1176","2010","10","27","América do Sul","Brasil","Estação Experimental",NA,NA,NA,NA,"SP","Itapeva","-49.075","-24.057222",NA,NA,"J.A.Pastore",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Glaziou, AFM","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"P04P2N0041",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-02-08 12:39:03-03","UFRGS","ICN","092242","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Sobre lajedo, em meio do campo sujo.","Fernandes, I","887","1991","04","13","América do Sul","Brasil","Casa de Pedra",NA,NA,NA,NA,"RS","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,"Irgang, BE",NA,NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-08 12:39:03-03","UFRGS","ICN","201073","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Material testemunho para avaliação bromatológica; Arbusto colunar com 2 m de altura, flres brancas com um longo tubo; Vegetação Sobre Afloramentos Rochosos","Schmitz, JF; Vignoli-Silva, M","02","2018","03","23","América do Sul","Brasil",NA,NA,NA,NA,NA,"RS","Guaiba","-51.495222","-30.904444",NA,NA,"Vignoli-Silva, M","-51.495222","-30.904444",NA,NA,NA,"2018","03","23",NA,NA,NA,NA,NA,NA,NA
"127","2021-02-08 12:39:03-03","UFRGS","ICN","201068","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Material testemunho para avaliação bromatológica; Planta com 4 m de altura; caules verdes ramificados; espinhos castanhos e caule na base lenhoso; Campo rupestre","Schmitz, JF; Vignoli-Silva, M","05","2018","04","06","América do Sul","Brasil","Lami",NA,NA,NA,NA,"RS","Porto Alegre","-53.533333","-30.865556",NA,NA,"Vignoli-Silva, M","-53.533333","-30.865556",NA,NA,NA,"2018","04","06",NA,NA,NA,NA,NA,NA,NA
"128","2021-02-08 12:39:03-03","UFRGS","ICN","160930","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","flor; terrestre, rupícola e eventualmente epífita","Dettke, GA","141","2008","11","18","América do Sul","Brasil","Fazenda São Maximiano 30°10'51''S 51°23'10''W",NA,NA,NA,NA,"RS","Guaíba","-51.386111","-30.180833",NA,NA,NA,"-51.386111","-30.180833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-08 12:39:03-03","UFRGS","ICN","201071","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Material testemunho para avaliação bromatológica; Planta colunar de 3 a 4 metros. Frutos ovalados e amarelao-alaranjados; Próximo à lagoa, em terreno arenoso","Schmitz, JF; Vignoli-Silva, M","08","2018","04","07","América do Sul","Brasil",NA,NA,NA,NA,NA,"RS","Arambaré","-51.487222","-30.896667",NA,NA,"Vignoli-Silva, M","-51.487222","-30.896667",NA,NA,NA,"2018","04","07",NA,NA,NA,NA,NA,NA,NA
"130","2021-02-08 12:39:03-03","UFRGS","ICN","194455","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","altura aproximada 5 m, em flor","Neves, A",NA,"2017","03","21","América do Sul","Brasil","Fazenda zona sul",NA,NA,NA,NA,"RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"Bündchen, M",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-02-08 12:39:03-03","UFRGS","ICN","160004","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Campo seco de solo arenoso","Freitas, E","650","2009","02","28","América do Sul","Brasil","Fazenda Joaquim Paz",NA,NA,NA,NA,"RS","São Francisco de Assis","-55.1310997009277","-29.5503005981445",NA,NA,"Freitas, E",NA,NA,"48310","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-02-08 12:39:03-03","UFRGS","ICN","115413","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Epífito, planta jovem","Breier, TB","145","1998","10","09","América do Sul","Brasil","Fazenda Santa Fé APA do Banhado Grande",NA,NA,NA,NA,"RS","Viamão","-51.0233001708984","-30.0811004638672","35","35","Breier, TB",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-02-08 12:39:03-03","UFRGS","ICN","191918","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.",NA,"Zoldan, SR","s.n.",NA,NA,NA,"América do Sul","Brasil",NA,NA,NA,NA,NA,"SC","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,"43319","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-02-08 12:39:03-03","UFRGS","ICN","007958","S","Plantae","Dicotyledon",NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(L.) Mill.","Em dunas.","Irgang, BE","s.n.","1971","02","02","América do Sul","Brasil","Caramuru",NA,NA,NA,NA,"RS","Tapes","-51.3958015441895","-30.6732997894287",NA,NA,"Irgang, BE",NA,NA,"25762","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","79211","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Numa capoeirinha rala, flores brancas.","Mattos, J.; Mattos, N. & Camargo, O.","18502","1978","03",NA,NA,"Brasil","Arroio do Lageado, Escola Técnica do Passo Novo",NA,"HAS0079211",NA,NA,"Rio Grande do Sul","Alegrete","-55.7919006347656","-29.7831001281738",NA,NA,"Bauer, D.",NA,NA,"89305","auto",NA,"2004","12","02",NA,NA,NA,NA,NA,NA,NA
"136","2019-10-04 16:07:04-03","MCN-FZBRS","HAS","1421","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","em motinho ralo sobre dunas baixas; frequente só em frutos","Irgang, B.E.; Valls, J.F.M.","s.n.","1972","05",NA,NA,"Brasil","Parque Histórico General Osório",NA,"HAS0001421",NA,NA,"Rio Grande do Sul","Osório","-50.206259","-29.982516","14","14","Bauer, D.","-50,206259","-29,982516",NA,NA,NA,"2004","12","02",NA,NA,NA,NA,NA,NA,NA
"137","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","79213","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Na mata rala, lugar seco, terreno granítico.","Mattos, J.; Assis, E.","19270","1979","01",NA,NA,"Brasil","Arroio Lageado",NA,"HAS0079213",NA,NA,"Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"Bauer, D.",NA,NA,"50525","auto",NA,"2004","12","02",NA,NA,NA,NA,NA,NA,NA
"138","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","18478","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Planta suculenta de aproximadamente 4m de altura, com caule alongado e gomos longitudinais. Flores branco-avermelhadas, perfumadas e com um longo tubo, frutos verdes e quando maduros avermelhados. Sementes negras, numerosa e dispersa em clareiras no inter","Neves, M.","300","1983","04",NA,NA,"Brasil","Banhado Grande, Sanga da Porteira",NA,"HAS0018478",NA,NA,"Rio Grande do Sul","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,"Bauer, D.",NA,NA,"25424","auto",NA,"2004","12","02",NA,NA,NA,NA,NA,NA,NA
"139","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","79210","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","No campo, em lugar seco e pedregoso.","Mattos, J.","22257","1981","01",NA,NA,"Brasil","Fazenda Capão Redondo, 23 km do IBDF, na rodovia para Jaraguão",NA,"HAS0079210",NA,NA,"Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"Bauer, D.",NA,NA,"51462","auto",NA,"2004","12","02",NA,NA,NA,NA,NA,NA,NA
"140","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","71702","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Orla de mato, plantas altas, flores alvas.","Nunes, V.F.","582","1990","02",NA,NA,"Brasil","Morro Santana",NA,"HAS0071702",NA,NA,"Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"Bauer, D.",NA,NA,"29946","auto",NA,"2004","12","02",NA,NA,NA,NA,NA,NA,NA
"141","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","79212","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.",NA,"Mattos, J.; Mattos, N., Vasconcellos, J. & Albuquerque, E.","22919","1982","01",NA,NA,"Brasil","Parque Estadual do Turvo, cerca de 4 km da sede",NA,"HAS0079212",NA,NA,"Rio Grande do Sul","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,"Bauer, D.",NA,NA,"14404","auto",NA,"2004","12","02",NA,NA,NA,NA,NA,NA,NA
"142","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","31037","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K. Schum.","Mata de restinga, flor.","Silveira, N.","10876","1990","12",NA,NA,"Brasil","Parque Estadual de Itapuã, Praia de Fora",NA,"HAS0031037",NA,NA,"Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"Bauer, D.",NA,NA,"41667","auto",NA,"2004","12","02",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:03:01-03","IBt","SP","8848","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Edwall, G","CGG3362","1896","11",NA,NA,"Brasil",NA,NA,"SP023324","SP023324",NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Zappi, DC",NA,NA,"53584","auto",NA,"1989","09","14",NA,NA,NA,NA,NA,NA,NA
"144","2020-08-27 12:19:16-03","IBt","SP","304665","S","Plantae",NA,NA,"Cactaceae","Cereus","hildmannianus","Cereus hildmannianus","K.Schum.",NA,"Souza, JP","365","1996","02","14",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-02-19 17:10:42-03","GH","HU-HERB","GH 01874756","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(Linnaeus) Miller",NA,"J. A. Shafer","115","1917","3","6","South America","Argentina","[no additional data]","Sheet",NA,NA,NA,"Entre Rios","Concordia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115","undetermined"
"146","2019-02-19 17:11:26-03","GH","HU-HERB","GH 01874757","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(Linnaeus) Miller",NA,"H. H. Bartlett","21399","1944","1","21","South America","Uruguay","3 km. North of Castillos","Sheet,Sheet",NA,NA,NA,"Rocha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21399","undetermined"
"147","2019-02-19 17:11:43-03","GH","HU-HERB","GH 01874758","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cereus","peruvianus","Cereus peruvianus","(Linnaeus) Miller",NA,"H. H. Bartlett","21399","1944","1","21","South America","Uruguay","3 km. North of Castillos","Sheet,Sheet",NA,NA,NA,"Rocha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21399","undetermined"
