"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","locality","phylum","order","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","county","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","class","individualCount","sex"
"46","2021-03-01 16:25:10-03","UNICAMP","UEC","66772","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Abbud, V; Pires, FRS; Godoy, SAP","CFSC10753",NA,"Brazil","Minas Gerais",NA,NA,"Erva, folhas em roseta incanas, escapo ca. 30 cm, flores alvas, anteras pappus amarelos.; Cerrado.","UEC129473","1987","10","09","Serra do Cipó. Bifurcação para Morro do Pilar. Próximo à bifurcação.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129473","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Franco, IM","2013","04","26557","auto",NA,NA,NA,NA,NA
"47","2021-03-01 16:25:10-03","UNICAMP","UEC","69472","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Sakuragui, CM; Souza, VC","56",NA,"Brazil","Minas Gerais",NA,NA,"Erva, invólucro grisáceo, flores alvas.; Campo rupestre.","UEC129470","1990","08","02","Serra do Cipó, km 109 (atual) da Rodovia B. Horizonte - Conceição do Mato Dentro.","Magnoliopsida",NA,"(Baker) Roque",NA,NA,"UEC129470","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Roque, N","1999",NA,"26557","auto",NA,NA,NA,NA,NA
"48","2020-12-21 16:17:05-03","MBM","MBM","243736","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Roque, N.; et al.; et al.","411","Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM243736","1997","12","09","Estrada para Milho Verde",NA,NA,"(Baker) Roque",NA,NA,"MBM243736","-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,"Roque, N.",NA,NA,"101169","auto",NA,NA,NA,NA,NA
"49","2020-12-21 16:17:05-03","MBM","MBM","244579","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Souza, V.C.; et al.; et al.","11553","Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM244579","1996","07","03","Serra do Cipó",NA,NA,"(Baker) Roque",NA,NA,"MBM244579","-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Roque, N.",NA,NA,"26557","auto",NA,NA,NA,NA,NA
"50","2020-12-21 16:17:05-03","MBM","MBM","198507","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Ziller, S.R.; et al.; et al.","1624","Southern America","Brazil","Paraná",NA,NA,NA,"MBM198507","1996","10","12","Rio Iapó, Guartelá",NA,NA,"(Baker) Roque",NA,NA,NA,"-50.4136009216309","-24.5093994140625","Tibagi",NA,NA,"Hatschbach, G.",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"51","2020-12-21 16:17:05-03","MBM","MBM","54463","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Gibbs, P.E.","4110","Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM054463","1977","01","02","30km NE. de Lavras",NA,NA,"(Baker) Roque",NA,NA,"MBM054463","-44.999698638916","-21.2453002929688","Lavras",NA,NA,"Roque, N.",NA,NA,"20044","auto",NA,NA,NA,NA,NA
"52","2015-09-04 06:09:14-03","MNHN","RECOLNAT_MNHN_P","P02418575","PreservedSpecimen",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Glaziou, A.",NA,NA,"Brasil","Minas Gerais","hb",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02418575' target='other'> <mi>dwc_moreinfo</mi></a>","P02418575","1892","4","4","Brésil, Minas, Serra dos Cristaes, prés ad Diamantina. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"(Baker) Roque",NA,NA,"P02418575_01",NA,NA,NA,NA,NA,"Roque",NA,NA,NA,NA,NA,"19554",NA,NA,NA
"53","2015-09-04 06:09:14-03","MNHN","RECOLNAT_MNHN_P","P02418576","PreservedSpecimen",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Glaziou, A.",NA,NA,"Brasil","Minas Gerais","hb",NA,". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02418576' target='other'> <mi>dwc_moreinfo</mi></a>","P02418576","1892","4","4","Brésil. Serra dos Cristaes, près de Diamantina. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"(Baker) Roque",NA,NA,"P02418576_01",NA,NA,NA,NA,NA,"Roque",NA,NA,NA,NA,NA,"19554",NA,NA,NA
"54","2015-09-04 13:44:06-03","MNHN","RECOLNAT_MNHN_P","P00114316","PreservedSpecimen",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00114316' target='other'> <mi>dwc_moreinfo</mi></a>","P00114316","1892","4","4","Serra das Cristaes, près de Diamantina",NA,NA,"(Baker) Roque",NA,NA,"P00114316_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19554 a",NA,NA,NA
"55","2015-09-04 06:09:58-03","MNHN","RECOLNAT_MNHN_P","P00114341","PreservedSpecimen",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Smith, L.B.|Ormond, W.T.|Segadas-Vianna, F.|Dau, L.",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00114341' target='other'> <mi>dwc_moreinfo</mi></a>","P00114341","1952","4","28","Mun. Jaboticatubas : Serra do Cipo, Palacio",NA,NA,"(Baker) Roque","1200",NA,"P00114341_01","-43.58333","-19.16667",NA,NA,NA,"Roque",NA,NA,NA,NA,NA,"6749",NA,NA,NA
"56","2015-09-28 02:47:45-03","MNHN","RECOLNAT_MNHN_P","P00114390","PreservedSpecimen",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Gardner, G.",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00114390' target='other'> <mi>dwc_moreinfo</mi></a>","P00114390",NA,NA,NA,"Minas Geraes",NA,NA,"(Baker) Roque",NA,NA,"P00114390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4956",NA,NA,NA
"57","2015-09-28 02:48:04-03","MNHN","RECOLNAT_MNHN_P","P00114391","PreservedSpecimen",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Gardner, G.",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00114391' target='other'> <mi>dwc_moreinfo</mi></a>","P00114391",NA,NA,NA,"Minas Geraes",NA,NA,"(Baker) Roque",NA,NA,"P00114391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4956",NA,NA,NA
"58","2015-09-28 02:48:21-03","MNHN","RECOLNAT_MNHN_P","P00114392","PreservedSpecimen",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Gardner, G.",NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00114392' target='other'> <mi>dwc_moreinfo</mi></a>","P00114392",NA,NA,NA,"Minas Geraes",NA,NA,"(Baker) Roque",NA,NA,"P00114392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4956",NA,NA,NA
"59","2015-09-04 10:56:07-03","MNHN","RECOLNAT_MNHN_P","P04453073","PreservedSpecimen",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Mello-Silva, R.|Kawasaki, M.L.|Rapini, A.",NA,NA,"Brasil","Minas Gerais","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04453073' target='other'> <mi>dwc_moreinfo</mi></a>","P04453073","1997","10","2","Brésil. Estrada para o distrito de Mendanha (BR 367), ca. de 7km de Diamantina, nascentes do córrego Soberbo. Diamantina, Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"(Baker) Roque","1300",NA,"P04453073_01","-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,"Roque",NA,NA,"101169","auto",NA,"1517",NA,NA,NA
"60","2020-10-01 14:15:14-03","JBB","HEPH","12526","S","Plantae","Asteraceae","Actinoseris","arenaria","Actinoseris arenaria",NA,"Ferreira, MB","s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"1972","04","21","Serra do Cipó","Dicotyledon","Asterales","(Baker) Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-01 14:15:14-03","JBB","HEPH","7778","S","Plantae","Asteraceae","Actinoseris","arenaria","Actinoseris arenaria",NA,"Salles, AEH","1833","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"1992","04","06","APA (Area de Protecao Ambiental)- Serra do Cipo-MG.","Dicotyledon","Asterales","(Baker) Roque",NA,NA,NA,NA,NA,NA,NA,NA,"Roque, N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-01 14:15:14-03","JBB","HEPH","22823","S","Plantae","Asteraceae","Actinoseris","arenaria","Actinoseris arenaria",NA,"Salles, AEH","4239","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"2006","08","02",NA,"Dicotyledon","Asterales","(Baker) Roque",NA,NA,NA,"-43.3763999938965","-19.2155990600586","Morro do Pilar",NA,NA,"Oliveira, MS; Chacon, RG",NA,NA,"18539","auto",NA,NA,NA,NA,NA
"63","2020-10-01 14:15:47-03","JBB","HEPH","21094","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Salles, AEH","3295","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"2004","11","13","Serra do Cipó próximo a Estátua do Juquinha","Dicotyledon","Asterales","(Baker) Roque","140","140",NA,"-43.558889","-19.253056","Jaboticatubas","-43.558889","-19.253056","Monge, ME",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-01-29 17:16:15-03","UFMG","BHCB","119927","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Batista, JAN; Martins, CAN","2246","Southern America","Brasil","Minas Gerais",NA,NA,"Erva terrestre, em campo rupestre sobre areia branca. Solo arenoso, seco.",NA,"2007","11","14","BR-259, cerca de 20 km S de Datas, 5 km após a entrada para Pres. Kubitschek, em direção a Serro.","Dicotyledon",NA,"(Baker) N.Roque","1168","1168",NA,"-43.594556","-18.570528","Presidente Kubitschek","-43.594556","-18.570528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-01-29 17:16:15-03","UFMG","BHCB","144561","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Rodrigues, LC","42","Southern America","Brasil","Minas Gerais",NA,NA,"erva em área de campo, flor branca; erva em área de campo, flor branca","BHCB008853","2007","07","11","Parque Nacional da Serra do Cipó, Alto do Palácio","Dicotyledon",NA,"(Baker) N.Roque","1400","1400",NA,"-43.516667","-19.25","Morro do Pilar","-43.516667","-19.25",NA,"2013","07",NA,NA,"10",NA,NA,NA,NA
"66","2021-01-29 17:16:15-03","UFMG","BHCB","179208","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2752","Southern America","Brasil","Minas Gerais",NA,NA,"Erva terrestre; raque da inflorescência e brácteas involucrais cobertas por indumento ferrugíneo; flores brancas.; Campo Rupestre Quartzítico",NA,"2015","10","19","RPPN Capanema","Dicotyledon",NA,"(Baker) N.Roque",NA,NA,NA,"-43.605","-20.197222","Ouro Preto","-43.605","-20.197222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-01-29 17:16:15-03","UFMG","BHCB","183941","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Paiva, JAM; Souza, LS; Silva, E","1136","Southern America","Brasil","Minas Gerais",NA,NA,"Herbáceo, 0,4m alt. Terrestre. Brácteas florais brancas.; Campo Rupestre Quartizito.",NA,"2016","11","24","RPPN Capivari II","Dicotyledon",NA,"(Baker) N.Roque","1290","1290",NA,"-43.652778","-20.166667","Itabirito","-43.652778","-20.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-01-29 17:16:15-03","UFMG","BHCB","42230","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Stehmann, JR; Franceschinelli, EV","2365","Southern America","Brasil","Minas Gerais",NA,NA,"Plantas do Brasil. Campo arenoso-pedregoso. Subarbusto. Folhas rosetadas, flores liguladas brancas.; subarbusto, folhas roseatada, em campo arenoso-pedregoso, flores ligulada brancas","BHCB008854","1998","07","11","Serra do Cipó.","Dicotyledon",NA,"(Baker) N.Roque","1100","1200",NA,"-43.588889","-19.2875","Santana do Riacho","-43.588889","-19.2875",NA,"2013","07",NA,NA,"10",NA,NA,NA,NA
"69","2021-01-29 17:16:15-03","UFMG","BHCB","4697","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Coeli, R; Andrade, PM de; Grandi, TSM","1397","Southern America","Brasil","Minas Gerais",NA,NA,"Campo rupestre. Herbáceo.",NA,"1983","05","18","Serra do Cipó.","Dicotyledon",NA,"(Baker) N.Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-01-29 17:16:15-03","UFMG","BHCB","18189","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Cordeiro, SV","s.n.","Southern America","Brasil","Minas Gerais",NA,NA,"Campo rupestre. Subarbustivo. Inflorescência branca. Pedúnculo da inflorescência com pelos lanuginosos.",NA,"1990","05","19","Serra do Cipó.","Dicotyledon",NA,"(Baker) N.Roque",NA,NA,NA,"-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"71","2021-01-29 17:16:15-03","UFMG","BHCB","17502","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Fonseca, FG; Couto, D","s.n.","Southern America","Brasil","Minas Gerais",NA,NA,"Campo rupestre. Herbáceo.",NA,"1990","04","21","Serra do Cipó.","Dicotyledon",NA,"(Baker) N.Roque",NA,NA,NA,"-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"72","2021-02-11 17:18:08-03","UFPR","UPCB","9085","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Hatschbach, G.","27447",NA,"Brasil","Minas Gerais",NA,NA,"Capítulos alvos, campo arenoso. Alt.: 1200m s.n.m..",NA,"1971","09","08","Serra do Espinhaço",NA,NA,"(Baker) Roque",NA,NA,NA,"-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,"Franco, I.M.","2013","09","101169","auto","26",NA,NA,NA,NA
"73","2020-06-15 15:28:54-03","UNESP-RC","HRCB","1168","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Cesar, O.","s/n",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"1979","06","02","Serra do Cipó",NA,NA,"(Baker) Roque",NA,NA,NA,"-43.7449989318848","-19.513599395752","Jaboticatubas",NA,NA,"Roque, N.","2016","07","31264","auto","08",NA,NA,NA,NA
"74","2020-06-15 15:28:54-03","UNESP-RC","HRCB","29061","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Farinaccio, M.A.","26",NA,"Brasil","Minas Gerais",NA,NA,"Herbácea, brácteas brancas com estames amarelos.",NA,"1997","06","07","Serra do Cipó",NA,NA,"(Baker) Roque",NA,NA,NA,"-43.7144012451172","-19.1688995361328","Santana do Riacho",NA,NA,"Roque, N.","2016","07","26557","auto","08",NA,NA,NA,NA
"75","2019-05-23 11:07:56-03","UFLA","ESAL","24173","S","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Mansanares, ME; Nicolau, W","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Erva. Flores creme.; Campo rupestre",NA,"2014","12","15","Serra de Carrancas, Salto",NA,NA,"(Baker) Roque",NA,NA,NA,"-44.6425018310547","-21.4874992370605","Carrancas",NA,NA,"Mansanares, ME","2014","02","21143","auto","15",NA,NA,NA,NA
"76","2020-09-12 05:00:02-03","US","US","3653916","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"N. Roque & A. Quaresma","3736","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01951664","2012","9","25","Planalto Diamantina, Diamantina, Estrada para Milho Verde para Capivari. APA Aguas Vertentes",NA,"Asterales","(Baker)","1108",NA,"US01951664_01","-43.4619","-18.4831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"77","2020-09-12 05:00:02-03","US","US","3383258","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"J. R. Stehmann & E. V. Franceschinelli","2365","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01209048","1998","7","11","Santana do Riacho: Cerra do Cipo",NA,"Asterales","(Baker)","1100","1200","US01209048_01","-43.5889","-19.2875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"78","2020-09-12 05:00:02-03","US","US","3654014","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"N. Roque & A. Quaresma","3726","South America - Neotropics","Brazil","Minas Gerais",NA,NA,"ALCB no. 106076","US01209044","2012","9","23","Planalto Diamantina, Datas, Estrada de Poco Fundo para Engenho da Bilia",NA,"Asterales","(Baker)","1155",NA,"US01209044_01","-43.6797","-18.6658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"79","2020-09-12 05:00:02-03","US","US","3653914","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"N. Roque & A. Quaresma","3751","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01951659","2012","9","27","Planalto Diamantina, Serra Azul de Minas, Santo Antonio do Itambe, Trilha das Campinas",NA,"Asterales","(Baker)","1193",NA,"US01951659_01","-43.3567","-18.4792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"80","2020-09-12 05:00:02-03","US","US","2197832","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"L. B. Smith","6749","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01209049","1952","4","28","Mun. Jobaticatubas, Serra do Cipo, Palacio",NA,"Asterales","(Baker)","1200",NA,"US01209049_01","-43.58","-19.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"81","2020-09-12 05:00:02-03","US","US","3680838","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"N. Roque, P. T. Sano, M. Trovó, C. Andrino & et al.","4598","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01622220","2014","11","28","Diamntina, Fazenda Gaviao, Baliza",NA,"Asterales","(Baker)","1197",NA,"US01622220_01","-43.7131","-17.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"82","2020-09-12 05:00:02-03","US","US","3432906","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"R. Mello-Silva, M. L. Kawasaki & A. Rapini","1517","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01209045","1997","10","2","Diamantina: estrada para o distrito de Mendanha (BR 367), ca. de 7 km de Diamantina, nascantes do corrego Soberbo",NA,"Asterales","(Baker)","1300",NA,"US01209045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"83","2020-09-12 05:00:02-03","US","US","2121734","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"W. A. Archer & M. Barreto","4915","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01209046","1936","7","6","Cerro do Cipo, k. 121, Santa Luzia",NA,"Asterales","(Baker)",NA,NA,"US01209046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"84","2020-09-12 05:00:02-03","US","US","3659947","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"N. Roque & A. Quaresma","3727","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US03458499","2012","9","23","Planalto Diamantina, Estrada de Poco Fundo para Engenho da Bilia.",NA,"Asterales","(Baker)","1194",NA,NA,"-43.6886","-18.5297","Datas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"85","2020-09-12 05:00:02-03","US","US","3371727","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"N. Roque & P. Hervencio","469","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01209047","1998","10","28","Santana do Riacho, Serra do Cipo, Estrada Delo Horizonte-Conceicao do Mato Dentro, Corrego 2 Pontinhas",NA,"Asterales","(Baker)",NA,NA,"US01209047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"86","2020-09-12 05:00:02-03","US","US","1066991","PreservedSpecimen","Plantae","Asteraceae","Trichocline","arenaria","Trichocline arenaria","Isotype","G. Gardner","4956","South America - Neotropics","Brazil","Goiás",NA,NA,NA,"US00119944",NA,NA,NA,"Itambe.",NA,"Asterales","Baker in Mart.",NA,NA,"US00119944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"87","2020-09-02 16:21:35-03","Cenargen","CEN","81152","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"João Bernardo de Azevedo Bringel Jr.","903",NA,"Brasil","MG","Exsicatas",NA,"Folhas coletadas em sílica. BRASIL - Minas Gerais - HERBARIO UB.","CEN00081152","2012","01","07","Estrada Real.",NA,NA,"(Baker) Roque",NA,NA,"CEN00081152","-43.6002998352051","-18.2493991851807","DIAMANTINA",NA,NA,"J. B. Bringel","2012","01","101169","auto",NA,NA,NA,"1",NA
"88","2019-11-13 11:16:32-03","USP","SPF","134581","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Melo, GFA","3",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00134581","1998","04","15","Serra do Cipó",NA,NA,"(Baker) Roque",NA,NA,NA,NA,NA,NA,NA,NA,"Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:16:32-03","USP","SPF","134589","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Melo, GFA","6",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00134589","1998","04","14","Serra do Cipó",NA,NA,"(Baker) Roque",NA,NA,NA,NA,NA,NA,NA,NA,"Roque, N","1999",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:16:32-03","USP","SPF","134590","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Melo, GFA","9",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00134590","1998","04","14","Serra do Cipó",NA,NA,"(Baker) Roque",NA,NA,NA,NA,NA,NA,NA,NA,"Roque, N","1999",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:16:32-03","USP","SPF","134597","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Melo, GFA","19",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00134597","1999","01","27","Serra do Cipó",NA,NA,"(Baker) Roque",NA,NA,NA,NA,NA,NA,NA,NA,"Roque, N","1999",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-15 18:25:34-03","USP","SPF","218692","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Pena, MA","382",NA,"Brasil","Minas Gerais",NA,NA,"Erva. Haste pilosa.","SPF00218692","2007","07","08","Serra do Cipó, Km 113 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à Pedra do Elefante.",NA,NA,"(Baker) Roque","1226","1226",NA,"-43.560833","-19.456389","Santana do Riacho","-43.560833","-19.456389","Pena, MA","2009",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:16:32-03","USP","SPF","142588","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Lima, LR","128",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00142588","2000","08","23","Serra do Cipó",NA,NA,"(Baker) Roque",NA,NA,NA,NA,NA,NA,NA,NA,"Roque, N","2003","06",NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:16:32-03","USP","SPF","192225","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Mello-Silva, R","2975",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00192225","2007","11","16",NA,NA,NA,"(Baker) Roque","1109","1109",NA,"-43.551389","-18.369722","Diamantina","-43.551389","-18.369722","Loeuille, B","2008","07",NA,NA,NA,NA,NA,NA,NA
"95","2019-11-13 11:16:32-03","USP","SPF","202514","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Arbo, MM","4148",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00202514","1990","05","15","Serra do Cipó",NA,NA,"(Baker) Roque","1000","1320",NA,"-43.583333","-19.333333",NA,"-43.583333","-19.333333","Roque, N","1999",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-15 18:25:34-03","USP","SPF","209436","PreservedSpecimen","Plantae","Asteraceae","Richterago","arenaria","Richterago arenaria",NA,"Antar, GM; Escaramai, M; Kubo, MT; Sano, PT; Baleeiro, P","36",NA,"Brasil","Minas Gerais",NA,NA,"Erva ca. 55 cm alt. Capítulos com tricomas amarelados. Pétalas alvas.","SPF00209436","2012","07","04","Parque Nacional da Serra do Cipó, Trilha do Travessão.",NA,NA,"(Baker) Roque","1100","1100",NA,"-43.524444","-19.331083","Santana do Riacho","-43.524444","-19.331083","Antar, GM","2012","08",NA,NA,NA,NA,NA,NA,NA
