"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber"
"49","2020-02-08 09:13:00-03","NBC","NL-BOTANY","L.1062528","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Erythrina","verna","Erythrina verna","Vell.",NA,"Krukoff BA",NA,"1933","08","08","Southern America","Brazil","Acre",NA,"Basin of Rio Purus Rio Purus","-69","-9.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062528","NL-L1062528",NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333","Magnoliopsidae","U 0054898 | Uw 19910",NA,NA
"50","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U 0054899","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Erythrina","verna","Erythrina verna","Vell.",NA,"Krukoff BA",NA,"1933","08","08","Southern America","Brazil","Acre",NA,"Basin of Rio Purus Rio Purus","-69","-9.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200054899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0054899",NA,NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333","Magnoliopsidae","Uw 19910",NA,NA
"51","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U 0270699","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Erythrina","verna","Erythrina verna","Vell.",NA,"Krukoff BA",NA,"1933","08","08","Southern America","Brazil","Acre",NA,"Basin of Rio Purus Rio Purus","-69","-9.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270699",NA,NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333","Magnoliopsidae","Uw19910",NA,NA
"52","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U.1243355","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Erythrina","verna","Erythrina verna","Vell.",NA,"Krukoff BA",NA,"1933","08","08","Southern America","Brazil","Acre",NA,"Basin of Rio Purus Rio Purus","-69","-9.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243355","NL-U1243355",NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333","Magnoliopsidae",NA,NA,NA
"53","2020-11-04 11:09:32-03","ESALQ","ESA","7364","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Martins, R.B.","83.0","1991","08","16",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA007364","ESA007364",NA,NA,"44778","auto","1992","03","20",NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:09:32-03","ESALQ","ESA","28277","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, M.V.","Dubs, B.","1713.0","1994","08","27",NA,"Brasil","Mato Grosso","Alto Paraguai",NA,"-56.4824981689453","-14.5136003494263",NA,NA,"ESA028277","ESA028277",NA,NA,"78022","auto","2011","02","02",NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:09:32-03","ESALQ","ESA","69126","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Martins, R.B.",NA,"1991","08","16",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA069126","ESA069126",NA,NA,"44778","auto","1992","03","20",NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:09:32-03","ESALQ","ESA","13665","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Barreto, K.D. et al.","1157.0","1993","09","09",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA013665","ESA013665",NA,NA,"44778","auto","1993","09","09",NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:09:32-03","ESALQ","ESA","106368","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Erythrina","verna","Erythrina verna",NA,"Martins, M.V.","Forzza, R.C.",NA,"2001","09","02",NA,"Brasil","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373",NA,NA,"ESA106368","ESA106368",NA,NA,"11991","auto","2011","02","02",NA,NA,NA,NA,NA,NA
"58","2020-11-04 10:55:48-03","ESALQ","ESA","142605","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins. M.V. & Monge, M.","Martins, M.V.","166.0","2010","08","05",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"ESA142605",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:09:32-03","ESALQ","ESA","69059","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Erythrina","verna","Erythrina verna",NA,NA,"Martins, R.B.","83.0","1992","03","20",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA069059",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:09:32-03","ESALQ","ESA","88628","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Kirizawa, M.","Kirizawa, M.","1896.0","1987","08","20",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"ESA088628","ESA088628",NA,NA,"30784","auto","1987","10","06",NA,NA,NA,NA,NA,NA
"61","2021-01-14 15:29:19-03","MN","R","119179","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Barros, A.A.M.; Machiline, I. & Lima, I.H.C","Prance, G.T.; Pena, B.S.; Ramos, J.F. & Videcki Jr, E.R.",NA,"1966","09","19",NA,"Brasil","Amazonas",NA,"Rio Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","11",NA,NA,NA,NA,NA,NA,NA
"62","2021-01-14 15:29:19-03","MN","R","131309","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Barros, A.A.M.; Machiline, I. & Lima, I.H.C","Mello Filho, L.E.","2024","1963","08","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","11",NA,NA,NA,NA,NA,NA,NA
"63","2021-01-14 15:29:19-03","MN","R","14005","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Barros, A.A.M.; Machiline, I. & Lima, I.H.C","Ducke, W.A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Santa Maria Magdalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","11",NA,NA,NA,NA,NA,NA,NA
"64","2021-01-14 15:29:19-03","MN","R","140114","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Barros, A.A.M.; Machiline, I. & Lima, I.H.C","Oliveira, V.M.A.",NA,"1981","06","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","11",NA,NA,NA,NA,NA,NA,NA
"65","2021-01-14 15:29:19-03","MN","R","144485","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Barros, A.A.M.; Machiline, I. & Lima, I.H.C","Lowrie, S.R.; Lowy, B.; Nelson, B.; Ferreira, C.A.Cid; Rosas Jr.; A.; Moreira, M. & Souza,V.M.",NA,"1980","10","18",NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","11",NA,NA,NA,NA,NA,NA,NA
"66","2021-01-14 15:29:19-03","MN","R","190191","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Barros, A.A.M.; Machiline, I. & Lima, I.H.C","Almeida, V.C.","27","1994","09","23",NA,"Brasil",NA,NA,"São José dos Lopes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","11",NA,NA,NA,NA,NA,NA,NA
"67","2021-01-14 15:29:19-03","MN","R","43640","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Barros, A.A.M.; Machiline, I. & Lima, I.H.C",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"Rio do Catête",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","11",NA,NA,NA,NA,NA,NA,NA
"68","2021-01-14 15:29:19-03","MN","R","6981","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Barros, H.H.M. & Machline, I. & Lima, H.C.","Glaziou, A.F.M.","12586","1877","09","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000006981","R000006981_001",NA,NA,NA,NA,"2006","03","31",NA,NA,NA,NA,NA,NA
"69","2015-07-02 14:01:59-03","JBP","HPL","4502","S","Plantae",NA,NA,"Fabaceae-Faboideae","Erythrina","verna","Erythrina verna","Vell.","E.R. Salviani & H. Lorenzi","E.R. Salviani & H. Lorenzi","1548","2000","08","15",NA,"Brasil","RJ","Volta Redonda","Coletado nas proximidades da BR-116.","-44.1042","-22.5231",NA,NA,NA,NA,NA,NA,"16209","auto","2000","08","15",NA,NA,NA,NA,NA,NA
"70","2015-07-02 14:01:59-03","JBP","HPL","9953","S","Plantae",NA,NA,"Fabaceae-Faboideae","Erythrina","verna","Erythrina verna","Vell.","A. Campos-Rocha","A. Campos-Rocha","62","2007","07","27",NA,"Brasil","SP","Nova Odessa","Coletado e cultivado no Instituto Plantarum.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,"8440","auto","2007","07","27",NA,NA,NA,NA,NA,NA
"71","2019-07-26 11:40:26-03","IPA","IPA","9531","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Erythrina","verna","Erythrina verna","Vell.","Kruk, B.A.","Koscinski, M.","9531","1936","08",NA,"Southern America","Brasil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,"IPA0009531",NA,NA,NA,"53584","auto","1968","01",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-20 21:17:24-03","UFV","VIC","29238","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Garcia, F.C.P.","Morais, G.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,"A casca é usada como medicinal. Planta coletada durante consultoria para a Flora Medicinal.","VIC029238","VIC029238",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-20 21:17:24-03","UFV","VIC","23105","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Valente, G.E.; et al.","102","1995","08","02",NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,"Árvore, c.a. de 9,0 metros de altura; flores vermelhas, sem folhas, na beira da estrada e visitada por beija-flor.","VIC023105","VIC023105",NA,NA,"16921","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-20 21:17:24-03","UFV","VIC","21715","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Fernandes, J.M.","Fernandes, J.M.; Pellucci, C.B.M.","363","2006","08","19",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Beira da estrada.","-42.5208015441895","-20.6667003631592",NA,"Árvore, c.a. de 13 metros de altura; pedúnculo avermelhado e flores vermelhas. Esta espécie também é encontrada em sistemas agroflorestais na região de Araponga.","VIC021715","VIC021715",NA,NA,"16385","auto","2006","09","23",NA,NA,NA,NA,NA,NA
"75","2020-12-20 21:17:24-03","UFV","VIC","23452","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Bortoluzzi, R.L.C.","Bortoluzzi, R.L.C.; Canela (PERD)","224","1998","08","14",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Aníbal. Trilha de acesso à Lagoa do Aníbal.","-42.7322006225586","-19.7122001647949",NA,"Árvore, c.a. de 15 metros de altura, caducifolia com intensa floração. Inflorescências grandes ramificadas; flores com a corola vermelha e cálice verde, pubescente; caule com acúleos robustos, esbranquiçados; carena descolorida. Início","VIC023452","VIC023452",NA,NA,"28215","auto","1998","08","14",NA,NA,NA,NA,NA,NA
"76","2020-12-20 21:17:24-03","UFV","VIC","14130","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Triângulo Mineiro, Mata de Galeria.",NA,NA,NA,"Casca fissurada, corticenta, cinza amarelada; casca interna amarelo-ouro, alburno bege. Espinhos nos ramos (quando é brotação); pinada.","VIC014130","VIC014130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-20 21:17:24-03","UFV","VIC","29239","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Garcia, F.C.P.","Morais, G.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Propriedade do Sr. João dos Santos. Sistema agroflorestal.","-42.5208015441895","-20.6667003631592",NA,"A casca é usada como medicinal. Planta coletada durante consultoria para a Flora Medicinal.","VIC029239","VIC029239",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-20 21:17:24-03","UFV","VIC","23338","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Bortoluzzi, R.L.C.","Bortoluzzi, R.L.C.; et al.","598","1999","04","12",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Aníbal.","-42.7322006225586","-19.7122001647949",NA,"Árvore, c.a. de 15-20 metros de altura, coletada com flores em 08/1998 (Bortoluzzi, R.L.C. 224 et al.). Espécie caducifolia.","VIC023338","VIC023338",NA,NA,"28215","auto","1999","08","12",NA,NA,NA,NA,NA,NA
"79","2020-12-20 21:17:24-03","UFV","VIC","39211","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Filardi, F.L.R.; et al.","125","2002","09","25",NA,"Brasil","Minas Gerais","Volta Grande","Trevo para Barragem","-42.5388984680176","-21.7705993652344",NA,"Frutos; Árvore; Mata Ciliar","VIC039211","VIC039211",NA,NA,"11543","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 14:36:30-03","UFJF","CESJ","13380","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","M.V. Martins","M.C. Brügger","CESJ13380","1974","08","26","América do Sul","Brasil","Minas Gerais","Leopoldina",NA,"-42.6431007385254","-21.5319004058838",NA,"Árvore regular a grande, comum. Flores cinabarinas. Sem folhas nesta época.","CESJ013380",NA,NA,NA,"26325","auto","2017","02",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 14:36:30-03","UFJF","CESJ","28039","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","H.F. Leitão Filho","H.F. Leitão Filho","44","1967","08","02","América do Sul","Brasil","São Paulo","Aparecida do Norte",NA,NA,NA,NA,"Árvore muito ornamental e comum no Vale do Paraíba. Flores vermelhas magnificas. Floresce em agosto.","CESJ028039",NA,NA,NA,NA,NA,"1967","08","22",NA,NA,NA,NA,NA,NA
"82","2019-11-21 14:36:30-03","UFJF","CESJ","39074","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","M.V. Martins","L.C.S. Assis; R.C. Forzza; L.D. Meireles; V.R. Scalon; L. Menini Neto; V.R. Almeida","572",NA,NA,NA,"América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore ca. 10m, na borda da mata. Cálice em tons de verde e vermelho. Corola vermelha, frutos verdes imaturos. Pouco frequente.","CESJ039074",NA,NA,NA,"11991","auto","2017","02",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 14:36:30-03","UFJF","CESJ","34355","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","M.V. Martins","R.C. Forzza; R.M. Castro; V.R. Almeida; F.A.Fazza","1858","2001","09","02","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Árvore ca 15m alt. Inflorescencia com raque castanha. Flores com pedicelo vermelho, cálice vermelho a levemente esverdeado, corola e quilha vermelhas. Frutos imaturos verdes.","CESJ034355",NA,NA,NA,"11991","auto","2017","02",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 14:36:30-03","UFJF","CESJ","19889","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","M.V. Martins","L. Krieger","CESJ19889","1983","09","14","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,"árvore alta","CESJ019889",NA,NA,NA,"36144","auto","2017","02",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 14:36:30-03","UFJF","CESJ","27942","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","H.F. Leitão Filho","H.F. Leitão Filho","468","1968","08","01","América do Sul","Brasil","São Paulo","Ribeirão Preto","na beira da estrada para Jaboticabal","-47.810001373291","-21.1700000762939",NA,"Árvore; 12 m; flores purpureas; floresce em agosto.","CESJ027942",NA,NA,NA,"24390","auto","1968","08","04",NA,NA,NA,NA,NA,NA
"86","2021-04-07 11:44:10-03","UFMS","CGMS","56262","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","V. Demuner; L.F.S. Magnago","V. Demuner; L.F.S. Magnago; T. Cruz; Elias Bausen","2993","2006","10","18",NA,"Brasil","Espirito Santos","Águia Branca","Santa Luzia, prop Ciro Ferreira.","-40.6655556","-18.9777778",NA,"Papilionoideae. Fuste 5 m, Dap 40 cm,Frutos maduros. Habitat: Área Aberta Habito: Árvore, 12 m de altura","CGMS1086217",NA,"600","600",NA,NA,"2006","10","18","-40,6655556","-18,9777778",NA,NA,NA,NA
"87","2021-04-07 11:44:10-03","UFMS","CGMS","4865","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","H.C. Lima","U.M. Resende; et al.","877","1993","08","17",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Parque dos Poderes. Reserva.","-54.55","-20.45",NA,"Papilionoideae. Flor alaranjada. Habitat: Pastagem. Habito: Árvore.","CGMS1018940",NA,NA,NA,NA,NA,"2007","02","28","-54,55","-20,45",NA,NA,NA,NA
"88","2021-03-01 16:30:34-03","UNICAMP","UEC","155641","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Pereira, BAS","Pereira, BAS","3705","2010","09","20",NA,"Brazil","Tocantins",NA,"Folha: SD-23-Y-C. Região Administrativa de Brazlândia. Bacia do rioTocantins, vale do rio do sal, APA de Cafuringa.","-48.166667","-15.516667",NA,"Árvore decídua, ca 8-10 m altura e 25-40 cm DAP. Casca com ritidoma cinzento, relativamente liso, com protuberâncias verrucosas, esparsas. Flores vermelhas; frutos imaturos cor verde.; Solo vermelho-escuro, eutrófico. Vegetação: Fragme","UEC055750","UEC055750","820","820",NA,NA,"2010","09","20","-48.166667","-15.516667",NA,NA,NA,NA
"89","2021-03-01 16:30:34-03","UNICAMP","UEC","157954","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Lima, HC","6453","2006","09","10",NA,"Brazil","Rio de Janeiro","Petrópolis","Itaipava, Vale do Sossego. Condominio Vale do Sossego.","-43.155278","-22.423611",NA,"Árvore com 10 metros de altura. Tronco com casca lisa, levemente esfoliante, com acúleos, DAP 30cm. Inflorescência eréctas ou levemente curvadas., flores vermelho escarlate. 04 indivíduos remanescentes em enconsta degradada. Álcool 70","UEC015472","UEC015472","900","900",NA,NA,NA,NA,NA,"-43.155278","-22.423611",NA,NA,NA,NA
"90","2021-03-01 16:30:34-03","UNICAMP","UEC","158420","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Lima, HC","6477","2006","11","05",NA,"Brazil","Rio de Janeiro","Itaipava","Vale do Sossego, Início da Av. 1, próximo ao nº20.",NA,NA,NA,"Árvore com 10m de altura. Frutos foliculiforme, pericarpo castanho escuro, cano-argenteo na face interna. Sementes acastanhadas com manchas escuras. Fotos HCL.","UEC015577","UEC015577","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:30:34-03","UNICAMP","UEC","201946","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Capellari Jr, L","Barreto, KD; Fernandes, GD; Vitti, FX","01157","1993","09","09",NA,"Brazil","São Paulo","Piracicaba","Parque da ESALQ","-47.972011","-22.708611",NA,"Árvore, 7m de altura, áreas abertas, floração, sadia, tronco Liso, sem latex, flor vermelha, Fruto ausente.","UEC199833","UEC199833",NA,NA,NA,NA,"1993","09","09","-47.972011","-22.708611",NA,NA,NA,NA
"92","2019-08-20 10:13:33-03","UNICAMP","UEC","92265","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Kirizawa, M; Vital, D","1896","1987","08","20",NA,"Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro, Entre Areias e São José do Barreiro","-46.3657989501953","-20.2453002929688",NA,"Região montanhosa. Árvore alta ca. 15m alt., vistosa. Sem folhas com flores vermelhas vivas. Quando o ramo é quebrado exala um odor desagradável. frequ6ente na região.","UEC060656","UEC060656",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-08-20 10:13:33-03","UNICAMP","UEC","136808","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.",NA,"Kirizawa, M; Vital, D","1896","1987","08","20",NA,"Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro, Entre Areias e São José do Barreiro","-46.3657989501953","-20.2453002929688",NA,"Região montanhosa. Árvore alta ca. 15m alt., vistosa. Sem folhas com flores vermelhas vivas. Quando o ramo é quebrado exala um odor desagradável. frequ6ente na região.",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:30:34-03","UNICAMP","UEC","61263","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, MV","Stranghetti, V; Guimarães, PJF; Barbosa, AR; Martins, AL","23569","1990","09","27",NA,"Brazil","São Paulo","Campinas","Bosque dos Alemães, Fora do bosque na R. Pereira Tangirino próximo a entrada. 1 guarda.","-47.060001373291","-22.8999996185303",NA,"Árvore ca. de 3m, tronco com estrias brancas. Flores vermelhas.","UEC012458","UEC012458",NA,NA,"23900","auto","2011","11",NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:30:34-03","UNICAMP","UEC","201890","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Rodrigues, RR","Martins, RB","7364","1991","08","16",NA,"Brazil","São Paulo","Piracicaba","Parque da ESALQ/USP","-47.6399993896484","-22.7199993133545",NA,"Flores curvas, de cor vermelha.","UEC189904",NA,NA,NA,"44778","auto","1992","03","20",NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:30:34-03","UNICAMP","UEC","181729","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Martins, MV","Feitosa, L; Martins, MV","276","2014","08","10",NA,"Brazil","São Paulo","Ribeirão Preto","Vegetação ao lado da Universidade de São Paulo.","-47.810001373291","-21.1700000762939",NA,"Árvore de 4 m de altura, sem folhas, flores vermelhas.","UEC085300","UEC085300",NA,NA,"24390","auto","2014","08",NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:30:34-03","UNICAMP","UEC","9576","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Arzolla, FARDP","Shepherd, GJ; Shepherd, SLK","12847","1980","08","02",NA,"Brazil","São Paulo","São José do Barreiro","Km 267 da estrada SP 66","-44.5699996948242","-22.6399993896484",NA,"Árvore até 15m, tronco e ramos com espinhos. Flores vermelhas. Comum na área.; Beira de estrada.",NA,NA,"500","500","30784","auto","1995","11","21",NA,NA,NA,NA,NA,NA
"98","2019-08-20 10:13:33-03","UNICAMP","UEC","92297","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Pirani, JR","Hoehne, FC","231","1933","08","19",NA,"Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-08-20 10:13:33-03","UNICAMP","UEC","92264","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Hoehne, FC","Wahnschaffe","s.n.","1932","09","19",NA,"Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-08-20 10:13:33-03","UNICAMP","UEC","136792","S","Plantae","Magnoliopsida",NA,"Fabaceae","Erythrina","verna","Erythrina verna","Vell.","Krukoff, BA","Wahnschaffe","s.n.","1932","09","19",NA,"Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto","1978",NA,NA,NA,NA,NA,NA,NA,NA
