"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","recordNumber","locality","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"110","2021-03-24 17:08:44-03","UFES","SAMES","7402","PreservedSpecimen","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Verdi,M.","2009","11","05","Verdi,M.; Tomazi,A.L.;Klemz,G.","2009","11","05","Brasil","Santa Catarina","Siderópolis","-49.4244003295898","-28.5977993011475","-495900000.0","-286200000.0","Habitat: Floresta Ombrófila Densa Habito: Árvore","SAMES07402","479","479",NA,"2936","Barragem do Rio São Bento",NA,NA,NA,NA,NA,NA,"23427","auto",NA,NA,NA,NA,NA
"111","2020-07-02 18:54:32-03","UFJF","CESJ","42423","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns","J.G.de Carvalho-Sobrinho","2003","02",NA,"F.H.F.Nascimento","1999","08","16","Brasil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,"Árvore, ca. 8m de altura. Sem folhas. Botões vináceos com detalhes em marrom-escuro. Cálice vináceo. Pétalas esverdeadas a vináceos com tricomas enegrecidos. Ginec. alvo, filetes alvos. Anteras alvas a ocráceas. Ovário fecundado de verde a verde-amarelad","CESJ042423",NA,NA,NA,"240","Quintal de Elvira, 13°22'07 S 41°53'03 W. Alt: 1380 - 1400m.","Angiosperma",NA,"América do Sul",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA
"112","2019-11-21 14:39:11-03","UFJF","CESJ","17370","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns","M.C.Duarte","2007","02",NA,"L. Krieger; M. Sabino","1980","08","30","Brasil","Espirito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"Árvore tortuosa, à beira do mar, sobre rochedos. Flores com tépalas esverdeadas, estames brancos. Freqüentes.","CESJ017370",NA,NA,NA,"CESJs.n.,",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"113","2019-11-21 14:39:11-03","UFJF","CESJ","18461","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns",NA,NA,NA,NA,"S.S. Lafetá","1977","09","10","Brasil","Minas Gerais","Coração de Jesus","-44.3650016784668","-16.6853008270264",NA,NA,"Nome vulgar: Imbiruçu. Fruto: cápsula septífraga. Material exclusivo da carpoteca.","CESJ018461",NA,NA,NA,"s.n.","Fazenda Tamanduá","Angiosperma",NA,"América do Sul",NA,NA,NA,"49842","auto",NA,NA,NA,NA,NA
"114","2019-11-21 14:39:11-03","UFJF","CESJ","37711","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum majus","A.Robyns","J.G. Carvalho-Sobrinho","2015","12",NA,"R.C. Forzza; B.K.S. Franco; L.D. Meireles","2002","06","15","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"Árvore 20m altura. Folhas discolores. Flores com cálice verde a vináceo; pétalas alvas na face interna, nigrescentes na face externa; estames alvos; estiletes róseo.","CESJ037711",NA,NA,NA,"2206","Reserva Biológica da Represa do Grama","Angiosperma",NA,"América do Sul",NA,"majus",NA,"11991","auto",NA,NA,NA,NA,NA
"115","2019-11-21 14:39:11-03","UFJF","CESJ","58779","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns","C.N. Silva","2012","02","16","F.R.G. Salimena; L. Menini Neto","2010","09","23","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"Árvore ca. 4m, flores esverdeadas até alvas, estames alvos. Cultivada à direita da casa sede.","CESJ058779",NA,NA,NA,"2816","Jardim Botânico da UFJF","Angiosperma",NA,"América do Sul",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"116","2019-11-21 14:39:11-03","UFJF","CESJ","8865","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns","V.L.Martins","1992","06",NA,"U.C. Câmara","1970","07","28","Brasil","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,"Árvore regular, flores brancas, botões verde acastanhados. Sem folhas na ocasião.","CESJ008865",NA,NA,NA,"s.n.,",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-04-07 11:45:56-03","UFMS","CGMS","10540","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","M.C. Duarte","2008","05","27","G.A. Damasceno-Junior; M.M. Garcia","1999","11","29","Brasil","Mato Grosso do Sul","Bonito","-56.5905555","-21.1419444","-56,5905555","-21,1419444",NA,"CGMS1039835",NA,NA,NA,"1811","Em torno da gruta do lago Azul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-04-07 11:45:56-03","UFMS","CGMS","5412","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,"1995",NA,NA,"S.F. Athayde; S.F. Athayde","1994","05","14","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,"CGMS1018800",NA,NA,NA,"76","Ilha do Mel. Morro Bento Alves.",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"119","2019-11-27 13:50:20-03","UFS","ASE","28241","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns","Carvalho-Sobrinho, JG","2015","10","27","Déda, RM; Freire, GS; Matos, GMA","2013","01","17","Brasil","Sergipe","Lagarto","-37.645278","-10.879639","-37.645278","-10.879639","Árvore com cerca de 5 m. Flores alvas com sépalas ferrugíneas. Frutos imaturos verdes.","ASE0032318",NA,NA,"ASE0032318","220","Assentamento Che Guevara, Mata do Dr. João","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-27 13:50:20-03","UFS","ASE","30081","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns","Carvalho-Sobrinho, JG","2015","10","27","Farias, MCV; Santos, E; Déda, RM; Reis, JAF; Melo, LMS","2012","11","08","Brasil","Sergipe","Riachão do Dantas","-37.734222","-11.033222","-37.734222","-11.033222","Arvore ca. 13 m. Flores com estames alvos.","ASE0001640",NA,NA,"ASE0001640","474",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-27 13:50:20-03","UFS","ASE","7944","PreservedSpecimen","Plantae","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A. Robyns","Carvalho-Sobrinho, JG","2015","10","27","Landim, M","1998","01","23","Brasil","Sergipe","São Cristóvão","-37.206389","-11.014722","-37.206389","-11.014722","Árvore. 7. metro. decídua (sem folhas), frutos imaturos verdes, botões florais e flor com estames brancos (um só).; Árvore. 7. metro. decídua (sem folhas), frutos imaturos verdes, botões florais e flor com estames brancos (um só).","ASE0017851",NA,NA,"ASE0017851 ASE0017851_1","1373","próximo ao povoado Cabrita/ João Bebe Água","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-01 16:26:53-03","UNICAMP","UEC","195375","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Monge, M; Rocha, AC; Dutilh, JHA; Shimizu, GH","2016","10","01","Brazil","Espírito Santo","Santa Teresa","-41.149844","-20.374383","-41.149844","-20.374383","Árvore, até 4m, flores com corola internamente alva, externamente marrom, estigma róseo no ápice.; Próximo a morro da TV, inselberg, graníto, sítio do Seu Joãozinho","UEC141263","219","219","UEC141263","3309",". Patrimônio de Santo Antonio/João do Canaã, rio mangaba, sítio mangabeira. Sítio do Seu Joãozinho. Morro da antiga Torre de Tv. Próximo a divisa com São Roque do Canaã","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:26:53-03","UNICAMP","UEC","170318","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Garcia, LC",NA,NA,NA,"Garcia, LC","2009","07","06","Brazil","São Paulo","Santa Bárbara d'Oeste","-47.720969","-23.383744","-47.720969","-23.383744","Árvore de 8 m, flores só flores.; Mata ciliar em processo de restauração desde 1998.&nf;Mata Atlântica.&nf;Floresta Estacional Semidecídua.","UEC010455","554","554","UEC010455","65","Represa São Luís.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:26:53-03","UNICAMP","UEC","170311","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Garcia, LC",NA,NA,NA,"Garcia, LC","2008","10","24","Brazil","São Paulo","Iracemápolis","-47.875303","-22.968303","-47.875303","-22.968303","Árvore, flores.; Mata ciliar em processo de restauração desde 1987. &nf;Mata atlântica.&nf;Floresta Estacional Semidecídua.","UEC010434","608","608","UEC010434","14","Reserva de abastecimento público.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:26:53-03","UNICAMP","UEC","109513","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Carvalho-Sobrinho, JG","2004","09",NA,"Carneiro Torres, DS; França, F; Melo, E; Rios, L","1999","08","29","Brazil","Bahia","Caetité","-42.448889","-13.948889","-42.448889","-13.948889","Árvore ramificada desde a base, 7m alt. Folhas ausentes. Sépalas vinosas, pétalas coriáceas brancas intermente e externamente com indumento negro e coloração meio acinzentada e meio avermelhada. Cálice com glândulas vermelhas na base. Visitada por fo",NA,"855","855",NA,"103","Estrada para Odebrech, 14km de Caetité.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:26:53-03","UNICAMP","UEC","170310","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Garcia, LC",NA,NA,NA,"Garcia, LC","2009","10","13","Brazil","São Paulo","Iracemápolis","-47.875303","-22.968303","-47.875303","-22.968303","Árvore de 4 m, fruto maduro só fruto.; Mata ciliar em processo de restauração desde 1987.&nf;Mata Atlântica.&nf;Floresta Estacional Semidecídua.","UEC010431","608","608","UEC010431","122","Reserva de abastecimento público.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:26:53-03","UNICAMP","UEC","098554","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Carvalho-Sobrinho, JG","2004","09",NA,"Gentry, A; Vieira, MC; El-Dash, L","1987","09","06","Brazil","Minas Gerais","Fazenda Lagoa","-46.25","-21.416667","-46.25","-21.416667","Árvore 20 metros. Fruto uniformemente verde, completamente sem folha, tronco com casca castanho. Casca fina fragosa.; Floresta semi decidua.","UEC099036","800","800","UEC099036","59126","Mata Lagoa","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:26:53-03","UNICAMP","UEC","177927","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","2000","05","10","Brazil","São Paulo","Campinas","-46.916667","-22.816667","-46.916667","-22.816667","Nome popular: Embiruçu.; Árvore decídua, anemocórica, córtex rugoso, madeira leve, altura total: 12m, altura do fuste: 10m, PAP: 79cm. 76-100% da copa infestada por lianas.; Floresta estacional semidecidual","UEC002832","653","653","UEC002832","1467","Mata da Ribeirão da Cachoeira (Área C1); área total: 224,9ha","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:26:53-03","UNICAMP","UEC","195507","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","2016","10","04","Brazil","Espírito Santo","Pancas","-41.202239","-19.459414","-41.202239","-19.459414","Árvore, 3 m, frutos jovens e flores velhas.; Inselberg, pequeno agrupamento de plantas","UEC141261","213","213","UEC141261","3337",". Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas. Próximo aos primeiros pontões.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:26:53-03","UNICAMP","UEC","177926","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","2001","01","19","Brazil","São Paulo","Atibaia","-46.866667","-22.916667","-46.866667","-22.916667","Nome popular: embiruçu; Árvore decídua, anemocórica, córtex rugoso, madeira leve, altura total: 3m, altura do fuste: 2,5m, PAP: 16cm.; Floresta estacional semidecidual","UEC002822","717","717","UEC002822","3842","Mata da Fazenda Malabar (Fragmento M3); área total: 20ha.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:26:53-03","UNICAMP","UEC","195501","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","2016","10","05","Brazil","Espírito Santo","Linhares","-40.102322","-19.267986","-40.102322","-19.267986","Árvore, 4 m, frutos jovens, flores com estames alvos, parte externa da pétala mrrom-escura, parte interna alva, estigma róseo.; Mata de tabuleiro, baixa, aberta, semelhante fisionômicamente a uma restinga.","UEC141260","60","60","UEC141260","3342","Reserva da Vale do Rio Doce. Acero, estrada de acesso a rua do Flamengo.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:26:53-03","UNICAMP","UEC","199507","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Monge, M","2016","10","01","Brazil","Espírito Santo","Santa Teresa","-41.149722","-20.374444","-41.149722","-20.374444","Árvore; 3m, frutos verdes, jovens.","UEC170301","219","219","UEC170301","3312a","Patrimônio de Santo Antônio do Canaã, rio mangaba, sitio do seu Joãozinho. Morro da antiga Torre de TV. Próximo a divisa com são Roque do Canaã.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:26:53-03","UNICAMP","UEC","49724","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Bocage, AL","1995","08","30","Fischer, EA; Jimenez, FA","1988","03","17","Brazil","São Paulo",NA,NA,NA,NA,NA,"Árvores com 5m de altura, apenas com folhas crescendo em mata próximo ao Rio Verde.","UEC099013",NA,NA,"UEC099013","20682","E.E.E. Juréia-Itatins, Estação Ecológica Estadual Juréia - Itatins.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:26:53-03","UNICAMP","UEC","49725","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Bocage, AL","1995","08","20","Fischer, EA; Jimenez, FA","1988","07","18","Brazil","São Paulo",NA,NA,NA,NA,NA,"Árvore com cerca de 5-7m de altura. Crescendo em mata próximo ao Rio Verde e em costão. Apenas flores e frutos.","UEC099016",NA,NA,"UEC099016","20683","E.E.E. Juréia-Itatins, Estação Ecológica Estadual Juréia - Itatins.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:26:53-03","UNICAMP","UEC","50285","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Bocage, AL","1995","08","30","Fischer, EA; Jimenez, FA","1988","09","08","Brazil","São Paulo",NA,NA,NA,NA,NA,"Fruto de árvore que apresentava folhas velhas juntamente com flores. Mesmo indivíduo que 20732.","UEC099032",NA,NA,"UEC099032","20734","E.E.E. Juréia-Itatins, Juréia - Itatins.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:26:53-03","UNICAMP","UEC","50286","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Bocage, AL","1995","08","20","Fischer, EA; Jimenez, FA","1988","09","08","Brazil","São Paulo",NA,NA,NA,NA,NA,"Frutos coletados em árvores sem folhas mesmos individuais do númera 20683.","UEC099040",NA,NA,"UEC099040","20733","E.E.E. Juréia-Itatins","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:26:53-03","UNICAMP","UEC","50287","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Bocage, AL","1995","08","30","Fischer, EA; Jimenez, FA","1988","09","08","Brazil","São Paulo",NA,NA,NA,NA,NA,"Árvore com cerca de 5 - 7m. Crescendo em mata próxima ao Rio Verde.&nf;Apresentavam folhas velhas junto com flores.","UEC099015",NA,NA,"UEC099015","20732","E.E.E. Juréia-Itatins, Estação Ecológica Estadual Juréia - Itatins.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:26:53-03","UNICAMP","UEC","89209","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Toniato, MTZ; et al.","1993","11","17","Brazil","Rio de Janeiro","Angra dos Reis","-44.647222","-23.044167","-44.647222","-23.044167","Árvore de 6m de altura.","UEC099011",NA,NA,"UEC099011","30161","Praia do Manduri.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:26:53-03","UNICAMP","UEC","98554","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Carvalho-Sobrinho, JG","2004","09",NA,"Gentry, A; Vieira, MC; El-Dash, L","1987","09","06","Brazil","Minas Gerais","Fazenda Lagoa","-46.25","-21.416667","-46.25","-21.416667","Árvore 20 metros. Fruto uniformemente verde, completamente sem folha, tronco com casca castanho. Casca fina fragosa.; Floresta semi decidua.",NA,"800","800",NA,"59126","Mata Lagoa","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:26:53-03","UNICAMP","UEC","109513","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Torres, C; França, F; Melo, E; Rios, L","1999","08","29","Brazil","Bahia","Caetité","-42.4749984741211","-14.0693998336792",NA,NA,"Árvore ramificada desde a base, 7m alt.&nf;folhas ausentes, Sépalas vinosas, pétalas coriáceas brancas internamente e externamente com indumento negro e coloração meio acinzentada e meio avermelhada. Cálice com glândulas vermelhas na bas","UEC099018",NA,NA,"UEC099018","103","14km de Caetité na estrada para Odebrech.&nf;Alt.: 855.","Magnoliopsida",NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"141","2021-03-01 16:26:53-03","UNICAMP","UEC","118921","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Carvalho-Sobrinho, JG","2004","09",NA,"Folli, DA","1993","08","13","Brazil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"Cor da flor: Branco&nf;Cor do botão: Verde escuro.&nf;Cor da exudação: Incolor.&nf;Forma do Fuste: Cilindrico.&nf;Superficie da Casca: Áspera.&nf;Porte: Arbóreo.&nf;Altura Total: 8m.&nf;Altura do Fuste: 4m.&nf;CAP do Fuste: 57cm.&nf;Diametro da Copa: 6m.&nf;Exudação: Se",NA,NA,NA,NA,"1956","Reserva Natural da CVDR, Estrada do Flamengo. Km: 1,05.","Magnoliopsida",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"142","2021-03-01 16:26:53-03","UNICAMP","UEC","118920","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Carvalho-Sobrinho, JG","2004","09",NA,"Farias, GL","1993","09","23","Brazil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"Cor do fruto maduro: Verde Escuro.&nf;Cor do fruto imaturo: Verde Escuro.&nf;Cor da exudação: Incolor.&nf;Forma do Fuste: Cilindrica&nf;Superficie da Casca: Áspera.&nf;Porte: Arbóreo.&nf;Altura Total: 8m.&nf;Altura do Fuste: 4m.&nf;CAP do Fuste: 57cm.&nf;Diametro da C",NA,NA,NA,NA,"641","Reserva Natural da CVDR, Estrada do Flamengo. Km: 1,05.","Magnoliopsida",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"143","2021-03-01 16:26:53-03","UNICAMP","UEC","194286","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Semir, J","2001","08","13","Folli, DA","1993","08","23","Brazil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"Arbóreo. Forma do Fuste: cilíndrico; Superfície da Casca: áspera; Cor do Botão: verde escuro; Cor da Flor: branca; Cor da Exsudação: incolor; Altura: 8; Altura do Fuste :4; CAP do Fuste: 57; Diâmetro da Copa: 6; Exsudação: seiva; Des","UEC133508",NA,NA,"UEC133508","4542","Reserva Natural da CVRD. Estrada Flamengo, Km 1,05","Magnoliopsida",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"144","2021-03-01 16:26:53-03","UNICAMP","UEC","82344","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","Carvalho-Sobrinho, JG","2004","09",NA,"Leitão Filho, HF; Martins, FR; Tamashiro, JY; Bernacci, LC; Meira Neto, JAA","1988","10","14","Brazil","Minas Gerais","Inconfidentes","-46.3278007507324","-22.3169002532959",NA,NA,"Árvore de 10m. Frutos maduros.",NA,NA,NA,NA,"20895",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"13133","auto",NA,NA,NA,NA,NA
"145","2021-03-01 16:26:53-03","UNICAMP","UEC","60619","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Britez, RM; Souza, WS","1986","06","08","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"Árvore de 10m flores brancas, parcialmente sem folhas, em floresta encosta.","UEC099020",NA,NA,"UEC099020","24635","Ilha do Mel. Morro do Meio.","Magnoliopsida",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"146","2021-03-01 16:26:53-03","UNICAMP","UEC","070583","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Toledo, DV; Bertoni, JEA","1992","02","17","Brazil","São Paulo","Águas da Prata","-46.7099990844727","-21.9300003051758",NA,NA,"Árvore 7-8m inteiror da mata.; Mata mesófila semidecídua.","UEC029061",NA,NA,"UEC029061","26057","Reserva Estadual de águas da prata.","Magnoliopsida",NA,NA,NA,NA,NA,"13435","auto",NA,NA,NA,NA,NA
"147","2021-03-01 16:26:53-03","UNICAMP","UEC","58898","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Meira Neto, JAA; Grombone-Guaratini, MT; Bernacci, LC","1988","06","08","Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"Botões fechados, cálice esverdeado com glândulas avermelhadas corola esverdeada - nigrescente, árvore com 8m.","UEC099023",NA,NA,"UEC099023","21498","Pico da Pedra Grande.","Magnoliopsida",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA
"148","2019-08-20 10:08:21-03","UNICAMP","UEC","88163","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Rodrigues, RR","1988","05","23","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,"UEC099012",NA,NA,"UEC099012","s.n.","CATI - Av. Brasil.","Magnoliopsida",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"149","2021-03-01 16:26:53-03","UNICAMP","UEC","115013","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Cielo-Filho, R","2000","07","11","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"Árvore de aproximadamente 12m de altura, casca levemente fissurada, flores brancas.","UEC099022",NA,NA,"UEC099022","166","Distrito de Sousas. &nf;Mata Ribeirão Cachoeira - Condomínio Colinas do Atibaia.","Magnoliopsida",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"150","2021-03-01 16:26:53-03","UNICAMP","UEC","144751","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Ikemoto, E","2005","08","22","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"Árvore de 7m; pétalas com face interior branca e exterior com pontos ásperos pretos; estames brancos.","UEC099024",NA,NA,"UEC099024","0541","Entorno da lagoa principal.","Magnoliopsida",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"151","2019-08-20 10:08:21-03","UNICAMP","UEC","162389","S","Plantae","Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns",NA,NA,NA,NA,"Santin, DA","1993","06","07","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,"UEC038980",NA,NA,"UEC038980","30908","Instituto de Química UEC","Magnoliopsida",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
