"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","typeStatus","locality","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"11","2021-03-15 16:37:00-03","NY","NYBG","00918421","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"A. B. Joly","1972","04","15","Brazil","Minas Gerais","Jaboticatubas","-43.7447","-19.5136",NA,NA,"1020","1020","NY00918421","NY00918421_01","1399","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987492' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Km 112 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00918463","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","J. G. Rohwer","H. S. Irwin","1971","01","28","Brazil","Minas Gerais",NA,"-43.4927778","-20.1263",NA,NA,"1500","1500","NY00918463","NY00918463_01","29297","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987902' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Espinhaço, ca. 12 km W. of Barão de Cocais, base of Serra da Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00918420","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"G. G. Hatschbach","1973","02","14","Brazil","Minas Gerais","Jaboticatubas","-43.7447","-19.5136",NA,NA,"1300","1300","NY00918420","NY00918420_01","31575","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987491' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Fda. Serra do Cipó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","886978","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"J. G. Kuhlmann",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NY00886978","NY00886978_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069221' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Guanabara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","538017","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NY00538017","NY00538017_01","6666","South America","sheet",NA,"donné par Mme Simard, sa fille, en 1907 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683367' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00918470","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","J. G. Rohwer","A. P. Duarte","1962","03","15","Brazil","Minas Gerais",NA,"-43.499904","-19.221042",NA,NA,NA,NA,"NY00918470","NY00918470_01","6471","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987993' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Cipó, Palacinho km. 131.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00918410","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"W. R. Anderson","1973","04","09","Brazil","Minas Gerais",NA,"-43.53314","-18.18611",NA,NA,"1300","1300","NY00918410","NY00918410_01","8381","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987395' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"10 km by road NE of Diamantina on road to Rio Jequití. Serra do Espinhaço.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","684706","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","H. H. van der Werff","W. Ganev","1994","06","02","Brazil","Bahia","Abaíra","-41.85","-13.32",NA,NA,"1230","1230","NY00684706","NY00684706_01","3287","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880089' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Entre Samambaia - Serrinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","537994","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","J. B. Baitello","J. A. Piementa","1989","07","03","Brazil","Paraná","Tibagi","-50.4133","-24.5094",NA,NA,NA,NA,"NY00537994","NY00537994_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403432' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Fazenda Iapó. Cidade: Tibagi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00918416","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"H. S. Irwin","1971","01","18","Brazil","Minas Gerais",NA,"-43.67613","-19.82237",NA,NA,"1800","1800","NY00918416","NY00918416_01","28675","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987413' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Espinhaço, slopes of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","539434","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"R. M. Klein","1955","03","17","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"350","350","NY00539434","NY00539434_01","1222","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151915' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Morro da Fazenda, Itajaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","538007","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"A. Gehrt","1925","03","18","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"NY00538007","NY00538007_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=347039' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Sao Paulo, Pirajussara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01112737","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"R. M. Harley","1977","03","03","Brazil","Bahia",NA,"-41.17","-11.57",NA,NA,"1000","1000","NY01112737","NY01112737_01","19330","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262463' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Ca. 2 km SW of the town of Morro do Chapeu, on the Utinga road.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","539464","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"A. P. Duarte","1961","03","07","Brazil","Rio de Janeiro","Rio de Janeiro","-43.245505","-22.956326",NA,NA,NA,NA,"NY00539464","NY00539464_01","5523","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659552' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Estrada do Redentor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00918426","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"E. Pereira","1955","05","24","Brazil","Minas Gerais","Diamantina","-43.6003","-18.2494",NA,NA,NA,NA,"NY00918426","NY00918426_01","1500","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987505' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","518034","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","H. H. van der Werff","A. M. Amorim","1993","05","26","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,NA,NA,"NY00518034","NY00518034_01","1287","South America","sheet",NA,"Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403441' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na Picada do Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","537992","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","H. H. van der Werff","G. G. Hatschbach","1999","05","16","Brazil","Espírito Santo","Alfredo Chaves","-40.83312","-20.549265",NA,NA,"800","800","NY00537992","NY00537992_01","69094","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403440' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Estrada Sao Bento de Urânia a Alfredo Chaves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","539432","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"R. Reitz","1954","04","28","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"350","350","NY00539432","NY00539432_01","1815","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151919' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","paratype","Morro da Fazenda, Itajaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","539462","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"Pessoal do Horto Florestal","1927","03","07","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"NY00539462","NY00539462_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659550' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Mata do Horto Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-29 21:39:00-03","NY","NYBG","00918408","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia",NA,NA,"A. F. M. Glaziou","1892","04","23","Brazil","Minas Gerais","Diamantina","-43.6003","-18.2494",NA,NA,NA,NA,"NY00918408","NY00918408_01","19777","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987373' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Biribiri,  Brésil (Minas) Biribiry.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","469383","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"H. de F. Leitão Filho","1979","09","10","Brazil","São Paulo","Joanópolis","-46.27","-22.9303",NA,NA,NA,NA,"NY00469383","NY00469383_01","10405","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496411' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Nativo em area da mata a 15km da Cidade junto a Cachoeira dos Pretos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 21:39:00-03","NY","NYBG","00918418","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia",NA,NA,"R. P. Belém","1968","06","27","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NY00918418","NY00918418_01","3758","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987485' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Rodovia BR 4, km 944.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00918462","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"H. S. Irwin","1970","03","29","Brazil","Minas Gerais","Diamantina","-43.742436","-18.0234644",NA,NA,"1150","1150","NY00918462","NY00918462_01","28562","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987900' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Espinhaço, ca. 7 km N. of São João da Chapada, road to Campo do Sampaio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-02-01 14:08:00-02","NY","NYBG","538001","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia",NA,"J. G. Rohwer","G. J. Schwarz","1945","04","26","Argentina","Misiones","San Ignacio",NA,NA,NA,NA,"4","4","NY00538001",NA,"1051","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403446' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Puerto Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","537990","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","H. H. van der Werff","R. M. Harley","1977","03","18","Brazil","Bahia","Rio de Contas","-41.95","-13.55",NA,NA,"1500","1600","NY00537990","NY00537990_01","19630","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403442' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra das Almas. Middle N.E. slopes of the Pico das Almas ca. 25 km. W.N.W. of the Vila do Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00918459","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","J. G. Rohwer","H. S. Irwin","1968","02","16","Brazil","Minas Gerais",NA,"-43.68","-18.57",NA,NA,"1300","1300","NY00918459","NY00918459_01","20190","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987891' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Cipó, km 132, (ca. 153km N. of Belo Horizonte).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","539435","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"R. M. Klein","1955","05","25","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"300","300","NY00539435","NY00539435_01","1388","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151916' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Morro da Fazenda, Itajaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00918458","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","H. H. van der Werff","W. R. Anderson","1973","04","15","Brazil","Minas Gerais",NA,"-43.56681","-18.16389",NA,NA,NA,NA,"NY00918458","NY00918458_01","8947","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987888' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Espinhaço, 10 km by road SW of Rio Jequití and Mendanha on road to Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00918423","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"A. P. Duarte","1965","04","16","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NY00918423","NY00918423_01","9119","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987496' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Cipó, km. 134 mais ou menos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00918412","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"H. S. Irwin","1968","02","20","Brazil","Minas Gerais",NA,"-43.548872","-19.278562",NA,NA,"1300","1300","NY00918412","NY00918412_01","20591","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987402' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Cipó, km. 118 (ca. 153 km N. of Belo Horizonte).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00918413","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez",NA,"H. S. Irwin","1970","03","15","Brazil","Minas Gerais",NA,"-43.50795","-18.1448",NA,NA,"800","800","NY00918413","NY00918413_01","27562","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987405' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Serra do Espinhaço, ca. 25 km E. of Diamantina, near Rio Jequití",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","537996","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","(Schott) Mez","H. H. van der Werff","G. G. Hatschbach","1969","05","16","Brazil","Paraná","Terra Boa","-52.4442","-23.7683",NA,NA,NA,NA,"NY00537996","NY00537996_01","21537","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403435' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales",NA,"Fda. Mururê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
