"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","487256","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","ficoidea","Alternanthera ficoidea","(L.) R.Br.","J. C. de Siqueira",NA,NA,NA,"J. Lobao","1947","02","15","Brazil","Rio de Janeiro","Rio de Janeiro","J. Botânico","-43.2075","-22.9031",NA,NA,NA,NA,"NY00487256","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487256_01","Magnoliophyta","Caryophyllales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01212716","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","ficoidea","Alternanthera ficoidea","(L.) R.Br.","T. M. Pedersen",NA,NA,NA,"G. Davidse","1980","04","02","Brazil","Pará","Marapanim","Village of Camara, ca. 11 km northwest of Marudá","-47.7","-0.62",NA,NA,"2","2","NY01212716","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212716_01","Magnoliophyta","Caryophyllales","17775","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","487257","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","ficoidea","Alternanthera ficoidea","(L.) R.Br.","T. M. Pedersen",NA,NA,NA,"M. M. Arbo","1997","01","14","Brazil","Bahia","Governador Mangabeira","BR-101, proximidades de la represa Pedra do Cavalho, spbre el rio Paraguaçu","-39.02","-12.58",NA,NA,"100","200","NY00487257","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487257_01","Magnoliophyta","Caryophyllales","7210","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1181532","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","ficoidea","Alternanthera ficoidea","(L.) R.Br.","P. Gomes",NA,NA,NA,"A. Melquiades","2003","02","26","Brazil","Pernambuco","Igarassu","Usina São José - Mata da Usina São José.","-34.9064","-7.83417",NA,NA,NA,NA,"NY01181532","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1386625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181532_01","Magnoliophyta","Caryophyllales","42","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","777777","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","ficoidea","Alternanthera ficoidea","(L.) R.Br.","M. Borgo",NA,NA,NA,"M. Borgo","1999","12","04","Brazil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo","-51.97","-23.98",NA,NA,NA,NA,"NY00777777","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777777_01","Magnoliophyta","Caryophyllales","559","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00837995","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"E. Onishi","1969","02","14","Brazil","Mato Grosso",NA,"Xavantina - Fazenda Guanabara.",NA,NA,NA,NA,NA,NA,"NY00837995","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931166' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","943","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-28 15:31:00-03","NY","NYBG","487063","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella",NA,"J. A. Mears",NA,NA,NA,"N. Lima","1968","01","05","Brazil","Rio Grande do Norte",NA,"Santana. Sítio do Sr. Otílio",NA,NA,NA,NA,NA,NA,"NY00487063","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160844' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","42","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","487072","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","L. P. de Queiroz",NA,NA,NA,"L. P. de Queiroz","1987","12","21","Brazil","Bahia","Feira de Santana","10 km NE do Entroncamento da BA-052 com a estrada para Jaguara","-39.0183","-12.2069",NA,NA,NA,NA,"NY00487072","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160823' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","1723","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","309728","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","05","08","Bolivia","Santa Cruz","Florida","Along dirt road from Mairana to Alto de Mairana, 2.2 km (by road) W of Todos Santos, 5.8 km (by road) W of Mairana.","-64.0083","-18.13",NA,NA,"1475","1475","NY00309728","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160815' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","49258","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00838000","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","T. M. Pedersen",NA,NA,NA,"E. P. Heringer","1962","05","05","Brazil","Distrito Federal","Brasília","Plano Pilôto","-47.9294","-15.7797",NA,NA,NA,NA,"NY00838000","No: 17.029 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931182' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00837986","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","T. M. Pedersen",NA,NA,NA,"W. R. Anderson","1973","04","06","Brazil","Goiás","Cristalina","35 km by road E of Cristalina.","-47.35","-16.78",NA,NA,"990","990","NY00837986","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931135' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","8318","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","487070","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","T. M. Pedersen",NA,NA,NA,"S. A. Mori","1981","06","06","Brazil","Bahia","Paulo Afonso","Bairro of Vila Nobre on the N outskirts of the city","-38.2144","-9.4061",NA,NA,NA,NA,"NY00487070","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160827' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","14205","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00838004","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"G. Eiten","1962","04","06","Brazil","Maranhão","Loreto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. About 30 km. south of Lorêto, about 1/2 km north of main house of Fazenda São Raimundo on trail to Fazenda Santa Rita.","-45.1411018371582","-7.08444023132324",NA,NA,"200","300","NY00838004","No: 17.029 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931196' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","10433","South America","sheet","79629","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00838003","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","T. M. Pedersen",NA,NA,NA,"G. Eiten","1970","01","15","Brazil","Maranhão","Barra do Corda","Outskirts of Barra do Corda, ca. 1 km south of center of city. At Sítio dos Ingleses school grounds, on east slope of Rio Corda River Valley.","-45.25","-5.52",NA,NA,NA,NA,"NY00838003","No: 17.029 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931193' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","10320","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","487214","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"G. Klug","1930","04",NA,"Peru","Loreto",NA,"Mishuyacu, near Iquitos","-73.412281","-3.792532",NA,NA,"100","100","NY00487214","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160843' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","1209","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00838007","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"G. Eiten","1962","03","29","Brazil","Maranhão","Loreto","Ilha de Balsas betwen the Balsas and the Parnaíba Rivers. ca. 40 km south of Loreto. A few hundred meters east of the place called Picada.","-45.07","-7.4",NA,NA,"250","250","NY00838007","No: 17.029 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931218' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","3946","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","487068","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","T. M. Pedersen",NA,NA,NA,"R. M. Harley","1977","03","26","Brazil","Bahia",NA,"Serra do Rio de Contas. Ca. 0.5 km. SW of Jussiape by the Rio de Contas, on the road to Marcolino Moura","-41.62","-13.52",NA,NA,"500","500","NY00487068","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160825' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","20025","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","487069","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla",NA,NA,NA,NA,"J. L. Hage","1981","05","21","Brazil","Bahia","Ilhéus","Area de CEPEC, km 22 da Rodovia Ilhéus/Itabuna (Br 415)","-39.2273659","-14.771874",NA,NA,"50","50","NY00487069","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160852' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","731","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-28 15:31:00-03","NY","NYBG","487066","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella",NA,"J. A. Mears",NA,NA,NA,"R. P. Belém","1965","07","01","Brazil","Bahia","Itabuna","Rodovia Itabuna - Uruçuca","-39.2803","-14.7858",NA,NA,NA,NA,"NY00487066","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160842' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","1244","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00838008","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"G. Eiten","1962","03","12","Brazil","Maranhão","Balsas","Balsas","-46.0356","-7.5325",NA,NA,"235","235","NY00838008","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931223' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","3584","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","487050","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. C. de Siqueira",NA,NA,NA,"G. G. Hatschbach","1970","09","28","Brazil","Paraná","Ibipora","Rio Tibagi","-51.0481","-23.2694",NA,NA,NA,NA,"NY00487050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160830' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","24840","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00837990","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"H. S. Irwin","1970","02","06","Brazil","Minas Gerais","Paracatú","Serra da Anta, summit of chapada, ca. 12 km N. of Paracatú","-46.95105","-17.14195",NA,NA,"950","950","NY00837990","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","26177","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00837989","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"H. S. Irwin","1966","04","21","Brazil","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, ca. 35 km N.E. of Formosa.","-47.1025","-15.30964",NA,NA,"800","800","NY00837989","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931146' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","15216","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","487051","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. C. de Siqueira",NA,NA,NA,"G. G. Hatschbach","1969","07","10","Brazil","Paraná","Alvorada do Sul","Rio Paranapanema, Porto Alvorada","-51.2308","-22.7806",NA,NA,NA,NA,"NY00487051","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160831' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","21722","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00837998","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"Y. E. J. Mexia","1931","04","22","Brazil","Minas Gerais","Corinto","Corinto. Fazenda do Diamante; Corriga do Angico","-44.4564","-18.3808",NA,NA,"600","600","NY00837998","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931176' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","5694","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","487055","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","M. H. Nee",NA,NA,NA,"S. A. Mori","1978","11","19","Brazil","Bahia","Jequié","Ca. 3 km a W de Jequié","-40.0833","-13.8578",NA,NA,NA,NA,"NY00487055","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160836' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","11180","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00838001","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"D. R. Hunt","1966","06","23","Brazil","Goiás","Piranhas","Caiaponia-Aragarças road, 2 km. SE of Piranhas.","-51.8219","-16.4269",NA,NA,"600","1000","NY00838001","No: 17.029 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931185' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","6168","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","487060","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"G. G. Hatschbach","1969","05","15","Brazil","Paraná","Terra Boa","Fda. Mururé","-52.4442","-23.7683",NA,NA,NA,NA,"NY00487060","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160841' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","21506","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00837993","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"E. H. G. Ule","1910","09",NA,"Brazil","Ceará",NA,"Serra de Baturité",NA,NA,NA,NA,NA,NA,"NY00837993","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931160' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","9029","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","487067","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","T. M. Pedersen",NA,NA,NA,"G. F. J. Pabst","1959","11","29","Brazil","Rio de Janeiro","Petrópolis","No caminho p/ Indepêndencia","-43.1783","-22.505",NA,NA,"800","800","NY00487067","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160824' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","5201","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","487071","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. G. Jardim",NA,NA,NA,"J. G. Jardim","1997","04","02","Brazil","Bahia","Ilhéus","Universidade Estadual de Santa Cruz - UESC, área próxima a torre administrativa","-39.1719","-14.7972",NA,NA,NA,NA,"NY00487071","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=160822' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Caryophyllales","1043","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00837988","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","J. A. Mears",NA,NA,NA,"H. S. Irwin","1966","06","23","Brazil","Goiás","Piranhas","Ca. 2 km. S. E. of Piranhas. Drainage of the Upper Rio Araguaia.","-51.82","-16.52",NA,NA,"700","700","NY00837988","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837988_01","Magnoliophyta","Caryophyllales","17695","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
