"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","relatedCatalogItem"
"51","2021-01-26 13:57:00-03","IMA","MAC","31239","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","E.C.O.Chagas","2007","09","29","Chagas-Mota","2007","09","29","Brasil","Alagoas","Maceió","Serra da Saudinha.","-35.708947","-9.649842","-35.708947","-9.649842","Epífita. Flores róseas.; Floresta Pluvial Atlântica. Mata em encosta.","MAC0031239",NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 11:50:06-03","UFPE","UFP","74330","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Pessoa, E","2013","04",NA,"Pessoa, E; Amorim, BS; Costa-Lima, JL","2013","04","02","Brasil","Alagoas","Murici",NA,"-35.9432983398438","-9.30667018890381",NA,NA,NA,"UFP074330",NA,"1086",NA,NA,NA,NA,NA,NA,"22851","auto",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2691409","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum",NA,NA,NA,NA,NA,"G. Hatschbach","1966","3","31","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14169","10","10",NA,"Orchidales","South America",NA,NA,NA,"Monocotyledonae","1",NA
"54","2021-03-25 13:53:06-03","UNIVILLE","JOI","14786","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Mancinelli, W. S.","2013","12","12","Mancinelli, W.S.","2013","12","12","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITO: Epífita","JOI014786",NA,"1458","200","200",NA,NA,NA,NA,"37150","auto",NA,NA,NA
"55","2021-03-25 13:53:06-03","UNIVILLE","JOI","5311","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","W.S. Mancinelli",NA,NA,NA,"F.C.S. Vieira","2005","06","06","Brasil","Santa Catarina","São Francisco do Sul","Ilha Grande.","-48.6380996704102","-26.2432994842529",NA,NA,"; HABITAT: mata; HABITO: erva terrestre","JOI005311",NA,"1121","40","40",NA,NA,NA,NA,"23627","auto",NA,NA,NA
"56","2019-10-07 09:19:59-03","UEFS","HUEFS","231182","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Rosa, P.O.","2016","08","28","Brasil","Rio de Janeiro","Campos dos Goytacazes","Parque Estadual do Desengano.Localidade de Mocotó, cachoeira Tombo D'Água. Vegetação na beira da cachoeira Tombo D'Água.","-41.755278","-21.8125","41w45'19''","21s48'45''","Epífita, ciófila.Nós antigos paleáceos. Folhas concatenadas verde claras e folhas mais aintigas com as bordas arroxeadas.Flores pardacentas passadas. Frutos imaturos verde- claros. 5-8 ramos nesse indivíduo. Visto ca.dez indivíduos. ALTURA: 6,0 m. Habitat: Mata de baixada na beira de um rio encaixoeirado. Local considerado um dos mais preservados da UC.Hábito/Forma de vida: erva.","HUEFS0231182","HUEFS0231182","1077","344","344","Angiospermae","Asparagales",NA,NA,NA,NA,"Lilianae",NA,NA
"57","2019-10-07 09:19:59-03","UEFS","HUEFS","202104","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","D.N.Carvalho","2014","12",NA,"Paixão, J.L.","2011","03","04","Brasil","Bahia","Almadina","Serra do Corcovado, 9,8 Km ao Sul de Coaraci, na Rodovia Coaraci/Almadina. Área da Caixa D'agua , SAAE. Estrada a Norte de Almadina.","-39.6371994018555","-14.7053003311157",NA,NA,"Floresta Ombrófila. Montana e Submontana.","HUEFS0202104","HUEFS0202104","1762","300","1000","Angiospermae","Asparagales",NA,NA,"14289","auto","Lilianae",NA,NA
"58","2019-07-09 12:42:57-03","F","FMNH-SEEDPLANTS","V0433144F","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum",NA,NA,NA,NA,NA,"G. G. Hatschbach","1964","1","24","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0433144F","V0433144F_01","11068",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Monocotyledoneae",NA,NA
"59","2019-07-09 12:42:57-03","F","FMNH-SEEDPLANTS","V0433145F","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum",NA,NA,NA,NA,NA,"P. Dusén","1912","4","17","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0433145F","V0433145F_01","7",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Monocotyledoneae",NA,NA
"60","2020-07-23 12:17:15-03","CEPLAC","CEPEC","114597","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum",NA,"Sem Informação",NA,NA,NA,"Amorim, A. M.","2006","10","13","Brasil","Bahia","PORTO SEGURO","Estrada que liga Eunápolis à Porto Seguro. RPPN Estação Veracruz.","-39.202222","-16.419167","39W12'8","16S25'9","Flores em álcool. UNICATA.",NA,NA,"6477","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-23 12:17:15-03","CEPLAC","CEPEC","140388","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum",NA,"Moraes, A. O.",NA,NA,NA,"Moraes, A. O.","2011","08","10","Brasil","Bahia","UNA","Fazenda Santa Cruz. Próximo a Reserva Biológica de Una.","-39.040833","-15.173333","39W2'27","15S10'24","Planta coletada em fragmento florestal adjacente a pastagem. Unicata",NA,NA,"959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-23 12:17:15-03","CEPLAC","CEPEC","33178","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum",NA,"L. P. Felix",NA,NA,NA,"A. M. de Carvalho","1983","10","22","Brasil","Bahia","ILHÉUS","Km 35 na estrada p/ Serra Grande.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"30/03/1996"
"63","2020-08-20 20:37:53-03","UFSC","FLOR","1418","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Hatschbach, G.","1964",NA,NA,"Hatschbach, G.","1964","01","24","Brasil","Paraná","Campina Grande do Sul","Rod. BR 2, Rio Pardinho.","-49.0553016662598","-25.3055992126465",NA,NA,"epífita, pendente, flor verde-claro","FLOR0001418",NA,"11068",NA,NA,NA,"Asparagales",NA,NA,"55154","auto",NA,NA,NA
"64","2020-08-20 14:54:45-03","UFSC","FLOR","8254","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Pessoa, E.","2013","10","02","Reis, A.","1976","02","01","Brasil","Santa Catarina","Brusque","Azambuja.","-48.9174995422363","-27.0981006622314",NA,NA,"epífita, flor esverdeada. Já está há muitos anos em cultivo.","FLOR0008254",NA,"62","30","30",NA,"Asparagales",NA,NA,"19684","auto",NA,NA,NA
"65","2020-08-20 20:37:53-03","UFSC","FLOR","4003","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Pabst, G.","1975",NA,NA,"Klein, R.M.","1969","02","12","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor esverdeada","FLOR0004003",NA,"8162","400","400",NA,"Asparagales",NA,NA,"27000","auto",NA,NA,NA
"66","2020-08-20 20:37:53-03","UFSC","FLOR","3293","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Pabst, G.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","1972","01","17","Brasil","Santa Catarina","Governador Celso Ramos","Jordão, Governador Celso Ramos.","-48.5592002868652","-27.3146991729736",NA,NA,"flor branca","FLOR0003293",NA,"9990","350","350",NA,"Asparagales",NA,NA,"13751","auto",NA,NA,NA
"67","2020-08-20 20:37:53-03","UFSC","FLOR","2574","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Pabst, G.","1974",NA,NA,"Bresolin, A.","1971","01","15","Brasil","Santa Catarina","Imaruí","Alto Rio D#?#Una.","-48.8199996948242","-28.3414001464844",NA,NA,"epífito, flor branca. Exemplar único.","FLOR0002574",NA,"1103","450","450",NA,"Asparagales",NA,NA,"29971","auto",NA,NA,NA
"68","2020-08-20 14:54:45-03","UFSC","FLOR","2628","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Pabst, G.","1974","06","24","Klein, R.M.; Bresolin, A.","1973","11","19","Brasil","Santa Catarina","Paulo Lopes","Bom Retiro.","-48.6836013793945","-27.9617004394531",NA,NA,"flor branca. Eemplar único.","FLOR0002628",NA,"10843","300","300",NA,"Asparagales",NA,NA,"23385","auto",NA,NA,NA
"69","2017-09-11 17:11:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","molle","Epidendrum molle","Rchb.f.",NA,NA,NA,NA,"Incógnit",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco haud indicato",NA,NA,NA,NA,"ex Reichb. f. loc. cit.",NA,NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:11:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","molle","Epidendrum molle","Rchb.f.",NA,NA,NA,NA,"Incógnit",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco haud indicato",NA,NA,NA,NA,"ex Reichb. f. loc. cit.",NA,NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Wawra, H",NA,NA,NA,"Brazil","Bahia","Ilhéus","prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,"P03P5N0040","s.n.",NA,NA,NA,NA,"Southern America",NA,"61245","auto",NA,NA,NA
"72","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Maly, FP",NA,NA,NA,"Brazil","Bahia","Ilhéus","prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,"P03P5N0040","250",NA,NA,NA,NA,"Southern America",NA,"61245","auto",NA,NA,NA
"73","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Riedel, L",NA,NA,NA,"Brazil",NA,NA,"in Brasilia locis haud indicatis",NA,NA,NA,NA,NA,NA,"P03P5N0040","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Blanchet, JS",NA,NA,NA,"Brazil","Bahia",NA,"Habitat in prov. Bahia",NA,NA,NA,NA,NA,NA,"P03P5N0040","1755",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Riedel, L",NA,NA,NA,"Brazil",NA,NA,"in Brasilia locis haud indicatis",NA,NA,NA,NA,NA,NA,"P03P5N0040","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"In prov. Rio de Janeiro ad Serra de Santa-Anna",NA,NA,NA,NA,"Floret Februario",NA,"P03P5N0040","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,NA,NA,"P03P5N0040","3606",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Blanchet, JS",NA,NA,NA,"Brazil","Bahia",NA,"Habitat in prov. Bahia",NA,NA,NA,NA,NA,NA,"P03P5N0040","1755?",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Loddiges, CL",NA,NA,NA,"Brazil",NA,NA,"in Brasilia locis haud indicatis",NA,NA,NA,NA,NA,NA,"P03P5N0040","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Loddiges, CL",NA,NA,NA,"Brazil",NA,NA,"in Brasilia locis haud indicatis",NA,NA,NA,NA,NA,NA,"P03P5N0040","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"In prov. Rio de Janeiro ad Serra de Santa-Anna",NA,NA,NA,NA,"Floret Februario",NA,"P03P5N0040","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Burchell, WJ","1826","12","15","Brazil","São Paulo","São Bernardo do Campo","IBB/ Rio das Pedras, São Bernardo do Campo, SP, Rio das Pedras","-46.466667","-23.85","-46.466667","-23.85",NA,NA,"P03P5N0040","3606",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Maly, FP",NA,NA,NA,"Brazil","Bahia","Ilhéus","prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,"P03P5N0040","250?",NA,NA,NA,NA,"Southern America",NA,"61245","auto",NA,NA,NA
"84","2017-09-11 17:11:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.",NA,NA,NA,NA,"Wawra, H",NA,NA,NA,"Brazil","Bahia","Ilhéus","prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,"P03P5N0040","s.n.",NA,NA,NA,NA,"Southern America",NA,"61245","auto",NA,NA,NA
"85","2021-02-08 12:52:13-03","UFRGS","ICN","157707","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Buzatto, CR",NA,NA,NA,"Buzatto, CR; Paiva, LFL","2008","07","04","Brasil","RS","Morrinhos do Sul","Lageadinho","-49.934700012207","-29.3649997711182",NA,NA,NA,"ICN00039880",NA,"384",NA,NA,"Monocotyledon",NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"86","2021-02-08 12:52:13-03","UFRGS","ICN","015166","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Dutra, J",NA,NA,NA,"Dutra, J","1934","12","08","Brasil","RS","Osório","Porto da Cachoeira","-50.2696990966797","-29.8866996765137",NA,NA,"Flores albas.","ICN00039878",NA,"1166",NA,NA,"Monocotyledon",NA,"América do Sul",NA,"27350","auto",NA,NA,NA
"87","2021-02-08 12:52:13-03","UFRGS","ICN","066712","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Waechter, JL","1986",NA,NA,"Waechter, JL","1986","04","19","Brasil","RS","Terra de Areia","Torres","-50.07080078125","-29.5853004455566",NA,NA,"Epífito a cerca de 2 m de altura com flores brancas. Plantas pendentes.; Interior de mata turfosa","ICN00039873",NA,"2159",NA,NA,"Monocotyledon",NA,"América do Sul",NA,"32697","auto",NA,NA,NA
"88","2021-02-08 12:52:13-03","UFRGS","ICN","083685","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Waechter, JL","1988",NA,NA,"Waechter, JL","1988","05",NA,"Brasil","RS","Torres","Campo Bonito","-49.7268981933594","-29.3353004455566",NA,NA,"Epífito pendente a 2 m de altura, plantas glaucas (cerosas), flores brancas ou perogônio com leve tonalidade verde-clara.; Em mata turfosa","ICN00039876",NA,"2325",NA,NA,"Monocotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA
"89","2021-02-08 12:52:13-03","UFRGS","ICN","047252","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Waechter, JL","1980",NA,NA,"Waechter, JL","1980","02","28","Brasil","RS","Torres","Lageadinho","-49.7268981933594","-29.3353004455566",NA,NA,"Epífito pendente a cerca de 2 m de altura, flores brancas, esporão nectarífero, flores suavemente aromáticas durante a noite.; Interior de mata úmida","ICN00039875",NA,"1572",NA,NA,"Monocotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA
"90","2021-02-08 12:52:13-03","UFRGS","ICN","123273","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Pabst, G",NA,NA,NA,"Klein, RM; Bresolin, A","1972","01","17","Brasil","SC","Governador Celso Ramos","Jordão","-48.5592002868652","-27.3146991729736",NA,NA,"Doação do Herbário FLOR.; Flor branca.; Epífito da mata.","ICN00039877",NA,"9990","350","350","Monocotyledon",NA,"América do Sul",NA,"13751","auto",NA,NA,NA
"91","2019-11-21 10:13:14-03","IBt","SP","14576","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Handro, O","1957","04",NA,"Gehrt, A","1924","11","19","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-11-05 09:52:28-03","IBt","SP","491565","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Moraes, M","2016","09","09","Rosa, P; et al.","2016","08","28","Brasil","Rio de Janeiro","Campos dos Goytacazes","Parque Estadual do Desengano, Localidade de Mocotó, cachoeira Tombo d'Água","-41.755278","-21.8125","-41.755278","-21.8125",NA,NA,NA,"1077","344","344",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:13:14-03","IBt","SP","105489","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Handro, O","1968","08",NA,"Gonçalves, P; Kuhlmann, M","1949","11","19","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"2022",NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA
"94","2019-11-21 10:13:14-03","IBt","SP","56311","S","Plantae","Orchidaceae","Epidendrum","vesicatum","Epidendrum vesicatum","Lindl.","Handro, O","1957","04",NA,"Pires, AS","1951","10","10","Brasil","São Paulo","São Paulo","Serra do Mar, Curucutú","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
