"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","class","individualCount","sex"
"28","2020-12-21 16:17:21-03","MBM","MBM","339553","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","6368","2008","04","01","Southern America","Brazil","Paraná","Serra São Luís","-49.6356010437012","-25.5839004516602",NA,NA,"Subarbusto, 80 cm, capítulo rosado. Área de capão","MBM339553","MBM339553",NA,"Nakajima, J.","Balsa Nova","27346","auto","2009","09",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:17:21-03","MBM","MBM","287179","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Dombrowski, L.T.","5931","1975","03","18","Southern America","Brazil","Paraná","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"Em campo. frequente","MBM287179","MBM287179",NA,"Nakajima, J.","Curitiba","25180","auto","2009","09",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:17:21-03","MBM","MBM","287177","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Dombrowski, L.T.","5959","1975","02",NA,"Southern America","Brazil","Paraná","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"Em campo; frequente","MBM287177","MBM287177",NA,"Nakajima, J.","Curitiba","25180","auto","2009","09",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:17:21-03","MBM","MBM","153522","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","1122","1992","05","13","Southern America","Brazil","Paraná","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM153522","MBM153522",NA,"Robinson, H.","Palmeira","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:17:21-03","MBM","MBM","255876","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Ribas, O.S.; Poliquesi, C.B.; Silva, J.M.; Costa, E.F.; Poliquesi, C.B.; Silva, J.M.; Costa, E.F.","3334","2001","03","03","Southern America","Brazil","Santa Catarina","Serra do Quiriri","-49.2655982971191","-26.1924991607666","1500",NA,"Subarbusto até 50cm, capítulo lilás.; Campo de altitude, solo turfoso.","MBM255876",NA,NA,"Nakajima, J.","Campo Alegre","37493","auto","2019","07",NA,NA,NA,"1500",NA,NA,NA,NA
"33","2020-12-21 16:17:21-03","MBM","MBM","258446","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Ribas, O.S.; Barboza, E.; Silva, P.R.; Barboza, E.; Silva, P.R.","2566","2001","04","28","Southern America","Brazil","Santa Catarina","Serra Quiriri, Rio dos Alemães","-49.2655982971191","-26.1924991607666","1400",NA,"Erva, capítulo lilás. campo de altitude. Unicata","MBM258446","MBM258446",NA,"Nakajima, J.","Campo Alegre","37493","auto","2009","09",NA,NA,NA,"1400",NA,NA,NA,NA
"34","2020-12-21 16:17:21-03","MBM","MBM","18531","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Hatschbach, G.","26335","1971","02","19","Southern America","Brazil","Paraná","Fazenda Três Capões","-51.4580993652344","-25.395299911499",NA,NA,NA,"MBM018531","MBM018531",NA,"Hatschbach, G.","Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 05:31:18-03","MNHN","RECOLNAT_MNHN_P","P02678243","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","São Paulo","Brésil: Province de Saint-Paul. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb","Voyage d'August de Saint-Hilaire, de 1816 às 1821 . . no 1014 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02678243' target='other'> <mi>dwc_moreinfo</mi></a>","P02678243","P02678243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1359",NA,NA,NA
"36","2015-09-04 05:31:18-03","MNHN","RECOLNAT_MNHN_P","P02678242","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","São Paulo","Brésil. Province de Saint-Paul. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . No 1014 C2 1359 1a part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02678242' target='other'> <mi>dwc_moreinfo</mi></a>","P02678242","P02678242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1359",NA,NA,NA
"37","2015-10-03 02:28:53-03","MNHN","RECOLNAT_MNHN_P","P00704322","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl.","Hassler, E.|Rojas, T.",NA,"1907","1",NA,NA,"Paraguay",NA,"in altaplanitie et declivibus Sierra de Amambay",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704322' target='other'> <mi>dwc_moreinfo</mi></a>","P00704322","P00704322_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9979",NA,NA,NA
"38","2020-12-11 11:33:33-03","UFMG","BHCB","171559","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Silva, JM; Souza, VC de; Moraweta, J; Randle, C","8506",NA,NA,NA,"Southern America","Brasil","Paraná","Serra de São Luiz do Purunã","-49.640833","-25.471667","1190",NA,"Herbácea, capítulos rosados. Lajeado de pedra.","BHCB016246",NA,NA,NA,"Balsa Nova",NA,NA,"2014","05","14","-49.640833","-25.471667","1190",NA,NA,NA,NA
"39","2020-12-11 11:33:33-03","UFMG","BHCB","70974","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl.","Ribas, OS; Poliquesi, CB; Barbosa, E; Costa, EF","3334","2001","03","03","Southern America","Brasil","Santa Catarina","Serra Quiriri.","-49.2655982971191","-26.1924991607666","1500",NA,"Campo de altitude; solo turfoso. Subarbustivo, até 0,5m. Capítulo lilás.",NA,NA,NA,NA,"Campo Alegre","37493","auto",NA,NA,NA,NA,NA,"1500",NA,NA,NA,NA
"40","2021-02-11 17:18:10-03","UFPR","UPCB","60945","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Kozera, C.","3117","2006","04","01",NA,"Brasil","Paraná","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,"Herbácea, flores róseas, campo seco com afloramentos de arenito..",NA,NA,NA,"Hatschbach, G.","Balsa Nova","27346","auto","2006","01","01",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:18:10-03","UFPR","UPCB","43309","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassler","Santos, E.P.","938","2001","03","15",NA,"Brasil","Paraná","Serra de São Luiz do Purunã",NA,NA,NA,NA,"Arbusto de ± 60 cm, flor violácea. Campo, 1000 m de altitude.",NA,NA,NA,"Guimarães, O.A.","São Luiz do Purunã",NA,NA,"2007","08","17",NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","3378884","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Gert G. Hatschbach","Hatschbach 38681","1976",NA,NA,"South America","Brazil",NA,"Ponta Pora, 25 km L, Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,".N. Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3389222","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl.","R. Kummrow","Kummrow 2595","1985",NA,NA,"South America","Brazil","Paraná","Serra do Puruñã.(mun. Balsa Nova)",NA,NA,NA,NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","3191517","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","R. Kummrow, A. P. Chautems & J. Cordeiro","3124","1989","3","10","South America","Brazil","Paraná","Serra do Puruna (mun. Balsa Nova)",NA,NA,NA,NA,NA,"US01647682","US01647682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"45","2020-09-12 05:00:02-03","US","US","3282551","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","J. M. Silva & C. Poliquesi","1122","1992","5","13","South America","Brazil","Paraná","Recanto dos Papagaios (mun. Palmeira)",NA,NA,NA,NA,NA,"US01647683","US01647683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"46","2020-09-12 05:00:02-03","US","US","2706704","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","G. Hatschbach","26335","1971","2","19","South America","Brazil","Paraná","Fda. 3 Capoes (mun. Guarapuava)",NA,NA,NA,NA,NA,"US01647684","US01647684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"47","2020-09-12 05:00:02-03","US","US","3314780","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl. ex","F. C. A. Oliveira, M. Fonseca & A. Santos","301","1995","4","25","South America - Neotropics","Brazil","Distrito Federal","Go. Niquelanda. 2 km da Estrada de Chao para Macedo Velho","-48.4144","-14.3508",NA,NA,NA,"US01648564","US01648564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"48","2020-09-12 05:00:02-03","US","US","3410469","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl. ex","O. S. Ribas, C. Poliquesi, E. L. Barbosa & E. F. Costa","3334","2001","3","3","South America","Brazil","Santa Catarina","Serra Quiriri (Mun. Campo Alegre) Santa Catarina",NA,NA,"1500",NA,NA,"US01648563","US01648563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"49","2020-09-12 05:00:02-03","US","US","3218001","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl. ex","R. Brooks, R. Reeves, A. J. Baker & H. Dias Ferreira","152","1988","4","21","South America - Neotropics","Brazil","Goiás","Brazil, Goiás. Macedo, ca. 15 km N of Niquelândia","-48.38","-14.3","1000",NA,NA,"US01648562","US01648562_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"50","2020-09-12 05:00:02-03","US","US","3059783","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stevia","parvifolia","Stevia parvifolia","Hassl. ex","R. Kummrow & G. Hatschbach","2595","1985","4","29","South America","Brazil","Paraná","Serra do Puruña (mun. Balsa Nova) Paraná",NA,NA,NA,NA,NA,"US01648565","US01648565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"51","2014-04-04 18:26:42-03","PNFM","IRAI","2086","S","Plantae","Magnoliophyta",NA,"Asteraceae","Stevia","alternifolia","Stevia alternifolia","Hieron.","Ristow, R.","580","2010","04","21",NA,"Brasil","Paraná","Setor 1, Cristo, São Luiz do Purunã","-49.645833","-25.4675",NA,NA,"Arbusto, 1 m, flor roxa, campo limpo seco","IRAI00002086",NA,NA,"Cordeiro, J.","Campo Largo",NA,NA,"2011","01","01","-49.645833","-25.4675",NA,NA,NA,NA,NA
