"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","phylum","order","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"96","2021-03-15 16:37:00-03","NY","NYBG","395857","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","I. Silberbauer-Gottsberger","337","1970","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395857",NA,"18 km north of Botucatu, (14 km east of Sao Manuel). Along the Sao Manuel. Piracicaba highway. Near ex-RR station 13 de Maio","Magnoliophyta","Magnoliales","São Paulo","Botucatu","-48.42","-22.75","NY00395857_01","(Lam.) Mart.","I. Silberbauer-Gottsberger","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-15 16:37:00-03","NY","NYBG","02852575","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","L. Santos","1468","2015","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3102634' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852575",NA,"Inventário Florestal Nacional - Rondônia (IFN - RO). Conglomerado RO_528. Subunidade 1. Subparcela 10, arbusto n° 2F8. Área de Cerrado.","Magnoliophyta","Magnoliales","Rondônia","Vilhena","-60.3","-12.42","NY02852575_01","(Lam.) Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-15 16:37:00-03","NY","NYBG","1182089","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","P. G. Delprete","8990","2004","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397174' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182089",NA,"Parque Ecológico da Cachoeirinha, Junção do Córrego Tamanduá.","Magnoliophyta","Magnoliales","Goiás","Iporá","-51.1342","-16.4428","NY01182089_01","(Lam.) Mart.","P. G. Delprete","460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 16:37:00-03","NY","NYBG","1181793","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","D. C. Daly","1087","1981","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387480' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181793",NA,"Approx. 25 Km S of Tucuruí, just off old BR 422 at junction with old railroad bed.","Magnoliophyta","Magnoliales","Pará","Tucuruí","-49.6735668","-3.9906516","NY01181793_01","(Lam.) Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-15 16:37:00-03","NY","NYBG","00837554","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","H. S. Irwin","8695","1965","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837554",NA,"Córrego Gama, between Gama and Brasília, near road to Anápolis","Magnoliophyta","Magnoliales","Distrito Federal","Brasília","-47.8","-15.95","NY00837554_01","(Lam.) Mart.","M. C. Dias","1175","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 16:37:00-03","NY","NYBG","00837598","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. A. Ratter","R1976","1968","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837598",NA,"8 km. NE of the Base Camp of the Expedition. (Base Camp c. 270 km. N. of Xavantina)","Magnoliophyta","Magnoliales","Mato Grosso",NA,"-51.87","-12.9","NY00837598_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-15 16:37:00-03","NY","NYBG","00836991","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","R. P. Belém","34","1964","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836991",NA,"Rodovia Brasília-Uruaçu; divisa do Distrito Federal","Magnoliophyta","Magnoliales",NA,NA,NA,NA,"NY00836991_01","(Lam.) Mart.","D. M. Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 16:37:00-03","NY","NYBG","680042","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","H. S. Irwin","18873","1968","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680042",NA,"70 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","Magnoliophyta","Magnoliales","Goiás","Cocalzinho de Goiás","-48.63","-15.35","NY00680042_01","(Lam.) Mart.","M. C. Dias","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","680046","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","H. S. Irwin","26311","1970","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680046",NA,"Serra da Anta. Ca. 2km N. of Paracatú","Magnoliophyta","Magnoliales","Minas Gerais",NA,NA,NA,"NY00680046_01","(Lam.) Mart.","M. C. Dias","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","00837597","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. T. Prance","59646","1964","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837597",NA,"Serra do Caiapó: 40 km S of Caiaponia","Magnoliophyta","Magnoliales","Goiás","Caiapônia","-51.8103","-16.9569","NY00837597_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","00836992","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","W. W. Thomas","3880","1985","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836992",NA,"1.5-2 km E of BR 163, 18 km S of Rio Celeste, ca. 70 km S of Sinop.","Magnoliophyta","Magnoliales","Mato Grosso","Nobres","-55.67","-12.45","NY00836992_01","(Lam.) Mart.","D. M. Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","00837556","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","H. S. Irwin","13914","1966","03","12","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837556",NA,"Near Planaltina","Magnoliophyta","Magnoliales","Distrito Federal","Brasília","-47.66666667","-15.61666667","NY00837556_01","(Lam.) Mart.","M. C. Dias","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","00837590","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. P. P. Carauta","765","1969","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837590",NA,"Prope Lagoa Rica","Magnoliophyta","Magnoliales","Mato Grosso","Campo Grande",NA,NA,"NY00837590_01","(Lam.) Mart.","P. J. M. Maas; A. K. van Setten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","1147672","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","T. C. Plowman","9597","1980","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147672",NA,"Km 25 south of Reprêsa Tucuruí on road (BR-422) to Breu Branco","Magnoliophyta","Magnoliales","Pará","Tucuruí","-49.7333331","-3.8666669","NY01147672_01","(Lam.) Mart.","J. de Oliveira","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","00836968","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","W. W. Thomas","5866","1988","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836968",NA,"20 km S of Unaí on road to Paracatú (MG-188)","Magnoliophyta","Magnoliales","Minas Gerais","Unaí","-46.88","-16.53","NY00836968_01","(Lam.) Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2016-09-30 01:30:00-03","NY","NYBG","1147701","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","W. C. Steward","182","1977","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309525' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147701",NA,"Estrada Boa Vista-Venezuela, 5 Km south of Rio Surumu. Savanna on rocky foothills of Serra Pacaraima. In vicinity of small creek.","Magnoliophyta","Magnoliales","Roraima",NA,NA,NA,"NY01147701_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","1147681","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","M. G. da Silva","4123","1979","01","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309542' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147681",NA,"Vilhena, arredores do aeroporto","Magnoliophyta","Magnoliales","Rondônia","Vilhena","-60.099174","-12.694217","NY01147681_01 NY01147681_02","(Lam.) Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","00837581","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","H. S. Irwin",NA,"1966","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837581",NA,"Ca. 75 km. N. of Xavantina. Serra do Roncador.","Magnoliophyta","Magnoliales","Mato Grosso",NA,"-52.12","-14.03","NY00837581_01","(Lam.) Mart.","M. C. Dias","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","01147659","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","S. Tsugaru","B-642",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331394' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147659",NA,NA,"Magnoliophyta","Magnoliales","Amazonas",NA,NA,NA,"NY01147659_01","(Lam.) Mart.","D. M. Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2016-09-30 01:30:00-03","NY","NYBG","1147699","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","N. A. Rosa","1496","1977","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147699",NA,"Margem da estrada Boa Vista Caracaraí","Magnoliophyta","Magnoliales","Roraima",NA,NA,NA,"NY01147699_01",NA,"M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","503368","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","M. A. Batalha","775","1995","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503368",NA,"Santa Rita do Passa Quatro. A. R. I. E. Cerrado Pé-de-Gigante","Magnoliophyta","Magnoliales","São Paulo",NA,"-47.625","-21.667","NY00503368_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","00837564","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","L. A. Mattos Silva","55","1976","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837564",NA,"Centro de Pesq Agrop do Cerrado, km 18 da BR 020, trecho Sobradinho/Planaltina","Magnoliophyta","Magnoliales","Distrito Federal","Brasília","-47.9294","-15.7797","NY00837564_01","(Lam.) Mart.","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","395856","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","I. Silberbauer-Gottsberger","111272","1972","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395856",NA,"18 km north of Botucatu, (14 km east of Sao Manuel). Along the Sao Manuel. Piracicaba highway. Near ex-RR station 13 de Maio","Magnoliophyta","Magnoliales","São Paulo","Botucatu","-48.42","-22.75","NY00395856_01","(Lam.) Mart.","I. Silberbauer-Gottsberger","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2016-09-30 01:30:00-03","NY","NYBG","1147721","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","M. Silva","981",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309524' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147721",NA,NA,"Magnoliophyta","Magnoliales","Amazonas",NA,NA,NA,"NY01147721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","395858","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","A. S. Grotta","s.n.","1954","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395858",NA,"Monte-Mór: Próximo a Monte-Mór","Magnoliophyta","Magnoliales","São Paulo","Monte Mor","-47.31","-22.9403","NY00395858_01","(Lam.) Mart.","W. Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","00836980","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","H. S. Irwin","27448","1970","03","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836980",NA,"Serra do Espinhaço, Rio Jequití, ca. 20 km E. of Diamantina","Magnoliophyta","Magnoliales","Minas Gerais",NA,"-43.5196","-18.18055","NY00836980_01","(Lam.) Mart.","M. C. Dias","790","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","00836995","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","R. F. Vieira","941","1991","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836995",NA,"Cerrado recorde acima do cerrado Virgem da Faz. Boa Vista, a 18.2 km da cidade","Magnoliophyta","Magnoliales","Minas Gerais","Morada Nova de Minas","-45.37","-18.58","NY00836995_01","(Lam.) Mart.","R. de Mello-Silva","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","00837592","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","A. F. Regnell","254","1849","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837592",NA,"Caldas, Uberava","Magnoliophyta","Magnoliales","Minas Gerais","Caldas","-46.3858","-21.9236","NY00837592_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","00836957","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","B. Maguire","44528","1959","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836957",NA,"Road between Campo Grande & Sao Paulo","Magnoliophyta","Magnoliales","Mato Grosso do Sul",NA,NA,NA,"NY00836957_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","1039499","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","A. A. dos Santos","1847","2003","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487539' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039499",NA,"Cerrado que finca na estrada que dá acesso a AHE. Ca. de 1 km após Palmital.","Magnoliophyta","Magnoliales","Minas Gerais","Cabeceira Grande","-47.3031","-16.1497","NY01039499_01","(Lam.) Mart.","A. A. dos Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","1147663","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","C. C. Berg","P19778","1973","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309564' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147663",NA,"Lago do Janauacá, south of Rio Solimões","Magnoliophyta","Magnoliales","Amazonas",NA,"-60.2817","-3.4247","NY01147663_01","(Lam.) Mart.","M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","00837571","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. T. Prance","18871","1973","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837571",NA,"Cerradão behind Colegio de Buriti.","Magnoliophyta","Magnoliales","Mato Grosso","Chapada dos Guimarães","-55.80725","-15.415111","NY00837571_01","(Lam.) Mart.","M. C. Dias","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2016-09-30 01:30:00-03","NY","NYBG","1147688","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","K. Kubitzki","82-25",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309527' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147688",NA,NA,"Magnoliophyta","Magnoliales","Pará",NA,NA,NA,"NY01147688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 16:37:00-03","NY","NYBG","1147666","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","S. A. Mori","20493","1989","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309556' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147666",NA,"Rio Negro, Praia Grande","Magnoliophyta","Magnoliales","Amazonas",NA,"-60.5484867","-3.0340263","NY01147666_01","(Lam.) Mart.","P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","1147669","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","D. D. Ackerly","183","1986","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309557' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147669",NA,"Península de Alter do Chão.","Magnoliophyta","Magnoliales","Pará","Santarém","-54.95","-2.48","NY01147669_01","(Lam.) Mart.","L. F. Coêlho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2016-09-30 01:30:00-03","NY","NYBG","1147719","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","W. A. Rodrigues","2187","1961","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309536' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147719",NA,"Ponta Negra","Magnoliophyta","Magnoliales","Amazonas","Manaus","-60.0987661","-3.0518325","NY01147719_01",NA,"M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2016-09-30 01:30:00-03","NY","NYBG","1147700","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","M. Silva","290",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309546' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147700",NA,NA,"Magnoliophyta","Magnoliales","Roraima",NA,NA,NA,"NY01147700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 16:37:00-03","NY","NYBG","00836997","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","T. P. Ramamoorthy","611","1976","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836997",NA,"Near Nioque","Magnoliophyta","Magnoliales","Mato Grosso do Sul","Nioaque","-55.83","-21.1356","NY00836997_01","(Lam.) Mart.","R. L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 16:37:00-03","NY","NYBG","00836982","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","B. Maguire","44516","1959","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836982",NA,"5 miles out of Campo Grande on road to Sao Paulo","Magnoliophyta","Magnoliales","Mato Grosso do Sul","Campo Grande","-54.6464","-20.4431","NY00836982_01","(Lam.) Mart.","M. C. Dias","518","518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2016-09-29 11:56:00-03","NY","NYBG","503369","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","M. A. Batalha","48","1994","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503369",NA,"Pirassununga, cerrado de Emas","Magnoliophyta","Magnoliales","São Paulo",NA,"-47.5","-22.03","NY00503369_01",NA,"M. C. Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","00836990","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","J. P. Souza","s.n.","1977","01","20","South America","Brazil","sheet",NA,"Municipio name inferred from label data <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836990",NA,"Campo Grande","Magnoliophyta","Magnoliales","Mato Grosso do Sul","Campo Grande","-54.6464","-20.4431","NY00836990_01","(Lam.) Mart.","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-15 16:37:00-03","NY","NYBG","03123304","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","N. C. Bigio","1199","2017","12","05","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3317112' target='other'> <mi>dwc_moreinfo</mi></a>","NY03123304",NA,NA,"Magnoliophyta","Magnoliales","Rondônia","Vilhena","-60.3988","-12.998175","NY03123304_01","(Lam.) Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","395864","PreservedSpecimen","Plantae","Annonaceae","Xylopia","aromatica","Xylopia aromatica","G. Eiten","5933","1965","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395864",NA,"Along road 5 km SW of center of city of Paraguaçú Paulista","Magnoliophyta","Magnoliales","São Paulo","Paraguaçú Paulista","-50.6","-22.43","NY00395864_01","(Lam.) Mart.","J. H. Kirkbride Jr.","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
