"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"50","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0126780","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Polak AM",NA,"1991","12","17","Southern America","Guyana",NA,"Waraputa compartment, ca. 25 km S of Mabura, line 18 / plot 4.","-58.75","5.25",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200126780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0126780",NA,"-58.75","5.25",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"51","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262265","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam","Para","Jodensavanne-Mapanekreek near camp 8","-54.966667","5.416667",NA,NA,NA,"in high forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262265",NA,"-54.966667","5.416667",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw4570",NA,NA
"52","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262268","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Maas PJM; et al.",NA,"1988","09","19","Southern America","Guyana",NA,"Guyana. Trail from Abandoned balata bleeders' camp to top of Mt. Makarapan.","-58.95","3.983333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262268",NA,"-58.95","3.983333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw32554",NA,NA
"53","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262270","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Ellenberg H",NA,"1957","09","11","Southern America","Peru","Loreto","(near Iquitos)",NA,NA,NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw8803",NA,NA
"54","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262540","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Polak AM",NA,"1991","12","17","Southern America","Guyana",NA,"Waraputa compartment, ca. 25 km S of Mabura, line 18 / plot 4.","-58.75","5.25",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262540",NA,"-58.75","5.25",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw34340",NA,NA
"55","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262547","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262547 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262547",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5153",NA,NA
"56","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262552","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262552",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw20714",NA,NA
"57","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079046","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Ducke A",NA,"1926","09","18","Southern America","Brazil",NA,"Serro de Parintins (ad camina civitatum Pará et Amymas), in silva Collina.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079046","NL-U1079046",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"58","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079049","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Maas PJM; et al.",NA,"1988","09","19","Southern America","Guyana",NA,"Guyana. Trail from Abandoned balata bleeders' camp to top of Mt. Makarapan.","-58.95","3.983333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079049","NL-U1079049","-58.95","3.983333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0048846",NA,NA
"59","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079060","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Prance GT; Dobzhansky T; Ramos JF",NA,"1973","12","05","Southern America","Brazil",NA,"Plants of Brazilian Amazonia, Territory of Roraima, Auaris Mission, Rio Auris.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079060","NL-U1079060",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"60","2020-02-08 09:16:55-03","NBC","NL-BOTANY","WAG.1482516","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Mori S; Assunção PACL",NA,"1990","07","26","Southern America","Brazil",NA,"Amazonas: Distrito Agropecuario. Reserve 1501 (Km 41) of the Smithsonian/ INPA Biological Dynamics of Forest Fragments Projects.","-59.740833","-2.413083",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1482516 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1482516","NL-WAG1482516","-59.740833","-2.413083",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"61","2020-02-08 09:16:55-03","NBC","NL-BOTANY","WAG.1482517","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Maas PJM; et al.",NA,"1988","09","19","Southern America","Guyana",NA,"Guyana. Trail from Abandoned balata bleeders' camp to top of Mt. Makarapan.","-58.95","3.983333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1482517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1482517","NL-WAG1482517","-58.95","3.983333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"62","2020-02-08 09:16:55-03","NBC","NL-BOTANY","WAG.1482518","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Sothers CA; et al.",NA,"1995","08","09","Southern America","Brazil",NA,"Reserva Ducke, Amazonas. Lateral Oeste-Acara.","-59.966667","-2.883333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1482518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1482518","NL-WAG1482518","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"63","2020-02-08 09:16:55-03","NBC","NL-BOTANY","WAG.1482519","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Ribeiro JELS; Pereira EC; Assunção PACL",NA,"1995","06","18","Southern America","Brazil","Amazonas","Reserva Ducke Amazonas. Igarape do Acara.","-59.966667","-2.883333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1482519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1482519","NL-WAG1482519","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"64","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079040","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Ribeiro JELS; Pereira EC; Assunção PACL",NA,"1995","06","18","Southern America","Brazil","Amazonas","Reserva Ducke Amazonas. Igarape do Acara.","-59.966667","-2.883333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079040 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079040","NL-U1079040","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0069414",NA,NA
"65","2021-03-01 16:21:45-03","UNICAMP","UEC","201584","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, AS de S","Pereira, AS de S; Barbosa, CVO","101","2014","04","22",NA,"Brazil","Pará","Área de Pesquisa Ecológica do Guamá (APEG), Reserva do Mocambo","-48.703511","-14.734067",NA,NA,NA,"Árvore, ca. 30 m altura, tronco retilíneo, ramos com látex branco no centro e vermelho ao redor, folhas discolores; Floresta de Terra firme","UEC191083","UEC191083","-48.703511","-14.734067","2018","11","05","Belém",NA,NA,NA,NA,NA,NA
"66","2019-09-02 10:45:21-03","UNICAMP","UEC","52051","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Pereira, AS de S","Duarte, M","9815","1966","06","28",NA,"Brazil","Pará","Instituto Agronômico do Norte.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"estéril","UEC109433","UEC109433",NA,NA,"2018","12",NA,"Belém","48462","auto",NA,NA,NA,NA
"67","2019-11-19 14:04:36-03","UFRPE","PEUFR","12554","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","A.S. de S. Pereira","D. Thomas","169","1976","08","09",NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,NA,"Árvore com mais ou menos 4m de altura por 12cm de diâmetro. Sem Latex.","PEUFR012554",NA,NA,NA,"2019","04","29","Serra do ciço",NA,NA,NA,NA,NA,NA
"68","2013-04-01 09:15:07-03","IPT","BCTW","16430","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Pará","Jari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"69","2013-04-01 09:15:07-03","IPT","BCTW","15080","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Pará","Jari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"70","2020-12-21 16:12:23-03","MBM","MBM","243315","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Leeuwenberg, A.J.M.","Ribeiro, J.E.L.S.; et al.; et al.","1644","1995","06","18","Southern America","Brazil","Amazonas","Reserva Florestal Ducke, Igarapé do Acará","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"MBM243315","MBM243315",NA,NA,NA,NA,NA,"Manaus","138090","auto",NA,NA,NA,NA
"71","2015-09-04 13:22:46-03","MNHN","RECOLNAT_MNHN_P","P03857778","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Service forestier Guyane",NA,"1953","8","25",NA,"Guyane Française",NA,"Route de Cayenne, km 11",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03857778' target='other'> <mi>dwc_moreinfo</mi></a>","P03857778","P03857778_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 M",NA
"72","2016-09-14 05:18:00-03","MO","MOBOT","3228907","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","L. Allorge","Paul J. M. Maas|J. Koek-Noorman|Harry Lall|Ben J.H. ter Welle|L. Y. T. Westra","Maas 7552","1988","9","19","South America","Guyana",NA,"Trail from abandoned balata bleeders'camp to top of Mt. Makarapan. Mixed forest.","-58.95","3.9833333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2008-07-01 03:33:00-03","MO","MOBOT","3467246","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","M.-F. prévost","D. Sabatier|J.F. Molino","Sabatier 5348","2007","10","30","South America","French Guiana",NA,"Massif des Emerillons. Forêt primaire.","-53.06666","3.28333","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-09-11 03:32:00-03","MO","MOBOT","3493108","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","D. Sabatier & J.F. Molino","D. Sabatier|J.F. Molino","Sabatier 5308","2007","10","17","South America","French Guiana",NA,"Massif des Emerillons. Parcelle MEM1. No. inv.: MEM1-479. Forêt primaire.","-53.06666","3.28333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-08-31 08:55:14-03","INPA","INPA","276793","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Ramos, JF","Revilla, J","12599","2016","03","14","Southern America","Brasil","Amazonas","Rodovia AM-354, Km 8. C. T. de Produtores Rurais Negocios Sustentaveis","-60.439167","-3.49165",NA,NA,NA,NA,"INPA0276793",NA,"-60.439167","-3.49165","2016",NA,NA,"Manaquiri",NA,NA,NA,NA,NA,NA
"76","2020-08-31 08:55:14-03","INPA","INPA","276794","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Ramos, JF","Revilla, J","12600","2016","03","14","Southern America","Brasil","Amazonas","Rodovia AM-354, Km 8. C. T. de Produtores Rurais Negocios Sustentaveis","-60.43835","-3.490417",NA,NA,NA,NA,"INPA0276794",NA,"-60.43835","-3.490417","2016",NA,NA,"Manaquiri",NA,NA,NA,NA,NA,NA
"77","2021-01-10 20:43:26-03","INPA","INPA","179942","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Leeuwenberg, T","Ribeiro, JELS","1644","1995","06","18","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Igarapé do Acará.","-59.966667","-2.883333",NA,NA,NA,NA,"INPA0179942","INPA0179942 INPA0179942_e","-59.966667","-2.883333","1997","09",NA,"Manaus",NA,NA,NA,NA,NA,NA
"78","2021-01-10 20:43:26-03","INPA","INPA","181867","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Leeuwenberg, T","Sothers, CA","557","1995","08","09","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Lateral Oeste-Acará.","-59.966667","-2.883333",NA,NA,NA,NA,"INPA0181867","INPA0181867 INPA0181867_e","-59.966667","-2.883333","1997","09",NA,"Manaus",NA,NA,NA,NA,NA,NA
"79","2021-01-10 20:43:26-03","INPA","INPA","231962","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Pereira, E da C.","27","2001","07","12","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O4, km 0.5.","-59.5738","-2.5713","46","46",NA,NA,"INPA0231962","INPA0231962 INPA0231962_e","-59.5738","-2.5713",NA,NA,NA,"Manaus",NA,NA,NA,NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","3170872","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Allorge, L.","G. T. Prance, R. M. Harley, H. Balslev & J.-J. de Granville","30640","1988","6","21","South America - Neotropics","French Guiana","Saül","Eaux Claires, vicinity of Saül","-53.2","3.61",NA,NA,NA,NA,"US00633780",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","3378637","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Allorge, L.","H. D. Clarke & S. Grose","1256","1996","2","24","South America - Neotropics","Guyana","Potaro-Siparuni","Paramakatoi, 0.5-6 km from; trail to Youwang & Monkey Mt.","-59.7","4.68333","460","840","Bulky fruit",NA,"US00614636","US00614636_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","(Bulky)","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"H. D. Clarke & S. Grose","1256","1996","2","24","South America - Neotropics","Guyana","Potaro-Siparuni","Paramakatoi, 0.5-6 km from; trail to Youwang & Monkey Mt.","-59.7","4.68333","460","840","Bulky Fruit",NA,"US00635689",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"83","2021-03-15 18:24:33-03","USP","SPF","128022","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Mori, S","Mori, SA","CFCR21487","1990","07","26",NA,"Brasil","Amazonas","Distrito Agropecuário, Reserve 1501 (km 41) of the Smithsonian/INPA Biological Dynamics of Forest Fragments Project. Non-flooeded moist forest.","-59.763889","-25.516667","50","125",NA,"Tree, 30 m x 40 cm. Trunk cylindric, not fluted. Bark rough, with reticulate arrangement of cracks,inner bark oragen with white speckles. Cut twigs exude red latex. Old fruit and seedlings from ground.","SPF00128022",NA,"-59.763889","-25.516667","1990",NA,NA,"Manaus",NA,NA,NA,NA,NA,NA
"84","2021-03-15 18:24:33-03","USP","SPF","105995","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Leuwenberg, T","Ribeiro, JELS","1644","1995","06","18",NA,"Brasil","Amazonas","Reserva Florestal Adolpho Ducke, Igarapé do Acará. Floresta de Campinarana.","-59.966667","-2.883333",NA,NA,NA,"Árvore, solo arenoso, dossel 22 m alt., DAP 40 cm. Caule cilíndrico, base reta. Ritidoma rugoso, frágil, desprendimento em placas. Casca viva alaranjada, siliciosa. Látex nos ramos branco interiormente, e externamente vermelho (cor d","SPF00105995",NA,"-59.966667","-2.883333","1996",NA,NA,"Manaus",NA,NA,NA,NA,NA,NA
"85","2021-03-15 18:24:33-03","USP","SPF","108925","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Leuwenberg, T","Sothers, CA","557","1995","08","09",NA,"Brasil","Amazonas","Reserva Florestal Adolpho Ducke, Lateral Oeste-Acará. Floresta de Baixio.","-59.966667","-2.883333",NA,NA,NA,"Árvore, dossel 18 m alt x 21 cm DAP; base reta. Ritidoma castanho-bege, com sulcos e fissuras de 1-2 mm profundidade. Frutos imaturos verde-acinzentados, piloso, látex branco, abundante e resina avermelhada abundante.","SPF00108925",NA,"-59.966667","-2.883333","1997",NA,NA,"Manaus",NA,NA,NA,NA,NA,NA
"86","2009-11-26 13:47:49-02","INPA","INPAW","9551","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Silva, N.T.","5259","1979","08","15",NA,"Brasil","Par&#225;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-11-26 13:47:49-02","INPA","INPAW","10348","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.",NA,"Pires, J.M.","11902",NA,NA,NA,NA,"Brasil","Par&#225;",NA,"-48.5044","-1.45583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bel&#233;m","48462","auto",NA,NA,NA,NA
"88","2019-11-21 09:58:37-03","IBt","SP","341662","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","sandwithianum","Aspidosperma sandwithianum","Markgr.","Leeuwenberg, T","Sothers, CA; Nee, M; Assunção, PACL; Silva, CF; et al.","557","1995","08","09",NA,"Brasil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Lateral oeste de Aracá","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,NA,"1997","09",NA,"Manaus","138090","auto",NA,NA,NA,NA
