"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"52","2008-05-27 22:02:00-03","MO","MOBOT","2935577","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Augustus Fendler","1856",NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth","Agnes Chase","Fendler 1706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2011-06-08 17:15:00-03","MO","MOBOT","2925873","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","José Steinbach","1916","4","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Foster's catalog note file","Steinbach G. 1940","Santa Cruz",NA,"Rio Dolores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","2925874","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","White, Jean",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Foster's catalog note file","White 1521",NA,NA,"Reyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","2932782","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Augustus Fendler","1856",NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse","Fendler 1706B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2011-02-07 09:42:00-02","MO","MOBOT","2932925","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","J.E.B. Warming","1891",NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Warming s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","2932969","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Howard S. Irwin","1970","3","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse","Irwin 27279A","Minas Gerais",NA,"Serra do Cabral: Cerrado and campo on middle slopes, ca. 2.5 km. W. of Cantoni.",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","2933146","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","William R. Anderson","1973","5","2","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse","Anderson 9633","Goiás",NA,"Serra do Caiapó: Ca. 12 km. (straight line) S of Caiapônia; gallery forest, adjacent brejo, and cerrado on higher slopes.",NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2009-06-24 18:35:00-03","MO","MOBOT","2933240","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Agnes Chase","1925","3","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Chase 8798","Minas Gerais",NA,"Lavras: gravelly limerock in marshy ground.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2012-08-18 05:19:00-03","MO","MOBOT","2933281","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","João Murça Pires","1978","7","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse","Pires 16271","Goiás",NA,"Entre o Rio Javaés e Rio Formoso. Cerrado de pantanal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2012-04-25 16:47:00-03","MO","MOBOT","2933390","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Agnes Chase","1930","3","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Chase 11469",NA,NA,"Vicinity of Goyaz Capital. Moist sandy place in campo.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"62","2013-05-07 06:03:00-03","MO","MOBOT","2933455","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Ynés Mexia","1931","4","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","Chase","Mexia 5595","Minas Gerais",NA,"Mun. Corinto: Fazenda do Diamante; Pasto de Matta; savvanah; dry, red clay.",NA,NA,"590.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2010-10-07 15:18:00-03","MO","MOBOT","2933524","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","1966","6","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse","Irwin 17304","Mato Grosso do Sul",NA,"Drainage of the upper Rio Araguaia: Cerrado and campo margin, lower slopes of Serra Azul, ca. 75 km. S. of Xavantina.",NA,NA,"525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2009-06-24 18:35:00-03","MO","MOBOT","2933527","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Agnes Chase","1930","1","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Chase 10563","Minas Gerais",NA,"São Miguel (Northwest of Formiga). Campo, hard dry soil.",NA,NA,"600.00000000","625.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2009-06-24 20:50:00-03","MO","MOBOT","2933584","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Jason R. Swallen","1946","6","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse","Swallen 9496",NA,NA,"Bonito, Territory of Ponta Porã. Wet ground along small stream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","2934023","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Timothy J. Killeen","1985","5","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Tim Killeen","Killeen 946","Santa Cruz","Nuflo de Chavez","Rancho Zapocoz, 80 km. SE of Concepción. Rolling plain of precambrian shield, with numerous granitic outcrops; mosaic of semi-deciduous fores, wooded savanna and savanna wetland.","-61.63333","-16.48333","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-09-04 04:40:00-03","MO","MOBOT","2934085","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Herbert H. Smith","1898",NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Smith 2176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-06-24 20:49:00-03","MO","MOBOT","2934153","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Jason R. Swallen","1946","6","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Swallen 9496",NA,NA,"Bonito, Territory of Ponta Porã. Wet ground along small stream.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","2934333","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Francis W. Pennell","1917","12","30","South America","Colombia",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Pennell 3536","Tolima",NA,"West of San Lorenzo.",NA,NA,"600.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2009-08-04 16:54:00-03","MO","MOBOT","2934405","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Francis W. Pennell","1918","1","7","South America","Colombia",NA,NA,NA,NA,NA,NA,"Kunth",NA,"Pennell 3653","Tolima","Mariquita","Prairie",NA,NA,"250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","2934583","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Timothy J. Killeen","1987","4","5","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Tim Killeen","Killeen 2441","Santa Cruz","Nuflo de Chavez","Est. Santa Maria, 7 km. S of Concepción. Eroded tertiary plantation surface overlying precambrian shield; mosaic of semi-deciduous forestm wooded savanna and savanna wetland.","-62","-16.16666","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","2935363","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Timothy J. Killeen","1986","3","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Tim Killeen","Killeen 1859","Santa Cruz","Nuflo de Chavez","Est. Santa Maria 10 km. S of Concepción. Eroded tertiary planataion surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62","-16.21666","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","2935750","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","William R. Anderson","1973","5","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"Kunth","G. Davidse","Anderson 9773","Minas Gerais",NA,"Ca. 30 km. (straight line) ENE of Barra do Carças; dense woods grading into cerrado.",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","2937479","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Timothy J. Killeen","1985","1","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Tim Killeen","Killeen 700","Santa Cruz","Nuflo de Chavez","10 km. SE of Concepción, Est. Salta. Eroded tertiary plantation surface overlying precambrian shield; mosaic of semi-deciduous forest, wooded savanna and savanna wetland.","-62","-16.16666","490.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2012-11-12 15:19:00-02","MO","MOBOT","814223","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","E. Gutiérrez|R.C. Quevedo|Fabiana Mamani M.","1994","5","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Kunth","Gerrit Davidse (MO)","Gutiérrez Crespo 1087","Santa Cruz","Velasco","Parque Nacional Noel Kemmfp M. Campamento Flor de Oro.","-61.0086111","-13.5508333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"76","2020-08-31 09:21:15-03","INPA","INPA","4965","S","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Pires, JM","1950","06","01","Southern America","Brasil",NA,NA,NA,"INPA0004965","Monocotyledon","Poales","Kunth","Gibertoni, TB; Gomes-Silva, AC","2533","Maranhão","Carolina","Rio Tocantins, Campo.","-47.751856","-7.537244",NA,NA,"INPA0004965 INPA0004965_e","2012","-47.751856","-7.537244",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-08-31 09:21:15-03","INPA","INPA","139476","S","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Heringer, EP","1980","04","24","Southern America","Brasil",NA,NA,NA,"INPA0139476","Monocotyledon","Poales","Kunth","Gibertoni, TB; Gomes-Silva, AC","4508","Distrito Federal","Brasília","Bacia do Rio S. Batolomeu; crescendo em pasto nativo, porém dominado por jaraguá.","-47.9296989440918","-15.7797002792358",NA,NA,"INPA0139476 INPA0139476_e","2012",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","101601","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Collector unknown",NA,NA,NA,"South America - Neotropics","Venezuela",NA,NA,"Fragmentary material of type specimen ex herb. Berlin.",NA,NA,"Cyperales","Kunth",NA,"s.n.","Amazonas",NA,"Orinoci fluminis inter Santa Barbara et Esmeralda.","-65.66","3.41","2164",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"Possible isotype",NA,"1"
"79","2020-09-12 05:00:02-03","US","US","2078747","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","B. Maguire, K. D. Phelps, C. B. Hitchcock & G. Budowski","1951","1","27","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Cyperales","Kunth",NA,"31625","Amazonas",NA,"Caño Guaviarito, Río Manapiare, Río Ventuari, near Base Camp in Caño Negro","-66.05","5.41","200",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","1869519","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","J. A. Steyermark","1944","7","31","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Cyperales","Kunth",NA,"57545","Bolívar",NA,"Upata, 5 km W of","-62.37","8","500",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","2078755","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","B. Maguire, K. D. Phelps, C. B. Hitchcock & G. Budowski","1951","2","5","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Cyperales","Kunth",NA,"31788","Amazonas",NA,"Caño Guaviarito, Río Manapiare, Río Ventuari","-66.05","5.41","200",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"82","2020-09-02 16:36:38-03","Cenargen","CEN","32309","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Bruno Machado Teles Walter","1998","03","19",NA,"Brasil","Exsicatas",NA,NA,"CEN00032309",NA,NA,"Kunth","J. F. M. Valls","4101","GO","COLINAS DO SUL","Vale do rio Tocantinzinho. Em processo de alagamento pelo lago do AHE Serra da Mesa. Próximo à foz.","-48.0783004760742","-14.1513996124268","450","450","CEN00032309","2016","-4820000.0","-1400000.0","58154","auto",NA,"02",NA,NA,NA,"4"
"83","2020-09-02 16:36:38-03","Cenargen","CEN","107237","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","José Francisco Montenegro Valls","1985","05","17",NA,"Brasil","Exsicatas",NA,"Colmos tenros.","CEN00107237",NA,NA,"Kunth","J. F. M. Valls","8743","MT","POCONE","Cerca de 10 km a oeste do rio dos Macacos na rodovia Cuiabá - Cáceres (BR - 070.","-57.0675","-15.941388","170","170","CEN00107237","1985","-57.0675","-15.941388",NA,NA,NA,"05",NA,NA,NA,"3"
"84","2020-09-02 16:36:38-03","Cenargen","CEN","107416","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","José Francisco Montenegro Valls","1985","06","02",NA,"Brasil","Exsicatas",NA,"Erva tenra.","CEN00107416",NA,NA,"Kunth","J. F. M. Valls","8997","MT","ROSARIO OESTE","600 m ao sul da MT - 246, em estrada que parte para o sul 18,5 km a leste do rio Curupira.","-56.634722","-15.129444","260","260","CEN00107416","1985","-56.634722","-15.129444",NA,NA,NA,"06",NA,NA,NA,"2"
"85","2020-09-02 16:36:38-03","Cenargen","CEN","28742","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Regina Célia Oliveira","1997","09","12",NA,"Brasil","Exsicatas",NA,"Touceira isolada. Ramos da inflorescência mais velhos com pilosidade alva conspicua. Espiguetas jovens vináceas na base. Doação - Sistema Herbário HEPH (13203-9).","CEN00028742",NA,NA,"Kunth","J. F. M. Valls","804","GO","COLINAS DO SUL","Ca. de 23 km da Entr.Sul do canteiro da AHE Serra da Mesa. Centro Oeste.","-48.1275",NA,"500","500","CEN00028742","2016","-48.1275","-1389361.0",NA,NA,NA,"02",NA,NA,NA,"1"
"86","2020-09-02 16:36:38-03","Cenargen","CEN","65583","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Tarcisio de Souza Filgueiras","2007","05","20",NA,"Brasil","Exsicatas",NA,"Erva delgada decumbentes, Inflorescência pilosa. Doação do Instituto Brasileiro de Geografia e Estatística - IBGE. Herbário da Reserva Ecológica do IBGE (65878). Goiás.","CEN00065583",NA,NA,"Kunth","T. S. Filgueiras","3697","GO","ALTO PARAISO DE GOIAS","Chapada dos veadeiros, Vale da Lua, Folhas SD - 23 - Y -A.(MI-378)","-47.793333","-14.188888","950","950","CEN00065583","2007","-47.793333","-14.188888",NA,NA,NA,"05",NA,NA,NA,"1"
"87","2020-09-02 16:36:38-03","Cenargen","CEN","67747","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Glocimar Pereira-Silva","2007","03","24",NA,"Brasil","Exsicatas",NA,"Área de influência indireta.","CEN00067747",NA,NA,"Kunth","J. B. Pereira","11512","TO","PARANA","Área próximo à pedreira principal, canteiro de obras da UHE São Salvador.","-48.215277","-12.830277","300","300","CEN00067747","2010","-48.215277","-12.830277",NA,NA,NA,"06",NA,NA,NA,"4"
"88","2020-09-02 16:36:38-03","Cenargen","CEN","4585","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Antônio Costa Allem","1980","05","09",NA,"Brasil","Exsicatas",NA,"Erva cespitosa, baixa, 30 cm de altura, frequente á beira do cerrado, beira de picada. Antécios lanudos.","CEN00004585",NA,NA,"Kunth","J. F. M. Valls","2765","GO","FORMOSA","Km 127 da BR - 020, Formosa - vila JK, 4 km N da vila JK.","-47.334400177002","-15.5371999740601",NA,NA,"CEN00004585","2016",NA,NA,"113054","auto",NA,"02",NA,NA,NA,"1"
"89","2020-09-02 16:36:38-03","Cenargen","CEN","51505","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Michael Schessl","1992","06","06",NA,"Brasil","Exsicatas",NA,"Slightly inundated earthmound savanna, dominated by Curatella americana, (Campo de murundus). Doação da Flora of Brazil - Pantanal Ecology Project of Mato Grosso","CEN00051505",NA,NA,"Kunth","J. F. M. Valls","129","MT","POCONE","Highway Nr. 112 (Poconé - Porto Cercado) Approximately at km 27,5","-56.6227989196777","-16.2567005157471",NA,NA,"CEN00051505","2016",NA,NA,"200792","auto",NA,"02",NA,NA,NA,"1"
"90","2020-09-02 16:36:38-03","Cenargen","CEN","90134","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","José Francisco Montenegro Valls","1990","06","16",NA,"Brasil","Exsicatas",NA,"Afilhamento intenso na parte superior dos colmos.","CEN00090134",NA,NA,"Kunth","J. F. M. Valls","12582","MT","SANTO ANTONIO DO LEVERGER","4,7 km após o cemitério de S. A. do Leverger, na estrada para Barão de Melgaço.","-56.0766983032227","-15.8655996322632",NA,NA,"CEN00090134","2016",NA,NA,"183847","auto",NA,"02",NA,NA,NA,"2"
"91","2019-11-01 15:16:14-03","UnB","UB","138535","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Oliveira, RC; Valls, JFM; Carvalho, AM","2010","06","29","Southern America","Brasil",NA,NA,"Cerrado rupestre. Relevo acidentado. Substrato sedimentar","UB0020334","Monocotyledonae",NA,"Kunth","Valls, JFM","2529","Goiás","Alto Paraíso de Goiás","Distrito de São Jorge, Vale da Lua","-47.790278","-14.184444",NA,NA,"UB0020334","2010","-47.790278","-14.184444",NA,NA,NA,"07","01",NA,NA,NA
"92","2019-11-01 15:16:14-03","UnB","UB","209504","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Faria, JEQ","2015","06","06","Southern America","Brasil",NA,NA,"Erva ca. 0,4 m de altura, frutos imaturos verdes; Brejo próximo a represa","UB0036585","Monocotyledonae",NA,"Kunth","Rodrigues, RS","4607","Goiás","Alto Horizonte","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","-49.291944","-14.198333","397","397","UB0036585","2017","-49.291944","-14.198333",NA,NA,NA,"01","17",NA,NA,NA
"93","2019-11-01 15:16:14-03","UnB","UB","75314","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Hunt, DR","1966","06",NA,"Southern America","Brasil",NA,NA,"Grass; Wet campos","UB0020332","Monocotyledonae",NA,"Kunth","Incógnito","5797A","Mato Grosso",NA,"Nova Xavantina - Cachimbo road, 80km from Nova Xavantina",NA,NA,NA,NA,"UB0020332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-01 15:16:14-03","UnB","UB","75315","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Anderson, WR","1973","05","05","Southern America","Brasil",NA,NA,"Dense woods grading into cerrado","UB0020322","Monocotyledonae",NA,"Kunth","Filgueiras, TS","9773","Mato Grosso",NA,"Ca. 30km (straight line) ENE of Barra do Garças",NA,NA,"450","450","UB0020322","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:16:14-03","UnB","UB","75316","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Anderson, WR","1973","05","02","Southern America","Brasil",NA,NA,"Gallery forest, adjacent brejo, and cerrado on higher slopes. Wet soil near stream","UB0020324","Monocotyledonae",NA,"Kunth","Rodrigues, RS","9633","Goiás","Caiapônia","Caiapônia, 12km (straight line) S of Caiapônia","-51.8103","-16.9567","840","840","UB0020324","2017","-51.8103","-16.9567",NA,NA,NA,"01","17",NA,NA,NA
"96","2019-11-01 15:16:14-03","UnB","UB","75317","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Irwin, HS","1966","06","17","Southern America","Brasil",NA,NA,"Caespitose, the culms to ca. 50cm tall; Cerrado and campo margin, lower slopes of Serra Azul","UB0020326","Monocotyledonae",NA,"Kunth","Davidse, G","17304","Mato Grosso",NA,"Ca. 75km S of Nova Xavantina",NA,NA,"525","525","UB0020326","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-01 15:16:14-03","UnB","UB","75318","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Irwin, HS","1966","04","21","Southern America","Brasil",NA,NA,"Caespitose, the culms to ca. 75cm tall; Flooded campo, Córrego Extrema","UB0020327","Monocotyledonae",NA,"Kunth","Davidse, G","15175","Goiás",NA,"Ca. 38km NE of Formosa",NA,NA,"800","800","UB0020327","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:16:14-03","UnB","UB","76905","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Pires, JM","1965","05","02","Southern America","Brasil",NA,NA,NA,"UB0025838","Monocotyledonae",NA,"Kunth","Filgueiras, TS","9913A","Distrito Federal",NA,"Perto do Córrego Gibóia",NA,NA,NA,NA,"UB0025838","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:16:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Irwin, HS; Fonsêca, FS; Souza, R; Ramos, J","1970","03","09","Southern America","Brasil",NA,NA,"Culms ascending, to ca. 60cm long; Cerrado and campo on middle slopes ca 2,5 km of Cantoni","UB0020328","Monocotyledonae",NA,"Kunth","Davidse, G","27279A","Minas Gerais","Serra do Cabral",NA,NA,NA,"850","850","UB0020328","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-01 15:16:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Wood, JRI; et al.","2008","04","06","Southern America","Bolivia",NA,NA,"Pasto anual, débilmente cespitosa y erecta 0,5m. Flores de color verde blanquecina; Afloramiento rocoso del escudo precámbrico, superficie casi plana con un arroyo pasando por un lado","UB0023528","Monocotyledonae",NA,"Kunth","Rodrigues, RS","24229","Santa Cruz","Ñuflo de Chavez","Concepción, 28 a 29km al Sur de Concepción sobre el camino a Lomerio","-61.986667","-16.394167","528","528",NA,"2017","-61.986667","-16.394167",NA,NA,NA,"01","17",NA,NA,NA
"101","2020-08-20 20:41:30-03","UFSC","FLOR","36399","PreservedSpecimen","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","Carniello, M.A.; et alii","2004","05","20",NA,"Brasil",NA,NA,"herbáceo, 0,5 a 0,6m altura","FLOR0036399",NA,"Poales","Kunth","Zanin, A.","259","Mato Grosso","Cáceres","Porto Limão, área alagável na propriedade do seu Sebastião Torres. Fronteira BR-BO.","-57.6789016723633","-16.0706005096436",NA,NA,NA,"2006",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA
"102","2020-05-19 17:19:44-03","UFMT","UFMT","20070","S","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","SchessI, M.","1992","06","06",NA,"Brasil",NA,NA,"Pantanal Ecology Project.; slightlty inundated earthmound savanna, dominated by Curatella americana ( campo de murundus).","UFMT00020070",NA,NA,"Kunth","Pott, A.","06069212913","Mato Grosso","Poconé","Highway Nr. 112 ( Poconé - Porto Cercado) approximately at Km 27,5","-56.6227989196777","-16.2567005157471",NA,NA,NA,"1992",NA,NA,"200792","auto",NA,"08",NA,NA,NA,NA
"103","2020-05-19 17:19:44-03","UFMT","UFMT","22882","S","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","SchessI, M.","1992","05","30",NA,"Brasil",NA,NA,"earthmound savanna (campo de murundus) along the highway; drainage ditch; alluvial sandy sediments; seasonally inunddated grassland & nonflooded earthmounds; sample plot.","UFMT00022882",NA,NA,"Kunth","SchessI, M.","3103","Mato Grosso","Poconé","Highway Poconé-Porto Cercado, at Km 27,2.","-56.6227989196777","-16.2567005157471",NA,NA,NA,"1993",NA,NA,"200792","auto",NA,"03",NA,NA,NA,NA
"104","2020-05-19 17:19:44-03","UFMT","UFMT","22823","S","Plantae","Poaceae","Eriochloa","distachya","Eriochloa distachya","SchessI, M.",NA,NA,NA,NA,"Brasil",NA,NA,"Pantanal Ecology Project.; Seasonally inundated earthmound savanna. Sandy aaluvial sediments.","UFMT00022823",NA,NA,"Kunth","SchessI, M.","3225","Mato Grosso","Poconé","Highway Poconé Porto Cercado Km 29.","-56.6227989196777","-16.2567005157471",NA,NA,NA,"1993",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA
