"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus"
"41","2019-10-09 11:18:02-03","UFBA","ALCB","95153","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","17154","2010","06","14","Southern America","Brasil",NA,NA,"ereta, ascendente, caule inflado e glabro. Folhas ovada-cordada, irregularmente lobada, branco-tomentosa na face inferior. Inflorescência uma panícula laxa; flores com corola vermelho-púrpura.",NA,"Dicotyledon",NA,"Bahia","Mucugê","Chapada Diamantina, a 1 km de Mucugê","-41.386111","-13.0025","990","990",NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Guedes, ML","2010","-41.386111","-13.0025","07",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:18:02-03","UFBA","ALCB","106765","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Guedes, ML; Lisboa, MS; et al.","20140","2012","07","08","Southern America","Brasil",NA,NA,"de ca 1,30 m de altura. Ramos pilosos. Folhas discolores, face abaxial vilosa. Inflorescência com flores liláses.",NA,"Dicotyledon",NA,"Bahia","Rio de Contas","Chapada Diamantina, Caminho para Fazendola","-40.416667","-13.433333",NA,NA,NA,"(Pohl ex Benth.) Harley & J.F.B. Pastore","Guedes, ML","2012","-40.416667","-13.433333","12",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353427","PreservedSpecimen","Plantae","Labiatae","Hypenia","vitifolia","Hypenia vitifolia","Harley RM; Hind DJN",NA,"1988","12","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353427",NA,"Lamiales","Bahia",NA,NA,"-41.983333","-13.5",NA,NA,"NL-U1353427","(Pohl ex Benth.) Harley","Harley RM",NA,"-41.983333","-13.5",NA,"Magnoliopsidae","U 0159735",NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353432","PreservedSpecimen","Plantae","Labiatae","Hypenia","vitifolia","Hypenia vitifolia","Harley RM",NA,"1977","03","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353432",NA,"Lamiales","Bahia",NA,NA,"-41.833333","-13.6",NA,NA,"NL-U1353432","(Pohl ex Benth.) Harley",NA,NA,"-41.833333","-13.6",NA,"Magnoliopsidae","U 0080748",NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353429","PreservedSpecimen","Plantae","Labiatae","Hypenia","vitifolia","Hypenia vitifolia","Irwin HS; Harley RM; Smith GL",NA,"1971","02","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353429",NA,"Lamiales","Bahia",NA,NA,NA,NA,NA,NA,"NL-U1353429","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0080752",NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353428","PreservedSpecimen","Plantae","Labiatae","Hypenia","vitifolia","Hypenia vitifolia","Irwin HS; Harley RM; Smith GL",NA,"1971","02","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353428",NA,"Lamiales","Bahia",NA,NA,NA,NA,NA,NA,"NL-U1353428","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0080751",NA,NA,NA,NA,NA,NA
"47","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353430","PreservedSpecimen","Plantae","Labiatae","Hypenia","vitifolia","Hypenia vitifolia","Irwin HS; Harley RM; Smith GL",NA,"1971","02","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353430",NA,"Lamiales","Bahia",NA,NA,NA,NA,NA,NA,"NL-U1353430","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0080749",NA,NA,NA,NA,NA,NA
"48","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353431","PreservedSpecimen","Plantae","Labiatae","Hypenia","vitifolia","Hypenia vitifolia","Irwin HS; Harley RM; Smith GL",NA,"1971","02","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353431",NA,"Lamiales","Bahia",NA,NA,NA,NA,NA,NA,"NL-U1353431","(Pohl ex Benth.) Harley",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0080750",NA,NA,NA,NA,NA,NA
"49","2020-02-08 09:32:18-03","NBC","NL-BOTANY","WAG.1714643","PreservedSpecimen","Plantae","Labiatae","Hypenia","vitifolia","Hypenia vitifolia","Stannard BL; Queiroz RF",NA,"1992","02","19","Southern America","Brazil",NA,NA,"Entre rochas.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1714643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1714643",NA,"Lamiales","Bahia",NA,"Abaíra: Campo da Pedra Grande.","-41.9","-13.233333",NA,NA,"NL-WAG1714643","(Pohl ex Benth.) Harley","Harley RM",NA,"-41.9","-13.233333",NA,"Magnoliopsidae","WAG0359395",NA,NA,NA,NA,NA,NA
"50","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353433","PreservedSpecimen","Plantae","Labiatae","Hypenia","vitifolia","Hypenia vitifolia","Harley RM",NA,"1974","01","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353433",NA,"Lamiales","Bahia",NA,NA,"-41.833333","-13.466667",NA,NA,"NL-U1353433","(Pohl ex Benth.) Harley",NA,NA,"-41.833333","-13.466667",NA,"Magnoliopsidae","U 0080747",NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:11:33-03","ESALQ","ESA","23901","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, R.M. et al.",NA,"1994","03","03",NA,"Brasil",NA,NA,NA,"ESA023901","Magnoliophyta",NA,"Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,"ESA023901",NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA
"52","2020-11-04 11:11:33-03","ESALQ","ESA","61303","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22798.0","1999","05","17",NA,"Brasil",NA,NA,"Erva, ca. 1,5 m alt.; flores roxas.","ESA061303","Magnoliophyta",NA,"Bahia","Santa Cruz de Salinas","Arredores da BR 251. 16o00'21,5S, 41o46'18,1W. 830 m.s.m. Transição cerrado/caatinga.",NA,NA,"830","830","ESA061303","(Pohl ex Benth.) Harley","Harley, R.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:11:33-03","ESALQ","ESA","82874","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Araújo, A.O.; Romão, G.O.; Vieira, S.",NA,"2003","01","08",NA,"Brasil",NA,NA,"erva 2 m, talo roxo; flores roxas","ESA082874","Magnoliophyta",NA,"Minas Gerais","Diamantina","estrada para Milho Verde, ca. 7 km de Diamantina, 1004 m alt.","-433.321","-181.726",NA,NA,"ESA082874","(Pohl ex Benth.) Harley","Silva-Luz, C.L.","2011","-433,321","-181,726",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:11:33-03","ESALQ","ESA","24336","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, R.M. et al.",NA,"1994","03","24",NA,"Brasil",NA,NA,NA,"ESA024336","Magnoliophyta",NA,"Bahia","Piatã",NA,"-41.7728004455566","-13.1519002914429",NA,NA,"ESA024336",NA,NA,NA,NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA
"55","2020-11-04 11:11:33-03","ESALQ","ESA","24343","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, R.M. et al.",NA,"1994","02","24",NA,"Brasil",NA,NA,NA,"ESA024343","Magnoliophyta",NA,"Bahia","Piatã",NA,"-41.7728004455566","-13.1519002914429",NA,NA,"ESA024343",NA,NA,NA,NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA
"56","2020-11-04 11:11:33-03","ESALQ","ESA","74517","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","26266.0","2001","07","17",NA,"Brasil",NA,NA,"Erva; flores roxas.","ESA074517","Magnoliophyta",NA,"Bahia","Abaíra","Estrada Abaíra - Mucugê, próximo a Brejo de Cima. 13o18'04S, 41o32'39W. 1100 m.s.m. Campo limpo de cerrado (gerais).","-41.6636009216309","-13.2496995925903",NA,NA,"ESA074517","(Pohl ex Benth.) Harley","Harley, R.M.",NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"57","2019-02-15 11:40:36-02","IPA","IPA","23084","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, R.M.","15160","1974","01","17","Southern America","Brasil",NA,NA,"Wandlike herb to ca. 1m high. Stems with glaucous bloom and strongly inflated internodes below. Corolla violet, pale within and with darker lines. Stamens with white hairs on filaments.; Dry quartzite hillside with disturbed woodland","IPA0023084","Plantae",NA,"Bahia",NA,"Serra do Rio de Contas, 12 -14 Km N of town of Rio de Contas on the road to Mato Grosso.","-41.833333","-13.466667","1200","1200",NA,"(Pohl ex Benth.) Harley","Harley, R.M.","1996","-41.833333","-13.466667","04",NA,NA,NA,NA,"19",NA,NA,NA
"58","2019-02-15 11:40:36-02","IPA","IPA","47973","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, R.M.","20088","1977","03","28","Southern America","Brasil",NA,NA,"Erect to spreading herb to 2,5m with wand-like stems sometimes woody at the base. Stems red-tinged below with spreading hairs. Flowering stems above, with glaucous waxy bloom one intermode often inflated. Leaves rather dark green, gre","IPA0047973","Plantae",NA,"Bahia",NA,"Serra do Rio de Contas, 2,5 and 5km S of the Vila do Rio de Contas on side road to W of the road to Livramento, leading to the Rio Brumado.","-41.833333","-13.6","980","980",NA,"(Pohl ex Benth.) Harley","Harley, R.M.","1996","-41.833333","-13.6","04",NA,NA,NA,NA,"14",NA,NA,NA
"59","2020-12-20 21:18:01-03","UFV","VIC","11472","PreservedSpecimen","Plantae","Lamiaceae","Physominthe","vitifolia","Physominthe vitifolia","Queiroz, L.P.; et al.","1988","1987","10","12",NA,"Brasil",NA,NA,"Subarbusto semi prostrada com folhas semisuculentas,discolores flores brancas com mancha liláses.","VIC011472",NA,NA,"Bahia",NA,"Morro do Pai Inácio","-41.473917","-12.454417",NA,NA,NA,"(Polh) ex BenthHarley & J.F.B. Pastore",NA,NA,"-41.473917","-12.454417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015109","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","vitifolia","Hyptis vitifolia","G. Hatschbach; M. Hatschbach, V. Nicolack","54186","1990","6","11",NA,"Brazil",NA,NA,"Erva ereta, 1.50 m, flor lilás. Borda da Chapada. Hyptis vitafolia Pohl ex Benth.",NA,"Magnoliophyta","Lamiales","Minas Gerais",NA,"Rod. BR-251, subida Serra do Espinhaço (mun. Francisco Sa).","-43.485152","-16.46887",NA,NA,NA,"Pohl ex Benth.","G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:32:05-03","UNICAMP","UEC","126719","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Feres, FR; Watanabe, TM; Ricarte, JD; Belinello, R","28","2002","07","16",NA,"Brazil",NA,NA,"Aproximadamente 1.6 m de altura, flores lilases.","UEC018954","Magnoliopsida",NA,"Minas Gerais",NA,"Montes Claros, Itacambira, a ca. de 1 Km antes de chegar na cidade, ao lado direito da estrada.","-43.3","-17.066667",NA,NA,"UEC018954","(Pohl ex Benth.) Harley","Feres, FR","2002","-43.3","-17.066667","07",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:32:05-03","UNICAMP","UEC","128053","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Feres, FR; Gonçalves, RS; Belinello, R","81","2002","11","15",NA,"Brazil",NA,NA,"Ca. 1.5 m de altura, flores lilases.","UEC018953","Magnoliopsida",NA,"Minas Gerais",NA,"Distrito de Felício dos Santos, estrada de terra em direção à Rio Vermelho.","-43.183333","-18.05","1030","1030","UEC018953","(Pohl ex Benth.) Harley","Feres, FR","2002","-43.183333","-18.05","11",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:32:05-03","UNICAMP","UEC","40955","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, RM","20088","1977","03","28",NA,"Brazil",NA,NA,"Erect to spreading herb to 2.5 m with wand-like stems sometimes woody at the base. Stems red- tinged below with spreading hairs. Flowering stems above, with glaucous waxy bloom one intermode often inflanted. Leaves rather dark green, g","UEC018958","Magnoliopsida",NA,"Bahia",NA,"Between 2.5 Km and 5 Km S of the Villa do Rio de Contas on side road to W of the road to Livramento, leading to the Rio Brumado.","-41.833333","-13.6","980","980","UEC018958","(Pohl ex Benth.) Harley","Atkinson, R","1995","-41.833333","-13.6","06",NA,NA,NA,NA,"26",NA,NA,NA
"64","2021-03-01 16:32:05-03","UNICAMP","UEC","5788","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Gibbs, PE; Abbott, JR; Andrade, JB","5120","1977","05","15",NA,"Brazil",NA,NA,"Flor lilás.; Campo rupestre.","UEC018959","Magnoliopsida",NA,"Minas Gerais",NA,"Ca. 30 Km SE de Montes Claros. Estrada para Juramento.",NA,NA,NA,NA,"UEC018959","(Pohl ex Benth.) Harley","Harley, RM","1988",NA,NA,"10",NA,NA,NA,NA,"06",NA,NA,NA
"65","2021-03-01 16:32:05-03","UNICAMP","UEC","5867","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Shepherd, GJ; Andrade, JB; Kinoshita, LS; Tamashiro, JY","3851","1976","11","30",NA,"Brazil",NA,NA,"Subarbusto 2 m, flores lilás.; Mata.","UEC018957","Magnoliopsida",NA,"Minas Gerais",NA,"Estrada Santo Hipólito a Diamantina, Km 81.",NA,NA,NA,NA,"UEC018957","(Pohl ex Benth.) Harley","Atkinson, R","1995",NA,NA,"06",NA,NA,NA,NA,"26",NA,NA,NA
"66","2020-02-18 09:34:44-03","UNICAMP","UEC","128054","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Feres, FR; Gonçalves, RS; Belinello, R","78","2002","11","15",NA,"Brazil",NA,NA,NA,"UEC018955","Magnoliopsida",NA,"Minas Gerais","Couto de Magalhães de Minas","Estrada terra para São Gonçalo do Rio Preto, a 4 Km do entroncamento da Br 367, em borda de mata.","-43.416667","-18.35",NA,NA,"UEC018955","(Pohl ex Benth.) Harley","Feres, FR","2002","-43.416667","-18.35","10",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-02-18 09:34:44-03","UNICAMP","UEC","132167","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Feres, FR; Gonçalves, RS; Belinello, R","92","2003","10","18",NA,"Brazil",NA,NA,NA,"UEC018956","Magnoliopsida",NA,"Bahia","Rio de Contas","Chapada Diamantina, estrada para Mato Grosso, a 16 Km de Rio de Contas, em cerrado ao lado direitinho da estrada.","-41.853333","-32.833333","1148","1148","UEC018956","(Pohl ex Benth.) Harley","Feres, FR","2003","-41.853333","-32.833333","10",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:30:11-03","MBM","MBM","167870","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Carvalho, A.M. de; et al.; et al.","3743","1992","02","18","Southern America","Brazil",NA,NA,NA,"MBM167870",NA,NA,"Bahia","Caetité","Distr. de Brejinho das Ametistas","-42.4749984741211","-14.0693998336792",NA,NA,"MBM167870","(Pohl ex Benth.) Harley","Harley, R.M.",NA,NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA
"69","2020-12-21 16:30:11-03","MBM","MBM","142910","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","55027","1991","02","10","Southern America","Brazil",NA,NA,NA,"MBM142910",NA,NA,"Goiás","Cristalina","Bem Querer","-47.6136016845703","-16.7686004638672",NA,NA,"MBM142910","(Pohl ex Benth.) Harley","Hatschbach, G.",NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA
"70","2020-12-21 16:30:11-03","MBM","MBM","136036","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54186","1990","06","11","Southern America","Brazil",NA,NA,NA,"MBM136036",NA,NA,"Minas Gerais","Francisco","Rod. BR-251, subida para a Serra do Espinhaço",NA,NA,NA,NA,"MBM136036","(Pohl ex Benth.) Harley","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:30:11-03","MBM","MBM","24624","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31671","1973","02","16","Southern America","Brazil",NA,NA,NA,"MBM024624",NA,NA,"Minas Gerais","Felisberto Caldeira","Curtidor",NA,NA,NA,NA,"MBM024624","(Pohl ex Benth.) Harley","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:30:11-03","MBM","MBM","390477","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Pirani, J.R.; Ferrucci, M.S.; Rando, J.G.; Borges, L.M.; Ferrucci, M.S.; Rando, J.G.; Borges, L.M.","5819","2009","02","06","Southern America","Brazil",NA,NA,"Erva ereta, virgada. Caule híspido nos internós basais, nos demais internós glabros, inflados e cerosos. Cálice verde-claro; corola lilás muito claro. Liana sobre o dossel da mata. Inflorescência ereta. Corola roxo-intenso.; Mata das","MBM390477",NA,NA,"Minas Gerais","Diamantina","Estrada Mendanha-Inhaí","-43.546667","-18.044444","700","700","MBM390477","(Pohl ex Benth.) Harley","Silva-Luz, C.L.","2012","-43.546667","-18.044444","07",NA,NA,NA,NA,"26",NA,NA,NA
"73","2020-12-21 16:30:11-03","MBM","MBM","85759","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Joly, A.B.","s.n.","1949","06","17","Southern America","Brazil",NA,NA,NA,"MBM085759",NA,NA,"São Paulo",NA,"Entre Cravinhos e Porto Ferreira",NA,NA,NA,NA,"MBM085759","(Pohl ex Benth.) Harley","Joly, A.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:30:11-03","MBM","MBM","344414","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, R.M.; et al.; et al.","CFCR14492","1994","02","24","Southern America","Brazil",NA,NA,"Subarbusto, até 1m altura; ramificado na base com caules pendentes; caules na parte superior com cera alva; folhas fortemente aromáticas verde-escuras na face superior, verde-acinzentado na face inferior; cálice verde-arroxeado; coro","MBM344414",NA,NA,"Bahia","Piatã","Estrada Piatã-Iníbia","-41.7728004455566","-13.1519002914429","1370","1370","MBM344414","(Pohl ex Benth.) Harley","Harley, R.M.","2003",NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA
"75","2020-12-21 16:30:11-03","MBM","MBM","173801","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61819","1995","03","13","Southern America","Brazil",NA,NA,NA,"MBM173801",NA,NA,"Minas Gerais","Jequitaí","Rod. BR-365, próximo ao km 66","-44.4455986022949","-17.2355995178223",NA,NA,"MBM173801","(Pohl ex Benth.) Harley","Atkinson, R.",NA,NA,NA,NA,NA,NA,"34090","auto",NA,NA,NA,NA
"76","2020-12-21 16:30:11-03","MBM","MBM","190042","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64413",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM190042",NA,NA,"Minas Gerais","Joaquim Felício","Rio da Onça","-44.1721992492676","-17.7574996948242",NA,NA,"MBM190042","(Pohl ex Benth.) Harley","Hatschbach, G.",NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA
"77","2020-12-21 16:30:11-03","MBM","MBM","146354","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Queiróz, L.P. de; et al.; et al.","1988","1987","10","12","Southern America","Brazil",NA,NA,NA,"MBM146354",NA,NA,"Bahia","Palmeiras","Morro do Pai Inácio","-41.5588989257812","-12.5289001464844",NA,NA,"MBM146354","(Pohl ex Benth.) Harley","Queiróz, L.P. de",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA
"78","2020-12-21 16:30:11-03","MBM","MBM","258966","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72152","2001","05","17","Southern America","Brazil",NA,NA,NA,"MBM258966",NA,NA,"Minas Gerais","Buenópolis","Ligação da Rod. BR-135 - Projeto Curimataí","-44.1800003051758","-17.8733005523682",NA,NA,"MBM258966","(Pohl ex Benth.) Harley","Hatschbach, G.",NA,NA,NA,NA,NA,NA,"42854","auto",NA,NA,NA,NA
"79","2020-12-21 16:30:11-03","MBM","MBM","58696","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Hatschbach, G.","41396","1978","04","22","Southern America","Brazil",NA,NA,NA,"MBM058696",NA,NA,"Minas Gerais","Grão Mogol","Rodovia para Cristalina","-42.8897018432617","-16.5594005584717",NA,NA,"MBM058696","(Pohl ex Benth.) Harley","Harley, R.M.",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA
"80","2020-12-21 16:30:11-03","MBM","MBM","56149","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Hatschbach, G.","40804","1978","01","21","Southern America","Brazil",NA,NA,NA,"MBM056149",NA,NA,"Minas Gerais","Bocaiúva","Rod. BR-135, 10km N de Bocaiúva","-43.814998626709","-17.1077995300293",NA,NA,"MBM056149","(Pohl ex Benth.) Harley","Harley, R.M.",NA,NA,NA,NA,NA,NA,"90741","auto",NA,NA,NA,NA
"81","2019-08-15 09:03:42-03","UESC","UESC","13766","S","Plantae","Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Harley, R.M.","55405","2005","05","21",NA,"Brasil",NA,NA,"Zona de transição entre cerrado arbóreo e caatinga arbórea.; Erva ou subarbusto ca. 1m alt. Cale até a última folha para cima castanho vináceo, com tricomas creme.","UESC0013766","Angiospermae","Florideophycidae","Bahia","Mucugê",NA,"-41.603333","-13.308611","1128","1128",NA,"(Pohl ex Benth. ) Harley",NA,NA,"41w36'12''","13s18'31''",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"82","2015-09-05 12:48:21-03","MNHN","RECOLNAT_MNHN_P","P00737393","PreservedSpecimen",NA,"Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737393' target='other'> <mi>dwc_moreinfo</mi></a>","P00737393",NA,NA,NA,NA,"Province de Minas Geraes : montagne appelée Moro d'Andaia dans les Minas Novas",NA,NA,NA,NA,"P00737393_01","(Pohl. ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1133",NA,NA
"83","2016-11-14 16:48:51-02","MNHN","RECOLNAT_MNHN_P","P00737394","PreservedSpecimen",NA,"Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Glaziou, A.",NA,"1892","4","6",NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737394' target='other'> <mi>dwc_moreinfo</mi></a>","P00737394",NA,NA,NA,NA,"S. Paulo : Campos da Bocaina, près de S. José dos Barreiros",NA,NA,NA,NA,"P00737394_01","(Pohl. ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13047",NA,NA
"84","2015-09-27 19:34:41-03","MNHN","RECOLNAT_MNHN_P","P00737395","PreservedSpecimen",NA,"Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Glaziou, A.",NA,"1892","4","6",NA,"Brésil","hb",NA,"Reçu le 12 mai 1881 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737395' target='other'> <mi>dwc_moreinfo</mi></a>","P00737395",NA,NA,NA,NA,"S. Paulo : Campos da Bocaina, près de S. José dos Barreiros",NA,NA,NA,NA,"P00737395_01","(Pohl. ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13047",NA,NA
"85","2016-01-26 12:08:00-02","MNHN","RECOLNAT_MNHN_P","P00737445","PreservedSpecimen",NA,"Lamiaceae","Hypenia","vitifolia","Hypenia vitifolia","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Hyptis n. specif. vesiculosa A.St.-Hil. mss <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737445' target='other'> <mi>dwc_moreinfo</mi></a>","P00737445",NA,NA,NA,NA,"Province de Minas Geraes : montagne appelée Moro d'Andaia dans les Minas Novas",NA,NA,NA,NA,"P00737445_01","(Pohl. ex Benth.) Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1133",NA,NA
