"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","imagecode","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","fieldNumber","infraspecificEpithet","typeStatus"
"102","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224202","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Humbert, H.",NA,"1948","10","31","Argentine",NA,NA,"Prov. Buenos Aires, de la Plata à Magdalena : Punto del Indio",NA,NA,NA,NA,NA,NA,"P00224202",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224202' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224202_01",NA,NA,NA,NA,NA,NA,"21297",NA,NA
"103","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224203","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen, T.M.",NA,"1951","4","3","Argentine",NA,NA,"Prov. Buenos Aires, entre Miramar et Mar del Sud",NA,NA,NA,NA,NA,NA,"P00224203",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224203' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224203_01",NA,NA,NA,NA,NA,NA,"1050",NA,NA
"104","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224204","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Hieronymus, G.",NA,"1874","9","24","Argentine",NA,NA,"Sierra Chica, prov. Cordoba",NA,NA,NA,NA,NA,NA,"P00224204",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224204' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224204_01",NA,NA,NA,NA,NA,NA,"132",NA,NA
"105","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224207","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen, T.M.",NA,"1964","11","26","Argentine",NA,NA,"Estancia Las Aguadas, Dep. Nogoya, prov. Entre Rios",NA,NA,NA,NA,NA,NA,"P00224207",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224207' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224207_01",NA,NA,NA,NA,NA,NA,"7315",NA,NA
"106","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224208","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen, T.M.",NA,"1964","11","19","Argentine",NA,NA,"Estancia La Selmira, Dep. Uruguay, Prov. Entre Rios",NA,NA,NA,NA,NA,NA,"P00224208",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224208' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224208_01",NA,NA,NA,NA,NA,NA,"7211",NA,NA
"107","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224209","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen, T.M.",NA,"1964","10","18","Argentine",NA,NA,"Estancia La Yela, Las Tres Marias, Dep. Empedrado, prov. Corrientes",NA,NA,NA,NA,NA,NA,"P00224209",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224209' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224209_01",NA,NA,NA,NA,NA,NA,"7099",NA,NA
"108","2015-09-18 06:41:27-03","MNHN","RECOLNAT_MNHN_P","P00224210","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Pedersen, T.M.",NA,"1969","10","10","Argentine",NA,NA,"Estancia Garruchos, Dep. Santo Tomé, prov. Corrientes",NA,NA,NA,NA,NA,NA,"P00224210",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224210' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224210_01",NA,NA,NA,NA,NA,NA,"9235",NA,NA
"109","2015-09-18 06:41:38-03","MNHN","RECOLNAT_MNHN_P","P00224211","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Gay, C.",NA,"1829","11",NA,"Chili",NA,NA,"In aquosis radicis andium, provincia St. Iago",NA,NA,NA,NA,NA,NA,"P00224211",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224211' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224211_01",NA,NA,NA,NA,NA,NA,"508",NA,NA
"110","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224212","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Gay, C.",NA,"1829","11",NA,"Chili",NA,NA,"In aquosis radicis andium, provincia St. Iago",NA,NA,NA,NA,NA,NA,"P00224212",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224212' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224212_01",NA,NA,NA,NA,NA,NA,"508",NA,NA
"111","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224213","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Guillemin, J.B.A.",NA,"1842",NA,NA,"Chili",NA,NA,"Rancagua",NA,NA,NA,NA,NA,NA,"P00224213",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224213' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224213_01",NA,NA,NA,NA,NA,NA,"615",NA,NA
"112","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224214","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Bertero, C.L.G.",NA,"1828","11",NA,"Chili",NA,NA,"Rancagua",NA,NA,NA,NA,NA,NA,"P00224214",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224214' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224214_01",NA,NA,NA,NA,NA,NA,"615",NA,NA
"113","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224215","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Philippi, R.A.",NA,"1859",NA,NA,"Chili",NA,NA,"Santiago",NA,NA,NA,NA,NA,NA,"P00224215",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224215' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224215_01",NA,NA,NA,NA,NA,NA,"705",NA,NA
"114","2015-09-03 22:01:23-03","MNHN","RECOLNAT_MNHN_P","P00224216","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Gay, C.",NA,NA,NA,NA,"Chili",NA,NA,"San Yago",NA,NA,NA,NA,NA,NA,"P00224216",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224216' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2015-09-18 06:41:48-03","MNHN","RECOLNAT_MNHN_P","P00224217","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Gay, C.",NA,"1831","2",NA,"Chili",NA,NA,"Prov. Colchagua, cordillera de Talcaragoué",NA,NA,NA,NA,NA,NA,"P00224217",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224217' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00224217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2008-08-22 15:58:44-03","MNHN","RECOLNAT_MNHN_P","P00541999","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Gay, C.",NA,"1829","11",NA,"Chili",NA,NA,"In aquosis radicis andium, provincia St. Iago",NA,NA,NA,NA,NA,NA,"P00541999",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00541999' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P00541999_01",NA,NA,NA,NA,NA,NA,"508",NA,NA
"117","2015-09-03 23:15:29-03","MNHN","RECOLNAT_MNHN_P","P01866905","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Raynal",NA,"Fruchard, C.",NA,"1866","12","1","Uruguay",NA,NA,"Montevideo. Bords du Pantanoso",NA,NA,NA,NA,NA,NA,"P01866905",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01866905' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P01866905_01",NA,NA,NA,NA,NA,NA,"525",NA,NA
"118","2015-09-03 23:15:29-03","MNHN","RECOLNAT_MNHN_P","P01866902","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Balansa, B.",NA,"1875","11","19","Argentine","Capital Federal",NA,"Flaques d'eau bordant le Rio de la Plata à Buenos-aires","-58.38167","-34.60361",NA,NA,NA,NA,"P01866902",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01866902' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P01866902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-09-17 18:25:36-03","MNHN","RECOLNAT_MNHN_P","P01866904","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Balansa, B.",NA,"1875","11","19","Argentine","Capital Federal",NA,"Flaques d'eau bordant le Rio de la Plata, à Buenos-aires.","-58.36","-34.60111",NA,NA,NA,NA,"P01866904",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01866904' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"P01866904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-02-11 17:18:40-03","UFPR","UPCB","9133","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Pedersen, T.M.",NA,"Krapovickas, A.","16507","1970","06","15","Argentina","Corrientes","Capital","Loc. Elrededos de Santa Ana, Prov. Corrientes, Dept. Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En suelo arnoso, ala orilla de una laguna..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-02-11 17:18:40-03","UFPR","UPCB","4502","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Trevisan, R.","2008","Bertels, A.","1430e","1957","02","05","Brasil","Rio Grande do Sul","Pelotas","Arrozais","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto","09","09",NA,NA,NA,NA
"122","2021-02-11 17:18:40-03","UFPR","UPCB","4496","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Bertels, A.",NA,"Bertels, A.","1430","1957","02","05","Brasil","Rio Grande do Sul","Pelotas","Arrozais","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA
"123","2021-02-11 17:18:40-03","UFPR","UPCB","37905","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Longhi-Wagner, H.M.","1999","Kozera, C.","264","1996","10","18","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea coletada em área úmida perto de um brejo..",NA,NA,NA,NA,"25180","auto","01","01",NA,NA,NA,NA
"124","2016-04-06 14:10:00-03","MO","MOBOT","2950573","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Trevisan",NA,"Rafael Trevisan|R. Lutke|M. Vignoli|L.A. Mentz","Trevisan 180","2003","11","7","Brazil","Rio Grande do Sul","Dona Francisca","Dona Francisco, 4 Km após o trevo de acesso a Faxinal do Sotumo.","-53.3572006225586","-29.6217002868652",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"15367","auto",NA,NA,"1",NA,NA,NA
"125","2020-07-06 18:44:00-03","MO","MOBOT","2194458","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, M.",NA,"B. Carette","Carette 107bis","1921","1",NA,"Argentina","Mendoza","San Carlos","Tres esquinas",NA,NA,NA,NA,"2200.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"126","2008-05-27 22:02:00-03","MO","MOBOT","1001795","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","P. M. Jorgensen",NA,"Simon Lægaard","Lægaard 51376","1984","2","8","Ecuador","Pichincha",NA,"Páramo de Guamaní, 5 km del paso de la Virgen.","-78.23333","-0.3",NA,NA,"3750.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-03-18 11:41:00-03","MO","MOBOT","101120417","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"C. Fruchard","Fruchard s.n.","1883","5","15","Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"128","2008-05-27 22:02:00-03","MO","MOBOT","1205710","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","F. Mereles, 2001 (FCQ)",NA,"Elsa M. Zardini|María T. Florentín P.","Zardini 7012","1988","9","5","Paraguay","Paraguarí",NA,"Macizo Acahay. Gallery forest along creek.","-57.15","-25.9",NA,NA,"500.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","88-89",NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","1509576","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","F. Mereles, 2001 (FCQ)",NA,"Fátima Mereles","Mereles H. 1698","1988","11",NA,"Paraguay","Central",NA,"Aregua, Isla Valle, en pantanos.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2008-05-27 22:02:00-03","MO","MOBOT","1509578","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","F. Mereles, 2001 (FCQ)",NA,"Fátima Mereles","Mereles H. 1678","1988","11",NA,"Paraguay","Central",NA,"Areguá. Isla Valle. En pantanos.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2012-11-16 08:19:00-02","MO","MOBOT","1516494","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","F. Mereles, Mar",NA,"José F. Pensiero|G. Marino","Pensiero 4192a","1992","12","2","Argentina","Tucumán",NA,"Dpto. Tafí, ruta prov. 307, 11 km S de Tafí del Valle, paraje La Angostura, en pastizal de altura.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2008-05-27 22:02:00-03","MO","MOBOT","1517829","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","F. Mereles, 2001 (FCQ)",NA,"Itaipú Binacional","Itaipú Binacional 919","1981","7","8","Paraguay","Alto Paraná",NA,"Río Itambey. Ribera de río.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2009-08-03 16:57:00-03","MO","MOBOT","1917378","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","H.K. Svenson",NA,"Walter J. Eyerdam|Alan A. Beetle","Eyerdam 22101","1938","9","14","Peru","Arequipa","Arequipa","Chili River by Arequipa; in running water, full sun or deep shade.",NA,NA,NA,NA,"2250.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2009-07-17 06:52:00-03","MO","MOBOT","2194264","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, M.",NA,"Arturo E. Burkart","Burkart 12156","1940","11","23","Argentina","Buenos Aires","La Plata","Greens del Swift Golf Club",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2009-07-17 06:52:00-03","MO","MOBOT","2194284","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, M.",NA,"Arturo E. Burkart","Burkart 10031","1939","12","23","Argentina","Buenos Aires","Lobos","Salvador María",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2009-12-07 22:07:00-02","MO","MOBOT","2194317","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, M.",NA,"Elisa G. Nicora","Nicora 1109","1936","12","1","Argentina","Córdoba","Colón","Ascochinga","-64.26667","-30.950001",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2011-02-18 16:41:00-02","MO","MOBOT","2194348","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, E., 23/04/",NA,"P.G. Lorentz","Lorentz 1002","1875",NA,NA,"Argentina","Entre Ríos","Concepción del Uruguay","Puntas del Arroyo de Molina, Estancia de Isleta",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2011-02-18 16:41:00-02","MO","MOBOT","2194372","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Guaglianone, E. R., 12.",NA,"P.G. Lorentz","Lorentz 1702","1878",NA,NA,"Argentina","Entre Ríos","Concepción del Uruguay","Arroyo del Matadero",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2011-03-04 11:31:00-03","MO","MOBOT","2194401","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Guaglianone, E. R.",NA,"Fernando N. Biurrun|Rosa Subils","Biurrun 1986","1984","11","30","Argentina","La Rioja","Chamical","Sierra de los Quinteros, entre la casa de Nicolás Ponce y la Laguna de la Niña de los Cabellos de oro",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2014-12-07 17:05:00-02","MO","MOBOT","2194429","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, M.",NA,"R, Sanzin","Sanzin 114","1913","11","9","Argentina","Mendoza","Luján de Cuyo","Puntilla",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2011-03-30 19:46:00-03","MO","MOBOT","2194490","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Rosa Guaglianone|L.D. Galotti|Nuncia M. Tur","Guaglianone 1771","1986","1","29","Argentina","San Juan","Calingasta","5 km al E de Barrealito, en pantano",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2011-03-30 19:46:00-03","MO","MOBOT","2194515","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Rosa Guaglianone|L.D. Galotti|Nuncia M. Tur","Guaglianone 1641","1986","1","30","Argentina","San Juan","Calingasta","ruta 141, al S de castaño Nuevo, orilla del río Castaño Viejo",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2008-05-27 22:02:00-03","MO","MOBOT","2194542","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Troels M. Pedersen","Pedersen 15266","1989","3","16","Argentina","San Juan","Iglesia","Arrequintin. Wet meadow by a little brook.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2011-03-30 19:46:00-03","MO","MOBOT","2194570","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Rosa Guaglianone|L.D. Galotti|Nuncia M. Tur","Guaglianone 1539","1986","1","24","Argentina","San Juan","Sarmiento","Río de los Leones",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"145","2009-12-07 20:43:00-02","MO","MOBOT","2194594","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Rosa Guaglianone","Guaglianone 1496","1986","1","24","Argentina","San Juan","Sarmiento","Sta. Rosa, a ca. 5 km de la desembocadura del río de los Leones",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2009-12-07 20:43:00-02","MO","MOBOT","2194617","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Rosa Guaglianone","Guaglianone 1449","1986","1","23","Argentina","San Juan","Sarmiento","Río Bachongo",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2009-07-17 06:52:00-03","MO","MOBOT","2194630","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, M.",NA,"Arturo E. Burkart","Burkart 10685a","1940","11","5","Argentina","San Luis",NA,"La Aguada",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2018-05-17 05:28:00-03","MO","MOBOT","2194671","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Guaglianone, E. R.",NA,"María E. Múlgura","Múlgura 1125","1991","12","12","Argentina","San Luis","Chacabuco","Ruta Prov. 1 arroyo La Aguada",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2009-07-15 16:07:00-03","MO","MOBOT","2194700","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"G. Martínez Achenbach","Martínez Achenbach 1081","1962","9","27","Argentina","Santa Fé","La Capital","Colastiné",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2011-06-21 05:21:00-03","MO","MOBOT","2194711","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Ariza Espinar, L.",NA,"Luis Ariza Espinar","Ariza Espinar 10","1957","10","15","Argentina","Córdoba","Capital","Alto Alberdi, a orillas del río Suquia",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2009-08-21 07:12:00-03","MO","MOBOT","2248579","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, M.",NA,"Santiago Venturi","Venturi 270","1902","11","27","Argentina","Buenos Aires",NA,"Barrancas al Sud",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2009-10-19 23:48:00-02","MO","MOBOT","2248600","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","Barros, M.",NA,"Walter J. Eyerdam|Alan A. Beetle|Eduardo M. Grondona","Eyerdam 23281","1938","12","9","Argentina","Buenos Aires",NA,"55 Km NE de Dolores camino a Mar del Plata; on bank of a stream in pure shell sand.",NA,NA,NA,NA,"0E8",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2011-02-25 07:03:00-03","MO","MOBOT","2248625","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees",NA,NA,"Julio A. Hurrell","Hurrell 2140","1994","2","12","Argentina","Buenos Aires",NA,"Isla Martín García, costa meriodional",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2008-05-27 22:02:00-03","MO","MOBOT","2248647","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","bonariensis","Eleocharis bonariensis","Nees","R. Guaglianone",NA,"Angel L. Cabrera","Cabrera 28088","1976","10","21","Argentina","Entre Ríos","Concordia","Obraje Salto Grande.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
