"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"93","2021-03-21 19:35:55-03","UFC","EAC","3399","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Fernandes, A.; Matos, F.J.A.","EAC3399","1977","06","Southern America","Brasil","Bahia",NA,NA,"Trepadeira.","EAC0003399","EAC0003399","01","Jacobina","-40.5182991027832","-11.1806001663208","Fernandes, A.; Bezerra, P.",NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA
"94","2020-12-21 16:27:57-03","MBM","MBM","46748","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Hatschbach, G.","38823",NA,NA,"Southern America","Brazil","Goiás","Rio Corumbá",NA,NA,"MBM046748",NA,NA,"Ipameri","-48.1596984863281","-17.7219009399414","Grear, J.W.",NA,NA,NA,NA,NA,NA,NA,"102542","auto",NA,NA,NA,NA
"95","2020-12-21 16:27:57-03","MBM","MBM","122791","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Gonçalves, L.M.C.","151",NA,NA,"Southern America","Brazil","Bahia","8km de Tapiramutá, Fazenda Abençoada",NA,NA,"MBM122791","MBM122791",NA,"Tapiramutá","-40.7914009094238","-11.8472003936768","Lima, M.P.M. de",NA,NA,NA,NA,NA,NA,NA,"22639","auto",NA,NA,NA,NA
"96","2020-12-21 16:27:57-03","MBM","MBM","393155","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Krieger, L.","11495","1972","02","Southern America","Brazil","Minas Gerais","Serra da Mantiqueira",NA,"Cipó, refular, volúvel, flores amarelas, planta inteira pilosa. Há frutos maduros.","MBM393155","MBM393155","07","Antônio Carlos","-43.7467002868652","-21.3180999755859","Luiz, A.",NA,NA,"1976","11",NA,NA,"23","30131","auto",NA,NA,NA,NA
"97","2020-12-21 16:27:57-03","MBM","MBM","147743","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Hage, J.L.; et al.; et al.","2288",NA,NA,"Southern America","Brazil","Bahia","3-5km na rodovia Rod. BA-052",NA,NA,"MBM147743","MBM147743",NA,"Jacobina","-40.5182991027832","-11.1806001663208","Lewis, G.P.",NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA
"98","2020-12-21 16:27:57-03","MBM","MBM","46748","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Hatschbach, G.","38823",NA,NA,"Southern America","Brazil","Goiás","Rio Corumbá",NA,NA,"MBM046748",NA,NA,"Ipameri","-48.1596984863281","-17.7219009399414","Grear, J.W.",NA,NA,NA,NA,NA,NA,NA,"102542","auto",NA,NA,NA,NA
"99","2020-12-21 16:27:57-03","MBM","MBM","147743","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Harms ex Kuntze) Grear",NA,"Hage, J.L.; et al.; et al.","2288",NA,NA,"Southern America","Brazil","Bahia","3-5km na rodovia Rod. BA-052",NA,NA,"MBM147743","MBM147743",NA,"Jacobina","-40.5182991027832","-11.1806001663208","Lewis, G.P.",NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA
"100","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748913","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Triana, J.",NA,"1851","1",NA,"Colômbia",NA,"Nouvelle-Grenade. Prov. de Bogota, Quetame, Andes de Bogota.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748913' target='other'> <mi>dwc_moreinfo</mi></a>","P02748913","P02748913_01","1",NA,"-73.852","4.333",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748914","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"[ Martnet], M.",NA,NA,NA,NA,"Peru",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748914' target='other'> <mi>dwc_moreinfo</mi></a>","P02748914","P02748914_01",NA,NA,"-75.07506","-11.05057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1370",NA
"102","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748916","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Mocquerys",NA,"1893","1",NA,"Venezuela",NA,"Mérida.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748916' target='other'> <mi>dwc_moreinfo</mi></a>","P02748916","P02748916_01","1",NA,"-71.15","8.599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237",NA
"103","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748919","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Weddell, H.A.",NA,"1843","11",NA,"Brasil","Minas Gerais","Brésil: (Minas Geraes).","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748919' target='other'> <mi>dwc_moreinfo</mi></a>","P02748919","P02748919_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1702",NA
"104","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748920","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Mosén",NA,"1874","5",NA,"Brasil","Minas Gerais","Brésil, prov. Minas Gerais, Caldas.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748920' target='other'> <mi>dwc_moreinfo</mi></a>","P02748920","P02748920_01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1831",NA
"105","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748923","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Ewernberg",NA,NA,NA,NA,"Uruguai",NA,"Montevideo.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748923' target='other'> <mi>dwc_moreinfo</mi></a>","P02748923","P02748923_01",NA,NA,"-56.16527","-34.89106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"311",NA
"106","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748924","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Blanchet",NA,"1845","1",NA,"Brasil","Bahia","Brésil, prov. de Bahia, Jacobine. S. Thomé.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748924' target='other'> <mi>dwc_moreinfo</mi></a>","P02748924","P02748924_01","1",NA,"-40.52","-11.177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3815",NA
"107","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748926","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Triana, J.",NA,"1851","1",NA,"Colômbia",NA,"Nouvelle-Grenade. Ortega, prés de Pasto.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748926' target='other'> <mi>dwc_moreinfo</mi></a>","P02748926","P02748926_01","1",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748927","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Mosén, H.",NA,"1875","6",NA,"Brasil","São Paulo","Brésil, Campinas.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748927' target='other'> <mi>dwc_moreinfo</mi></a>","P02748927","P02748927_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748930","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Burchell",NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748930' target='other'> <mi>dwc_moreinfo</mi></a>","P02748930","P02748930_01",NA,NA,NA,NA,"Cândido",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4516",NA
"110","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748915","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,NA,NA,NA,NA,NA,"Venezuela",NA,"Mérida.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748915' target='other'> <mi>dwc_moreinfo</mi></a>","P02748915","P02748915_01",NA,NA,"-71.15","8.6","Fortuna-Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237",NA
"111","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748917","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Warming, E.",NA,NA,NA,NA,"Brasil","Minas Gerais","Brésil, lagoa Sta.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748917' target='other'> <mi>dwc_moreinfo</mi></a>","P02748917","P02748917_01",NA,NA,NA,NA,"Fortuna-Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748918","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Mocquerys",NA,"1893","1",NA,"Venezuela",NA,"Mérida.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748918' target='other'> <mi>dwc_moreinfo</mi></a>","P02748918","P02748918_01","1",NA,"-71.15","8.6","Grear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237",NA
"113","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748922","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Breteler, F.J.",NA,"1965","1",NA,"Venezuela",NA,"State of Barinas, near Barinitas.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748922' target='other'> <mi>dwc_moreinfo</mi></a>","P02748922","P02748922_01","28",NA,NA,NA,"Fortuna-Perez","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4437",NA
"114","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748915","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,NA,NA,NA,NA,NA,"Venezuela",NA,"Mérida.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748915' target='other'> <mi>dwc_moreinfo</mi></a>","P02748915","P02748915_01",NA,NA,"-71.15","8.6","Fortuna-Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237",NA
"115","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748917","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Warming, E.",NA,NA,NA,NA,"Brasil","Minas Gerais","Brésil, lagoa Sta.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748917' target='other'> <mi>dwc_moreinfo</mi></a>","P02748917","P02748917_01",NA,NA,NA,NA,"Fortuna-Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748918","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Mocquerys",NA,"1893","1",NA,"Venezuela",NA,"Mérida.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748918' target='other'> <mi>dwc_moreinfo</mi></a>","P02748918","P02748918_01","1",NA,"-71.15","8.6","Grear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237",NA
"117","2015-09-04 02:10:04-03","MNHN","RECOLNAT_MNHN_P","P02748922","PreservedSpecimen",NA,NA,NA,"Fabaceae","Rhynchosia","reticulata","kuntzei","Rhynchosia reticulata kuntzei","(Kuntze) Grear",NA,"Breteler, F.J.",NA,"1965","1",NA,"Venezuela",NA,"State of Barinas, near Barinitas.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02748922' target='other'> <mi>dwc_moreinfo</mi></a>","P02748922","P02748922_01","28",NA,NA,NA,"Fortuna-Perez","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4437",NA
"118","2020-12-11 11:36:25-03","UFMG","BHCB","65860","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Magalhães, GM","53","1940","01","Southern America","Brasil","Minas Gerais",NA,NA,"Trepadeira; sujo","BHCB040964",NA,"05","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"2016","07",NA,NA,"18","17082","auto",NA,NA,NA,NA
"119","2020-12-11 11:36:25-03","UFMG","BHCB","65857","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Barreto, HLM","5420","1933","03","Southern America","Brasil","Minas Gerais",NA,NA,"Trepadeira; sujo","BHCB040969",NA,"29","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"2016","07",NA,NA,"18","17082","auto",NA,NA,NA,NA
"120","2020-12-11 11:36:25-03","UFMG","BHCB","65862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Barreto, HLM","10331","1939","07","Southern America","Brasil","Minas Gerais",NA,NA,"sujo","BHCB040963",NA,"15","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"2016","07",NA,NA,"18","17082","auto",NA,NA,NA,NA
"121","2020-12-11 11:36:25-03","UFMG","BHCB","65859","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Magalhães, GM","2589","1942","11","Southern America","Brasil","Minas Gerais",NA,NA,"Trepadeira; capoeira","BHCB040965",NA,"11","Caeté","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA
"122","2020-12-11 11:36:25-03","UFMG","BHCB","65858","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Barreto, HLM","5419","1933","03","Southern America","Brasil","Minas Gerais",NA,NA,"Trepadeira; sujo","BHCB040968",NA,"25","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,"2016","07",NA,NA,"18","19939","auto",NA,NA,NA,NA
"123","2020-12-11 11:36:25-03","UFMG","BHCB","1002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Oliveira, JA de","s.n.","1980","02","Southern America","Brasil","Minas Gerais","Campus da UFMG. Prefeitura.",NA,"terrestre;escandente;sementes vermelhas e pretas;flores flavas","BHCB040954",NA,"06","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"2016","07",NA,NA,"18","17082","auto",NA,NA,NA,NA
"124","2021-04-01 17:01:32-03","UFMG","BHCB","23119","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Tameirão Neto, E; Matsuoka, CYK","398","1991","02","Southern America","Brasil","Minas Gerais","Estação Ecológica da UFMG",NA,"2ª estação de coleta, trilha G.; Flores amarelas.","BHCB040950",NA,"19","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"2016","07",NA,NA,"18","17082","auto",NA,NA,NA,NA
"125","2020-12-11 11:36:25-03","UFMG","BHCB","1001","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Rennó, LR","s.n.","1953",NA,"Southern America","Brasil","Minas Gerais","Represa da Pampulha.",NA,"Campo","BHCB040940",NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"2016","07",NA,NA,"18","17082","auto",NA,NA,NA,NA
"126","2008-05-27 22:02:00-03","MO","MOBOT","1074353","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Calaway H. Dodson","Dodson 11681","1981","10","South America","Ecuador","Azuay","Chullabamba, 11 km N of Cuenca in the Cuenca valley near the river. At the country estate of Marcelo Jaramillo.",NA,NA,NA,NA,"7",NA,"-78.93333","-2.25","R. Fortunato (BAB)","2350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152",NA
"127","2010-11-23 05:59:00-02","MO","MOBOT","3213020","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Marion J. Jansen-Jacobs|Ben J.H. ter Welle|Andre Chanderbali|Usha Raghoenandan|V. James","Jansen-Jacobs 3268","1994","1","South America","Guyana","Rupununi","N. of Shea, Camp 1. Savanna",NA,NA,NA,NA,"19",NA,"-59.15","2.95","Barneby","190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-03-24 15:21:00-03","MO","MOBOT","3211618","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Thomas B. Croat","Croat 84869","2000","8","South America","Bolivia","Beni","Along road between Rurrenabaque and Riberalta, between Puerto Yata and jct. of hwy. to Cobija, 30.8 km S of border with Vaca Diez Province, 176.9 km S of jct. to Cobija",NA,NA,NA,NA,"13","Vaca Diez","-66.5686111","-12.7927777","Fortunato","190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"129","2012-03-01 05:10:00-03","MO","MOBOT","1476233","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84869","2000","8","South America","Bolivia","Beni","Along road between Rurrenabaque and Riberalta, between Puerto Yata and jct. of hwy. to Cobija, 30.8 Km S of border with Vaca Diez Province, 176.9 Km S of jct. to Cobija.",NA,NA,NA,NA,"13","Vaca Diez","-66.56861","-12.79277","R.H. Fortunato (BAB)","190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"944","4"
"130","2018-08-31 13:52:00-03","MO","MOBOT","100365534","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Efraín Suclli|Jim Farfán|V. Chama|Yesenia Vizcardo","Suclli Montañés 1637","2003","10","South America","Peru","Cusco","Dist. Vilcabamba. Ututo.",NA,NA,NA,NA,"20","La Convención","-73.0833333","-13.0666667","Renée Fortunato (BAB)","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"131","2011-09-14 15:21:00-03","MO","MOBOT","100410915","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"José Steinbach","Steinbach G. 6125",NA,NA,"South America","Bolivia","Santa Cruz","Buenavista",NA,NA,NA,NA,NA,"Sara",NA,NA,"Foster Catalogue Note File",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"132","2017-05-18 09:39:00-03","MO","MOBOT","100971714","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Tod F. Stuessy|Daniel J. Crawford|Abundio Sagástegui A.","Stuessy 12611","1992","7","South America","Peru","Cajamarca","Ca. 2 kms E of Jesus on gravel road to Cajamarca (ca. 18 kms W of Cajamarca).",NA,NA,NA,NA,"13","Cajamarca",NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"133","2008-05-27 22:02:00-03","MO","MOBOT","109067","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Ronald L. Liesner","Liesner 24318","1988","5","South America","Venezuela","Bolívar","Gran Sabana; San Ignacio de Yuruaní.",NA,NA,NA,NA,"7",NA,"-61.16666","5","R.H.Fortunato (FVG)","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-34","4"
"134","2015-12-18 05:21:00-02","MO","MOBOT","1342467","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Arnaldo López M.","López Miranda 9014","1982","6","South America","Peru","Cajamarca","En borde de carretera",NA,NA,NA,NA,"24","Contumazá",NA,NA,"R. Fortunato (BAB)","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2009-02-12 10:28:00-02","MO","MOBOT","1575441","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Michael J.G. Hopkins|et al.","Hopkins 120","1983","8","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"3","Nuflo de Chavez","-63.0333333","-15.5833333","R. Fortunato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"136","2018-09-21 04:36:00-03","MO","MOBOT","1771060","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Ricardo Callejas|S. P. Churchill|P. Acevedo|Inés Sastre de Jesús|Carlos J. Castaño","Callejas Posada 2214","1986","8","South America","Colombia","Antioquia","Carr. Liborina-Sabanalarga, 3 km N de Liborina. Bosque seco tropical. (sensu Holdrige).",NA,NA,NA,NA,"3","Liborina","-75.814685","6.704735","R. Barneby","910.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2015-02-20 12:47:00-02","MO","MOBOT","2186857","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Teodoro Rojas","Rojas 3302","1919","2","South America","Paraguay","Paraguarí","Calistro",NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-01-25 04:35:00-02","MO","MOBOT","2205665","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Luis Valenzuela G.","Valenzuela Gamarra 1921","2003","4","South America","Peru","Cusco","Dist. Machu Picchu, Bosque Secundario, orilla del río",NA,NA,NA,NA,"21",NA,"-72.5666667","-13.1333333","Renée Fortunato","1525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10"
"139","2019-01-25 04:35:00-02","MO","MOBOT","2209950","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Luis Valenzuela G.","Valenzuela Gamarra 1823","2003","4","South America","Peru","Cusco","Dist. Machu Picchu, Aobamba, Bosque Secundario",NA,NA,NA,NA,"16","Urubamba","-72.55","-13.2","Renée Fortunato","2383.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"140","2020-07-11 04:38:00-03","MO","MOBOT","2659887","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Bente B. Klitgaard|Bertil Ståhl|Pablo Lozano|Tania Delgado|F. Elizalde|H. Alejandro|F. Tinitana","Klitgaard 184","1996","6","South America","Ecuador","Loja","Bosque El Tundo, propriedad de la fundación ARCOIRIS, on track off road Sozoranga-Macará, ca. km 1.",NA,NA,NA,NA,"12",NA,"-79.81666","-4.31666","Lewis, G. P. (K)","1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2014-11-15 05:40:00-02","MO","MOBOT","2736809","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Rhynchosia","reticulata",NA,"Rhynchosia reticulata","(Sw.) DC.",NA,"Isau Huamantupa|M. Ninanzuro","Huamantupa Chuquimaco 4055","2004","3","South America","Peru","Cusco","Dist. Santa Teresa, Santa Teresa, Bosque Secundario Seco",NA,NA,NA,NA,"15","La Convención","-72.59972","-13.13361","G.P. Lewis (K)","1586.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9"
