"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"352","2019-11-13 11:18:34-03","USP","SPF","122859","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Amaral, JI","s.n.",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"SPF00122859",NA,NA,"Lam.","Araújo, AC","1990","04","14","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,"1997","08",NA,"295160","auto",NA,NA,NA,NA,NA
"353","2019-11-13 11:18:34-03","USP","SPF","175178","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Rodrigues, MEF","19",NA,"Brasil","São Paulo","Represa Billings, Reservatório Rio Grande.&nf;Coordenadas em UTM: 354541 e 7374895.",NA,NA,NA,NA,NA,"SPF00175178",NA,NA,"Lam.","Gil, ASB","2005","04","13","São Bernardo do Campo","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA
"354","2020-03-05 14:13:30-03","UNEMAT","HPAN","441","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Carniello, MA; Cruz, WJA; Bonilla, MGO; Silva, DR","3464","América","Brasil","Mato Grosso","Córrego Padre Inácio, Sítio Duas Irmãs",NA,NA,NA,NA,"Determinação da capacidade de suporte e levantamento botânico de pastegens nativas e cultivadas em áreas secas e alagáveis do Pantanal de Cáceres (MT).","HPAN000000441","Magnoliidae","Poales","Lam.","Carniello, MA","2010","05","03","Cáceres","-57.831278","-16.061",NA,NA,NA,"2010","05","03",NA,NA,"-57.831278","-16.061",NA,NA,NA
"355","2021-03-25 13:52:02-03","UNIVILLE","JOI","14940","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Melo-Júnior, J.C.F.",NA,NA,"Brasil","Santa Catarina","CEPA Rugendas.",NA,NA,NA,NA,"; HABITO: emergente","JOI014940",NA,NA,"Lam.",NA,"2004","10","16","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"356","2021-03-25 13:52:02-03","UNIVILLE","JOI","14942","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Melo-Júnior, J.C.F.",NA,NA,"Brasil","Santa Catarina","CEPA Rugendas.",NA,NA,NA,NA,"; HABITO: emergente","JOI014942",NA,NA,"Lam.",NA,"2004","10","16","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"357","2019-10-25 14:21:28-03","UEFS","HUEFS","237904","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Lima, L.F.","1396",NA,"Brasil","Paraíba","Açude da comunidade São Bento","291","291",NA,NA,"Savana Estépica, Planossolo Nátrico Órtico","HUEFS0237904","Angiospermae","Poales","Lam.",NA,"2018","09","05","Uiraúna","-38.644444","-6.573333",NA,NA,NA,NA,NA,NA,NA,NA,"38W38'40''","6S34'24''","Lilianae",NA,NA
"358","2019-10-07 09:20:49-03","UEFS","HUEFS","24357","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Melo, E.","1708",NA,"Brasil","Bahia","Lagoa 6.","130","130",NA,NA,"Margem da lagoa, solo emerso encharcado.","HUEFS0024357","Angiospermae","Poales","Lam.","M.Alves","1996","09","15","Anguera","-39.15","-12.183333","HUEFS0024357",NA,NA,"2005","12",NA,NA,NA,"39W9'","12S11'","Lilianae",NA,NA
"359","2019-10-07 09:20:49-03","UEFS","HUEFS","72756","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Leite, K.R.B","298",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"HUEFS0072756","Angiospermae","Poales","Lam.","M.Alves","2003","03","30","Anguera","-39.150833","-12.193056","HUEFS0072756",NA,NA,"2005","12",NA,NA,NA,"39W9'3''","12S11'35''","Lilianae",NA,NA
"360","2019-10-07 09:20:49-03","UEFS","HUEFS","75162","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Leite, K.R.B","363",NA,"Brasil","Bahia","Fazenda Caraíba, estrada do Feijão Km 17, sentido Feira-Anguera. Lagoa.","220","220",NA,NA,NA,"HUEFS0075162","Angiospermae","Poales","Lam.","M.Alves","2003","06","29","Anguera","-39.184167","-12.193056","HUEFS0075162",NA,NA,"2005","12",NA,NA,NA,"39W11'3''","12S11'35''","Lilianae",NA,NA
"361","2018-04-19 09:32:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","[Illegible]","5","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","1941","2","2",NA,"-58.5","-34.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"5"
"362","2018-04-19 09:36:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","J. F. Macbride","1419","South America","Peru","Huánuco",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","1922","7","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"1419"
"363","2016-11-03 09:23:46-02","F","FMNH-SEEDPLANTS","V0079735F","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","M. O. Dillon","3946","South America","Peru","Arequipa","Lomas of Mollendo, ca. 8 km NW of Islay",NA,NA,NA,NA,NA,"V0079735F","Spermatophyta",NA,NA,NA,"1983","11","20","Islay","-72.05","-16.92","V0079735F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"364","2016-11-03 09:22:46-02","F","FMNH-SEEDPLANTS","V0079736F","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","M. O. Dillon","3934","South America","Peru","Arequipa","Lomas of Mollendo, ca. 7 km NW of Islay",NA,NA,NA,NA,NA,"V0079736F","Spermatophyta",NA,NA,NA,"1983","11","20","Islay","-72.05","-16.92","V0079736F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"365","2015-03-06 22:25:46-03","F","FMNH-SEEDPLANTS","V0079737F","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","E. Werdermann","174","South America","Chile",NA,NA,NA,NA,NA,NA,NA,"V0079737F","Spermatophyta",NA,NA,NA,"1923","12",NA,NA,"-70.8906","-35.8156","V0079737F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"366","2019-10-03 14:20:40-03","IAC","IAC","10747","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A.R. Cuezzo","2218",NA,"Argentina","San Juan","Santa Luzia",NA,NA,NA,NA,"obtido do Inst. Miguel lillo, em 14/06/1949",NA,NA,NA,"Lam.","M. Barros","1945","12","28","San Juan",NA,NA,NA,NA,NA,"1945","12","28",NA,NA,NA,NA,NA,NA,NA
"367","2019-10-03 14:20:40-03","IAC","IAC","10900","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","M. Terribile","214",NA,"Argentina","Tucumán",NA,NA,NA,NA,NA,"ManantiaL. obtido do Inst. Miguel lillo, em 14/06/1949",NA,NA,NA,"Lam.","M. Barros","1946","10","15",NA,NA,NA,NA,NA,NA,"1946","10","15",NA,NA,NA,NA,NA,NA,NA
"368","2019-01-25 15:34:39-02","IAC","IAC","19670","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","H.F. Leitão Filho","248",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","H.F. Leitão Filho","1967","12","15","Campinas","-47.077171","-22.870251",NA,NA,NA,"1967","12","20",NA,NA,"-47.077171","-22.870251",NA,NA,NA
"369","2019-01-25 15:34:39-02","IAC","IAC","24417","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Dac","33",NA,"Brasil","Minas Gerais","Estação Experimental Epamig",NA,NA,NA,NA,"Cultura de arroz",NA,NA,NA,"Lam.","R.M. Pio","1980","02","14","Careaçu","-45.6992","-22.0431",NA,NA,NA,"1980","03","18",NA,NA,"-45.6992","-22.0431",NA,NA,NA
"370","2019-01-25 15:34:39-02","IAC","IAC","39585","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Maria do Carmo","s/nº",NA,"Brasil","São Paulo","Fazenda Mata Dentro (sede)",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","C. Aranha","1979","11","06","Campinas","-47.0608","-22.9056",NA,NA,NA,"1980","06","19",NA,NA,"-47.0608","-22.9056",NA,NA,NA
"371","2019-01-25 15:34:39-02","IAC","IAC","768","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","J. Santoro","s/nº",NA,"Brasil","São Paulo","Pasto Rossi & Brghi",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","H.F. Leitão Filho","1936","10","23","Campinas","-47.0608","-22.9056",NA,NA,NA,"1967","07","20",NA,NA,"-47.0608","-22.9056",NA,NA,NA
"372","2019-01-25 15:34:39-02","IAC","IAC","835","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","J. Santoro","s/nº",NA,"Brasil","São Paulo","Pasto Rossi & Borghi",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","H.F. Leitão Filho","1936","11","20","Campinas","-47.0608","-22.9056",NA,NA,NA,"1967","07","20",NA,NA,"-47.0608","-22.9056",NA,NA,NA
"373","2019-01-25 15:34:40-02","IAC","IAC","7000","S","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus","L.S. Rose","39277",NA,NA,NA,NA,NA,NA,NA,NA,"(C.Eragrostis lam.)(C.virens of calif. authors)flora da Califórnia, reebido de L.S.Rose em 23/04/1941",NA,NA,NA,"Willd.","L.S. Rose","1939","06","11",NA,NA,NA,NA,NA,NA,"1939","06","11",NA,NA,NA,NA,NA,NA,NA
"374","2020-02-17 11:30:38-03","UEG","HUEG","13830","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Morais, I.L.","5009","Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,"Fundo vereda, Faz. São José.","HUEG013830","Monocotyledonae",NA,"Lam.","Pereira, B.A.S.","2014","10","30","Gouvelândia","-51.275","-18.426944",NA,NA,NA,NA,NA,NA,NA,NA,"-51.275","-18.426944",NA,NA,NA
"375","2019-04-02 09:31:58-03","URICER","HPBR","6802","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","GASTAL, C. S. et. al.",NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,"HPBR006802",NA,NA,"Lam.","IRGANG, B. E.","2000","12","04","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,NA,NA,"82892","auto",NA,NA,NA,"1",NA
"376","2019-11-13 16:04:38-03","UNISANTA","HUSC","11977","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","M. Alves; C. Santos; E. Janira; L. Catib","62",NA,"Brasil","São Paulo","IFSP Campus Cubatão.",NA,NA,NA,NA,"Erva perene com 75cm de alt. Folhas lanceoladas, coriáceas, reticuladas. Inflorescência em antela simples, esverdeadas a amareladas.; Mata Atlântica",NA,"Magnoliophyta",NA,"Lam.","L. Catib","2015","11","27","Cubatão","-46.4125","-23.928889",NA,NA,NA,"2015",NA,NA,NA,NA,"-46.4125","-23.928889",NA,NA,NA
"377","2020-11-05 13:53:45-03","UNIRIO","HUNI","379","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","R. Anjos; L. Borré","33",NA,"Brasil","Rio de Janeiro","Itaipuaçú. Rua 56, oposto ao lote 49, quadra 226.",NA,NA,NA,NA,"Material em meio líquido e herborizado. Erva com ca. 50 cm altura. Habitat: Alagado temporário, solo úmido Habito: Erva","HUNI00000379",NA,NA,"Lam.","A. Gil","2000","02","12","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"378","2020-03-05 13:57:17-03","UEL","FUEL","51542","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Záchia, RA","5587",NA,"Brasil","Rio Grande do Sul","Ea. Bonitas, na lavoura de arroz",NA,NA,NA,NA,NA,"FUEL019668","Tracheophyta","Poales","Lam.",NA,"2003","03","27","São Borja","-56.0043983459473","-28.6606006622314",NA,NA,NA,NA,NA,NA,"75549","auto",NA,NA,NA,NA,NA
"379","2019-11-01 15:13:51-03","UnB","UB","160274","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Wilson, KL; Murray, L","5907","Asia-Tropical","Australia","New South Wales","Nyrang Creek, c.12 km WNW. of Canowindra on Eugowra road.&nf;Occasional on banks of small creek, under Euc. camadullensis on grey-brown clayey soil. Also Carex apressa, Eleocharis plana.",NA,NA,NA,NA,NA,"UB0009176","Monocotyledonae",NA,"Lam.","Wilson, KL","1984","03","25",NA,"148.55","-33.55",NA,NA,NA,NA,NA,NA,NA,NA,"148.55","-33.55",NA,NA,NA
"380","2019-11-01 15:13:51-03","UnB","UB","160275","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Thorne, RF; Thorne, MZ","36577","Northern America","USA","Califórnia","San Gabriel Mts. , Angeles National Forest: moist soil along branch of, and along main stream of North Fork of San Gabriel River ca 3 miles S of Coldbrook Campground, elev. ca. 2200 ft.; with Mimulus cardinalis , M. guttatus, M. floriobundos, Epilo",NA,NA,NA,NA,NA,"UB0009178","Monocotyledonae",NA,"Lam.",NA,"1966","08","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2020-07-29 09:06:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Gallo, SC; Da Silva, DR; Zortea, M","197","Southern America","Brasil","Mato Grosso","Afloramento rochoso atrás do Cristalino Lodge","197","197",NA,NA,"Erva. Folha discolor, pilosidade nas faces abaxial e adaxial. Inflorencência composta, formada por espigas; Entorno de Floresta Estacional",NA,"Monocotyledonae",NA,"Lam.","Da Silva, DR","2017","07","03","Alta Floresta","-55.931944","-9.599167",NA,NA,NA,"2017","08","16",NA,NA,"-55.931944","-9.599167",NA,NA,NA
"382","2020-07-29 09:06:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Gallo, SC; Da Silva, DR; Silva, DF; Pereira, IS; Ribeiro, RS","129","Southern America","Brasil","Mato Grosso","RPPN Cristalino, Serra 1, Trilha do Tapiri","317","317",NA,NA,"Erva. Folhas concolor. Altura (65cm). Espiguetas verdes em processo de maturação tornando-se marrom; Floresta Estacional Decidual Submontana sobre afloramento rochoso",NA,"Monocotyledonae",NA,"Lam.",NA,"2017","03","30","Novo Mundo","-55.918611","-9.583889",NA,NA,NA,NA,NA,NA,NA,NA,"-55.918611","-9.583889",NA,NA,NA
"383","2019-11-01 15:13:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Costa, SM; et al.","22","Southern America","Brasil","Sergipe","Trilha Vale dos Mestres",NA,NA,NA,NA,"Caatinga","UB0005275","Monocotyledonae",NA,"Lam.","Costa, SM","2006","06","09","Canindé de São Francisco","-37.7893981933594","-9.65999984741211","UB0005275",NA,NA,"2007",NA,NA,"38828","auto",NA,NA,NA,NA,NA
"384","2020-08-20 20:41:01-03","UFSC","FLOR","43313","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Franke, R.A.M.","34",NA,"Brasil","Santa Catarina","Atrás do Departamento de Química, próximo ao portão de entrada da universidade pela Rua Desembargador Vitor Lima. Universidade Federal de Santa Catarina. Ilha de Santa Catarina.",NA,NA,NA,NA,"herbáceo","FLOR0043313",NA,"Poales","Lam.","Trevisan, R.","2011","12","11","Florianópolis","-48.524444","-27.598333",NA,NA,NA,"2012",NA,NA,NA,NA,"48º31'28''W","27º35'54''S",NA,NA,NA
"385","2020-08-20 20:41:01-03","UFSC","FLOR","56865","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Trevisan, R.; Bianco, C.D.","1647",NA,"Brasil","Santa Catarina","Campus Trindade Universidade Federal de Santa Catarina, atrás do Horto Medicinal do Hospital Universitário.",NA,NA,NA,NA,NA,"FLOR0056865",NA,"Poales","Lam.","Trevisan, R.","2015","03","19","Florianópolis","-48.516944","-27.5975",NA,NA,NA,"2014",NA,NA,NA,NA,"48º31'1''W","27º35'51''S",NA,NA,NA
"386","2020-08-20 14:58:59-03","UFSC","FLOR","61867","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Ardissone, R.E.; Silva Filho, P.J. & Trevisan, R.","220",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"FLOR0061867",NA,"Poales","Lam.","Trevisan, R.","2012","12","16","Alegrete","-56.189444","-30","FLOR0061867",NA,NA,"2012","12","16",NA,NA,"56º11'22''W","30º0'0''S",NA,NA,NA
"387","2020-08-20 14:58:59-03","UFSC","FLOR","64450","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Pott, V.J.; Scremin-Dias, E.; Sigrist, M.R.; Souza, P.R. de","5715",NA,"Brasil","Mato Grosso do Sul","Local Fazenda São Geraldo, 900m da nascente.",NA,NA,NA,NA,"Erva aquática submersa pela correnteza da água, raro. Habitat: Rio com bancos de macrófitas principalmente Ghomphrena elegans nas bordas, 50- 70 cm de profundidade. Solo calcário. Relevo plano. Escapo triangular roliço, 60-70 cm.","FLOR0064450",NA,"Poales","Lam.","Silva, L.P.","2002","08","27","Bonito","-56.5525","-21.2525",NA,NA,NA,"2017","03","17",NA,NA,"56º33'9''W","21º15'9''S",NA,NA,NA
"388","2020-08-20 14:58:59-03","UFSC","FLOR","22877","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Jarenkow, J.A.; Leite, S.L.C. & Viana, F.M.S.","331",NA,"Brasil","Rio Grande do Sul","Estação Ecológica do Taim, sobre aterro lateral da Lagoa do Jacaré.",NA,NA,NA,NA,NA,"FLOR0022877",NA,"Poales","Lam.","Sobral, M.","1986","05","03","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,NA,"1990","03",NA,"82892","auto",NA,NA,NA,NA,NA
"389","2020-08-20 14:58:59-03","UFSC","FLOR","29920","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Marchett, F.","706",NA,"Brasil","Rio Grande do Sul","Fazenda Santa Rufina.","230","230",NA,NA,"Habitat: área úmida","FLOR0029920",NA,"Poales","Lam.","Trevisan, R.","2008","12","10","Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,NA,"2012","04","24","79795","auto",NA,NA,NA,NA,NA
"390","2021-04-05 20:16:29-03","UFSC","FLOR","22676","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Falkenberg, D.B.","6038",NA,"Brasil","Rio Grande do Sul","Praia da Cal.","15","15",NA,NA,"Habitat: restinga, local úmido","FLOR0022676",NA,"Poales","Lam.","Araujo, A.C.","1992","12","31","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,"1997","05","30","20837","auto",NA,NA,NA,NA,NA
"391","2020-08-20 14:58:59-03","UFSC","FLOR","41835","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hassemer, G.N.","194",NA,"Brasil","Santa Catarina","Campus da UFSC, Ilha de Santa Catarina.",NA,NA,NA,NA,"erva","FLOR0041835",NA,"Poales","Lam.","Hassemer, G.N.","2010","04","27","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,"2010","04","27","27000","auto",NA,NA,NA,NA,NA
"392","2020-08-20 20:41:01-03","UFSC","FLOR","21848","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Souza, M.L.; Falkenberg, D.B.","390",NA,"Brasil","Santa Catarina","Rio Vermelho, Ilha de Santa Catarina.",NA,NA,NA,NA,"erva","FLOR0021848",NA,"Poales","Lam.","Sobral, M.","1984","10","26","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,"1986",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"393","2020-08-20 14:58:59-03","UFSC","FLOR","527","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Reitz, R.; Klein, R.M.","14058",NA,"Brasil","Santa Catarina","Morro do Pinheiro Seco.","950","950",NA,NA,NA,"FLOR0000527",NA,"Poales","Lam.",NA,"1962","12","17","Lages","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"394","2021-03-04 15:42:08-03","IF","SPSF","05914","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","T.M.C.Capellanos",NA,"América do Sul","Brasil","SP","represa da CESP",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Poales",NA,NA,"1979","12","04","Paraibuna","-45.6599998474121","-23.3799991607666",NA,NA,NA,NA,NA,NA,"30824","auto",NA,NA,"Liliopsida",NA,NA
"395","2021-03-04 15:42:08-03","IF","SPSF","05907","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","T.M.C.Capellanos",NA,"América do Sul","Brasil","SP","CESP",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Poales",NA,NA,"1979","09","21","Represa do Jurumirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA
"396","2021-02-08 12:51:03-03","UFRGS","ICN","129498","S","Plantae","Cyperaceae","Cyperus","cf. eragrostis","Cyperus cf. eragrostis","Hagelund, K","7888","América do Sul","Brasil","RS","Granja Piratini",NA,NA,NA,NA,NA,"ICN00004801","Monocotyledon",NA,"Lam.","Trevisan, R","1973","12","09","Santo Ângelo","-54.2630996704102","-28.2992000579834","ICN00004801",NA,NA,"2003","11","12","25915","auto",NA,NA,NA,NA,NA
"397","2021-02-08 12:51:03-03","UFRGS","ICN","155863","S","Plantae","Cyperaceae","Cyperus","cf. eragrostis","Cyperus cf. eragrostis","Windisch, PG; Oliveira, W","9545","América do Sul","Brasil","RS","vale do rio Pelotas junto a divisa com o Estado de Santa Catarina 27°45' S 51°10' W",NA,NA,NA,NA,"Paredão rochoso do corte da estrada, próximo ao acesso da balsa, acima zona de inundações ocasionais; sobre rochas.","ICN00004809","Monocotyledon",NA,"Lam.",NA,"2000","03","08","Pinhal da Serra","-51.166667","-27.866667","ICN00004809 ICN00004809_1",NA,NA,NA,NA,NA,NA,NA,"-51.166667","-27.866667",NA,NA,NA
"398","2021-02-08 12:51:06-03","UFRGS","ICN","181906","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Báez-L., MR","177","América do Sul","Brasil","RS","Borda de estrada de chao, que conduz para Terra de Areia",NA,NA,NA,NA,"Material testemunho mestrado; Erva, em local humido; Banhado","ICN00004784","Monocotyledon",NA,"Lam.","M.R.; da Filho Silva; Báez-L., MR","2014","05","06","Maquiné","-50.183611","-29.694167","ICN00004784",NA,NA,"2014","07","25",NA,NA,"-50.183611","-29.694167",NA,NA,NA
"399","2021-02-08 12:51:02-03","UFRGS","ICN","181913","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Báez-L., MR","186","América do Sul","Brasil","RS","A 100 metros da rodoviaria do municipio",NA,NA,NA,NA,"Material testemunho mestrado; Planta cominflorescências; Banhado","ICN00004781","Monocotyledon",NA,"Lam.","M.R.; da Filho Silva; Báez-L., MR","2014","05","07","Maquiné","-50.206667","-29.682222","ICN00004781 ICN00004781_1",NA,NA,"2014","07","25",NA,NA,"-50.206667","-29.682222",NA,NA,NA
"400","2021-02-08 12:51:06-03","UFRGS","ICN","113667","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Araújo, AC","469","América do Sul","Brasil","MT","Estrada Erechim para Erval Grande, 2km após a Igreja de B. Cotegipe.",NA,NA,NA,NA,"pouco comum; Beira de estrada","ICN00004796","Monocotyledon",NA,"Lam.",NA,"1997","01","09","Barão de Melgaço","-55.9674987792969","-16.1944007873535","ICN00004796",NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA
"401","2021-02-08 12:51:06-03","UFRGS","ICN","089735","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM; et al.","2413","América do Sul","Brasil","RS","Alegrete-Uruguaiana, na BR 290, 16km após sede Alegrete",NA,NA,NA,NA,"muito comum; Banhado seco periodicamente","ICN00004807","Monocotyledon",NA,"Lam.",NA,"1991","01","07","Alegrete","-55.7919006347656","-29.7831001281738","ICN00004807",NA,NA,NA,NA,NA,"89305","auto",NA,NA,NA,NA,NA
"402","2021-02-08 12:51:06-03","UFRGS","ICN","089500","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM; et al.","2173","América do Sul","Brasil","RS","estrada p/ Serrilhada, a 30km de Bagé.",NA,NA,NA,NA,NA,"ICN00004773","Monocotyledon",NA,"Lam.","Araújo, AC","1990","12","08","Bagé","-54.1068992614746","-31.3313999176025","ICN00004773",NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
"403","2021-02-08 12:51:06-03","UFRGS","ICN","089501","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Longhi-Wagner, HM; et al.","2172","América do Sul","Brasil","RS","estrada p/ Serrilhada, a 30km de Bagé.",NA,NA,NA,NA,"Solo areno-argiloso","ICN00004794","Monocotyledon",NA,"Lam.","Araújo, AC","1990","12","08","Bagé","-54.1068992614746","-31.3313999176025","ICN00004794",NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
