"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"130","2021-03-15 16:37:00-03","NY","NYBG","542009","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"L. A. Mattos Silva","3527","1997","03","25","Brazil","Bahia","Ilhéus","Fazenda Nossa Senhora de Fátima, Km 2 do Ramal para Japu, com entrada no Km 14 da Rodovia Ilhéus/Itabuna, lado esquerdo","-39.1652861","-14.8114585",NA,NA,"60","60","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542009","NY00542009_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"131","2021-03-15 16:37:00-03","NY","NYBG","00955584","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","Y. E. J. Mexia","4500","1930","03","22","Brazil","Minas Gerais","Viçosa","Agricultural College lands. S.E. corner.","-42.868031","-20.7613428",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955584","NY00955584_01 NY00955584_02",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 16:37:00-03","NY","NYBG","542007","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","T. S. dos Santos","1451","1971","01","28","Brazil","Bahia","Camacan","Camacan estrada a Rio Branco","-39.49","-15.41",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542007","NY00542007_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 16:37:00-03","NY","NYBG","02341802","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"M. G. Vieira","88","1979","09","22","Brazil","Amazonas","Humaitá","Estrada Manaus-Porto Velho BR-319, campo de Humaitá km 675; solo argiloso.","-63.0790275","-7.5944882",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2534686' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341802","NY02341802_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 16:37:00-03","NY","NYBG","00955585","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","Y. E. J. Mexia","4203","1930","01","03","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Near E. boundary.","-42.868031","-20.7613428",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955585","NY00955585_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"135","2021-03-15 16:37:00-03","NY","NYBG","685015","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","S. Atkins","W. Ganev","1785","1993","01","05","Brazil","Bahia","Abaíra","Catolés de Cima - Bem Querer.","-41.88","-13.28",NA,NA,"1350","1350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685015","NY00685015_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","542013","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","L. A. Mattos Silva","318","1979","03","15","Brazil","Bahia","Ilhéus","Ramal que liga o Pov. de Japu à Rodovia Ilhéus/Buerarema, km 1","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542013","NY00542013_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"137","2021-03-15 16:37:00-03","NY","NYBG","1015176","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","Collector unspecified","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100291' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015176","NY01015176_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","00955578","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","E. P. Heringer","99","1941","01","22","Brazil","Minas Gerais","Coronel Pacheco","Estação experimental de Café:","-43.2656","-21.5881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955578","NY00955578_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"139","2021-03-15 16:37:00-03","NY","NYBG","1015175","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","F. C. Hoehne","24535","1929","12","16","Brazil","São Paulo",NA,"Parque do Estado.","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100290' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015175","NY01015175_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","00955591","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"J. A. Ratter","R.2828","1976","03","25","Brazil",NA,NA,"'Fercal' c 4 km N of the Chapada da Contagem.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955591","NY00955591_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 16:37:00-03","NY","NYBG","542037","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","G. Eiten","7918","1966","11","24","Brazil","São Paulo","Paraibuna","27 km along road SW of city of Paraibuna. (near Lourenço Velho)","-45.53","-23.53",NA,NA,NA,NA,"Same colony as G. Gottsberger 31241166 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542037","NY00542037_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"142","2021-03-15 16:37:00-03","NY","NYBG","542040","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"P. K. H. Dusén","2532","1903","12","10","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542040","NY00542040_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-15 16:37:00-03","NY","NYBG","542032","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","F. C. Hoehne","M. H. Filho","s.n.","1929","12",NA,"Brazil","São Paulo",NA,"Sitio da Estrada a S. Gertrudes",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542032","NY00542032_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","542012","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"L. A. Mattos Silva","3431","1996","04","29","Brazil","Bahia","Ilhéus","Campus da Universidade Estadual de Santa Cruz (UESC), km 16 da Rod. Ilhéus/Itabuna (BR 415)","-39.17","-14.8",NA,NA,"40","40","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542012","NY00542012_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","542049","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","R. Reitz","7259","1958","10","16","Brazil","Santa Catarina","Rio do Sul","Alto Matador, Rio do Sul","-49.563988","-27.247405",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542049","NY00542049_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","685014","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","S. Atkins","R. M. Harley","51714","1992","03","02","Brazil","Bahia","Abaíra","Caminho de Boa Vista até o Bicota","-41.85","-13.32",NA,NA,"1200","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685014","NY00685014_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 16:37:00-03","NY","NYBG","818342","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","H. S. Irwin","34355","1972","01","16","Brazil","Goiás","Corumbá de Goiás","Serra dos Pireneus, ca. 20 km E of Pirenópolis","-48.8083","-15.9236",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818342","NY00818342_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","542038","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","G. G. Hatschbach","41890","1978","12","26","Brazil","Paraná","Rio Branco do Sul","Itarerama","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542038","NY00542038_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"149","2021-03-15 16:37:00-03","NY","NYBG","542044","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","P. K. H. Dusén","P. K. H. Dusén","17362","1915","11","29","Brazil","Paraná","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542044","NY00542044_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"150","2021-03-15 16:37:00-03","NY","NYBG","542035","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","F. C. Hoehne","s.n.",NA,NA,NA,"Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542035","NY00542035_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"151","2021-03-15 16:37:00-03","NY","NYBG","542046","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","P. K. H. Dusén","15855","1914","11","14","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542046","NY00542046_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","00955573","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","E. P. Heringer","6031","1981","01","22","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955573","NY00955573_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","542020","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","H. Q. B. Fernandes","174","1981","08","25","Brazil","Rio de Janeiro","Santo Antônio de Pádua","Estr. entre Pádua-Miracima, RJ 116 [???] ao km 232","-42.1803","-21.5394",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542020","NY00542020_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","542050","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","R. Reitz","17357","1965","12","10","Brazil","Santa Catarina","Itaiópolis","Itaió, Itaiópolis","-49.9064","-26.3367",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542050","NY00542050_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","589228","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","C. S. Zickel; J. Y. Tamashiro","T. Sendulsky","562","1967","01","20","Brazil","São Paulo","Sao Paulo","10 km. south of center of city of Sao Paulo, in grounds of the Instituto de Botânica, Parque do Estado","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589228","NY00589228_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"156","2021-03-15 16:37:00-03","NY","NYBG","542006","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","R. W. Sanders","M. J. Hora","16","1995","12","28","Brazil","Pernambuco","Sao Vicente Ferrer","Mata do Estado","-35.5","-7.58333333",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542006","NY00542006_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-15 16:37:00-03","NY","NYBG","542033","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"A. L. Moldenke","19660","1948","09","29","Brazil","São Paulo","Sao Paulo","Instituto Botanico, Capital","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542033","NY00542033_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-15 16:37:00-03","NY","NYBG","1015477","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"C. Luchiari","344","1994","01","10","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biologica de Poço das Antes, Est. Juturnaiba, direita - km 7.","-42.3917","-22.6508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106438' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015477","NY01015477_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-15 16:37:00-03","NY","NYBG","685016","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","S. Atkins","W. Ganev","1608","1992","12","02","Brazil","Bahia","Abaíra","Estrada Engenho de Baixo - Márques.","-41.78","-13.33",NA,NA,"1050","1050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685016","NY00685016_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:37:00-03","NY","NYBG","542008","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","S. G. da Vinha","20","1967","12","13","Brazil","Bahia","Maraú","Ubaitaba-Maraú, a 24 km de Ubaitaba","-39.1455451","-14.2523262",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542008","NY00542008_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"161","2021-03-15 16:37:00-03","NY","NYBG","103835","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103835","NY00103835_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"type","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"162","2021-03-15 16:37:00-03","NY","NYBG","00955572","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","E. P. Heringer","1476","1979","06","05","Brazil","Distrito Federal","Brasília","Área de inundação da Barragem do São Bartolomeu, córrego Papuda (área da Papuda).","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955572","NY00955572_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"163","2021-03-15 16:37:00-03","NY","NYBG","542205","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","B. Rambo","31530","1946","02","03","Brazil","Santa Catarina",NA,"Ararangá, Sombrío","-49.635936","-29.103288",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542205","NY00542205_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"164","2021-03-15 16:37:00-03","NY","NYBG","542010","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","H. P. Velloso","958","1944","06","05","Brazil","Bahia",NA,"Ilhéus - Retiro - Ilha - Alagado",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542010","NY00542010_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"165","2021-03-15 16:37:00-03","NY","NYBG","00955590","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","Hayes","B. A. S. Pereira","197","1982","11","11","Brazil","Distrito Federal","Brasília","Adjacências do córrego Cachoeirinha, afluente margem Rio Paranoá.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955590","NY00955590_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"166","2021-03-15 16:37:00-03","NY","NYBG","542045","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","P. K. H. Dusén","P. K. H. Dusén","16669","1915","02","13","Brazil","Paraná","Sengés","Morungava","-49.4633","-24.1131",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542045","NY00542045_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"167","2021-03-15 16:37:00-03","NY","NYBG","00955571","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","H. S. Irwin","29468","1971","01","31","Brazil","Minas Gerais","Ouro Preto","Serra do Espinhaço, on middle slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874",NA,NA,"1750","1750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955571","NY00955571_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"168","2021-03-15 16:37:00-03","NY","NYBG","685012","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","S. Atkins","R. M. Harley","51439","1992","02","02","Brazil","Bahia","Abaíra","Base de encosta da Serra da Tromba.","-41.8","-13.28",NA,NA,"1000","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685012","NY00685012_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"169","2021-03-15 16:37:00-03","NY","NYBG","00955582","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","A. Macedo","2850","1951","01","05","Brazil","Minas Gerais","Ouro Preto","Andorinhas.","-43.5081","-20.2878",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955582","NY00955582_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"170","2021-03-15 16:37:00-03","NY","NYBG","542019","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.","H. N. Moldenke","J. P. Lanna Sobrinho","115","1962","01","08","Brazil","Rio de Janeiro","Rio de Janeiro","Estr. da Vista Chinesa","-43.257166","-22.971675",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542019","NY00542019_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"171","2021-03-15 16:37:00-03","NY","NYBG","01857503","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"J. J. Strudwick","3013","1981","07","12","Brazil","Pará","Santarém","Road to airport, 3 Km before airport","-54.7081","-2.4433",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2086245' target='other'> <mi>dwc_moreinfo</mi></a>","NY01857503","NY01857503_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"172","2021-03-15 16:37:00-03","NY","NYBG","01857502","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"D. G. Campbell","20801","1974","03","21","Brazil","Amazonas",NA,"Manaus-Porto Velho Highway Km 215","-61.095947","-4.4899751",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2086244' target='other'> <mi>dwc_moreinfo</mi></a>","NY01857502","NY01857502_01",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
