"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","dayIdentified","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"11","2019-10-09 11:10:46-03","UFBA","ALCB","112273","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Alves, M; Hurbath, F; Borges, RL; Stadnik, A","149","Southern America","Brasil",NA,"ca. 1m de alt. Folhas discolores. Brácteas involucrais verdes. Pápus alvo. Corolas e estiletes liláses.",NA,NA,"Bahia","2013","05","22","Licínio de Almeida","Trilha do Riacho Fundo para o Cascarrento.","-42.543889","-14.550556","969","Ogasawara, HA","2013","06","-42.543889","-14.550556","969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:10:46-03","UFBA","ALCB","112317","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Alves, M; Hurbath, F; Borges, RL; Stadnik, A","206","Southern America","Brasil",NA,"ca. 1,2 m alt. Folhas concolores. Brácteas involucrais verdes. Pápus alvo. Corola e estiletes liláses.",NA,NA,"Bahia","2013","05","25","Licínio de Almeida","São Domingos.","-42.539722","-14.455","983","Ogasawara, HA","2013","06","-42.539722","-14.455","983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:49:55-03","NBC","NL-BOTANY","WAG.1195684","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Haplostephium","ramosissimum","Haplostephium ramosissimum","(Gardner) Sch.Bip.","Duarte AP",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1195684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1195684","NL-WAG1195684",NA,"1970","08","12",NA,"Minas Gerais, Serra do Cipó, Km 114.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022100","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","G. Hatschbach; M. Hatschbach, E. Barbosa","67712",NA,"Brazil",NA,"Subarbusto, cm, ramoso, capítulo lilás.",NA,NA,"Bahia","1998","3","12",NA,"Brotas de Macaúbas, estrada para Buriti (Mun. Brotas de Macaúbas).","-42.625039","-11.99792",NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:24:37-03","UNICAMP","UEC","124545","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Mansanares, ME; Meireles, LD; Verola, CF; Azevedo, MT","223",NA,"Brazil",NA,"Arbustos até 1,5 m, frutos maduros, flores lilases.","UEC121145","UEC121145","Minas Gerais","2002","03","02","Diamantina","Estrada para São João da Chapada, 15 km do asfalto.","-43.719778","-18.176778",NA,"Semir, J","2005",NA,"-43.719778","-18.176778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:24:37-03","UNICAMP","UEC","65655","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Mello-Silva, R; et al.","4219",NA,"Brazil",NA,"Arbusto o arbolito hasta 2,5m, flores color lila.; Campo rupestre, entre rocas.","UEC132005","UEC132005","Minas Gerais","1990","05","16","Cardeal Mota","Serra do Cipó, 10-20km NE de Cardeal Mota, camino a Conceição do Mato Dentro.","-43.583333","-19.333333",NA,"Semir, J","2005",NA,"-43.583333","-19.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:06:01-03","UNICAMP","UEC","193309","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Luque, R; Menezes, NL","16",NA,"Brazil",NA,NA,"UEC132066","UEC132066","Minas Gerais","1992","04","20","Diamantina","Estrada Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:24:37-03","UNICAMP","UEC","60207","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Mello-Silva, R; Salatino, MLF; Salatino, A; Affonso, P","402",NA,"Brazil",NA,"Arbusto e arvoreta ramificada, entre rochas, até 3,5 m alt. Grande população. Poucos indivíduos floridos. Coroloa lilás passando a alva. Anteras lilás escuro.","UEC121146","UEC121146","Minas Gerais","1991","06","09","Diamantina","Ca. de 25 km da cidade na estrada para São João da Chapada.","-43.6002998352051","-18.2493991851807",NA,"Semir, J","2005",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-05 16:45:09-03","UFOP","OUPR","14952","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","s.col.","s.n.",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"Jaboticatubas","Usina Pacífico Mascarenhas","-43.7449989318848","-19.513599395752",NA,"Robinson, H (Tropico","1999",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:16:30-03","MBM","MBM","393790","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardn.","Ogasawara, H.A.; Hurbath, F.; Lopes, R.; Stadnik, A.; Hurbath, F.; Lopes, R.; Stadnik, A.","316","Southern America","Brazil",NA,"Arbusto, ca. 1,20m alt., folhas discolores. Brácteas involucrais verde-amarronzadas; corola roxa; ramos do estilete liláses; pápus alvo.","MBM393790","MBM393790","Bahia","2013","01","22","Licínio de Almeida","Xaxá, Trilha para a gruta","-42.544742","-14.654183","942","Afonso, F.","2013","02","-42.544742","-14.654183","942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:16:30-03","MBM","MBM","388123","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardn.","Santana, F.A.; Hurbath, F.; Alves, M.; Azevedo, F.P.; Hurbath, F.; Alves, M.; Azevedo, F.P.","97","Southern America","Brazil",NA,"Arbusto, ca. 80cm. Folhas concolores. Brácteas involucrais verdes. Flores, anteras e estiletes lilases. Pápus alvos.; Cerrado.","MBM388123","MBM388123","Bahia","2011","12","22","Licínio de Almeida","Espinhaço, Serra Geral","-42.555556","-14.481389","1007",NA,NA,NA,"-42.555556","-14.481389","1007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:16:30-03","MBM","MBM","221977","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardn.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67712","Southern America","Brazil",NA,NA,"MBM221977","MBM221977","Bahia","1998","03","12","Brotas de Macaúbas","Estrada para Buriti","-42.6258010864258","-11.9989004135132",NA,"Robinson, H.",NA,NA,NA,NA,NA,NA,"63558","auto",NA,NA,NA,NA,NA,NA,NA
"23","2016-03-17 12:22:27-03","MNHN","RECOLNAT_MNHN_P","P02536132","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Gardner, G.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536132' target='other'> <mi>dwc_moreinfo</mi></a>","P02536132","P02536132_01 P02536132_02",NA,"1842",NA,NA,NA,"Minas geraes",NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","4821",NA,NA,NA,NA,NA
"24","2015-09-04 05:07:27-03","MNHN","RECOLNAT_MNHN_P","P02536133","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Gardner, G.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536133' target='other'> <mi>dwc_moreinfo</mi></a>","P02536133","P02536133_01 P02536133_02",NA,"1842",NA,NA,NA,"Minas geraes",NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","4821",NA,NA,NA,NA,NA
"25","2015-09-04 10:27:01-03","MNHN","RECOLNAT_MNHN_P","P04294898","PreservedSpecimen",NA,NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04294898' target='other'> <mi>dwc_moreinfo</mi></a>","P04294898","P04294898_01","Minas Gerais","1884","2","20",NA,"Brésil. Serra de Caraça.",NA,NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14962",NA,NA,NA,NA,NA
"26","2020-12-11 11:33:12-03","UFMG","BHCB","144496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Mota, NFO; Thode, VA; Lu-Irving, P; Toledo, MM","1819","Southern America","Brasil",NA,"Arbusto 1m de altura, capítulos lilases.; Campo rupestre.","BHCB025600",NA,"Minas Gerais","2010","11","15","Diamantina","Próximo ao campo da UFVJM, margem direita da estrada Diamantina - Couto de Magalhães.","-43.563056","-18.180833","1271",NA,"2015","06","-43.563056","-18.180833","1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:33:12-03","UFMG","BHCB","154747","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Rocha, MJR; Costa, JM; Piacesi, M; Assis, LC; Batista, JAN","673","Southern America","Brasil",NA,"Com frutos.; Campo rupestre.","BHCB025636",NA,"Minas Gerais","2012","03","26","Rio Pardo de Minas","Parque Estadual da Serra Nova, Trilha para Gerais.","-42.765278","-15.660833","1350",NA,"2015","06","-42.765278","-15.660833","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:33:12-03","UFMG","BHCB","192374","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","Simões, IJ; Fantecelle, LB","s.n.","Southern America","Brasil",NA,"Arbustivo. Ca. 1.5m, ericoide, muito ramificado. Inflorescência lilás.; Campo rupestre.","BHCB192374",NA,"Minas Gerais","2018","10","13","Santana do Riacho","Lapinha da Serra, Lapinha de cima.","-43.695","-19.088611","1137",NA,"2018","10","-43.695","-19.088611","1687",NA,NA,NA,NA,NA,"29",NA,NA,NA,NA
"29","2021-02-01 16:04:00-03","MO","MOBOT","101247079","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","George Gardner","Gardner 4821","South America","Brazil",NA,NA,NA,NA,"Minas Gerais","1840","7",NA,"Diamantina","Bushy places in the Diamond District","-43.6002998352051","-18.2493991851807",NA,"fide Loeuille et al.",NA,NA,NA,NA,NA,NA,"101169","auto","Lectotype",NA,NA,"1",NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","3400379","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","M. Barreto","10164","South America - Neotropics","Brazil",NA,NA,"US01636298","US01636298_01","Minas Gerais","1939","4","19","Jaboticatubas","Usina Pacifico Mascarenhas.","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","31264","auto",NA,NA,NA,"1",NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","3311720","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","3146","South America - Neotropics","Brazil",NA,NA,"US01636299","US01636299_01","Bahia",NA,NA,NA,NA,"Município de Abaíra: Serra da Serrinha, caminho Capão-Serrinha-Bicota","-41.85","-13.33","1220",NA,NA,NA,NA,NA,"1450","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","3497390","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","J. G. Stutts, F. Ferreira, G. Smith & N. F. F. MacLeish","954","South America - Neotropics","Brazil",NA,NA,"US01636302","US01636302_01","Minas Gerais","1980","10","7",NA,"Serra do Cipo. About 2 km N of Chapeu de Sol",NA,NA,"1350",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","3256671","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","1324","South America - Neotropics","Brazil",NA,NA,"US01636307","US01636307_01","Bahia","1992","10","23",NA,"Município de Abaíra, Catolés de Cima, próximo a casa de zizim. serra do Tanque do Bol","-41.87","-13.28","1250",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","3311716","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","3407","South America - Neotropics","Brazil",NA,NA,"US01635504","US01635504_01","Bahia",NA,NA,NA,NA,"Município de Abaíra: Bem Querer, Catolés de Cima","-41.88","-13.28","1200",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","3236519","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","T. B. Cavalcanti, W. Roath, J. H. Kirkbride, A. Scariot & et al.","163","South America - Neotropics","Brazil",NA,NA,"US01636303","US01636303_01","Minas Gerais",NA,NA,NA,NA,"Estrada da usina; ca. 2 km da rodovia MG-010 Lagoa Sta. conceicao do mato dentro. Municipio Santana do Riacho [interpreted]",NA,NA,"1000",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","3319380","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","3050","South America - Neotropics","Brazil",NA,NA,"US01636293","US01636293_01","Bahia",NA,NA,NA,NA,"Município de Abaíra: Guarda-Mor","-41.87","-13.3","1300",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","3319383","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","2427","South America - Neotropics","Brazil",NA,NA,"US01636294","US01636294_01","Bahia",NA,NA,NA,NA,"Município de Abaíra: Marques, caminho ligando Marques, a estrada velha da Furna","-41.78","-13.37","1050",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","3396172","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","M. Vasconcelos","s.n.","South America","Brazil",NA,NA,"US01636295","US01636295_01",NA,"1999","10","27",NA,"MG, Santana do Riacho: Serra do Cipó, Serra Morena",NA,NA,"900",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","3256653","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","1797","South America - Neotropics","Brazil",NA,NA,"US01636308","US01636308_01","Bahia","1993","1","5",NA,"Catolés. Município de Abaíra, Catolés de Cima-Bem Querer","-41.88","-13.28","1350",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","3254239","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","085","South America - Neotropics","Brazil",NA,NA,"US01636306","US01636306_01","Bahia","1992","4","7",NA,"Município de Abaíra, distrito de Catolés: estrada Catolés de Cima-Bem Querer",NA,NA,"1230",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","3264799","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","1884","South America - Neotropics","Brazil",NA,NA,"US01636304","US01636304_01","Bahia","1993","7","19",NA,"Catolés. Município de Abaíra: Rio de Contas: Guarda Mor, encosta Serra dos Frios",NA,NA,"1350",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","3264798","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","2077","South America - Neotropics","Brazil",NA,NA,"US01633501","US01633501_01","Bahia","1993","8","9",NA,"Município de Rio de Contas: Serra dos Brejões, próximo ao Rio da Agua Suja, divisa com distrito de Arapiranga","-42.4","-13.82","1400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2850713","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","G. Hatschbach","35323","South America - Neotropics","Brazil",NA,NA,"US01636292","US01636292_01","Minas Gerais","1974","10","25",NA,"S'Ana do Riacho, arredores",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","3311719","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","3161","South America - Neotropics","Brazil",NA,NA,"US01635681","US01635681_01","Bahia",NA,NA,NA,NA,"Município de Abaíra: Catolés de cima, início da subida do Barbado, caminho Catolés de Cima-Contagem","-41.88","-13.28","1250",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","3254238","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","013","South America - Neotropics","Brazil",NA,NA,"US01636305","US01636305_01","Bahia","1992","4","3",NA,"Município de Abaíra, distrito de Catolés: encosta da serra do Atalho em frente ao Mendonça","-41.82","-13.27","1100",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","3311717","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","3356","South America - Neotropics","Brazil",NA,NA,"US01636301","US01636301_01","Bahia",NA,NA,NA,NA,"Município de Abaíra: Boa Vista, acima do Capão do mel","-41.83","-13.32","1250",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","3400380","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","M. Barreto","10236","South America - Neotropics","Brazil",NA,NA,"US01636297","US01636297_01","Minas Gerais","1939","11","15","Jaboticatubas","Usina Pacifico Mascarenhas.","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","31264","auto",NA,NA,NA,"1",NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","3311718","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","ramosissima","Lychnophora ramosissima","Gardner","W. Ganev","3235","South America - Neotropics","Brazil",NA,NA,"US01636300","US01636300_01","Bahia",NA,NA,NA,NA,"Município de Abaíra: Riacho do Piçarrão de Osmar Campos","-41.8","-13.38","1000",NA,NA,NA,NA,NA,"1300","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA
