"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","class","individualCount"
"55","2021-03-15 18:25:09-03","USP","SPF","148606","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Verardo, SMS","Krieger, L","CESJ7722",NA,NA,NA,NA,"Brasil","Paraná",NA,"Vila Velha.",NA,NA,NA,"No campo, acaule. Folhas delicadas.","SPF00148606",NA,NA,NA,NA,NA,"1990","08","16",NA,NA,NA,NA,NA
"56","2021-03-15 18:25:09-03","USP","SPF","85702","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Marcato, AC","Pardini, R; Marcato, AC","81","1992","07","14",NA,"Brasil","Paraná","Jaguariaíva","Km 135 da rodovia PR 151.","-49.7057991027832","-24.2511005401611",NA,"Palmeira solitária. Caule subterrâneo, 9 folhas. pecíolo 14 cm compr., raque 62 cm compr. e 26 folíolos de cada lado. Inflorescência interfoliar.","SPF00085702",NA,NA,NA,"44368","auto","1999","12",NA,NA,NA,NA,NA,NA
"57","2014-04-04 18:26:11-03","PNFM","IRAI","5290","S","Plantae","Magnoliophyta",NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Ristow, R.","Teixeira, T.B.","s.n.","2011","12","29",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.002083","-25.241083",NA,"Árvore, 80 cm, frutos. Campo limpo seco. Frutos utilizados pelo lobo-guará","IRAI00005290",NA,"915","915",NA,NA,"2012","01","04","-50.002083","-25.241083",NA,NA,NA
"58","2021-03-25 13:51:27-03","UNIVILLE","JOI","17505","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Ferreira, P.","Silva, J. M.; Motta, J. T,","8730","2014","12","03",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, próximo à Fortaleza.","-49.992778","-25.231389",NA,"Flor amarela.","JOI017505","JOI017505","1013","1013",NA,NA,"2015","01","16","49º59'34''W","25º13'53''S",NA,NA,NA
"59","2021-03-25 13:51:27-03","UNIVILLE","JOI","9665","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Mancinelli, W. S.","Mancinelli, W.S.","960","2009","07","29",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha.","-50.1618995666504","-25.0949993133545",NA,"Caule subterrâneo; HABITAT: campo rupestre","JOI009665","JOI009665",NA,NA,"46557","auto","2009","10","23",NA,NA,NA,NA,NA
"60","2019-01-22 20:16:26-02","F","FMNH-SEEDPLANTS","V0075104F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Syagrus","hatschbachii","Syagrus hatschbachii",NA,NA,"G. G. Hatschbach","11668","1964","10","3","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0075104F","V0075104F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","Monocotyledoneae",NA
"61","2020-07-23 11:58:12-03","CEPLAC","CEPEC","147177","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix",NA,"A. C. Cervi","A. C. Cervi","6386","1997","10","31",NA,"Brasil","Paraná","jaguariaiva","Rio das Mortes.","-49.7057991027832","-24.2511005401611",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 17:28:29-03","UEM","HUEM","32503","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Ferreira, P","Silva, JM; Motta, JT","8730","2014","12","03",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha., Próximo à Fortaleza. Campo recém queimado.","-49.992778","-25.231389",NA,"Palmeira, 0,5m de altura. Flores coloração amarela.","HUEM000016432","HUEM000016432","1013","1013",NA,NA,"2015","01","16","-49.992778","-25.231389",NA,NA,NA
"63","2021-03-04 15:41:56-03","IF","SPSF","53379","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","microspadix","Butia microspadix","Burret","R.D.V. da Silva","F.A.R.D.P. Arzolla et al.","1745","2014","11","05","América do Sul","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.178889","-24.223889",NA,"COLETA: Palmeira de 1 m de altura. Frutos imaturos amarelos.; GEOGRAFIA: Vegetação de Campo.;",NA,NA,"980","980",NA,NA,"2017","05","31",NA,NA,NA,"Liliopsida",NA
"64","2019-11-21 09:59:27-03","IBt","SP","12267","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Noblick, LR","Luederwaldt, H","s.n.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"= Syagrus hatschbachii Glassman, Noblick, L.R., 30/1/1985","SP003016","SP003016",NA,NA,NA,NA,"1985","01","30",NA,NA,"Lectotype",NA,NA
"65","2019-11-21 09:59:27-03","IBt","SP","288738","S","Plantae",NA,NA,"Arecaceae","Butia","microspadix","Butia microspadix","Burret","Boudet Fernandes, HQ","Souza, VC; Sakuragui, CM; Souza, JP; Sanches, CD; Wongtschowski, M; Scalon, VR; Farah, F","8778","1995","08","18",NA,"Brasil","São Paulo","Itararé","Estrada Itararé-Itapeva, próximo à ponte do rio Verde","-49.3400001525879","-24.1100006103516",NA,NA,"SP055820","SP055820 SP055820_01",NA,NA,"27729","auto","2000","05","11",NA,NA,NA,NA,NA
