"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","individualCount","barcode","imagecode","infraspecificEpithet"
"1","2020-09-12 05:00:02-03","US","US","2829218","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Cryptanthus","scaposus","Cryptanthus scaposus","E. Pereira","Isotype","R. Kautsky","576","1977","11","29","South America - Neotropics","Brazil","Espírito Santo","Pr. Domingos Martins.","600","600","1","US00026821","US00026821_01",NA
"2","2020-09-12 05:00:02-03","US","US","2829217","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Cryptanthus","scaposus","Cryptanthus scaposus kautskyanus","E. Pereira","Isotype","R. Kautsky","577","1977","11","29","South America - Neotropics","Brazil","Espírito Santo","Pr. Domingos Martins.","600","600","1","US00026822","US00026822_01","kautskyanus"
"3","2020-09-12 05:00:02-03","US","US","2829217","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Cryptanthus","scaposus","Cryptanthus scaposus kautskyanus","E. Pereira","Isotype","R. Kautsky","577","1977","11","29","South America - Neotropics","Brazil","Espírito Santo","Pr. Domingos Martins.","600","600","1","US00026822","US00026822_01","kautskyanus"
"4","2020-09-12 05:00:02-03","US","US","3084668","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Rokautskyia","scaposa","Rokautskyia scaposa","(E. Pereira) Leme et al.",NA,"P. C. Hutchison","8808","1983","11","29","South America - Neotropics","Brazil","Espírito Santo","Domingos Martins, along the Belo Horizonte-Victoria road (Same mountain as P.C. Hutchison #8807, but not on Kautsky's land).",NA,NA,"1",NA,NA,NA
