"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","1033968","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","C. M. Taylor","H. S. Irwin","29006","1971","01","24","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 9 km W. of Barão de Cocais, at base of Serra da Caraça","-43.4775","-19.93955","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228788' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033968","NY01033968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-06-29 11:32:22-03","UFRJ","RFA","38019","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","M.S. Wängler; G.F. Mazzoni; V.S. Ferreira","561","2010","09","27",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Luciano","-43.382222","-22.451111",NA,NA,NA,"Arbusto 1,5 m altura, folhas opostas, estípula bífida, fragmentada, frutos","RFA53448",NA,"2012","04","02","Paty do Alferes","43º22'56''W","22º27'4''S",NA,NA,NA,NA,NA,NA
"3","2020-06-29 11:32:22-03","UFRJ","RFA","38110","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","M.S. Wängler; F. Alzer; G.F. Mazzoni; R.C. Lopes","662","2011","06","18",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Paraíso","-43.383333","-22.447778",NA,NA,NA,"Arbusto 2 m altura, folhas opostas, glabras, estípula bífida, frutos sésseis","RFA53451",NA,"2011","07","27","Paty do Alferes","43º23'W","22º26'52''S",NA,NA,NA,NA,NA,NA
"4","2020-06-29 11:32:22-03","UFRJ","RFA","38176","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","M.S. Wängler; R.C. Lopes; D.F. Matsunaga","399","2011","04","15",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Propriedade do Sr. Marão","-43.375","-22.446667",NA,NA,NA,"Arbusto 1,5 m altura, folhas opostas, estípula bífida, frutos negros, sésseis","RFA53466",NA,"2011","05","28","Paty do Alferes","43º22'30''W","22º26'48''S",NA,NA,NA,NA,NA,NA
"5","2020-06-29 11:32:22-03","UFRJ","RFA","38177","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","A.M. Paiva; M.S. Wängler; G.F. Mazzoni","631","2011","01","15",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Propriedade do Sr. Rick","-43.375","-22.446667",NA,NA,NA,"Arbusto 2 m altura, folhas opostas, estípula bífida, inflorescência com botões","RFA53464",NA,"2011","01","15","Paty do Alferes","43º22'30''W","22º26'48''S",NA,NA,NA,NA,NA,NA
"6","2020-06-29 11:32:22-03","UFRJ","RFA","38178","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","M.S. Wängler; G.F. Mazzoni; R.C. Lopes","294","2010","12","11",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Divino Vale","-43.375","-22.446667",NA,NA,NA,"Arbusto 2 m altura, folhas opostas, estípula bífida, inflorescência com botões","RFA53459",NA,"2011","03","28","Paty do Alferes","43º22'30''W","22º26'48''S",NA,NA,NA,NA,NA,NA
"7","2020-06-29 11:32:22-03","UFRJ","RFA","38180","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","M.S. Wängler; G.F. Mazzoni; R.C. Lopes","291","2010","12","11",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Divino Vale","-43.377778","-22.463889",NA,NA,NA,"Arbusto 2 m altura, folhas opostas, estípula bífida, inflorescência com botões","RFA53456",NA,"2011","03","28","Paty do Alferes","43º22'40''W","22º27'50''S",NA,NA,NA,NA,NA,NA
"8","2020-06-29 11:32:22-03","UFRJ","RFA","38193","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","A.M. Paiva; M.S. Wängler","537","2011","02","28",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Nascente","-43.377222","-22.441667",NA,NA,NA,"Arbusto 1,5 m altura, folhas opostas, estípulas interpeciolares, fruto verde","RFA53453",NA,"2011","02","28","Paty do Alferes","43º22'38''W","22º26'30''S",NA,NA,NA,NA,NA,NA
"9","2020-06-29 11:32:22-03","UFRJ","RFA","38194","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","A.M. Paiva; R.C. Lopes; G.F. Mazzoni","143","2010","07","18",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Alameda Fluminense e Alameda Carioca","-43.377222","-22.441667",NA,NA,NA,"Arbusto 1,5 m altura, folhas opostas, estípulas interpeciolares, fruto verde, cálice persistente","RFA53452",NA,"2010","10","20","Paty do Alferes","43º22'38''W","22º26'30''S",NA,NA,NA,NA,NA,NA
"10","2020-06-29 11:32:22-03","UFRJ","RFA","38208","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","forsteronioides","Psychotria forsteronioides","Müll.Arg.","A.M. Paiva","A.M. Paiva; M.S. Wängler; G.F. Mazzoni","498","2010","09","27",NA,"Brasil","Rio de Janeiro","APA Palmares, Área Zona de Vida Silvestre, Lago","-43.375","-22.446667",NA,NA,NA,"Arbusto 2 m altura, folhas opostas, estípula bífida, frutos azuis","RFA53449",NA,"2011","03","28","Paty do Alferes","43º22'30''W","22º26'48''S",NA,NA,NA,NA,NA,NA
