"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"346","2021-04-02 02:00:37-03","UFPI","TEPB","18862","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","A. J. CASTRO","VSP.33.54","1985","02","01",NA,"Brasil",NA,NA,NA,"Arvoreta Ambiente: Cerrado <ll>dwc_commonname:</ll> Marcela",NA,NA,NA,"(Vog.) Yakovl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2020-06-12 12:04:42-03","UFPI","TEPB","2738","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","J.R. de Vasconcelos",NA,"1982","08","14",NA,"Brasil","Piauí",NA,NA,"Arvore Ambiente: Cerrado <ll>dwc_commonname:</ll> Jiquiri-branco",NA,NA,NA,"(Vog.) Yakovl.","Barras",NA,"-42.2943992614746","-4.24444007873535",NA,NA,NA,"A. Bocage","41363","auto",NA,NA,NA,NA,"2004","10",NA,NA,NA,NA,NA,NA
"348","2021-04-02 02:00:37-03","UFPI","TEPB","1218","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","A. J. CASTRO",NA,"1980","10","14",NA,"Brasil","Piauí",NA,NA,"Arvoreta Ambiente: Cerrado",NA,NA,NA,"(Vog.) Yakovl.","Bom Jesus","Em direção à estação-Bom Jesus","-44.3586006164551","-9.07444000244141",NA,NA,NA,"R. Schultz Rodrigues","107707","auto",NA,NA,NA,NA,"2005","01","01",NA,NA,NA,NA,NA
"349","2021-03-26 15:10:49-03","UFPI","TEPB","19810","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","R.S.Rodrigues","1476","2002","04","04",NA,"Brasil","Piauí",NA,NA,"Árvore, ca. 3m, frutos imaturos Ambiente: Cerrado",NA,NA,NA,"(Vog.) Yakovl.","Piracuruca","7ª cidade, PARNA Sete Cidades","-41.7092018127441","-3.92806005477905",NA,NA,NA,"R. BARROS","41625","auto",NA,NA,NA,NA,"2000","04","26",NA,NA,NA,NA,NA
"350","2020-06-12 12:04:42-03","UFPI","TEPB","2739","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","J.R. de Vasconcelos",NA,"1981","10","14",NA,"Brasil","Piauí",NA,NA,"Árvore de 8m Ambiente: Cerrado <ll>dwc_commonname:</ll> Jitirana",NA,NA,NA,"(Vog.) Yakovl.","Piracuruca","Oitava parcela do Inv.Florest. Dos Cerrados do Piauí","-41.7092018127441","-3.92806005477905",NA,NA,NA,NA,"41625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2021-04-06 09:00:34-03","UFPI","TEPB","1","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","SOUSA, A. B.",NA,"1977","09","17",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,"(Vog.) Yakovl.","Piracuruca","Parque Nacional de Sete Cidades","-41.7092018127441","-3.92806005477905",NA,NA,NA,"Sueli Maria Gomes","41625","auto",NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA
"352","2021-04-02 02:00:37-03","UFPI","TEPB","1386","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","DEL' ARCO, M. R.",NA,"1980","10","09",NA,"Brasil","Piauí",NA,NA,"Arvoreta Ambiente: Cerrado <ll>dwc_commonname:</ll> capim-amargoso",NA,NA,NA,NA,"Ribeiro Gonçalves","Na margem esquerda do Rio Uruçuí Preto, Estação Ecológica de Uruçuí-Una.","-45.2421989440918","-7.55833005905151",NA,NA,NA,"S.A.Renvoize","121004","auto",NA,NA,NA,NA,"1998","04","20",NA,NA,NA,NA,NA
"353","2021-04-02 02:00:37-03","UFPI","TEPB","1419","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","DEL' ARCO, M. R.",NA,"1980","12","10",NA,"Brasil","Piauí",NA,NA,"Árvore pequena Ambiente: Cerrado <ll>dwc_commonname:</ll> capim-de-vereda",NA,NA,NA,NA,"Ribeiro Gonçalves","Vizinho à mata seca, Estação Ecológica de Uruçuí-Una.","-45.2421989440918","-7.55833005905151",NA,NA,NA,"S.A.Renvoize","121004","auto",NA,NA,NA,NA,"1995","11",NA,NA,NA,NA,NA,NA
"354","2020-06-12 12:04:42-03","UFPI","TEPB","27641","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","I. Mendes et al",NA,"2009","03","03",NA,"Brasil","Piauí",NA,NA,"Árvore ca. 6m alt.; caule com 27cm de circunferência. Ambiente: Cerrado <ll>dwc_commonname:</ll> Mufumbo",NA,NA,NA,"(Vogel) Yakovlev","Uruçuí",NA,"-44.5560989379883","-7.22944021224976",NA,NA,NA,"Miranda, A.M","137737","auto",NA,NA,NA,NA,"2009","05","16",NA,NA,NA,NA,NA
"355","2021-04-02 11:40:20-03","UFPI","TEPB","28910","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","Miranda, A. M.","5227","2005","11","19",NA,"Brasil","Piauí",NA,NA,"árvore de cerca de 7 m; caule marrom; folhas membranáceas, aveludadas; flores com cálice verde, corola e estames alvos; anteras marrons. Frequente. Ambiente: Cerradão <ll>dwc_commonname:</ll> Inga",NA,NA,NA,"(Vogel) Yakovlev","Uruçuí","estrada Waldemar Bertozzolo, PI 247","-44.5560989379883","-7.22944021224976",NA,NA,NA,"Marcos José da Silva","137737","auto",NA,NA,NA,NA,"2010","07","22",NA,NA,NA,NA,NA
"356","2021-04-06 09:00:34-03","UFPI","TEPB","6430","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","M.A.Figueiredo","215",NA,NA,NA,NA,"Brasil","Rio Grande do Norte",NA,NA,"Arvoreta.",NA,NA,NA,"(Vog.) Yakovl.","Coronel João Pessoa","Mata Redonda","-38.4435997009277","-6.25971984863281","660","660",NA,NA,"11396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2021-04-06 09:00:34-03","UFPI","TEPB","6434","PreservedSpecimen","Plantae","Fabaceae","Acosmium","dasycarpum","Acosmium dasycarpum","M.A.Figueiredo","247",NA,NA,NA,NA,"Brasil","Rio Grande do Norte",NA,NA,NA,NA,NA,NA,"(Vog.) Yakovl.","Coronel João Pessoa","Mata Redonda","-38.4435997009277","-6.25971984863281",NA,NA,NA,NA,"11396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2021-03-22 17:45:45-03","UFPI","TEPB","28432","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Farias, R.R.S de",NA,"2010","11","25",NA,"Brasil","Piauí",NA,NA,"Flor creme esverdeada, solo arenoso, árvore frequente. Ambiente: Cerrado <ll>dwc_commonname:</ll> Brinco de bode",NA,NA,NA,NA,"Jerumenha","Fazenda Vaca Brava","-43.382889","-7.370194","160","160",NA,NA,NA,NA,NA,NA,"43°22'58,4W","07°22'12,7S",NA,NA,NA,NA,NA,NA,NA,NA
"359","2021-04-06 14:38:35-03","UFPI","TEPB","1218","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","A. J. CASTRO",NA,"1980","10","14",NA,"Brasil","Piauí",NA,NA,"Arboreta Ambiente: Cerrado <ll>dwc_commonname:</ll> Jatobá",NA,NA,NA,"Vogel","Bom Jesus","Em direção a Estação","-44.3586006164551","-9.07444000244141",NA,NA,NA,"L.T.C. Pestana","107707","auto",NA,NA,NA,NA,"2010","03","25",NA,NA,NA,NA,NA
"360","2021-04-06 14:38:34-03","UFPI","TEPB","1028","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","A. J. CASTRO",NA,"1980","02","29",NA,"Brasil","Piauí",NA,NA,"Arbusto de flor branca Ambiente: Cerrado <ll>dwc_commonname:</ll> cabo-de-machado",NA,NA,NA,"Vogel","Piracuruca","Parque Nacional de Sete Cidades","-41.7092018127441","-3.92806005477905",NA,NA,NA,NA,"41625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-11-19 10:23:47-03","CPAP","CPAP","330","PreserverdSpecimen","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","Pott, A.","1187","1981","11","16",NA,"Brasil","MS",NA,NA,"Árvore 3m de altura. INTERESSE: Forrageira. AMBIENTE: Cordilheira (paleodique) com cerradão distrófico, não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,NA,"(Vogel) Yakovlev","Corumbá","Fazenda Santana do Piquiri; Sub-região do Paiaguás; Pantanal","-55.4","-17.766667","100","100",NA,"A. Pott",NA,NA,NA,NA,"55°24' W","17°46' S","2000","09",NA,NA,NA,NA,NA,NA
"362","2015-07-02 14:42:36-03","JBP","HPL","4428","S","Plantae","Leguminosae-Faboideae","Acosmium","dasycarpum","Acosmium dasycarpum","H. Lorenzi","1153","1997","12","10",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,"(T. Vogel) Yakovlev","Aguai","Coletado na rodovia que liga Aguai à Mogi Guaçu, no lado esquerdo.","-46.97","-22.05",NA,NA,NA,"H. Lorenzi","25812","auto",NA,NA,NA,NA,"1997","12","10",NA,NA,NA,NA,NA
"363","2015-07-02 14:01:59-03","JBP","HPL","2038","S","Plantae","Fabaceae-Faboideae","Leptolobium","dasycarpum","Leptolobium dasycarpum","R. Tsuji , L.C. Bernacci & E. Franco","617","2004","11","18",NA,"Brasil","MS",NA,NA,NA,NA,NA,NA,"Vogel","Cassliândia","Coletado em beira de estrada; em área de cerrado alterado.",NA,NA,NA,NA,NA,"V.C. Souza",NA,NA,NA,NA,NA,NA,"2012","11","05",NA,NA,NA,NA,NA
"364","2015-07-02 14:01:59-03","JBP","HPL","12817","S","Plantae","Fabaceae-Faboideae","Leptolobium","dasycarpum","Leptolobium dasycarpum","A. Campos-Rocha & K. Moura","257","2009","01","10",NA,"Brasil","MG",NA,NA,NA,NA,NA,NA,"Vogel","Uberaba","Coletado à beira de estrada de terra (com entrada sentido Fazenda Dom Paulino); área de pastagem. Material prensado em álcool.","-47.9319","-19.7483",NA,NA,NA,"V.C. Souza","73879","auto",NA,NA,NA,NA,"2012","10","05",NA,NA,NA,NA,NA
"365","2015-07-02 14:01:48-03","JBP","HPL","4636","S","Plantae","Fabaceae","Leptolobium","dasycarpum","Leptolobium dasycarpum","H. Lorenzi","1153","1993","11","17",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,"Vogel","Aguai","Coletada na rodovia que liga Aguai à Mogi Guaçu, lado esquerdo, pista simples.","-46.97","-22.05",NA,NA,NA,"V.C. Souza","25812","auto",NA,NA,NA,NA,"2012","11","05",NA,NA,NA,NA,NA
"366","2015-07-02 14:42:29-03","JBP","HPL","12681","S","Plantae","Fabaceae-Faboideae","Leptolobium","dasycarpum","Leptolobium dasycarpum","T.B. Flores, H. Lorenzi & K. Soares","466","2010","02","01",NA,"Brasil","BA",NA,NA,NA,NA,NA,NA,"Vogel","Formosa do Rio Preto","Estrada sentido São Marcelo (a aproximadamente 21 km, Fazenda Cobac).","-45.364667","-11.053667",NA,NA,NA,"V.C. Souza",NA,NA,NA,NA,"45° 21' 52,8 W","11° 03' 13,2 S","2012","11","05",NA,NA,NA,NA,NA
"367","2015-07-02 14:01:59-03","JBP","HPL","4637","S","Plantae","Fabaceae-Faboideae","Leptolobium","dasycarpum","Leptolobium dasycarpum","H. Lorenzi","1081","1993","10","27",NA,"Brasil","MG",NA,NA,NA,NA,NA,NA,"Vogel","Prata","Coletada na rodovia BR-153, em área de cerrado.","-48.9242","-19.3072",NA,NA,NA,"V.C. Souza","56565","auto",NA,NA,NA,NA,"2012","11","05",NA,NA,NA,NA,NA
"368","2015-07-02 14:01:59-03","JBP","HPL","9934","S","Plantae","Fabaceae-Faboideae","Leptolobium","dasycarpum","Leptolobium dasycarpum","A. Campos-Rocha & D. Hueb","122","2007","12","28",NA,"Brasil","MG",NA,NA,NA,NA,NA,NA,"Vogel","Uberaba","Coletado no Condomínio Jockey Park, nas proximidades do município de Uberaba.","-47.9319","-19.7483",NA,NA,NA,"V.C. Souza","73879","auto",NA,NA,NA,NA,"2012","11","05",NA,NA,NA,NA,NA
"369","2016-02-02 14:38:26-02","BGBM","B","B 10 0002249","S","Plantae","Leguminosae","Acosmium","dasycarpum","Acosmium dasycarpum","Bahia",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002249 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002249",NA,NA,"Yakovlev",NA,NA,NA,NA,NA,NA,"B100002249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2016-02-02 14:38:26-02","BGBM","B","B 10 0002248","S","Plantae","Leguminosae","Acosmium","dasycarpum","Acosmium dasycarpum","Wasum","7583","1991","01","26","Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002248 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002248",NA,NA,"Yakovlev",NA,"GO - Pirenópolis.",NA,NA,"1000","1000","B100002248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2016-02-02 14:38:26-02","BGBM","B","B 10 0002251","S","Plantae","Leguminosae","Acosmium","dasycarpum","Acosmium dasycarpum subsp. dasycarpum","Heringer","8783",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002251 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002251",NA,NA,"Yakovlev",NA,"Goiás, Brasília.",NA,NA,NA,NA,"B100002251",NA,NA,NA,NA,"subsp. dasycarpum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2016-02-02 14:38:26-02","BGBM","B","B 10 0002250","S","Plantae","Leguminosae","Acosmium","dasycarpum","Acosmium dasycarpum subsp. dasycarpum","B. E. Leuenberger","1823","1983","04","18","Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002250 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002250",NA,NA,"Yakovlev",NA,"Município de Caetité.",NA,NA,"1100","1100","B100002250",NA,NA,NA,NA,"subsp. dasycarpum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2016-02-02 14:38:26-02","BGBM","B","B 10 0002254","S","Plantae","Leguminosae","Acosmium","dasycarpum","Acosmium dasycarpum subsp. glabratum","R. Pilger","243","1899",NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002254 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002254",NA,NA,"Yakovlev",NA,"Mato Grosso.",NA,NA,NA,NA,"B100002254",NA,NA,NA,NA,"subsp. glabratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2016-02-02 14:38:26-02","BGBM","B","B 10 0002251","S","Plantae","Leguminosae","Acosmium","dasycarpum","Acosmium dasycarpum subsp. dasycarpum","Heringer","8783",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002251 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002251",NA,NA,"Yakovlev",NA,"Goiás, Brasília.",NA,NA,NA,NA,"B100002251",NA,NA,NA,NA,"subsp. dasycarpum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2016-02-02 14:38:26-02","BGBM","B","B 10 0002250","S","Plantae","Leguminosae","Acosmium","dasycarpum","Acosmium dasycarpum subsp. dasycarpum","B. E. Leuenberger","1823","1983","04","18","Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002250 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002250",NA,NA,"Yakovlev",NA,"Município de Caetité.",NA,NA,"1100","1100","B100002250",NA,NA,NA,NA,"subsp. dasycarpum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2016-02-02 14:38:26-02","BGBM","B","B 10 0002254","S","Plantae","Leguminosae","Acosmium","dasycarpum","Acosmium dasycarpum subsp. glabratum","R. Pilger","243","1899",NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002254 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002254",NA,NA,"Yakovlev",NA,"Mato Grosso.",NA,NA,NA,NA,"B100002254",NA,NA,NA,NA,"subsp. glabratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2014-10-02 12:40:30-03","FEMACT","MIRR","6135","S","Plantae","Leguminosae-Caes","Acosmium","dasycarpum","Acosmium dasycarpum","R. Schütz Rodrigues; Flores A. S.; Barbosa, A.R.; Simões, A.O.; Balinalo, R.","r1414","2002","02","09",NA,"Brasil","Goiás",NA,NA,"Em cerrado, arvoreta 5m alt., ritidoma suberoso, frutos imaturos",NA,NA,NA,"(Vogel) Yakovlev","Colinas do Sul","680msm","-48.000083","-14.188694",NA,NA,NA,NA,NA,NA,NA,NA,"-48.000083","-14.188694",NA,NA,NA,NA,NA,NA,NA,NA
"378","2014-10-02 12:40:30-03","FEMACT","MIRR","6136","S","Plantae","Leguminosae-Caes","Acosmium","dasycarpum","Acosmium dasycarpum","R. Schütz Rodrigues; Tozzi, A.M.G.A.","r1381","2001","11","13",NA,"Brasil","Minas Gerais",NA,NA,"Arvore 3m, botões creme, em cerrado.",NA,NA,NA,"(Vogel) Yakovlev","Itacambira",NA,"-43.386416","-16.970555","1120","1120",NA,NA,NA,NA,NA,NA,"-43.386416","-16.970555",NA,NA,NA,NA,NA,NA,NA,NA
"379","2014-10-02 12:40:30-03","FEMACT","MIRR","6138","S","Plantae","Leguminosae-Caes","Acosmium","dasycarpum","Acosmium dasycarpum","R. Schütz Rodrigues; Flores, A...S...; Barbosa, A.R.; Simões, A.O.; Belinello","r1350","2002","01","22",NA,"Brasil","Bahia",NA,NA,"Ávore de 5m alt., interior do serrado, corola branca, perfumada.",NA,NA,NA,"(Vogel) Yakovlev","Rio de Contas","Estrada de terra para o Pico das Almas, 1250msm","-41.876444","-13.542861",NA,NA,NA,NA,NA,NA,NA,NA,"-41.876444","-13.542861",NA,NA,NA,NA,NA,NA,NA,NA
"380","2014-10-02 12:40:30-03","FEMACT","MIRR","6139","S","Plantae","Leguminosae-Caes","Acosmium","dasycarpum","Acosmium dasycarpum","R. Schütz Rodrigues; Flores, A...S...; Barbosa, A.R.; Simões, A.O.; Belinello","r1315","2002","01","17",NA,"Brasil","Bahia",NA,NA,"Arbusto 2m alt., em cerrado, corola branca, perfumada.",NA,NA,NA,"(Vogel) Yakovlev","Barra da Estiva","rod. BA 142, ca 20km S de Mucugê, 1130msm","-41.460972","-13.236416",NA,NA,NA,NA,NA,NA,NA,NA,"-41.460972","-13.236416",NA,NA,NA,NA,NA,NA,NA,NA
"381","2014-10-02 12:40:30-03","FEMACT","MIRR","6139","S","Plantae","Leguminosae-Caes","Acosmium","dasycarpum","Acosmium dasycarpum","Yamamoto, K.; Freitas, M.F.","k58","2000","11","21",NA,"Brasil","Minas Gerais",NA,NA,"Flores com petalas creme, antera marrons",NA,NA,NA,"(Vogel) Yakovlev","Jaboticatubas","Proximo a sede do ibama","-43.745","-19.5136",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2019-02-22 11:46:08-03","IPA","IPA","76402","S","Plantae","Leguminosae-Pap.","Acosmium","dasycarpum","Acosmium dasycarpum","Lima, D.P.","13453","1976","04","12","Southern America","Brasil","Maranhão",NA,NA,"Árvore de grande porte ca. 15 m de altura por 50 cm de diâmetro; flores amarelo-claro com perfume agradável.","IPA0076402","Plantae",NA,"(Vogel) Yakovlev","Tuntum","Matas da Fazenda Cigana.","-44.6488990783691","-5.25805997848511",NA,NA,NA,"Cardoso, D.","96518","auto",NA,NA,NA,NA,"2008","01",NA,NA,NA,NA,NA,NA
"383","2019-02-22 11:46:42-03","IPA","IPA","54183","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Pinto, P.","25","1989","11","11","Southern America","Brasil","Bahia",NA,NA,"Árvore de 4-5m, frequênte; superflorida e muito visitada por abelhas indígenas","IPA0054183","Plantae",NA,"Vogel","Riachão das Neves","Rio Riachão","-44.9099998474121","-11.7461004257202",NA,NA,NA,"Gomes-Silva, A.","123228","auto",NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"384","2019-02-22 11:46:42-03","IPA","IPA","12952","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Andrade-Lima","62-4027","1962","01","24","Southern America","Brasil","Pernambuco",NA,NA,"Árvore 4-4,5 m com caule de súber muito desenv. e fendilh. Fôl. pilosa, alvacente. Fl. am. muito claro. Fr. plano, seco.","IPA0012952","Plantae",NA,"Vogel","Serrita","Chapada do Araripe, próx. baixa Grande, na estrada Cariri-mirim-Crato.","-39.2957992553711","-7.93333005905151",NA,NA,NA,"Gomes-Silva, A.","42990","auto",NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"385","2019-02-22 11:46:42-03","IPA","IPA","21493","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Academia Brasileira de Ciências","1156","1971","12","04","Southern America","Brasil","Ceará",NA,NA,"Arboreta 5 m, velut.-pilosa, fl. alva, perf., melifera.","IPA0021493","Plantae",NA,"Vogel","Santana do Cariri","Solo de cascalheiro, ao pé da Chapada do Araripe.","-39.7369003295898","-7.18833017349243",NA,NA,NA,"Gomes-Silva, A.","25041","auto",NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"386","2019-02-22 11:46:42-03","IPA","IPA","75962","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Ramalho, F.B.","277","1973","10","04","Southern America","Brasil","Piauí",NA,NA,"Árvore com mais ou menos 8m de altura, com resina. Flores alvas, perfume agradável.","IPA0075962","Plantae",NA,"Vogel","Jerumenha","Povoado de Barra de Lance","-43.5097007751465","-7.0877799987793",NA,NA,NA,"Miranda, A.M.","40196","auto",NA,NA,NA,NA,"2011","06",NA,NA,NA,NA,NA,NA
"387","2019-02-22 11:46:42-03","IPA","IPA","40384","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Ule","7433",NA,NA,NA,"Southern America","Brasil","Piauí",NA,NA,NA,"IPA0040384","Plantae",NA,"Vogel",NA,"Serra Branca",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"388","2019-02-22 11:46:42-03","IPA","IPA","12505","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Andrade-Lima","61-3680","1961","01","28","Southern America","Brasil","São Paulo",NA,NA,"Árvore 2-3 m. Frutos.","IPA0012505","Plantae",NA,"Vogel",NA,"Próximo. km 200 estr. São Paulo-Araraquara.",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"389","2019-02-22 11:46:42-03","IPA","IPA","17752","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Giulietti, A.M.","426","1968","10","10","Southern America","Brasil","Mato Grosso",NA,NA,"Árvore de 2m de altura, flores alvas perfumadas","IPA0017752","Plantae",NA,"Vogel",NA,"Cerrado próximo ao Córego do Surucucu",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"390","2019-02-22 11:46:42-03","IPA","IPA","19638","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Academia Brasileira de Ciências","752","1971","05","13","Southern America","Brasil","Pernambuco",NA,NA,"Fl. amarelo-palha, em espigas.","IPA0019638","Plantae",NA,"Vogel",NA,"Entre São José do Belmonte e Jataí (CE).",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"391","2019-02-22 11:46:42-03","IPA","IPA","23278","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Luetzelburg","26337","1934","10","17","Southern America","Brasil","Ceará",NA,NA,"Árvore de 10 m.","IPA0023278","Plantae",NA,"Vogel",NA,"Serra do Araripe, Carrasco.",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"392","2019-02-22 11:46:42-03","IPA","IPA","29655","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Andrade-Lima","7530","1974",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,"IPA0029655","Plantae",NA,"Vogel",NA,"Serra do Cipó",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"393","2019-02-22 11:46:42-03","IPA","IPA","40382","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Gardner, G.","2543",NA,NA,NA,"Southern America","Brasil","Piauí",NA,NA,NA,"IPA0040382","Plantae",NA,"Vogel",NA,"Near Golfes.",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"394","2019-02-22 11:46:42-03","IPA","IPA","40383","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Gardner, G.","2543",NA,NA,NA,"Southern America","Brasil","Piauí",NA,NA,NA,"IPA0040383","Plantae",NA,"Vogel",NA,"Near Golfes.",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
"395","2019-02-22 11:46:42-03","IPA","IPA","40385","S","Plantae","Leguminosae-Pap.","Leptolobium","dasycarpum","Leptolobium dasycarpum","Luetzelburg","26337","1934","10","17","Southern America","Brasil","Ceará",NA,NA,"Árvore 10 m.","IPA0040385","Plantae",NA,"Vogel",NA,"Serra do Araripe",NA,NA,NA,NA,NA,"Gomes-Silva, A.",NA,NA,NA,NA,NA,NA,"2009","08","20",NA,NA,NA,NA,NA
