"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","class","order","continentOcean","preparationType","coordinatePrecision","geoFlag","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"15","2021-03-15 16:37:00-03","NY","NYBG","00567871","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,NA,NA,NA,"H. Q. B. Fernandes","Brazil","São Paulo","Sete Barras","-48.03","-24.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567871","NY00567871_01","3227","1997","07","25","Parque Estadual Intervales. Trilla do Quilombo (ao do Aracá)","100","270","Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00567889","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","L. R. Noblick",NA,NA,NA,"L. R. Noblick","Brazil","Bahia","Alagoinhas","-38.43","-12.17",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567889","NY00567889_01 NY00567889_02 NY00567889_03 NY00567889_04 NY00567889_05 NY00567889_06","4687","1988","11","23","13 km SW of Araças and W of BA 093, Riacho das Moças.","50","100","Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01198323","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"M. das G. Costa Silva","Brazil","Bahia","Mun. Una",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410498' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198323","NY01198323_01","02","2001","09","12","Ecoparque de Una. Entrada ca. 46 km da BR-001 IlhéusUna.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00567890","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","H. Q. B. Fernandes",NA,NA,NA,"H. Q. B. Fernandes","Brazil","Espírito Santo","Santa Teresa","-40.6003","-19.9358",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567890","NY00567890_01 NY00567890_02 NY00567890_03 NY00567890_04 NY00567890_05","2768","1989","05","24","Valsugana Velha, Estaçao Biológica de Santa Lúcia. Margem esquerda do rio Timbuí.","775","775","Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00568307","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M. Rossato",NA,NA,NA,"M. Rossato","Brazil","Rio Grande do Sul","Terra de Areia","-50.1083","-29.6017",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568307","NY00568307_01","10",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00567888","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"A. Peixoto","Brazil","Espírito Santo","Santa Teresa","-40.6003","-19.9358",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567888","NY00567888_01 NY00567888_02 NY00567888_03","3410","1985","02","04","Estrada de Sta. Tereza a Nova Lombardia. Sitio do Sr. Alcebiades.","700","750","Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00567893","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"L. R. Noblick","Brazil","Bahia","Mucuri","-39.65","-18.08",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567893","NY00567893_01 NY00567893_02 NY00567893_03 NY00567893_04 NY00567893_05 NY00567893_06 NY00567893_07","4801","1989","02","04","Ca. 10 km SW of Mucuri on S side of the Rio Mucuri. Fazenda Oitizeiro.","1","20","Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","885184","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","S. A. Mori",NA,NA,NA,"S. A. Mori","Brazil","Bahia","Una","-39.2540887","-15.1469363",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885184",NA,"9337",NA,NA,NA,"Estrada que liga a Rod. BR 101 (São José) com BA 215, a 17 km da entrada. Região de Mata Higrófila Sul Baiana. Folha SE-24",NA,NA,"Magnoliophyta",NA,"Arecales","South America","wood sample",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00567872","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"V. C. Souza","Brazil","Espírito Santo","Linhares","-40.0719","-19.3911",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567872","NY00567872_01","3118","1991","03","20","Reserva Florestal da C.V.R.D. Fazenda de Felicio Sossai, Venta Nova do Imigrante.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00567870","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,NA,NA,NA,"J. C. Lindeman","Brazil","Paraná","Cianorte","-52.6047","-23.6633",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567870","NY00567870_01","863","1966","04","02","Forest reserve on Rio Ivaí. ca. 30 km E. of Cianorte.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02623149","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,NA,NA,NA,"L. R. Noblick","Brazil","Bahia","Mucuri","-39.65","-18.08",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2945327' target='other'> <mi>dwc_moreinfo</mi></a>","NY02623149",NA,"4801","1989","02","04","Ca. 10 km SW of Mucuri on S side of the Rio Mucuri. Fazenda Oitizeiro.","1","20","Magnoliophyta",NA,"Arecales","South America","wood sample",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00567885","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,NA,NA,NA,"H. F. Martins","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567885","NY00567885_01 NY00567885_02 NY00567885_03 NY00567885_04 NY00567885_05","261","1961","12","29","Guanabara, Floresta da Tijuca. Restaurante A Floresta",NA,NA,"Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02324123","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,NA,NA,NA,"M. J. N. Rodal","Brazil","Alagoas","Murici","-35.9432983398438","-9.30667018890381",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2547567' target='other'> <mi>dwc_moreinfo</mi></a>","NY02324123","NY02324123_01","1343","2002","09","15","E.E. de Murici (Mata próxima a antena de TV desativada)",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet","22851","auto",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02499348","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"L. Nusbaumer","Brazil","Alagoas","Quebrangulo","-36.4710998535156","-9.31888961791992",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2803735' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499348","NY02499348_01","4073","2014",NA,NA,"Reserva Biológica de Pedra Talhada",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet","16583","auto",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02499342","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"L. Nusbaumer","Brazil","Alagoas","Quebrangulo","-36.4710998535156","-9.31888961791992",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2512238' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499342","NY02499342_01","4073","2014",NA,NA,"Reserva Biológica de Pedra Talhada",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet","16583","auto",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00110665","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"W. W. Thomas","Brazil","Bahia","Porto Seguro","-40.5747","-15.2647",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00110665","NY00110665_01 NY00110665_02 NY00110665_03 NY00110665_04 NY00110665_05 NY00110665_06","11307","1996","11","14","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. Upper slopes and top of Monte Pascoal.","250","536","Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00568306","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","L. R. Noblick",NA,NA,NA,"R. de Lemos Fróes","Brazil","Bahia","Ilhéus","-40.0808689","-13.5615656",NA,NA,"L. R. Noblick 1990 noted Mixed Collection, leaves not Euterpe <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568306","NY00568306_01","19919","1945","03","15","Emtre Bom Gosto e Olivença.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00884525","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","W. W. Thomas",NA,NA,NA,"W. W. Thomas","Brazil","Alagoas","Uniao dos Palmares","-35.87467","-9.21292",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884525","NY00884525_01 NY00884525_02 NY00884525_03 NY00884525_04 NY00884525_05","13265","2002","11","03","Serra das Bananeiras","500","560","Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00567882","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","L. R. Noblick",NA,NA,NA,"L. R. Noblick","Brazil","Bahia","Cairu","-39.05","-13.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567882","NY00567882_01 NY00567882_02 NY00567882_03 NY00567882_04 NY00567882_05 NY00567882_06","4719","1988","12","09","Ilha da Tinharé. Fazenda Pilhoes ca. 0.5 km NE of Cairy on the opposite side of the estuary.",NA,"15","Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00567877","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","H. Q. B. Fernandes",NA,NA,NA,"H. Q. B. Fernandes","Brazil","Espírito Santo","Linhares","-40.05","-19.15",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567877","NY00567877_01 NY00567877_02 NY00567877_03 NY00567877_04 NY00567877_05 NY00567877_06","2891","1989","11","03","Reserva Florestal da CVRD, estrada do roxinho.","30","30","Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00567868","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"W. W. Thomas","Brazil","Bahia","Porto Seguro","-40.5747","-15.2647",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567868","NY00567868_01","11307","1996","11","14","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. Upper solopes and top of Monte Pascoal.","250","536","Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00567878","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"A. M. V. de Carvalho","Brazil","Bahia","Porto Seguro","-39.32","-16.45",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567878","NY00567878_01 NY00567878_02 NY00567878_03 NY00567878_04 NY00567878_05","4456","1994","04","06","Reserva da Brasil Holanda de Ind. S/A. Entrada no km 22 da Rod. Eunapólis/P. Seguro. ca. 9.5 km na entrada.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00567875","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"E. P. Heringer","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567875","NY00567875_01 NY00567875_02","9059/1253","1962","11","20","Parque Nacional de Brasília.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 05:26:00-03","NY","NYBG","00567876","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis",NA,"W. J. Hahn",NA,NA,NA,"E. M. Zardini","Paraguay",NA,NA,"-54.6","-25.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567876","NY00567876_01","39966","1994","07","21","Monumento Científico Moisés Bertoni.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00567879","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. M. V. de Carvalho",NA,NA,NA,"A. M. V. de Carvalho","Brazil","Bahia","Ilhéus","-39.06916667","-14.7819444",NA,NA,"Arvore No.34, Parcela No. 2. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567879","NY00567879_01 NY00567879_02 NY00567879_03 NY00567879_04 NY00567879_05","4643","1994","09","17","Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00567880","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. J. Henderson",NA,NA,NA,"A. M. V. de Carvalho","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567880","NY00567880_01 NY00567880_02 NY00567880_03 NY00567880_04 NY00567880_05","4519","1994","04","26","Reserva Biológica do Mico-leao (IMABA). Entrada no km 46 da Rod. BA-001 Ilhéus/Uma.",NA,NA,"Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00567891","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","L. R. Noblick",NA,NA,NA,"L. R. Noblick","Brazil","Bahia","Mucuri","-39.65","-18.08",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567891","NY00567891_01 NY00567891_02 NY00567891_03 NY00567891_04 NY00567891_05 NY00567891_06","4800","1988","02","04","10 km SW of Mucuri on S side of the Rio Mucuri. Fazenda Oitizeiro.","1","20","Magnoliophyta",NA,"Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00567874","PreservedSpecimen","Plantae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=607180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567874","NY00567874_01","17349","1915","11","23","Jacare.. in silva prim. reg. lit. illegible",NA,NA,"Magnoliophyta",NA,"Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
