"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","669976","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"C. Kozera","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669976","Magnoliophyta","Asterales","DC.","S. M. Silva; C. Kozera","413","1996","12","01","Paraná","Bairro: Uberaba","-49.22","-25.37","NY00669976_01","Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00847017","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"J. E. B. Warming","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847017","Magnoliophyta","Asterales","DC.","Baker",NA,NA,NA,NA,NA,NA,NA,NA,"NY00847017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","669989","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"E. P. Heringer","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669989","Magnoliophyta","Asterales","DC.","M. H. Nee","16819","1978","02","22","Distrito Federal",NA,"-47.9294","-15.7797","NY00669989_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","669981","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"M. Kuhlmann","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669981","Magnoliophyta","Asterales","DC.","J. F. de Toledo","19","1942","12","15","São Paulo","Monte Alegre do Sul, Estaçao Experimental",NA,NA,"NY00669981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","669979","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"W. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669979","Magnoliophyta","Asterales","DC.","W. Hoehne",NA,"1948","10","28","São Paulo","Via Anhanguera","-46.63","-23.5403","NY00669979_01","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","669984","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"G. Eiten","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669984","Magnoliophyta","Asterales","DC.","M. H. Nee","6032","1965","02","13","São Paulo","Along Sao Paulo-Registro highway (BR-2) 10 km WSW of turnoff to Itapecerica da Serra (5km due W of that city)","-46.84","-23.71","NY00669984_01","Itapecerica da Serra","800","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00847020","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"G. Gardner","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847020","Magnoliophyta","Asterales","DC.",NA,"4921","1836",NA,NA,"Minas Gerais",NA,NA,NA,"NY00847020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","669968","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"G. Eiten","South America","Brazil","sheet",NA,"(Plant 7) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669968","Magnoliophyta","Asterales","DC.",NA,"3525","1961","12","04","São Paulo","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 2.1 km NNW of Padua Sales (about 27 km. NW of city of Moji-Mirim)",NA,NA,"NY00669968_01","Moji-Guaçu","575","575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","669982","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"G. Eiten","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669982","Magnoliophyta","Asterales","DC.","M. H. Nee","5804","1965","02","04","São Paulo","Along highway from Sorocaba to Itapetininga, at ca. km 157","-47.97","-23.58","NY00669982_01","Itapetininga","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","669974","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"T. M. Pedersen","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669974","Magnoliophyta","Asterales","DC.","T. M. Pedersen","8981","1969","01","07","São Paulo","Santo Andrés: Rio Grande da Serra","-46.5297","-23.66","NY00669974_01","Santo André",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","669985","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"A. F. M. Glaziou","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669985","Magnoliophyta","Asterales","DC.","W. W. Payne","12187","1880","11","29","Rio de Janeiro","Ypiranga, borde do Rio Parahyba",NA,NA,"NY00669985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","669966","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"J. G. Bartolomeu","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669966","Magnoliophyta","Asterales","DC.","W. Hoehne",NA,"1953","12","26","São Paulo",NA,"-46.6197","-24.08","NY00669966_01","Mongaguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","669971","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"M. Guillemin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669971","Magnoliophyta","Asterales","DC.","W. W. Payne","492","1839",NA,NA,"São Paulo","St. Paul. Brésil Méridional",NA,NA,"NY00669971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 14:08:00-03","NY","NYBG","669988","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"A. Krapovickas","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669988","Magnoliophyta","Asterales",NA,"W. W. Payne","2895","1946","02","26","Buenos Aires","Punta Lara, Partido de La Plata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","669975","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"R. B. Pineschi","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669975","Magnoliophyta","Asterales","DC.","H. E. Robinson","25","1986","12","01","Rio de Janeiro","Margem direita de córrego do Garrapato","-44.4467","-22.4692","NY00669975_01","Resende","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01091047","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228941' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091047","Magnoliophyta","Asterales","DC.","L. B. Smith","2125","1958","11","20","Minas Gerais","State Agricultural School.","-42.868031","-20.7613428","NY01091047_01 NY01091047_02","Viçosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00847018","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847018","Magnoliophyta","Asterales","DC.","L. B. Smith","2125","1958","11","20","Minas Gerais","State Agricultural School.","-42.868031","-20.7613428",NA,"Viçosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","669990","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669990","Magnoliophyta","Asterales","DC.","G. M. Barroso","30550","1971","01","17","Minas Gerais","Serra do Espinhaço, ca. 55km E. of Belo Horizonte, road (BR-31) to Antônio dos Santos",NA,NA,"NY00669990_01",NA,"1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","669983","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"G. Eiten","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669983","Magnoliophyta","Asterales","DC.","M. H. Nee","6032","1965","02","13","São Paulo","Along Sao Paulo-Registro highway (BR-2) 10 km WSW of turnoff to Itapecerica da Serra (5km due W of that city)","-46.84","-23.71","NY00669983_01","Itapecerica da Serra","800","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","669973","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669973","Magnoliophyta","Asterales","DC.","W. W. Payne","57",NA,NA,NA,"Rio de Janeiro","Canta Gallo prov. Sebastianop.",NA,NA,"NY00669973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","669986","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"M. Sakane","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669986","Magnoliophyta","Asterales","DC.",NA,"367","1975","11","24","São Paulo","Roseira",NA,NA,"NY00669986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","669969","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"N. A. Rosa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669969","Magnoliophyta","Asterales","DC.","N. A. Rosa","3730","1980","11","15","São Paulo","Reserva do Instituto de Botânica de Sao Paulo","-46.63","-23.5403","NY00669969_01","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","669987","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"I. Mimura","South America","Brazil","sheet",NA,"(planta 8) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669987","Magnoliophyta","Asterales","DC.","L. B. Smith; S. F. Smith","272","1962","02","10","São Paulo","Ca. 8.0 km SW em linha reta da praça principal de Sao José dos Campos","-45.88","-23.1703","NY00669987_01","Sao José dos Campos","550","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","669967","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"I. Mimura","South America","Brazil","sheet",NA,"(planta 7) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669967","Magnoliophyta","Asterales","DC.","L. B. Smith; S. F. Smith","272","1962","02","10","São Paulo","Ca. 8.0 km SW em linha reta da praça principal de Sao José dos Campos","-45.88","-23.1703","NY00669967_01","Sao José dos Campos","550","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG291","S","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Alves, S.C; Carvalho, M.G",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Glória C.",NA,"1989","10","18","Minas Gerais","Mata do Tumbá",NA,NA,NA,"São Sebastião das Águas Claras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:28:44-03","UNESP-IBB","BOTU","10166","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Yanagizawa, Y.",NA,"Brasil",NA,NA,"Subarbusto de aprox. 1,10m de alt; flores amareladas","BOTU010166",NA,NA,"DC.","Magenta, M.A.G.","32-70182","1982","01","07","São Paulo",NA,NA,NA,"BOTU010166","Botucatu",NA,NA,"1998","01","12","9999","9999",NA,NA,NA,NA,NA,NA
"37","2021-02-08 11:07:14-03","UNESP-IBB","BOTU","595","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Costa, F.",NA,"Brasil",NA,NA,"Arbusto, caule hexagonal, folha recortada inflorescência em espiga","BOTU000595",NA,NA,"DC.",NA,"21","1972","10","24","São Paulo",NA,"-48.375","-22.875",NA,"Botucatu",NA,NA,NA,NA,NA,"48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA
"38","2021-02-08 11:07:14-03","UNESP-IBB","BOTU","29221","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Ishara, K.L.",NA,"Brasil",NA,NA,"Floresta estacional secundária, com árvores de cerca de 20m de altura, sub-bosque pouco denso; Coleção: Jardim Botânico UNESP Botucatu","BOTU029221",NA,NA,"DC.",NA,"534","2005","10","19","São Paulo",NA,"-48.433333","-22.866667","BOTU029221","Botucatu",NA,NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:28:44-03","UNESP-IBB","BOTU","9882","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Amaral Jr., A.",NA,"Brasil",NA,NA,"Arbusto 1,50 m de altura com inflorescência amarelada","BOTU009882",NA,NA,"DC.","Magenta, M.A.G.","2056","1975","04","01","São Paulo",NA,NA,NA,"BOTU009882","Botucatu",NA,NA,"1998","01","12","9999","9999",NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:07:14-03","UNESP-IBB","BOTU","502","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Ishida, J.",NA,"Brasil",NA,NA,"Arbusto, folha recortada, inflorescência","BOTU000502",NA,NA,"DC.","Magenta, M.A.G.","21","1972","10","24","São Paulo",NA,"-48.375","-22.875","BOTU000502","Botucatu",NA,NA,"1998","01","12","48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:28:44-03","UNESP-IBB","BOTU","455","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Andrade, E.",NA,"Brasil",NA,NA,"Arbusto alto, flores amarelas em espiga, folhas loluladas","BOTU000455",NA,NA,"DC.","Magenta, M.A.G.","6","1972","09","17","São Paulo",NA,NA,NA,"BOTU000455","Botucatu",NA,NA,"1998","01","12","9999","9999",NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:07:14-03","UNESP-IBB","BOTU","29306","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Galhego, A.A.",NA,"Brasil",NA,NA,"Floresta Estacional Semidecidual secundária, com árvores de cerca de 25m de altura e sub bosque pouco denso; Coleção: Jardim Botânico UNESP Botucatu","BOTU029306",NA,NA,"DC.",NA,"166","1995","01","06","São Paulo",NA,"-48.433333","-22.866667",NA,"Botucatu",NA,NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:28:44-03","UNESP-IBB","BOTU","7308","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Berbel Jr., R.",NA,"Brasil",NA,NA,"Arbusto, ramos esverdeados, flor amarela","BOTU007308",NA,NA,"DC.","Magenta, M.A.G.",NA,"1979","11","29","São Paulo",NA,NA,NA,"BOTU007308","Botucatu",NA,NA,"1998","01","12","9999","9999",NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:28:44-03","UNESP-IBB","BOTU","653","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Isaac, L.",NA,"Brasil",NA,NA,NA,"BOTU000653",NA,NA,"DC.","Amaral Jr., A.","36","1972","09","17","São Paulo","Estrada do Rio Bonito",NA,NA,"BOTU000653","Botucatu",NA,NA,"2000","08",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:28:44-03","UNESP-IBB","BOTU","2058","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Mano, A.",NA,"Brasil",NA,NA,"Vegetaçaõ ruderal, erva com 1,5 m de altura, 3 cm de perímetro, inflorescência amarela, hábito aéreo","BOTU002058",NA,NA,"DC.","Magenta, M.A.G.","11","1972","09","16","São Paulo",NA,NA,NA,"BOTU002058","Mogi das Cruzes",NA,NA,"1998","01","12","9999","9999",NA,NA,NA,NA,NA,NA
"46","2021-02-08 11:07:14-03","UNESP-IBB","BOTU","29191","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Ishara, K.L.",NA,"Brasil",NA,NA,"Mata mesófila semidecidual secundária. Arbusto de 5m de alt., com cachos de flores verdes miúdas.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029191",NA,NA,"DC.",NA,"604","2005","11","28","São Paulo",NA,"-48.433333","-22.866667","BOTU029191","Botucatu",NA,NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA,NA,NA
"47","2021-02-18 09:28:44-03","UNESP-IBB","BOTU","510","PreservedSpecimen","Plantae","Asteraceae","Ambrosia","polystachya","Ambrosia polystachya",NA,"Galbiatti, J.E.",NA,"Brasil",NA,NA,"Arbusto, inflorescência amarelo em espiga, folhas alternas","BOTU000510",NA,NA,"DC.","Magenta, M.A.G.","26","1972","11","01","São Paulo",NA,NA,NA,"BOTU000510","Botucatu",NA,NA,"1972","11","11","9999","9999",NA,NA,NA,NA,NA,NA
