"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"107","2019-08-27 13:25:56-03","IAP","PACA-AGP","59371","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo","1957","05","03","Camargo, O. R.","1956","11","25","Brasil","RS","Farroupilha","Est. Exp. Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,"Habitat: campo Fenofase: fruto","PACA059371",NA,"Magnoliophyta","Cyperales",NA,"1028",NA,NA,NA,NA,"19545","auto","Liliatae",NA,NA,NA,NA,NA
"108","2019-08-27 13:25:56-03","IAP","PACA-AGP","61690","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo","1958","09","29","Camargo, O. R.","1957","11","18","Brasil","RS","Farroupilha","Povoado de São Marcos","-51.3478012084961","-29.2250003814697",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA061690",NA,"Magnoliophyta","Cyperales",NA,"2584",NA,NA,NA,NA,"19545","auto","Liliatae",NA,NA,NA,NA,NA
"109","2019-08-27 13:25:56-03","IAP","PACA-AGP","29567","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1945","10","03","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,"Habitat: in campestribus siccis Fenofase: fruto","PACA029567",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"21601","auto","Liliatae",NA,NA,NA,NA,NA
"110","2019-08-27 13:25:56-03","IAP","PACA-AGP","32765","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1945","10","17","Brasil","RS","Montenegro","Parecí","-51.4611015319824","-29.6886005401611",NA,NA,"Habitat: in campestribus arenosis Fenofase: fruto","PACA032765",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"21601","auto","Liliatae",NA,NA,NA,NA,NA
"111","2019-08-27 13:25:56-03","IAP","PACA-AGP","87490","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","A. Sehnem SJ",NA,NA,NA,"Sehnem, A.","1945","10","03","Brasil","RS","Montenegro","Parecí Novo","-51.4611015319824","-29.6886005401611",NA,NA,"Habitat: roça","PACA087490",NA,"Magnoliophyta","Cyperales",NA,"1595",NA,NA,NA,NA,"21601","auto","Liliatae",NA,NA,NA,NA,NA
"112","2019-08-27 13:25:56-03","IAP","PACA-AGP","112588","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,NA,"1932","10","05","Brasil","RS","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,"Herbarium Riograndense S. J. RS&nf;734 Habitat: agro","PACA112588",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"113","2019-08-27 13:25:56-03","IAP","PACA-AGP","29038","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1945","08","25","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: in campestribus siccis Fenofase: fruto","PACA029038",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"114","2019-08-27 13:25:56-03","IAP","PACA-AGP","38061","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","J.R. Swallen",NA,NA,NA,"Rambo, B.","1948","11","17","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: in campestribus siccis Fenofase: fruto","PACA038061",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"115","2019-08-27 13:25:56-03","IAP","PACA-AGP","56002","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo","1955","04","04","Rambo, B.","1954","11","19","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: in campestribus dense graminosis","PACA056002",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"116","2019-08-27 13:25:56-03","IAP","PACA-AGP","57483","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo","1957","05","14","Camargo, O. R.","1955","11","23","Brasil","RS","Santa Maria","Estação Experimental de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA057483",NA,"Magnoliophyta","Cyperales",NA,"48",NA,NA,NA,NA,"37819","auto","Liliatae",NA,NA,NA,NA,NA
"117","2019-08-27 13:25:56-03","IAP","PACA-AGP","57519","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo","1957","05","13","Camargo, O. R.","1955","11","30","Brasil","RS","Santa Maria","Estação Experimental de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA057519",NA,"Magnoliophyta","Cyperales",NA,"71",NA,NA,NA,NA,"37819","auto","Liliatae",NA,NA,NA,NA,NA
"118","2019-08-27 13:25:56-03","IAP","PACA-AGP","25604","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1944","01",NA,"Brasil","RS","São Gabriel","Faz. Sta. Cecília","-54.3199996948242","-30.3363990783691",NA,NA,"Habitat: in campestribus tritis Fenofase: fruto","PACA025604",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"56206","auto","Liliatae",NA,NA,NA,NA,NA
"119","2019-08-27 13:25:56-03","IAP","PACA-AGP","25592","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1944","01",NA,"Brasil","RS","São Gabriel","Faz. Sta. Cecília","-54.3199996948242","-30.3363990783691",NA,NA,"Habitat: in campestribus siccis Fenofase: fruto","PACA025592",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"56206","auto","Liliatae",NA,NA,NA,NA,NA
"120","2019-08-27 13:25:56-03","IAP","PACA-AGP","33509","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo",NA,NA,NA,"L. Stahl SJ","1946","07","17","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: in campestribus arenosis Fenofase: fruto","PACA033509",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"10287","auto","Liliatae",NA,NA,NA,NA,NA
"121","2019-08-27 13:25:56-03","IAP","PACA-AGP","33444","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo",NA,NA,NA,"Henz, E.","1946","07","10","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: in arenosis siccis Fenofase: fruto","PACA033444",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"10287","auto","Liliatae",NA,NA,NA,NA,NA
"122","2019-08-27 13:25:56-03","IAP","PACA-AGP","3704","PreservedSpecimen","Plantae","Gramineae","Eragrostis","neesii","Eragrostis neesii","Trin.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1941","01","03","Brasil","RS","São Sebastião do Caí","Hortênsio","-51.3755989074707","-29.5867004394531",NA,NA,"Habitat: in agro Fenofase: fruto","PACA003704",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"12036","auto","Liliatae",NA,NA,NA,NA,NA
"123","2019-11-21 14:42:34-03","UFJF","CESJ","71378","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","H. Longhi-Wagner","2011","08",NA,"R.A. Wasum; L. Scur.","2007","02","21","Brasil","Paraná","Antonio Olinto","Mina da CRM","-50.1972007751465","-25.9860992431641",NA,NA,"No campo.","CESJ071378",NA,"Angiosperma",NA,NA,"4001","América do Sul","300","300",NA,"22130","auto",NA,NA,NA,NA,NA,NA
"124","2019-11-21 14:42:34-03","UFJF","CESJ","43368","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"T.M. Pedersen","1986","12","12","Argentina","Corrientes","Concepción","Carambola",NA,NA,NA,NA,"Grassland on sandy soil.","CESJ043368",NA,"Angiosperma",NA,NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:47:20-03","UFMS","CGMS","20513","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii lindmanii","(Hack.) Ekman","A. Guglieri","2008","12","03","F.J.M. Caporal","2007","10","13","Brasil","Rio Grande do Sul","Guaíba","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.","-51.3250007629395","-30.113899230957",NA,NA,NA,"CGMS1049906",NA,NA,NA,"lindmanii","571",NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:47:20-03","UFMS","CGMS","20473","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii lindmanii","(Hack.) Ekman","A. Guglieri","2008","12","03","F.J.M. Caporal","2007","10","13","Brasil","Rio Grande do Sul","Guaíba","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.","-51.3250007629395","-30.113899230957",NA,NA,NA,"CGMS1049877",NA,NA,NA,"lindmanii","531",NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA
"127","2019-08-20 10:01:18-03","UNICAMP","UEC",NA,"S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Longhi-Wagner, HM; Boechat, SC","1996","01","24","Brazil","São Paulo","Itararé","I.A.C.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"UEC048116",NA,"Liliopsida",NA,NA,"3155",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"128","2019-08-20 10:01:18-03","UNICAMP","UEC","163333","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Longhi-Wagner, HM; Boechat, SC","1996","01","24","Brazil","São Paulo","Itararé","I.A.C.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"UEC068742","UEC068742","Liliopsida",NA,NA,"3155",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"129","2019-11-19 14:08:49-03","UFRPE","PEUFR","35616","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","L.M. Nascimento","2005","06","08","L.M. Nascimento; A.G. da Silva","2000","04","27","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Bituri","-36.3955","-8.2075","36°23'730''W","08°12'27''S","Erva com cerca de 30 cm de altura; flores em botão escuro; ocasional","PEUFR035616",NA,NA,NA,NA,"392",NA,"920","1030",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-19 14:08:49-03","UFRPE","PEUFR","4035","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Almeida; Romero; Martins; Netto; Tôrres; Amaral","1972","10","20","Brasil","Rio Grande do Sul","Pelotas","Campus IPEAS-UFPEL","-52.3424987792969","-31.771900177002",NA,NA,"Escassa","PEUFR004035",NA,NA,NA,NA,"20",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA
"131","2020-05-23 15:29:08-03","UFPB","JPB","3720","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,"Sousa, MA","1976","06","15","Brasil","Rio Grande do Sul","Guaíba",NA,"-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,"Angiosperma","Monocotyledon",NA,"693","Southern America",NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA
"132","2020-12-04 13:19:37-03","UDESC","LUSC","1141","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Dall#?#Oglio, K.",NA,NA,NA,"Dall#?#Oglio, K.","2007","04","15","Brasil","Santa Catarina","Campos Novos",NA,"-51.2249984741211","-27.4016990661621",NA,NA,NA,"LUSC007266","LUSC007266",NA,NA,NA,NA,NA,NA,NA,NA,"43319","auto",NA,NA,NA,NA,NA,NA
"133","2019-01-17 11:23:31-02","PUCRS","MPUC","1296","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","T. Strehl","1975","01","01",NA,"1975","05","02","Brasil","RS","Vacaria",".","-50.9297222","-28.4880556","-50.9297222000","-28.4880556000",NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"134","2019-01-17 11:23:29-02","PUCRS","MPUC","10827","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","F.J.M. Caporal",NA,NA,NA,NA,"2002","01","01","Brasil","RS","Triunfo",".","-51.7180555556","-29.9433333333","-51.7180555556","-29.9433333333",NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"135","2019-01-17 11:23:29-02","PUCRS","MPUC","12242","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","A. Guglieri",NA,NA,NA,NA,"1993","12","01","Brasil","RS","Porto Alegre","Bairro Partenon, campus da PUCRS","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"136","2019-03-08 15:39:28-03","PUCRS","MPUC","20614","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","L. Eggers",NA,NA,NA,NA,"1988","04","27","Brasil","RS",NA,"BR 116, Km 356",NA,NA,NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"137","2019-01-17 11:23:31-02","PUCRS","MPUC","14442","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","P.J.S. Silva Filho","2010","01","01","P.J.S. Silva-Filho","2010","10","20","Brasil","RS","Porto Alegre","Bairro Lami, Reserva Biológica","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889","Em solo arenoso",NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1","835",NA
"138","2019-01-17 11:23:31-02","PUCRS","MPUC","19944","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","J.F.M. Valls","1989","01","01",NA,"1985","10","06","Brasil","RS","Quaraí","Cerro do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,"74636","auto","Liliopsida",NA,NA,"2",NA,NA
"139","2019-01-17 11:23:31-02","PUCRS","MPUC","20292","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,NA,NA,NA,NA,"1994","10","11","Brasil","RS","Uruguaiana","BR 472, Km 07","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,"93142","auto","Liliopsida",NA,NA,"1","15",NA
"140","2019-01-17 11:23:31-02","PUCRS","MPUC","20296","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Clóvis",NA,NA,NA,NA,"1983","09","16","Brasil","RS","Uruguaiana","Plano Alto","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,"93142","auto","Liliopsida",NA,NA,"1",NA,NA
"141","2019-01-17 11:23:29-02","PUCRS","MPUC","10828","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","F.J.M. Caporal",NA,NA,NA,NA,"2002","01","01","Brasil","RS","Triunfo",".","-51.7180555556","-29.9433333333","-51.7180555556","-29.9433333333",NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"142","2019-01-17 11:23:31-02","PUCRS","MPUC","123","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Ir. Augusto","1943","01","01",NA,"1943","08","06","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"143","2019-01-17 11:23:29-02","PUCRS","MPUC","10348","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","I.I. Boldrini","2009","01","01",NA,"2000","04","05","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"144","2019-03-08 15:39:28-03","PUCRS","MPUC","10307","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","F.J.M. Caporal","2003","01","01",NA,"2003","01","30","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"145","2019-01-17 11:23:31-02","PUCRS","MPUC","20293","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","A. Dovigi","1992","01","01",NA,"1992","11","07","Brasil","RS","Uruguaiana",".","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,"93142","auto","Liliopsida",NA,NA,"1",NA,NA
"146","2019-01-17 11:23:31-02","PUCRS","MPUC","20304","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","L.F. Bofill",NA,NA,NA,NA,"1984","11","11","Brasil","RS","Uruguaiana",".","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,"93142","auto","Liliopsida",NA,NA,"1",NA,NA
"147","2019-01-17 11:23:29-02","PUCRS","MPUC","20297","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","(Hack.) Ekman","G.M. Fernandes","1987","01","01",NA,"1987","04","10","Brasil","RS","Uruguaiana","Estância Nazareth","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,"93142","auto","Liliopsida",NA,NA,"1",NA,NA
"148","2019-01-17 11:23:31-02","PUCRS","MPUC","22277","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.",NA,"1999","06","12",NA,"1998","04","04","Brasil","RS","Uruguaiana","Guará; Pedras","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,"93142","auto","Liliopsida",NA,NA,"1",NA,NA
"149","2019-01-17 11:23:31-02","PUCRS","MPUC","20303","S","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","R. Lima",NA,NA,NA,NA,"1984","11","10","Brasil","RS","Uruguaiana","Itapitocaí","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,"South America",NA,NA,NA,"93142","auto","Liliopsida",NA,NA,"1",NA,NA
"150","2020-10-14 10:04:58-03","FURB","FURB","47144","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Funez, L.A.","2017","11","21","Funez, L.A.","2015","03","18","Brasil","Santa Catarina","Rodeio","Abissínia.","-49.3622222","-26.8625","-49.3622222","-26.8625000",NA,"FURB38953","FURB38953",NA,NA,NA,"4213",NA,"538","538",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:04:58-03","FURB","FURB","49478","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Funez, L.A.","2017","11","21","Schwirkowski, P.","2015","12","23","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Vila Pilz. Linha férrea.","-49.4605556","-26.2841666","-49.4605556","-26.2841666",NA,"FURB49478","FURB49478",NA,NA,NA,"1410",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-08 08:55:04-03","FURB","FURB","50288","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Funez, L.A.","2017","11","21","Funez, L.A.; Zermiani, A.E.","2015","05","05","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","-48.9544444","-26.0391666",NA,"FURB50288","FURB50288",NA,NA,NA,"4349",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:04:58-03","FURB","FURB","52209","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Funez, L.A.","2017","11","21","Schwirkowski, P.","2016","11","14","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Estrada de ferro, próximo à Rua José Augustin.","-49.3705556","-26.2783334","-49.3705556","-26.2783334","Heliófita, inflorescência arroxeada","FURB52209","FURB52209",NA,NA,NA,"2106",NA,"860","860",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-08 08:55:04-03","FURB","FURB","37687","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Longhi-Wagner, HM","2011","08",NA,"Wasum, R.; Scur, L.","2007","02","21","Brasil","Rio Grande do Sul","Candiota","Mina da CRM.","-53.6725006103516","-31.5580997467041",NA,NA,NA,"FURB03096","FURB03096",NA,NA,NA,"4001",NA,"300","300",NA,"28623","auto",NA,NA,NA,NA,NA,NA
"155","2021-03-16 17:54:31-03","UCS","HUCS","39737","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gaio, J.","2013","01","17","Gaio, J.","2013","01","05","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Propriedade Pante","-50.970583","-28.869361","-50.970583","-28.869361","Tricomas presentes em toda a lâmina, não apenas restrito às margens e panícula contraída.; campo antrópico",NA,NA,"Angiospermae","Poales",NA,"261",NA,"780","780",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-16 17:54:31-03","UCS","HUCS","39738","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gaio, J.","2013","01","05","Gaio, J.","2013","01","05","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva-Propriedade Pante","-50.970583","-28.869361","-50.970583","-28.869361","campo nativo",NA,NA,"Angiospermae","Poales",NA,"276",NA,"856","856",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-16 17:54:31-03","UCS","HUCS","40317","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gaio, J.","2013","05","22","Gaio, J.","2013","01","05","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Propriedade Pante","-50.969017","-28.868239","-50.969017","-28.868239","campo antrópico",NA,NA,"Angiospermae","Poales",NA,"239",NA,"780","780",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-16 17:54:31-03","UCS","HUCS","11634","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Smith, S.F.","1996","08",NA,"Butzke, A.","1995","12","27","Brasil","Rio Grande do Sul","Ipiranga do Sul","BR 153","-52.426399230957","-27.9367008209229",NA,NA,"Doação HERBARA 8001",NA,NA,"Angiospermae","Poales",NA,"s.n.",NA,NA,NA,NA,"9635","auto",NA,NA,NA,NA,NA,NA
"159","2021-03-16 17:54:31-03","UCS","HUCS","36727","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Pasini, E.","2010",NA,NA,"Pasini, E.","2010","11","26","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,"campo sujo úmido, beira da estrada",NA,NA,"Angiospermae","Poales",NA,"529",NA,"780","780",NA,"49662","auto",NA,NA,NA,NA,NA,NA
"160","2021-03-16 17:54:31-03","UCS","HUCS","39784","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Gaio, J.","2013","01","17","Gaio, J.","2013","01","05","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,"campo antrópico",NA,NA,"Angiospermae","Poales",NA,"267",NA,"780","780",NA,"49662","auto",NA,NA,NA,NA,NA,NA
"161","2021-03-16 17:54:31-03","UCS","HUCS","4786","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii lindmanii","(Hakel) Ekman","Galvani, F.R.","1987","04","11","Galvani, F.R.","1987","04","10","Brasil","Rio Grande do Sul","Uruguaiana","Estância Nazareth","-57.0882987976074","-29.7546997070312",NA,NA,"Doação Herbário URG 717&nf;; campo limpo , antiga lavoura de arroz , solo argiloso",NA,NA,"Angiospermae","Poales","lindmanii","s.n.",NA,NA,NA,NA,"93142","auto",NA,NA,NA,NA,NA,NA
"162","2021-03-16 17:54:31-03","UCS","HUCS","5784","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii lindmanii","(Hakel) Ekman","Boechat, S.C.","1995",NA,NA,"Hagelund, K.","1983","02","06","Brasil","Rio Grande do Sul","Arroio dos Ratos","Fazenda Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,"Doação Herbarium Anchieta 69951 - PACA",NA,NA,"Angiospermae","Poales","lindmanii","14772",NA,NA,NA,NA,"29956","auto",NA,NA,NA,NA,NA,NA
"163","2021-03-16 17:54:31-03","UCS","HUCS","14394","PreservedSpecimen","Plantae","Poaceae","Eragrostis","neesii","Eragrostis neesii","Trin.","Smith, S.F.","2000","11",NA,"Scur, L.","1999","12","01","Brasil","Rio Grande do Sul","Caxias do Sul","Fazenda Souza","-51.1794013977051","-29.1681003570557",NA,NA,"beira da estrada - no campo",NA,NA,"Angiospermae","Poales",NA,"212",NA,"780","780",NA,"49662","auto",NA,NA,NA,NA,NA,NA
