"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","individualCount","class","monthIdentified","dayIdentified","relatedCatalogItem"
"11","2019-08-20 10:19:17-03","UNICAMP","UEC","131684","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins",NA,"Takahasi, A; Bencke, CSC","56","1994","11","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha do Corisco.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"flor, Árvore nº 326, botões, flores brancas e flores velhas. Mata de encosta.","UEC050941","UEC050941",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"12","2020-02-14 09:20:51-03","UNICAMP","UEC","131685","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Meireles, JE","Takahasi, A; Bencke, CSC","107","1995","05","02",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha do Corisco.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"fruto, Árvore n° 326, frutos verdes e maduros azulados. Mata de encosta.","UEC050942","UEC050942",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:19:17-03","UNICAMP","UEC","131686","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R","Takahasi, A; Carvalheiro, AJ; Weber, WL","190","1995","12","19",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha do Corisco.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"flor, Árvore de nº 326, botões e flores brancas, sem cheiro. Mata de encosta.","UEC050939","UEC050939",NA,NA,NA,"34265","auto","2012",NA,NA,NA,NA,NA
"14","2019-08-16 08:40:05-03","UTFPR","HCF","25425","S","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins","R. Goldenberg","M. Sanchez","630","1997","03","12",NA,"Brasil","SP","Ubatuba","Picinguaba","-44.8","-23.366667","100","100",NA,"Mata de enconsta, árvore s/num nas margens do Rio da Fazenda, com 7 m de altura, com frutos maduros de cor preta azulada.",NA,NA,"Parátipo","44°48'00 W","23°22'00 S",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:34:46-03","MBM","MBM","347472","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenberg & A.B. Martins","Goldenberg, R.","Pedroni, F.; Sanchez, M.; Sanchez, M.","629","1997","02","03","Southern America","Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667",NA,NA,NA,"Mata Atlântica de encosta, nas margens do Rio da fazenda, árevore 326 com 5m de altura, com botões e flores brancas, estames e póles de cor branca; Árvore com 5m de altura, com botões e flores brancas, estames e pólen de cor branca.;","MBM347472","MBM347472","PARATYPE","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:34:46-03","MBM","MBM","347473","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenberg & A.B. Martins","Goldenberg, R.","Pedroni, F.; Sanchez, M.; Sanchez, M.","628","1997","01","24","Southern America","Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667",NA,NA,NA,"Mata Atlântica de encosta nas margens do Rio da Fazenda, árvore 326 com 5m de altura, com botões e flores brancas, estames e pólen de cor branca.; Árvore com 5m de altura, com botões e flores brancas, estames e pólen de cor branca.;","MBM347473","MBM347473","ISOTYPE","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:34:46-03","MBM","MBM","347471","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenberg & A.B. Martins","Goldenberg, R.","Sanchez, M.; Pedroni, F.; Pedroni, F.","630","1997","03","12","Southern America","Brazil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Mata de encosta, árvore nas margens do Rio da Fazenda, com 7 m de altura, com frutos maduros de cor preta azulada; Árvore com 7m de altura, com frutos maduros de cor preta azulada.; Mata de encosta, nas margens do Rio da Fazenda.","MBM347471","MBM347471","PARATYPE",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:38:26-03","UFMG","BHCB","163328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis",NA,NA,"Sanchez, M; Pedroni, F","630","1997","03","12","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba, nas margens do Rio da Fazenda","-44.8","-23.366667",NA,NA,NA,"Árvore com 7 metros de altura, com frutos maduros de cor preta azulada; Mata de encosta","BHCB006728",NA,"Paratypus","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:38:26-03","UFMG","BHCB","163329","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis",NA,NA,"Sanchez, M; Pedroni, F","629","1997","02","03","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba, margens do Rio da Fazenda","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arvore 326 com 5 m de altura, com botões e flores brancas, estames e pólen de cor branca; Mata Atlântica de encosta","BHCB006727",NA,"Paratypus",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:20:05-03","UFPR","UPCB","71210","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R.","Gressler, E.","252","2009","01","27",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar (PESM), Núcleo Picinguaba, Casa da Farinha. Barranco próximo do rio da Fazenda, início da Trilha do Corisco, Floresta Ombrófila Densa, ambiente iluminado.","-44.833333","-23.333333",NA,NA,NA,"Arbusto de 2m de altura. Presença de inflorescência com botões e flores..","UPCB0020841","UPCB0020841",NA,"-44.833333","-23.333333",NA,NA,"2015",NA,NA,NA,NA,NA
"21","2021-02-11 17:20:05-03","UFPR","UPCB","77078","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R.","Pedroni, F | Sanchez, M.","629","1997","02","03",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Mata Atlântica de encosta, nas margens do Rio da Fazenda.","-44.8","-23.366667",NA,NA,NA,"Árvore 326 com 5m de altura, com botões e flores brancas, estames e pólen de cor branca..","UPCB0002152","UPCB0002152","Paratype","-44.800000","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:20:05-03","UFPR","UPCB","77079","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R.","Pedroni, F | Sanchez, M.","630","1997","03","12",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Mata Atlântica de encosta, nas margens do Rio da Fazenda.","-44.8","-23.366667",NA,NA,NA,"Árvore sem número nas margens do Rio da Fazenda, com 7m altura, com frutos maduros de cor preta azulada..","UPCB0002153","UPCB0002153","Paratype","-44.800000","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:20:05-03","UFPR","UPCB","84150","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R.","Fiaschi, P.","3904","2012","03","07",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estrada para o Atelier das Artes. Trilha para os Três Picos, início na antigo Hotel Simon. Floresta Ombrófila Densa Montana (Mata Atlântica)","-44.606","-22.43","1200","1200",NA,"Arvoreta ca. 5m alt. Inflorescência com ramos verde-claros. Flores alvas. Amostra em sílica-gel..","UPCB0020839","UPCB0020839",NA,"-44.606","-22.430",NA,NA,"2015",NA,NA,NA,NA,NA
"24","2021-02-11 17:20:05-03","UFPR","UPCB","80426","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb.","Goldenberg, R.","Colletta, G.D.","313","2010","01","12",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde, trilha do Jacú","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Árvore 6m alt.; flores brancas.","UPCB0020830","UPCB0020830 UPCB0020830_1",NA,NA,NA,"21645","auto","2014",NA,NA,NA,NA,NA
"25","2013-08-07 15:32:00-03","MO","MOBOT","100618817","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"F. Pedroni","Pedroni 628",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","480609","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"Sello, --",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01918102","US01918102_01 US01918102_02",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","2623440","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"-- Brade",NA,"1942","11","17","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Lote 88","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01918100","US01918100_01 US01918100_02",NA,NA,NA,"19648","auto",NA,"1","Dicotyledonae",NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","1361371","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"Sello, --",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01918101","US01918101_01 US01918101_02",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","2623417","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"A. C. Brade",NA,"1945","11","25","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Lote 88","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01918098","US01918098_01 US01918098_02",NA,NA,NA,"19648","auto",NA,"1","Dicotyledonae",NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","3505808","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"M. Sanchez & F. Pedroni",NA,"1997","3","12","South America - Neotropics","Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.37",NA,NA,NA,NA,"US01918095","US01918095_01 US01918095_02",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","1544111","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"Y. Mexia",NA,"1930","2","4","South America - Neotropics","Brazil","Minas Gerais","Carangola","Districto Carongola. About 5 km North of Fazenda da Grama. Matto Virgem","-42.0293998718262","-20.7331008911133","930",NA,NA,NA,"US01918099","US01918099_01 US01918099_02",NA,NA,NA,"21913","auto",NA,"1","Dicotyledonae",NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2623427","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"E. Pereira",NA,"1943","2","20","South America - Neotropics","Brazil","Rio de Janeiro","Itatiaia","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01918097","US01918097_01 US01918097_02",NA,NA,NA,"19648","auto",NA,"1","Dicotyledonae",NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","3505809","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"F. Pedroni & M. Sanchez",NA,"1997","2","3","South America - Neotropics","Brazil","São Paulo","Ubatuba","Picinguaba. Nas margens do Rio da Fazenda","-44.8","-23.37",NA,NA,NA,NA,"US01918096","US01918096_01 US01918096_02",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","3496654","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins",NA,"F. Pedroni & M. Sanchez","628","1997","1","24","South America - Neotropics","Brazil","São Paulo",NA,"São Paulo, Ubatuba, Picinguaba.",NA,NA,NA,NA,NA,NA,"US00901833","US00901833_01","Isotype",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"35","2021-03-15 18:28:48-03","USP","SPF","212904","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R","Fiaschi, P","3904","2012","03","07",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Estrada para o Atelier das Artes. Trilha para os Três Picos, início na antigo Hotel Simon.","-44.605694","-22.430222","1200","1200",NA,"Arvoreta ca. 5 m alt. Inflorescência com ramos verde-claros. Flores alvas. Amostra em sílica-gel.; Floresta Ombrófila Densa Montana (Mata Atlântica).","SPF00212904",NA,NA,"-44.605694","-22.430222",NA,NA,"2015",NA,NA,"04","02",NA
"36","2019-10-07 09:34:32-03","UEFS","HUEFS","242159","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins",NA,"Sanchez, M.","630","1997","03","12",NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667","100","100",NA,NA,"HUEFS0242159","HUEFS0242159","Parátipo","44W48'","23S22'",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"37","2019-01-25 15:42:43-02","IAC","IAC","50386","S","Plantae",NA,NA,"Melastomataceae-2.Melastomoideae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","E. Ramos et al.","E. Ramos; H.R. Gonçalves & S. Santos","611","2007","02","10",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H","-45.081535","-23.37374",NA,NA,NA,"Subparcela 2, Indivíduo#?#H0026",NA,NA,NA,"-45.081535","-23.373740",NA,NA,"2007",NA,NA,"02","10",NA
"38","2020-07-23 12:13:21-03","CEPLAC","CEPEC","132404","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis",NA,"R. Goldenberg","F. Pedroni","629","1968","05","03",NA,"Brasil","São Paulo","ubatuba","Picinguaba. Coleta nas margens do Rio da Fazenda.","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,"Paratipo","44W48'","23S22'",NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"39","2020-07-23 12:13:21-03","CEPLAC","CEPEC","67023","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis",NA,"R. Goldenberg","M. Sanchez","630","1997","03","12",NA,"Brasil","São Paulo","ubatuba","Picinguaba.","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,"Paratipo","44W48'","23S22'",NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"40","2019-11-01 15:04:20-03","UnB","UB","118203","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins","Goldenberg, R","Pedroni, F","629","1997","02","03","Southern America","Brasil","São Paulo","Ubatuba",NA,"-44.8","-23.366667",NA,NA,NA,"Flores brancas.; Árvore.; Mata atlântica de encosta","UB0037506","UB0037506","paratype","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-01 15:04:20-03","UnB","UB","118206","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R. Goldenb. & A.B. Martins","Goldenberg, R","Sanchez, M","630","1997","03","12","Southern America","Brasil","São Paulo","Ubatuba",NA,"-44.8","-23.366667",NA,NA,NA,"Frutos maduros de cor preta azulada.; Árvore 7m.; Mata de encosta","UB0037507","UB0037507","paratype","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-05-06 11:59:49-03","UFU","HUFU","53725","S","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldemberg, R.","Sanches, M.; Pedroni, F.","630","1997","03","12",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Margens do Rio da Fazenda","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Paratype.; Árvore com 7 metros de altura, frutos maduros de cor preta azulada.; Mata de encosta.","HUFU00070390",NA,"Paratype",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"43","2019-05-06 11:59:49-03","UFU","HUFU","53724","S","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldemberg, R.","Pedroni, F.; Sanches, M.","629","1997","02","03",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Paratype.; Árvore 326 com 5 metros de altura, botões e flores brancas, estames e pólen de cor branca.; Mata atlântica de encosta.","HUFU00070391",NA,"Paratype",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:10:15-03","IBt","SP","411847","S","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R","Pedroni, F; Sanchez, M","628","1997","01","24",NA,"Brasil","São Paulo","Ubatuba","Picinguaba. Mata Atlântica de encosta, nas margens do Rio da Fazenda","-44.8","-23.366667",NA,NA,NA,"Árvore 326 com 5m de altura, com botões e flores brancas, estames e pólen de cor branca","SP001188","SP001188","Isotype","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:10:15-03","IBt","SP","413150","S","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R","Pedroni, F; Sanchez, M","629","1997","02","03",NA,"Brasil","São Paulo","Ubatuba","Picinguaba. Mata atlântica de encosta, nas margens do Rio da Fazenda","-44.8","-23.366667",NA,NA,NA,"Árvore 326, 5 m alt., botões e flores brancas, estames e pólen de cor branca","SP001191","SP001191","Paratype","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 10:10:15-03","IBt","SP","413151","S","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R","Sanchez, M; Pedroni, F","630","1997","03","12",NA,"Brasil","São Paulo","Ubatuba","Picinguaba. Mata de encosta","-44.8","-23.366667","100","100",NA,"Árvore sem número nas margens do rio da Fazenda, 7 m alt., frutos maduros e cor preta-azulada","SP001190","SP001190","Paratype","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:10:15-03","IBt","SP","342086","S","Plantae",NA,NA,"Melastomataceae","Miconia","picinguabensis","Miconia picinguabensis","R.Goldenb. & A.B.Martins","Goldenberg, R","Nicolau, SA; Mana de Deus, JR; Chautems, A; Costa, CB","1298","1997","01","25",NA,"Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande, talhão 4, encosta em direção a trilha do mono carvoeiro.","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24176","auto","2014",NA,NA,"08","04",NA
