"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"310","2020-12-21 16:37:39-03","MBM","MBM","275962","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74191","2002","11","13","Southern America","Brazil","Mato Grosso do Sul","Rodovia Bonito - trevo com a Rod. BR-267, próximo ao km 31",NA,NA,"MBM275962","MBM275962","Sobral, M.","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA
"311","2020-12-21 16:37:39-03","MBM","MBM","275963","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74178","2002","11","13","Southern America","Brazil","Mato Grosso do Sul","Rodovia Bonito - trevo com a Rod. BR-267, próximo ao km 31",NA,NA,"MBM275963","MBM275963","Kawasaki, M.L.","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA
"312","2020-12-21 16:37:39-03","MBM","MBM","287752","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76610","2003","10","22","Southern America","Brazil","Mato Grosso do Sul","Rod. BR-463, Dourados - Ponta Porã, km 5-10",NA,NA,"MBM287752","MBM287752","Sobral, M.","Dourados","-54.8055992126465","-22.2210998535156",NA,NA,NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA
"313","2020-12-21 16:37:39-03","MBM","MBM","220757","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2346","1998","01","31","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-163, 5km S",NA,NA,"MBM220757","MBM220757","Kawasaki, M.L.","Juti","-54.6027984619141","-22.8605995178223",NA,NA,NA,NA,NA,NA,NA,"51223","auto",NA,NA,NA,NA,NA,NA
"314","2020-12-21 16:37:39-03","MBM","MBM","293559","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76918","2004","03","11","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-164, Fazenda Itamarati",NA,NA,"MBM293559","MBM293559","Sobral, M.","Ponta Porã","-55.7256011962891","-22.5361003875732",NA,NA,NA,NA,NA,NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA
"315","2020-12-21 16:37:39-03","MBM","MBM","272372","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","73788","2002","08","19","Southern America","Brazil","Minas Gerais","Curimataí, Rio Preto",NA,NA,"MBM272372","MBM272372","Sobral, M.","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,NA,NA,NA,NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA
"316","2020-12-21 16:37:39-03","MBM","MBM","22059","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","29869","1971","08","05","Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,"MBM022059","MBM022059","Sobral, M.","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA
"317","2020-12-21 16:37:39-03","MBM","MBM","218057","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67246","1997","11","18","Southern America","Brazil","Minas Gerais","Serra do Cabral, próximo ao Armazém da Laje",NA,NA,"MBM218057","MBM218057","Kawasaki, M.L.","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"318","2020-12-21 16:37:39-03","MBM","MBM","72408","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Irwin, H.S.; et al.; et al.","25998","1970","02","04","Southern America","Brazil","Minas Gerais","5km NW of Paracatu",NA,NA,"MBM072408","MBM072408","Sobral, M.","Paracatu","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA
"319","2020-12-21 16:37:39-03","MBM","MBM","236551","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Motta, J.T.","1613","1968","11","24","Southern America","Brazil","Minas Gerais","Campo do Saco",NA,NA,"MBM236551","MBM236551","Sobral, M.","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"320","2020-12-21 16:37:39-03","MBM","MBM","220017","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","42641","1979","12","14","Southern America","Brazil","Paraná","São Luís do Purunã",NA,NA,"MBM220017","MBM220017","Kawasaki, M.L.","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"321","2020-12-21 16:37:39-03","MBM","MBM","40066","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum","incanescens","Psidium cinereum incanescens","(Mart. ex DC.) D.Legrand",NA,"Hatschbach, G.","13293","1965","12","08","Southern America","Brazil","Paraná","Campo Mourão",NA,NA,"MBM040066",NA,"Legrand, D.","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"322","2020-12-21 16:37:39-03","MBM","MBM","303450","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Caxambú, M.G.","760","2005","02","16","Southern America","Brazil","Paraná","Valtra",NA,NA,"MBM303450","MBM303450","Cordeiro, J.; Barboza, E.","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"323","2020-12-21 16:37:39-03","MBM","MBM","40063","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum","cinereum","Psidium cinereum cinereum","Mart. ex DC.",NA,"Hatschbach, G.","581","1947","01","09","Southern America","Brazil","Paraná","Estrada do Cerne, km 116-117, Campos de Castro",NA,NA,"MBM040063","MBM040063","Legrand, D.","Castro","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA
"324","2020-12-21 16:37:39-03","MBM","MBM","126235","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum","cinereum","Psidium cinereum cinereum","Mart. ex DC.",NA,"Kummrow, R.; Soares, A.A.; Soares, A.A.","3119","1988","12","07","Southern America","Brazil","Paraná","Parque Iguaçu",NA,NA,"MBM126235","MBM126235",NA,"Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"325","2020-12-21 16:37:39-03","MBM","MBM","81780","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Landrum, L.R.","4044","1982","01","02","Southern America","Brazil","Paraná","Parque Iguaçu",NA,NA,"MBM081780","MBM081780","Sobral, M.","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"326","2020-12-21 16:37:39-03","MBM","MBM","126236","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","52653","1988","12","07","Southern America","Brazil","Paraná","Fazenda Chapada Santo Antônio",NA,NA,"MBM126236",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"327","2020-12-21 16:37:39-03","MBM","MBM","40055","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum","cinereum","Psidium cinereum cinereum","Mart. ex DC.",NA,"Hatschbach, G.","11950","1964","12","03","Southern America","Brazil","Paraná","Lajeado Cinco Reis",NA,NA,"MBM040055","MBM040055","Legrand, D.","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"328","2020-12-21 16:37:39-03","MBM","MBM","197444","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Carrião, D.J.S.; et al.; et al.","50","1995","01","10","Southern America","Brazil","Paraná","Parque Estadual do Cerrado",NA,NA,"MBM197444","MBM197444","Silva, S.M.","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"329","2020-12-21 16:37:39-03","MBM","MBM","132201","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Ribas, O.S.; Silva, J.M.; Silva, J.M.","199","1989","11","30","Southern America","Brazil","Paraná","Rod. BR-476, 5km O da Lapa",NA,NA,"MBM132201","MBM132201","Landrum, L.R.","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA
"330","2020-12-21 16:37:39-03","MBM","MBM","40062","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum","cinereum","Psidium cinereum cinereum","Mart. ex DC.",NA,"Hatschbach, G.","2715","1951","11","10","Southern America","Brazil","Paraná","Colônia Quero-Quero",NA,NA,"MBM040062","MBM040062","Legrand, D.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"331","2020-12-21 16:37:39-03","MBM","MBM","65625","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","30881","1972","11","29","Southern America","Brazil","Paraná","Córrego do Pito",NA,NA,"MBM065625","MBM065625","Sobral, M.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"332","2020-12-21 16:37:39-03","MBM","MBM","20880","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","29103","1972","02","03","Southern America","Brazil","Paraná","Fazenda Santa Amélia",NA,NA,"MBM020880",NA,"Hatschbach, G.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"333","2020-12-21 16:37:39-03","MBM","MBM","232236","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum","cinereum","Psidium cinereum cinereum","Mart. ex DC.",NA,"Dombrowski, L.T.; et al.; et al.","11041","1979","12","06","Southern America","Brazil","Paraná","Fazenda Santa Rita",NA,NA,"MBM232236",NA,"Ribas, O.S.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"334","2020-12-21 16:37:39-03","MBM","MBM","89480","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","47837","1984","03","08","Southern America","Brazil","Paraná","Rod. BR-277, descida para rio Capivara",NA,NA,"MBM089480","MBM089480","Landrum, L.R.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"335","2020-12-21 16:37:39-03","MBM","MBM","132186","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.","736","1989","11","24","Southern America","Brazil","Paraná","Buraco do Padre",NA,NA,"MBM132186","MBM132186","Landrum, L.R.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"336","2020-12-21 16:37:39-03","MBM","MBM","129202","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","52813","1989","04","04","Southern America","Brazil","Paraná","Rod. PR-81, Serra do Bromado",NA,NA,"MBM129202","MBM129202","Sobral, M.","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA
"337","2020-12-21 16:37:39-03","MBM","MBM","64893","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum","incanescens","Psidium cinereum incanescens","(Mart. ex DC.) D.Legrand",NA,"Hatschbach, G.","42729","1980","01","23","Southern America","Brazil","Paraná","Serra do Caetê",NA,NA,"MBM064893","MBM064893","Hatschbach, G.","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA
"338","2020-12-21 16:37:39-03","MBM","MBM","57624","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","40712","1978","01","10","Southern America","Brazil","Paraná","Serra do Caetê",NA,NA,"MBM057624","MBM057624","Sobral, M.","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA
"339","2020-12-21 16:37:39-03","MBM","MBM","203666","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Souza, V.C.; et al.; et al.","3242","1993","04","21","Southern America","Brazil","São Paulo","Horto do Instituto Florestal",NA,NA,"MBM203666","MBM203666","Souza, V.C.","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"340","2020-12-21 16:37:39-03","MBM","MBM","93338","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","48356","1984","07","19","Southern America","Brazil","Bahia","Capão da Volta",NA,NA,"MBM093338","MBM093338","Sobral, M.","Ibiquera","-40.9336013793945","-12.6511001586914",NA,NA,NA,NA,NA,NA,NA,"32554","auto",NA,NA,NA,NA,NA,NA
"341","2020-12-21 16:37:39-03","MBM","MBM","131345","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Kummrow, R.","1786","1982","02","17","Southern America","Brazil","São Paulo","Rio Verde",NA,NA,"MBM131345","MBM131345","Landrum, L.R.","Itabaraba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-12-21 16:37:39-03","MBM","MBM","27544","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","33384","1973","11","18","Southern America","Brazil","Goiás","Campo Alegre, arredores",NA,NA,"MBM027544","MBM027544","Sobral, M.","Campo Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-12-21 16:37:39-03","MBM","MBM","65629","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","33044","1973","11","11","Southern America","Brazil","Mato Grosso","Rod. BR-163",NA,NA,"MBM065629",NA,"Sobral, M.","Bandeirantes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-12-21 16:37:39-03","MBM","MBM","65643","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","25290","1970","10","28","Southern America","Brazil","Mato Grosso","Fazenda Progresso",NA,NA,"MBM065643","MBM065643","Sobral, M.","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-12-21 16:37:39-03","MBM","MBM","69659","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Irwin, H.S.; et al.; et al.","30894","1971","02","24","Southern America","Brazil",NA,"Serra da Água de Rega",NA,NA,"MBM069659","MBM069659","Landrum, L.R.; Kawasaki, M.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-12-21 16:37:39-03","MBM","MBM","72383","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","44082","1981","10","08","Southern America","Brazil","Goiás","Rod. GO-020, rio dos Macasos",NA,NA,"MBM072383","MBM072383","Sobral, M.","Flor de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2020-12-21 16:37:39-03","MBM","MBM","74171","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","44706","1982","03","13","Southern America","Brazil","Minas Gerais","Pedro Less",NA,NA,"MBM074171","MBM074171","Landrum, L.R.","Tijucal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2020-12-21 16:37:39-03","MBM","MBM","82357","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","45864","1982","12","10","Southern America","Brazil","Santa Catarina","Amambai, arredores",NA,NA,"MBM082357",NA,"Sobral, M.","Amambai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-12-21 16:37:39-03","MBM","MBM","86255","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Garcia Kirbride, M.C.","1463","1981","02","18","Southern America","Brazil","Distrito Federal","Fazenda Água Limpa, Brasília",NA,NA,"MBM086255","MBM086255","Landrum, L.R.; Kawasaki, M.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-12-21 16:37:39-03","MBM","MBM","165500","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","60018","1994","02","08","Southern America","Brazil","Goiás","Estação Repetidora da Telebrasília de Roncador",NA,NA,"MBM165500","MBM165500","Sobral, M.","Água Fria de Goiás","-47.7841987609863","-14.9856004714966",NA,NA,NA,NA,NA,NA,NA,"38359","auto",NA,NA,NA,NA,NA,NA
"351","2020-12-21 16:37:39-03","MBM","MBM","22039","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","29590","1972","04","17","Southern America","Brazil","Mato Grosso do Sul","Rod. BR-032, próximo do rio Miranda",NA,NA,"MBM022039","MBM022039","Sobral, M.","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA
"352","2020-12-21 16:37:39-03","MBM","MBM","156331","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58475","1993","02","09","Southern America","Brazil","Mato Grosso do Sul","22km da rodovia para Antônio João",NA,NA,"MBM156331","MBM156331","Sobral, M.","Ponta Porã","-55.7256011962891","-22.5361003875732",NA,NA,NA,NA,NA,NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA
"353","2020-12-21 16:37:39-03","MBM","MBM","89484","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Callejas, R.; Callejas, R.","47309","1983","12","16","Southern America","Brazil","Mato Grosso do Sul","Rod. MT-624, 5km O",NA,NA,"MBM089484",NA,"Sobral, M.","Tacuru","-55.0158004760742","-23.6324996948242",NA,NA,NA,NA,NA,NA,NA,"36822","auto",NA,NA,NA,NA,NA,NA
"354","2020-12-21 16:37:39-03","MBM","MBM","256459","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Linsingen, L. von; et al.; et al.","514","2001","03","15","Southern America","Brazil","Paraná","Parque Estadual do Cerrado",NA,NA,"MBM256459","MBM256459","Sobral, M.","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"355","2020-12-21 16:37:39-03","MBM","MBM","73203","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Oliveira, P.I.","359","1982","02","12","Southern America","Brazil","Paraná","Rio Tibagi",NA,NA,"MBM073203","MBM073203","Landrum, L.R.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"356","2020-12-21 16:37:39-03","MBM","MBM","156329","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Ziller, S.R.; Bufrem, A.; Bufrem, A.","330","1992","12","04","Southern America","Brazil","Paraná","Próximo ao rio Iraí",NA,NA,"MBM156329","MBM156329","Landrum, L.R.; Kawasaki, M.L.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"357","2020-12-21 16:37:39-03","MBM","MBM","239319","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Fina, B.G.","1095","1997","12","11","Southern America","Brazil","São Paulo","Pirassununga",NA,NA,"MBM239319","MBM239319","Fina, B.G.","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA
"358","2020-12-21 16:37:39-03","MBM","MBM","124604","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Hatschbach, M.; Cervi, A.C.","52614","1988","10","25","Southern America","Brazil","Mato Grosso do Sul","Rod. BR-267, 20km O de Maracaju",NA,NA,"MBM124604",NA,"Sobral, M.","Maracaju","-55.1683006286621","-21.6144008636475",NA,NA,NA,NA,NA,NA,NA,"77391","auto",NA,NA,NA,NA,NA,NA
"359","2020-12-21 16:37:39-03","MBM","MBM","47164","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.","38629","1976","05","13","Southern America","Brazil","Mato Grosso do Sul","Rio Miranda",NA,NA,"MBM047164","MBM047164","Sobral, M.","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA
"360","2020-12-21 16:37:39-03","MBM","MBM","300720","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","78399","2004","11","21","Southern America","Brazil","Minas Gerais","Rod. BR-385, Vista Alegre",NA,NA,"MBM300720","MBM300720","Sobral, M.","Claro dos Poções","-44.2085990905762","-17.0797004699707",NA,NA,NA,NA,NA,NA,NA,"29824","auto",NA,NA,NA,NA,NA,NA
"361","2020-12-21 16:37:39-03","MBM","MBM","230983","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Motta, J.T.","1486","1988","11","21","Southern America","Brazil","Minas Gerais","Campo do Saco",NA,NA,"MBM230983","MBM230983","Sobral, M.","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"362","2020-12-21 16:37:39-03","MBM","MBM","230955","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","cinereum",NA,"Psidium cinereum","Mart. ex DC.",NA,"Britez, R.M.","2196","1992","03","10","Southern America","Brazil","Minas Gerais","Poços de Caldas",NA,NA,"MBM230955","MBM230955","Kawasaki, M.L.","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
