"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","01081510","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","ciliata","Pouteria ciliata","Alves-Araújo & M.Alves","isotype","T. M. C. da Silva","67","2001","08","03","South America","Brazil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá.","-34.9503","-8.0128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228028' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081510","NY01081510_01",NA,NA,NA,NA,NA,NA
"2","2019-11-19 14:09:26-03","UFRPE","PEUFR","37363","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","ciliata","Pouteria ciliata","A. Alves-Araújo","Holotipo","T.M.C. da Silva; K. Almeida","67","2001","08","03",NA,"Brasil","pernambuco","São Lourenço da mata","Estação ecológica do Tapacurá","-34.950278","-8.012778",NA,"Árvore com cerca de 8m; inflorescência com sépalas amarelas e pétalas brancas com anteras laranjas e flores com botões verdes.","PEUFR037363","PEUFR037363_1","K.Almeida","2001","08","08","34º57'1W","8º00'46S"
