"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","individualCount","infraspecificEpithet","continentOcean","preparationType","relationshipType","relatedCatalogItem","class","fieldNumber"
"187","2015-09-03 21:20:59-03","MNHN","RECOLNAT_MNHN_P","P02176060","PreservedSpecimen",NA,"Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Glaziou, A.",NA,"1881","4","27","Brasil",NA,NA,"Fazenda Morro Azul, chez Mr. Silverio Roiz Jordão, prés du Rio Gelado. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"P02176060","P02176060_01",NA,NA,NA,NA,". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176060' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"13255"
"188","2015-09-03 21:20:59-03","MNHN","RECOLNAT_MNHN_P","P02176061","PreservedSpecimen",NA,"Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Glaziou, A.",NA,"1880","7","26","Brasil","Rio de Janeiro",NA,"BRÉSIL. R.J. São Cristóvão. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"P02176061","P02176061_01",NA,NA,NA,NA,". . Herbier de A. GLAZIOU donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176061' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"12227"
"189","2015-09-28 20:21:40-03","MNHN","RECOLNAT_MNHN_P","P00753439","PreservedSpecimen",NA,"Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Glaziou, A.",NA,"1885","8","18","Brésil",NA,NA,"Rio de Janeiro : Sao Christovao",NA,NA,NA,NA,NA,NA,"P00753439","P00753439_01",NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753439' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"16437"
"190","2015-09-03 21:20:49-03","MNHN","RECOLNAT_MNHN_P","P02176051","PreservedSpecimen",NA,"Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Lofgren",NA,"1889","7","1","Brasil","São Paulo",NA,"Apiahy. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"P02176051","P02176051_01",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176051' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"191","2015-09-03 21:20:50-03","MNHN","RECOLNAT_MNHN_P","P02176052","PreservedSpecimen",NA,"Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Glaziou, A.",NA,"1885","8","4","Brasil","Rio de Janeiro",NA,"Brésil. RJ. Quinta. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"P02176052","P02176052_01",NA,NA,NA,NA,". . donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176052' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"192","2015-09-03 21:20:59-03","MNHN","RECOLNAT_MNHN_P","P02176059","PreservedSpecimen",NA,"Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Regnell",NA,NA,NA,NA,"Brasil","Minas Gerais","Caldas","Territ. Caldenis, prov. Minarum. Caldas, Minas Gerais, Sudeste, Brasil, América do Sul","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"P02176059","P02176059_01",NA,NA,NA,"25710",". s.d. Commun. Mus. Bot. Holmiense <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176059' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"1 2"
"193","2020-12-11 11:43:29-03","UFMG","BHCB","53941","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"França, GS; Stehmann, JR","173","2000","10","14","Brasil","Minas Gerais","São Sebastião do Paraíso","Pedra de São Domingos.","-45.96","-22.691944","-45.96","-22.691944","2050","2050",NA,NA,NA,NA,NA,NA,"Herbáceo",NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"194","2020-12-11 11:43:29-03","UFMG","BHCB","107242","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Almeida, TE; Heringer, G; Lara, DS; Costa, ACV da","939","2007","04","30","Brasil","Minas Gerais","Diamantina",NA,"-43.671361","-17.878861","-43.671361","-17.878861","112","112",NA,NA,NA,NA,NA,NA,"Rupícola próximo a curso d'água em Mata de galeria",NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"195","2020-12-11 11:43:29-03","UFMG","BHCB","56629","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"França, GS; Stehmann, JR","257","2001","02","03","Brasil","Minas Gerais","Camanducaia","Mata do Altair.","-45.931667","-22.710833","-45.931667","-22.710833","1900","1900",NA,NA,NA,NA,NA,NA,"Epífita, interior da mata",NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"196","2020-12-11 11:43:29-03","UFMG","BHCB","60123","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Lombardi, JA","4397","2001","06","02","Brasil","Minas Gerais","Camanducaia","Mata do Pinheirão.","-45.966675","-22.706833","-45.966675","-22.706833",NA,NA,NA,NA,NA,NA,NA,NA,"Interior de mata secundária de altitude. Erva epífita, brácteas rosadas, sépalas e pétalas verdes de ápice roxo, anteras amarelas, estilete verde",NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"197","2020-12-11 11:43:29-03","UFMG","BHCB","54183","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Tameirão Neto, E","2954",NA,NA,NA,"Brasil","Minas Gerais","Aiuruoca",NA,"-44.603099822998","-21.9755992889404",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27460",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"198","2020-12-11 11:43:29-03","UFMG","BHCB","57995","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Krieger, L","16679",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"199","2020-12-11 11:43:29-03","UFMG","BHCB","58095","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Mendes Magalhães","1692",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"200","2020-12-11 11:43:29-03","UFMG","BHCB","52509","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Costa, LVC","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Delfim Moreira",NA,"-45.2799987792969","-22.5091991424561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20219",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"201","2020-12-11 11:43:29-03","UFMG","BHCB","33127","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Matozinhos","Fazenda Cauaia.","-44.0814018249512","-19.5578002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20503",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"202","2020-12-11 11:43:29-03","UFMG","BHCB","33127","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Matozinhos","Fazenda Cauaia.","-44.0814018249512","-19.5578002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20503",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"203","2020-12-11 11:43:29-03","UFMG","BHCB","64774","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Mota, RC da; Ribeiro, SP","1276","2001","10","09","Brasil","Minas Gerais","Camanducaia","Fazenda Melhoramentos.","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22140","Planta coletada em mata ciliar; erva epífita; brácteas do escapo floral vermelhas; pétalas verdes com ápice roxo.","auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"204","2020-12-11 11:43:29-03","UFMG","BHCB","13444","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Andrade, P; Debora; Renato","818","1986","10","16","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"205","2020-12-11 11:43:29-03","UFMG","BHCB","13729","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Sousa, HC; et al.","s.n.","1987","08","26","Brasil","Minas Gerais","Lima Duarte","Parque Est. do Ibitipoca, Mata Grande, Árvore na Trilha","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"206","2020-12-11 11:43:29-03","UFMG","BHCB","41447","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","São Roque de Minas","Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57119",NA,"auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"207","2021-02-11 17:18:23-03","UFPR","UPCB","53067","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Morokawa, R.","Morokawa, R.","44","2005","07","31","Brasil","Paraná","Matinhos","Parque Estadual Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,"2006","01","01","15275","Epífita 0,3m do solo, bráctea do escapo vermelha, sépalas brancas com ápice azul, pétalas esverdeadas com ápice azul, estames amarelos, local sombreado..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-02-11 17:18:23-03","UFPR","UPCB","51577","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Gaiotto, D.F.","Cervi, A.C.","8425","2003","06","22","Brasil","Santa Catarina","Bombas","Parque Municipal dos Galhetos, Costão Norte",NA,NA,NA,NA,NA,NA,NA,NA,"2003","07","15",NA,"Epífita isolada, pétalas com ápice esverdeado..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-02-11 17:18:23-03","UFPR","UPCB","59575","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Sampaio, L.K.A.","Morokawa, R.","61","2006","08","27","Brasil","Paraná","Guaratuba","Pico Pirai","-48.978611","-25.95","-48.978611","-25.95",NA,NA,NA,NA,"2007","01","01",NA,"Terrestre, com frutos verdes..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-02-11 17:18:23-03","UFPR","UPCB","65245","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Sampaio, L.K.A.","Morokawa, R.","64","2006","08","27","Brasil","Paraná","Guaratuba","Pico Pirai","-48.978333","-25.950556","-48.978333","-25.950556",NA,NA,NA,NA,"2007","01","01",NA,"Epífita, ca. 1m de altura, brácteas do escapo róseas, pétalas e sépalas esverdeadas com ápice azul..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-02-11 17:18:23-03","UFPR","UPCB","44164","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Tardivo, R.C.","Kozera, C.","1461","2000","07","15","Brasil","Paraná","Paranaguá","Estação Ecológica do Guaraguaçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"2000","01","01","24916","Terrícola com frutos e bainha com mancha lilás na base, em Floresta Ombrófila Densa das Terras Baixas..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-02-11 17:18:23-03","UFPR","UPCB","51576","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Gaiotto, D.F.","Kersten, R.","761","2003","12","08","Brasil","Paraná","Piraquara","Haras Santo Antonio","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"2003","12","08","12577","Epífita isolada, sépalas e pétalas com ápice anilado..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-02-11 17:18:23-03","UFPR","UPCB","59911","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Kersten, R.","Kersten, R.","919","2004","08","10","Brasil","Paraná","Piraquara","Haras Santo Antonio","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"2004","08","10","12577","Epífita em vegetação alterada, no ecótono floresta ombrófila mista/floresta ombrófila densa..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-02-11 17:18:23-03","UFPR","UPCB","50004","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Reginato, M.","Reginato, M.","28","2004","08",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"2004","01","01","12577","Epífita a 2m, brácteas rosa..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-02-11 17:18:23-03","UFPR","UPCB","51578","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Gaiotto, D.F.","Gaiotto, D.F.","189","2003","06","08","Brasil","Paraná","Teixeira Soares","Próx. ao km 438, sentido Curitiba","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,NA,NA,"2003","06","08","31767","Epífita isolada, sépalas e pétalas com ápice anilado..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-02-11 17:18:23-03","UFPR","UPCB","37959","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Gatti, G.","Gatti, G.","409","1998","06","27","Brasil","Paraná","Piraquara","Roça Nova","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"1998","06",NA,"12577","Epífita com bráceas róseas, pétalas e sépalas com detalhe azulado na parte posterior, anteras amarelas, pedúnculo roxo-claro. Floresta ombrófila densa montana..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-02-11 17:18:23-03","UFPR","UPCB","44468","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Gaiotto, D.F.","Santos, E.P.","1002","2001","06","08","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"850","850",NA,NA,"2003","09","29","41937","Epífita, brácteas róseas, cálice e corola verde com o ápice azul. Interior de Floresta Ombrófila Densa Montana..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-02-11 17:18:23-03","UFPR","UPCB","7779","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Smith, L.B.","Hatschbach, G.","19506","1968","07","16","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,"1969","08",NA,"55154","Rupícola (interior da mata), brácteas róseas, flor verde, ápice sépalas e pétalas anil, estames verdes, anteras amarelas, inflorescência ereta..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-11 17:18:23-03","UFPR","UPCB","3618","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Hatschbach, G.","Hatschbach, G.","9188","1962","05","31","Brasil","Paraná","Paranaguá","Sítio do Meio","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"1962","08",NA,"24916","Terrícola, brácteas róseas, cálice verde claro com ápice arroxeado, corola verde claro, anteras amarelas. Mata pluvial, planície litorânea (taboleiro arenoso)..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-02-11 17:18:23-03","UFPR","UPCB","27556","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Silva, S.M.","Silva, S.M.",NA,"1992","01","21","Brasil","São Paulo","Brotas","Viveiro Municipal de Brotas","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,"1992","01",NA,"26585","Epífita, flor amarela. Floresta higrófila (mata de brejo)..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-02-11 17:18:23-03","UFPR","UPCB","35254","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia var. distachia","(Vell.) Mez","Kaehler, M.","Athayde, S.F.","27","1993","05","08","Brasil","Paraná",NA,"Serra do Mar",NA,NA,NA,NA,NA,NA,NA,NA,"1997","10","29",NA,"Epífita, brácteas roxas, flores amarelas. Em Floresta Atlântica..",NA,NA,NA,NA,"var. distachia",NA,NA,NA,NA,NA,NA
"222","2021-02-11 17:18:23-03","UFPR","UPCB","41725","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia var. distachia","(Vell.) Mez","Kaehler, M.","Kaehler, M.","86","1999","04","24","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Morro Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"1999","05",NA,"30514","Epífita a 3m do solo com brácteas vermelhas e flores creme esverdeado com ápice das pétalas azul. Em floresta ombrófila densa montana..","auto",NA,NA,NA,"var. distachia",NA,NA,NA,NA,NA,NA
"223","2009-07-27 09:31:00-03","MO","MOBOT","2900356","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Carl Mez","Auguste F.M. Glaziou","Glaziou 16437","1887",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"224","2018-06-22 05:25:00-03","MO","MOBOT","2452240","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia concolor","Reitz",NA,"Pe. Raulino Reitz","Reitz 4152","1951","7","14","Brazil","Santa Catarina",NA,"Biguaçu. Fachinal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"concolor","South America",NA,NA,NA,NA,NA
"225","2012-04-13 08:57:00-03","MO","MOBOT","2452259","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia",NA,NA,"Roberto M. Klein|A. Bresolin","Klein 7733","1968","5","25","Brazil","Santa Catarina",NA,"Florianópolis. Vargem Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"distachia","South America",NA,NA,NA,NA,NA
"226","2018-06-22 05:25:00-03","MO","MOBOT","2452275","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia maculata","Reitz",NA,"Pe. Raulino Reitz","Reitz 4763","1952","7","10","Brazil","Santa Catarina",NA,"Porto Belo, Canto Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"maculata","South America",NA,NA,NA,NA,NA
"227","2014-11-26 21:35:00-02","MO","MOBOT","2452292","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia straussiana","(Wittm.) L.B. Sm.",NA,"C.F. Reiche|Roberto M. Klein","Reiche 780","1953","7","12","Brazil","Santa Catarina",NA,"Araquari. Barra do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"straussiana","South America",NA,NA,NA,NA,NA
"228","2019-03-29 10:41:16-03","UFSM","HDCF","6558","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Büneker, H. M.","Witeck, L.",NA,"2009","07",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","05","10",NA,"Planta cultivada no Jardim Botânico do Colégio Politécnico da UFSM",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA
"229","2018-09-12 14:48:05-03","UNIOESTE","UNOP","7123","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Rosa, A.E.M.","Saka, M.N.; Franco, B.; Franco, B.","107","2010","07","12","Brasil","São Paulo","São Lourenço da Serra","Reserva Particular do Patrimônio Natural Paiol Maria, Trilha próximo a Base.","-46.941722","-23.824667","-46.941722","-23.824667","757","757",NA,NA,"2011","03",NA,NA,"Epífita, em local muito úmido. Brácteas da inflorescência róseas. Cálice verde, gamossépalo, com porção basal plissada, lacínias com amarelos. Prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-04 11:04:40-03","UFRB","HURB","22195","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez.",NA,"Oliveira, F.B.","415","2017","08","01","Brasil","São Paulo","São José do Rio Preto","Coleção de Flávio Oliveira (doação);","-49.546528","-20.809056","49º32'47,5W","20º48'32,6S","1155","1155","HURB000022195",NA,NA,NA,NA,NA,"Acesso incorporado ao BGP415.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-06-15 15:29:39-03","UNESP-RC","HRCB","47433","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Lombardi, J.A.","Lombardi","6682","2007","05","19","Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.933333",NA,"46º56'W","23º`13'S","1000","1000",NA,NA,"2007","11",NA,NA,"Epífita, face interna das folhas arroxeada na base, inflorescência e brácteas salmão, sépalas e pétalas verdes de ápice verde escuro, anteras amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-06-15 15:29:39-03","UNESP-RC","HRCB","48782","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Proença, S.L.","Proença, S.L.","208","2004","02","20","Brasil","São Paulo","Moji-guaçu","Reserva Biológica e Estação Experimental de Moji-guaçu",NA,NA,NA,NA,NA,NA,NA,NA,"2004","02","20",NA,"Epífita com pétalas e sépalas verdes e ápice azuis, raque floral geniculada e brácteas escapais róseas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-06-15 15:29:39-03","UNESP-RC","HRCB","52731","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Rosa, A.E.M.","Rosa, A.E.M.","259","2010","06","04","Brasil","Minas Gerais","Pedra Branca, Caldas",NA,NA,NA,"W","23K 0358515S","1668","1668",NA,NA,NA,NA,NA,NA,"Epífita, flores verdes, com mácula azul no ápice das sépalas e das pétalas, murchando.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-06-15 15:29:40-03","UNESP-RC","HRCB","52733","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Rosa, A.E.M.","Rosa, A.E.M.","261","2010","06","04","Brasil","Minas Gerais","Pedra Branca, Caldas",NA,NA,NA,"W","23K 0358270S","1478","1478",NA,NA,NA,NA,NA,NA,"Saxícola, flores verdes, com mácula azul no ápice das sépalas e das pétalas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-06-15 15:29:40-03","UNESP-RC","HRCB","53465","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Rosa, A.E.M.","Saka, M.N.","107","2003","07","12","Brasil","São Paulo","São Lourenço da Serra","Reserva Particular do Patrimônio Natural Paiol Maria","-46.941722","-23.824667","46º56'30.2W","23º49'28.8S","757","757",NA,NA,"2011","03","14",NA,"Epífita. Brácteas da inflorescência róseas. Cálice verde, gamossépalo, com porção",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-06-15 15:29:40-03","UNESP-RC","HRCB","54332","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Rosa, A.E.M.","Rosa, A.E.M.","359","2010","10","20","Brasil","Minas Gerais","Pedra Branca, Caldas",NA,NA,NA,"W","23K 0358559S","1730","1730",NA,NA,NA,NA,NA,NA,"Epífita com fruto. Brácteas da inflorescência róseas, sépalas e pétalas verdes com mácula azul no ápice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-06-15 15:29:40-03","UNESP-RC","HRCB","61982","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Marcusso, G.M.","Marcusso, G.M.","129","2013","08","07","Brasil","São Paulo","Pratânia","Próximo Bairro Monte Alegre","-48.680833","-22.867778","48º40'51W","22º52'4S","740","740",NA,NA,"2014",NA,NA,NA,"Holepífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
