"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","00895741","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","J. R. Swallen","4203","South America","Brazil","Piauí","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895741","NY00895741_01",NA,"1934","04","03",NA,"Fazenda Nacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00895831","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","G. Eiten","3580","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895831","NY00895831_01","J. R. Swallen","1962","03","11","Carolina","At airport of city of Carolina.","-47.47","-7.3","170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1172956","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","E. A. Goeldi","288","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400825' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172956","NY01172956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00895740","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","J. R. Swallen","3564","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895740","NY00895740_01",NA,"1934","02","18",NA,"Caxias to Barra do Corda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1172958","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","B. Maguire","60054","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399857' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172958","NY01172958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1172954","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","G. T. Prance","8702","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401920' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172954","NY01172954_01","G. Davidse","1968","11","20",NA,"E bank of Rio Madeira between Penha Colorado and Cachoeira Araras. Seepage at foot of cliff.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1172960","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","E. A. Goeldi","10","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400822' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172960","NY01172960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02618488","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","G. Davidse","18137","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2920488' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618488","NY02618488_01",NA,"1980","04","09","Capanema","Rio Quatipuru, in vicinity of Miraselvas, ca. 30 km by road west of Braganca","-46.98","-1.07","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00895939","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","riparium","Paspalum riparium","Nees","T. C. Plowman","9265","South America","Brazil","Tocantins","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895939","NY00895939_01","G. Davidse","1980","02","28","Tocantinópolis","Transamazonian highway (BR-230), 6km w of Estreito (Rio Tocantins).","-47.53","-6.53","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:54:05-03","EAO","IAN","101224","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Lanjouw, J; Lindeman, JC","1988","Southern America","Suriname",NA,NA,"Leaves purple tinged.","IAN101224",NA,NA,"1949","02","09",NA,"On small island in Armina falls, Marowijne river.","-56.5","3.6",NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:54:05-03","EAO","IAN","162156","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Plowman, T; Davidse, G","8955","Southern America","Brasil","Pará",NA,NA,"IAN162156",NA,"Davidse, G","1980","02","20","Conceição do Araguaia","Redenção. Área of cerrado vegetação about 4 km west of town center along higway PA-150. Some culms strongly decumbent, rooting at base almost stoloniferous; on disturbed roadside.","-50.066667","-8.033333","200","200","-50.066667","-8.033333","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:54:05-03","EAO","IAN","134457","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Silva, NT da","2632","Southern America","Brasil","Pará",NA,"Capim de 30cm de altura, inflorescência marrom.","IAN134457",NA,"Cordeiro, MR","1969","08","09",NA,"Estrada do Caracurú, campo alagado.",NA,NA,NA,NA,NA,NA,"1981","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:54:05-03","EAO","IAN","147142","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Anderson, WR","10732",NA,NA,NA,NA,NA,"IAN147142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:54:05-03","EAO","IAN","148857","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Anderson, WR","10698","Southern America","Brasil","Pará",NA,NA,"IAN148857",NA,"Oliveira, RC","1974","02","09",NA,"Alto Tapajós . Forest and shrubby campo S of Misão Cururú, at  Maloca Duas Casas ; elev. ca. 150m.","-57.516667","-7.583333",NA,NA,"-57.516667","-7.583333","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:54:05-03","EAO","IAN","156429","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Coradin, L; Cordeiro, MR","992","Southern America","Brasil","Roraima",NA,NA,"IAN156429",NA,"Oliveira, RC","1977","11","03",NA,"Along Boa Vista- Mucajaí road ( BR 174) km 40. Common grass on bank of road. Dry, sandy soil. Specimen was preserved with 1,5% Pentachlophernol in alcohol.",NA,NA,NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:54:05-03","EAO","IAN","156448","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Coradin, L; Cordeiro, MR","1016","Southern America","Brasil","Roraima",NA,NA,"IAN156448",NA,"Oliveira, RC","1977","11","08",NA,"Along Mutajaí-Caracaraí road (BR 1740 km 18. Dry, sandy soil. Locally common. Alongside of secondary forest. Specimen was preserved with 1,5% Pentachlorphenol in alcohol.",NA,NA,NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:54:05-03","EAO","IAN","158888","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Dantas, M; Nivaldo, S","1203","Southern America","Brasil","Pará",NA,"Capim.","IAN158888",NA,"Cordeiro, MR","1982","04","27",NA,"Curral do Meio Campo do Propasto. Campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:54:05-03","EAO","IAN","20451","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Schultes, RE; Black, GA","304",NA,"Colômbia",NA,NA,NA,"IAN020451","IAN020451 IAN020451_1 IAN020451_e","Oliveira, RC","1946","09","03",NA,"Curral atrás da casa de Wendurraga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:54:05-03","EAO","IAN","38764","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Ule, EHG","8037","Southern America","Brasil","Roraima",NA,NA,"IAN038764",NA,"Coradin, L","1909","07",NA,NA,"Antigo Territorio do Rio Branco. Serra do Mel; Sumurú",NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:54:06-03","EAO","IAN","65632","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","sc","s.n.",NA,"Guiana Francesa",NA,NA,NA,"IAN065632",NA,NA,NA,NA,NA,NA,"Herb. Mus. França 67.&nf;Herb. Saldanha 185.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:54:06-03","EAO","IAN","71041","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Black, GA","13306","Southern America","Brasil","Roraima",NA,"Perene, roseta das folhas bem desenvolvidas, embaixo racemos achegados ao raque.","IAN071041",NA,"Coradin, L","1951","09","03",NA,"Rio Branco; Fazendas; São bento; Capela e Bom Intento.","-59.254167","0.737222",NA,NA,"-59.254167","0.737222","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:54:06-03","EAO","IAN","71182","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Pires, JM","3514","Southern America","Brasil","Amazonas",NA,NA,"IAN071182",NA,"Oliveira, RC","1951","12","15",NA,"Caroçal, perto do aeroporto de Jacareacanga, Alto Tapajós.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:54:06-03","EAO","IAN","71894","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Black, GA","13546","Southern America","Brasil","Roraima",NA,"Em pedra, sombra de jurema.","IAN071894",NA,"Coradin, L","1951","09","15",NA,"Antigo Território do Rio Branco. Rio Mucajaí; serra pelada.",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:54:06-03","EAO","IAN","77501","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Black, GA","15517","Southern America","Brasil","Pará",NA,"Anual, capim raro.","IAN077501",NA,NA,"1952","07","08",NA,"Cacaual Grande; Maria Francisca, campo inundado, durante o inverno.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:54:06-03","EAO","IAN","79902","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Fróes, RL","29881","Southern America","Brasil","Pará",NA,"Capim dos lugares úmidos.","IAN079902",NA,"Oliveira, RC","1953","06","17",NA,"Altos dos Montes; região do Araguáia; campos gerais.",NA,NA,NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:54:06-03","EAO","IAN","70922","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Black, GA","13171","Southern America","Brasil","Acre",NA,"Perene, em touceira.","IAN070922",NA,"Oliveira, RC","1951","09","01","Rio Branco","Campo da Fazenda Capela.","-67.8099975585938","-9.9747200012207",NA,NA,NA,NA,"2016","07","20","178770","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:54:06-03","EAO","IAN","64187","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Fróes, RL; Black, GA","27163","Southern America","Brasil","Amapá",NA,NA,"IAN064187","IAN064187 IAN064187_e IAN064187_e1","Oliveira, RC","1951","07","03","Macapá",NA,"-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,"2001","10",NA,"225229","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:54:06-03","EAO","IAN","70103","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Black, GA; Fróes, RL","12278","Southern America","Brasil","Amapá",NA,NA,"IAN070103",NA,NA,"1951","07","15","Macapá","Campo.","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:54:06-03","EAO","IAN","55822","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Black, GA; Lobato, I","9671","Southern America","Brasil","Amapá",NA,"Anual difusa.","IAN055822",NA,NA,"1950","04","28","Macapá","Macapá, Fazendinha, beira da estrada.","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:54:06-03","EAO","IAN","94696","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Almeida, JC de","274","Southern America","Brasil","Amazonas",NA,"Arbuste de 50 cm., braeteas esverdeadas. Planta ferrageira. Material colhido para o INPA.","IAN094696",NA,"Oliveira, RC","1955","01","31","Manaus","Manaus; km 10 da BR-17. Terra Firme.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"2001","10",NA,"138090","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:54:06-03","EAO","IAN","90671","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Macedo, A","4215","Southern America","Brasil","Minas Gerais",NA,"De lugar úmido tem a cana roxa.","IAN090671",NA,"Oliveira, RC","1956","01","28","Ituiutaba","santa Terezinha.","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"2001","10",NA,"50022","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:54:05-03","EAO","IAN","127895","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Silva, NT da","1519","Southern America","Brasil","Pará",NA,"Capim.","IAN127895",NA,"Cordeiro, MR","1968","12","11","Almeirim","Rio Jarí, Terra firme, Capoeira.","-52.5816993713379","-1.52332997322083",NA,NA,NA,NA,"1981","05","14","564600","auto",NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:54:05-03","EAO","IAN","194493","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Paspalum","melanospermum","Paspalum melanospermum","Desv. ex Poir.","Souza Filho, AP de","27","Southern America","Brasil","Pará",NA,NA,"IAN194493",NA,"Viana, PL","2016","02","10","Belém","Fazenda Felisberto Camargo. Pastagem cultivada.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"2016","10",NA,"48462","auto",NA,NA,NA,NA,NA,NA
