"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"99","2009-06-25 13:32:00-03","MO","MOBOT","2850011","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","William R. Anderson","Anderson 11314","1975","2","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"A. Juss.",NA,NA,"Mato Grosso. Mun. Rondonópolis; highway Br-163, 1 km Sof Rondonópolis; cerrado.",NA,NA,"400.00000000",NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","3180952","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","* MAMEDE","MAMEDE 55","1987","11","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"A. Juss.","Goiás",NA,"Alto Paraíso de Goiás, estrada Alto Paraiso de Goias-Colinas, na entrada do Parque Nacional da Chapada dos Veadeiros",NA,NA,NA,NA,NA,"M.C.H. Mamede",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-06-22 14:18:36-03","UNESP-IBILCE","SJRP","28333","PreservedSpecimen","Plantae","Malpighiacea3e","Byrsonima","rigida","Byrsonima rigida","Rodrigo Damasco Daud",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,NA,NA,"Tracheophyta","Malpighiales",NA,"Mato Grosso","Itiquira","plantações E. Michelin","-54.1502990722656","-17.2089004516602",NA,NA,NA,NA,"148503","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"102","2020-06-22 14:18:36-03","UNESP-IBILCE","SJRP","28332","PreservedSpecimen","Plantae","Malpighiacea3e","Byrsonima","rigida","Byrsonima rigida","Rodrigo Damasco Daud",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,NA,NA,"Tracheophyta","Malpighiales",NA,"Mato Grosso","Itiquira","plantações E. Michelin","-54.1502990722656","-17.2089004516602",NA,NA,NA,NA,"148503","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"103","2020-08-31 09:03:46-03","INPA","INPA","250444","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Taxonomy Class of Universidade de Brasília","507","1977","11","16","Southern America","Brasil",NA,NA,NA,"INPA0250444","Dicotyledon Com-Clade","Malpighiales","A.Juss.","Distrito Federal","Brasília","South side of Campus of Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"INPA0250444 INPA0250444_e","Mamede, MCH","70570","auto","2008","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-08-31 09:03:46-03","INPA","INPA","206252","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Kirkbride Junior, JH","5508","1983","12","09","Southern America","Brasil",NA,NA,NA,"INPA0206252","Dicotyledon Com-Clade","Malpighiales","A.Juss.","Distrito Federal","Brasília","0.5 km W da estação do Corpo de Bombeiros em W5N, Asa Norte. Campo cerrado.","-47.916667","-15.733333","1030","1030","INPA0206252 INPA0206252_e INPA0206252_e1","Elias, SI",NA,NA,"2002",NA,"-47.916667","-15.733333",NA,NA,NA,NA,NA,NA,NA
"105","2021-01-10 20:45:57-03","INPA","INPA","245749","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Proença, CEB","3036","2005","11","23","Southern America","Brasil",NA,NA,NA,"INPA0245749","Dicotyledon Com-Clade","Malpighiales","A.Juss.","Distrito Federal","Brasília","Parque Olhos d'Água. Asa Norte","-47.916667","-15.766667","1150","1150","INPA0245749 INPA0245749_det INPA0245749_e","Proença, CEB",NA,NA,NA,NA,"-47.916667","-15.766667",NA,NA,NA,NA,NA,NA,NA
"106","2017-11-24 14:11:19-02","UFLA","ESAL","5791","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"sub-arbusto; 0,5; rósea;",NA,NA,NA,"A.Juss.","Mato Grosso",NA,"Chapada dos Guimarães, Fazenda Buriti",NA,NA,NA,NA,NA,"S.I.Elias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-11-10 12:24:58-03","UFG","UFG","5868","S","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Rizzo, J.A.; Barbosa, A.","5768","1970","11","28",NA,"Brasil",NA,NA,"Subarbusto 30 cm. Corola rosa.","UFG0005868",NA,NA,"A. Juss.","Goiás","Morrinhos",NA,"-49.0993995666504","-17.7311000823975",NA,NA,"UFG0005868",NA,"45214","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-12-19 11:19:29-03","UFG","UFG","46952","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Francener, A.; Hall, C.F.; Firmino, S.G. & Gonzaga, A.F.N.","682","2008","12","05",NA,"Brasil",NA,NA,NA,"UFG0046952",NA,NA,"A. Juss.","Mato Grosso",NA,"Chapada dos Guimarães","-55.826111","-15.354167","359","359","UFG0046952","Francener, A.",NA,NA,"2008","12","-55.826111","-15.354167",NA,"05",NA,NA,NA,NA,NA
"109","2019-12-19 11:19:29-03","UFG","UFG","43616","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","V.F. Paiva; et al.","636","2009","11","12",NA,"Brasil",NA,NA,NA,"UFG0043616",NA,NA,"A. Juss.","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UFG0043616","J.; Oliveira, M.; Bringel Jr.","70570","auto","2009","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-09-12 05:00:02-03","US","US","2926782","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","E. P. Heringer","18703","1980","1","12","South America - Neotropics","Brazil",NA,NA,NA,"US01874529",NA,"Polygalales","Griseb.","Brasília",NA,"Próximo da Reserva Ecológica do IBGE",NA,NA,NA,NA,"US01874529_01 US01874529_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"111","2020-09-12 05:00:02-03","US","US","2555663","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","H. S. Irwin, R. Souza & R. R. Santos","10717","1965","11","27","South America - Neotropics","Brazil",NA,NA,NA,"US01874533",NA,"Polygalales","Griseb.","Brasília",NA,"Brasília",NA,NA,"1100",NA,"US01874533_01 US01874533_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"112","2020-09-12 05:00:02-03","US","US","1341698","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","A. F. Regnell","III 305","1848","10",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01874537",NA,"Polygalales","Griseb.","Uberaba",NA,"Brasilia, prov. Minas Gearaës, cidade de Uberava.",NA,NA,NA,NA,"US01874537_01 US01874537_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"113","2020-09-12 05:00:02-03","US","US","2860537","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Taxonomy Class of Univ. of Brasília","507","1977","11","16","South America - Neotropics","Brazil",NA,NA,NA,"US01874532",NA,"Polygalales","Griseb.","Brasília",NA,"South of campus of Universidade de Brasília","-47.85","-15.75",NA,NA,"US01874532_01 US01874532_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"114","2020-09-12 05:00:02-03","US","US","1362330","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","A. Regnell","III 305","1848","10","28","South America - Neotropics","Brazil",NA,NA,NA,"US01874536",NA,"Polygalales","Griseb.","Uberaba",NA,NA,NA,NA,NA,NA,"US01874536_01 US01874536_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"115","2020-09-12 05:00:02-03","US","US","2752468","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza, R. R. Santos & J. Ramos","25576","1970","1","29","South America - Neotropics","Brazil",NA,NA,NA,"US01874534",NA,"Polygalales","Griseb.",NA,NA,"ca.26km NE of Patrocínio",NA,NA,"1000",NA,"US01874534_01 US01874534_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"116","2020-09-12 05:00:02-03","US","US","2860873","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","G. T. Prance, E. Lleras & D. F. Coêlho","18928","1973","10","13","South America - Neotropics","Brazil",NA,NA,NA,"US01874531",NA,"Polygalales","Griseb.","Chapada dos Guimarães",NA,"Chapada dos Guimarães, road Buriti to Agua Fria.",NA,NA,"720",NA,"US01874531_01 US01874531_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"117","2020-09-12 05:00:02-03","US","US","2577811","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","E. P. Heringer","8805/999","1961","10","10","South America - Neotropics","Brazil",NA,NA,NA,"US01874530",NA,"Polygalales","Griseb.","Brasília",NA,"Brasília",NA,NA,NA,NA,"US01874530_01 US01874530_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"118","2020-09-12 05:00:02-03","US","US","2752473","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza, R. R. Santos & J. Ramos","25281","1970","1","24","South America - Neotropics","Brazil",NA,NA,NA,"US01874535",NA,"Polygalales","Griseb.",NA,NA,"Contraforte Central. Serra do Facão. Ca. 35 km NE of Catalão",NA,NA,"900",NA,"US01874535_01 US01874535_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"119","2020-09-02 16:32:10-03","Cenargen","CEN","77896","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Bruno Machado Teles Walter","6040","2010","12","15",NA,"Brasil","Exsicatas",NA,"Coletas no dia do desmatamento e limpeza de área. Botões florais róseos, anteras amarelas, pétalas róseo-claras com centro mais escuro.","CEN00077896",NA,NA,"A.Juss.","DF","BRASILIA","Próximo a entrada norte do Gama. Manchas de Cerrado à direita (sentido Catetinho - Gama) em área contigua à captação da CAESB.","-48.05","-15.991111","1200","1200","CEN00077896","B. M. T. Walter & J. B. Bringel",NA,NA,"2011","12","-48.05","-15.991111",NA,NA,NA,NA,"2",NA,NA
"120","2020-09-02 16:32:10-03","Cenargen","CEN","82427","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Carlos Romero Martins","930","2007","12","11",NA,"Brasil","Exsicatas",NA,"Subarbusto, flor rosa, presença de capim-gordura na área, Solo Latossolo, Doação FLORA DO BRASIL - DISTRITO FEDERAL","CEN00082427",NA,NA,"A.Juss.","DF","BRASILIA","Parque Nacional de Brasília, Cerrado ralo, área de coleta no entorno da Trilha do Cristal. LAT. 15º45'45.0'' S LONG. 47º 55'16.0'' W","-47.921111","-15.745833",NA,NA,"CEN00082427","C. R. Martins",NA,NA,"2007","12","-47.921111","-15.745833",NA,NA,NA,NA,"1",NA,NA
"121","2020-09-02 16:32:10-03","Cenargen","CEN","101569","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Glocimar Pereira-Silva","16848","2016","11","15",NA,"Brasil","Exsicatas",NA,"Cálice verde.","CEN00101569",NA,NA,"A.Juss.","GO","IPAMERI","GO 020 a 17.8 km a leste da BR 050.","-47.620833","-17.319444","947","947","CEN00101569","B. M. T. Walter",NA,NA,"2017","10","-47.620833","-17.319444",NA,NA,NA,NA,"4",NA,NA
"122","2020-09-02 16:32:10-03","Cenargen","CEN","91802","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Carlos Romero Martins","1394","2014","12","28",NA,"Brasil","Unicata",NA,"Solo compactado e presença do capim-gordura na área, Doação Flora do Brasil - Distrito Federal.","CEN00091802",NA,NA,"A.Juss.","DF","BRASILIA","Parque Nacional de Brasília, entorno da antiga pista de ultra leve.","-47.926111","-15.731388",NA,NA,"CEN00091802","C. R. Martins",NA,NA,NA,NA,"-47.926111","-15.731388",NA,NA,NA,NA,"1",NA,NA
"123","2020-09-02 16:32:10-03","Cenargen","CEN","96984","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Carlos Romero Martins","2366","2016","11","20",NA,"Brasil","Exsicatas",NA,"Doação Flora do Brasil - Distrito Federal.","CEN00096984",NA,NA,"A.Juss.","DF","BRASILIA","Parque Nacional de Brasília, entorno da estrada de acesso à cascalheira do Exército.","-47.946388","-15.737777",NA,NA,"CEN00096984","A. Francener",NA,NA,"2016","11","-47.946388","-15.737777",NA,NA,NA,NA,"1",NA,NA
"124","2020-09-02 16:32:10-03","Cenargen","CEN","39564","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Ernestino de S. Gomes Guarino","465","2000","10","05",NA,"Brasil","Exsicatas",NA,NA,"CEN00039564",NA,NA,"A.Juss.","DF","BRASILIA","Área ao lado da antiga sede do clube da EMBRAPA, à direita da entrada, na FAZ pelo Riacho Fundo.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00039564","B. M. T. Walter","70570","auto","2010","10",NA,NA,NA,NA,NA,NA,"2",NA,NA
"125","2020-09-02 16:32:10-03","Cenargen","CEN","35778","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Alexandre Bonesso Sampaio","327","1999","01","21",NA,"Brasil","Exsicatas",NA,NA,"CEN00035778",NA,NA,"A.Juss.","DF","BRASILIA","Cerrados a Nordeste da Fazenda Sucupira (CENARGEN/EMBRAPA)","-47.9296989440918","-15.7797002792358","1080","1080","CEN00035778","G. D. Vale & B. M. T. Walter","70570","auto","2007","06","-4801667.0","-1591667.0",NA,NA,NA,NA,"1",NA,NA
"126","2020-09-02 16:32:10-03","Cenargen","CEN","64119","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Ricardo Vieira Nunes","56","1996","11","08",NA,"Brasil","Exsicatas",NA,"Botões florais rosa.","CEN00064119",NA,NA,"A.Juss.","DF","BRASILIA","Fazenda Sucupira. Áreas nativas a Oeste da sede do Laboratório - BBGA.","-47.9296989440918","-15.7797002792358","1080","1080","CEN00064119","A. Francener","70570","auto","2010","05","-4800000.0","-1586667.0",NA,NA,NA,NA,"3",NA,NA
"127","2020-09-02 16:32:10-03","Cenargen","CEN","84883","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Gabriel Damasco do Vale","219","2006","11","20",NA,"Brasil","Unicata",NA,NA,"CEN00084883",NA,NA,"A.Juss.","DF","BRASILIA","Fazenda Sucupira (Sementes Básicas).","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00084883","G. D. Vale","70570","auto","2007","06",NA,NA,NA,NA,NA,NA,"1",NA,NA
"128","2020-09-02 16:32:10-03","Cenargen","CEN","31435","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","João Marcelo de Rezende","267","1995","12","10",NA,"Brasil","Exsicatas",NA,"Botoes florais róseos.","CEN00031435",NA,NA,"A.Juss.","DF","BRASILIA","Parque Boca da Mata.","-47.9296989440918","-15.7797002792358","1150","1150","CEN00031435","M. C. H. Mamede","70570","auto","2008","12","-4805000.0","-1586667.0",NA,NA,NA,NA,"3",NA,NA
"129","2020-09-02 16:32:10-03","Cenargen","CEN","76094","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Juliene Roveratti Santos","578","2006","11","10",NA,"Brasil","Exsicatas",NA,NA,"CEN00076094",NA,NA,"A.Juss.","DF","BRASILIA","Parque Nacional de Brasília - Entrada descendo no portão 9","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00076094","J. Roveratti","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"130","2020-09-02 16:32:10-03","Cenargen","CEN","339","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Antônio Costa Allem","339","1976","11","06",NA,"Brasil","Exsicatas",NA,"Pétalas rosas.","CEN00000339",NA,NA,"A.Juss.","DF","BRASILIA","Ponte Alta - Gama.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00000339","M. C. H. Mamede","70570","auto","2008","12",NA,NA,NA,NA,NA,NA,"2",NA,NA
"131","2020-09-02 16:32:10-03","Cenargen","CEN","7052","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Alba Evangelista Ramos","130","1982","11","10",NA,"Brasil","Exsicatas",NA,"Entre: 15º 32' S - 15º 38' S e 47º 33' O - 47º 37' O. Altit.: entre 1000 - 1150 m.Inflorescência de flores róseas com uma pétala diferenciada, botões rosa forte. Doação do Herbario Ezechias Paulo Heringer - HEPH. Fundação Zoobotânica do Distrito Federal.","CEN00007052",NA,NA,"A.Juss.","DF","BRASILIA","Reserva Biológica de Águas Emendadas. Cerca de 40 km a NE de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00007052","M. C. H. Mamede","70570","auto","2008","12",NA,NA,NA,NA,NA,NA,"1",NA,NA
"132","2020-09-02 16:32:10-03","Cenargen","CEN","50935","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","José Floriano Barêa Pastore","149","2002","12","01",NA,"Brasil","Exsicatas",NA,NA,"CEN00050935",NA,NA,"A.Juss.","GO","APARECIDA DE GOIANIA","Chácara Jatobá.","-49.2439002990723","-16.823299407959",NA,NA,"CEN00050935","A. Francener","14888","auto","2011","08",NA,NA,NA,NA,NA,NA,"1",NA,NA
"133","2020-09-02 16:32:10-03","Cenargen","CEN","601","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Antônio Costa Allem","601","1976","11","27",NA,"Brasil","Exsicatas",NA,"Pétalas rosadas. Junto à estrada, imediações de morro repleto de blocos graníticos.","CEN00000601",NA,NA,"A.Juss.","GO","FORMOSA","Km 47 da BR - 020.","-47.334400177002","-15.5371999740601",NA,NA,"CEN00000601","M. C. H. Mamede","113054","auto","2003",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"134","2020-09-02 16:32:10-03","Cenargen","CEN","48888","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Glocimar Pereira-Silva","6799","2002","11","05",NA,"Brasil","Exsicatas",NA,NA,"CEN00048888",NA,NA,"A.Juss.","GO","LUZIANIA","Área próximo ao encontro dos rios Lagoinha e Alagado. Ponto 7. AII.","-47.9502983093262","-16.2525005340576","945","945","CEN00048888","M. C. H. Mamede","83221","auto","2007","03","-4821444.0","-1620972.0",NA,NA,NA,NA,"4",NA,NA
"135","2020-09-02 16:32:10-03","Cenargen","CEN","451","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Antônio Costa Allem","451","1976","11","20",NA,"Brasil","Exsicatas",NA,"Folhas algo carnosas.","CEN00000451",NA,NA,"A.Juss.","GO","LUZIANIA","Luziânia, BR - 40, a 5 km da divisa com Cristalina - GO.","-47.9502983093262","-16.2525005340576",NA,NA,"CEN00000451",NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"136","2020-09-02 16:32:10-03","Cenargen","CEN","98110","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Inês Cordeiro","3436","2012","12","13",NA,"Brasil","Exsicatas",NA,"Pétalas róseas a avermelhadas; glândulas das sépalas alvas; botões rosa vivo, anteras castanhas. Doação Instituto de Botânica de São Paulo - Brasil.","CEN00098110",NA,NA,"A.Juss.","GO","MINEIROS","Parque Nacional das Emas, cerca de 25 km do portão do Jacuba.","-52.5511016845703","-17.5694007873535",NA,NA,"CEN00098110","A. M. Amorim & A. Francener","100343","auto","2019",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"137","2020-09-02 16:32:10-03","Cenargen","CEN","55610","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Maria das Graças Lapa Wanderley","2312","1997","11","25",NA,"Brasil","Exsicatas",NA,"Subarbusto. Margem da estrada. 50 cm. Pétalas róseas, anteras amarelas. Doação do Instituto de Botânica - SP. São Paulo.","CEN00055610",NA,NA,"A.Juss.","MT","RONDONOPOLIS",NA,"-54.6356010437012","-16.4708003997803",NA,NA,"CEN00055610","M. C. H. Mamede","69781","auto","1999",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"138","2021-03-15 18:28:20-03","USP","SPF","142365","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Oliveira, RC","1371","1999","11","16",NA,"Brasil",NA,NA,"Subarbusto 20 cm. Botões róseos, cálice e glândulas esverdeadas.","SPF00142365",NA,NA,"A.Juss.","Distrito Federal","Gama","Parque Recreativo do Gama, Aproximadamente 500 m da sede. Cerradão.","-48.055","-16.048333",NA,NA,"SPF00142365","Queiroz, EP",NA,NA,"2013","09","-48.055","-16.048333",NA,"12",NA,NA,NA,NA,NA
"139","2021-03-15 18:28:20-03","USP","SPF","66391","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Irwin, HS","10240",NA,NA,NA,NA,"Brasil",NA,NA,"Suffrutex, sessile or less than 10 cm tall. Corolla in bud rose-pink, paler pink in anthesis. Occasional. Wet campo with termite mounds.","SPF00066391",NA,NA,"A.Juss.","Distrito Federal","Brasília","Ca. 3 km SE of Gama.","-47.9296989440918","-15.7797002792358","1200","1200","SPF00066391","Queiroz, EP","70570","auto","2013","09",NA,NA,NA,"12",NA,NA,NA,NA,NA
"140","2019-09-04 20:02:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","J. B. E. Pohl","1107",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA,NA
"141","2015-03-07 09:27:12-03","F","FMNH-SEEDPLANTS","V0221205F","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0221205F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0221205F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"142","2015-03-07 09:27:12-03","F","FMNH-SEEDPLANTS","V0221206F","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0221206F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0221206F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"143","2015-03-07 09:27:12-03","F","FMNH-SEEDPLANTS","V0221207F","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0221207F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0221207F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"144","2019-09-04 19:24:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","C. Gaudichaud","152",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA,NA
"145","2015-03-07 08:14:08-03","F","FMNH-SEEDPLANTS","V0221469F","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0221469F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0221469F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"146","2019-01-25 15:42:06-02","IAC","IAC","45194","S","Plantae","Malpighiaceae-1.Byrsonimoideae","Byrsonima","rigida","Byrsonima rigida","M.C.H. Mamede et al.","55","1987","11","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A.Juss.","Goiás","Alto Paraíso de Goiás","Estrada Alto Paraíso de Goiás - Colinas, na entrada do Parque Nacional da Chapada dos Veadeiros","-47.51","-14.1325",NA,NA,NA,"M.C.H. Mamede",NA,NA,"1995","06","-47.5100","-14.1325",NA,"20",NA,NA,NA,NA,NA
"147","2020-07-23 12:11:03-03","CEPLAC","CEPEC","148878","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","A. Francener","1217",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"A. Francener",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-07-23 12:11:03-03","CEPLAC","CEPEC","120607","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","G. Pereira-Silva","6799","1998","11","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Goiás","LUZIÂNIA","Área próximo ao encontro dos Rios Lagoinhas e Alagado. Ponto 7.","-48.214444","-16.209722",NA,NA,NA,"E. P. Queiroz",NA,NA,NA,NA,"48W12'52","16S12'35",NA,NA,NA,NA,NA,"24/03/2011",NA
"149","2020-07-23 12:11:03-03","CEPLAC","CEPEC","89704","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","L. A. Dambrós","342","2000","10","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Mato Grosso","alto garças","FOLHA SE22VA. Pontode coleta: 02.","-53.356944","-16.814722",NA,NA,NA,"E. P. Queiroz",NA,NA,NA,NA,"53W21'25","16S48'53",NA,NA,NA,NA,NA,"23/03/2011",NA
