"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"106","2020-11-04 11:06:13-03","ESALQ","ESA","114369","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Sucre, D.","8271.0",NA,"Brasil",NA,NA,NA,"ESA114369","1972","01","30","Magnoliophyta",NA,NA,"Sampaio, D.","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114369","48094","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-11-04 11:06:13-03","ESALQ","ESA","114377","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Lira, O.C.",NA,NA,"Brasil",NA,NA,NA,"ESA114377","1967","12","21","Magnoliophyta",NA,NA,"Sampaio, D.","Pernambuco","Goiana",NA,"-35.002498626709","-7.56056022644043",NA,NA,"ESA114377","22853","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-04 11:06:13-03","ESALQ","ESA","114287","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Folli, D.A.","345.0",NA,"Brasil",NA,NA,NA,"ESA114287","1981","11","16","Magnoliophyta",NA,NA,"Sampaio, D.","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114287","48094","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:06:13-03","ESALQ","ESA","114373","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Marquete, R.","1473.0",NA,"Brasil",NA,NA,NA,"ESA114373","1994","02","23","Magnoliophyta",NA,NA,"Sampaio, D.","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"ESA114373","57442","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:06:13-03","ESALQ","ESA","114374","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Kuhlmann, M.","3869.0",NA,"Brasil",NA,NA,NA,"ESA114374","1956","06","30","Magnoliophyta",NA,NA,"Sampaio, D.","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"ESA114374","41977","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-11-04 11:06:13-03","ESALQ","ESA","114370","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Folli, D.A.","1133.0",NA,"Brasil",NA,NA,NA,"ESA114370","1990","05","28","Magnoliophyta",NA,NA,"Sampaio, D.","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114370","48094","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-11-04 11:06:13-03","ESALQ","ESA","114372","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Dantas, H.G.",NA,NA,"Brasil",NA,NA,NA,"ESA114372","2003","09","20","Magnoliophyta",NA,NA,"Sampaio, D.","Rio de Janeiro","Armação de Búzios",NA,"-41.8816986083984","-22.7469005584717",NA,NA,"ESA114372","12927","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-11-04 11:06:13-03","ESALQ","ESA","114371","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Leal, C.G.","161.0",NA,"Brasil",NA,NA,NA,"ESA114371","1950","06","27","Magnoliophyta",NA,NA,"Sampaio, D.","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,"ESA114371","18865","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-01-14 15:27:52-03","MN","R","188470","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Amorim, A.M. 842; Maas, P.J.M.; Van Zuilen, C.M.; Santos, T.S.; Sant'Ana, S.C. & Duarte, J.",NA,NA,"Brasil",NA,NA,NA,"R010064685","1992","10","08",NA,NA,"K. Schum.",NA,"Bahia","Una","Reserva Biológica do Mico-leão (IBAMA)","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,"39º5'W","15º9'S",NA,NA,NA,NA
"115","2021-01-14 15:27:52-03","MN","R","74734","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Freire Allemão, F.","416",NA,"Brasil",NA,NA,NA,"R000074734","1841","02",NA,NA,NA,"K. Schum.","Nadruz, M.","Ceará",NA,NA,NA,NA,NA,NA,"R000074734_001",NA,NA,"1988","04","04",NA,NA,NA,NA,NA,NA
"116","2021-01-14 15:27:52-03","MN","R","7768","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Glaziou, A.F.M.","15846",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007768","1886","04","04",NA,NA,"K. Schum.","Nadruz, M.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000007768_001",NA,NA,"1988","04","05",NA,NA,NA,NA,NA,NA
"117","2021-01-14 15:27:52-03","MN","R","74718","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Lallemant, A",NA,NA,"Brasil",NA,NA,NA,"R010064680,R010064681","1887",NA,NA,NA,NA,"K. Schum.",NA,"Rio de Janeiro","Niterói","Morro da Boa Viagem","-43.1035995483398","-22.88330078125",NA,NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-01-14 15:27:52-03","MN","R","74717","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Schwacke, C.A.W.",NA,NA,"Brasil",NA,NA,NA,"R010064678,R010064673","1887","07",NA,NA,NA,"K. Schum.",NA,"Rio de Janeiro","Rio de Janeiro","Morro do Cantagalo","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-31 13:37:39-03","MN","R","76109","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Ducke, W.A.; Lima, A. 59",NA,NA,"Brasil",NA,NA,NA,"R010064676,R010064677","1951","11","30",NA,NA,"K. Schum.","Castañeda, A.A.","Pernambuco","Goiana","Uzina Santa Tereza","-35.002498626709","-7.56056022644043",NA,NA,NA,"22853","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA
"120","2014-09-25 12:31:19-03","FEMACT","MIRR","2646","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Ratter, J.A.","6214V",NA,"Brasil",NA,NA,"Low, dense, evergreen, terra firme forest.&nf;Tree, approx. 12m tall, 16cm dbh. Transect tree b4/1.&nf;Vegetative ecological voucher.; Low, dense, evergreen, terra firme forest. ; DE",NA,"1988","02","05",NA,NA,"K.Schum.",NA,"Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., On Trilha de Preguiça, 2-3 km N of the casa de Maracá.","-61.516667","3.35",NA,NA,NA,NA,NA,NA,NA,NA,"-61.516667","3.35",NA,NA,NA,NA
"121","2014-09-25 12:31:19-03","FEMACT","MIRR","2678","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Ratter, J.A.","6247",NA,"Brasil",NA,NA,"Terra firma forest with tall to more than 30m.&nf;Tall slender tree, c.14m tall, 15cm dbh, with small flat buttresses. Bark smooth with a rather scurfy-looking covering of lenticels. Old fruits reddish brown.&nf;Tree swarming with ants.&nf;Vernacular name:; DE",NA,"1988","02","09",NA,NA,"K.Schum.",NA,"Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., N end of the Trilha da preguiça (Very close to the Furo de Santa Rosa).","-61.466667","3.433333",NA,NA,NA,NA,NA,NA,NA,NA,"-61.466667","3.433333",NA,NA,NA,NA
"122","2014-09-25 12:31:19-03","FEMACT","MIRR","626","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Ratter, J.A.","5398",NA,"Brasil",NA,NA,"[BARCODE = *MIRR 00626*]In tall evergreen forest with trees to 27m x more tall.&nf;&nf;veg. ecol. voucher.",NA,"1987","02","24",NA,NA,"K.Schum.",NA,"Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., Maracá Rain Forest Project.","-61.416667","3.366667",NA,NA,NA,NA,NA,NA,NA,NA,"-61.416667","3.366667",NA,NA,NA,NA
"123","2014-09-25 12:31:19-03","FEMACT","MIRR","663","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Ratter, J.A.; Milliken, W.; Coelho, L.F.; Carvalho, E.P.; Sousa, Raimundo C de","5443",NA,"Brasil",NA,NA,"[BARCODE = *MIRR 00663*]Maracá Rain Forest Project.&nf;In tall evergreen forest with tree to 27m x more tall.&nf;Tree, 55 cm dbh.; In tall evergreen forest with tree to 27m x more tall.",NA,"1987","02","25",NA,NA,"K.Schum.",NA,"Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., Maracá Rain Forest Project.","-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA
"124","2014-09-25 12:31:19-03","FEMACT","MIRR","771","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Ratter, J. .A.; Milliken, W.; Coelho, L.F.; Coelho, D.; Lima, J.; Silva, P.G.","5602",NA,"Brasil",NA,NA,"[BARCODE = *MIRR 00771*]Rain Forest Project.&nf;Plateau forest. John Proctor 1st 50x50.&nf;Tree 20. Urucurana.; Plateau forest. John Proctor 1st 50x50.",NA,"1987","03","09",NA,NA,"K.Schum.",NA,"Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., Rain Forest Project.","-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA
"125","2019-02-15 11:39:05-02","IPA","IPA","15248","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Lira, O.C.","166","Southern America","Brasil",NA,NA,"Arbusto ca. 2-3m de altura.","IPA0015248","1967","12","27","Plantae",NA,"K. Schum.","Castañeda, A.","Pernambuco",NA,"Pontas de Pedra. Engenho Maçaranduba.",NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-02-15 11:39:05-02","IPA","IPA","64206","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Siqueira","07","Southern America","Brasil",NA,NA,"Árvore. Fruto maturos com espinhos verde.","IPA0064206","1996","10","05","Plantae",NA,"K. Schum.","Sampaio, D.","Pernambuco","Igarassu","Refúgio Ecológico Charles Darwin. Vegetação arbustivo - arbórea.","-34.948667","-7.824167",NA,NA,NA,NA,NA,"2010","01",NA,"-34.948667","-7.824167",NA,NA,NA,NA
"127","2019-02-15 11:39:05-02","IPA","IPA","68238","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Jost, T.; Ferreira, M.C.; Ferreira, M.C.","414","Southern America","Brasil",NA,NA,"Árvore ca. 9,0m de altura; folhas cartáceas, levemente discolores, glabras; frutos espinescentes jovens de cor verde e maduros deiscentes vináceos. Floresta Ombrófila Aberta.","IPA0068238","1996","09","13","Plantae",NA,"K. Schum.","Nadruz, M.","Bahia","Conde","Fazenda do Bu Mata da Maré.","-37.728611","-12.45",NA,NA,NA,NA,NA,"2003","03","06","-37.728611","-12.45",NA,NA,NA,NA
"128","2019-02-15 11:39:05-02","IPA","IPA","15235","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Lira, O.C.","154","Southern America","Brasil",NA,NA,"Árvore ca. 6-7m.","IPA0015235","1967","12","21","Plantae",NA,"K. Schum.","Castañeda, A.","Pernambuco","Goiana","Margem da estrada Tejucupapo - Pontas de Pedra.","-35.002498626709","-7.56056022644043",NA,NA,NA,"22853","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-15 11:39:05-02","IPA","IPA","78832","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","641","Southern America","Brasil",NA,NA,"Arbusto ca. de 2 metros de altura. Flores em botões.","IPA0078832","2007","11","29","Plantae",NA,"K. Schum.","Costa; Silva, M.B.","Pernambuco","Igarassu","Mata das Vespas, Usina São José. Borda da mata com canavial.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"24709","auto","2008","01","15",NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:39:05-02","IPA","IPA","6504","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Ducke, A.","2326","Southern America","Brasil",NA,NA,"Árvore pequenas; fruto verde, no interior vermelho.","IPA0006504","1954","01","28","Plantae",NA,"K. Schum.","Castañeda, A.","Pernambuco","Recife","Estrada de Aldeia, lugar alto capoeira.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"18865","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-02-15 11:39:05-02","IPA","IPA","2363","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Ducke, A.; Andrade-Lima; Andrade-Lima","59","Southern America","Brasil",NA,NA,"Árvore pequena. Flores alvas com perfume.; Mata.","IPA0002363","1951","11","30","Plantae",NA,"K. Schum.","Castañeda, A.","Pernambuco","Goiana","Usina Santa Tereza.","-35.002498626709","-7.56056022644043",NA,NA,NA,"22853","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:39:05-02","IPA","IPA","1747","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Leal, C.; Silva, O.; Silva, O.","161","Southern America","Brasil",NA,NA,"Arbusto.","IPA0001747","1950","06","27","Plantae",NA,"K. Schum.","Smith, C.E.","Pernambuco","Olinda","Forno da cal. Môrro.","-34.8553009033203","-8.00889015197754",NA,NA,NA,"7110","auto","1954",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:39:05-02","IPA","IPA","60778","S","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Silva, M.T.B.","22","Southern America","Brasil",NA,NA,"Árvore ca. 20m. Fruto verde avermelhado, piloso. Abriu após ser colocado na estufa.; Mata Atlântica.","IPA0060778","1993","12","03","Plantae",NA,"K. Schum.","Bocage, A.","Rio Grande do Norte","Tibau do Sul","PIPA, Mata do Pau Brasil.","-35.0918998718262","-6.18666982650757",NA,NA,NA,"13790","auto","1996","05","02",NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:30:51-03","IAP","PACA-AGP","65985","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Reitz, R.","2822",NA,"Brasil",NA,NA,"HBR 10779.; Ecossistema: Mata Atlântica","PACA065985","1951",NA,NA,"Magnoliophyta","Malvales","Schum.","Smith","SC","Palhoça p. Pilões",NA,NA,NA,NA,NA,NA,NA,NA,"1956","02","23",NA,NA,"Magnoliatae",NA,NA,NA
"135","2019-08-27 13:30:51-03","IAP","PACA-AGP","65195","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Reitz, R.","3207",NA,"Brasil",NA,NA,"HBR 24522&nf;Cf. por D. Sampaio em 2009. Ecossistema: Mata Atlântica","PACA065195","1956","05","03","Magnoliophyta","Malvales","Schum.","Reitz","SC","Palhoça p. Pilões",NA,NA,NA,NA,NA,NA,NA,NA,"1961",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"136","2019-08-27 13:30:51-03","IAP","PACA-AGP","65158","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Reitz, R.","6281",NA,"Brasil",NA,NA,"HBR 23711.; Ecossistema: Mata Atlântica","PACA065158","1958","01","22","Magnoliophyta","Malvales","Schum.","Reitz","SC","Joinville","estr. Dna. Francisca","-48.8456001281738","-26.3043994903564",NA,NA,NA,"37150","auto","1960",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"137","2020-12-20 21:16:53-03","UFV","VIC","24189","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Bortoluzzi, R.L.C.; et al.","396",NA,"Brasil",NA,NA,"Arbusto, c.a. de 4,0 metros de altura. Inflorescências vermelhas.","VIC024189","1998","12","15",NA,NA,"K. Schum.","Peixoto, A.","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Lagoa do Aníbal.","-42.7322006225586","-19.7122001647949",NA,NA,"VIC024189","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-20 21:16:53-03","UFV","VIC","23060","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Bortoluzzi, R.L.C.; et al.","526",NA,"Brasil",NA,NA,"Arbusto, c.a. de 5,0 metros de altura; frutos verde imaturos.","VIC023060","1999","02","25",NA,NA,"K. Schum.",NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Aníbal.","-42.7322006225586","-19.7122001647949",NA,NA,"VIC023060","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0042867","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"J. M. Silva","65",NA,"Brazil",NA,NA,"Arvore 5 m, flor creme esverdeado.",NA,"1986","1","15","Magnoliophyta","Oxalidales","K.Schum.","G. Hatschbach","Parana",NA,"Veu de Noiva (Mun. Morretes).","-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 14:34:59-03","UFJF","CESJ","41128","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"L.C.S. Assis; A.S.M. Valente; M.O.D. Pivari; R.M. Castro","942","América do Sul","Brasil",NA,NA,"Árvore ca 3m no interior da floresta. Folhas discolores, face abaxial lustrosa. Flores amarelo-esverdeadas","CESJ041128","2004","01","30","Angiosperma",NA,"K.Schum.","L.D. Meireles","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"11991","auto","2004","09",NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 14:34:59-03","UFJF","CESJ","32867","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"R.M. Castro; V.R. Scalon; L.F.A. Fazza; A.V. Lopes","231","América do Sul","Brasil",NA,NA,"Arvoreta no interior da mata, ocasional, com ca. 2,0m de altura. Folhas discolores. Frutos castanhos..","CESJ032867","2001","03","31","Angiosperma",NA,"K.Schum.","L.D. Meireles","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"11991","auto","2004","09",NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 14:34:59-03","UFJF","CESJ","41536","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"J.M. Silva; E. Barbosa","3736","América do Sul","Brasil",NA,NA,"Árvore, 10m, fruto imaturo. Floresta atlântica; encosta do morro.","CESJ041536","2002","10","29","Angiosperma",NA,"K.Schum.","G. Hatschbach","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,NA,NA,"24916","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 14:34:59-03","UFJF","CESJ","50787","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"J. Cordeiro; J.M. Silva","244","América do Sul","Brasil",NA,NA,"Arbusto, 2m., flor creme. Mata pluvial.","CESJ050787","1986","02","20","Angiosperma",NA,"K.Schum.","R. Kummrow","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:43:02-03","UFMS","CGMS","74423","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"A. Pott; M.E. Coutinho & G.W. Ribeiro","5640",NA,"Brasil",NA,NA,"Flor verde. Fruto vinho. Folha Coriacea, Amarga. Fruto Hirsuto (Pelos Caducos Ao Tato,Desagradavel Na Boca), Não Comestivel. A 3 M Da Margem Do Rio. CPAP - 7790. Habitat: Mata Ciliar (Riparica) Alagavel. Solo argiloso, vertissolo. Re","CGMS1107289","1990","09","03",NA,NA,"K.Schum.","A. Pott","Mato Grosso do Sul","Cáceres","Fazenda Varzea Funda (Retiro Jatoba), Beira Rioparaguai, Sub-Regiao Caceres, Pantanal.","-57.7333333","-16.7333333","105","105",NA,NA,NA,"1997",NA,NA,"-57,7333333","-16,7333333",NA,NA,NA,NA
"145","2019-11-27 13:48:02-03","UFS","ASE","19407","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Prata, AP; Gomes, LA; Menezes, AB; Santos, E; Vale, CO","2581","Southern America","Brasil",NA,NA,"Árvore, ca. de 7m de altura. Frutos vermelhos.; Árvore, ca. de 7m de altura. Frutos vermelhos.; Mata Atlântica.","ASE0026631","2011","01","26","Magnoliophyta",NA,"K.Schum.","Gomes, LA","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Interior da mata. Solo arenoso.","-37.419722","-11.395",NA,NA,"ASE0026631",NA,NA,"2012","01",NA,"-37.419722","-11.395",NA,NA,NA,NA
"146","2019-11-27 13:48:02-03","UFS","ASE","29324","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Gomes, C","126","Southern America","Brasil",NA,NA,"Mata Atlântica","ASE0000678","2007","08","28","Magnoliophyta",NA,"K.Schum.","Andrade, RS","Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444",NA,NA,"ASE0000678",NA,NA,"2015","06","01","-37.511389","-11.519444",NA,NA,NA,NA
"147","2019-11-27 13:48:02-03","UFS","ASE","29330","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Gomes, C","127","Southern America","Brasil",NA,NA,"Mata Atlântica","ASE0000684","2007","08","28","Magnoliophyta",NA,"K.Schum.",NA,"Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444",NA,NA,"ASE0000684",NA,NA,"2015","04","03","-37.511389","-11.519444",NA,NA,NA,NA
"148","2019-11-27 13:48:02-03","UFS","ASE","32445","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Almeida, ES","193","Southern America","Brasil",NA,NA,"Árvore, com ca. de 12,1 m de altura. Casca externa cinza, fina, áspera e com placas lenhosas, casca interna bege. Coordenadas UTM: E (0690209m) N (8800614m). Nº de conglomerado: 124, Nº da subunidade: 03, Nº da subparcela: 01, Nº da á","ASE0003782","2014","04","14","Magnoliophyta",NA,"K.Schum.","Déda, RM","Sergipe","Laranjeiras",NA,"-37.169722","-10.806389",NA,NA,"ASE0003782",NA,NA,"2014","08","01","-37.169722","-10.806389",NA,NA,NA,NA
"149","2019-11-27 13:48:02-03","UFS","ASE","5587","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Sant' Ana, SC; Amorim, A; Jardim, JG; Santos, EB","470","Southern America","Brasil",NA,NA,"Árvore com ca. 5 m de altura. Flores com sépalas esverdeadas e estames esbranquiçados.; Árvore com ca. 5 m de altura. Flores com sépalas esverdeadas e estames esbranquiçados.; Mata de restinga em solo arenoso.","ASE0023134","1993","11","29","Magnoliophyta",NA,"K.Schum.","Nadruz, M","Sergipe","Santa Luzia do Itanhy","Povoado do Castro, Cerca de 500 m do Crasto (passando pelo cemnitério","-37.448333","-11.350833",NA,NA,"ASE0023134",NA,NA,NA,NA,NA,"-37.448333","-11.350833",NA,NA,NA,NA
"150","2019-11-27 13:48:02-03","UFS","ASE","5635","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Sant' Ana, SC; Carvalho, AM; Jardim, JG; Delabie, J; Argolo, J","427","Southern America","Brasil",NA,NA,"Árvore com ca. 7 m de altura. Flores com estames amarelos. Flores em botões em álcool 70%.; Árvore com ca. 7 m de altura. Flores com estames amarelos. Flores em botões em álcool 70%.; Orla da mata.","ASE0011500","1993","10","09","Magnoliophyta",NA,"K.Schum.","Nadruz, M","Sergipe","Santa Luzia do Itanhy","Povoado do Castro, Cerca de 2 km do distrito de Crasto, na estrada pa","-37.448333","-11.350833",NA,NA,"ASE0011500",NA,NA,NA,NA,NA,"-37.448333","-11.350833",NA,NA,NA,NA
"151","2019-11-27 13:48:02-03","UFS","ASE","5783","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Jardim, JG; Silva, LAM; Sant'ana, SC; Santos, EB","489","Southern America","Brasil",NA,NA,"Árvore, 8 m x 15 cm. Frutos imaturos, cor verde.; Árvore, 8 m x 15 cm. Frutos imaturos, cor verde.; Mata de restinga em solo arenoso.","ASE0023133","1994","06","14","Magnoliophyta",NA,"K.Schum.","Nadruz, M","Sergipe","Santa Luzia do Itanhy","Povoado do Castro, Cerca de 50 m ao sul do Distrito Crasto. (passando pelo cemitério).","-37.422222","-11.350833",NA,NA,"ASE0023133",NA,NA,NA,NA,NA,"-37.422222","-11.350833",NA,NA,NA,NA
"152","2019-11-27 13:48:02-03","UFS","ASE","6153","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Landim, M","408","Southern America","Brasil",NA,NA,"Árvore. 5. metro. Flores com pétalas bege e frutos imaturos (verdes).; Árvore. 5. metro. Flores com pétalas bege e frutos imaturos (verdes).; Mata. Borda da mata","ASE0016643","1995","06","12","Magnoliophyta",NA,"K.Schum.","Landim, M","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528",NA,NA,"ASE0016643",NA,NA,"2011","12",NA,"-37.425861","-11.385528",NA,NA,NA,NA
"153","2019-11-27 13:48:02-03","UFS","ASE","8669","PreservedSpecimen","Plantae","Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana",NA,"Santino de Assis","ASE8669","Southern America","Brasil",NA,NA,"Árvore. 4. metro. frutos verdes.; Árvore. 4. metro. frutos verdes.","ASE0018178","2004","08","06","Magnoliophyta",NA,"K.Schum.",NA,"Alagoas",NA,NA,"-35.735278","-9.666111",NA,NA,"ASE0018178",NA,NA,NA,NA,NA,"-35.735278","-9.666111",NA,NA,NA,NA
