"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","year","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","dayIdentified","class","individualCount","relatedCatalogItem","sex"
"11","2019-10-09 11:11:22-03","UFBA","ALCB","73976","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Santana, FA; Guedes, ML; Valadão, RM; Santos, JS; Sousa, DC de; Nogueira, T; Carvalho, G","23","Southern America","Brasil","Bahia","Piemonte da Diamantina",NA,"Altura ca. 1,1m. Folhas cartaceas levemente discolores, face abaxial com indumento.Inflorecência terminal, flores com botões alvos.",NA,NA,"(DC.) Mattf.",NA,"2006","10","2006","08","02","Miguel Calmon","-40.520833","-11.343333","-40.520833","-11.343333","1134","1134",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:11:22-03","UFBA","ALCB","74105","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Carvalho, G; Santos, JS; Sousa, DC de; Nogueira, T; Guedes, ML; Valadão, RM","125","Southern America","Brasil","Bahia","Piemonte da Diamantina, Sete Passagens. Grota de Dona Antônia",NA,"de ca 50cm. Folhas crassas discolores, com indumento na face abaxial. Inflorescência com capítulos com brácteas involucrais verde, flores alvas. Freqënte.",NA,NA,"(DC.) Mattf.","Guedes, ML","2006","10","2006","08","03","Miguel Calmon","-40.516667","-11.333333","-40.516667","-11.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:11:22-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Melo, E; França, F; Silva, BM; Rodrigues, M","2940","Southern America","Brasil","Bahia","Piemonte da Diamantina, Encosta do Vale, ao lado do Monte Tabor",NA,"0,40 m. Folhas concolores. Capítulos com flores brancas.",NA,NA,"(DC.) Mattf.","Bautista, HP","1999","10","1999","09","05","Jacobina","-40.5075","-11.153056","-40.5075","-11.153056","665","665",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:11:22-03","UFBA","ALCB","04400","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Costa, AL","s/n","Southern America","Brasil","Bahia","Piemonte da Diamantina",NA,NA,NA,NA,"(DC.) Mattf.","Hind, DJN","1991","12","1960","09","10","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:11:22-03","UFBA","ALCB","04399","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Costa, AL","s/n","Southern America","Brasil","Bahia","Piemonte da Diamantina, Encosta da serra &nf;Atras da cidade",NA,NA,NA,NA,"(DC.) Mattf.","Hind, DJN","1991","12","1960","09","10","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:11:22-03","UFBA","ALCB","04400","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Costa, AL","s/n","Southern America","Brasil","Bahia","Piemonte da Diamantina",NA,NA,NA,NA,"(DC.) Mattf.","Hind, DJN","1991","12","1960","09","10","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:11:22-03","UFBA","ALCB","04399","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Costa, AL","s/n","Southern America","Brasil","Bahia","Piemonte da Diamantina, Encosta da serra &nf;Atras da cidade",NA,NA,NA,NA,"(DC.) Mattf.","Hind, DJN","1991","12","1960","09","10","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:25:23-03","UNICAMP","UEC","145231","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Firetti, F; Winkworth, R; Calió, MFA","38",NA,"Brazil","Bahia","Campo rupestre na beira da estrada que sai de Mucugê e vai em sentido Abaíra, após a ponte do rio Paraguaçú.",NA,"Arbusto com flores e botões. Flores brancas.; Campo rupestre.","UEC007849","UEC007849","(A.DC.) Mattf.","Fernandes, AC","2015","10","2006","07","21","Mucugê","-41.391639","-13.00525","-41.391639","-13.00525","996","996",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:17:25-03","MBM","MBM","186192","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Queiróz, L.P. de","3486","Southern America","Brazil","Bahia","Serra de Jacobina",NA,NA,"MBM186192","MBM186192","(DC.) Mattf.","Hind, D.J.N.",NA,NA,"1993","08","20","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA
"20","2016-12-20 14:56:25-02","MNHN","RECOLNAT_MNHN_P","P04407066","PreservedSpecimen",NA,NA,NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","isotype","Blanchet, J.S.",NA,NA,"Brésil",NA,"Jacobina","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04407066' target='other'> <mi>dwc_moreinfo</mi></a>","P04407066","P04407066_01 P04407066_02","DC.","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2535",NA,NA,NA,NA,NA
"21","2015-09-04 10:42:08-03","MNHN","RECOLNAT_MNHN_P","P04407067","PreservedSpecimen",NA,NA,NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","isotype","Blanchet, J.S.",NA,NA,"Brésil",NA,"Jacobina","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04407067' target='other'> <mi>dwc_moreinfo</mi></a>","P04407067","P04407067_01 P04407067_02","DC.","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2535",NA,NA,NA,NA,NA
"22","2015-09-04 05:21:12-03","MNHN","RECOLNAT_MNHN_P","P02554709","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Blanchet",NA,NA,"Brasil","Bahia",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02554709' target='other'> <mi>dwc_moreinfo</mi></a>","P02554709","P02554709_01","(DC.) Mattf.","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3695",NA,NA,NA,NA,NA
"23","2015-10-26 07:54:26-02","MNHN","RECOLNAT_MNHN_P","P04407065","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Blanchet",NA,NA,"Brasil","Bahia",". Bahia, Nordeste, Brasil, América do Sul","hb",". s.d. Specimen examined in a review of the genera of the tribe Eupatorieae. R.M. King & H. Robinson 1968-1969 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04407065' target='other'> <mi>dwc_moreinfo</mi></a>","P04407065","P04407065_01","(DC.) Mattf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-09-04 10:42:08-03","MNHN","RECOLNAT_MNHN_P","P04407069","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Blanchet",NA,NA,"Brasil","Bahia",". Bahia, Nordeste, Brasil, América do Sul","hb","Flora Brasiliensis. s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04407069' target='other'> <mi>dwc_moreinfo</mi></a>","P04407069","P04407069_01","(DC.) Mattf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-04 10:42:08-03","MNHN","RECOLNAT_MNHN_P","P04407068","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Blanchet",NA,NA,"Brasil","Bahia","Brésil. Prov de Bahia, Jacobine. Jacobina, Bahia, Nordeste, Brasil, América do Sul","hb",". . Epecimen examined in a review of the genera of the tribe Eupatorieae. R.M. King; H. Robinson 1968-1969 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04407068' target='other'> <mi>dwc_moreinfo</mi></a>","P04407068","P04407068_01","(DC.) Mattf.",NA,NA,NA,"1845","1","1","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA
"26","2021-03-04 11:04:32-03","UFRB","HURB","22440","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Amorim, V.O.","497",NA,"Brasil","Bahia","Serra do Brito;",NA,"ALCB 134799 / DNA: S. População: G.","HURB000022440",NA,"(DC.) Mattf.","V.O.Amorim","2016","09","2016","09","13","Jaconia","-40.495556","-11.163056","40º29'44W","11º09'47S","717","717",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-26 11:46:46-03","IMA","MAC","31393","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"F.A.Santana; M.L.Guedes; et al.","23",NA,"Brasil","Bahia","Piemonte da Diamantina.",NA,"Arbusto ca. 1m de altura. Flores alvos.; Campo rupestre.","MAC0031393",NA,"(DC.) Mattf.",NA,NA,NA,"2006","08","02","Miguel Calmon","-40.520833","-11.343333","-40.520833","-11.343333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-26 14:12:28-03","CPACT","ECT","5721","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"V.O.Amorim","497",NA,"Brasil","Bahia","Serra do Brito. Vcampo rupestre. Solo pedregoso.",NA,NA,"ECT0005721","ECT0005721","(DC.) Mattf.","V.O.Amorim","2016","09","2016","09","13","Jacobina","-40.495556","-11.163056","40º29'44''W","11º9'47''S","717","717",NA,NA,NA,"01",NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","1692021","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","Type collection","J. Blanchet","2535","South America - Neotropics","Brazil","Bahia","North of Esplanda city on road to Jaquera.",NA,NA,"US00145821","US00145821_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","3674636","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"L. M. Moura, T. Vieira & A. Stadnik","104","South America - Neotropics","Brazil","Bahia","Brasil, Bahia, Piemonte da Diamantina. Jacobina, Trilha dos Bandeirantes",NA,NA,"US01643708","US01643708_01","(DC.) Mattf. in Pilg.",NA,NA,NA,"2011","9","24",NA,"-40.4953","-11.1528",NA,NA,"647",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"31","2020-09-12 05:00:02-03","US","US","2703448","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"R. Schury","669","South America - Neotropics","Brazil","Bahia","State of Bahia. Municipality of Jacobina",NA,NA,"US01643709","US01643709_01","(DC.) Mattf. in Pilg.",NA,NA,NA,"1944","9","6",NA,NA,NA,NA,NA,"500",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"32","2020-09-12 05:00:02-03","US","US","3683312","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"F. Hurbath, O. Silva & F. Seixas","667","South America - Neotropics","Brazil","Bahia","Brasil, Bahia, Mucugê. Chapada Diamantina, trilha para Cachpeora do Tibourtino",NA,NA,"US01643707","US01643707_01","(DC.) Mattf. in Pilg.",NA,NA,NA,"2014","8","26",NA,"-41.3442","-12.9989",NA,NA,"920",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"33","2019-10-07 09:12:02-03","UEFS","HUEFS","113627","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Ferreira, J.L.","43",NA,"Brasil","Bahia","Fazenda Pé de Serra. Estrada para Bonito.",NA,NA,"HUEFS0113627","HUEFS0113627 HUEFS0113627_01","(DC.) Mattf.","V.O.Amorim","2016","11","2006","09","07","Morro do Chapéu","-41.163056","-11.571389","41W9'47''","11S34'17''","160","160",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"34","2019-10-07 09:12:02-03","UEFS","HUEFS","128332","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Ferreira, J.L.","153",NA,"Brasil","Bahia","Monte Tabor.",NA,NA,"HUEFS0128332","HUEFS0128332","(DC.) Mattf.","S.C.Ferreira","2009","08","2007","10","14","Jacobina","-40.466667","-11.233333","40W28'","11S14'","630","630",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"35","2019-10-07 09:12:01-03","UEFS","HUEFS","14128","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Queiroz, L.P.de","3486",NA,"Brasil","Bahia","Serra de Jacobina (= Serra do Ouro), por trás do hotel Serra do Ouro.",NA,"Misto de caatinga e campo rupestre sobre solo arenoso com afloramentos de arenito.","HUEFS0014128","HUEFS0014128","(DC.) Mattf.","S.C.Ferreira","2010","05","1993","08","20","Jacobina","-40.516667","-11.166667","40W31'","11S10'","700","700",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"36","2021-03-04 11:15:06-03","UEFS","HUEFS","252392","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Amorim, V.O.","497",NA,"Brasil","Bahia","Serra do Brito.",NA,"Campo rupestre: Solo pedregoso.","HUEFS0252392","HUEFS0252392","(DC.) Mattf.",NA,NA,NA,"2016","09","13","Jacobina","-40.495556","-11.163056","40W29'44''","11S9'47''","717","717",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"37","2019-10-07 09:12:01-03","UEFS","HUEFS","40327","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Melo, E.","2940",NA,"Brasil","Bahia","Encosta do vale. Ao lado do monte Tabor.",NA,"Campo rupestre.","HUEFS0040327","HUEFS0040327","(DC.) Mattf.","S.C.Ferreira","2010","05","1999","09","05","Jacobina","-40.5075","-11.153056","40W30'27''","11S9'11''","665","750",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"38","2019-10-07 09:12:01-03","UEFS","HUEFS","66685","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum","Isótipo","Blanchet, J.S.","2535",NA,"Brasil","Bahia","Serra Jacobina.",NA,NA,"HUEFS0066685",NA,"(DC.) Mattf.",NA,NA,NA,"1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"39","2019-10-07 09:12:01-03","UEFS","HUEFS","66686","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Blanchet, J.S.","2535",NA,"Brasil","Bahia","Serra Jacobina.",NA,NA,"HUEFS0066686",NA,"(DC.) Mattf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"40","2019-09-04 19:35:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","Type [status unknown]","J. S. Blanchet",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"41","2020-04-21 18:12:08-03","F","FMNH-SEEDPLANTS","V0363025F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","Isotype","J. S. Blanchet","2535","South America","Brazil","Bahia","Serra da Jacobina",NA,NA,"V0363025F",NA,NA,NA,NA,NA,"1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"42","2020-04-21 18:12:12-03","F","FMNH-SEEDPLANTS","V0363026F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","Isotype","J. S. Blanchet","2535","South America","Brazil","Bahia","Serra da Jacobina",NA,NA,"V0363026F",NA,NA,NA,NA,NA,"1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"43","2020-04-21 18:12:17-03","F","FMNH-SEEDPLANTS","V0363027F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","Isotype","J. S. Blanchet","2535","South America","Brazil","Bahia","Serra da Jacobina",NA,NA,"V0363027F",NA,NA,NA,NA,NA,"1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"44","2020-04-21 18:12:21-03","F","FMNH-SEEDPLANTS","V0363028F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","Isotype","J. S. Blanchet","2535","South America","Brazil","Bahia","Serra da Jacobina",NA,NA,"V0363028F",NA,NA,NA,NA,NA,"1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"45","2020-07-23 11:59:32-03","CEPLAC","CEPEC","68541","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"L. P. de Queiroz","3486",NA,"Brasil","Bahia","Serra de Jacobina, por trás do Hotel Serra do Ouro.",NA,NA,NA,NA,NA,"D. J. N. Hind",NA,NA,"1993","08","20","JACOBINA","-40.516667","-11.166667","40W31'","11S10'",NA,NA,NA,NA,NA,NA,NA,NA,"13/04/1995",NA
"46","2021-03-10 11:38:26-03","UNILA","EVB","3583","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stylotrichium","corymbosum","Stylotrichium corymbosum",NA,"Amorim, V.O.","497",NA,"Brasil","Bahia","Serra do Brito.",NA,"Folhas coriáceas, discolores. Inflorescência em capitulos, brácteas involucrais verdes, flores e ramos do estiete alvos. DNA: S. População: G. Habitat: Campo rupestre, solo pedregoso. Habito: Subarbusto","EVB003583","EVB003583","(DC.) Mattf.","Amorim, V.O.",NA,NA,"2015","09","13","Jacobina","-40.495556","-11.163056","40º29'44''W","11º9'47''S","717","717",NA,NA,NA,NA,NA,NA,NA,NA
"47","2014-09-23 11:00:55-03","G","G-DC","G00465357","S","Plantae",NA,NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","HOLOTYPUS of Agrianthus corymbosus DC.","Blanchet, J. S.","2535","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: No picture available on the institution's web site","G00465357",NA,"DC.","CAT.HERB.PRODR.","2013","01",NA,NA,NA,"Jacobina","-40.5116667","-11.1811111","-40.5116667","-11.1811111",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA
"48","2010-08-16 16:36:07-03","GH","HU-HERB","GH 00000758","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","Isotype","J. S. Blanchet",NA,"South America","Brazil","Bahia",NA,"Sheet",NA,NA,NA,"de Candolle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"49","2010-08-16 16:36:13-03","GH","HU-HERB","GH 00000759","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Agrianthus","corymbosus","Agrianthus corymbosus","Isotype","J. S. Blanchet","2535","South America","Brazil","Bahia",NA,"Sheet",NA,NA,NA,"de Candolle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2535",NA,NA,NA,NA,"undetermined"
