"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","county","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00841098","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","G. C. G. Argent","6738","1968","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841098",NA,NA,NA,"Mato Grosso","Central Brazilian Plateau. [Expedition] Base Camp Square, 'Terra preta camp'.","-51.77","-12.82",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","403095","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","D. C. Daly","8511","1995","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00403095",NA,NA,NA,"Acre","Basin of Rio Purus, Riozinho do Andirá (tributary of Rio Acre). Seringal Andirá. Upstream from Colocaçao Bandeira. Near river margin, river level going down from high-water mark, river level flux ca. 10 m.","-68.03","-9.65",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","J. A. Kallunki","Bujari","NY00403095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00841093","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","P. W. Richards","6583","1968","08","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841093",NA,NA,NA,"Mato Grosso","Path to Camp 2","-51.77","-12.82",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00841120","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841120",NA,NA,NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841120_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00841097","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","10657","1965","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841097",NA,NA,NA,"Distrito Federal","Parque Municipal do Gama","-48.05","-16",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko","Brasília","NY00841097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","194234","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","W. L. Balée","2159","1986","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194234",NA,NA,NA,"Maranhão","Ka'apor Indian Reserve. Inventory of 80 year old fallow","-45.25","-3.5",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko","Monção","NY00194234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00841096","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","10536","1962","09","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841096",NA,NA,NA,"Distrito Federal","Plano Pilôto","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko","Brasília","NY00841096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00841105","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","10512","1965","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841105",NA,NA,NA,"Goiás","Rio Corumbá",NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841105_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00841102","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","H. S. Irwin","5563","1964","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841102",NA,NA,NA,"Minas Gerais","Between Cabeceiras, MG & MG-Goiás border.","-46.4302778","-15.6171",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","J. A. Kallunki",NA,"NY00841102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00841106","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","17905","1980","09","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841106",NA,NA,NA,"Goiás","15 km ao sul da cidade.","-47.9503","-16.2528",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","E. P. Heringer","Luziânia","NY00841106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00841113","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","L. Riedel","s.n.","1834","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841113",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841113_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00841107","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","G. T. Prance","59624","1964","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841107",NA,NA,NA,"Goiás","42 km. south of Caiaponia. Serra do Caiapó","-51.8103","-16.9569",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","G. T. Prance","Caiapônia","NY00841107_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00841112","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841112",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","J. A. Kallunki",NA,"NY00841112_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00841100","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","G. O. A. Malme","1917","1902",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841100",NA,NA,NA,"Mato Grosso","Cuyabá","-56.043867","-15.612755",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko","Cuiabá","NY00841100_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00841103","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","16745","1977","08","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2866137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841103",NA,NA,NA,"Distrito Federal","Coletada a 500 m da residencia do vice-Presidente e a cerca de 1000 m do Palácio da Alvorada.","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.",NA,"Brasília","NY00841103_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00841091","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","10571","1965","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841091",NA,NA,NA,"Goiás","Rio Corumbá",NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01096257","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","S. A. Nicolau","1798","1999","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235881' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096257",NA,NA,NA,"São Paulo","Cajuru, Fazenda Santana, área II",NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.",NA,NA,"NY01096257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00841117","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","L. Riedel","1167","1821",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841117",NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841117_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00841101","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","B. Maguire","57064","1963","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841101",NA,NA,NA,"Distrito Federal","In Parque Florestal do Gama, 40 km from Brasilia","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","J. A. Kallunki","Brasília","NY00841101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00841116","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","L. Riedel","1167","1821",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841116",NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841116_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","194235","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","W. L. Balée","2183","1986","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194235",NA,NA,NA,"Maranhão","Ka'apor Indian Reserve. Inventory of 80 year old fallow","-45.25","-3.5",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko","Monção","NY00194235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00841104","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","5351","1980","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841104",NA,NA,NA,"Distrito Federal","Bacia do Rio São Bartolomeu","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko","Brasília","NY00841104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00841090","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","5596","1980","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841090",NA,NA,NA,"Distrito Federal","Bacia do Rio São Bartolomeu","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko","Brasília","NY00841090_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00841118","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","G. H. von Langsdorff","s.n.","1813",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841118",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841118_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00841089","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","E. P. Heringer","11547","1967","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841089",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","164670","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","M. H. Nee","47040","1996","08","25","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164670",NA,"475","475","Santa Cruz","Vic. Estancia Maguey, 7 km NNW of Ayacucho [=Porongo] on road to Terevinto, 17 km (by air) west of center of Santa Cruz.","-63.3417","-17.8",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","M. H. Nee","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00841115","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","L. Riedel","706","1824","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841115",NA,NA,NA,"Minas Gerais",NA,"-43.8514","-19.7697",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko","Santa Luzia","NY00841115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","273764","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","G. Gardner","1503","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273764","isolectotype",NA,NA,NA,"Brasilia",NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.",NA,NA,"NY00273764_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00841119","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","G. H. von Langsdorff","s.n.","1813",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841119",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","P. H. Hiepko",NA,"NY00841119_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00841088","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","C. A. Cid Ferreira","6395","1985","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841088",NA,NA,NA,"Mato Grosso","Faz. Uniao, a 05 km da cidade.","-50.58","-10.67",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","J. R. Pirani","Santa Terezinha","NY00841088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00841108","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","B. Dubs","1042","1989","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841108",NA,NA,NA,"Mato Grosso do Sul","Fazenda Barranco, Pantanal do Rio Negro","-56.17","-19.5",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.","B. Dubs","Campo Grande","NY00841108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","195548","PreservedSpecimen","Plantae","Opiliaceae","Agonandra","brasiliensis","Agonandra brasiliensis","W. L. Balée","395","1985","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195548",NA,NA,NA,"Maranhão","Basin of the Rio Turiaçu; Ka'apor Indian Reserve; 4 km NW of settlement of Urutawy.","-45.9635328","-3.1404534",NA,NA,"Magnoliophyta","Santalales","Miers ex Benth. & Hook.f.",NA,"Monçao","NY00195548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
