"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"203","2014-10-14 15:56:31-03","BS","M","M-0164971","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,"M0164971",NA,NA,NA,"Magnoliophyta","Ericales","Mart.",NA,"Habitat in sylvis Capoés locis editis Serro Frio, e. g. versus M. Itambe; Provinciae M. G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"SYNTYPE",NA,NA,NA
"204","2014-10-14 15:56:31-03","BS","M","M-0164972","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Pohl, J.B.E.",NA,NA,"Brasil",NA,NA,NA,"M0164972",NA,NA,NA,"Magnoliophyta","Ericales","Mart.",NA,"Legit in Brasilia / [?]inter Tanado & Estiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"TYPE",NA,NA,NA
"205","2020-04-27 16:11:18-03","UFES","VIES","24961","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Bautista, H.P.; Jesus, N.G.; Ribeiro, T.; Tourinho, R.","3066",NA,"Brasil",NA,NA,NA,"VIES024961","2001","04","07",NA,NA,"Mart.","Ricketson, J. - por duplicata HUEFS","Itaitu, cachoeira do Itaitu.","VIES024961","Bahia","Jacobina","-40.498611","-11.334444",NA,NA,NA,NA,"2013","40º29'55''W","11º20'4''S","10",NA,NA,NA,NA,NA,NA,NA
"206","2019-09-27 18:06:05-03","UFES","VIES","39748","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Verdi M.; Fernandes E.P.; Oliveira J.A.; Pougy N. & Martins E.","7260",NA,"Brasil",NA,NA,NA,"VIES039748","2014","11","24",NA,NA,"Mart.","Verdi M.","Parque Nacional da Chapada dos Veadeiros.","VIES039748","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"44724","auto","2014",NA,NA,"11","24",NA,NA,NA,NA,NA,NA
"207","2019-06-27 10:26:28-03","UFES","VIES","39747","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Oliveira J.A.; Fernandez E.; Martins E.; Verdi M. & Pougy N.","152",NA,"Brasil",NA,NA,NA,"VIES039747","2014","11","24",NA,NA,"Mart.",NA,"Parque Nacional da Chapada dos Veadeiros.","VIES039747","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-08-16 08:40:46-03","UTFPR","HCF","6102","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","A.R. Silva","528",NA,"Brasil",NA,NA,"árvore ca. 8 m. Frutos imaturos verdes.",NA,"2007","10","11",NA,NA,"Mart.","J. Cordeiro & E. Barboza","Fazenda Caxambu (Estrada Boa Esperança-",NA,"MG","Boa Esperança","-45.471194","-21.106611","840","840",NA,NA,"2008","45°28'16,3 W","21°06'23,8 S",NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-03-21 15:33:03-03","UTFPR","HCF","18464","S","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","G. Hatschbach","55843",NA,"Brasil",NA,NA,"arbusto, 2 m, flor creme. Capão de mata em cerrado.",NA,"1991","11","07",NA,NA,"Mart.","S.F. Smith","Córrego Feio",NA,"MG","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,"30029","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-21 19:38:09-03","UFC","EAC","32750","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto.; Cerrado","EAC0032750","2001","05","10","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.; Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-21 19:38:10-03","UFC","EAC","32751","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto de 2m.; Cerrado","EAC0032751","2001","01","10","Dicotyledon",NA,"Mart.","Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2001",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"212","2021-03-21 19:38:10-03","UFC","EAC","32761","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto.; Cerrado","EAC0032761","2000","10","10","Dicotyledon",NA,"Mart.","Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2001",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"213","2021-03-21 19:38:10-03","UFC","EAC","32763","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto.; Cerrado","EAC0032763","2001","11","02","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.; Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2001",NA,NA,"11","02",NA,NA,NA,NA,NA,NA
"214","2021-03-21 19:38:10-03","UFC","EAC","44751","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Lima-Verde, L.W.","2301","Southern America","Brasil",NA,NA,"Arbusto, 3,5m; fruto preto.; Floresta ombrófila","EAC0044751","2000","10","31","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.","Flona do Araripe",NA,"Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"30071","auto","2000",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"215","2021-03-21 19:38:10-03","UFC","EAC","44753","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Lima-Verde, L.W.","1784","Southern America","Brasil",NA,NA,"Arbusto, 1m; flores amareladas.; Floresta ombrófila","EAC0044753","1999","11","03","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.","Flona do Araripe",NA,"Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"30071","auto","1999",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"216","2021-03-21 19:38:09-03","UFC","EAC","13014","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Plowman, T.","s.n.","Southern America","Brasil",NA,NA,"Shrub 1,5m. tall in forest margin, flowers pale green.","EAC0013014","1983","01","19","Dicotyledon",NA,"Mart.","Pipoly, J.J.","Parque Nacional do Araripe, Approx. 15km southwest of Crato on Federal road Br 122. Low forest on flat summit of the Chapada near Estação do IBDF.",NA,"Ceará","Crato","-39.583333","-7.5","860","860",NA,NA,"1984","-39.583333","-7.5",NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-21 19:38:10-03","UFC","EAC","53377","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","263","Southern America","Brasil",NA,NA,"Arbusto; Cor do fruto: preto; Cerrado","EAC0053377","2001","05","10","Dicotyledon",NA,"Mart.","Costa, I.R.","Floresta Nacional do Araripe.",NA,"Ceará","Barbalha","-39.348611","-7.407778","900","900",NA,NA,"2001","-39.348611","-7.407778","07",NA,NA,NA,NA,NA,NA,NA
"218","2021-03-21 19:38:10-03","UFC","EAC","53378","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","291","Southern America","Brasil",NA,NA,"Arbusto; Cor do fruto: preto; Cerrado","EAC0053378","2001","06","13","Dicotyledon",NA,"Mart.","Costa, I.R.","Floresta Nacional do Araripe.",NA,"Ceará","Barbalha","-39.348611","-7.407778","900","900",NA,NA,"2001","-39.348611","-7.407778","07",NA,NA,NA,NA,NA,NA,NA
"219","2021-03-21 19:38:10-03","UFC","EAC","57045","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Batista, W.","628","Southern America","Brasil",NA,NA,"Inventário Florestal Nacional - CE; Arbusto, fruto cinza.&nf;Dups RB.; Floresta Ombrófila Densa de Altitude.","EAC0057045","2014","08","17","Dicotyledon",NA,"Mart.","Fonseca, R.S.","congl. 116-E, sub. 3, árv. 4RN.&nf;Terreno muito inclinado. Solo profundo. Espécie pouco ocorrente.","EAC0057045","Ceará","Mulungu","-38.924919","-4.319889",NA,NA,NA,NA,"2014","-38.924919","-4.319889","10","21",NA,NA,NA,NA,NA,NA
"220","2021-03-21 19:38:10-03","UFC","EAC","9188","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Cesar, H.L.","s.n.","Southern America","Brasil",NA,NA,"Subarbustiva.; Campo sujo.","EAC0009188","1979","09","20","Dicotyledon",NA,"Mart.","Cesar, H.L.; Ratter, J.A.","Fazenda Água Limpa, Latossolo vermelho-amarelo, não encharcado, declive suave, área de experimentação sobre os efeitos do fogo na vegetação herbácea-subarbustiva.",NA,"Distrito Federal",NA,"-47.933333","-15.95",NA,NA,NA,NA,"1980","-47.933333","-15.95","08","15",NA,NA,NA,NA,NA,NA
"221","2021-03-21 19:38:10-03","UFC","EAC","32752","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto de 1m.; Cerrado","EAC0032752","2001","01","10","Dicotyledon",NA,"Mart.","Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2001",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"222","2021-03-21 19:38:10-03","UFC","EAC","32753","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto.; Cerrado","EAC0032753","2001","04","03","Dicotyledon",NA,"Mart.","Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2001",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"223","2021-03-21 19:38:10-03","UFC","EAC","32754","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto.; Cerrado","EAC0032754","2000","08","02","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.; Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2000",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"224","2021-03-21 19:38:10-03","UFC","EAC","32760","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Cerrado","EAC0032760","2001","02","20","Dicotyledon",NA,"Mart.","Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2001",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"225","2021-03-21 19:38:10-03","UFC","EAC","32762","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto.; Cerrado","EAC0032762","2000","10","10","Dicotyledon",NA,"Mart.","Costa, I.R.","FLONA do Araripe",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2000",NA,NA,"10","10",NA,NA,NA,NA,NA,NA
"226","2021-03-21 19:38:09-03","UFC","EAC","32697","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Costa, I.R.","s.n.","Southern America","Brasil",NA,NA,"Arbusto de 2m.; Cerrado","EAC0032697","2001","04","03","Dicotyledon",NA,"Mart.","Costa, I.R.","Floresta Nacional do Araripe.",NA,"Ceará","Barbalha","-39.30419921875","-7.31111001968384",NA,NA,"22868","auto","2001",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"227","2021-03-21 19:38:10-03","UFC","EAC","44750","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Lima-Verde, L.W.","1869","Southern America","Brasil",NA,NA,"Arbusto, 1,4m.; Floresta ombrófila","EAC0044750","1999","12","14","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.","Flona do Araripe",NA,"Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"30071","auto","1999",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"228","2021-03-21 19:38:10-03","UFC","EAC","44752","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Lima-Verde, L.W.","2343","Southern America","Brasil",NA,NA,"Floresta ombrófila","EAC0044752","2001","01","09","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.","Flona do Araripe",NA,"Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"30071","auto","2001",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"229","2021-03-21 19:38:10-03","UFC","EAC","44754","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Lima-Verde, L.W.","1710","Southern America","Brasil",NA,NA,"Arbusto, 2m.; Floresta ombrófila","EAC0044754","1999","09","16","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.","Flona do Araripe",NA,"Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"30071","auto","1999",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"230","2020-12-21 16:36:09-03","MBM","MBM","68307","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Irwin, H.S.; et al.; et al.","14329","Southern America","Brazil",NA,NA,NA,"MBM068307",NA,NA,NA,NA,NA,"Mart.","Pipoly, J.J.","6km S of Posse","MBM068307","Goiás","Posse","-46.3694000244141","-14.0930995941162",NA,NA,"55730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-21 16:36:09-03","MBM","MBM","108388","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Silva, J.M.; Silva, J.M.","50160","Southern America","Brazil",NA,NA,NA,"MBM108388",NA,NA,NA,NA,NA,"Mart.","Pipoly, J.J.","Cabeceiras do Ribeirão São Pedro","MBM108388","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-12-21 16:36:09-03","MBM","MBM","83910","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.","46483","Southern America","Brazil",NA,NA,NA,"MBM083910",NA,NA,NA,NA,NA,"Mart.","Pipoly, J.J.","Rio de Contas, arredores","MBM083910","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-12-21 16:36:09-03","MBM","MBM","186769","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63703","Southern America","Brazil",NA,NA,NA,"MBM186769","1995","10","21",NA,NA,"Mart.","Smith, S.F.","Base Aérea do CINDACTA, arredores","MBM186769","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-12-21 16:36:09-03","MBM","MBM","342494","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Silva, A.R.; et al.; et al.","528","Southern America","Brazil",NA,NA,"Árvore ca.8m. Frutos imaturos verdes.","MBM342494","2007","10","11",NA,NA,"Mart.","Cordeiro, J.; Barboza, E.","Fazenda Caxambu (Estrada Boa Esperança-Coqueiral Km 15)","MBM342494","Minas Gerais","Boa Esperança","-45.5657997131348","-21.0900001525879","840","840","37175","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-21 16:36:09-03","MBM","MBM","273383","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","73807","Southern America","Brazil",NA,NA,NA,"MBM273383","2002","08","23",NA,NA,"Mart.","Smith, S.F.","Serra do Cabral, subida Buenópolis - Estrada Real","MBM273383","Minas Gerais","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-12-21 16:36:09-03","MBM","MBM","135911","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54247","Southern America","Brazil",NA,NA,NA,"MBM135911",NA,NA,NA,NA,NA,"Mart.","Smith, S.F.","Rio Santa Clara","MBM135911","Minas Gerais","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-12-21 16:41:58-03","MBM","MBM","386564","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Felitto, G.; Michelon, C.; Oliveira, E.A.; Augusto-Silva, M.; Michelon, C.; Oliveira, E.A.; Augusto-Silva, M.","625","Southern America","Brazil",NA,NA,"Árvore, 3m, flores alvas-amareladas.; Cerrado.","MBM386564","2013","07","26",NA,NA,"Mart.","Freitas, M.F.","Assentamento Novo Progresso","MBM386564","Minas Gerais","Dom Bosco","-46.2708015441895","-16.6518993377686",NA,NA,"32685","auto","2013",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"238","2020-12-21 16:41:58-03","MBM","MBM","386564","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Felitto, G.; Michelon, C.; Oliveira, E.A.; Augusto-Silva, M.; Michelon, C.; Oliveira, E.A.; Augusto-Silva, M.","625","Southern America","Brazil",NA,NA,"Árvore, 3m, flores alvas-amareladas.; Cerrado.","MBM386564","2013","07","26",NA,NA,"Mart.","Freitas, M.F.","Assentamento Novo Progresso","MBM386564","Minas Gerais","Dom Bosco","-46.2708015441895","-16.6518993377686",NA,NA,"32685","auto","2013",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"239","2020-12-21 16:36:09-03","MBM","MBM","192205","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64653","Southern America","Brazil",NA,NA,NA,"MBM192205",NA,NA,NA,NA,NA,"Mart.","Schinini, A.","Serra do Cabral, subida","MBM192205","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-12-21 16:36:09-03","MBM","MBM","301303","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Barboza, E.; Barboza, E.","78835","Southern America","Brazil",NA,NA,NA,"MBM301303","2004","12","04",NA,NA,"Mart.","Hatschbach, G.","Serra do Catuni","MBM301303","Minas Gerais","Juramento","-43.5868988037109","-16.8481006622314",NA,NA,"19357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-21 16:36:09-03","MBM","MBM","301304","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Barboza, E.; Barboza, E.","78862","Southern America","Brazil",NA,NA,NA,"MBM301304","2004","12","05",NA,NA,"Mart.","Hatschbach, G.","Serra do Cabral, estrada Várzea da Palma a Joaquim Felício","MBM301304","Minas Gerais","Várzea da Palma","-44.7308006286621","-17.5981006622314",NA,NA,"60948","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-21 16:36:09-03","MBM","MBM","150250","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55843","Southern America","Brazil",NA,NA,NA,"MBM150250","1991","11","17",NA,NA,"Mart.","Smith, S.F.","Córrego Feio","MBM150250","Goiás","Cristópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-21 16:36:09-03","MBM","MBM","204325","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Hatschbach, G.; Silva, J.M.; Silva, J.M.","65493","Southern America","Brazil",NA,NA,NA,"MBM204325","1996","11","10",NA,NA,"Mart.","Smith, S.F.","Rod. MT-246, km 30-40","MBM204325","Mato Grosso","Vila Bela da SS. Trindade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-12-21 16:36:09-03","MBM","MBM","229681","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Ratter, J.A.; et al.; et al.","3451","Southern America","Brazil",NA,NA,NA,"MBM229681",NA,NA,NA,NA,NA,"Mart.",NA,"Fazenda Água Limpa, próximo a Vargem Bonita","MBM229681","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-12-21 16:41:58-03","MBM","MBM","398264","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Martinelli, G.; Pougy, N.; Fernandez, E.; Santos, L.; Judice, D.; Maurenza, D.;; Pougy, N.; Fernandez, E.; Santos, L.; Judice, D.; Maurenza, D.; Lima, T.","18105","Southern America","Brazil",NA,NA,"Arbusto, 2,40m, heliófila; folhas verdes, discolores; flores amarelo-claro; Caatinga com afloramento rochoso.","MBM398264","2013","02","20",NA,NA,"Mart.","Carrijo, T.T.","Parque Nacional da Serra das Confusões, Estrada Caracol - Japecanga","MBM398264","Piauí","Caracol","-43.488889","-9.220833","500","500",NA,NA,"2014","-43.488889","-9.220833","08",NA,NA,NA,NA,NA,NA,NA
"246","2020-12-21 16:41:58-03","MBM","MBM","398269","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Martinelli, G.; Pougy, N.; Fernandez, E.; Santos, L.; Judice, D.; Maurenza, D.;; Pougy, N.; Fernandez, E.; Santos, L.; Judice, D.; Maurenza, D.; Lima, T.","18072","Southern America","Brazil",NA,NA,"Arvoreta, 3m, heliófila; folhas verdes, discolores; frutos imaturos de cor verde.; Caatinga com afloramento rochoso.","MBM398269","2013","02","20",NA,NA,"Mart.","Carrijo, T.T.","Parque Nacional da Serra das Confusões, Localidade do Baixão do Sobrado","MBM398269","Piauí","Caracol","-43.5","-9.213889","520","520",NA,NA,"2014","-43.5","-9.213889","08",NA,NA,NA,NA,NA,NA,NA
"247","2020-12-21 16:41:58-03","MBM","MBM","416250","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3055","Southern America","Brazil",NA,NA,"Arbusto com 1,5 m de altura; flor esverdeada.; Savana (Cerrado sensu stricto).","MBM416250","2018","11","15",NA,NA,"Mart.","Cordeiro, J.","Serra Periperi, início da subida",NA,"Minas Gerais","Grão Mogol","-42.931944","-16.534722","950","950",NA,NA,"2019","-42.931944","-16.534722","02","05",NA,NA,NA,NA,NA,NA
"248","2020-12-21 16:41:58-03","MBM","MBM","416351","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5895","Southern America","Brazil",NA,NA,"Arbusto com 1,5 m de altura; flor branco-esverdeada.; Campo rupestre.","MBM416351","2018","11","16",NA,NA,"Mart.","Cordeiro, J.",NA,NA,"Minas Gerais","Couto de Magalhães de Minas","-43.448611","-18.123611","807","807",NA,NA,"2019","-43.448611","-18.123611","02","05",NA,NA,NA,NA,NA,NA
"249","2020-12-21 16:41:58-03","MBM","MBM","416889","PreservedSpecimen","Plantae","Primulaceae","Cybianthus","detergens","Cybianthus detergens","Ariati, V.; Daniel, V.; Bianchin, J.E.; Dutra, M.M.; Daniel, V.; Bianchin, J.E.; Dutra, M.M.","1574","Southern America","Brazil",NA,NA,"Savana arborizada.","MBM416889","2017","12",NA,NA,NA,"Mart.","Ariati, V.",NA,"MBM416889","Goiás","Cristalina","-47.878056","-16.886944",NA,NA,NA,NA,"2018","-47.878056","-16.886944","01",NA,NA,NA,NA,NA,NA,NA
"250","2020-12-21 16:36:09-03","MBM","MBM","68310","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Irwin, H.S.; et al.; et al.","5605","Southern America","Brazil",NA,NA,NA,"MBM068310",NA,NA,NA,NA,NA,"Mart.","Pipoly, J.J.","25km S of Brasília on road to Belo Horizonte","MBM068310","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-12-21 16:36:09-03","MBM","MBM","254447","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Ganev, W.","s.n.","Southern America","Brazil",NA,NA,NA,"MBM254447",NA,NA,NA,NA,NA,"Mart.","Pirani, J.R.","Distrito de Catolés","MBM254447","Bahia","Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-12-21 16:36:09-03","MBM","MBM","167618","PreservedSpecimen","Plantae","Myrsinaceae","Cybianthus","detergens","Cybianthus detergens","Harley, R.M.; et al.; et al.","26904","Southern America","Brazil",NA,NA,NA,"MBM167618",NA,NA,NA,NA,NA,"Mart.","Pirani, J.R.","Estrada para o Povoado Sincorá da Serra","MBM167618","Bahia","Barra da Estiva","-41.3269004821777","-13.6260995864868",NA,NA,"61861","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
