"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","relatedCatalogItem"
"1","2020-12-21 16:38:46-03","MBM","MBM","392882","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","rupicola","Polystachya rupicola","Brade","Fontana, A.P.","2008","02","12","Fontana, A.P.; Forzza, R.C.; Fraga, C.N.; Kollmann, L.; Labiak, P.H.; Forzza, R.C.; Fraga, C.N.; Kollmann, L.; Labiak, P.H.","4809","2008","02","12","Southern America","Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Trilha para o Forninho","-41.083611","-20.516111","-41.083611","-20.516111","1100","1400","Rupestre em paredão vertical, no sol. Flores brancas. Frutos verdes.; Floresta Ombrófila Densa Altomontana com inselbergues.","MBM392882","MBM392882",NA,NA,NA
"2","2021-02-11 17:21:01-03","UFPR","UPCB","63086","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","rupicola","Polystachya rupicola","Brade","Machnicki-Reis, M. | Smidt, E. C.","2015","07",NA,"Urben-Filho, A.","153","2008","09","17",NA,"Brasil","Paraná","Telêmaco Borba","Poço Preto.","-50.7","-19.516667","-50.7","-19.516667",NA,NA,NA,"UPCB0036275","UPCB0036275",NA,NA,NA
"3","2021-02-11 17:21:01-03","UFPR","UPCB","70605","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","rupicola","Polystachya rupicola","Brade","Fontana, A.P.","2008","02","12","Fontana, A.P.","4809","2008","02","12",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","1100","1400","Rupestre em paredão vertical, no sol. Flores brancas. Frutos verdes. Material prensado em alcool..","UPCB0036274","UPCB0036274",NA,NA,NA
"4","2021-02-11 17:21:01-03","UFPR","UPCB","65179","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","rupicola","Polystachya rupicola","Brade","Machnicki-Reis, M. | Smidt, E.C.","2008","12","07","Bonnet, A.","550171","2008","06","24",NA,"Brasil","Paraná","Telêmaco Borba","Salto Mauá, margens do Rio Tibagi.","-50.6156005859375","-24.3239002227783",NA,NA,"550","550","Epífita, ecótono (FOM e FES)..","UPCB0036276","UPCB0036276","35037","auto",NA
"5","2020-07-10 09:48:31-03","MBML","MBML-HERBARIO","13654",NA,"Plantae","Orchidaceae","Polystachya","rupicola","Polystachya rupicola","Brade","Fraga/17-07-2003",NA,NA,NA,"L. Kollmann; et al","3196","2000","10","13",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Rupícola no sol. Flores brancas.","MBML013654",NA,NA,NA,NA
"6","2020-09-03 12:03:27-03","MBML","MBML-HERBARIO","34391",NA,"Plantae","Orchidaceae","Polystachya","rupicola","Polystachya rupicola","Brade","A.P. Fontana/12-02-2008",NA,NA,NA,"A. P. Fontana; et al","4809","2008","02","12",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha para o Forninho","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,NA,"MBML034391",NA,NA,NA,NA
"7","2020-07-10 09:48:31-03","MBML","MBML-HERBARIO","49915",NA,"Plantae","Orchidaceae","Polystachya","rupicola","Polystachya rupicola","Brade",NA,NA,NA,NA,"Chiron","12106","2012","04","02",NA,"Brasil","Espírito Santo","Conceição do Castelo","Capijuma","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,NA,"MBML049915","MBML049915","17824","auto",NA
"8","2020-07-23 12:17:27-03","CEPLAC","CEPEC","125936","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","rupicola","Polystachya rupicola",NA,"A. P. Fontana",NA,NA,NA,"A. P. Fontana","4809","2008","02","12",NA,"Brasil","Espírito Santo","castelo","Trilha para o Forninho.","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA,"12/02/2008"
