"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag"
"1","2021-02-08 12:50:46-03","UFRGS","ICN","092244","S","Plantae","Monocotyledon","Bromeliaceae","Tillandsia","aff. jonesii","Tillandsia aff. jonesii","Strehl","Büneker, H M","2015","10","22","Fernandes, I","551","1989","09","10","América do Sul","Brasil","RS","Taquari","Morro dos cavalos","-51.8643989562988","-29.7996997833252","21657","Flores lilases.; Em paredão sul.","ICN00030225","auto"
"2","2020-02-28 17:39:18-03","MCN-FZBRS","HAS","36046","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Tillandsia","jonesii","Tillandsia jonesii","Strehl",NA,NA,NA,NA,"Strehl, T.","1302","1994","09",NA,NA,"Brasil","Rio Grande do Sul","Riozinho","Riozinho, no penhasco da cachoeira do Chuvisqueiro","-50.4524993896484","-29.6410999298096","18583",NA,"HAS0036046","auto"
