"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","individualCount","typeStatus"
"11","2020-11-19 10:22:30-03","CPAP","CPAP","16653","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","T. M. Pedersen","Hatschbach, G.","60839","1994","06","09",NA,"Brasil","MS","Corumbá","Banda Alta","-57.6533012390137","-19.0091991424561",NA,"Erva reptante. FLOR: alvescente. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Lajeados rochosos. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,"295160","auto",NA,NA,"1995",NA,NA,NA,NA,NA
"12","2020-11-19 10:22:30-03","CPAP","CPAP","1492","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.",NA,"Pott, V. J.","212","1985","09","12",NA,"Brasil","MS","Ladário","Cidade de Ladário","-57.6016998291016","-19.0046997070312",NA,"Rasteira. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo calcário, pedregoso. RELEVO: .",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-19 10:22:30-03","CPAP","CPAP","5283","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","J. C. Siqueira","Pott, V. J.","561","1988","09","09",NA,"Brasil","MS","Corumbá","Bandalta.","-57.6533012390137","-19.0091991424561",NA,"Erva rasteira. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo rochoso. Local muito seco, com Cactaceas e Dyckia. SUBSTRATO: minério de Ferro, afloramento. RELEVO: .",NA,NA,NA,NA,"295160","auto",NA,NA,"1989","03",NA,NA,NA,NA
"14","2020-11-19 10:22:30-03","CPAP","CPAP","2444","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.",NA,"Rego, S. C. A.","760","1986","08","07",NA,"Brasil","MS","Corumbá","Estrada Corumbá - Porto da Manga, Bandalta","-57.6533012390137","-19.0091991424561",NA,"FLOR: branca. RELEVO: plano.",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0000406","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","T. M. Pedersen","G. Hatschbach; V. Pott, J. M. Silva","60839","1994","6","9",NA,"Brazil","Mato Grosso do Sul",NA,"Banda Alta (Mun. Corumba).","-57.65","-19.0167",NA,"Reptante, inflorescencia alvescente, Lajeados rochosos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-07 11:40:36-03","UFMS","CGMS","19590","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","A. Pott; G.A. Damasceno-Junior","W.M. Ramos; A.M.R. Oliveira; D.R. Neves; C.B. Silva","85","2007","08","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Bancada Laterítica.","-57.5594444","-19.1655556",NA,NA,"CGMS1048903",NA,"-57,5594444","-19,1655556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-07 11:40:36-03","UFMS","CGMS","36403","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","V.J. Pott","V.J. Pott; A. Pott","7408","2004","11","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Banda Alta, próximo ao mirante; estrada da Manga (Estrada Paque), cerca de 7 Km da BR-264.","-57.55","-19.1647222",NA,"Flor branca. Duplicata CPAP, CEN, MBM. Habitat: Bancada rasteira, 0,05-0,10m de altura.Esparsa. Habito: Erva rasteira. 0,05-0,01m. Esparsa.","CGMS1065808",NA,"-57,55","-19,1647222",NA,NA,"190","190",NA,NA,NA,NA,NA,NA
"18","2021-04-07 11:40:36-03","UFMS","CGMS","41019","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","G.A. Damasaceno-Junior","G.A. Damasceno-Junior; A.G.Boaretto; C.A. Carollo; R.H. Silva; A.R.Q. Paredes","5321","2013","11","16",NA,"Brasil","Mato Grosso do Sul","Corumbá","Bancada laterítica.","-57.5580556","-19.1644444",NA,"Flor creme. Habitat: Bancada laterítica (afloramento). Habito: Erva rasteira.","CGMS1071002",NA,"-57,5580556","-19,1644444",NA,NA,NA,NA,"2013","11","16",NA,NA,NA
"19","2021-04-07 11:40:36-03","UFMS","CGMS","38690","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","R.H.Silva","R.H. Silva; J.P. Souza; G. Guimarães; E.L. Siqueira","963","2013","01","27",NA,"Brasil","Mato Grosso do Sul","Corumbá","Afloramento rochoso.","-57.55","-19.1633333",NA,"Flor branca. Fruto ausente. Habitat: Afloramento rochoso. Bancada laterítica. Relevo com elevações. Plano. Habito: Erva prostada. 0,02m de altura.","CGMS1068080",NA,"-57,55","-19,1633333",NA,NA,"183","183","2013","01","27",NA,NA,NA
"20","2021-04-07 11:40:36-03","UFMS","CGMS","43099","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","Pe. Josafá C. Siqueira","V.J. Pott; I.H. Ishii; R. Pereira; N.C. Bueno; N. Lopo; N. Lopo","561","1988","09","09",NA,"Brasil","Mato Grosso do Sul","Corumbá","Bandalta.","-57.6533012390137","-19.0091991424561",NA,"Flor branca. Habitat: Campo rochoso. Substrato: minério de ferro afloramento. Habito: Erva rasteira com xilopódio.","CGMS1073081",NA,NA,NA,"295160","auto",NA,NA,"1989",NA,NA,NA,NA,NA
"21","2021-04-07 11:40:36-03","UFMS","CGMS","43100","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","V.J. Pott","V.J. Pott","212","1985","09","12",NA,"Brasil","Mato Grosso do Sul","Ladário","Ladário.","-57.6016998291016","-19.0046997070312",NA,"Época bem seca. Habitat: Solo calcário, pedregoso. Habito: Rasteira.","CGMS1073082",NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:11:24-03","MBM","MBM","414824","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E. Holzh.","Pott, V.J.","Pott, V.J.; Pott, A.; Pott, A.","7408","2004","11","26","Southern America","Brazil","Mato Grosso do Sul","Corumbá","Banda Alta, Próximo ao mirante; estrada da Manga (Estrada Parque), cerca de 7 km da BR-264.","-57.559806","-19.164056",NA,"Erva rasteira 5-10cm alt. Esparso. Flor: branca; Bancada laterítica com xerófitas (deuterochonia meziana, Sellaginela sellowii). Solo minério de ferro. Relevo quase plano.","MBM414824",NA,"-57.559806","-19.164056",NA,NA,"190","190","2004","11",NA,NA,NA,NA
"23","2020-12-21 16:11:24-03","MBM","MBM","21223","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E. Holzh.","Pedersen, T.M.","Hatschbach, G.","29522","1972","04","15","Southern America","Brazil","Mato Grosso","Corumbá","Serra do Urucum",NA,NA,NA,"Reptante, flor alvacenta.; Lageados, base dos morros.","MBM021223","MBM021223",NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA
"24","2020-12-21 16:11:24-03","MBM","MBM","167235","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E. Holzh.","Pedersen, T.M.","Hatschbach, G.; Pott, V.; Silva, J.M.; Pott, V.; Silva, J.M.","60839","1994","06","09","Southern America","Brazil","Mato Grosso do Sul","Corumbá","Banda Alta","-57.6533012390137","-19.0091991424561",NA,"Reptante; inflorescência alvacenta.; Lajeados rochosos.","MBM167235",NA,NA,NA,"295160","auto",NA,NA,"1995",NA,NA,NA,NA,NA
"25","2019-11-01 15:27:51-03","PUC-RIO","FCAB","5915","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.",NA,"G.A. Damasceno Junior; Leone, S.V.; Culau, R.; Nepomuceno, E.; Juracy, A.R.M.","1113","1997","07","24",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda Bandalta","-57.6016998291016","-19.0046997070312",NA,"&nf;; Erva prostrada; flor creme; fruto; solo - bancada laterítica","005915",NA,NA,NA,"23141","auto","150","150",NA,NA,NA,NA,NA,NA
"26","2021-02-11 17:17:47-03","UFPR","UPCB","29496","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","Pedersen, T.M.","Hatschbach, G.","60839","1994","06","09",NA,"Brasil","Mato Grosso do Sul","Corumbá","Banda Alta","-57.6533012390137","-19.0091991424561",NA,"Reptante, inflorescência alvecente. Lajeados rochosos..",NA,NA,NA,NA,"295160","auto",NA,NA,"1995","01","01",NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","2706052","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E. Holzh.",NA,"G. Hatschbach","29522","1972","4","15","South America - Neotropics","Brazil","Mato Grosso do Sul","Corumbá","Serra do Urucum","-57.6533012390137","-19.0091991424561",NA,NA,"US01340649","US01340649_01",NA,NA,"295160","auto",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"28","2020-09-12 05:00:02-03","US","US","2223677","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E. Holzh.",NA,"C. H. Lankester","s.n.","1937","6","23","South America - Neotropics","Brazil","Mato Grosso",NA,"Sao Joao, Corumba.",NA,NA,NA,NA,"US00102779","US00102779_01",NA,NA,NA,NA,"160","160",NA,NA,NA,"Dicotyledonae","1","Isotype"
"29","2020-09-02 16:19:12-03","Cenargen","CEN","106483","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","V. J. Pott","Vali Joana Pott","7408","2004","11","26",NA,"Brasil","MS","CORUMBA","Local Banda Alta, próximo ao mirante, estrada da Manga (Estrada Parque), cerca de 7 km da BR-264.","-57.559722","-19.163888","Exsicatas","Bancada laterítica com xerófitas (Deuterochonia meziana, Sellaginela sellowi). Doação - Herbário HMS (8278). Embrapa Gado de Corte. Mato Grosso do Sul - Campo Grande.","CEN00106483","CEN00106483","-57.559722","-19.163888",NA,NA,"190","190","2004","11",NA,NA,"1",NA
"30","2019-11-13 11:14:12-03","USP","SPF","122682","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","Pedersen, TM","Hatschbach, G","60839","1994","06","09",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,"SPF00122682",NA,NA,NA,"295160","auto",NA,NA,"1995",NA,NA,NA,NA,NA
