"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","individualCount","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","00838058","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","T. M. Pedersen","G. G. Hatschbach","29522","1972","04","15","South America","Brazil","Mato Grosso do Sul","Corumbá","Serra do Urucum","-57.6531","-19.0094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838058","NY00838058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00051960","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","T. M. Pedersen","G. G. Hatschbach","60839","1994","04","09","South America","Brazil","Mato Grosso do Sul","Corumbá","Banda Alta.","-57.6531","-19.0094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938997' target='other'> <mi>dwc_moreinfo</mi></a>","NY00051960","NY00051960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-26 18:06:52-03","CPAN-UFMS","COR","17309","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","André, C.B.D.S.","André, C.B.D.S.","184","2015","07","29",NA,"Brasil","Mato Grosso do Sul","Corumbá","Parque Municipal Piraputangas.","-57.6375","-19.242778",NA,"Erva rasteira; inflorescência amarela. Habito: Erva",NA,NA,"57º38'15''W","19º14'34''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-11-26 18:06:52-03","CPAN-UFMS","COR","1380","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.",NA,"Pott;V.J.; Ishii,I.H.; Pereira, R.;Bueno, N.;Lopo, N.","561","1988","08","09",NA,"Brasil","Mato Grosso do Sul","Corumbá","Band#?#Alta. Campo rochoso; afloramento de minério de ferro;.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: branca",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-11-26 18:06:52-03","CPAN-UFMS","COR","918","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","G.A.Damasceno Jr.","Rego, A.","760","1986","08","07",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Corumbá- Porto da Manga, em Band#?#alta. Planície.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: branca",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-11-26 18:06:52-03","CPAN-UFMS","COR","15136","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.",NA,"Takahasi, A.; Ribas, S.M.; Bento de Jesus Filha, M.L.; Monteiro, B.N.C.; Silva, E.B.","971","2006","03","15",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Figueira. sobre lajedo; litólico; plano.","-57.6533012390137","-19.0091991424561",NA,"ramos mais velhos são avermelhados. Folhas pilosas; Com Flor: brancas. Anteras e estigma amarelos; inflorescência com brácteas brancas",NA,NA,NA,NA,"295160","auto","198","198",NA,NA,NA,NA,NA,NA
"7","2020-11-26 18:06:52-03","CPAN-UFMS","COR","14979","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.",NA,"Takahasi, A.; Papa, F.","662","2005","05","11",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Maria Vitória Katurchi. bancada laterítica; litólico; plano.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: creme-esbranquiçada. Estigma amarelo",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-11-26 18:06:52-03","CPAN-UFMS","COR","15170","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.",NA,"Takahasi, A.; Ribas, S.M.; Bento de Jesus Filha, M.L.","1040","2006","06","12",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São João. esparsa sobre solo raso em bancada laterítica; litólico; plano.","-57.6533012390137","-19.0091991424561",NA,"ramos avermelhados na base e ápice esbranquiçado; Com Flor: amarelo-ouro. Anteras amarelas; brácteas esbranquiçadas",NA,NA,NA,NA,"295160","auto","88","88",NA,NA,NA,NA,NA,NA
"9","2020-11-26 18:06:52-03","CPAN-UFMS","COR","4","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","M.S.Lima","Conceição, C.A.","1427","1983","06","27",NA,"Brasil","Mato Grosso do Sul","Corumbá","Margem esquerda do Rio Paraguai. Beira de rio; ;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-11-26 18:06:52-03","CPAN-UFMS","COR","13043","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","centrota","Gomphrena centrota","E.Holzh.","J.C. Siqueira","Damasceno Jr., G.A.; Leone, S.V.; Culau, R.; Nepomuceno, E.; Juracy, A.R.M.","1113","1997","07","24",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda Bandalta. Bancada Laterítica (Lajedo); ; Plano.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: creme",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
