"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"48","2020-12-20 21:17:14-03","UFV","VIC","28462","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby",NA,"Lisboa, M.A.","s.n","1974","04",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Estrada nova do Itacolomi.",NA,"Arbusto.","VIC028462","VIC028462","09","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-20 21:17:14-03","UFV","VIC","36418","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby",NA,"Fernandes, J.M.","630","2008","02",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Próximo ao Juquinha.",NA,"Arbusto, 3 mertros de altura, cálice verde amarelado,corola amarela, legumes secos.","VIC036418","VIC036418","07","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:36:15-03","UFJF","CESJ","41956","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) Irwin & Barneby","P. Hervencio","A.Sampaio","6719","1934","02","América do Sul","Brasil","Minas Gerais","Serra do Cipó Km 136- Estarada da Conceição",NA,"Arbusto 3.0m; flor amarela. Muito frequente.","CESJ041956",NA,"02","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,"1998",NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:36:15-03","UFJF","CESJ","56162","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) Irwin & Barneby","J.G.Rando","V.C. Souza; J .Paula-Souza; G.O. Romão; A.O. Araújo","25193","2001","07","América do Sul","Brasil","Minas Gerais","Serra do Cipó, próximo à estátua do Juquinha. 19º15'30 S, 43º33'04 W. 1500msm.",NA,"Campo rupestre. Arvoreta, ca. 3m alt., cálice vinho, corola amarela, passando a laranja. Viscosíssima.","CESJ056162",NA,"05","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"2007","12","26557","auto",NA,"10",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:30:11-03","UNICAMP","UEC","157686","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Rando, JG","Souza, VC; Souza, JP; Romão, GO; Araújo, AO","25193","2001","07",NA,"Brazil","Minas Gerais","Serra do Cipó, Próximo a estátua do Juquinha. Campo rupestre.",NA,"Arvoreta, ca. 3 m alt.; cálice vinho; corola amarela passando a laranja. Viscosíssima.","UEC015771","UEC015771","05","Santana do Riacho","-43.551111","-19.258333","1500","1500","2007","12",NA,NA,NA,"10","-43.551111","-19.258333",NA,NA,NA,NA
"53","2021-03-01 16:30:11-03","UNICAMP","UEC","133572","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Cota, M","Chacon, RG; et al.","569","2009","11",NA,"Brazil","Minas Gerais","Serra do Cipó, Alto Palácio, região das Vellosia gigantes.",NA,"Árvores com 2,8m de altura. Frutos imaturos veres. Fruto com odor agradável.; Cerrado rupestre.","UEC055789","UEC055789","02","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,"2014","11","60318","auto",NA,"12",NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:12:37-03","UNICAMP","UEC","115653","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Rando, JG","Bittencourt Jr, NS","00/81","2000","09",NA,"Brazil","Minas Gerais","Alto do Palácio Serra do Cipó, Campo rupestre.",NA,"Arbusto. Corola amarela; cálice avermelhado.","UEC037301",NA,"19","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"2013","12","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:12:37-03","UNICAMP","UEC","6395","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Hervêncio, P","Joly, AB; Semir, J","3289","1972","08",NA,"Brazil","Minas Gerais","Conceição do Mato Dentro - Diamantina.",NA,"Muito resinosa, cheiro de pimenta do reino, árvore.","UEC145072",NA,"22","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"1998",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:12:37-03","UNICAMP","UEC","6396","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Hervêncio, P","Joly, AB; Semir, J","2945","1972","08",NA,"Brazil","Minas Gerais","Conceição do Mato Dentro - Diamantina.",NA,"Flores amarelas. Árvore 5m. Viscosa. Cheiro a pimenta.","UEC145070",NA,"20","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"1998",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:12:37-03","UNICAMP","UEC","6397","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Hervêncio, P","Joly, AB; Semir, J; Joly, AM; Martins, F","1381","1972","03",NA,"Brazil","Minas Gerais","Conceição do Mato Dentro - Diamantina.",NA,"Árvore 6 - 7m. Flor amarela, viscosa, cheiro de pimenta do reino.","UEC145071",NA,"06","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"1998",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:12:37-03","UNICAMP","UEC","119710","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Flores, AS","Rodrigues, RS; Flores, A; Barbosa, A","1197","2001","05",NA,"Brazil","Minas Gerais","Serra do Cipó, MG010, Km117., Campo rupestre.",NA,"Arbusto glutinoso, 3m alt., flores amarelas, frutos.","UEC145067",NA,"04","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"2001","10","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:30:11-03","UNICAMP","UEC","179585","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Escobar, NAG; Meyer, FS","211","2013","03",NA,"Brazil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Arbusto, 3m. Ramos grudentos; flores com pétalas amarelas. Única população avistada durante um trajeto até o Pico do Itacolomi. População com aproximadamente 6 indivíduos de porte arbustivo e à beira de um barranco.","UEC037055","UEC037055","07","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-20 10:12:37-03","UNICAMP","UEC","31340","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Cordeiro, I; Kawasaki, ML; Pirani, JR; Furlan, A","7520","1981","10",NA,"Brazil","Minas Gerais","Km 134, Ao longo da Rodovia Belo Horizonte - Conceição do Mato Dentro.&nf;Campo rupestre.",NA,"Arvoreta 4,5m. Cálice e frutos avermelhados, corola amarela, caule viscoso. &nf;Mata ciliar.","UEC145068",NA,"06","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:12:37-03","UNICAMP","UEC","66025","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Hervêncio, P","Pereira, M; Lucca, M","984","1993","03",NA,"Brazil","Minas Gerais","Parque Nac. Serra do Cipó., Campo rupestre. Coletada a +ou- 3Km da Portaria Alto Palácio do IBAMA, na região das Canelas de Ema Gigante.",NA,"Caule com pelos glandulares (pegajoso). Flores amarelas. Arbóreo.","UEC145069",NA,"08","Santana do Riacho","-43.7144012451172","-19.1688995361328","1400","1400","1998",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-27 11:59:43-03","UFPB","JPB","57098","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Lutterbach, A",NA,"2011",NA,"Southern America","Brasil","Minas Gerais","Serra do cipó, #?# condomínio e RPPN Ermos Gerais #?# 2. Presença de resina, óleo. O nome dentata vem dos folíolos que são denteados. Com duplicata.",NA,"; HABITAT: Cerrado; DESC: Flor amarela, cálice esverdeado com fruto presente","JPB0057098",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-06 09:55:24-03","UFOP","OUPR","16811","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Badini, J.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,"Campo. Arbusto. Flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-12-18 15:50:40-03","UFOP","OUPR","33398","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Rando, J.G.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O. &","25193","2001","07",NA,"Brasil","Minas Gerais","Serra do Cipó, Próximo a estátua do Juquinha.",NA,"Arvoreta, ca. 3m alt., cálice vinho, corola amarela passando a laranja. Vicosíssima. Campo rupestre.",NA,NA,"05","Santana do Riacho","-43.551111","-19.258333","1500","1500","2007","12",NA,NA,NA,"10","-43.551111","-19.258333",NA,NA,NA,NA
"65","2019-11-06 09:55:24-03","UFOP","OUPR","11130","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Souza, V.C.; Bortoluzzi, RLC (LEFB)","Schwacke, C.A.W.","s.n.","1892","04",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"22","Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,"2013",NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-06 09:55:24-03","UFOP","OUPR","10018","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Maia, F.V.","Maia, F.V.","25","2001","04",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,"Campo. Arbusto. Flores amarelas com alto teor de resina nos orgãos da planta",NA,NA,"06","Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,"2001","04","12338","auto",NA,"06",NA,NA,NA,NA,NA,NA
"67","2019-11-06 09:55:24-03","UFOP","OUPR","31277","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Pedrosa, L.G.","325","2018","05",NA,"Brasil","Minas Gerais",NA,NA,"Arvoreta, 4m. Flores amarelas. Cultivada, origem do Calais - Parque Estadual do Itacolomi. Campo rupestre.",NA,NA,"21","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-06 09:55:24-03","UFOP","OUPR","27804","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Fortuna-Perez, A.P.","Fortuna-Perez, A.P.; Messias, M.C.T.B.","1529","2011","10",NA,"Brasil","Minas Gerais","Estrada para o Parque do Itacolomy. Campo Rupestre quartzítico",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2014","01","44599","auto",NA,"28",NA,NA,NA,NA,NA,NA
"69","2019-11-06 09:55:24-03","UFOP","OUPR","3715","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Roschel, M.B.","Coelho, L.E.","s.n.","1893","05",NA,"Brasil","Minas Gerais","Gambá",NA,"Árvore. Flores amarelas",NA,NA,"05","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2000","06","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-06 09:55:24-03","UFOP","OUPR","15933","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Souza, V.C.; Bortoluzzi, RLC (LEFB)","Badini, J.","s.n.","1985","05",NA,"Brasil","Minas Gerais","Morro do Cachorro",NA,"Campo. Arbusto. Flores amarelas",NA,NA,"29","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2013",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-06 09:55:24-03","UFOP","OUPR","1220","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Roschel, M.B.","Messias, M.C.T.B.; Roschel, M.B. & Silva, J.L.","s.n.","1993","11",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Capoeira. Arbusto. Flores amarelas",NA,NA,"11","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1998","08","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-06 09:55:24-03","UFOP","OUPR","16808","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Lisboa, M.A.","Lisboa, M.A.","s.n.","1974","04",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,NA,NA,"06","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1974","04","44599","auto",NA,"09",NA,NA,NA,NA,NA,NA
"73","2019-11-06 09:55:24-03","UFOP","OUPR","16809","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Roschel, M.B.","Godoy, J.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo. Arbusto. Flores amarelas",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2000","06","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-06 09:55:24-03","UFOP","OUPR","16810","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Roschel, M.B.","Godoy, J.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2000","06","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-06 09:55:24-03","UFOP","OUPR","18006","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Francino, D.M.T.","Francino, D.M.T.","s.n.","2004","03",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo rupestre. Arbusto. Flores amarelas",NA,NA,"23","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2004","03","44599","auto",NA,"23",NA,NA,NA,NA,NA,NA
"76","2019-11-06 09:55:24-03","UFOP","OUPR","18010","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Francino, D.M.T.","Francino, D.M.T.","s.n.","1994","04",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo rupestre. Arbusto. Flores amarelas",NA,NA,"27","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2004","04","44599","auto",NA,"27",NA,NA,NA,NA,NA,NA
"77","2019-11-06 09:55:24-03","UFOP","OUPR","18011","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Francino, D.M.T.","Francino, D.M.T.","s.n.","2004","04",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo rupestre. Arbusto. Flores amarelas",NA,NA,"27","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2004","04","44599","auto",NA,"27",NA,NA,NA,NA,NA,NA
"78","2019-11-06 09:55:24-03","UFOP","OUPR","1812","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Francino, D.M.T.","Francino, D.M.T.","s.n.","2004","04",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo rupestre. Arbusto. Flores amarelas",NA,NA,"27","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2004","04","44599","auto",NA,"27",NA,NA,NA,NA,NA,NA
"79","2019-11-06 09:55:24-03","UFOP","OUPR","8260","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Roschel, M.B.","Messias, M.C.T.B.","s.n.","1996","05",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo quartzítico. Arbusto. Flores amarelas",NA,NA,"29","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"1998","08","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-06 09:55:25-03","UFOP","OUPR","9962","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Maia, F.V.","Maia, F.V.","23","2001","03",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Campo. Arbusto. Flores amarelas",NA,NA,"15","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2001","03","44599","auto",NA,"27",NA,NA,NA,NA,NA,NA
"81","2019-11-06 09:55:24-03","UFOP","OUPR","14152","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Messias, M.C.T.B.","Messias, M.C.T.B.","s.n.","2001","07",NA,"Brasil","Minas Gerais","Saramenha",NA,"Campo rupestre. Arbusto. Corola amarela. Espécie frequente. População restrita a um raio de 1km.",NA,NA,"13","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2001","07","44599","auto",NA,"13",NA,NA,NA,NA,NA,NA
"82","2019-11-06 09:55:24-03","UFOP","OUPR","16149","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Messias, M.C.T.B.","Augusto, J.","s.n.","2002","06",NA,"Brasil","Minas Gerais","Saramenha, Proximo a Novelis",NA,"Campo rupestre. Arbusto. Flores amarelas",NA,NA,"25","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2002","06","44599","auto",NA,"27",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:25:48-03","MBM","MBM","287511","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(VogelVogel) IrwinIrwin & Barneby & Barneby","Souza, V.C.","Souza, V.C.; et al.; et al.","1978","1992","09","Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,"MBM287511","MBM287511","05","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:25:48-03","MBM","MBM","413259","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S. Irwin & Barneby","Rando, J.G.","Snak, C.; Barbosa, A.R.; Silva, C.; Rando, J.G.; Barbosa, A.R.; Silva, C.; Rando, J.G.","667","2011","10","Southern America","Brazil","Minas Gerais","MG - 010 sentido Serro, a direita da rodovia.",NA,"Árvore, cerca de 5 m de altura, caule com glândulas, pegajoso. Lâmina cartácea, levemente discolor. Cálice amarelo-esverdeado-, corola amarela.; Capão associado à área de Campo Rupestre.","MBM413259","MBM413259","14","Santana do Riacho","-43.506667","-19.228611","1360","1360",NA,NA,NA,NA,NA,NA,"-43.506667","-19.228611",NA,NA,NA,NA
"85","2020-12-21 16:25:48-03","MBM","MBM","24269","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(VogelVogel) IrwinIrwin & Barneby & Barneby","Burkart, A.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31582",NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó. Fazenda Palácio",NA,NA,"MBM024269","MBM024269",NA,"Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:25:48-03","MBM","MBM","258654","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(VogelVogel) IrwinIrwin & Barneby & Barneby","Barreto, M.","Sampaio, A.","6719","1934","02","Southern America","Brazil","Minas Gerais","Serra do Cipó, estrada de Conceição, km 136",NA,NA,"MBM258654","MBM258654","02","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:25:48-03","MBM","MBM","352082","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(VogelVogel) IrwinIrwin & Barneby & Barneby","Rando, J.G.","Mello-Silva, R.; et al.; et al.","2867","2005","02","Southern America","Brazil","Minas Gerais","Serra das Ninfas. Fazenda dos Correa. No local de exporação de rocha.",NA,"Arbusto 1,5m alt., entre rochas. Folhas concolores verde-claras. Cálice amarelo-avermelhado. Corola e androceu amarelos. Ovário e estilete verdes.Afloramentos rochosos de quertzito com vegetação herbáceo-arbustiva e grandes populaçõ","MBM352082","MBM352082","18","São Tomé das Letras","-44.9852981567383","-21.7222003936768","1080","1080","2007","12","16076","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-10-21 02:32:26-02","MNHN","RECOLNAT_MNHN_P","P00836015","PreservedSpecimen",NA,NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Barneby","Sellow, F.",NA,NA,NA,NA,"Brésil",NA,"Brasilia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836015' target='other'> <mi>dwc_moreinfo</mi></a>","P00836015","P00836015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"89","2012-02-07 15:18:23-02","MNHN","RECOLNAT_MNHN_P","P00836016","PreservedSpecimen",NA,NA,NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby","Barneby","Sellow, F.",NA,NA,NA,NA,"Brésil",NA,"Brasilia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836016' target='other'> <mi>dwc_moreinfo</mi></a>","P00836016","P00836016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"90","2020-12-11 11:35:44-03","UFMG","BHCB","3534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Cassia","dentata","Cassia dentata","Vogel",NA,"Assunção, WC","s.n.",NA,NA,"Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,"Campo alpino;arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:35:48-03","UFMG","BHCB","134777","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Souza, VC de; Souza, JP; Romão, GO; Araújo, AO","25193","2001","07","Southern America","Brasil","Minas Gerais","Serra do Cipó, Próximo à estátua do Juquinha. Prensado em álcool",NA,"Campo rupestre. Arvoreta, ca. 3m alt.; cálice vinho; corola amarela passando a laranja. Viscosíssima.",NA,NA,"05","Santana do Riacho","-43.551111","-19.258333","1500","1500",NA,NA,NA,NA,NA,NA,"-43.551111","-19.258333",NA,NA,NA,NA
"92","2020-12-11 11:35:48-03","UFMG","BHCB","139886","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Kamino, LHY; Maielo Silva, L","992","2008","06","Southern America","Brasil","Minas Gerais","Beira de estrada Calais.",NA,"Arbusto, flores amarelas avermelhadas com secreção adesiva no caule, cheiro adocicado.","BHCB022628",NA,"26","Ouro Preto","-43.502222","-20.411111","1244","1244","2015","03",NA,NA,NA,"11","-43.502222","-20.411111",NA,NA,NA,NA
"93","2020-12-11 11:35:48-03","UFMG","BHCB","168733","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Ramalho, AJ; Fernandes, AC; Vale, AA; Batista, JAN","97","2010","12","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Próximo ao Sítio do Geraldinho",NA,"Arbusto, 2m de altura. Planta resinosa, flor amarela; Campo rupestre","BHCB025508",NA,"07","Santana do Riacho","-43.591858","-19.288386","1322","1322","2010","12",NA,NA,NA,"07","-43.591858","-19.288386",NA,NA,NA,NA
"94","2020-12-11 11:35:48-03","UFMG","BHCB","65969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","dentata","Chamaecrista dentata","(Vogel) H.S.Irwin & Barneby",NA,"Badini, J","2132",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
