"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode"
"1","2021-03-15 16:37:00-03","NY","NYBG","356022","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","macrophyllum","Urbanodendron macrophyllum","Rohwer","isotype","J. B. Rodrigues","RB134861","1876","07","20","South America","Brazil","Rio de Janeiro","Sambé, Rio Bonito.","sheet","Possivelmente, seja material Colectado por Joao Barbosa Rodrigues (Vide vol. I.F. Bras. Martins) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00356022","NY00356022_01"
"2","2009-06-25 21:22:00-03","MO","MOBOT","1820192","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","macrophyllum","Urbanodendron macrophyllum","Rohwer","Isotype","Anonymous","Anonymous 134861","1876","7","20","South America","Brazil","Rio de Janeiro","Sambe, Rio Bonito.",NA,NA,NA,NA
