"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"49","2021-03-01 16:29:36-03","UNICAMP","UEC","49375","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Riina, R","Tamashiro, JY; Zickel, CS; Salis, SM","20430","1985",NA,NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,"Árvore de 9m.","UEC144000","UEC144000",NA,NA,"23900","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:29:36-03","UNICAMP","UEC","49377","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Riina, R","Tamashiro, JY; Zickel, CS; Salis, SM","20429","1985",NA,NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,"Árvore de 10m.","UEC143998","UEC143998",NA,NA,"23900","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:29:36-03","UNICAMP","UEC","110360","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Riina, R","Spinelli, T; Ahn, YJ; Constâncio, SS; Guerreiro, S","223","2000","01","31",NA,"Brazil","São Paulo","Campinas","Sítio São Francisco","-47.060001373291","-22.8999996185303",NA,"Árvore, 10m, borda da mata, fruto verde.","UEC144002","UEC144002",NA,NA,"23900","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:29:36-03","UNICAMP","UEC","109274","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Riina, R","Constâncio, SS; Spinelli, T; Ahn, YJ","177","1999","10","25",NA,"Brazil","São Paulo","Campinas","Sítio São Francisco","-47.060001373291","-22.8999996185303",NA,"Árvore, 16m, borda da mata, botões em espiga fruto verde.","UEC144001","UEC144001",NA,NA,"23900","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:29:36-03","UNICAMP","UEC","110368","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Riina, R","Spinelli, T; Ahn, YJ; Constâncio, SS; Guerreiro, S","217","2000","01","31",NA,"Brazil","São Paulo","Campinas","Sítio São Francisco","-47.060001373291","-22.8999996185303",NA,"Árvore, 13m, borda da mata, fruto verde.","UEC144003","UEC144003",NA,NA,"23900","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:29:36-03","UNICAMP","UEC","4642","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Riina, R","Martins, FR","10006","1978","09","12",NA,"Brazil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga, Mata Capetinga.","-47.4700012207031","-21.7099990844727",NA,"Árvore 12m, flores cremes.","UEC144014","UEC144014",NA,NA,"24893","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-06 09:55:15-03","UFOP","OUPR","6138","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Caruzo, M.B.R.","Magalhães-Gomes","s.n.","1902","07",NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,"Arbor.",NA,NA,NA,NA,"23900","auto","2006","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:24:20-03","MBM","MBM","164152","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","Caruzo, M.B.R.","Webster, G.L.","25449","1984","10","31","Southern America","Brazil","São Paulo","Campinas","Reserva Florestal Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,"MBM164152","MBM164152",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:24:20-03","MBM","MBM","199138","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","Oliveira, A.S.","Andrade, P.M.; et al.; et al.","470","1984","11","17","Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"MBM199138","MBM199138",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-24 21:04:18-03","MNHN","RECOLNAT_MNHN_P","P00634583","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Lagoa Santa",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634583' target='other'> <mi>dwc_moreinfo</mi></a>","P00634583","P00634583_01 P00634583_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA,NA,NA
"59","2015-09-05 09:08:04-03","MNHN","RECOLNAT_MNHN_P","P05565679","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Krukoff, B.A.",NA,"1931","12","1",NA,"Brasil","Mato Grosso",NA,"Source of the Jatuaranha River. Machado River Region.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05565679' target='other'> <mi>dwc_moreinfo</mi></a>","P05565679","P05565679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1581",NA,NA
"60","2015-09-05 09:08:04-03","MNHN","RECOLNAT_MNHN_P","P05565680","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Mexia, Y.",NA,"1930","11","25",NA,"Brasil","Minas Gerais",NA,"Districto Rio Branco. Road to São Geraldo; Retiro de Anton Avelino, in virgin forest.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05565680' target='other'> <mi>dwc_moreinfo</mi></a>","P05565680","P05565680_01","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5356",NA,NA
"61","2015-09-05 09:08:04-03","MNHN","RECOLNAT_MNHN_P","P05565681","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Mosén",NA,"1875","12","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05565681' target='other'> <mi>dwc_moreinfo</mi></a>","P05565681","P05565681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4375",NA,NA
"62","2015-09-05 09:08:04-03","MNHN","RECOLNAT_MNHN_P","P05565682","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Mosén, H.",NA,"1875","12","1",NA,"Brasil","São Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05565682' target='other'> <mi>dwc_moreinfo</mi></a>","P05565682","P05565682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437",NA,NA
"63","2020-12-11 11:35:20-03","UFMG","BHCB","19529","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Stehmann, JR; Braga, PIS","s.n.","1991","11","22","Southern America","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:35:20-03","UFMG","BHCB","18135","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Costa, LVC; et al.","427","1989","11","20","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:35:20-03","UFMG","BHCB","6279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Andrade, PM de; et al.","470","1984","11","17","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434",NA,"Mata atlântica;arbóreo;flores esverdeadas;",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:35:20-03","UFMG","BHCB","43672","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Spósito, TC","s.n.","1998","11","02","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,"flores brancas.",NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:35:20-03","UFMG","BHCB","20848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Stehmann, JR; Arantes, AA","s.n.","1992","10","31","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:18:52-03","UFPR","UPCB","29759","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Oliveira, A.S. de","Andrade, P.M.","470","1984","11","17",NA,"Brasil","Minas Gerais",NA,"Estação Biológica de Caratinga",NA,NA,NA,"Árvore, flor esverdeada..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2013-05-07 06:03:00-03","MO","MOBOT","100428166","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","R. Riina","Ynés Mexia","Mexia 5356","1930","11","25","South America","Brazil","Minas Gerais",NA,"Distrito Rio Branco. Road to São Geraldo; Retiro de Anton Avelino.",NA,NA,NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2011-11-14 13:00:00-02","MO","MOBOT","144923","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","R. Riina","Alwyn H. Gentry|Elsa M. Zardini","Gentry 49188","1985","1","4","South America","Brazil","São Paulo",NA,"SANTA GENEBRA: UNICAMP Forest Reserve near Campinas, Betel.","-47.1333333","-22.8333333",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-2","5",NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1526140","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","M. Nee","Michael H. Nee","Nee 36828","1988","11","18","South America","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, 23 km S of Buena Vista, along Rio Chonta. Lowland tropical evergreen forest.","-63.7","-17.65",NA,NA,NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1534774","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","M. Nee","Michael H. Nee","Nee 37357","1988","12","22","South America","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, along Rio Saguayo, 1 km NE of entrance into first Andean foothills. Tropical evergreen forest on low hills of unconsolidated sediments and edges along river. Guadua angustifolia, Tipuana tipu.","-63.71666","-17.65",NA,NA,NA,NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","2940904","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","L. Croizat","Boris A. Krukoff","Krukoff 1581","1931","12",NA,"South America","Brazil","Mato Grosso",NA,"Source of the Jatuarana River, Machado River region.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2014-04-21 11:55:00-03","MO","MOBOT","2941286","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.",NA,"Mario Saldias P.","Saldias Paz 153","1988","1","21","South America","Bolivia","Santa Cruz","Ichilo","Parque Nal. Amboró. Río Saguayo. Bosque húmedo tropical.","-63.71111","-17.65277",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-10 04:40:00-03","MO","MOBOT","2941419","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","J. Kallunki","Jacquelyn A. Kallunki|José R. Pirani|I. Cordeiro|Pedro L. R. de Moraes","Kallunki 502","1994","2","11","South America","Brazil","Bahia",NA,"Mun. Una, W from Olivença-Una road on road to Vila Brasil just N of Rio Acuipe bridge, then S at 19 km on road to Faz. 2 do Julho. In severely disturbed Southern Bahian Wet forest at top of hill on road to fazenda.","-39.23333","-15.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-01-10 20:45:32-03","INPA","INPA","213109","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Riina, R","Sem Coletor","JBRJ100919","1881","11","26","Southern America","Brasil","Rio de Janeiro","Paraíba do Sul","Fazenda do governo (Hoje Sobral) do Dr. Viriato de Medeiros.","-43.2928009033203","-22.1618995666504",NA,NA,"INPA0213109","INPA0213109 INPA0213109_e INPA0213109_nd",NA,NA,"22368","auto","2013","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-08-31 09:02:20-03","INPA","INPA","14205","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Rodrigues, WA","5532","1963","11","22","Southern America","Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke","-58.966667","-2.883333",NA,NA,"INPA0014205",NA,NA,NA,NA,NA,NA,NA,NA,"-58.966667","-2.883333",NA,NA,NA,NA,NA,NA
"78","2020-06-15 15:30:25-03","UNESP-RC","HRCB","74472","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg.","Henrique Lauand Ribeiro","Ribeiro",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Camanducaia","District of Monte Verde","-46.033667","-22.8887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46º02.020'W","22º53.322'S",NA,NA,NA,NA,NA,NA
"79","2020-06-15 15:30:26-03","UNESP-RC","HRCB","50772","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Cordeiro, I.","De Paula, O.C.","28","2008","02","01",NA,"Brasil","São Paulo","Campinas","Mata Santa Eliza","-47.060001373291","-22.8999996185303",NA,"Árvore, nectários das flores masculinas e femininas de cor vermelha",NA,NA,NA,NA,"23900","auto","2008","11","07",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-15 15:30:26-03","UNESP-RC","HRCB","15208","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Caruzo, M.B.R.","Pagano, S.N.","703","1989","12",NA,NA,"Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,"Material estéril",NA,NA,NA,NA,"21773","auto","2004","03","09",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-15 15:30:26-03","UNESP-RC","HRCB","33723","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Lima, L.R.","Udulutsch, R.G.","146","2000","12","20",NA,"Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,"Árvore, frutos verdes",NA,NA,NA,NA,"21773","auto","2002","06","06",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-15 15:30:26-03","UNESP-RC","HRCB","40404","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Biral, L.","Mania, L.F.","s.n.","2003","12","11",NA,"Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,"Árvore de 30 cm com tronco áspero e não descamante",NA,NA,NA,NA,"21773","auto","2009","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-15 15:30:26-03","UNESP-RC","HRCB","15501","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Guardia, M.C. & Rampin, V.T.","Guardia, M.C.","s.n.","1992","12","11",NA,"Brasil","São Paulo","Rio Claro","UNESP","-47.560001373291","-22.4099998474121",NA,"Árvore 12m. Flores creme amareladas",NA,NA,NA,NA,"21773","auto","1992","12","15",NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-11-24 14:10:39-02","UFLA","ESAL","14557","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Ary T.O.Filho","Villela, EA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Conquista","Mata da Mandioca","-47.5416984558105","-19.9372005462646",NA,"árvore; 24.0; ;; floresta",NA,NA,"5","5","30156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-11-24 14:10:39-02","UFLA","ESAL","17380","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Perdões","Pedra Negra","-45.0914001464844","-21.090799331665",NA,"árvore; 12,00; ;; floresta",NA,NA,NA,NA,"16729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-05-09 11:05:26-03","UFLA","ESAL","20204","S","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","R. Riina","Júlio Cesar E Carvalho","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","São João da Boa Vista",NA,"-46.7900009155273","-21.9599990844727",NA,"árvore; 10, m; amarela;; floresta",NA,NA,NA,NA,"17205","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-17 14:34:32-03","UTFPR-SL","SHPR","1212","PreservedSpecimen","Plantae","Anthophyta",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll. Arg,","L.R Henrique","Ribeiro, H.L. | L.F.R. Ribeiro | A. Xavier","28","2016","04","09","América do Sul","Brasil","Minas Gerais","Camanducaia","Top of the Platô mountain.","-46.033667","-22.8887","exsicata","Shrub, 1,70 m high. Inflorescence with male and female flowers (males on the top and females on the bottom).","SHPR001212",NA,NA,NA,NA,NA,"2018","12","05","46°02'020 W","22°53'322 S",NA,NA,NA,NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","1571743","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"A. Sampaio","842 / 25976",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Peixeiro",NA,NA,NA,"Transcribed by digital volunteers","US01248694","US01248694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","USw31520","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"Collector unknown","RBW 1572",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","1660073","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"B. A. Krukoff","1581","1931","12",NA,"South America - Neotropics","Brazil","Mato Grosso",NA,"Source of the Jatuaraha River, Machado River region.",NA,NA,NA,"Transcribed by digital volunteers","US01248691","US01248691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","1903127","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"B. J. Pickel","1210","1943","12","8","South America - Neotropics","Brazil","Sao Paulo",NA,"S. Paulo. Helvetia.",NA,NA,NA,"Transcribed by digital volunteers","US01248692","US01248692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","3595592","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"W. W. Thomas, J. Jardim, S. C. Sant'Ana & J. L. Paixão","10793","1995","1","15","South America - Neotropics","Brazil","Bahia",NA,"Mun. Ilheus: 2 km NNE of Banco da Vitoria(5.7 km west of bridge over Rio Fundao on road to Itabuna) on road leading to west edge of the Mata da Esperanca.","-39.0911","-14.7772",NA,"Transcribed by digital volunteers","US01248693","US01248693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","1691536","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"Y. Mexia","5356","1930","11","25","South America - Neotropics","Brazil","Minas Gerais",NA,"Rio Branco. Road to Sao Geraldo; Retiro de Anton Avelino.",NA,NA,NA,"Transcribed by digital volunteers","US01248695","US01248695_01","750",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"94","2020-09-02 16:24:37-03","Cenargen","CEN","20255","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","M. B. R. Caruzo","Grady Linder Webster","25449","1984","10","31",NA,"Brasil","SP","CAMPINAS","Reserva Florestal Santa Genebra.","-47.116666","-22.783333","Exsicatas","Semi-deciduous forest. Tree with brown fissured bark; staminate flowers yellowish-white, inodorous, glands reddish with yellow tips. Doação - Botany Departament Herbarium, University of California, and Departamento de Morfologia e Sistemática Vegetais, UNICAMP.","CEN00020255","CEN00020255","650","650",NA,NA,"2007","02",NA,"-47.116666","-22.783333",NA,NA,NA,NA,"1",NA
"95","2020-03-05 14:12:49-03","UNEMAT","HPAN","2987.1","PreservedSpecimen","Plantae","Magnoliidae","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.","Carniello, MA","Carniello, MA; Cruz; Morais, FF; Cruz, WJA; Moraes, MF; Amorim, PRF","5248ARA2","2015","04","01","América","Brasil","Mato Grosso","Araputanga","Vila Cachoeirinha, Aproximadamente 24km NNW da sede do município. Na estrada para a Fazenda São Carlos","-58.439194","-15.264306",NA,NA,"HPAN000002987.1",NA,NA,NA,NA,NA,"2015","07","06","-58.439194","-15.264306",NA,NA,NA,NA,NA,NA
"96","2019-10-07 09:30:52-03","UEFS","HUEFS","178494","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx","Müll.Arg.",NA,"De Paula, O.C.","28","2008","11","01",NA,"Brasil","São Paulo","Campinas","Mata Santa Eliza.","-47.060001373291","-22.8999996185303",NA,NA,"HUEFS0178494",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"97","2019-09-04 18:38:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Syntype",NA,NA,NA
"98","2019-07-09 13:22:28-03","F","FMNH-SEEDPLANTS","V0093320F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"Helmreichen","40",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0093320F","V0093320F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Syntype",NA,NA,NA
"99","2019-07-09 13:27:13-03","F","FMNH-SEEDPLANTS","V0192522F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,NA,"B. A. Krukoff","1581","1931","12",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0192522F","V0192522F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"100","2019-07-09 13:24:15-03","F","FMNH-SEEDPLANTS","V0192523F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",NA,"RRC ID Flag","Y. Mexía","5356",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,"V0192523F","V0192523F_01 V0192523F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"5356",NA,NA
