"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","sex"
"49","2019-02-15 11:47:40-02","IPA","IPA","59582","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1300","1998","05","06","Southern America","Brasil","Piauí","Fazenda São Camilo, rodovia Jerumenha - Guadalupe.","-43.551944","-2.035833","240","240",NA,"Cerrado. Área de pastagem nativa periodicamente roçada. Solo arenoso bem drenado, relevo plano. Erva ereta: Porte herbáceo. anual, espécime disponível somente no período das chuvas. Uso no local: Planta forrageira sendo comestiveis as","IPA0059582",NA,"Renvoize, S.A.","Jerumenha","1998","05","-43.551944","-2.035833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:47:40-02","IPA","IPA","69016","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Silva, K.A.","480","2004","03","28","Southern America","Brasil","Pernambuco","Mundo Novo","-38.228333","-9.088056","420","420",NA,"Herbácea.","IPA0069016",NA,"Costa e Silva, M.B.","Petrolândia","2004","04","-38.228333","-9.088056",NA,NA,NA,NA,"29",NA,NA,NA,NA
"51","2019-02-15 11:47:40-02","IPA","IPA","69053","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Silva, K.A.","605","2004","06","16","Southern America","Brasil","Pernambuco","Mundo Novo, Caatinga/sedimentar.","-38.230833","-9.084444","422","422",NA,"Herbacea.","IPA0069053",NA,"Costa e Silva, M.B.","Petrolândia","2006","08","-38.230833","-9.084444",NA,NA,NA,NA,"03",NA,NA,NA,NA
"52","2019-02-15 11:47:40-02","IPA","IPA","81365","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Miranda, A.M.; Félix, L.P.; Guedes, M.L.; Grillo, M.; Félix, L.P.; Guedes, M.L.; Grillo, M.","880","1993","06","01","Southern America","Brasil","Pernambuco","Ilha da Rata. Sobre guano, próximo a praia.","-32.416667","-3.166667",NA,NA,NA,"Erva protumbente, segmentos vegetativos verdes, espiguetas verdes, depois amareladas.","IPA0081365",NA,"Longhi-Wagner, H.","Ilha de Fernando de Noronha","2004","08","-32.416667","-3.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-02-15 11:47:40-02","IPA","IPA","81366","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Miranda, A.M.","3186","1999","04","07","Southern America","Brasil","Pernambuco","Baia do Sueste.",NA,NA,NA,NA,NA,"Erva ereta, segmentos vegetativos e reprodutivos verdes.","IPA0081366",NA,"Costa e Silva, M.B.","Ilha de Fernando de Noronha","2006","05",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"54","2019-02-15 11:47:40-02","IPA","IPA","81367","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Miranda, A.M.","3495","1999","06","10","Southern America","Brasil","Pernambuco","Próximo ao IBAMA.",NA,NA,NA,NA,NA,"Erva estolonífera, segmentos vegetativos e reprodutivos verdes.","IPA0081367",NA,"Costa e Silva, M.B.","Ilha de Fernando de Noronha","2006","05",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"55","2019-02-15 11:47:40-02","IPA","IPA","81383","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Miranda, A.M.","3275","1999","04","14","Southern America","Brasil","Pernambuco","Açude do Xaréu.",NA,NA,NA,NA,NA,"Erva estolonífera, segmentos vegetativos e reprodutivos verdes. Freqüente.","IPA0081383",NA,"Oliveira, R.P.; Longhi-Wagner, H.","Ilha de Fernando de Noronha","2004","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-02-15 11:47:40-02","IPA","IPA","23349","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Luetzelburg","26789","1935","02","02","Southern America","Brasil","Ceará","Granjeiro, tabuleiro.","-39.4094009399414","-7.23416996002197",NA,NA,NA,"80 cm de altura.","IPA0023349",NA,"Costa e Silva, M.B.","Crato","2006","08",NA,NA,"30071","auto",NA,NA,"03",NA,NA,NA,NA
"57","2019-02-15 11:47:40-02","IPA","IPA","23352","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Luetzelburg","26678","1935","08",NA,"Southern America","Brasil","Ceará","Guaribas, Arenito.","-39.4094009399414","-7.23416996002197",NA,NA,NA,"Só no inverno.","IPA0023352",NA,"Costa e Silva, M.B.","Crato","2006","08",NA,NA,"30071","auto",NA,NA,"03",NA,NA,NA,NA
"58","2019-02-15 11:47:40-02","IPA","IPA","14038","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Luetzelburg","28087","1935","12",NA,"Southern America","Brasil","Ceará","Taboleiro.","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"IPA0014038",NA,"Costa e Silva, M.B.","Crato","2006","08",NA,NA,"30071","auto",NA,NA,"03",NA,NA,NA,NA
"59","2019-07-26 11:40:56-03","IPA","IPA","55881","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Neto Carvanho, A.","55881","1992","12",NA,"Southern America","Brasil","Pernambuco","Chapada do Araripe, Estação Experimental do IPA.","-40.4982986450195","-7.57610988616943",NA,NA,NA,"Projeto de Ensaio de Herbicida - Nildo Tabosa Parcela (1 - III).","IPA0055881",NA,"Gallindo, F.","Araripina","1996","03",NA,NA,"41571","auto",NA,NA,NA,NA,NA,NA,NA
"60","2019-02-15 11:47:40-02","IPA","IPA","26755","S","Plantae","Plantae",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Coradin, L.; Porzecanski, I.; Ataíde, M.; Porzecanski, I.; Ataíde, M.","2489","1980","05","22","Southern America","Brasil","Pernambuco","BR - 232, Serra Talhada - Salgueiro, km 84. Caatinga. Solo arenoso. Alt. ca. 450 m.","-39.1192016601562","-8.07417011260986",NA,NA,NA,"Decumbente. Folha, inflorescência. Independente. Forrageiro. Frequente.","IPA0026755",NA,"Costa e Silva, M.B.","Salgueiro","2007","01",NA,NA,"37784","auto",NA,NA,"18",NA,NA,NA,NA
"61","2021-04-07 11:47:16-03","UFMS","CGMS","54936","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","G.M. Shiroma; A.L.S. Fachardo; P.I. Martins; A. Pott","20","2015","11","10",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Varzeas do Rio Ivinhema.","-53.7183334","-22.9297223","236","236",NA,"Flor roxa. Habitat: Solo arenoso. Relevo plano. Habito: Erva. 0,60 m de altura","CGMS1084902",NA,"P.I. Martins","Jateí","2015","11","-53,7183334","-22,9297223",NA,NA,NA,NA,"10",NA,NA,NA,NA
"62","2021-04-07 11:47:16-03","UFMS","CGMS","20564","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","L.M. Ribeiro; M.C. Pereira; A. Guglieri","8","2007","09","23",NA,"Brasil","Mato Grosso do Sul","Recanto Anjo de Luz. Córrego Boa Sorte.","-54.8293991088867","-19.8316993713379",NA,NA,NA,"Inflorescência com 4-5 ramos.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PROD","CGMS1049958",NA,"A. Guglieri","Corguinho","2008","06",NA,NA,"56513","auto",NA,NA,"21",NA,NA,NA,NA
"63","2019-11-27 13:51:44-03","UFS","ASE","547","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach","Fonseca, MR","ASE547","1978","03","09","Southern America","Brasil","Sergipe","Faz. Caraíba","-36.959167","-10.4275",NA,NA,NA,"Erva estolonífera.; Erva estolonífera.; Em pastagem","ASE0012902","ASE0012902","Canto-Dorow, T","Muribeca","2001","07","-36.959167","-10.4275",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-05-21 10:21:44-03","UFCG","CSTR","1633","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Maciel, J.R.; Pinheiro, K.; Amorim, D.; Lucena, M.F.A. & Córdula, E.","187","2006","05","30",NA,"Brasil",NA,"Caatinga arbustiva densa.",NA,NA,NA,NA,NA,"Cespitosa ereta.; Serra do Tigre.",NA,NA,"Maciel, J.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:20:26-03","UNICAMP","UEC","53962","S","Plantae","Liliopsida",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Valls, JFM; Silva, GP; Veiga, RFA","8488","1985","03","24",NA,"Brazil","Maranhão","9Km a Oeste da Ponte sobre o Rio Parnaib ao longo da Rod. BR-316.","-4.425","-5.066667","170","170",NA,"Erva estolonifera com colmos floriferos ascendentes.; Cerrado muito perturbado. Solo arenoso vermelho-claro friavel. Relevo ondulado.","UEC183980","UEC183980","Canto-Dorow, T","Timon","2001","07","-4.425","-5.066667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:20:26-03","UNICAMP","UEC","16852","S","Plantae","Liliopsida",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Hatschbach, G","3865","1957","04","24",NA,"Brazil","Paraná",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,"Terrenos baldios.","UEC183979","UEC183979","Canto-Dorow, T","Bocaiúva do Sul","2001","07",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:20:26-03","UNICAMP","UEC","161748","S","Plantae","Liliopsida",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Kranz, WM","251","1988","04","26",NA,"Brazil","Paraná",NA,"-52.3368988037109","-22.851900100708",NA,NA,NA,"Invasora.","UEC009626","UEC009626","Longhi-Wagner, HM","São João do Caiuá","2008",NA,NA,NA,"14860","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-19 14:08:48-03","UFRPE","PEUFR","13560","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","A.M. Miranda; L.P. Félix; M.L. Guedes; M. Grillo","798","1993","05","31",NA,"Brasil","Pernambuco",NA,"-32.425","-3.836111",NA,NA,NA,"Erva rizomatosa; decumbente; caule quando velho marrom claro; quando jovem verdes; flores e folhas verdes; frequente","PEUFR013560",NA,"H. Longhi-Wagner","Ilha de Fernando de Noronha","2004","08","32°25'30''W","03°50'10''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-19 14:08:48-03","UFRPE","PEUFR","13613","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","A.M. Miranda; L.P. Félix; M.L. Guedes; M. Grillo","849","1993","06","01",NA,"Brasil","Pernambuco","Ilha da rata","-32.425","-3.836111",NA,NA,NA,"Erva decumbente; inflorescência verde","PEUFR013613",NA,"M.B. Costa e Silva","Ilha de Fernando de Noronha","2006","05","32°25'30''W","03°50'10''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-19 14:08:48-03","UFRPE","PEUFR","13643","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","A.M. Miranda; L.P. Félix; M.L. Guedes; M. Grillo","880","1993","06","01",NA,"Brasil","Pernambuco","Ilha da rata","-32.425","-3.836111",NA,NA,NA,"Erva protumbente; segmentos vegetativos verdes; espiguilhas verdes; depois amareladas","PEUFR013643",NA,"M.B. Costa e Silva","Ilha de Fernando de Noronha","2006","05","32°25'30''W","03°50'10''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-19 14:08:48-03","UFRPE","PEUFR","13825","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","A.M. Miranda; L.P. Félix; M.L. Guedes; M. Grillo","941","1993","06","02",NA,"Brasil","Pernambuco","Morro do Francês","-32.425","-3.836111",NA,NA,NA,"Erva decumbente; parte vegetativa e reprodutiva verde; frequente","PEUFR013825",NA,"H. Longhi-Wagner","Ilha de Fernando de Noronha","2004","08","32°25'30''W","03°50'10''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-19 14:08:48-03","UFRPE","PEUFR","13985","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","A.M. Miranda; L.P. Félix; M.L. Guedes; M. Grillo","1007","1993","06","04",NA,"Brasil","Pernambuco","Praia de Atalaia","-32.425","-3.836111",NA,NA,NA,"Porção vegetativa verde; reprodutiva marrom","PEUFR013985",NA,"M.B. Costa e Silva","Ilha de Fernando de Noronha","2006","05","32°25'30''W","03°50'10''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:04:55-03","FURB","FURB","43891","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Funez, L.A.","2763","2014","03","15",NA,"Brasil","Santa Catarina","Bairro Trindade.","-48.5247223","-27.5927777","63","63",NA,NA,"FURB39560","FURB39560","Funez, L.A.","Florianópolis","2017","03","-48.5247223","-27.5927777",NA,NA,NA,NA,"08",NA,NA,NA,NA
"74","2020-10-14 10:04:55-03","FURB","FURB","46229","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Funez, L.A.","3694","2014","11","15",NA,"Brasil","Santa Catarina","Gravatá, instalações do Condomínio Praia de Gravatá.","-48.6383333","-26.8311111","6","6",NA,NA,"FURB38877","FURB38877","Funez, L.A.","Navegantes","2017","03","-48.6383333","-26.8311111",NA,NA,NA,NA,"08",NA,NA,NA,NA
"75","2020-12-14 16:14:29-03","UFC","EAC","42900","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Lima-Verde, L.W.; Barros, E.O.","632","1997","04","09","Southern America","Brasil","Ceará","Gameleira de Cima, Substrato: planossolo solódico.","-40.280222","-6.719167",NA,NA,NA,"Erva.; Caatinga arbustivo-arbórea","EAC0042900","EAC0042900","Renvoize, S.A.","Aiuaba","1998","04","-40.280222","-6.719167",NA,NA,NA,NA,"17",NA,NA,NA,NA
"76","2019-11-25 12:12:29-03","UFSM","SMDB","6755","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Zanin, A","07770","1999","03","20",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"SMDB006755",NA,"Canto-Dorow, T,S","Rio das Contas","1999","04",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA
"77","2019-11-25 12:12:29-03","UFSM","SMDB","6676","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","0s.n.0","1998","10","30",NA,"Brasil","Bahia",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"SMDB006676",NA,"Canto-Dorow, T,S","Ilhéus","1998","10",NA,NA,"61245","auto",NA,NA,"30",NA,NA,NA,NA
"78","2019-11-25 12:12:29-03","UFSM","SMDB","6678","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","0s.n.0","1998","11","04",NA,"Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"SMDB006678",NA,"Canto-Dorow, T,S","Brasília","1998","11",NA,NA,"70570","auto",NA,NA,"04",NA,NA,NA,NA
"79","2019-11-25 12:12:29-03","UFSM","SMDB","6603","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","04970","1997","04","25",NA,"Brasil","Mato Grosso do Sul",NA,"-54.8602981567383","-20.4421997070312",NA,NA,NA,NA,"SMDB006603",NA,"Canto-Dorow, T,S","Terenos","2001","07",NA,NA,"52758","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-25 12:12:29-03","UFSM","SMDB","6605","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","04980","1997","04","25",NA,"Brasil","Mato Grosso do Sul",NA,"-54.8602981567383","-20.4421997070312",NA,NA,NA,NA,"SMDB006605",NA,"Canto-Dorow, T,S","Terenos","1998","06",NA,NA,"52758","auto",NA,NA,"02",NA,NA,NA,NA
"81","2019-11-25 12:12:29-03","UFSM","SMDB","6612","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","05470","1997","04","28",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,"SMDB006612",NA,"Canto-Dorow, T,S","BR-060","2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-25 12:12:29-03","UFSM","SMDB","6611","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","05490","1997","04","29",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,"SMDB006611",NA,"Canto-Dorow, T,S",NA,"2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-25 12:12:29-03","UFSM","SMDB","6673","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","0s.n.0","1998","10","30",NA,"Brasil","Bahia",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"SMDB006673",NA,"Canto-Dorow, T,S","Ilhéus","1998","10",NA,NA,"61245","auto",NA,NA,"30",NA,NA,NA,NA
"84","2019-11-25 12:12:29-03","UFSM","SMDB","6615","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","0531-A0","1997","04","28",NA,"Brasil","Mato Grosso do Sul",NA,"-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"SMDB006615",NA,"Canto-Dorow, T,S","Campo Grande","2001","07",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-25 12:12:29-03","UFSM","SMDB","6601","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","05110","1997","04","26",NA,"Brasil","Mato Grosso do Sul",NA,"-56.1380996704102","-21.4803009033203",NA,NA,NA,NA,"SMDB006601",NA,"Canto-Dorow, T,S","Jardim","2001","07",NA,NA,"79469","auto",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-25 12:12:29-03","UFSM","SMDB","6609","S","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Canto-Dorow, T,S","05160","1997","04","26",NA,"Brasil","Mato Grosso do Sul",NA,"-56.1380996704102","-21.4803009033203",NA,NA,NA,NA,"SMDB006609",NA,"Canto-Dorow, T,S","Jardim","1998","06",NA,NA,"79469","auto",NA,NA,"03",NA,NA,NA,NA
"87","2020-12-21 16:40:17-03","MBM","MBM","107566","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Hage, J.L.; et al.; et al.","1864",NA,NA,NA,"Southern America","Brazil","Bahia","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"MBM107566","MBM107566","Canto-Dorow, T.","Ilhéus",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:40:17-03","MBM","MBM","45516","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Castellanos, A.","25865","1966","03","19","Southern America","Brazil","Bahia","Mina Caraíba",NA,NA,NA,NA,NA,NA,"MBM045516","MBM045516","Canto-Dorow, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:40:17-03","MBM","MBM","26021","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Hatschbach, G.","3865",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaí","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM026021","MBM026021","Canto-Dorow, T.","Bocaiúva do Sul",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"90","2015-09-04 08:00:36-03","MNHN","RECOLNAT_MNHN_P","P00166290","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Philcox, D.|Fereira, A., Bertoldo J.",NA,"1968","12","6",NA,"Brésil",NA,"Mato Grosso, Base Camp",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166290' target='other'> <mi>dwc_moreinfo</mi></a>","P00166290","P00166290_01","Vega & Rúgolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3420",NA,NA,NA
"91","2015-09-14 18:29:50-03","MNHN","RECOLNAT_MNHN_P","P00166292","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,"Bords du Rio Tocantins",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166292' target='other'> <mi>dwc_moreinfo</mi></a>","P00166292","P00166292_01","Vega & Rúgolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2450",NA,NA,NA
"92","2015-09-04 00:16:50-03","MNHN","RECOLNAT_MNHN_P","P00166389","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,"Bords du rio Tocantins",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166389' target='other'> <mi>dwc_moreinfo</mi></a>","P00166389","P00166389_01","Vega & Rúgolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2450",NA,NA,NA
"93","2018-09-18 16:33:38-03","MNHN","RECOLNAT_MNHN_P","P00507266","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Hoock, J.",NA,"1956","8","5",NA,"Guyane Française",NA,"Route d'Atkinson",NA,NA,NA,NA,"hb","Cité par E. Judziewicz dans Flora of the Guianas page 182 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507266' target='other'> <mi>dwc_moreinfo</mi></a>","P00507266","P00507266_01","Vega & Rúgolo de Agrasar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1435 a",NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","232835","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 8225","1980","2","1","South America","Brazil","Tocantins","Mpio. Presidente Kennedy. Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. In cracks and shallow gravelly soil depressions on granitic rock outcrop","-48.61666","-3.41666","400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA
"95","2019-10-30 04:39:00-03","MO","MOBOT","2852473","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","R.M. Harley|S.A. Renvoize|C.M. Erskine|C.A. Brighton|R.S. Pinheiro","Harley 16597","1974","3","1","South America","Brazil","Bahia","Serra da Jacobina. West of Estiva, ca. 12km. N. of Senhor do Bonfim on the BA 130 highway to Juazeiro. Lower west facing slopes of serra with television mast. Humid gallery forest among rocks with small stream. This plant growing in open, on edge of gallery forest.","-40.25","-10.3","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2009-06-25 21:29:00-03","MO","MOBOT","2852484","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,"Herb. Lusit.",NA,NA,NA,NA,NA,NA,NA,NA,"L. Rúgolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","1523171","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Michael H. Nee","Nee 37652","1989","1","22","South America","Bolivia","Santa Cruz","Ca. 21 km . SE of Palmar de Oratorio, ca. 14 km. SE of Rio Chore-Chore [Rio Pantano]. Flat plain. fine sandy soil, mostly cleared for soybean and maize fields, edges and disturbed remnants of subtropical semideciduous forest, with Prosopis alba, Anadenanthera macrocarpa, Solanum riparium.","-63.01666","-18.03333","365.00000000",NA,NA,NA,NA,NA,"Gerrit Davidse","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2014-04-04 11:20:00-03","MO","MOBOT","1837688","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","Stephan G. Beck","Beck 17105","1988","10","18","South America","Bolivia","Pando","a few km to the N",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,"Nicolas Suarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"99","2008-05-27 22:02:00-03","MO","MOBOT","1837696","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","F.E. Tollervey","Tollervey 2144","1977",NA,NA,"South America","Bolivia","Santa Cruz","40 km NE of Santa Cruz",NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,"Warnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2015-08-22 05:41:00-03","MO","MOBOT","1921519","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","nuda","Digitaria nuda","Schumach.","R.C. Wingfield","Wingfield 5122","1978","4","7","South America","Venezuela","Falcón","Coro, Jardín Xerofítico. Maleza en el jardín",NA,NA,"5.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
