"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"22","2021-02-18 09:30:07-03","UNESP-IBB","BOTU","26240","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","Cervi, A.C.","Cervi, A.C.","3869","1992","12","12",NA,"Brasil",NA,NA,NA,"BOTU026240",NA,"Santa Catarina","Itapema",NA,NA,NA,NA,NA,NA,"1992","12","9999","9999",NA,NA,NA,NA,NA
"23","2020-11-13 09:20:13-03","UFRJ","RFA","10480","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","G.G. Hatschbach","G.G. Hatschbach","17918","1967","11","22",NA,"Brasil","Barra do Sai",NA,"Arbusto 2 m de altura, pétalas alvas, anteras amarelas","RFA10393",NA,"Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:20:13-03","UFRJ","RFA","19733","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","G.G. Hatschbach","G.G. Hatschbach; A. Kasper","41708","1978","11","10",NA,"Brasil","Col. Maria Luiza",NA,"Arvoreta 4 m de altura, pétalas alvas, estames e anteras amarelas","RFA16544",NA,"Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:20:13-03","UFRJ","RFA","9165","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","G.G. Hatschbach","G.G. Hatschbach","15608","1967","01","02",NA,"Brasil","Pontal do Sul",NA,"Arvoreta 4 m de altura; flor alva com anteras amarelas","RFA27929",NA,"Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:21-03","UFRJ","RFA","11377","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","J.J. Wurdack","P. Occhioni","4725","1971","11","17",NA,"Brasil","Lagoa da Conceição",NA,"Arbusto de flor arroxeada","RFA11088",NA,"Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:31:21-03","UFRJ","RFA","11272","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","J.J. Wurdack","P. Occhioni","4704","1971","11","00",NA,"Brasil","Lagoa da Conceição",NA,"Arbusto de flor lilás","RFA11028",NA,"Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534552","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Hatschbach GG",NA,"1967","12","13","Southern America","Brazil","Morro Grande (Mun. Antonina) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534552","NL-L2534552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534553","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Reitz R; Klein RM",NA,"1957","12","19","Southern America","Brazil","Santa Catarina, Três Barras, Garuva, S. Francisco do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534553","NL-L2534553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.1069856","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069856","NL-L1069856","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14364",NA,NA,NA
"31","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.1069857","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069857","NL-L1069857","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14364",NA,NA,NA
"32","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.1069858","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069858","NL-L1069858","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14364",NA,NA,NA
"33","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534549","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Burchell WJ",NA,NA,NA,NA,"Southern America","Brazil","Brasilia, Prov. Sao Paulo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534549","NL-L2534549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534550","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil","Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534550 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534550","NL-L2534550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:02:55-03","NBC","NL-BOTANY","L.2534551","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil","Rio Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534551","NL-L2534551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:02:55-03","NBC","NL-BOTANY","U 0053673","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053673 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053673",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 14364",NA,NA,NA
"37","2020-02-08 10:02:55-03","NBC","NL-BOTANY","U 0053674","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053674 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053674",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 14364",NA,NA,NA
"38","2020-02-08 10:02:55-03","NBC","NL-BOTANY","U 0286998","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286998",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14364",NA,NA,NA
"39","2020-02-08 10:02:55-03","NBC","NL-BOTANY","U 0286999","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","en route from Itajaí to Guaratuba",NA,"restinga<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286999 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286999",NA,"Santa Catarina",NA,"-53.733333","-26.533333",NA,NA,NA,NA,NA,NA,"-53.733333","-26.533333","Magnoliopsidae","Uw14128",NA,NA,NA
"40","2020-02-08 10:02:55-03","NBC","NL-BOTANY","U.1394878","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","01","Southern America","Brazil","Brasiliae Australis, Est. Paraná/ Santa Catarina. En route from Itajaí to Guaratuba.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394878","NL-U1394878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:02:55-03","NBC","NL-BOTANY","U.1394879","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","02","Southern America","Brazil","Brasiliae Australis. Est. Paraná Restinga behind Pontal do Sul.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394879","NL-U1394879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 10:02:55-03","NBC","NL-BOTANY","WAG.1092929","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Silva JM",NA,"1993","12","12","Southern America","Brazil","Rio da Praia (mun. Guaratuba) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1092929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1092929","NL-WAG1092929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-11-04 11:13:21-03","ESALQ","ESA","64729","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","Romero, R.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23579.0","2000","02","21",NA,"Brasil","Parque Nacional do Caparaó. Beira da estrada entre a Tronqueira e a entrada da trilha para a Cachoeira Bonita",NA,"Árvore, ca. 3,5m alt.; pétalas alvas, estames amarelos","ESA064729","ESA064729","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:13:21-03","ESALQ","ESA","33562","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","Falkenberg, D.B.","Jarenkow, J.A.","2243.0","1992","12","19",NA,"Brasil",NA,NA,NA,"ESA033562","ESA033562","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:13:21-03","ESALQ","ESA","16085","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","Hatschbach, G.","Silva, J.M.","1286.0","1993","12","12",NA,"Brasil",NA,NA,NA,"ESA016085",NA,"Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"41937","auto","1994","01",NA,NA,NA,NA,"01",NA,NA
"46","2021-01-14 15:31:36-03","MN","R","9508","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.","Baumgratz, J.F.A.","Glaziou, A.F.M.","8375","1868","01","28",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009508","R000009508_001","São Paulo","Bocaina","-48.5099983215332","-22.1299991607666",NA,NA,"18396","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-07-26 11:40:41-03","IPA","IPA","62288","S","Plantae","Plantae",NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,"Hoehne, W.","62288","1941","11","02","Southern America","Brasil","Campo de Congonhas",NA,"Árvore; flores alvas.; Brejo.","IPA0062288",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
