"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","order","individualCount"
"11","2021-03-01 16:18:54-03","UNICAMP","UEC","185761","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","Campos-Rocha, A","2014","11","Campos-Rocha, A; Borchsenius Kristensen, F; Saka, MN","1500","2014","11","01",NA,"Brazil","Espírito Santo","Santa Leopoldina","Colina Verde, Morro do Agudo, propriedade de Felipe e Elizabeth dos Santos","-40.724214","-20.173008",NA,"herbácea bulbosa, flores alvas na base e lilases no ápice, frutos imaturos verdes","UEC109153","UEC109153",NA,"01","-40.724214","-20.173008","90","90",NA,NA,NA
"12","2019-08-20 09:58:56-03","UNICAMP","UEC","62491","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Dutilh, JHA","23097","1990","02","23",NA,"Brazil","Bahia","Colônia",NA,NA,NA,NA,"flor, Erva. Em cultivo. Seção de citologia do IAC. Originalmente de Colônia da Bahia.","UEC090432","UEC090432",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:18:54-03","UNICAMP","UEC","185365","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","Campos-Rocha, A","2015","06","Lorenzi, H","6923","2010","10","07",NA,"Brazil","Espírito Santo","Domingos Martins","Brasil- ES- Domingo Martins- Coletado em cultivo no Jardim Botânico Plantarum; trazido de Domingo martins, Espírito Santo, onde ocorre no subosque da floresta ombrófila.","-40.6591987609863","-20.3633003234863","48150","Herbácea, bulbosa, folhas reticuladas, inflorescências eretas e dispostas acima da folhagem, com menos de 25cm dealtura. Flores azuis. Frutos imaturos.","UEC105955","UEC105955","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:18:54-03","UNICAMP","UEC","185658","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","Campos-Rocha, A","2013","11","Campos-Rocha, A; Dutilh, JHA","1269","2013","11","22",NA,"Brazil","Espírito Santo","Domingos Martins","em cultivo em propriedade particular no município de Mogi das Cruzes - SP, proveniente da Reserva Florestal de R. Kautzky","-40.6591987609863","-20.3633003234863","48150","herbácea bulbosa, ca. 30 cm de altura, flores alvas na base e lilases no ápice","UEC109165","UEC109165","auto","22",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:18:54-03","UNICAMP","UEC","185656","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","Campos-Rocha, A","2012","10","Campos-Rocha, A","965","2012","10","11",NA,"Brazil","Espírito Santo","Domingos Martins","em cultivo no Jardim Botânico Plantarum, proveniente da Reserva Florestal de R. Kautzky","-40.6591987609863","-20.3633003234863","48150","herbácea bulbosa, ca. 35 cm de altura, flores alvas na base e lilases no ápice, frutos imaturos esverdeados","UEC109163","UEC109163","auto","11",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:18:54-03","UNICAMP","UEC","185671","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","Campos-Rocha, A","2012","10","Campos-Rocha, A","951","2012","10","04",NA,"Brazil","Espírito Santo","Domingos Martins","em cultivo no Jardim Botânico Plantarum, proveniente da Reserva Florestal de R. Kautzky","-40.6591987609863","-20.3633003234863","48150","herbácea bulbosa, ca. 20 cm de altura, flores alvas na base e lilases no ápice","UEC109176","UEC109176","auto","04",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:18:54-03","UNICAMP","UEC","170483","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Dutilh, JHA","s.n.","2001","10","03",NA,"Brazil","Espírito Santo","Domingos Martins","Reserva Kautsky.","-40.6591987609863","-20.3633003234863","48150","Flores com tépalas brancas na base, até 3/4 do comprimento total, violeta claro nos ápices.","UEC010284","UEC010284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:18:54-03","UNICAMP","UEC","202589","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Costa, IG; Dutilh, JHA; Campos-Rocha, A","770","2015","11","20",NA,"Brazil","Rio de Janeiro","São Fidélis","Localidade de Aracaju.","-41.746898651123","-21.6460990905762","31178","Lâmina membranácea esverdeada; tépalas esbranquiçadas de margeação lilás e base esverdeada; ovário esverdeado. Altura: 25-30cm.; Floresta Estacional Semidecidual Baixo-Montana.","UEC200146","UEC200146","auto",NA,NA,NA,"70","70",NA,NA,NA
"19","2019-08-20 09:58:56-03","UNICAMP","UEC","171099","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Dutilh, JHA","s.n.","1999","01","29",NA,"Brazil","São Paulo","Campinas","Cultivada no IAC, sem procedência","-47.060001373291","-22.8999996185303","23900",NA,"UEC045178","UEC045178","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 09:58:56-03","UNICAMP","UEC","171097","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Dutilh, JHA","s.n.","1990","03","21",NA,"Brazil","São Paulo","Campinas","Cultivada no IAC, sem procedência.","-47.060001373291","-22.8999996185303","23900",NA,"UEC045176","UEC045176","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 09:58:56-03","UNICAMP","UEC","171102","S","Plantae","Liliopsida","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Dutilh, JHA","s.n.","2003","11","11",NA,"Brazil","São Paulo","Nova Odessa","Cultivada no Instituto Plantarum, sem procedência","-47.2900009155273","-22.7700004577637","8440",NA,"UEC045179","UEC045179","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-12 18:11:50-03","UFES","VIES","41650","S","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","R.N. Amaral","2019","04","Rocha Neto, A.C.; Dutilh, J.; Borges, W.","s.n.","2016","10","26",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Início da trilha para a represa velha.","-40.4199981689453","-20.2639007568359","18507",NA,"VIES041650","VIES041650","auto","05",NA,NA,NA,NA,NA,NA,NA
"23","2020-04-27 16:08:29-03","UFES","VIES","24021","S","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","Assis, A.M.","2011","01","Cribari, R.S.; Assis, A.M. & Vago, A.M.","143","2011","01","13",NA,"Brasil","Espírito Santo","Serra","Vertente sudeste. Acesso pelo Bairro Jardim Tropical (Trilha de FURNAS). APA Mestre Álvaro","-40.309722","-20.187222",NA,NA,"VIES024021","VIES024021",NA,"13","40º18'35''W","20º11'14''S","140","140",NA,NA,NA
"24","2021-02-12 18:11:50-03","UFES","VIES","36747","S","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Gurtler, J.; Lirio, G.S.","JAC 265","2017","11","22",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P7).","-40.439444","-18.782222",NA,NA,"VIES036747","VIES036747",NA,NA,"40º26'22''W","18º46'56''S",NA,NA,NA,NA,NA
"25","2021-02-12 18:11:50-03","UFES","VIES","41654","S","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","R.N. Amaral","2019","04","Borges, W.S.; Borges, B.J.P.","s.n.","2017","11",NA,NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Poucos metros após o início da trilha para a usina velha.","-40.480556","-20.272222",NA,NA,"VIES041654","VIES041654",NA,"05","40º28'50''W","20º16'20''S",NA,NA,NA,NA,NA
"26","2020-12-21 16:11:33-03","MBM","MBM","100681","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","Ravenna, P.",NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","46913","1983","10","16","Southern America","Brazil","Espírito Santo","Linhares","Rod. BR-101, 20km S de Linhares","-40.0722007751465","-19.3910999298096","48094",NA,"MBM100681","MBM100681","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","27253",NA,"Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","A. Campos Rocha/12-12-2013",NA,NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2869","2006","09","14",NA,"Brasil","Espírito Santo","Santa Leopoldina","Morro Agudo, Prop.: Dona Maria","-40.431667","-20.093889",NA,"Herbácea botões florais e flores lilás. Fundo de vale.","MBML027253","MBML027253",NA,NA,"40W25'54","20S5'38","150","150",NA,NA,NA
"28","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","31456",NA,"Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","R.N. Amaral/24-01-2018",NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3388","2007","08","30",NA,"Brasil","Espírito Santo","Santa Leopoldina","Colina Verde, Morro do Agudo, D. Maria","-40.43","-20.095556",NA,"Herbáceae, flores com sépalas de cor verde claro, pétalas de base branca e ápice azul. Mata.","MBML031456","MBML031456",NA,NA,"40W25'48","20S5'44","150","150",NA,NA,NA
"29","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","32974",NA,"Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","A. Campos-Rocha/VI-2015",NA,NA,"V. Demuner; T. A. Cruz, M.Belizário.","4896","2008","01","28",NA,"Brasil","Espírito Santo","Santa Leopoldina","Morro Agudo, propr.: Dona Maria","-40.428889","-20.0975",NA,"Herbácea terrestre frutos verdes. Interior de mata.","MBML032974","MBML032974",NA,NA,"40W25'44","20S5'51","135","135",NA,NA,NA
"30","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","27677",NA,"Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","A. Campos Rocha/12-12-2013",NA,NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","639","2006","02","02",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, propr.: Seu Voito.","-40.666944","-18.902778",NA,"Herbácea. Flores lilás. Mata.","MBML027677","MBML027677",NA,NA,"40W40'1","18S54'10","300","300",NA,NA,NA
"31","2021-03-12 08:14:16-03","IMA","MAC","24920","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","A.Alves-Araujo",NA,NA,"R.P.Lyra-Lemos","9482","2006","04","20",NA,"Brasil","Alagoas","Pão de Açúcar","Entra no Meirus, Povoado Rua Nova, Fazenda E","-37.480722","-9.674694",NA,"Erva bulbosa. Flores lilás.","MAC0024920",NA,NA,NA,"-37.480722","-9.674694",NA,NA,NA,NA,NA
"32","2021-02-25 10:11:24-03","CVRD","CVRD","15933","PreservedSpecimen","Plantae","Magnoliophyta","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","Antonio C. Rocha Neto","2018","10","Siqueira, G.S.","1294","2018","10","12","América do Sul","BRASIL","ES","Aracruz",NA,"-40.2733001708984","-19.8202991485596","37987","Col. Adic. Fernando C. A. C. Filho, Fabiano S. Rocha, Ronnie Gonçalves <ll>dwc_commonname:</ll> Lírio roxo","CVRD015933","CVRD015933","auto","12",NA,NA,"295","295","Liliopsida","Asparagales",NA
"33","2021-02-25 10:11:24-03","CVRD","CVRD","15529","PreservedSpecimen","Plantae","Magnoliophyta","Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","A. Campos-Rocha","2015","11","Folli, D.A.","7427","2015","11","16","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","proximo a Weg-Motores <ll>dwc_commonname:</ll> Lírio roxo","CVRD015529",NA,"auto","17",NA,NA,"27","27","Liliopsida","Asparagales",NA
"34","2020-09-12 05:00:02-03","US","US","3090249","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis",NA,NA,NA,NA,"G. Hatschbach & O. A. Guimarães","46913","1983","10","16","South America - Neotropics","Brazil","Espírito Santo",NA,"20 km S of Linhares",NA,NA,NA,NA,"US00042315","US00042315_01",NA,NA,NA,NA,"100","100","Monocotyledonae","Liliales","1"
"35","2019-01-25 15:38:03-02","IAC","IAC","1978","S","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna","L.C. Bernacci","2016","01","A.P. Viégas","s/nº","1937","05","31",NA,"Estados Unidos","New York",NA,"Montani",NA,NA,NA,"Material dos Estados Unidos entregue á Seção de Botânica pelo Sr A.P.Viégas em Setembro de 1938",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 09:59:45-03","IBt","SP","379042","S","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Martins, SE","s.n.","2005","09","20",NA,"Brasil","Rio de Janeiro","Parati",NA,"-44.7131004333496","-23.2178001403809","34470",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-10 11:27:02-03","IBt","SP","390638","S","Plantae",NA,"Amaryllidaceae","Griffinia","espiritensis","Griffinia espiritensis","Ravenna",NA,NA,NA,"Kirizawa, M","3544","2006","09","14",NA,"Brasil","Rio de Janeiro","Parati","Cultivado no Instituto de Botânica","-44.7131004333496","-23.2178001403809","34470",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
