"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","typeStatus","recordNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","eventTime","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","616718","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","arborea","Myrciaria arborea rostrata","Mattos",NA,NA,NA,NA,"G. G. Hatschbach","1966","03","23","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,"NY00616718","NY00616718_01","Estr. Cacatu-Serra Negra",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=482201' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"isotype","14109","Magnoliophyta","Myrtales","rostrata",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","616672","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","axillaris","Myrciaria axillaris","O.Berg",NA,NA,NA,NA,"L. Riedel","1832",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00616672","NY00616672_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138146' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"200","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","616673","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","axillaris","Myrciaria axillaris","O.Berg",NA,NA,NA,NA,"B. Luschnath",NA,NA,NA,"Brazil",NA,NA,"-43.207919","-22.973835",NA,NA,"NY00616673","NY00616673_01","Brasilia: Lagoa de Freitas",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138147' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"s.n.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616676","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","chartacea","Myrciaria chartacea","O.Berg",NA,NA,NA,NA,"Pessoal do Horto Florestal","1928","02","06","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"NY00616676","NY00616676_01","Rio de Janeiro. Mata das Obros Públicas, Gávea",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721650' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"s.n.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","616677","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","ciliolata","Myrciaria ciliolata","(Cambess.) O.Berg","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1960","01","27","Brazil","Santa Catarina","Jacinto Machado","-49.766476","-29.084523",NA,NA,"NY00616677","NY00616677_01","Sanga da Areia, Jacinto Machado","250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88255' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"4152","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 07:45:00-03","NY","NYBG","616739","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda",NA,"B. K. Holst",NA,NA,NA,"E. M. Zardini","1988","06","23","Paraguay","Paraguarí",NA,"-56.83","-26.05",NA,NA,"NY00616739",NA,"Parque Nacional Ybycuí. 1 km around administration area","150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721712' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"4966","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01132185","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg",NA,NA,NA,NA,"L. P. de Queiroz","2003","03","09","Brazil","Bahia","Morro do Chapéu","-41.1506","-11.6278",NA,NA,"NY01132185","NY01132185_01","Cerca de 18 km E of Morro do Chapéu na estrada para salvador. Cachoeira do Ferro Doido. Mata ciliar no Rio Ferro Doido.","850","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1293124' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"7679","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","616745","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"G. Eiten","1965","02","10","Brazil","São Paulo","Paraguaçú Paulista","-50.58","-22.38",NA,NA,"NY00616745","NY00616745_01","Along roas (to Borá) ca. 3 km N of city of Paraguaçu Paulista","500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721671' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"6014-A","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00908256","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg",NA,NA,NA,NA,"R. M. Harley","1968","10","08","Brazil","Mato Grosso",NA,"-51.77","-12.82",NA,NA,"NY00908256","NY00908256_01","Path North from base camp for 2 km",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992243' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"10547","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616756","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"D. S. D. de Araújo","1977","04","18","Brazil","Rio de Janeiro","Silva Jardim","-42.283141","-22.583352",NA,NA,"NY00616756","NY00616756_01","Poço d'Anta",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721679' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"1639","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 06:16:00-03","NY","NYBG","01478362","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda",NA,"M. L. Kawasaki",NA,NA,NA,"J. F. Pruski","1987","10","02","Brazil","Amapá",NA,"-51.67","1",NA,NA,"NY01478362","NY01478362_01","Várzea forest along Rio Falsino, approx. 10 km upstream from confluence with Rio Araguari and about 8 hours upstream by boat from Pôrto Grande",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1728328' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"3350","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","616723","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"Wilkes Expedition","1838",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.448386","-22.913514",NA,NA,"NY00616723","NY00616723_01","Near Rio de Janeiro",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721723' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"s.n.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01269518","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","B. K. Holst",NA,NA,NA,"E. Stijfhoorn","1991","06","17","Bolivia","El Beni","Vaca Diez","-66.03","-11.85",NA,NA,"NY01269518","NY01269518_01","Vicinity of the Chácobo village Alto Ivón","200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1150557' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"675","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","616742","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg",NA,NA,NA,NA,"A. H. Gentry","1975","07","17","Colombia","Chocó",NA,NA,NA,NA,NA,"NY00616742",NA,"Lower slopes of Serranía del Darié, W of Unguía","600","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721727' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"15247","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02695205","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","B. K. Holst",NA,NA,NA,"J. L. da Costa Lima","2011","09","10","Brazil","Rio Grande do Norte","Baía Formosa","-35.004053","-6.401767",NA,NA,"NY02695205","NY02695205_01","Mata Estrela, acesso pela Trilha do Pagão","60",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953148' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"571","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01067358","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"H. P. Bautista","1982","02","20","Brazil","Bahia","Camaçari","-38.3242","-12.6978",NA,NA,"NY01067358","NY01067358_01","Guarajuba, Loteamento Canto do Mar. Folha SD.24-X-A",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211046' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"536","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01240681","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"W. W. Thomas","1993","05","10","Brazil","Bahia","Ilhéus","-39","-15.1",NA,NA,"NY01240681","NY01240681_01","2 km west of junction road to Vila Brasil and road from Ilhéus to Una (BA 001); the junction ca 40 km south of Ilhéus just north of Rio Acuipe",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423534' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"9825","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","616748","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"K. Lems","1964","03","05","Brazil","Rio de Janeiro",NA,"-43.482796","-23.016442",NA,NA,"NY00616748","NY00616748_01","Recreio dos Bandeirantes, 30 km W of Rio de Janeiro",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721685' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"s.n.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00908265","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. L. Kawasaki",NA,NA,NA,"J. R. Pirani","1993","01","26","Brazil","Alagoas","Penedo","-36.5","-10.3",NA,NA,"NY00908265","NY00908265_01","Povoado de Marituba, Restinga a 600 m. do Povoado na Estrada de Piaçabuçu para Penedo","600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992297' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"2685","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01478354","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg",NA,NA,NA,NA,"N. T. da Silva","1969","03","20","Brazil","Pará","Jari",NA,NA,NA,NA,"NY01478354","NY01478354_01","Planalto A",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1728218' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"1813","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-27 07:45:00-03","NY","NYBG","616740","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda",NA,"B. K. Holst",NA,NA,NA,"J. J. Pipoly","1986","09","17","Guyana","Upper Demerara-Berbice",NA,"-58.58","5.33",NA,NA,"NY00616740",NA,"Mabura Hill Timber Concession","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721711' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"9033","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","196853","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. L. Kawasaki",NA,NA,NA,"M. N. Alexiades","1991","01","01","Peru","Madre de Dios","Tambopata","-69.25","-12.43",NA,NA,"NY00196853",NA,"Rio Piedras, near confluence with Rio Pariamanu. Comunidad Nativa de Pariamanu","260","260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=242719' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"1064","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01478380","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"D. C. Daly","1981","12",NA,"Brazil","Pará",NA,"-50.47","-5.98",NA,NA,"NY01478380","NY01478380_01","Serra dos Carajás: Azul, near camp at Serra Norte (22 km NW, then 10-15 km SW).",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335445' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"1944","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","616741","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. L. Kawasaki",NA,NA,NA,"S. R. King","1991","01","09","Ecuador","Pastaza",NA,"-77.17","-1.33",NA,NA,"NY00616741",NA,"Environs of Quihuaro, a Huaorani village 40 minutes east of Puyo by plane","270","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721702' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"974","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","616757","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg",NA,NA,NA,NA,"R. M. Harley","1968","10","26","Brazil","Mato Grosso",NA,"-51.77","-12.82",NA,NA,"NY00616757","NY00616757_01","R12, ca. 5 km S of base camp",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721728' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"10844","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","778813","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"S. C. de Sant'Ana","1998","10","12","Brazil","Bahia","Canavieiras","-39.1978562","-15.5102246",NA,NA,"NY00778813","NY00778813_01","Ca. de 19 km de Santa Luzia, na estrada que liga Santa Luzia/Canavieiras.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798831' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"728","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","616715","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"P. K. H. Dusén","1911","08","07","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00616715","NY00616715_01","Volta Grande",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721681' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"12059","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","616731","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"R. Reitz","1960","01","28","Brazil","Santa Catarina","Sombrio","-49.6167","-29.1142",NA,NA,"NY00616731","NY00616731_01","Pirao Frio, Sombrio","10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721706' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"9449","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1738240","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","A. R. L. Lourenço",NA,NA,NA,"A. R. L. Lourenço","2011","09","30","Brazil","Paraíba",NA,"-34.9786","-6.4936",NA,NA,"NY01738240","NY01738240_01","Mataraca. Millennium Inorganic Chemicals Mineração Ltda.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1983868' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"200","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00908281","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"D. Philcox","1967","11","17","Brazil","Mato Grosso",NA,"-51.77","-12.82",NA,NA,"NY00908281","NY00908281_01","Km 254 Xavantina - Cachimbo road.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992267' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"3091","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1181517","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","E. Lucas",NA,NA,NA,"D. Sasaki","2008","02","02","Brazil","Mato Grosso","Novo Mundo","-55.44117","-9.686958",NA,NA,"NY01181517","NY01181517_01","Parque Estadual Cristalino. Serra do Rochedo, limite sul do parque, acesso pela Fazenda AJJ.","456","456","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375920' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"2140","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00908255","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda","(H.West ex Willd.) O.Berg","M. Sobral",NA,NA,NA,"H. S. Irwin","1966","01","21","Brazil","Goiás","Itaberaí","-49.93527778","-16.125",NA,NA,"NY00908255","NY00908255_01","Serra Dourada, ca. 30 km S.E. of Goiás Velho","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992235' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"11912","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
