"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","locality","phylum","order","scientificNameAuthorship","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"236","2021-04-08 17:41:09-03","EAO","IAN","103779","PreservedSpecimen","Plantae","Leguminosae-Dialioideae","Apuleia","praecox","Apuleia praecox","Kuhlmann, JG",NA,NA,NA,"Kuhlmann, JG","1927","06","22","Brasil","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542",NA,NA,"IAN103779",NA,"1052",NA,NA,NA,"Horto Florestal. Frequente nas matas.","Dicotiledônea",NA,"Mart.","Southern America",NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA
"237","2019-12-04 15:25:09-03","PUCPR","HUCP","18838","S","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Beltrami, L","2007","09","27","Brasil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"1310",NA,NA,NA,"Embrapa","Eudicotiledonea",NA,"(Vogel) J.F. Macbr.",NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"238","2019-12-04 15:25:09-03","PUCPR","HUCP","24502-A","S","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Brotto, M",NA,NA,NA,"Lima, CBSM","2014","03","23","Brasil","Paraná","Bandeirantes","-50.3675003051758","-23.1100006103516",NA,NA,"HUCP00011946","HUCP00011946","s.n.",NA,NA,NA,NA,"Eudicotiledonea",NA,"(Vogel) J.F. Macbr.",NA,NA,NA,"19645","auto",NA,NA,NA,NA,NA,NA
"239","2019-10-09 11:15:08-03","UFBA","ALCB","024329","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Guedes, ML",NA,NA,NA,"Guedes, ML; et al.","1993","11","26","Brasil","Bahia","Caetité","-42.4749984741211","-14.0693998336792",NA,NA,"ALCB029039","ALCB029039","2883",NA,NA,NA,"Serra Geral","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA
"240","2019-10-09 11:15:08-03","UFBA","ALCB","93937","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Oliveira, RB","2010","04",NA,"Roque, N; Oliveira, RB; Teixeira, SR; Alves, M","2010","01","15","Brasil","Bahia","Entre Rios","-38.084400177002","-11.9419002532959",NA,NA,"ALCB029034","ALCB029034","2611",NA,NA,"Ca. de 5,0 m de alt. Folhas discolores e frutos castanha.","Litoral Norte, Fazenda Experimental. Escola de Medicina Veterinária(UFBA). Reserva Florestal do Povoado de Aguazinha","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,"52418","auto",NA,NA,NA,NA,NA,NA
"241","2019-10-09 11:15:08-03","UFBA","ALCB","041043","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Fonseca, MR","1998","11",NA,"Jesus, NG de","1998","11","18","Brasil","Bahia","Entre Rios","-37.866667","-12.316667","-37.866667","-12.316667","ALCB029043","ALCB029043","01",NA,NA,"folíolos alternos, cartáceos, discolores. Flores creme, 3 pétalas, 3 estames, masculinas e andróginas.","Litoral Norte, Mata da Lontra","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-10-09 11:15:08-03","UFBA","ALCB","046894","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Cardoso, D","2007","07",NA,"Guedes, ML; Silva, LB da; Loureiro, DM; Alves, L. de J.; Barros, DA","1999","12","20","Brasil","Bahia","Pindobaçu","-40.35","-10.733333","-40.35","-10.733333","ALCB029045","ALCB029045","7051",NA,NA,"Árvore de 4 a 5m de altura. Folha coreácea, discolor. Inflorescência terminal. Frutos maduros de cor marrom.; Caatinga arbustiva-arbórea, de ca. 5m. de altura.","Piemonte da Diamantina, Margem direita do Rio Itapicuru-açu.","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-10-09 11:15:08-03","UFBA","ALCB","049878","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Guedes, ML; Gusmão, EF de; et al.","2000","12","12","Brasil","Bahia","Entre Rios","-38.083333","-11.933333","-38.083333","-11.933333","ALCB029038","ALCB029038","7700",NA,NA,"de ca. 16m. de altura, fuste de ca. 13m. e copa de 06x03m. CAP. 55cm. Folhas membranáceas, discolores, material estéril.; Mata ombrofila densa","Litoral Norte, Fazenda Buri, Trilha 13, parcela 02","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-10-09 11:15:08-03","UFBA","ALCB","049883","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Cardoso, D","2007","07",NA,"Guedes, ML; Gusmão, EF de; et al.","2000","12","12","Brasil","Bahia","Entre Rios","-38.083333","-11.933333","-38.083333","-11.933333","ALCB029046","ALCB029046","7705",NA,NA,"de ca. 14m. de altura, fuste de ca. 06m. e copa de 12x10m. CAP. 86cm. Folhas cartáceas, levemente discolores, material estéril.; Mata ombrofila densa","Litoral Norte, Fazenda Buri, Trilha 07, parcela 11","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-10-09 11:15:08-03","UFBA","ALCB","113879","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Guedes, ML; Cardoso, D","2014","06",NA,"Guedes, ML; Costa, TF; Alunos de Botânica BIOC05; Fernandes, I","2014","04","27","Brasil","Bahia","Conde","-37.6","-11.8","-37.6","-11.8","ALCB029041","ALCB029041 ALCB029041_1","21615",NA,NA,"com folíolos cartáceos, discolores . Inflorescência axilares. Flores com pétalas cremes, ovário piloso.","Litoral Norte, Caminho para Cavalo Russo.","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-10-09 11:15:08-03","UFBA","ALCB","19681","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Vaz, A","1986","08",NA,"Oliveira Filho, LC de; Lima, JCA de","1984","03","22","Brasil","Bahia","Paramirim","-42.283333","-13.333333","-42.283333","-13.333333","ALCB029037","ALCB029037","115",NA,NA,NA,"Chapada Diamantina","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-10-09 11:15:08-03","UFBA","ALCB","49995","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Moura, EO; Soares, AS; Sousa, VF","2015","08","13","Brasil","Rio Grande do Norte","Equador","-36.716111","-6.911944","-36.716111","-6.911944","ALCB033051","ALCB033051","421","754","754","ca. 4 m. Folíolos discolores. Frutos passados.; Caatinga arbustiva arbórea.","Serra das Queimadas. Área de estração de caulin e para instalação do Complexo Eólico Santapape.","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-10-09 11:15:08-03","UFBA","ALCB","62443","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Queiroz, LP de","2001","08",NA,"Ferreira, MC; et al.","1994","10","26","Brasil","Bahia","Conde","-37.715556","-12.046944","-37.715556","-12.046944","ALCB029036","ALCB029036","622",NA,NA,NA,"Litoral Norte","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-10-09 11:15:08-03","UFBA","ALCB","62464","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Queiroz, LP de","2001","08",NA,"Jost, T; et al.","1995","12","14","Brasil","Bahia","Conde","-37.725","-12.040833","-37.725","-12.040833","ALCB029040","ALCB029040","166",NA,NA,NA,"Litoral Norte","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-10-09 11:15:08-03","UFBA","ALCB","64203","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Guedes, ML","2003","08",NA,"Guedes, ML; et al.","2003","06","19","Brasil","Bahia","Santa Cruz Cabrália","-39","-16.233333","-39","-16.233333","ALCB029091","ALCB029091","10629",NA,NA,"Árvore: de ca. 6m. Folíolos cartáceos. Frutos imaturos.; Restinga: arbórea.","Santo André, Área do Hotel Costa Brasilis.","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-10-09 11:15:08-03","UFBA","ALCB","69093","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Cardoso, D","2010","12",NA,"Guedes, ML; Velozo, ES; et al.","2005","03","24","Brasil","Bahia","Piatã","-41.757778","-13.245278","-41.757778","-13.245278","ALCB029033","ALCB029033","11480",NA,NA,"de ca 5m. Folhas com folíolos cartáceos, discolores. Frutos ferrugíneos. Ocasional.; Antropizado","Chapada Diamantina, Caminho de Catolés para Piatã depois da Barriguda","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-10-09 11:15:08-03","UFBA","ALCB","70051","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Queiroz, LP de","2006","06",NA,"Costa, MA; Guedes, ML; Valadão, RM; Campos, G","2005","10","29","Brasil","Bahia","Amargosa","-39.6","-13.016667","-39.6","-13.016667","ALCB029044","ALCB029044 ALCB029044_1","228",NA,NA,"de ca 10,0 m. Folhas com folíolos cartáceos . Frutos imaturos, verdes.","Recôncavo Sul","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-10-09 11:15:08-03","UFBA","ALCB","74740","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Guedes, ML","2006","12",NA,"Guedes, ML; Rigueira, D; Oliveira, D; Estagiários; Alunos de Botânica III; Alunos de Botâni","2006","10","14","Brasil","Bahia","Abaíra","-41.65","-13.233333","-41.65","-13.233333","ALCB029035","ALCB029035","12540",NA,NA,"de ca 3,5m. Folhas jovens verde amarronzadas. Inflorescência com flores de cálice marrom e corola alva. Estames com filetes alvos e anteras amarelas.","Chapada Diamantina, Ouro Verde para Caetité","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-10-09 11:15:08-03","UFBA","ALCB","86723","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","São-Mateus, WMB","2012","06",NA,"Roque, AA; Moura, EO","2012","05","29","Brasil","Rio Grande do Norte","Lagoa Nova","-36.526389","-6.061944","-36.526389","-6.061944","ALCB038609",NA,"1378","690","690","ca. de 4 m de alt. Folíolos verde-escuros com a face inferior mais clara. Caule com lenticelas esbranquiçadas. Frutos maduros marrons.; Caatinga.",NA,"Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-10-09 11:15:08-03","UFBA","ALCB","99235","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Cardoso, D; Costa, TF","2014","07",NA,"Gomes, FS; Guedes, ML; Costa, AS","2011","01","25","Brasil","Bahia","Jandaíra","-37.645833","-11.557778","-37.645833","-11.557778","ALCB029042","ALCB029042","927","65","65","folhas com folíolos cartáceos, discolores. Frutos imaturos, verdes.; restinga arbustivo-arbórea.","Litoral Norte, Abadia","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-10-09 11:15:08-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Fonseca, MR","1998","11",NA,"Jesus, NG de","1998","11","18","Brasil","Bahia","Entre Rios","-37.866667","-12.316667","-37.866667","-12.316667",NA,NA,"01",NA,NA,"folíolos alternos, cartáceos, discolores. Flores creme, 3 pétalas, 3 estames, masculinas e andróginas.","Litoral Norte, Mata da Lontra","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-10-09 11:15:08-03","UFBA","ALCB","129502","PreservedSpecimen","Plantae","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","Harris, S","2004",NA,NA,"Landim, MF","1997","05","19","Brasil","Sergipe","Japaratuba","-36.940299987793","-10.5932998657227",NA,NA,"ALCB047027","ALCB047027","1272",NA,NA,"Com cerca de 6 m. Flores com pétalas brancas.; Mata.","Área de reserva da P.A. Ivan Ribeiro.","Dicotyledon",NA,"(Vog.) J.F.Macbr.","Southern America",NA,NA,"22401","auto",NA,NA,NA,NA,NA,NA
"258","2019-10-09 11:15:08-03","UFBA","ALCB","06217","PreservedSpecimen","Plantae","Fabaceae","Apuleia","molaris","Apuleia molaris",NA,NA,NA,NA,"Pires, JM","1951","03","05","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"ALCB029048","ALCB029048","3148",NA,NA,NA,NA,"Dicotyledon",NA,"Spruce","Southern America",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"259","2019-10-09 11:15:08-03","UFBA","ALCB","06139","PreservedSpecimen","Plantae","Fabaceae","Apuleia","molaris","Apuleia molaris",NA,NA,NA,NA,"Fróes, RL","1948","09","27","Brasil","Pará","Breu Branco","-49.4609985351562","-4.00899982452393",NA,NA,"ALCB029047","ALCB029047","23542",NA,NA,NA,NA,"Dicotyledon",NA,"Spruce","Southern America",NA,NA,"108062","auto",NA,NA,NA,NA,NA,NA
"260","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252435","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","05","07","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252435","NL-U1252435",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083329",NA,NA,NA
"261","2020-02-08 09:05:34-03","NBC","NL-BOTANY","L.1061205","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L1061205","NL-L1061205",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1061205 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","CEPECw55",NA,NA,NA
"262","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U 0271860","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","04","29","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0271860",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Arucaria wood N of Rio Chopim",NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12886",NA,NA,NA
"263","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252406","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Schütz Rodrigues R",NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Saenz A","1978","10","24","Argentina","Buenos Aires",NA,NA,NA,NA,NA,"NL-U1252406","NL-U1252406",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0017802",NA,NA,NA
"264","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252407","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","04","29","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252407","NL-U1252407",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Arucaria wood N of Rio Chopim",NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019099",NA,NA,NA
"265","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252408","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Bortoluzzi RLC","2004","09","01","Bernardi L","1978","10","16","Paraguay","Paraguarí",NA,NA,NA,NA,NA,"NL-U1252408","NL-U1252408",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019101",NA,NA,NA
"266","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252409","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Bortoluzzi RLC","2004","09","01","Bernardi L","1978","10","16","Paraguay","Paraguarí",NA,NA,NA,NA,NA,"NL-U1252409","NL-U1252409",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019102",NA,NA,NA
"267","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252410","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Silva NT","1949","09","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1252410","NL-U1252410",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Para, Belem, 'mata do Cafezal, Arvore grande'.",NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"268","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252411","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Silva NT","1949","09","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1252411","NL-U1252411",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Para, Belem, 'mata do Cafezal, Arvore grande'.",NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"269","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252412","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Prance GT; Silva NT","1964","08","09","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1252412","NL-U1252412",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252412 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Maranhao, Road Carolina to Estreita, 2-15 km, from Estreita, Cerrado Amazonia.",NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"270","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252425","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de","1966","12","03","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252425","NL-U1252425",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083326",NA,NA,NA
"271","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252426","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de","1966","11","17","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252426","NL-U1252426",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083880",NA,NA,NA
"272","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252427","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","20","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252427","NL-U1252427",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083325",NA,NA,NA
"273","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252428","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","20","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252428","NL-U1252428",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083324",NA,NA,NA
"274","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252429","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de","1966","11","23","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252429","NL-U1252429",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083877",NA,NA,NA
"275","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252430","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de","1967","05","31","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252430","NL-U1252430",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0082934",NA,NA,NA
"276","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252431","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","04","27","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252431","NL-U1252431",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0088468",NA,NA,NA
"277","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252432","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","05","03","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252432","NL-U1252432",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0088470",NA,NA,NA
"278","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252433","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","05","03","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252433","NL-U1252433",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0088471",NA,NA,NA
"279","2020-02-08 09:05:34-03","NBC","NL-BOTANY","U.1252434","PreservedSpecimen","Plantae","Leguminosae-Caes.","Apuleia","leiocarpa","Apuleia leiocarpa",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","05","05","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1252434","NL-U1252434",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1252434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Fabales","J.F.Macbr.","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0088469",NA,NA,NA
