"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"228","2019-11-06 09:56:14-03","UFOP","OUPR","18578","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Magalhães-Gomes, F.; Schwacke, C.A.W.","s.n.","1897","09","15",NA,"Brasil",NA,NA,"Frutex subscadens, fl.aurei. Ex Herb. Magalhães Gomes n. 3394",NA,NA,NA,"A.Juss.","Alves, L.L.","Minas Gerais","Serra do Lenheiro",NA,"São João Del Rei","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,"2018","11",NA,"39093","auto",NA,NA,NA,NA,NA,NA
"229","2019-11-06 09:56:14-03","UFOP","OUPR","26064","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Pacelli-Freitas, G.P.; Scalon, V.R.; Milliken, W. & Baracat, A.","259","2011","03","22",NA,"Brasil",NA,NA,"Arbusto, cerca de 4m de altura. Inflorescência amarela, frutos maduros com alas rósea e núcleo seminífero esverdeado. Nome popular: Costelinha",NA,NA,NA,"A.Juss.",NA,"Minas Gerais","Comunidade de Inhames, Estrada de Rio das Pedras sentido sítio Toucan Cipó. Mata em beira de estrada. Caminhada com Sr. José Rosa",NA,"Santana de Pirapama","-43.783333","-18.933333",NA,NA,NA,"-43.783333","-18.933333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-11-06 09:56:14-03","UFOP","OUPR","18578","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Magalhães-Gomes, F.; Schwacke, C.A.W.","s.n.","1897","09","15",NA,"Brasil",NA,NA,"Frutex subscadens, fl.aurei. Ex Herb. Magalhães Gomes n. 3394",NA,NA,NA,"A.Juss.","Alves, L.L.","Minas Gerais","Serra do Lenheiro",NA,"São João Del Rei","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,"2018","11",NA,"39093","auto",NA,NA,NA,NA,NA,NA
"231","2020-10-14 10:02:35-03","FURB","FURB","42809","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Rosário, R.F. do; Reis, G.C. & Tiberi, M.","9","2010","09","14",NA,"Brasil",NA,NA,"área número 09 do PRAD Habitat: área degradada Habito: arbusto; flor amarela","FURB04751",NA,NA,"A.Juss.","Rosário, RF do","Distrito Federal","ARIE - Granja do Ipê, em área degradaa para extração de cascalho em regeneração natural.","FURB04751","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"2010","09",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"232","2020-10-14 10:02:35-03","FURB","FURB","63790","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Pereira, B.A.S.; Mecenas, V.V.","2187","1992","08","17",NA,"Brasil",NA,NA,"Flores amarelas, Botões Marrões; Entre sede da fazenda e rio Sal. Habitat: Cerrado em solo arenoso Habito: Subarbusto delgado","FURB63790",NA,NA,"A.Juss.","Manede, M.C.H.","Distrito Federal","Fazenda Palestina. APA da Cafuringa","FURB63790","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"2016",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"233","2020-10-14 10:02:35-03","FURB","FURB","42809","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Rosário, R.F. do; Reis, G.C. & Tiberi, M.","9","2010","09","14",NA,"Brasil",NA,NA,"área número 09 do PRAD Habitat: área degradada Habito: arbusto; flor amarela","FURB04751",NA,NA,"A.Juss.","Rosário, RF do","Distrito Federal","ARIE - Granja do Ipê, em área degradaa para extração de cascalho em regeneração natural.","FURB04751","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"2010","09",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"234","2020-10-14 10:02:35-03","FURB","FURB","63790","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Pereira, B.A.S.; Mecenas, V.V.","2187","1992","08","17",NA,"Brasil",NA,NA,"Flores amarelas, Botões Marrões; Entre sede da fazenda e rio Sal. Habitat: Cerrado em solo arenoso Habito: Subarbusto delgado","FURB63790",NA,NA,"A.Juss.","Manede, M.C.H.","Distrito Federal","Fazenda Palestina. APA da Cafuringa","FURB63790","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"2016",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"235","2021-03-16 17:53:24-03","UCS","HUCS","7017","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Kummrow, R.","2830","1986","10","08",NA,"Brasil",NA,NA,"arbusto de flores amarelas; campo cerrado de solo rochoso",NA,"Angiospermae","Malpighiales","Adr. Juss.","Anderson, W.R.","Goiás","Pousada do Rio Quente , Morro do Vulcão",NA,"Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,NA,"1989",NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA
"236","2021-03-16 17:53:24-03","UCS","HUCS","7017","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Kummrow, R.","2830","1986","10","08",NA,"Brasil",NA,NA,"arbusto de flores amarelas; campo cerrado de solo rochoso",NA,"Angiospermae","Malpighiales","Adr. Juss.","Anderson, W.R.","Goiás","Pousada do Rio Quente , Morro do Vulcão",NA,"Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,NA,"1989",NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA
"237","2019-08-16 08:39:53-03","UTFPR","HCF","6136","S","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","A.R. Silva","562","2007","10","12",NA,"Brasil",NA,NA,"arbusto heliófito ca. 2 m. Flores amarelas.",NA,NA,NA,"A.Juss.","J. Cordeiro & E. Barboza","MG","Morro próximo ao Poço das Virgens",NA,"Carmo do Rio Claro","-45.988528","-20.909222","826","826",NA,"45°59'18,7 W","20°54'33,2 S","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-08-16 08:39:53-03","UTFPR","HCF","15770","S","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","G. Hatschbach","80097","2007","08","22",NA,"Brasil",NA,NA,"ereta, 1,80 m, flor amarela. Solo rochoso com elementos de cerrado.",NA,NA,NA,"A.Juss.","W.R. Anderson","MG","estrada Curimataí-Diamantina. Parque",NA,"Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,NA,NA,NA,"2008",NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA
"239","2019-08-16 08:39:53-03","UTFPR","HCF","6136","S","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","A.R. Silva","562","2007","10","12",NA,"Brasil",NA,NA,"arbusto heliófito ca. 2 m. Flores amarelas.",NA,NA,NA,"A.Juss.","J. Cordeiro & E. Barboza","MG","Morro próximo ao Poço das Virgens",NA,"Carmo do Rio Claro","-45.988528","-20.909222","826","826",NA,"45°59'18,7 W","20°54'33,2 S","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-08-16 08:39:53-03","UTFPR","HCF","15770","S","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","G. Hatschbach","80097","2007","08","22",NA,"Brasil",NA,NA,"ereta, 1,80 m, flor amarela. Solo rochoso com elementos de cerrado.",NA,NA,NA,"A.Juss.","W.R. Anderson","MG","estrada Curimataí-Diamantina. Parque",NA,"Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,NA,NA,NA,"2008",NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA
"241","2020-08-10 11:15:23-03","UFSM","SMDB","14244","S","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Pirani, JR; Furlan, A; Cordeiro, I; Henrique, MC","s.n.","1980","10","10",NA,"Brasil",NA,NA,"Arbusto 3m, flores amarelas, cálice e pedícelos ferrugíneos, cálice sem glândulas. SP184183","SMDB014244",NA,NA,"Adr. Juss.","Mamede, MCH","Minas Gerais","KM 117 ao longo da rodovia Belo Horizonte - Concei",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"1982","08","23","26557","auto",NA,NA,NA,NA,NA,NA
"242","2020-08-10 11:15:23-03","UFSM","SMDB","14244","S","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Pirani, JR; Furlan, A; Cordeiro, I; Henrique, MC","s.n.","1980","10","10",NA,"Brasil",NA,NA,"Arbusto 3m, flores amarelas, cálice e pedícelos ferrugíneos, cálice sem glândulas. SP184183","SMDB014244",NA,NA,"Adr. Juss.","Mamede, MCH","Minas Gerais","KM 117 ao longo da rodovia Belo Horizonte - Concei",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"1982","08","23","26557","auto",NA,NA,NA,NA,NA,NA
"243","2020-12-21 16:32:45-03","MBM","MBM","38603","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Laroca, S.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM038603",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Prata","MBM038603 MBM038603_2","Prata","-48.9241981506348","-19.3071994781494",NA,NA,NA,NA,NA,NA,NA,NA,"56565","auto",NA,NA,NA,NA,NA,NA
"244","2020-12-21 16:32:45-03","MBM","MBM","53924","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","40052",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM053924",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Rio Douradinho","MBM053924","Prata","-48.9241981506348","-19.3071994781494",NA,NA,NA,NA,NA,NA,NA,NA,"56565","auto",NA,NA,NA,NA,NA,NA
"245","2020-12-21 16:32:45-03","MBM","MBM","7232","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","16939",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM007232",NA,NA,"A. Juss.","Anderson, W.R.","Paraná","Fazenda Lagoa","MBM007232","Cianorte","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA
"246","2020-12-21 16:32:45-03","MBM","MBM","11064","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.; et al.; et al.","21855",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM011064",NA,NA,"A. Juss.","Anderson, W.R.","Mato Grosso","Estrada Campo Grande - Rochedo","MBM011064","Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-12-21 16:32:45-03","MBM","MBM","152612","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Harley, R.M.; et al.; et al.","25012",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM152612",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Serra do Calixto","MBM152612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-21 16:32:45-03","MBM","MBM","247305","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Proença, C.; et al.; et al.","2115",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM247305",NA,NA,"A. Juss.","Proença, C.","Distrito Federal","Jardim Botânico de Brasília","MBM247305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-12-21 16:32:45-03","MBM","MBM","26667","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","32520",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM026667",NA,NA,"A. Juss.","Anderson, W.R.","Mato Grosso","Casa Verde","MBM026667","Nova Andradina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-12-21 16:32:45-03","MBM","MBM","421242","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Campos-Rocha, A.; Comin, M.; Comin, M.","2309","2019","02","26","Southern America","Brazil",NA,NA,"Arbusto 1.3 m altura, flores de calice verde, corola amarela.; Campo rupestre","MBM421242",NA,NA,"A. Juss.","Campos-Rocha, A.","Minas Gerais","Bento Rodrigues",NA,"Mariana","-43.376944","-20.278056","816","816",NA,"-43.376944","-20.278056","2019","03","20",NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-12-21 16:32:45-03","MBM","MBM","426771","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Cordeiro, A.L.; Salvalaggio, A.V.; Oliveira, A.I.; Goldenberg, R.; Labiak, P.; Salvalaggio, A.V.; Oliveira, A.I.; Goldenberg, R.; Labiak, P.","8","2016","10","13","Southern America","Brazil",NA,NA,"Árvore de aproximadamente 1,8 m de altura.","MBM426771",NA,NA,"A. Juss.",NA,"Paraná","Parque Estadual do Cerrado",NA,"Jaguariaíva","-49.65","-24.166667",NA,NA,NA,"-49.65","-24.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-12-21 16:32:45-03","MBM","MBM","113371","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Kummrow, R.","2830",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM113371",NA,NA,"A. Juss.","Anderson, W.R.","Goiás","Pousada do Rio Quente, Morro do Vulcão","MBM113371","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA
"253","2020-12-21 16:32:45-03","MBM","MBM","94576","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Anderson, W.R.","12410",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM094576",NA,NA,"A. Juss.","Anderson, W.R.","Goiás","20km N of Jataí","MBM094576","Jataí","-51.7144012451172","-17.8813991546631",NA,NA,NA,NA,NA,NA,NA,NA,"75073","auto",NA,NA,NA,NA,NA,NA
"254","2020-12-21 16:32:45-03","MBM","MBM","272735","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.; Silva, J.M.; Silva, J.M.","73628","2002","08","19","Southern America","Brazil",NA,NA,NA,"MBM272735",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Curimataí, Rio Preto","MBM272735","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,NA,NA,NA,NA,NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA
"255","2020-12-21 16:32:45-03","MBM","MBM","30375","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","7198",NA,NA,NA,"Southern America","Brazil",NA,NA,"Arbusto do cerrado, flor amarela","MBM030375",NA,NA,"A. Juss.","Anderson, W.R.","Paraná","Rio das Cinzas, Barra do Perdizes","MBM030375","Arapoti","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"256","2020-12-21 16:32:45-03","MBM","MBM","19390","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","27106",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM019390",NA,NA,"A. Juss.","Anderson, W.R.","Paraná","Morro Pelado","MBM019390","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"257","2020-12-21 16:32:45-03","MBM","MBM","250585","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Amorim, A.M.; et al.; et al.","2489",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM250585",NA,NA,"A. Juss.","Amorim, A.M.","Bahia","Distrito de Ihatu","MBM250585","Andaraí","-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,NA,NA,NA,NA,"58558","auto",NA,NA,NA,NA,NA,NA
"258","2020-12-21 16:32:45-03","MBM","MBM","38595","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.; Kummrow, R.; Kummrow, R.","37182",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM038595",NA,NA,"A. Juss.","Amorim, A.M.","Goiás","Capão do Ouro","MBM038595 MBM038595_2","Alexânia","-48.5071983337402","-16.0821990966797",NA,NA,NA,NA,NA,NA,NA,NA,"32626","auto",NA,NA,NA,NA,NA,NA
"259","2020-12-21 16:32:45-03","MBM","MBM","62690","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Christenson, G.M.; et al.; et al.","1122",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM062690",NA,NA,"A. Juss.","Anderson, W.R.","Mato Grosso do Sul","Rod. BR-267, west of Bataguaçu","MBM062690","Bataguaçu","-52.4221992492676","-21.7141990661621",NA,NA,NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA,NA,NA
"260","2020-12-21 16:32:45-03","MBM","MBM","342348","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Silva, A.R.; et al.; et al.","562","2007","10","12","Southern America","Brazil",NA,NA,"Arbusto heliófito ca. 2m. Flores amarelas.","MBM342348",NA,NA,"A. Juss.","Cordeiro, J.; Barboza, E.","Minas Gerais","Morro p#?#roximo ao Poço das Virgens","MBM342348 MBM342348_2","Carmo do Rio Claro","-46.1189002990723","-20.9719009399414","826","826",NA,NA,NA,"2008",NA,NA,"25874","auto",NA,NA,NA,NA,NA,NA
"261","2020-12-21 16:32:45-03","MBM","MBM","35581","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Anderson, W.R.","11571",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM035581",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Biri-Biri","MBM035581 MBM035581_2","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"262","2020-12-21 16:32:45-03","MBM","MBM","30570","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","34559",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM030570",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Rod. BR-153","MBM030570","Frutal","-48.940601348877","-20.0247001647949",NA,NA,NA,NA,NA,NA,NA,NA,"46367","auto",NA,NA,NA,NA,NA,NA
"263","2020-12-21 16:32:45-03","MBM","MBM","306603","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Zappi, D.C.; et al.; et al.","s.n.","1985","09","02","Southern America","Brazil",NA,NA,NA,"MBM306603",NA,NA,"A. Juss.","Volpi, R.L.","Minas Gerais","Serra do Cabral","MBM306603","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"264","2020-12-21 16:32:45-03","MBM","MBM","272742","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Linsingen, L. von; et al.; et al.","77","1999","09","06","Southern America","Brazil",NA,NA,NA,"MBM272742",NA,NA,"A. Juss.","Anderson, W.R.","Paraná","Parque Estadual do Cerrado, Rio Santo Antônio","MBM272742","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"265","2020-12-21 16:32:45-03","MBM","MBM","38603","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Laroca, S.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM038603",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Prata","MBM038603 MBM038603_2","Prata","-48.9241981506348","-19.3071994781494",NA,NA,NA,NA,NA,NA,NA,NA,"56565","auto",NA,NA,NA,NA,NA,NA
"266","2020-12-21 16:32:45-03","MBM","MBM","53924","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","40052",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM053924",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Rio Douradinho","MBM053924","Prata","-48.9241981506348","-19.3071994781494",NA,NA,NA,NA,NA,NA,NA,NA,"56565","auto",NA,NA,NA,NA,NA,NA
"267","2020-12-21 16:32:45-03","MBM","MBM","7232","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","16939",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM007232",NA,NA,"A. Juss.","Anderson, W.R.","Paraná","Fazenda Lagoa","MBM007232","Cianorte","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA
"268","2020-12-21 16:32:45-03","MBM","MBM","11064","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.; et al.; et al.","21855",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM011064",NA,NA,"A. Juss.","Anderson, W.R.","Mato Grosso","Estrada Campo Grande - Rochedo","MBM011064","Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-12-21 16:32:45-03","MBM","MBM","152612","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Harley, R.M.; et al.; et al.","25012",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM152612",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Serra do Calixto","MBM152612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-12-21 16:32:45-03","MBM","MBM","247305","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Proença, C.; et al.; et al.","2115",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM247305",NA,NA,"A. Juss.","Proença, C.","Distrito Federal","Jardim Botânico de Brasília","MBM247305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-12-21 16:32:45-03","MBM","MBM","26667","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.","32520",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM026667",NA,NA,"A. Juss.","Anderson, W.R.","Mato Grosso","Casa Verde","MBM026667","Nova Andradina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-12-21 16:32:45-03","MBM","MBM","421242","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Campos-Rocha, A.; Comin, M.; Comin, M.","2309","2019","02","26","Southern America","Brazil",NA,NA,"Arbusto 1.3 m altura, flores de calice verde, corola amarela.; Campo rupestre","MBM421242",NA,NA,"A. Juss.","Campos-Rocha, A.","Minas Gerais","Bento Rodrigues",NA,"Mariana","-43.376944","-20.278056","816","816",NA,"-43.376944","-20.278056","2019","03","20",NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-12-21 16:32:45-03","MBM","MBM","426771","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Cordeiro, A.L.; Salvalaggio, A.V.; Oliveira, A.I.; Goldenberg, R.; Labiak, P.; Salvalaggio, A.V.; Oliveira, A.I.; Goldenberg, R.; Labiak, P.","8","2016","10","13","Southern America","Brazil",NA,NA,"Árvore de aproximadamente 1,8 m de altura.","MBM426771",NA,NA,"A. Juss.",NA,"Paraná","Parque Estadual do Cerrado",NA,"Jaguariaíva","-49.65","-24.166667",NA,NA,NA,"-49.65","-24.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-12-21 16:32:45-03","MBM","MBM","113371","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Kummrow, R.","2830",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM113371",NA,NA,"A. Juss.","Anderson, W.R.","Goiás","Pousada do Rio Quente, Morro do Vulcão","MBM113371","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA
"275","2020-12-21 16:32:45-03","MBM","MBM","94576","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Anderson, W.R.","12410",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM094576",NA,NA,"A. Juss.","Anderson, W.R.","Goiás","20km N of Jataí","MBM094576","Jataí","-51.7144012451172","-17.8813991546631",NA,NA,NA,NA,NA,NA,NA,NA,"75073","auto",NA,NA,NA,NA,NA,NA
"276","2020-12-21 16:32:45-03","MBM","MBM","272735","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","byrsonimifolia","Heteropterys byrsonimifolia","Hatschbach, G.; Silva, J.M.; Silva, J.M.","73628","2002","08","19","Southern America","Brazil",NA,NA,NA,"MBM272735",NA,NA,"A. Juss.","Anderson, W.R.","Minas Gerais","Curimataí, Rio Preto","MBM272735","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,NA,NA,NA,NA,NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA
