"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","infraspecificEpithet","class","relatedCatalogItem"
"11","2020-06-29 11:30:05-03","UFRJ","RFA","34339","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R.S.Couto","R.S.Couto","119","2008","08","14",NA,"Brasil","Rio de Janeiro","Saquarema","Jaconé. Restinga na estrada junto a praia, 100m para dentro da mata, junto a cerca do terreno, clareira dentro da mata","-42.673333","-22.945278",NA,"Espécie muito abundante no local, estéril. Nódulo tuberoso coletado","RFA30347",NA,NA,NA,"2008","08","14","42º40'24''W","22º56'43''S",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:30:05-03","UFRJ","RFA","37257","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R.S. Couto","R.S. Couto","427","2010","08","15",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Trilha para Lopes próximo à Lopes","-44.3180999755859","-23.0067005157471",NA,"Trepadeira com flores masculinas esverdeadas com indumentado marrom, anteras amarelas","RFA28356",NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:30:05-03","UFRJ","RFA","37144","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R. S. Couto","R. S. Couto; J. M. A Braga; L.J.T Cardoso","299","2009","08","28",NA,"Brasil","Rio de Janeiro","Cambuci","Estrada de chão para as grutas. Massambaba","-41.9110984802246","-21.5753002166748",NA,"Trepadeira robussta com o caule repleto de acúleos. Caule de cor verde escuro na base. Folhas coriáceas verde-escuro. Flores femininas levemente passadas, de coloração marrom-escura coberta de indumento marrom-claro","RFA23929",NA,"29128","auto","2009","08","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:30:05-03","UFRJ","RFA","37082","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R. S. Couto","R. S. Couto; J.M.A. Braga","90","2007","12","11",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro da Solidão","-41.3244018554688","-21.7541999816895",NA,"Trepadeira Jovem de folhas verde-claro, com o caule verde-escuro com acúleos. Tubérculo coletado para cultivo. Material estéril","RFA23828",NA,"62761","auto","2007","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:30:05-03","UFRJ","RFA","37098","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R.S.Couto","R.S.Couto; J.M.A.Braga","89","2007","12","11",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro da Solidão","-41.3244018554688","-21.7541999816895",NA,"Trepadeira robusta com o caule repleto de espinhos. Caule de cor verde escuro na base. Folhas coriáceas verde-escuro. O caule quando toca o chão desenvolve uma tuberosidade no nó. Material estéril. Tubérculo coletado para cultivo","RFA30284",NA,"62761","auto","2007","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:32-03","UFRJ","RFA","36991","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R.S. Couto","R.S. Couto; J.M.A. Braga, L.J.T. Cardoso","223b","2009","08","27",NA,"Brasil","Rio de Janeiro","Porciúncula","Pedra de Elefantina","-42.0407981872559","-20.9627990722656",NA,"Material estéril. Atingindo a copa das árvores, ocupando grande área. Tubérculo coletado","RFA23723",NA,"31888","auto","2009","08","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:30:05-03","UFRJ","RFA","37005","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R.S. Couto","R.S. Couto; J.M.A. Braga, L.J.T. Cardoso","218","2009","08","26",NA,"Brasil","Rio de Janeiro","Porciúncula","RJ-220, km 30. Fazenda do Salgado","-42.0407981872559","-20.9627990722656",NA,"Material estéril, sistema subterrâneo coletado.","RFA23736",NA,"31888","auto","2009","08","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:30:05-03","UFRJ","RFA","37389","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R.S. Couto","R.S. Couto","453","2010","10","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Natural Municipal de Macapendi","-43.2075004577637","-22.9027996063232",NA,"Trepadeira crescendo rigorosa, caule basal aculeado, frutos passados quase negros","RFA24166",NA,"57442","auto","2010","10","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:27:45-03","MN","R","50473","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Couto, R.S.","Netto, L.S.M.; Glaziou, A.F.M. & Schwacke, C.A.W.",NA,"1880","08","29",NA,"Brasil","Rio de Janeiro","Campo Grande",NA,NA,NA,NA,NA,"R000050473","R000050473_001",NA,NA,"2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:37:38-03","MN","R","50508","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Couto, R.S.","Schwacke, C.A.W.",NA,"1891",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Restinga de Itaipú",NA,NA,NA,NA,NA,NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:37:38-03","MN","R","50884","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Couto, R.S.","Ule, E.H.G.",NA,"1896","07",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:37:38-03","MN","R","111124","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Couto, R.S.","Brade, A.C.",NA,"1936","11",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:37:38-03","MN","R","22359","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth",NA,"Brade, A.C.",NA,"1929","05","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Guaratiba","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:37:38-03","MN","R","139937","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Couto, R.S.","Carauta, J.P.P.; J. Cardoso et al.",NA,"1981","04","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha de Paquetá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:37:38-03","MN","R","50898","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Couto, R.S.","Ule, E.H.G.",NA,"1895","10",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Lagoa Rodrigo de Freitas","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:37:38-03","MN","R","113124","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Couto, R.S.",NA,NA,"1863","10","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Maricá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:37:38-03","MN","R","29494","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Couto, R.S.","Lutz, B.M.J.",NA,"1935","08","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-02-02 14:38:04-02","BGBM","B","B 10 0250084","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth",NA,"F. Sellow","63/367",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250084 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250084","B100250084",NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-24 17:08:59-03","UFES","SAMES","8980","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Fernanda M. Fraga","Ribeiro, M.; Louzada, I.O.; Scheidegger, A.F.A.; Menezes, L.F.T.","1417","2019","05","29",NA,"Brasil","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto","-39.7322006225586","-18.5932998657227",NA,"Liana, armada, com coloração verde-escuro, caule com 2,5 cm de diâmetro. Estéril. Habitat: Floresta Alta de Tabuleiro","SAMES08980",NA,"41644","auto",NA,NA,NA,"-398638889.0","-183908333.0",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-24 17:08:59-03","UFES","SAMES","1973","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Ribeiro,M.","Ribeiro,M.","819","2012","04","14",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Borda da mata, Km 13 da estrada interna.","-39.7322006225586","-18.5932998657227",NA,"Liana, com tricomas marrom claro nos ramos, pecíolos e cálice, flore com corola verde claro.","SAMES01973",NA,"41644","auto","2012","04","14","-398050000.0","-182625000.0",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-24 17:08:59-03","UFES","SAMES","1974","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Ribeiro,M.","Ribeiro,M.","803","2012","02","13",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Trilha da lagoa.","-39.7322006225586","-18.5932998657227",NA,"Liana, infrutescência passada.","SAMES01974",NA,"41644","auto","2012",NA,NA,"-398050000.0","-182625000.0",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-24 17:08:59-03","UFES","SAMES","9122","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Fraga, F.R.M.","Ribeiro, M.; Rozario, E.M.","1463","2019","07","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa, área de ecótono entre as Floresta de Mussununga e a F. Alta, solo arenoso. Reserva Biológica de Córrego Grande","-39.7322006225586","-18.5932998657227",NA,"planta armada, caule com 1,7 cm diamento próximo ao chão. Caule, pecíolo e nervuras secundarias (face abaxial) de cor verde-claros; laminas discolores: a superfície adaxial verde-escura e nítida. Frutos imaturos verdes e maturos casta","SAMES09122",NA,"41644","auto","2019","07","08","-398191667.0","-182397222.0",NA,"65","65",NA,NA,NA,NA,NA
"33","2021-03-24 17:08:59-03","UFES","SAMES","1975","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Araújo,D.","Lobão,A.Q.; Lopes,L.C.M.;Giaretta,A.O.;Ribeiro,M.;Gusson,M.F.;Cruz,F.M.","1565","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama. Porção Oeste, estrada do Picadão. Floresta de Tabuleiro.","-40.0978012084961","-19.1968994140625",NA,"Trepadeira, folhas discolores, flores verdes/ferruginea, frutos ferrugineos.","SAMES01975",NA,"33715","auto",NA,NA,NA,"-400066667.0","-190038889.0",NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0006633","PreservedSpecimen","Plantae","Magnoliophyta","Dioscoreales","Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","G. Pedralli","G. Hatschbach;","37332","1975","11","14",NA,"Brazil","Mato Grosso",NA,"Ribeirao da Salgadeira (Mun. Cuiaba)","-56.094894","-15.598917",NA,"Trepadeira, flor creme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:34:59-03","UFJF","CESJ","33201","PreservedSpecimen","Plantae","Angiosperma",NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","G. Pedralli","G. Hatschbach","37332","1975","11","14","América do Sul","Brasil","Mato Grosso","Cuiabá","Ribeirão da Salgadeira","-56.0966987609863","-15.5960998535156",NA,"Trepadeira, flor creme; campo cerrado; solo rochoso.","CESJ033201",NA,"74875","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:00:12-03","UNICAMP","UEC","67417","S","Plantae","Liliopsida",NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Kirizawa, M","Kim, AC; et al.","30036","1993","11","11",NA,"Brazil","São Paulo","Ubatuba","Praia do Puruba, planície., Beira de estrada.","-44.966667","-23.35",NA,"Liana. Frutos verdes e pilosos.","UEC075453","UEC075453",NA,NA,"1996","06","16","-44.966667","-23.35",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-16 17:51:45-03","UCS","HUCS","17769","PreservedSpecimen","Plantae","Angiospermae","Dioscoreales","Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Pedralli, G.","Hatschbach, G.","37332","1975","11","14",NA,"Brasil","Mato Grosso","Cuiabá","Ribeirão da Salgadeira","-56.0966987609863","-15.5960998535156",NA,"flor creme&nf;Herbário MBM; trepadeira, campo cerrado, solo rochoso",NA,NA,"74875","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-18 18:17:48-03","UFES","VIES","42603","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","R.S. Couto","Nichio-Amaral, R.; Alves-Araújo, A.; Nepomuceno, A.; Miranda, V.S.; Sossai, B.G.; Mendes, B.S.; Dias, L.F.D.","592","2019","02","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Fragmento próximo a trilha do paliteiro. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042603","VIES042603","41644","auto","2020","11","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-04-27 16:09:29-03","UFES","VIES","41827","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth",NA,"Alves-Araújo, A.; Mori, S.; Smith, N.; Ribeiro, M.","1628","2013","10","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama. Estrada do meio.","-40.0978012084961","-19.1968994140625",NA,NA,"VIES041827","VIES041827","33715","auto","2015","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-27 16:09:29-03","UFES","VIES","38109","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Araújo, D.","Lobão, A.Q.; Lopes, L.C.M.; Giaretta, A.O.; Ribeiro, M.; Gusson, M.F.; Cruz, F.M.","1565","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama. Porção Oeste, estrada do Picadão. Floresta de Tabuleiro.","-40.0978012084961","-19.1968994140625",NA,NA,"VIES038109","VIES038109","33715","auto","2012","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-04-27 16:09:29-03","UFES","VIES","28318","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","F.R.M. Fraga","F.R.M. Fraga; C.N. Fraga; M.F.O.Silva","36","2016","12","12",NA,"Brasil","Espírito Santo","Cariacica","Viana, Estrada para São Paulo de Viana.","-40.471111","-20.27",NA,NA,"VIES028318","VIES028318",NA,NA,"2018","03","16","40º28'16''W","20º16'12''S",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-06-27 10:24:44-03","UFES","VIES","37503","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth",NA,"Machado, J.O.; Souza, W.O. & Alves-Araújo, A.","184","2014","02","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES037503","VIES037503","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-06-27 10:24:44-03","UFES","VIES","41434","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Ribeiro, M.","Ribeiro, M.","803","2012","02","13",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Trilha da lagoa.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES041434","VIES041434","41644","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:09:29-03","UFES","VIES","23354","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","G.M. Barroso, E.F. Guimarães et D. Sucre","D. Sucre","7590","1971","07","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Antigo Esta do da Guanabara. Ligação da estrada Rio-Santos com a litorânea. Restinga de Jacarépagua.","-43.2075004577637","-22.9027996063232",NA,NA,"VIES023354","VIES023354","57442","auto","1971","07","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:22:55-03","MBM","MBM","41934","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Pedralli, G.","Hatschbach, G.","37332","1975","11","14","Southern America","Brazil","Mato Grosso","Cuiabá","Ribeirão da Salgadeira","-56.0966987609863","-15.5960998535156",NA,NA,"MBM041934","MBM041934","74875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:22:55-03","MBM","MBM","425639","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","Sucre; Barroso; Guimarraes","Sucre, D.","7590","1971","07","01","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá, Antigo estado da Guanabara, ligação da Estrada Rio-Santos coma litorânea","-43.2075004577637","-22.9027996063232",NA,"Destrígera-Dióica. Caules até 15m de comprimento; lâmina verde discolor com a face ventral lúcida com a nervura primária em ambas as faces verde pálido; rachis da inflorescência verde escuro; bracteolas idem com nuances arroxeadas; t","MBM425639",NA,"57442","auto","1971","07","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-07-19 11:13:18-03","MNHN","RECOLNAT_MNHN_P","P02120284","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Mart.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02120284' target='other'> <mi>dwc_moreinfo</mi></a>","P02120284","P02120284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"316",NA,NA,NA,NA
