"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","recordedBy","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1186","2021-04-08 17:40:27-03","EAO","IAN","75923","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1952","09","22","Brasil","Pará","Abaetetuba","-48.8824996948242","-1.71806001663208",NA,NA,"IAN075923",NA,"Nascimento, EAP","Araújo, JMP de","14","Southern America",NA,NA,NA,"Arredores da cidade de Abaetetuba. Capoeira de terra firme.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"40029","auto","11","22",NA,NA,NA,NA,NA
"1187","2021-04-08 17:40:27-03","EAO","IAN","134347","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1969","07","28","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN134347",NA,"Nascimento, EAP","Silva, NT da","2522","Southern America",NA,NA,"Arbusto de 2m, flor amarela.","Campo cerrado, Km 12. Terra firme.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto","11","22",NA,NA,NA,NA,NA
"1188","2021-04-08 17:40:27-03","EAO","IAN","115243","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1963","04","11","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN115243",NA,"Nascimento, EAP","Oliveira, E","2454","Southern America",NA,NA,"Árvore de 8 metros, flores amarelas.","Fóz do Rio Caracurú, afl. do Rio Jarí.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto","11","22",NA,NA,NA,NA,NA
"1189","2021-04-08 17:40:27-03","EAO","IAN","124929","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","1982","1968","07","03","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN124929",NA,"Citado Mem. NYBG, v. 35","Oliveira, E","4745","Southern America",NA,NA,NA,"Monte Dourado, Rio Jarí. Capoeirão. Mata de terra firme baixa.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto",NA,NA,NA,NA,NA,NA,NA
"1190","2021-04-08 17:40:27-03","EAO","IAN","125023","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1968","09","09","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN125023",NA,"Nascimento, EAP","Oliveira, E","4852","Southern America",NA,NA,NA,"Monte Dourado, Rio Jarí. S-37, capoeirão. Mata de terra firme.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto","11","22",NA,NA,NA,NA,NA
"1191","2021-04-08 17:40:27-03","EAO","IAN","134557","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1969","08","22","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN134557",NA,"Nascimento, EAP","Silva, NT da","2733","Southern America",NA,NA,"Col. madeira.; Árvore de 12m e 25cm de diam. Flor amarela.","Região do Jarí. Estrada do Munguba, Km 1. Mata de terra firme.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto","11","22",NA,NA,NA,NA,NA
"1192","2021-04-08 17:40:27-03","EAO","IAN","133674","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1969","03","18","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN133674",NA,"Nascimento, EAP","Silva, NT da","1805","Southern America",NA,NA,"Col. de madeira.; Árvore de 12m e 25cm de diametro; flor amarela.","Região do Rio Jarí. Estrada entre Pilão e Repartimento.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto","11","22",NA,NA,NA,NA,NA
"1193","2021-04-08 17:40:27-03","EAO","IAN","124781","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2009","1968","06","21","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN124781",NA,"Citado Mem. NYBG. v 35. 1982","Oliveira, E","4596","Southern America",NA,NA,"Col. de madeira.; Planta escandente de 3m; flor amarela.","Rio Jarí, entre o S-37 e S-40, capoeirão, mata de terra firme, acindentado.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto","04","22",NA,NA,NA,NA,NA
"1194","2021-04-08 17:40:27-03","EAO","IAN","132973","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1969","05","11","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN132973",NA,"Nascimento, EAP","Oliveira, E","4872","Southern America",NA,NA,"Árvore de 2m. Flores amarelas, frutos.","Rio Jarí. Margem da estrada que vai para o Planalto. Terreno acidentado, flanco.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto","11","22",NA,NA,NA,NA,NA
"1195","2021-04-08 17:40:27-03","EAO","IAN","124212","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1968","01","24","Brasil","Pará","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"IAN124212",NA,"Nascimento, EAP","Oliveira, E","3972","Southern America",NA,NA,"Árvore de 18m, flor amarela.","Rio Jarí. Planalto de Monte Dourado. Mata alta de terra firme.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"564600","auto","11","22",NA,NA,NA,NA,NA
"1196","2021-04-08 17:40:27-03","EAO","IAN","118221","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1963","01",NA,"Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"IAN118221",NA,"Nascimento, EAP","Pires, JM","8240","Southern America",NA,NA,"Árvore pequena.",NA,NA,NA,"Dicotiledônea",NA,"silvestris",NA,"48462","auto","11","22",NA,NA,NA,NA,NA
"1197","2021-04-08 17:40:27-03","EAO","IAN","29867","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1947","10","13","Brasil","Pará","Belterra","-54.937198638916","-2.63638997077942",NA,NA,"IAN029867","IAN029867 IAN029867_e","Nascimento, EAP","Black, GA","1647","Southern America",NA,NA,"Árvore pequena, 4 m, flor amarela, cheirosa (cheiro de coração de negro).","Beira da estrada, mata virgem.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"74752","auto","11","22",NA,NA,NA,NA,NA
"1198","2021-04-08 17:40:27-03","EAO","IAN","29575","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1947","07","28","Brasil","Pará","Belterra","-54.937198638916","-2.63638997077942",NA,NA,"IAN029575","IAN029575 IAN029575_1 IAN029575_e IAN029575_e1","Nascimento, EAP","Black, GA","1117","Southern America",NA,NA,"Semi-divaricado ou arbustivo.","Beira da mata.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"74752","auto","11","22",NA,NA,NA,NA,NA
"1199","2021-04-08 17:40:27-03","EAO","IAN","29867a","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1947","10","13","Brasil","Pará","Belterra","-54.937198638916","-2.63638997077942",NA,NA,"IAN29867a","IAN29867a IAN29867a_e","Nascimento, EAP","Black, GA","1647","Southern America",NA,NA,NA,"Margem da estrada. Mata virgem.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"74752","auto","11","22",NA,NA,NA,NA,NA
"1200","2021-04-08 17:40:27-03","EAO","IAN","79690","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris","(Vell.) H.S. Irwin & Barneby","2011","1953","06","16","Brasil","Pará","Conceição do Araguaia","-49.2647018432617","-8.25778007507324",NA,NA,"IAN079690",NA,"Nascimento, EAP","Fróes, RL","30052","Southern America",NA,NA,"Arbusto de 1,50m, flor amarela.","Alto dos Montes, região do Araguaia. Campos gerais.",NA,NA,"Dicotiledônea",NA,NA,NA,"73105","auto","10","10",NA,NA,NA,NA,NA
"1201","2021-04-08 17:40:27-03","EAO","IAN","102324","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1959","07","14","Brasil","Pará","Jacareacanga","-57.752799987793","-6.22221994400024",NA,NA,"IAN102324",NA,"Nascimento, EAP","Egler, WA; Silva, RR","877","Southern America",NA,NA,"vara 3m; flor amarela.","Alto Tapajós, Rio Cururú, Missão. Mata.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"393024","auto","11","22",NA,NA,NA,NA,NA
"1202","2021-04-08 17:40:27-03","EAO","IAN","170837","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2001","2000","01","11","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825",NA,NA,"IAN170837",NA,"Lewis, GP","Ferreira, GC; Freitas, JC","589","Southern America",NA,NA,"Árvore de 4m de altura em touceiras; flores amarelas; frutos verdes quando imaturos e marrom-amarelados quando maduros (Goreti).","Campo Experimental da Embrapa Amazonia Oriental, na rodovia PA-150, Km-30. Margem do ramal no inicio da area, perto da vila Betania, margem do ramal para a casa do Sr. Paulo.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"186920","auto","01",NA,NA,NA,NA,NA,NA
"1203","2021-04-08 17:40:27-03","EAO","IAN","165034","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris","(Vell.) H.S. Irwin & Barneby","1998","1997","05","07","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825",NA,NA,"IAN165034",NA,"Lewis, GP","Martins-da-Silva, RCV; Ferreira, GC","11","Southern America",NA,NA,"Árvore de flores amareladas.","Campo Experimental da Embrapa Amazônia Oriental no Km-30 da rodovia PA-150. Margem do rio Moju.",NA,NA,"Dicotiledônea",NA,NA,NA,"186920","auto","08","03",NA,NA,NA,NA,NA
"1204","2021-04-08 17:40:27-03","EAO","IAN","165250","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris","(Vell.) H.S. Irwin & Barneby","1998","1997","08","30","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825",NA,NA,"IAN165250",NA,"Lewis, GP","Ferreira, GC; Freitas, JC","198","Southern America",NA,NA,"Árvore de 7m de altura e 11,8cm de diâmetro, quebrada e rebrotando. Estéril.","Campo Experimental da Embrapa Amazônia Oriental no Km-30 da rodovia PA-150. Mata de terra firme.",NA,NA,"Dicotiledônea",NA,NA,NA,"186920","auto","08","03",NA,NA,NA,NA,NA
"1205","2021-04-08 17:40:27-03","EAO","IAN","179784","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2013","2004","04","28","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825",NA,NA,"IAN179784",NA,"Nascimento, EAP","Oliveira, JCL de; Carmo, NAS do; Nascimento, MP do; Melo, ATS de","431","Southern America",NA,NA,"Árvore com 6 m alt.; ritidoma verde acinzentado com lenticelas pequenas e alaranjadas, dispostas horizontalmente; casca morta verde escuro, 1mm espess.; casca viva marrom, clara, menor que 0,5 cm espess.; alburno creme oxidando para am","Campo Experimental da Embrapa Amazonia Oriental, PA 150 Km 34.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"186920","auto","06","27",NA,NA,NA,NA,NA
"1206","2021-04-08 17:40:27-03","EAO","IAN","80891","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1953","05","06","Brasil","Pará","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,"IAN080891",NA,"Nascimento, EAP","Andrade-Lima, D de","1364","Southern America",NA,NA,"Arbusto, flor amarela. Fruto plano.","Airí, capoeira baixa.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"279177","auto","11","22",NA,NA,NA,NA,NA
"1207","2021-04-08 17:40:27-03","EAO","IAN","133396","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1970","10","25","Brasil","Pará","Muaná","-49.2167015075684","-1.52832996845245",NA,NA,"IAN133396",NA,"Nascimento, EAP","Oliveira, E","5324","Southern America",NA,NA,"Árvore de 6-8m. Flores amarelas, mata alta.","Ilha do Marajó, Rio Afuá, lugar Mariaí. Mata de terra firme.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"72451","auto","11","22",NA,NA,NA,NA,NA
"1208","2021-04-08 17:40:27-03","EAO","IAN","179328","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris","(Vell.) H.S. Irwin & Barneby","2015","2004","08","31","Brasil","Pará","Novo Repartimento","-49.7963981628418","-4.33056020736694",NA,NA,"IAN179328",NA,"Nascimento, EAP","Barbosa, MG; Carmo, NAS do; Monteiro, CR","17","Southern America",NA,NA,"Árvore de 11m alt. x 15,5cm DAP; copa capitata corimbiforme; ramos alternos; fuste cilíndrico; ritidoma vermelho-acastanhado, sujo, áspero, cimoso, com lenticelas; casca morta castanho escuro, 0,5mm espess.; casca viva mostarda-avermel","Fazenda Arataú. Vegetação primária. Solo arenoso.",NA,NA,"Dicotiledônea",NA,NA,NA,"155142","auto","03","20",NA,NA,NA,NA,NA
"1209","2021-04-08 17:40:27-03","EAO","IAN","169798","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1999","02",NA,"Brasil","Pará","Ourilândia do Norte","-51.0839004516602","-6.75472021102905",NA,NA,"IAN169798",NA,"Nascimento, EAP","Cordeiro, MR; Baider, C","2977","Southern America",NA,NA,"C 407. Árvore de 20m, 17,8 DAP. Estéril.; C 407. Árvore de 20m, 17,8 DAP. Estéril.","Projeto Pinkaiti. Aldeia Aúkre.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"209767","auto","11","22",NA,NA,NA,NA,NA
"1210","2021-04-08 17:40:27-03","EAO","IAN","172014","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris","(Vell.) H.S. Irwin & Barneby","2011","1997","02","22","Brasil","Pará","Pau D'arco","-50.0443992614746","-7.83305978775024",NA,NA,"IAN172014",NA,"Nascimento, EAP","Grogan, J","189","Southern America",NA,NA,"Habit: Medium tree < 20m Flowers: like Cassia Leaves: alt pinncmpd, small Stem: reddish stem when >10 cm.","Marajoara",NA,NA,"Dicotiledônea",NA,NA,NA,"50942","auto","09","08",NA,NA,NA,NA,NA
"1211","2021-04-08 17:40:27-03","EAO","IAN","172016","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby",NA,"1997",NA,NA,"Brasil","Pará","Pau D'arco","-50.0443992614746","-7.83305978775024",NA,NA,"IAN172016",NA,NA,"Grogan, J","191","Southern America",NA,NA,"Habit: Large tree > 20m Leaves: alt pinncmpd, small.","Marajoara",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA
"1212","2021-04-08 17:40:27-03","EAO","IAN","132245","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1969","10","11","Brasil","Pará","Ponta de Pedras","-48.8711013793945","-1.39028000831604",NA,NA,"IAN132245",NA,"Nascimento, EAP","Pena, BS da","195","Southern America",NA,NA,"Árvore de 5m. Flor amarela.","Ilha de terra firme, próximo à Fazenda Ibacobí.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"106185","auto","11","22",NA,NA,NA,NA,NA
"1213","2021-04-08 17:40:27-03","EAO","IAN","116964","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2009","1965","10","11","Brasil","Pará","Portel","-50.8210983276367","-1.93555998802185",NA,NA,"IAN116964",NA,"Citado Mem. NYBG. v 35. 1982","Prance, GT; Pennington, TD; Pires, JM","1280","Southern America",NA,NA,"Shrub to 4m tall. Corolla yellow.","Vicinity of Portel. Capoeira.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"184936","auto","04","22",NA,NA,NA,NA,NA
"1214","2021-04-08 17:40:27-03","EAO","IAN","90015","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","1961","1955","10","10","Brasil","Pará","Porto de Moz","-52.2383003234863","-1.74832999706268",NA,NA,"IAN090015",NA,"Irwin, HS","Fróes, RL","32181","Southern America",NA,NA,"Árvore, 5 metros, flores amarelas.","beira do Rio Jaraucú.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"154178","auto",NA,NA,NA,NA,NA,NA,NA
"1215","2021-04-08 17:40:27-03","EAO","IAN","89894","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1955","08","14","Brasil","Pará","Prainha","-53.4799995422363","-1.79999995231628",NA,NA,"IAN089894",NA,"Nascimento, EAP","Fróes, RL","32054","Southern America",NA,NA,"Árvore de 7 metros, flores amarela.","Cachoeiras do Rio Una. Capoeira. Mata de terra firme, ao longo do rio.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"139164","auto","11","22",NA,NA,NA,NA,NA
"1216","2021-04-08 17:40:27-03","EAO","IAN","132120","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1969","08","27","Brasil","Pará","Salvaterra","-48.5167007446289","-0.75333297252655",NA,NA,"IAN132120",NA,"Nascimento, EAP","Pena, BS da","69","Southern America",NA,NA,"Árvore de 9m. Flor amarela.","Ilha do Marajó. Estrada de Condeixa. Campo cerrado.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"52029","auto","11","22",NA,NA,NA,NA,NA
"1217","2021-04-08 17:40:27-03","EAO","IAN","185711","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris","(Vell.) H.S. Irwin & Barneby","2010","2010","08","11","Brasil","Pará","Santarém","-54.7083015441895","-2.44305992126465",NA,NA,"IAN185711",NA,"Rosa, NA","Nascimento, MP do; Rosa, NA; Oliveira, JCL de","439","Southern America",NA,NA,"Árvode de 9m de altura, e 16cm de DAP, ritidoma bege escuro, casca-morta avermelhada, casca-viva bege escuro, alburno bege claro, flor amarela.","Área do Projeto Sustentabilidade dos Usos da Terra na Amazônia. B:81, T:3.",NA,NA,"Dicotiledônea",NA,NA,NA,"205258","auto","10","13",NA,NA,NA,NA,NA
"1218","2021-04-08 17:40:27-03","EAO","IAN","155082","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1979","03","03","Brasil","Pará","Santarém","-54.7083015441895","-2.44305992126465",NA,NA,"IAN155082",NA,"Nascimento, EAP","Rodrigues, IA; Dantas, M","445","Southern America",NA,NA,NA,"Estrada de Alter do Chão. Margem da estrada.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"205258","auto","11","22",NA,NA,NA,NA,NA
"1219","2021-04-08 17:40:27-03","EAO","IAN","163100","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1988","09","01","Brasil","Pará","Santarém","-54.7083015441895","-2.44305992126465",NA,NA,"IAN163100",NA,"Nascimento, EAP","Rosário, CS; Santos, MR dos; Nascimento, FC","1007","Southern America",NA,NA,"Col. de madeira.; Árvore de 18m de altura, flores amarelas.","Margem direita do Rio Curuauna. Reserva florestal do Curuauana (SUDAM). Localidade Barreirinha, área inventariada de 2000 x 5000. Talhão 2, linhas 14; 15; 16; 17; 18; 19; 20; 21; 22; 23. Mata aberta com cipós. Mata aberta com cipós; árvore de médio e",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"205258","auto","11","22",NA,NA,NA,NA,NA
"1220","2021-04-08 17:40:27-03","EAO","IAN","122261","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2009","1966","12","14","Brasil","Pará","Santarém","-54.7083015441895","-2.44305992126465",NA,NA,"IAN122261",NA,"Citado Mem. NYBG. v 35. 1982","Cavalcante, PB; Silva, M","1753","Southern America",NA,NA,"Arbusto de 2-3m, flor amarela, frutos em vias de amadurecimento.","Serra do Diamantino. Mata à margem da estrada.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"205258","auto","04","22",NA,NA,NA,NA,NA
"1221","2021-04-08 17:40:27-03","EAO","IAN","154673","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris","(Vell.) H.S. Irwin & Barneby","2011","1978","06","11","Brasil","Pará","São Félix do Xingu","-51.9949989318848","-6.64472007751465",NA,NA,"IAN154673",NA,"Nascimento, EAP","Rosário, CS","18","Southern America",NA,NA,"Arbusto de 4 metros de altura, flor amarela, frutos imaturos verde em vagem.","Ponto 22, folha SC-22-VC. Mata de terra firme.",NA,NA,"Dicotiledônea",NA,NA,NA,"354043","auto","09","20",NA,NA,NA,NA,NA
"1222","2021-04-08 17:40:27-03","EAO","IAN","154666","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2009","1978","06","07","Brasil","Pará","São Félix do Xingu","-51.9949989318848","-6.64472007751465",NA,NA,"IAN154666",NA,"Citado Mem. NYBG. v 35. 1982","Rosário, CS","8","Southern America",NA,NA,"Árvore de 25 metros de altura, flor amarela.","Sub-base da Fazenda Dourado. Margem direita do Rio Dourado. Mata de terra firme.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"354043","auto","04",NA,NA,NA,NA,NA,NA
"1223","2021-04-08 17:40:27-03","EAO","IAN","152457","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1976","04","28","Brasil","Rondônia","Guajará-mirim","-65.3394012451172","-10.7827997207642",NA,NA,"IAN152457",NA,"Nascimento, EAP","Cordeiro, MR","918","Southern America",NA,NA,"Arbusto de 5m. Flores amarelas.","Sub-base do proj. RADAM. Estrada do Palheta, fronteira Brasil-Bolívia-. Ponto 23. SC-20-VB.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"205539","auto","11","22",NA,NA,NA,NA,NA
"1224","2021-04-08 17:40:27-03","EAO","IAN","152419","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2009","1976","04","25","Brasil","Rondônia","Guajará-mirim","-65.3394012451172","-10.7827997207642",NA,NA,"IAN152419",NA,"Citado Mem. NYBG. v 35. 1982","Cordeiro, MR","880","Southern America",NA,NA,"Arbusto pequeno; flores amarelas.","Sub-base do proj. RADAM. Igarapé do Muntum, fronteira Brasil-Bolívia-Terreno arenoso. Ponto 66. SC-20-VB.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"205539","auto","04",NA,NA,NA,NA,NA,NA
"1225","2021-04-08 17:40:27-03","EAO","IAN","77571","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris bifaria","H.S. Irwin & Barneby","2011","1952",NA,NA,"Brasil","Rondônia","Porto Velho","-63.9039001464844","-8.76194000244141",NA,NA,"IAN077571",NA,"Nascimento, EAP","Black, GA","s.n.","Southern America",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"bifaria",NA,"333357","auto","09","08",NA,NA,NA,NA,NA
"1226","2021-04-08 17:40:27-03","EAO","IAN","77790","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2011","1952","06","16","Brasil","Rondônia","Porto Velho","-63.9039001464844","-8.76194000244141",NA,NA,"IAN077790",NA,"Nascimento, EAP","Silva, JF da","133","Southern America",NA,NA,"Árvore baixa.","Localidade de Tanques. Mata baixa de terra firme.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"333357","auto","11","22",NA,NA,NA,NA,NA
"1227","2021-04-08 17:40:27-03","EAO","IAN","150393","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2009","1975","09","04","Brasil","Rondônia","Porto Velho","-63.9039001464844","-8.76194000244141",NA,NA,"IAN150393",NA,"Citado Mem. NYBG. v 35. 1982","Cordeiro, MR","729","Southern America",NA,NA,"Arbusto de 3m, sépala e pétala amarelas, estames cremes.","Sub-base do Projeto RADAM. Terreno argiloso. Estrada Belmonte. Rio Madeira.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"333357","auto","04",NA,NA,NA,NA,NA,NA
"1228","2021-04-08 17:40:27-03","EAO","IAN","96135","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","silvestris","Senna silvestris silvestris","(Vell.) H.S. Irwin & Barneby","2009","1954","11","23","Brasil","Roraima","Amajari","-61.3706016540527","3.65222001075745",NA,NA,"IAN096135",NA,"Citado Mem. NYBG. v 35. 1982","Maguire, B; Maguire, CK","40027","Southern America",NA,NA,"Small tree 10m. Flowers yellow. Stems octagonal.","Serra Tepequem, Território do Rio Branco. On NW escarpment.",NA,NA,"Dicotiledônea",NA,"silvestris",NA,"411632","auto","04",NA,NA,NA,NA,NA,NA
