"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","county","class","dayIdentified","coordinatePrecision","individualCount","geoFlag"
"11","2021-03-15 16:37:00-03","NY","NYBG","00682372","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","19294","1988","10","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682372","NY00682372_01",NA,"21","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00682384","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20580","1989","07","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682384","NY00682384_01","S. A. Mori","10","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01074359","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","21939","1991","08","South America","Brazil","Amazonas","Rio Negro. Rio Cuieras near Igarapé. Tucunaré. Igapó","-60.3284088","-2.5667821","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512655' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074359","NY01074359_01","S. A. Mori","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00682374","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20223","1989","02","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682374","NY00682374_01",NA,"11","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00682412","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"M. G. M. Van Roosmalen",NA,"1987","08","South America","Brazil","Amazonas","Reserva km 41 of the World Wildlife Fun/INPA Minimum Critical Size of Ecosystems Project. 80km N of Manaus.","-60.0397468","-2.6191496","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682412","NY00682412_01","S. A. Mori","20","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00682381","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20277","1989","04","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682381","NY00682381_01",NA,"07","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00682380","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20232","1989","02","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682380","NY00682380_01",NA,"23","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00682411","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"H. L. Vasconcelos","H14","1985","10","South America","Brazil","Amazonas","Faz. Dimona BR-174, km 72.","-60.0447357","-2.3488711","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682411","NY00682411_01","S. A. Mori","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00682406","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","21939","1991","08","South America","Brazil","Amazonas","Rio Negro. Rio Cuieras near Igarapé. Tucunaré. Igapó","-60.3284088","-2.5667821","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682406","NY00682406_01","S. A. Mori","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01074352","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20272","1989","04","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501; Km 41 of the WWF/INPA MCS Project.","-59.74583","-2.41625","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512619' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074352","NY01074352_01",NA,"07","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01074350","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20267","1989","04","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS project.","-59.74583333","-2.41625","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512613' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074350","NY01074350_01",NA,"07","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00682410","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"H. L. Vasconcelos","C2-4","1985","09","South America","Brazil","Amazonas","Faz. Dimona BR-174, km 72.","-60.0447357","-2.3488711","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682410","NY00682410_01","S. A. Mori","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00682376","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20272","1989","04","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682376","NY00682376_01",NA,"07","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00682377","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20279","1989","04","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682377","NY00682377_01",NA,"10","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00682397","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"J. R. Nascimento","644","1994","11","South America","Brazil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo a estação meteorológica.","-59.97","-2.883333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682397","NY00682397_01","S. A. Mori","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01074348","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"M. G. M. Van Roosmalen",NA,"1987","07","South America","Brazil","Amazonas","Reserva km 41 of the World Wildlife Fund/INPA Minimum Critical Size of Ecosystems Project. 80km N or Manaus.","-60.0397468","-2.6191496","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512603' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074348","NY01074348_01","S. A. Mori","30","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00682375","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"M. G. M. Van Roosmalen",NA,"1987","10","South America","Brazil","Amazonas","Reserva km 41 of the World Wildlife Fund/INPA Minimum Critical Size of Ecosystems Project. 80km N or Manaus.","-60.0397468","-2.6191496","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682375","NY00682375_01","S. A. Mori","28","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01074354","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20241","1989","03","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501; Km 41 of the WWF/INPA MCS Project.","-59.74583","-2.41625","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512629' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074354","NY01074354_01",NA,"25","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00682396","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"J. R. Nascimento","629","1994","11","South America","Brazil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo a estação meteorológica.","-59.97","-2.883333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682396","NY00682396_01","S. A. Mori","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00682408","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"G. T. Prance","17543","1973","09","South America","Brazil","Amazonas","Manaus-Itacoatiara Road, km 69-70.","-59.648332","-2.6569661","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682408","NY00682408_01","S. A. Mori","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00853342","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"J. R. Nascimento","644","1994","11","South America","Brazil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo a estação meteorológica.","-59.97","-2.883333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853342","NY00853342_01","S. A. Mori","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00682379","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20258","1989","03","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682379","NY00682379_01",NA,"11","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00682395","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"H. L. Vasconcelos","J19","1985","09","South America","Brazil","Amazonas","Faz. Dimona BR-174, Km 72","-60.0447357","-2.3488711","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682395","NY00682395_01","S. A. Mori","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00682373","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20267","1989","04","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682373","NY00682373_01",NA,"07","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00682378","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20241","1989","03","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682378","NY00682378_01",NA,"25","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00682407","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"H. L. Vasconcelos","J52","1985","11","South America","Brazil","Amazonas","Faz Dimona Br-174, Km. 72.","-60.0447357","-2.3488711","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682407","NY00682407_01","S. A. Mori","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00682398","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"J. R. Nascimento","629","1994","11","South America","Brazil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo a estação meteorológica.","-59.97","-2.883333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682398","NY00682398_01","S. A. Mori","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00682382","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"B. M. Boom","8575","1988","11","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.7277778","-2.4077778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682382","NY00682382_01","S. A. Mori","21","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00682385","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"M. G. M. Van Roosmalen",NA,"1987","07","South America","Brazil","Amazonas","Reserva km 41 of the World Wildlife Fund/INPA Minimum Critical Size of Ecosystems Project. 80km N or Manaus.","-60.0397468","-2.6191496","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682385","NY00682385_01","S. A. Mori","30","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01074355","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","19413","1988","10","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501; Km 41 of the WWF/INPA MCS Project.","-59.74583","-2.41625","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512632' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074355","NY01074355_01",NA,"26","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01074357","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20223","1989","02","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501; Km 41 of the WWF/INPA MCS Project.","-59.74583","-2.41625","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512640' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074357","NY01074357_01 NY01074357_02",NA,"11","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01074353","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","amazoniciformis","Eschweilera amazoniciformis","S.A.Mori",NA,"S. A. Mori","20232","1989","02","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501; Km 41 of the WWF/INPA MCS Project.","-59.74583","-2.41625","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074353","NY01074353_01 NY01074353_02",NA,"23","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
