"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","1524","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Acacia","martii","Acacia martii","Benth.","isotype","C. F. P. von Martius","1106","South America","Brazil","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00001524","NY00001524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","2609150","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"G. G. Hatschbach","62511","South America","Brazil","Rod. MT-248, km 18 de Jaura para Figueirópolis do Oeste.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916626' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609150","NY02609150_01","D. S. Seigler","1995","05","08","Mato Grosso","Jauru","-58.8664","-15.3419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","2609149","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"J. H. Kirkbride Jr.","3071","South America","Brazil","At Km 134 along the road from Caceres to S of Serra do Aguapei.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916625' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609149","NY02609149_01","D. S. Seigler","1977","03","04","Mato Grosso","Porto Esperidião","-58.690568","-15.727378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00917258","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"A. Salino","3999","South America","Brazil","Januária, Vale do Peruaçu, carrascal próximo da entrada para Fazenda Terra Brava","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917258","NY00917258_01","D. S. Seigler","1998","02","14","Minas Gerais",NA,"-44.26","-15.1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","2609153","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"B. Dubs","753","South America","Brazil","Fazenda Salina, Pantanal do Rio Negro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916630' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609153","NY02609153_01","D. S. Seigler","1988","05","09","Mato Grosso do Sul",NA,"-56.17","-19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","2609151","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"W. R. Anderson","6895","South America","Brazil","Serra da Atalaia, ca. 25 km by road SW of Monte Alegre de Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916628' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609151","NY02609151_01","D. S. Seigler","1973","03","12","Goiás","Monte Alegre de Goiás","-47.23","-13.47","600","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","00917300","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"M. Aparecida da Silva","4439","South America","Brazil","Fazenda Sabonete, proprietário Sr. Sílvio dos Santos Lacerda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917300","NY00917300_01","D. S. Seigler","2000","10","08","Goiás","Posse","-46.4514","-14.07","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1146252","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"H. C. de Lima","1014","South America","Brazil","Estrada para o Porto Mandacaru proximo ao Rio Jequitinhonha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146252","NY01146252_01","D. S. Seigler","1979","05","11","Minas Gerais","Grão Mogol","-42.8894","-16.5594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","2609152","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"L. Coradin","5760","South America","Brazil","Estrada Santa Rita de Cassia-Entroncamento Rodovia Barreiras-Correntes km 47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916629' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609152","NY02609152_01","D. S. Seigler","1983","06","17","Bahia","Santa Rita de Cassia","-44.8","-11.28","560","560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","2609154","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"G. T. Prance","26103","South America","Brazil","Hill slopes behind Acurizal, Rio Paraguai.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916631' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609154","NY02609154_01","D. S. Seigler","1979","06","07","Mato Grosso",NA,"-57.53","-17.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","2609146","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"J. A. Ratter","R.2698","South America","Brazil","Approx 10 km W of Januaria","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916621' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609146","NY02609146_01","D. S. Seigler","1972","10","26","Minas Gerais",NA,"-44.5","-15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00917245","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"N. T. da Silva","57762","South America","Brazil","732 km de Anápolis para Belém","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917245","NY00917245_01","D. S. Seigler","1963","11","10","Goiás",NA,NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2609148","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"G. Schaller","39","South America","Brazil","Pantanal; Rio Paraguai. Fazenda Acurizal.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916623' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609148","NY02609148_01","D. S. Seigler","1977","08","29","Mato Grosso",NA,"-57.53","-17.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-01-28 13:11:19-03","MCN-PUC-MINAS","HPUC-MG","ANG887","S","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii",NA,NA,"Meyer; Oliveira; Abrantes",NA,NA,"Brasil",NA,NA,"Doação do CETEC, herbário n°009524. Coleção AC203. Estames brancos.",NA,NA,"Meyer; Oliveira; Abrantes","1992","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:40:20-03","EAO","IAN","107878","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Magalhães, MG","17733","Southern America","Brasil","Coronel Fabiciano.",NA,"Arvore 6 - 7,00m altura.","IAN107878",NA,"Terra, V",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:40:20-03","EAO","IAN","139009","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Irwin, HS","55373","Southern America","Suriname","2-10km below confluence of Oost River.",NA,"Liana to 5m high, flowers white, common in riverne forest.","IAN139009",NA,"Terra, V","1963","09","04",NA,NA,NA,NA,NA,NA,"2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:40:20-03","EAO","IAN","144875","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Ratter, JA","1269","Southern America","Brasil","Corrego de Bacaba, 68km N of Xavantina on the. Sao Felix road.",NA,"Smalh basly tree, 5m tall, wilt archy branches. Barnk pale, snoth, armed with ferocino secunved pines. Inflorecences in large pancieles up to 10cm long and 1m braad. Flowers heads pale gellow-cream, fainthy scented. Leanes sensitive.","IAN144875",NA,"Terra, V","1968","05","03","Mato Grosso","Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:40:20-03","EAO","IAN","55316","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Viégas, JK","4199","Southern America","Brasil","Estrada Piracicaba - Campinas.",NA,"Arbusto.","IAN055316",NA,"Terra, V","1939","01","01","São Paulo",NA,NA,NA,NA,NA,"2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:40:20-03","EAO","IAN","106787","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Magalhães, MG","17733","Southern America","Brasil","Acesita.",NA,"Arvire 6-7,00m altura.","IAN106787",NA,"Terra, V","1960","02","02","Minas Gerais","Coronel Fabriciano","-42.6288986206055","-19.5186004638672",NA,NA,"2014","03","21443","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:08:03-03","CPAN-UFMS","COR","13709","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Acacia","martii","Acacia martii","Benth.",NA,"Damasceno, G.A.Jr; Ferreira, V.L.","1342",NA,"Brasil","Estrada da Manga próx. a faz. Bandalta. Bancada Laterítica (Lagedo); Litólico e rico em Fe; Plano - levemente inclinado.",NA,"Considerada subespécie de A. paniculata",NA,NA,"J.Y. Tamashiro","1998","02","27","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312","150","150",NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:17:03-03","UFBA","ALCB","00286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Costa, AL","s/n","Southern America","Brasil","Médio São Francisco, 10 Km acima da cidade",NA,"sujeito à inundação do Rio São Francisco.","ALCB024861","ALCB024861","Ribeiro, PG","1968","02","10","Bahia","Bom Jesus da Lapa","-43.416667","-13.25",NA,NA,"2013","07",NA,NA,"09","-43.416667","-13.25",NA,NA,NA,NA,NA
"22","2020-02-08 09:08:36-03","NBC","NL-BOTANY","L.1990564","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Acacia","martii","Acacia martii","Benth.",NA,"Ule EHG",NA,"Southern America","Brazil","Klettertrauck, Bl. Gelbweifs, Bocca do Tejo, Rio Jurua.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1990564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1990564","NL-L1990564",NA,"1901","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-11-04 11:10:20-03","ESALQ","ESA","57778","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senegalia","martii","Senegalia martii",NA,NA,"Farah, F.T.","1262.0",NA,"Brasil",NA,NA,"número ESA antigo (duplicado) 67778","ESA057778",NA,"Terra, V.","2000","05","31","São Paulo","Adamantina","-51.0699996948242","-21.6800003051758",NA,NA,"2014","03","31214","auto","01",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:10:20-03","ESALQ","ESA","8477","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senegalia","martii","Senegalia martii",NA,NA,"Souza, V.C. ; Souza, F.M.","2152.0",NA,"Brasil",NA,NA,NA,"ESA008477",NA,"Terra, V.","1993","02","02","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"2014","03","44778","auto","01",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:10:20-03","ESALQ","ESA","64064","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senegalia","martii","Senegalia martii",NA,NA,"Souza, J.P.","2235.0",NA,"Brasil","Haras Vanguarda. Borda de mata ciliar",NA,"Arvoreta, frutos castanhos","ESA064064",NA,"Terra, V.","1998","05","14","São Paulo","Monte Mor","-47.310001373291","-22.9400005340576",NA,NA,"2014","03","12206","auto","01",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:10:20-03","ESALQ","ESA","12907","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senegalia","martii","Senegalia martii",NA,NA,"Rocha, Y.T.","58.0",NA,"Brasil",NA,NA,NA,"ESA012907",NA,"Terra, V.","1993","01","12","São Paulo","Américo Brasiliense","-48.0999984741211","-21.7199993133545",NA,NA,"2014","03","19311","auto","01",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:10:20-03","ESALQ","ESA","63950","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senegalia","martii","Senegalia martii",NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.","88.0",NA,"Brasil",NA,NA,NA,"ESA063950",NA,"Terra, V.",NA,NA,NA,"São Paulo","Porto Feliz","-47.5200004577637","-23.2099990844727",NA,NA,NA,NA,"19715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:30:18-03","MN","R","68145","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Zehntner, L.","429",NA,"Brasil",NA,NA,NA,NA,NA,"Ribeiro, P.G.","1912","10","22","Bahia",NA,NA,NA,NA,NA,"2013","04",NA,NA,"26",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:29:53-03","IAP","PACA-AGP","53661","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: in silva primaeva Fenofase: flor","PACA053661",NA,"Terra, V.","1953","01","11","PR","Salto Iguaçu",NA,NA,NA,NA,"2014","03",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"30","2020-12-20 21:17:44-03","UFV","VIC","24872","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Bortoluzzi, R.L.C.; et al.","170",NA,"Brasil","Parque Estadual do Rio Doce (PERD), Estrada do Anibal.",NA,"Arbusto escandente, presença de espinhos. Frutos verde-amarelados quando imaturos.","VIC024872","VIC024872","Terra, V.","1998","06","25","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"2011","09","28215","auto","16",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-20 21:17:44-03","UFV","VIC","27042","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Nunes, SRDFS da; et al.","129",NA,"Brasil","Parque Estadual do Rio Doce (PERD), Estrada do Salão Dourado.",NA,"Trepadeira com flores globosas, cor amarela.","VIC027042","VIC027042","Terra, V.","2002","01","07","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"2011","09","28215","auto","18",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-20 21:17:44-03","UFV","VIC","22565","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Bortoluzzi, R.L.C.; et al.","266",NA,"Brasil","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa do meio.",NA,"Trepadeira espinhosa com frutos marrons, folhas novas.","VIC022565","VIC022565","Terra, V.","1998","09","24","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"2011","09","28215","auto","18",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:17:44-03","UFV","VIC","46337","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Romão, G.O.; Ferreira, M.A.P.","1005",NA,"Brasil","Fazenda Caiman, propriedade do Sr. Roberto Klabin.",NA,"Pantanal. Floresta Estacional. Árvore 17m alt.; frutos castanho-esverdeados.; Árvore 17m alt.; frutos castanho-esverdeados.; Pantanal. Floresta Estacional.","VIC046337","VIC046337","Terra, V.","2004","04","03","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"2014","03","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:17:44-03","UFV","VIC","37324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Fernandes, J.M.","1324",NA,"Brasil","Reserva Ecológica de Sagarana",NA,"Arvoreta 5m alt., flores amareladas.","VIC037324","VIC037324","Terra, V.","2010","08","24","Minas Gerais","Arinos","-46.105598449707","-15.9168996810913",NA,NA,"2011","02","73882","auto","25",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:17:44-03","UFV","VIC","22758","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Bortoluzzi, R.L.C.; et al.","427",NA,"Brasil","Parque Estadual do Rio Doce (PERD), Ao longo da estrada que corta o parque.",NA,"Trepadeira espinhosa com flores amarelas, sobre copa de árvore.","VIC022758","VIC022758","Terra, V.",NA,NA,NA,"Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"2011","09","28215","auto","18",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:17:44-03","UFV","VIC","24858","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Bortoluzzi, R.L.C.; et al.","214",NA,"Brasil","Parque Estadual do Rio Doce (PERD), Estrada do Anibal. Trilha de acesso a Lagoa do Anibal.",NA,"Planta trepadeira sobre copa ca. 3 a 15m de altura, heliófila; muitos frutos cor verde-amarronzados. Ocorrência muito frequente em toda a trilha do Anibal.","VIC024858","VIC024858","Terra, V.","1998","08","13","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"2011","09","28215","auto","16",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:17:44-03","UFV","VIC","27040","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Nunes, SRDFS da; et al.","08",NA,"Brasil","Parque Estadual do Rio Doce (PERD), Estrada do Salão Dourado.",NA,"Trepadeira com inflorescências globosas de filetes amarelos.","VIC027040","VIC027040","Terra, V.","2001","02","15","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"2011","09","28215","auto","18",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:17:44-03","UFV","VIC","27043","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Nunes, SRDFS da; et al.","163",NA,"Brasil","Parque Estadual do Rio Doce (PERD), Estrada do Salão Dourado.",NA,"Trepadeira com flores globosas, filetes amarelos.","VIC027043","VIC027043","Terra, V.","2002","03","13","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"2011","09","28215","auto","18",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:17:44-03","UFV","VIC","46343","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Maestro, A.L.; Silveira, A.M.","19",NA,"Brasil","5 Km de Riolândia em direção a Cardoso.",NA,"Mata ciliar perturbada. Árvore, 15m alt.; filetes creme.; Árvore, 15m alt.; filetes creme; Mata ciliar perturbada","VIC046343","VIC046343","Terra, V.","1994","10","10","São Paulo","Riolândia","-49","-19",NA,NA,"2014","03",NA,NA,NA,"-49","-19",NA,NA,NA,NA,NA
"40","2020-12-20 21:17:44-03","UFV","VIC","46336","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","martii","Senegalia martii","(Benth.) Seigler & Ebinger",NA,"Souza, V.C.; et al.","20790",NA,"Brasil","Estrada Marzagão #?# Nova Brazilândia, Aproximadamente 15 Km ESE de Marzagão.",NA,"Floresta Estacional com elementos de savana. Arbusto, ca. 2m alt.; flores creme.; Arbusto, ca. 2m alt.; flores creme.; Floresta Estacional com elementos de savana","VIC046336","VIC046336","Terra, V.","1997","10","11","Mato Grosso","Rosário Oeste","-55","-14",NA,NA,"2014","03",NA,NA,NA,"-55","-14",NA,NA,NA,NA,NA
