"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1009702","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","B. A. Krukoff","8258","1936","09","11","South America","Brazil","Amazonas","São Paulo de Olivença","Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330317' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009702","NY01009702_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1009713","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","R. de Lemos Fróes","858","1942","04","27","South America","Brazil","Amazonas","São Gabriel da Cachoeira","Basin of Rio Negro. Busseh Cussi, basin of Castanha River.","-67.0892","-0.130278","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330329' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009713","NY01009713_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01009711","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","W. A. Ducke","1759","1945","09","14","South America","Brazil","Amazonas","Manaus","Manaós, silva terris altis ultra Flores","-60.0134075","-3.0587534","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330327' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009711","NY01009711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1009694","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","G. C. G. Argent","6873","1968","09","10","South America","Brazil","Mato Grosso",NA,"Base Camp (Brejo plot I).","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330309' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009694","NY01009694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","869242","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","J. M. Pires","16416","1978","08","04","South America","Brazil","Mato Grosso",NA,"Sararé, Radambrasil; folha SD 21-YC; ponto 28.","-58.92","-13.83","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869242","NY00869242_01","M. G. da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","85145","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","B. C. Bennett","4050","1990","03","12","South America","Ecuador","Morona-Santiago",NA,"Centro Shuar Yukutais. West of Pedro Kunkumas' house and south of school","-78.13","-2.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00085145",NA,"C. C. Berg","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","869243","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","H. S. Irwin","8787b","1965","09","29","South America","Brazil","Distrito Federal","Brasília","Córrego Monteiro, vicinity of Planaltina.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869243","NY00869243_01","C. C. Berg","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1009714","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","B. Maguire","57120","1963","10","18","South America","Brazil","Distrito Federal","Brasília","Parque do Gama","-47.9297","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330330' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009714","NY01009714_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1009716","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","W. A. Rodrigues","10604","1984","03","03","South America","Brazil","Amazonas",NA,"02km ao Sul da parte central da Serra Aracá e 10km a Leste do rio Jauari ou a 20 minutos a pé do acampamento de baixo, no caminho entre a pista de baixo e a encosta.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330333' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009716","NY01009716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","869249","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","C. C. Berg","P18611","1973","10","17","South America","Brazil","Mato Grosso",NA,"Road from Humboldt Centre, Aripuanã, to Rio Juruena, Km. 4.","-59.35","-10.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869249","NY00869249_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","03097529","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","P. J. M. Maas","9229","2001","10","25","South America","Brazil","Acre","Rodrigues Alves","BR-364, km 50, Ramal do Alexandre, Fazenda of Francisca Teresa Maia","-72.7478","-7.7517","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500707' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097529","NY03097529_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","476473","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","D. C. Daly","8936","1996","05","07","South America","Brazil","Acre","Mâncio Lima","Parque Nacional Serra do Divisor, Serra do Moa, Hunting trail leading from Boca da Serra to Igarapé Anil (= Ig. República).","-73.675","-7.3583","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476473","NY00476473_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","869247","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","H. S. Irwin","16593","1966","06","04","South America","Brazil","Mato Grosso",NA,"Ca. 84 km. N. of Xavantina. Serra do Roncador.","-52.1","-13.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869247","NY00869247_01","C. C. Berg","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1009707","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","W. A. Rodrigues","10604","1984","03","03","South America","Brazil","Amazonas",NA,"02km ao Sul da parte central da Serra Aracá e 10km a Leste do rio Jauari ou a 20 minutos a pé do acampamento de baixo, no caminho entre a pista de baixo e a encosta.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330323' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009707","NY01009707_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1009706","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","W. W. Thomas","5064","1986","06","13","South America","Brazil","Rondônia","Porto Velho","Repressa Samuel: forest at end of right dike road, ca 1 km N of campinarana","-63.216667","-9.083333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330322' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009706","NY01009706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1009698","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","B. A. Krukoff","8187","1936","09","11","South America","Brazil","Amazonas","São Paulo de Olivença","Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330313' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009698","NY01009698_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01009700","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","B. A. Krukoff","7003","1934","10","12","South America","Brazil","Amazonas","Humaitá","Basin of Rio Madeira, near Livramento, on Rio Livramento.","-63.03","-7.52","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330321' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009700","NY01009700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02447431","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","G. Pereira-Silva","15691","2010","08","23","South America","Brazil","Rondônia","Porto Velho","Jusante do eixo da Barragem.","-64.6575","-9.2464","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2620557' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447431","NY02447431_01",NA,"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1009696","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","P. W. Richards","6534","1968","07","29","South America","Brazil","Mato Grosso",NA,"Base Camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330311' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009696","NY01009696_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1009715","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","M. G. da Silva","5913","1982","05","06","South America","Brazil","Rondônia","Costa Marques","Rio Guapore, Santa Fe.","-64.2272","-12.445","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330332' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009715","NY01009715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1009701","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","B. A. Krukoff","6697","1934","10","12","South America","Brazil","Amazonas","Humaitá","Basin of Rio Madeira: near Livramento, on Rio Livramento","-63.0206","-7.5061","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330316' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009701","NY01009701_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1009703","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","P. J. M. Maas","6641","1987","10","08","South America","Brazil","Amazonas",NA,"Rio Negro, mouth of Rio Ararirá.","-63.5833331","-0.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330318' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009703","NY01009703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","869245","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","N. A. Rosa","2158","1977","06","20","South America","Brazil","Mato Grosso",NA,"margem direita do R. Juruena, proximo a fazenda Ariel, SC 21 VC PT 22.","-58.3804411","-11.0249185","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869245","NY00869245_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","869246","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","H. S. Irwin","16593","1966","06","04","South America","Brazil","Mato Grosso",NA,"Ca. 84 km. N. of Xavantina. Serra do Roncador.","-52.1","-13.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869246","NY00869246_01","C. C. Berg","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1009712","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","R. de Lemos Fróes","20670","1945","04","06","South America","Brazil","Amazonas","Fonte Boa",NA,"-66.0916976928711","-2.51389002799988","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330328' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009712","NY01009712_01",NA,NA,NA,"142505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1009717","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","P. A. C. L. Assunção","663","1997","09","19","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, Km 26. Floresta de Vertente.","-60.0250015258789","-3.10193991661072","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330334' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009717","NY01009717_01",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","869244","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","H. S. Irwin","8606","1965","09","23","South America","Brazil","Distrito Federal","Brasília","Ca. 20 km. S. of Brasília, on road to Belo Horizonte.","-47.9296989440918","-15.7797002792358","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869244","NY00869244_01","C. C. Berg","1235","1235","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03097523","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","P. J. M. Maas","9118","2001","10","20","South America","Brazil","Acre","Rodrigues Alves","BR-364, km 10, Ramal da Buritarana, Igarapé Sao Francisco","-72.7144","-7.6842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500703' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097523","NY03097523_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1009708","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","J. J. Pipoly","6646","1984","02","05","South America","Brazil","Amazonas",NA,"0-3 Km N of Km 211 of Perimetral N Hwy, Pico Rondon","-62.8","1.533333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330324' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009708","NY01009708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1009692","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","G. T. Prance","11122","1971","03","19","South America","Brazil","Roraima",NA,"Margin of Rio Mucajaí.","-62.1706009","2.7471596","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330307' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009692","NY01009692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","869250","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","C. C. Berg","P18417","1973","10","10","South America","Brazil","Mato Grosso",NA,"Rio Aripuanã, bay near Igarapézinho","-59.35","-10.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869250","NY00869250_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:45:29-03","EAO","IAN","101612","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","Pires, JM","7290",NA,NA,NA,"Southern America","Brasil","Pará",NA,"FAO.",NA,NA,NA,"Árvore nº 101 F 1.","IAN101612",NA,"CB",NA,NA,NA,NA,"1973","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:45:29-03","EAO","IAN","106901","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","Oliveira, E","953","1960","07","31","Southern America","Brasil","Pará",NA,"KM. 306 da Rod. Belém-Brasília.",NA,NA,NA,"Árvores de 15m. Flores em formato de rosa, pequenas, um pouco lilás-claras nas pétalas, estames claros.","IAN106901",NA,"Berg, CC",NA,NA,NA,NA,"1972","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:45:29-03","EAO","IAN","12750","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Pseudolmedia","laevigata","Pseudolmedia laevigata","Trécul","Schunke-Vigo, J","128","1935","01","27","Southern America","Peru",NA,NA,"River bak, solitary. Dpto. Loreto, Gamitanacocha, Rio Mazán.",NA,NA,NA,"Bush, 3m. high, stems 18cm. circ.; fls. white.","IAN012750","IAN012750 IAN012750_e","CB",NA,NA,NA,NA,"1973","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
