"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus"
"11","2020-12-20 21:17:09-03","UFV","VIC","20997","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.",NA,"Roschel, M.B.; Dias, S.","s.n.","1994","03","05",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Serra do Baú. Capão de mata.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Trepadeira volúvel. Flores vermelhas.","VIC020997","VIC020997","44599","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:17:09-03","UFV","VIC","36301","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Fernandes, J.M.","Fernandes, J.M.","180","2006","02","25",NA,"Brasil","Minas Gerais","Araponga","Comunidade Córrego dos Lanas, Fragmento da Eva. Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Trepadeira volúvel; flores papilionáceas, cálice vermelho esbranquiçado e corola vermelha, durante as coletas não foram observados visitantes florais.","VIC036301","VIC036301","16385","auto","2006","02","25",NA,NA,NA,NA
"13","2020-12-20 21:17:09-03","UFV","VIC","35867","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Fernandes, J.M.","Fernandes, J.M.","266","2008","04","28",NA,"Brasil","Minas Gerais","Araponga","Entorno do Parque Estadual Serra do Brigadeiro, Fragmento da Eva. Floresta Estacional Semidecidual.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Trepadeira; cálice e corola avermelhados; visitada por beija-flor.","VIC035867","VIC035867","16385","auto","2008","04","28",NA,NA,NA,NA
"14","2020-12-20 21:17:09-03","UFV","VIC","36586","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Fernandes, J.M.","Fernandes, J.M.","1322","2010","07","20",NA,"Brasil","Minas Gerais","Araponga","Fragmento da Eva","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Trepadeira volúvel; Frutos secos. Esta é a primeira coleta dos frutos e sementes, complementando o material tipo.","VIC036586",NA,"16385","auto","2010","07","20",NA,NA,NA,NA
"15","2020-12-20 21:17:09-03","UFV","VIC","20797","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Dutra, V.F.","Valente, G.E.; et al.","1476","2004","03","10",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Serra das 3 Cabeças; primeira mata antes do primeiro afloramento rochoso, após a casa do Valcir.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Liana coletada no interior de mata nebular. Cálice e corola vermelhos.","VIC020797","VIC020797","16385","auto","2004","03","11",NA,NA,NA,NA
"16","2020-12-20 21:17:09-03","UFV","VIC","041953","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.",NA,"Siqueira, L.C. de","648","2012","02","24",NA,"Brasil","Minas Gerais","Araponga","PESB, Sede de parque em morro próximo a lavanderia.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Trepadeira. Flores vermelho forte, borda de mata.","VIC041953","VIC041953","16385","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:17:09-03","UFV","VIC","20999","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Lima, L.C.P.","Lima, L.C.P.; et al.","320","2005","03","30",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Trilha ao longo do rio Mainarte. Área de mata.","-43.4160995483398","-20.377799987793",NA,NA,NA,"Trepadeira volúvel. Cálice e corola vermelhos.","VIC020999","VIC020999","33524","auto","2005","03","30",NA,NA,NA,NA
"18","2020-12-20 21:17:09-03","UFV","VIC","20998","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Lima, L.C.P.","Lima, L.C.P.; Silva, E.D.","315","2005","03","29",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi (PEI), Trilha da Mata do Baú. Sub-bosque de Mata.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Trepadeira volúvel. Cálice e corola vermelhos.","VIC020998","VIC020998","44599","auto","2005","03","29",NA,NA,NA,NA
"19","2019-11-21 14:36:00-03","UFJF","CESJ","11544-A","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth","A. Luiz","L. Krieger","CESJ11544","1972","02","14","América do Sul","Brasil","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,"Cipó, mata rala, flores vermelhas.","CESJ11544A",NA,NA,NA,"1976","09",NA,NA,NA,NA,NA
"20","2019-11-21 14:36:00-03","UFJF","CESJ","50435","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth","J.M. Fernandes","F.R.G. Salimena; I.A. Costa; P.H. Nobre","2679","2008","02","29","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ050435",NA,"30417","auto","2010","04",NA,NA,NA,NA,NA
"21","2019-11-21 14:36:00-03","UFJF","CESJ","44018","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth","V.F.Mansano; T.H.B.Ribeiro","C.N. Matozinhos; A.S.M. Valente; F.S. Souza; K. Antunes; N.L. Abreu","231","2005","04","21","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Liana em interior de mata. Flores vermelhas com a base das pétalas alvas. Anteras e filetes alvos. Frutos imaturos verdes.","CESJ044018",NA,"20815","auto","2007","08","15",NA,NA,NA,NA
"22","2021-03-01 16:29:59-03","UNICAMP","UEC","152074","S","Plantae","Magnoliopsida",NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Shimizu, GH","Shimizu, GH","225","2009","10","24",NA,"Brazil","Minas Gerais","Extrema","Trilha para a Pedra das Flores.","-46.3182983398438","-22.854700088501",NA,NA,NA,"Trepadeira, flores vermelhas.","UEC153598","UEC153598","15223","auto","2009","10",NA,NA,NA,NA,NA
"23","2019-08-20 10:12:24-03","UNICAMP","UEC","127553","S","Plantae","Magnoliopsida",NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart.) Benth.","Queiróz, LP","Queiróz, LP; Leoni, BS","4977","1998","03","18",NA,"Brazil","Minas Gerais","Alto Caparaó","Parque Nacional de Caparaó, Vale Verde, ao longo do Córrego Caparó.","-41.8683013916016","-20.4333000183105","1200","1200",NA,"flor, Trepadeira semi-lenhosa, volúvel, escandendo a até cerca de 3 m de altura, florescendo a até cerca de 1,7 m. Folíolos papiráceos a cartáceos, faces adaxial e abaxiual verde-escuros, concolores. Pedúnculo verde-acastanhado, nodo","UEC151109","UEC151109","21645","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:30:03-03","UNICAMP","UEC","105708","S","Plantae","Magnoliopsida",NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart.) Benth.",NA,"Freitas, L; Ramos, RM","551","1998","01","22",NA,"Brazil","São Paulo","São José do Barreiro","Floresta ombrófila Densa Alto Montana., Estrada para o Bairro dos Macacos. Beira de cachoeira apos entrada para a Fazenda Cristo-Rei.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Trepadeira, ca 1m. Flores: corola vermelho vivo.","UEC070891","UEC070891","30784","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-06 09:55:21-03","UFOP","OUPR","30850","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Camargo, R.A.; Castanho-Júnior","Pedrosa, L.G.","40","2018","03","17",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Liana. Flor vermelha. Floresta montana.",NA,NA,"44599","auto","2018","03",NA,NA,NA,NA,NA
"26","2020-03-12 10:29:12-03","UFOP","OUPR","34093","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Pedrosa, L.G.","Pedrosa, L.G.","1569","2019","04","14",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Trepadeira, 2,5m. Flores vermelhas. Floresta Estacional Semidecídua.",NA,NA,"44599","auto","2019","04","14",NA,NA,NA,NA
"27","2019-11-06 09:55:23-03","UFOP","OUPR","18752","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Badini, J.","Zurlo, M.A.; Silva, J.L.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Trepadeira. Flores vermelhas",NA,NA,NA,NA,"1984","03","12",NA,NA,NA,NA
"28","2019-11-06 09:55:23-03","UFOP","OUPR","15543","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Messias, M.C.T.B.","Messias, M.C.T.B.","884",NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana","Cibrão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,"33524","auto","2001","03","23",NA,NA,NA,NA
"29","2019-11-06 09:55:23-03","UFOP","OUPR","18747","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Damazio, L.B.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:55:23-03","UFOP","OUPR","18753","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Badini, J.","Badini, J.","s.n.","1981","05","02",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Mata. Trepadeira. Flores vermelhas",NA,NA,"44599","auto","1981","05","16",NA,NA,NA,NA
"31","2019-11-06 09:55:23-03","UFOP","OUPR","18756","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto","1970","05","08",NA,NA,NA,NA
"32","2019-11-06 09:55:23-03","UFOP","OUPR","18749","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Dutra, V.F.","Badini, J.","s.n.","1979","03","09",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capoeira. Trepadeira. Flores vermelhas",NA,NA,"44599","auto","2001","02",NA,NA,NA,NA,NA
"33","2019-11-06 09:55:23-03","UFOP","OUPR","18751","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Dutra, V.F.","Badini, J.","s.n.","1981","05","02",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capão de mata. Trepadeira. Flores coccines",NA,NA,"44599","auto","2001","02",NA,NA,NA,NA,NA
"34","2019-11-06 09:55:23-03","UFOP","OUPR","18903","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Badini, J.","Badini, J.","s.n.","1984","04","20",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Trepadeira. Flores vermelhas",NA,NA,"44599","auto","1984","04","22",NA,NA,NA,NA
"35","2019-11-06 09:55:23-03","UFOP","OUPR","18750","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Dutra, V.F.","Badini, J.","s.n.","1979","03","09",NA,"Brasil","Minas Gerais","Ouro Preto","Campo Grande","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capoeira. Trepadeira. Flores vermelhas",NA,NA,"44599","auto","2001","02",NA,NA,NA,NA,NA
"36","2019-11-06 09:55:23-03","UFOP","OUPR","18754","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Badini, J.","Badini, J.","s.n.","1976","05","09",NA,"Brasil","Minas Gerais","Ouro Preto","Campo Grande","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capoeira. Trepadeira. Flores vermelhas",NA,NA,"44599","auto","1976","05","10",NA,NA,NA,NA
"37","2019-11-06 09:55:23-03","UFOP","OUPR","18755","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Damazio, L.B.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-06 09:55:23-03","UFOP","OUPR","18748","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Messias, M.C.T.B.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-06 09:55:23-03","UFOP","OUPR","18746","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","Badini, J.","Badini, J.","s.n.","1976","05","08",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capão de mata. Trepadeira volúvel. Flores vermelhas",NA,NA,"44599","auto","1976","05","10",NA,NA,NA,NA
"40","2020-04-27 16:09:46-03","UFES","VIES","34788","S","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","J.P.F. Zorzanelli","Zorzanelli, J.P.F.","1523","2016","03","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim: Floresta do Senhor Aristides, próximo à vegetação queimada.","-41.472222","-20.363611",NA,NA,NA,NA,"VIES034788","VIES034788",NA,NA,"2016","04","21","41º28'20''W","20º21'49''S",NA,NA
"41","2021-02-23 17:06:12-03","UFES","VIES","48997","S","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Dutra, V.F.","Silva, H.L.; Lieven, L.J","282","2019","02","26",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.591111","-19.970833",NA,NA,NA,NA,"VIES048997",NA,NA,NA,"2019","05","02","40º35'28''W","19º58'15''S",NA,NA
"42","2020-04-27 16:09:46-03","UFES","VIES","17880","S","Plantae",NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.","Dutra, V.F.","Pereira, O.J.; Espindula, E.","6918","2001","03","15",NA,"Brasil","Espírito Santo","Domingos Martins","Rio Jucu.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"VIES017880","VIES017880","48150","auto","2020","04","18",NA,NA,NA,NA
"43","2020-12-21 16:25:39-03","MBM","MBM","24264","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart.) Benth.","Burkart, A.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31453",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caparaó","Vale Verde","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM024264","MBM024264","15056","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:25:39-03","MBM","MBM","272857","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart.) Benth.","Queiróz, L.P. de","Queiróz, L.P. de; et al.; et al.","4977","1998","03","18","Southern America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM272857","MBM272857","15056","auto",NA,NA,NA,NA,NA,NA,NA
"45","2015-09-04 02:11:04-03","MNHN","RECOLNAT_MNHN_P","P00099066","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bionia","bella","Bionia bella","Benth.","Paganucci de Queiroz","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil austral",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00099066' target='other'> <mi>dwc_moreinfo</mi></a>","P00099066","P00099066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:35:40-03","UFMG","BHCB","178032","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.",NA,"Gontijo, FD; Braga, IF","830","2015","03","10","Southern America","Brasil","Minas Gerais","Caeté",NA,"-20.044722","-43.707222","1195","1195",NA,"Escandente. Cerrado","BHCB030509","BHCB030509",NA,NA,"2015","05","06","-20.044722","-43.707222",NA,NA
"47","2020-12-11 11:35:40-03","UFMG","BHCB","66381","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.",NA,"Badini, J","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"BHCB045144","BHCB045144","44599","auto","2008",NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:35:40-03","UFMG","BHCB","66382","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bionia","bella","Bionia bella","Mart. ex Benth.",NA,"Barreto, HLM","11291","1942","04","08","Southern America","Brasil","Minas Gerais","Santos Dumont","Açude de José Pequeno","-43.5525016784668","-21.4566993713379",NA,NA,NA,"Trepadeira; flor vermelha; pouco frequente; Margem de mata","BHCB045145","BHCB045145","25699","auto","2008",NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:35:42-03","UFMG","BHCB","59021","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.",NA,"França, GS; Stehmann, JR","287","2001","04","21","Southern America","Brasil","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506",NA,NA,NA,"Liana",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:35:42-03","UFMG","BHCB","40370","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Domingos Martins","Pedra Azul, Parque Estadual da Pedra Azul","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA
"51","2019-02-19 04:30:00-03","MO","MOBOT","2930231","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.",NA,"C.F.P. Martius","Martius 6305","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","20602",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Bionia","bella","Bionia bella","Mart. ex Benth.","C. Snak/2015","L. Kollmann; et al","6116","2003","04","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno de R. Berger","-40.780556","-20.067222",NA,NA,NA,"Trepadeira, na sombra. Flores vermelhas.","MBML020602","MBML020602",NA,NA,NA,NA,NA,"40W46'50","20S4'2",NA,NA
"53","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","4145",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Camptosema","bellum","Camptosema bellum","(Mart. ex Benth.) Benth.","H. C. de Lima/1991","W. A. Hoffmann","21","1984","04","01",NA,"Brasil","Espírito Santo","Santa Teresa","Penha","-40.552778","-19.953333",NA,NA,NA,"Trepadeira, flor avermelhada, solo arenoso, altitude de 800m.","MBML004145","MBML004145",NA,NA,NA,NA,NA,"40W33'10","19S57'12",NA,NA
