"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","565468","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","18512","1968","01","30","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565468","NY00565468_01","Rio do Cedro","50","100","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","565461","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","G. G. Hatschbach",NA,NA,NA,"R. Kummrow","3343","1994","01","20","Brazil","Paraná","Guaratuba","-48.5744","-25.8831",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565461","NY00565461_01","Castelhanos",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","565462","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","A. W. Exell",NA,NA,NA,"R. M. Klein","1232","1955","03","17","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565462","NY00565462_01 NY00565462_02","Morro da Fazenda","50","50","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","565465","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","18271","1968","01","11","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565465","NY00565465_01","Serrinha","50","100","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","565463","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","18512","1968","01","30","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565463","NY00565463_01","Rio do Cedro","50","100","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","565473","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","A. W. Exell",NA,NA,NA,"R. Reitz","2915","1956","03","29","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"Vouchers for wood samples deposited at Syracuse University <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565473","NY00565473_01","Morro da Ressacada","250","250","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","565469","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii paulensis","N.F.Mattos","N. F. de Mattos",NA,NA,NA,"O. Handro","s.n.","1936","01","20","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565469","NY00565469_01","Nativa no Jardim Botânico",NA,NA,"Magnoliophyta","Myrtales","South America","sheet","paulensis","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","565469","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii paulensis","N.F.Mattos","N. F. de Mattos",NA,NA,NA,"O. Handro","s.n.","1936","01","20","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565469","NY00565469_01","Nativa no Jardim Botânico",NA,NA,"Magnoliophyta","Myrtales","South America","sheet","paulensis","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:29:06-03","UNESP-IBB","BOTU","26494","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exel","Hatschbach, G.","2000",NA,NA,"Hatschbach, G.","70563","2000","03","17","Brasil","Paraná","Antonina",NA,NA,"9999","9999","Árvore, 12m, fruto amarelo. Floresta atlântica, encosta do morro. Alt.: 50-100m.","BOTU026494",NA,"Serrinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:29:52-03","UFRJ","RFA","6541","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","A. W. Exell","1956",NA,NA,"R. Klein","1075","1955","01","13","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"Árvore 25 m de altura, fruto imaturo verde .","RFA26449",NA,"Braço Joaquim, Luis Alves","350","350",NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:29:52-03","UFRJ","RFA","6561","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","A. W. Exell","1956",NA,NA,"R. Klein","870","1954","11","29","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"Arvoreta 8 m de altura. Fruto imaturo, verde castanho .","RFA26455",NA,"Cunhas","10","10",NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:22-03","UFRJ","RFA","9054","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","18488","1968","01","21","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"Árvore de 25 cm, tronco de 70 cm de diametro, flor creme. Madeira amarela","RFA27879",NA,"Cacatu","30","30",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:19:22-03","UFRJ","RFA","12325","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","18271","1968","01","11","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"Árvore 25m, tronco 50cm diâmetro","RFA11590",NA,"Serrinha","50","50",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-26 18:07:35-03","CPAN-UFMS","COR","7456","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell","G. Hatschbach",NA,NA,NA,"G. Hatschbach, J.M. Silva & E. Barbosa","70563","2000","03","17","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"Fruto amarelo. Habito: Árvore de 12m",NA,NA,"Serrinha.","50","50",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L 0086940","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200086940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0086940",NA,"near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.1057205","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057205 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057205","NL-L1057205","near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13699",NA,NA,NA,NA
"27","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.1057206","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057206 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057206","NL-L1057206","near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13699",NA,NA,NA,NA
"28","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.1057207","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057207","NL-L1057207","near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13699",NA,NA,NA,NA
"29","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.1057208","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1057208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1057208","NL-L1057208","near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0051288 | Uw 13699",NA,NA,NA,NA
"30","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.1131180","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1131180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1131180","NL-L1131180","near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13699",NA,NA,NA,NA
"31","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.1131181","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1131181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1131181","NL-L1131181","near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13699",NA,NA,NA,NA
"32","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.1135087","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","01","30","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1135087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1135087","NL-L1135087","Paraná (Brasil). Mun. Guaraquecaba. Rio do Cedro.",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.2500361","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","01","30","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2500361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2500361","NL-L2500361","Paraná (Brasil). Mun. Guaraquecaba. Rio do Cedro.",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.2500362","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","01","11","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2500362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2500362","NL-L2500362","Paraná (Brasil). Mun. Guaraquecaba. Serrinha.",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.2500363","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","01","29","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2500363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2500363","NL-L2500363","Cacatu (Mun. Antonina) Paraná.",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.2500364","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","03","29","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2500364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2500364","NL-L2500364","Plantas da Santa Catarina-Brasil. Morro da Ressacada, Itajaí.",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:01:17-03","NBC","NL-BOTANY","L.2500365","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","03","29","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2500365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2500365","NL-L2500365","Plantas da Santa Catarina-Brasil. Morro da Ressacada, Itajaí.",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:01:17-03","NBC","NL-BOTANY","U 0051289","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200051289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0051289",NA,"near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 13699",NA,NA,NA,NA
"39","2020-02-08 10:01:17-03","NBC","NL-BOTANY","U 0078678","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"forest on ridge<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078678",NA,"near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13694",NA,NA,NA,NA
"40","2020-02-08 10:01:17-03","NBC","NL-BOTANY","U 0078681","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078681 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078681",NA,"ridge above valley of Rio Pontagrossa, S of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13548",NA,NA,NA,NA
"41","2020-02-08 10:01:17-03","NBC","NL-BOTANY","U 0078694","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078694 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078694",NA,"near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13699",NA,NA,NA,NA
"42","2020-02-08 10:01:17-03","NBC","NL-BOTANY","U 0078697","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078697",NA,"on ridge above valley of Rio pontagrossa S of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13555",NA,NA,NA,NA
"43","2020-02-08 10:01:17-03","NBC","NL-BOTANY","U 0078698","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"creek forest in small valley, moist soil<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078698",NA,"near Casa Branca, ca. 10 km W of Cerro Azul.",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13640",NA,NA,NA,NA
"44","2020-02-08 10:01:17-03","NBC","NL-BOTANY","U 0078699","PreservedSpecimen","Plantae","Combretaceae","Buchenavia","kleinii","Buchenavia kleinii","Exell",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"forest in small creek valley, moist soil<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078699",NA,"near Casa Branca, ca. 10 km W of Cerro Azul",NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13645",NA,NA,NA,NA
