"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","2218614","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.",NA,"A. P. Duarte","7049","1962","10","05","South America","Brazil","Pará",NA,"Belém.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358087' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218614","NY02218614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1275140","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","C. A. Cid Ferreira","9619","1987","11","18","South America","Brazil","Pará","Oriximiná","Cachoeira Porteira, próximo ao Porto do Índio","-57.0516345","-1.0837999","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275140","NY01275140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1275155","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum",NA,"Protium giganteum","Engl.","D. C. Daly","W. L. Balée","1149","1985","08","06","South America","Brazil","Pará","Viseu","Basin of the Rio Gurupi; Tembé Indian Reserve; 6km SSW of F.U.N.A.I. Post Canindé.","-46.1167","-1.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523987' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275155","NY01275155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2218615","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.",NA,"M. J. P. Pires-O'Brien","1968","1988","01","21","South America","Brazil","Pará","Almeirim","Mt. Dourado, Gleba São Militão.","-52.7","-0.783333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358088' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218615","NY02218615_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 05:50:00-03","NY","NYBG","1275168","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","crassifolium","Protium giganteum crassifolium","(Engl.) Daly","D. C. Daly","P. A. Sagot","970","1856",NA,NA,"South America","French Guiana",NA,NA,"Acarouany",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1524756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275168","NY01275168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1275130","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","C. A. Mackenzie","s.n.","1982","10","02","South America","Brazil","Amazonas","Manaus","Distrito Agropecuário da SUFRAMA Rodovia BR-174, km 72 depois 6 km Oeste da BR, Fazenda Dimona. Reserva Nº 2206.","-60.0917441","-2.326638","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523682' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275130","NY01275130_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1275142","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","G. T. Prance","1714","1965","10","27","South America","Brazil","Pará",NA,"Vicinity of Cachoeira, km 96. Road BR 22, Capanema to Maranhão.","-46.537506","-1.765546","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523917' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275142","NY01275142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","778244","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","L. Riedel","s.n.","1831",NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778244","NY00778244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1275167","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","crassifolium","Protium giganteum crassifolium","(Engl.) Daly","D. C. Daly","G. L. Sobel","4824","1984","10","27","South America","Brazil","Pará",NA,"Rio Mocões, ca. 2 km upstream from Anajás in center of Marajó Island","-49.9248254","-0.9697278","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1524754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275167","NY01275167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 22:29:00-03","NY","NYBG","1275161","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","crassifolium","Protium giganteum crassifolium","(Engl.) Daly","D. C. Daly","D. R. L. Sabatier","1209","1986","03","18","South America","French Guiana",NA,NA,"Station des Nouragues - Bassin de l'Arataye","-52.7","4.05","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1056049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275161","NY01275161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","929465","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum",NA,"Protium giganteum","Engl.","D. C. Daly","W. L. Balée","2779","1986","11","03","South America","Brazil","Maranhão","Carutapera","Gurupiúna, Ka'apor Indian Reserve, affluent of Rio Gurupi. Forest inventory 6km from village.","-46.43","-2.72","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929465","NY00929465_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 05:50:00-03","NY","NYBG","1275166","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","crassifolium","Protium giganteum crassifolium","(Engl.) Daly","D. C. Daly","J.-J. de Granville","12857","1995","03","29","South America","French Guiana",NA,NA,"Savane Roche du Quatorze Juillet - Bassin de l'Oyapock.","-51.87","3.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1524750' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275166","NY01275166_01","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 05:50:00-03","NY","NYBG","1275169","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","crassifolium","Protium giganteum crassifolium","(Engl.) Daly","D. C. Daly","R. Benoist","1592","1914","12","15","South America","French Guiana",NA,NA,"Gourdonville [=Goudronville?].",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1524828' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275169","NY01275169_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1275159","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","crassifolium","Protium giganteum crassifolium","(Engl.) Daly","D. C. Daly","B. G. Bordenave","482","1992","11","17","South America","French Guiana",NA,NA,"Piste de Saint-Elie - Piste de Saint-Elie ler chemin latéral gauche de la piste latérale du PK20.","-53","5.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1524164' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275159","NY01275159_01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1275144","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","M. J. P. Pires-O'Brien","1867","1987","12","12","South America","Brazil","Pará","Almeirim","Monte Dourado, Área da Água Azul, gleba Angelim da Reserva Genética.","-52.51","-1.03","sheet","Árv. nº 815. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523923' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275144","NY01275144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","778245","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778245","NY00778245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2218617","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.",NA,"M. J. P. Pires-O'Brien","1961","1988","01","20","South America","Brazil","Pará","Almeirim","Monte Dourado, Gleba Monte Dourado.","-52.55","-0.87","sheet","Árvore marcada n° 934. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358090' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218617","NY02218617_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1275129","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","W. A. Rodrigues","s.n.","1955","09","23","South America","Brazil","Amazonas","Manaus","Igarapé do Buião","-60.025","-3.10194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523679' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275129","NY01275129_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1275139","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","C. A. Cid Ferreira","9579","1987","11","12","South America","Brazil","Pará","Oriximiná","Mineração Rio Norte, próximo à sede campestre dos sindicalistas, 05 km da vila residencial.","-56.38","-1.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523903' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275139","NY01275139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-27 06:24:00-03","NY","NYBG","778240","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","E. Sanoja","3054a","1989","09",NA,"South America","Venezuela","Amazonas","Mun. Atures","Base E del Cerro Cuao, caño Piedra. 75 km al SE, de Puerto Ayacucho","-67.32","5.08","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778240","NY00778240_01","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2218618","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.",NA,"M. J. P. Pires-O'Brien","1910","1988","01","04","South America","Brazil","Pará","Almeirim","Monte Dourado, Área da Água Azul, gleba Angelim.","-52.51","-1.03","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358091' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218618","NY02218618_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1275156","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","J. M. Pires","10736","1967","08","19","South America","Brazil","Pará","Belém","IPEAN, Reserva Mocambo","-48.417263","-1.4402643","sheet","L.2-12. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1524033' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275156","NY01275156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 05:50:00-03","NY","NYBG","1275132","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","J. Lanjouw","694","1948","10","07","South America","Suriname",NA,NA,"Via secta ab Moengo tapoe ad Grote Zwiebelzwamp.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523739' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275132","NY01275132_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1275137","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","J. M. Pires","s.n.",NA,NA,NA,"South America","Brazil","Pará","Belém","IPEAN, Reserva Mocambo","-48.417263","-1.4402643","sheet","[Specimen label says Árvore 11-121 & Nº 12024; former may be collector # & latter IPEAN #; see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523868' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275137","NY01275137_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1275154","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","O. C. Nascimento","341","1977","12","29","South America","Brazil","Pará","Tomé-Açu","Margem direita da estrada que vai para a fazenda Curiman","-48.1519","-2.4192","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523985' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275154","NY01275154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1275133","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","J. M. Pires","10246","1966","10","10","South America","Brazil","Pará","Belém","IPEAN, Reserva Mocambo","-48.417263","-1.4402643","sheet","Fora da Quadra. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523812' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275133","NY01275133_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 04:19:00-03","NY","NYBG","778241","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","D. Clarke","3187","1996","11","13","South America","Guyana","Upper Takutu-Upper Essequibo",NA,"Kamoa Mts., 2 km S of Kamoa River","-58.8","1.52","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778241","NY00778241_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02218608","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.",NA,"J. G. de Carvalho-Sobrinho","1259","2006","11","30","South America","Brazil","Amazonas","Presidente Figueiredo","Balbina. Entorno. Estrada de acesso à vila.","-60.0250015258789","-2.03444004058838","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358063' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218608","NY02218608_01",NA,NA,"229398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1275148","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","E. de Oliveira","3964","1968","01","23","South America","Brazil","Pará",NA,"Rio Jari, Planalto de Monte Dourado","-52.6008224","-0.8809315","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523939' target='other'> <mi>dwc_moreinfo</mi></a>","NY01275148","NY01275148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","929464","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","W. L. Balée","3293","1987","05","31","South America","Brazil","Maranhão","Monção","P. I. Guajá, Rio Turiaçu, Guajá Indians. Forest inventory, 3km from FUNAI post.","-46.08","-3.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929464","NY00929464_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","929469","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.",NA,"W. L. Balée","663","1985","02","11","South America","Brazil","Maranhão","Monção","Basin of the Rio Turiaçu; Ka'apor Indian Reserve; 4km NW of settlement of Urutawy. From one of five sub-plots 5m x 1m.","-45.9635328","-3.1404534","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929469","NY00929469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","929467","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","giganteum","giganteum","Protium giganteum giganteum","Engl.","D. C. Daly","W. L. Balée","1055","1985","09","22","South America","Brazil","Maranhão","Monção","Basin of the Rio Turiaçu; Ka'apor Indian Reserve; within 7 km of the settlement of Urutawy.","-45.938086","-3.166032","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929467","NY00929467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
