"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","typeStatus","individualCount"
"204","2019-11-06 09:57:26-03","UFOP","OUPR","30493","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.","Rossi, B.","Rossi, B.; Messias, M.C.T.B. & Rangel, E.B.","233","2018","04","08",NA,"Brasil","Minas Gerais","Comunidade de Inhames, Estrada de acesso, logo na entrada da comunidade (próximo ao primeiro adensamento de casas).",NA,"Planta herbácea. cerca de 30cm. Flores em tom lilás escuro. Folhas esbranquiçadas na porção abaxial.",NA,NA,"-43.773611","-19.004444",NA,NA,"Santana de Pirapama",NA,NA,"2018","-43.773611","-19.004444","04","16",NA,NA,NA,NA
"205","2019-11-06 09:57:26-03","UFOP","OUPR","5167","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.","Silva, J.L.","Jensen, C.E.","s.n.","1995","11","15",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,"12","01",NA,NA,NA,NA
"206","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Lisboa, M.A.","s.n.","1974","11","10",NA,"Brasil","Minas Gerais","Estrada Inconfidentes, Pouco antes da Barreira.",NA,"Campos a direita. (Ex Herb. Escola de Minas n. 4254)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Ex Herb. da Escola de Minas n. 1966.",NA,NA,"-43.6697006225586","-19.8799991607666",NA,NA,"Caeté","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-06 09:57:26-03","UFOP","OUPR","20335","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Borges, R.A.X.; Cota, M.R.C.","6","2004","03","16",NA,"Brasil","Minas Gerais","Serra de Ouro Branco, PC 1, n. 12.",NA,"Herbáceo. Campo quartzítico, com estrato herbáceo denso. PC 04.",NA,NA,"-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Godoy, J.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Erva lenhosa, flores azuis. Terreno pedregoso.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Lisboa, M.A.","s.n.","1972",NA,NA,NA,"Brasil","Minas Gerais","Cachoeira do Campo",NA,"Ex Herb. da Escola de Minas n. 2536.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Lisboa, M.A.","s.n.","1972","05","29",NA,"Brasil","Minas Gerais","Chapada",NA,"Ex Herb. Escola de Minas n. 2784.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Lisboa, M.A.","s.n.","1973","07","03",NA,"Brasil","Minas Gerais","Entre Colégio Dom Bosco e Cumbe",NA,"Ex Herb. Escola de Minas n. 3270.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Lisboa, M.A.","s.n.","1973","07","21",NA,"Brasil","Minas Gerais","Miguel Burnier",NA,"Ex Herb. da Escola de Minas n. 3317.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-11-06 09:57:26-03","UFOP","OUPR","31246","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Pedrosa, L.G.","286","2018","05","16",NA,"Brasil","Minas Gerais","Rodrigo Silva",NA,"Erva, 20cm. Flores azuis. Cerrado.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Rodrigo Silva",NA,"Ex Herb. Escola de Minas n. 722.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Lisboa, M.A.","s.n.","1972","06",NA,NA,"Brasil","Minas Gerais","Serra de Itatiaia",NA,"Ex Herb. Escola de Minas n. 2838.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-11-06 09:57:26-03","UFOP","OUPR","17076","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.","Roschel, M.B.","Rolim, L.B.","6","2001","09","20",NA,"Brasil","Minas Gerais","Serra de Lavras Novas",NA,"Arbusto, campo rupestre.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Lisboa, M.A.","s.n.","1973","08","31",NA,"Brasil","Minas Gerais","Serra do Capanema",NA,"Ex Herb. Escola de Minas n. 3418.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Kassis, A.; Badini, J.","s.n.","1973","01","27",NA,"Brasil","Minas Gerais","Três Moinhos",NA,"Erva, flores azuis. Campo.",NA,NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-10-14 10:06:02-03","FURB","FURB","36214","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll.Arg.","Robinson, HE","Gasper, A.L. de; Bueno, M.L.; Kamino, L.; Leal, B.S.S. & Rezende, V.L.","2750","2011","03","20",NA,"Brasil","Minas Gerais","Estrada entre a Fazenda Boa Esperança e a Fazenda da Onça.",NA,NA,"FURB03320","FURB03320","-45.3238889","-22.5811111","1516","1516","Delfim Moreira",NA,NA,NA,"-45.3238889","-22.5811111",NA,NA,NA,NA,NA,NA
"221","2021-03-16 17:52:32-03","UCS","HUCS","43969","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll. Arg.","Kirkbride, J.r.","Windisch, P.G.","1956","1978","05","25",NA,"Brasil","Mato Grosso","Serra Ricardo Franco",NA,"erva",NA,NA,NA,NA,"800","800",NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-16 17:52:32-03","UCS","HUCS","51277","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll. Arg.","Roncen, B.P.","Gonzatti, F.","4393","2018","04","30",NA,"Brasil","São Paulo","Parque Nacional da Serra de Bocaina",NA,"em barranco de estrada, pedregoso, ao sol. Flores violáceas.",NA,NA,"-44.616639","-22.733889","1513","1513","São José do Barreiro",NA,NA,"2020","-44.616639","-22.733889","11",NA,NA,NA,NA,NA
"223","2020-06-29 09:31:57-03","UFRRJ","RBR","23970","S","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"I. Barçante","191","1934","03","11",NA,"Brasil","Minas Gerais","Mutuca",NA,NA,"RBR00023970",NA,"-43.8466987609863","-19.9855995178223",NA,NA,"Nova Lima","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-21 19:38:21-03","UFC","EAC","16458","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","Delprete, P.G.","Figueiredo, M.A.; Fernandes, A.","s.n.",NA,NA,NA,"Southern America","Brasil","Mato Grosso",NA,NA,NA,"EAC0016458",NA,"-55.749698638916","-15.460599899292",NA,NA,"Chapada dos Guimarães","107042","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-21 16:43:12-03","MBM","MBM","20460","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult & Schult. f.","Kirkbride, J.H.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27729",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rodovia Fernão Dias",NA,NA,"MBM020460","MBM020460","-44.1996994018555","-20.1432991027832",NA,NA,"Brumadinho","26639","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-12-21 16:43:12-03","MBM","MBM","366584","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult & Schult. f.","Oliveira, J.A.","Barboza, E.; Cordeiro, J.; Costa, E.F.; Cordeiro, J.; Costa, E.F.","2977","2010","11","16","Southern America","Brazil","Minas Gerais","Barão de Guaicuhy",NA,"Erva ereta 30cm, flor azul.; Cerrado.","MBM366584","MBM366584","-43.7407989501953","-18.4543991088867",NA,NA,"Gouveia","37970","auto","2019",NA,NA,"02","21",NA,NA,NA,NA
"227","2020-12-21 16:43:12-03","MBM","MBM","77045","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult & Schult. f.","Hatschbach, G.","Hatschbach, G.; et al.; et al.","45600",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rio Santa Teresa",NA,NA,"MBM077045","MBM077045","-46.5388984680176","-19.4783000946045",NA,NA,"Ibiá","49820","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-12-21 16:43:12-03","MBM","MBM","32879","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult & Schult. f.","Kirkbride, J.H.","Hatschbach, G.","35287",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,"MBM032879","MBM032879","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-12-21 16:43:12-03","MBM","MBM","48349","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll. Arg.","Kirkbride, J.H.","Hatschbach, G.","49344",NA,NA,NA,"Southern America","Brazil","Paraná","Serrinha",NA,NA,"MBM048349","MBM048349","-49.7057991027832","-24.2511005401611",NA,NA,"Jaguariaíva","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-12-21 16:43:12-03","MBM","MBM","245014","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult & Schult. f.","Cabral, E.L.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","70381","2000","02","18","Southern America","Brazil","Goiás","Rodovia Colinas do Sul - Niquelândia, km 20",NA,"Ereta, flor azul.; Campo limpo, encosta de colina, solo rochoso.","MBM245014","MBM245014","-48.0783004760742","-14.1513996124268","600","600","Colinas do Sul","58154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-21 16:43:12-03","MBM","MBM","242262","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult & Schult. f.","Hatschbach, G.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69688",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Espinhaço, rodovia para Barão do Guaçuí",NA,NA,"MBM242262","MBM242262","-43.7407989501953","-18.4543991088867",NA,NA,"Gouveia","37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-12-21 16:43:12-03","MBM","MBM","316172","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult & Schult. f.","Oliveira, J.A.","Silva, S.M.; Souza, W.S.; Souza, W.S.","1082","1987","01","06","Southern America","Brazil","São Paulo","Fazenda São Miguel",NA,"Erva de flores roxas.; Campo cerrado.","MBM316172","MBM316172","-47.2900009155273","-23.2600002288818",NA,NA,"Itu","22309","auto","2019",NA,NA,"02","22",NA,NA,NA,NA
"233","2020-12-21 16:43:12-03","MBM","MBM","237229","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult & Schult. f.","Taylor, C.","Guilén, R.; et al.; et al.","848",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,"MBM237229","MBM237229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-12-21 16:43:12-03","MBM","MBM","414664","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult & Schult. f.","Barboza, E.","Barboza, E.; Brotto, M.L.; Vaz, J.; Brotto, M.L.; Vaz, J.","4698","2018","09","08","Southern America","Brazil","Minas Gerais","Serra da Pimenta",NA,"Erva ereta, xilopodífera; flores roxo-azuladas.; Campo rupestre.","MBM414664","MBM414664","-45.899444","-20.440556","1245","1245","Piumhi",NA,NA,"2018","-45.899444","-20.440556","09","20",NA,NA,NA,NA
"235","2020-12-21 16:43:12-03","MBM","MBM","80535","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult & Schult. f.","Oliveira, J.A.","Pereira, S.F.; Ferreira, T.G.; Ferreira, T.G.","150","2011","11","18","Southern America","Brazil","Minas Gerais","Bairro Jardim Vitória",NA,"Herbácea, ca.15cm. Flores roxas e branco no interior, 4 estames com anteras castanho e filete roxo.; Campo de altitude.","MBM080535","MBM080535","-46.575056","-21.805694",NA,NA,"Poços de Caldas",NA,NA,"2019","-46.575056","-21.805694","02","22",NA,NA,NA,NA
"236","2020-12-21 16:43:12-03","MBM","MBM","85930","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult & Schult. f.",NA,"García de Kirkbride, M.C.","1374","1980","10","02","Southern America","Brazil","Distrito Federal","Área de Cristo Redentor",NA,"Erva, flores azul purpúrea.; Em cerrado s.s. depois de ... dias de ter havido fogo. Cresce em topo de um murundum pequeno e em outras áreas.","MBM085930","MBM085930",NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-12-21 16:43:12-03","MBM","MBM","320754","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult & Schult. f.","Marinero, F.","Motta, J.T.","2043","1990","12","08","Southern America","Brazil","Paraná","Fazenda Chapada Santo Antônio",NA,"Subarbusto, flor azul, ocasional.; Em cerrado alterado.","MBM320754","MBM320754","-49.7057991027832","-24.2511005401611","740","740","Jaguariaíva","44368","auto","2006",NA,NA,"07","06",NA,NA,NA,NA
"238","2020-12-21 16:43:12-03","MBM","MBM","228606","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll. Arg.","Gomes, M.","Cervi, A.C.","3746",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva",NA,NA,"MBM228606","MBM228606","-49.7057991027832","-24.2511005401611",NA,NA,"Jaguariaíva","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-12-21 16:43:12-03","MBM","MBM","13558","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll. Arg.","Smith, S.F.","Hatschbach, G.","22929",NA,NA,NA,"Southern America","Brazil","Paraná","Serra dos Mulatos",NA,NA,"MBM013558","MBM013558","-50.9494018554688","-24.2082996368408",NA,NA,"Ortigueira","46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-12-21 16:43:12-03","MBM","MBM","15961","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll. Arg.","Kirkbride, J.H.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","24800",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Nho O'",NA,NA,"MBM015961","MBM015961","-50.7411003112793","-23.7275009155273",NA,NA,"São Jerônimo da Serra","30511","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-21 16:43:12-03","MBM","MBM","9698","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","angustifolia","Declieuxia cordigera angustifolia","Müll. Arg.","Oliveira, J.A.","Hatschbach, G.","18906","1968","03","22","Southern America","Brazil","Paraná","Entre Arapoti e Wenceslau Braz",NA,"Flor violeta, campo limpo; Flor violeta.; Campo limpo.","MBM009698","MBM009698","-49.8266983032227","-24.1578006744385",NA,NA,"Arapoti","41852","auto","2019",NA,NA,"02","21",NA,NA,NA,NA
"242","2020-12-21 16:43:12-03","MBM","MBM","288939","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult & Schult. f.","Oliveira, J.A.","Kral, R.; Wanderley, M.G.L.; Wanderley, M.G.L.","75252","1988","10","10","Southern America","Brazil","Goiás","35 - 40km E of Pires do Rio on gravel rd to BR 050",NA,"Fls. blue.; Gravelly cerrado and tussocks in campo.","MBM288939","MBM288939",NA,NA,NA,NA,NA,NA,NA,"2019",NA,NA,"02","22",NA,NA,NA,NA
"243","2020-12-21 16:43:12-03","MBM","MBM","329720","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult & Schult. f.","Oliveira, J.A.","Calió, M.F.; Begale, F.; Lovo, J.; Martins, E.G.; Winkworth, R.C.; Begale, F.; Lovo, J.; Martins, E.G.; Winkworth, R.C.","136",NA,NA,NA,"Southern America","Brazil","Minas Gerais","20km do início da estrada para Santana do Riacho, saindo da estrada Lagoa Santa - Conceição do Mato Dentro",NA,"Erva até 20cm alt. Folhas coriáceas. Corola roxa.; Cerrado pedregoso em encosta, na margem esquerda da estrada.","MBM329720","MBM329720","-43.716444","-19.258083","852","852","Santana do Riacho",NA,NA,"2019","-43.716444","-19.258083","02","21",NA,NA,NA,NA
"244","2020-12-21 16:43:12-03","MBM","MBM","38766","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult & Schult. f.","Oliveira, J.A.","Hatschbach, G.","35579","1975","11","15","Southern America","Brazil","Mato Grosso","Capão Seco",NA,"Flor lilás escuro.; campo cerrado, solo rochoso, borda da chapada.","MBM038766","MBM038766","-55.749698638916","-15.460599899292",NA,NA,"Chapada dos Guimarães","107042","auto","2019",NA,NA,"02","21",NA,NA,NA,NA
"245","2020-12-21 16:43:12-03","MBM","MBM","292247","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Declieuxia","cordigera","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult & Schult. f.","Oliveira, J.A.","Yano, T.; Yano, O.; Yano, O.","59","1985","11","16","Southern America","Brazil","São Paulo","Estrada para Bairro dos Gabriel km 63 da SP-250",NA,"Planta muito pequena, flores lilás-escuro.","MBM292247","MBM292247","-47.2200012207031","-23.6499996185303",NA,NA,"Ibiúna","43112","auto","2019",NA,NA,"02","21",NA,NA,NA,NA
"246","2019-11-01 15:28:38-03","PUC-RIO","FCAB","2321","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"P. Capell S.J.","s.n.","1952","12","15",NA,"Brasil","São Paulo",NA,NA,NA,"002321",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2015-09-04 14:16:00-03","MNHN","RECOLNAT_MNHN_P","P04009200","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04009200' target='other'> <mi>dwc_moreinfo</mi></a>","P04009200","P04009200_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2015-09-04 14:16:00-03","MNHN","RECOLNAT_MNHN_P","P04009201","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04009201' target='other'> <mi>dwc_moreinfo</mi></a>","P04009201","P04009201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73",NA,NA
"249","2015-09-04 14:16:00-03","MNHN","RECOLNAT_MNHN_P","P04009203","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04009203' target='other'> <mi>dwc_moreinfo</mi></a>","P04009203","P04009203_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3952",NA,NA
"250","2015-09-04 14:16:00-03","MNHN","RECOLNAT_MNHN_P","P04009219","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Claussen",NA,"1838","1","1",NA,"Brasil","Minas Gerais",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04009219' target='other'> <mi>dwc_moreinfo</mi></a>","P04009219","P04009219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"643",NA,NA
"251","2015-09-04 14:16:00-03","MNHN","RECOLNAT_MNHN_P","P04009220","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.",NA,"Gaudichaud, C.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04009220' target='other'> <mi>dwc_moreinfo</mi></a>","P04009220","P04009220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2015-10-02 12:32:43-03","MNHN","RECOLNAT_MNHN_P","P02285259","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Declieuxia","cordigera",NA,"Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.","HKJ","Martius, C.F.P.",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.","hb","Sur la même part que P02285260 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02285259' target='other'> <mi>dwc_moreinfo</mi></a>","P02285259","P02285259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1059","isolectotype",NA
