"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","infraspecificEpithet","previousCatalogNumber","typeStatus","fieldNumber"
"42","2020-11-04 11:04:12-03","ESALQ","ESA","125476","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica",NA,"Mello, F.N.A.","2013","04","16","Polisel, R.T.","1205.0","2013","03","30","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882","-47.37897","-24.03882",NA,NA,"Epífita. Flores avermelhadas.","ESA125476",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:04:12-03","ESALQ","ESA","95285","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Destefani, A.C.C. et al.","100.0","2005","03","24","Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"ESA095285","ESA095285","Magnoliophyta",NA,"38172",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:04:12-03","ESALQ","ESA","17799","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.A. Lindberg ex K. Schum.","Calvente, A.M.","2010",NA,NA,"Assis, M.A. et al.","375.0","1994","08","28","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA017799","ESA017799","Magnoliophyta",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:04:12-03","ESALQ","ESA","12291","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica",NA,"Taylor, N.P.",NA,NA,NA,"Souza, V.C. et al.","4920.0","1993","12","11","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"ESA012291","ESA012291","Magnoliophyta",NA,"24916",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:04:12-03","ESALQ","ESA","73199","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Sztutman, M.",NA,NA,NA,"Sztutman, M. ; Valmir","311.0","1999","05","28","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA073199","ESA073199","Magnoliophyta",NA,"17990",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:04:12-03","ESALQ","ESA","29248","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb. ex K.Schum.","Taylor, N.P.","1998",NA,NA,"Ivanauskas, N.M. ; Mazine, F.F.","804.0","1996","05","31","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029248","ESA029248","Magnoliophyta",NA,"17990",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:26:43-03","MN","R","107896","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Castellanos, A.","22541","1959","10","03","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010028997,R010028998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:26:43-03","MN","R","204542","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.",NA,NA,NA,NA,"Calvente, A.M.","50","2003","08","22","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010028996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:26:43-03","MN","R","219451","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Castellanos, A.","22375 a","1959","02","10","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010028991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:26:43-03","MN","R","26677","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Brade, A.C.","10955","1931","06","07","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010029002","R010029002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-01-14 15:26:43-03","MN","R","30772","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Sampaio, A.J.","811","1908","07",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010029001","R010029001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-01-14 15:26:43-03","MN","R","91030","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Armond, A.F.N.","337",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010029000","R010029000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:26:43-03","MN","R","91080","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Taylor, N.P. & Zappi, D.C.","1992","04","30","Vidal, J.","30","1944","01","30","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:26:43-03","MN","R","232411","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Cardoso, W.C.","2015","09","16","Cardoso, W.C.; Barbosa, J.F.","361","2015","09","16","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","40.53109W","19.97050S","660","660",NA,"R010037006",NA,NA,NA,"23813",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:26:43-03","MN","R","218524","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.","Almeida, M.C.","2014",NA,NA,"Costa, J.A.F.; Silva, J.G.",NA,"1995","12","19","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010028995",NA,NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-14 15:26:43-03","MN","R","218951","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. ex K. Schum.",NA,NA,NA,NA,"Almeida, M.C. ; Moura, R.","59","2013","11","30","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010028994",NA,NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-19 10:23:03-03","CPAP","CPAP","25296","PreserverdSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. Lindb. Ex K. Schum","A. Soller","2011","04","12","Meyer, F. S.","1045","2011","03","24","Brasil","SC","São Bento do Sul","Rio Natal Fundos arredores do CEPA Rugendas","-49.306858","-26.32375","49°18'24,69 W","26°19'25,5 S","650","650","Floresta Ombrófila Densa Montana. Epífita sob o caule de Árvoreta próximo a trilha. Flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-06 18:09:41-03","FPS","FPS","3327","MachineObservation","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","Schwirkowski, P.","2020","09","06","Schwirkowski, P.","2753","2018","05","01","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea, próximo ao CEPA Rugendas","-49.311883","-26.323168","-49.311883","-26.323168",NA,NA,NA,"FPS03327,FURB59176","FPS03327_v01 FPS03327_v02 FPS03327_v03 FURB59176",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 59176","voucher",NA,NA,NA,NA
"60","2019-02-15 11:35:54-02","IPA","IPA","9866","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica helicoidea","Loefgr.","Pickel, B.",NA,NA,NA,"Pickel, B.","5672","1942","05","09","Brasil","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Epífita. Artículos 3-4 gomos, os superiores, helicoides e cúpreos. Flores por fora vermelhas, por dentro amarelo-brancas; estames brancos; 4-5 estigmas.","IPA0009866",NA,"Plantae",NA,"53584",NA,"auto","Southern America",NA,NA,NA,NA,"helicoidea",NA,NA,NA
"61","2019-08-27 13:28:39-03","IAP","PACA-AGP","66284","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G. A. Lindberg","Castellanos","1959",NA,NA,"Reitz, R.","6616","1958","03","26","Brasil","SC","São Francisco do Sul","Garuva - Tres Barras","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"Habitat: epifita da mata","PACA066284",NA,"Magnoliophyta","Caryophyllales","23627",NA,"auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"62","2020-02-27 16:43:49-03","UFSC","CTBS","2142","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","Rigon-Junior, M.J.","2010","08","24","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1982","2010","05","06","Brasil","Santa Catarina","Joinville","Serra Dona Francisca","-49.047778","-26.1925","49°02'52W","26°11'33S","576","576","Floresta Ombrófila Densa; estágio avançado; epífita de tronco cáido; fruto verde claro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 25914",NA,NA
"63","2021-03-24 17:08:50-03","UFES","SAMES","6974","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.",NA,NA,NA,NA,"Stival-Santos,A.; Legal,E.;Silveira,S.","2131","2010","03","17","Brasil","Santa Catarina","São José","Forquilhas.","-48.627498626709","-27.6152992248535","-484122222.0","-273225000.0",NA,NA,"Flor amarela. Habito: Epífita","SAMES06974",NA,NA,NA,"12814",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:33:03-03","UFJF","CESJ","36227","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","M.F. Freitas","2002","04","12","R.C. Forzza; B.K.S. Franco","2057","2002","01","26","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Epífita, no interior da mata. Caule e frutos róseos.","CESJ036227",NA,"Angiosperma",NA,"11991",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:33:03-03","UFJF","CESJ","56011","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2015","09","22","F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","874","2010","04","09","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Epífita no interior de mata, cladódio avermelhado na face voltada para o Sol. Botões róseos e flores brancas.","CESJ056011",NA,"Angiosperma",NA,"11991",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:33:03-03","UFJF","CESJ","23374","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.C. Zappi","1991","07",NA,"L. Krieger","CESJ23374","1988","12","17","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Córrego do Inácio.",NA,NA,NA,NA,NA,NA,"Epífita, pendente, na mata. Frutos bacáceos arroxeados.","CESJ023374","CESJ023374","Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:33:03-03","UFJF","CESJ","71592","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2015",NA,NA,"D.R. Gonzaga; F.D. Lima","507","2015","02","15","Brasil","Minas Gerais","Passa Quatro","Estrada de acesso entre o município e o início da Trilha para a Travessia Serra Fina","-44.924167","-22.439722","-44.924167","-22.439722","1418","1418","Epífita a ca. 3m, botões florais creme amarelados, flores alvacentas, antese diurna, filetes alvos, frutos verdes imaturos, 1-6 por aréola,","CESJ071592",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:33:03-03","UFJF","CESJ","71603","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2015","02","03","D.R. Gonzaga; R.C.C. Reis; T.E.C. Meneguzzo; C.N. Fraga","432","2015","02","03","Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro, Trilha do Muriqui","-42.482222","-20.724722","-42.482222","-20.724722","1390","1390","Epífita a ca. 12m, frutos róseos maduros, translúcidos, truncados,","CESJ071603",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:33:03-03","UFJF","CESJ","71820","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2016","09","17","D.E.F. Barbosa; G.A. Basilio","304","2016","09","17","Brasil","Minas Gerais","Descoberto","Serra do Relógio, Floresta semidecidual montana","-42.935833","-21.387778","-42.935833","-21.387778","1200","1200","Epífita pendente a 2m. Frutos verdes passando a vináceo. Interior de floresta.","CESJ071820",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 14:33:03-03","UFJF","CESJ","71870","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2016","12","23","D.E.F. Barbosa; H.R. Pereira Filho","358","2016","12","23","Brasil","Minas Gerais","Descoberto","Serra do Relógio, Floresta semidecidual montana","-42.935833","-21.387778","-42.935833","-21.387778","1200","1200","Epífita pendente a cerca de 5m. Frutos vináceos. Interior de floresta.","CESJ071870",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 14:33:03-03","UFJF","CESJ","26277","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.C. Zappi","2004",NA,NA,"M.C. Brügger","s.n.","1991","04","13","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,NA,"CESJ026277",NA,"Angiosperma",NA,"20996",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:33:03-03","UFJF","CESJ","68141","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2016","08",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","365","2016","08","06","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Floresta ciliar, Rio Braço Norte","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,"Epífita, flores creme, frutos imaturos verdes e maduros vermelhos","CESJ068141",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:33:03-03","UFJF","CESJ","68116","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2016","08",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","340","2016","08","05","Brasil","Espírito Santo","Irupi","Parque Nacional do Caparaó, Floresta Estacional Semidecidual e Floresta ciliar, Rio Pedregulho","-42.456389","-20.725833","-42.456389","-20.725833",NA,NA,"Epífita. Frutos imaturos verdes com ápice avermelhado.","CESJ068116",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:33:03-03","UFJF","CESJ","71556","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","A.M. Calvente","2007",NA,NA,"A.M. Calvente; L.M. Versieux","320","2007","02","10","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras, próximo à divisa com a Bahia","-40.040417","-16.402806","-40.040417","-16.402806","850","850","Floresta Pluvial Atlântica. Epífita em árvore caída, ca. 1,5m comp., com frutos imaturos verdes ou brancos. Segmentos aplanados, ou raro trialados, verdes ou vináceos, 0,3-1mm diâm. (entre aréolas), aréola inconspícua, 1-1,5mm diâm.","CESJ071556",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:33:03-03","UFJF","CESJ","60398","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2012","09","01","D.R. Gonzaga; S.G. Furtado; L. Menini Neto","16","2012","09","01","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cânion da Gruta do Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Epífita a ca. 8 m, ramos aplanados, com frutos maduros róseos.","CESJ060398",NA,"Angiosperma",NA,"20815",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:33:03-03","UFJF","CESJ","63478","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2012","12",NA,"D.R. Gonzaga; M.R. Magalhães-Silva","130","2012","12","27","Brasil","Minas Gerais","Rio Preto","Serra Negra, Paredão do Cânion do Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"ramos aplanados verde-escuro; frutos alvos translúcidos.","CESJ063478",NA,"Angiosperma",NA,"20815",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 14:33:03-03","UFJF","CESJ","60399","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","D.R. Gonzaga","2012","09","01","D.R. Gonzaga; S.G. Furtado; L. Menini Neto","17","2012","09","01","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cânion da Gruta do Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Epífita a ca. 4 m, ramos aplanados, frutos verdes imaturos a róseos translúcidos maduros.","CESJ060399",NA,"Angiosperma",NA,"20815",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:33:03-03","UFJF","CESJ","51870","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","J.A. Oliveira","2009","05",NA,"C.N. Matozinhos; J. Miloski; J.H.C. Ribeiro; S.M. Dutra; N.L. Abreu","405","2008","08","30","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para cachoeira do Marciano.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Epífita em local de ecótono da mata com campo rupestre. Frutos verdes maduros.","CESJ051870",NA,"Angiosperma",NA,"20815",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:33:03-03","UFJF","CESJ","46275","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","J.A. Lombardi","2007","05",NA,"K. Antunes; C.N. Matozinhos; N.L. Abreu; F.S. Souza; P.L. Viana","200","2005","11","10","Brasil","Minas Gerais","Rio Preto","Serra Negra, Vilarejo do Funil, cânion próximo à Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Rupícola, local úmido com pouca luminosidade. Frutos de coloração verde.","CESJ046275",NA,"Angiosperma",NA,"20815",NA,"auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-04-07 11:42:03-03","UFMS","CGMS","6322","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","G.Lindb. ex K.Schum.","Zappi","2017",NA,NA,"Alunos de Biologia",NA,"1992","03","09","Brasil","Mato Grosso do Sul","Campo Grande","Campus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"CGMS1018251",NA,NA,NA,"161190",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:27:17-03","UNICAMP","UEC","134985","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Souza, VC","2003",NA,NA,"Viani, RAG; Souza, SCPM; Gusson, E; Cavallari Neto, M; Melo, ACG; Paula-Souza, J","147","2003","04","17","Brazil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e gruta do Minotauro.","-48.447222","-24.274167","-48.447222","-24.274167","820","820","Epífita, botões florais creme.; Vegetação secundária de Floresta Ombrófila Densa Montana.","UEC090981","UEC090981","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:27:17-03","UNICAMP","UEC","109595","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Gonzaga, DR","2015","09","15","Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R","337","1999","11","19","Brazil","Rio de Janeiro","Resende","Visconde de Mauá, Estrada para a cidade, Km 24.","-44.518056","-22.335556","-44.518056","-22.335556","1100","1220","Epífita, frutos verdes passando a alvacentos.; Mata no alto da serra, à beira da estrada.","UEC090885","UEC090885","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-02-10 17:51:38-03","UNICAMP","UEC","120703","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Zappi, DC",NA,NA,NA,"Semir, J","s.n.","2000","02","20","Brazil","São Paulo",NA,"Intervales",NA,NA,NA,NA,NA,NA,NA,"UEC090985","UEC090985","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:27:17-03","UNICAMP","UEC","128524","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Antunes, RM","2002","04","29","Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; Arango, B; Rodrigues, RR; Souza, VC","364","2002","04","24","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho. Trilha do Rio Taquaral 2.","-47.986944","-24.062222","-47.986944","-24.062222",NA,NA,"Epífita a 2,5m de altura sobre árvore, coletada na borda da trilha. Flores com cálice branco-amarelado; corola amarelada, estames e estigmas brancos. Frutos imaturos verdes e maduros vináceos.; Floresta Estacional Semidecidual/ Florest","UEC090984","UEC090984","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:27:17-03","UNICAMP","UEC","128125","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Antunes, RM","2002","04","29","Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; Melo, MS; Rodrigues, RR","473","2002","04","25","Brazil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras, Trilha do Rio Taquaral 2.","-47.989167","-24.058333","-47.989167","-24.058333",NA,NA,"Epífita. Corola amarelada e translúcida; estames e estigma branco.; Floresta Ombrófila Densa Montana/ Floresta Estacional Semidecidual.","UEC090974","UEC090974","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:27:17-03","UNICAMP","UEC","134962","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Souza, VC","2003","05",NA,"Urbanetz, C; Destro, GFG; Moreira-Coneglian, IR; Harder, ICF; Muniz, MRA","107","2003","04","21","Brazil","São Paulo","Iporanga","Núcleo Bulha D'água, Trilha da Caverna do Sr. Bento.","-48.4995","-24.338389","-48.4995","-24.338389","550","550","Epífita.; Vegetação Secundária de Floresta Ombrófila Densa Montana/Submontana, com trechos remanecentes de floresta com extrativismo seletivo (madeira e palmito) e trechos regenerados de antigas áreas de cultivo (20 anos).","UEC090982","UEC090982","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 10:08:46-03","UNICAMP","UEC","137449","S","Plantae","Cactaceae","Rhipsalis","elliptica","Rhipsalis elliptica","Lindb.","Breier, TB","2003","11",NA,"Breier, TB; Budke, JC","540","2002","08","22","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Núcleo Sete Barras.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,NA,"UEC090976","UEC090976","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
